,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
373,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-08-11 17:56:48.000000,2023-06-03 05:02:19,540.0,,468.0,97.0,42.0,82.0,240.0,2664.0,Learning to Rank in TensorFlow.,32.0,28,True,2023-08-11 17:56:48.000,0.5.3,22.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,2023-08-11 17:56:48.000,13.0,97034.0,97034.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
374,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-09-20 13:10:11.000000,2023-09-20 12:36:49,1468.0,41.0,288.0,41.0,302.0,33.0,141.0,2416.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-09-20 13:10:11.000,2.3.7,35.0,shapash,,,,['jupyter'],126.0,124.0,https://pypi.org/project/shapash,2023-09-20 13:10:11.000,2.0,6709.0,6709.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
375,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-09-21 06:34:35.000000,2023-09-21 06:34:16,1452.0,120.0,562.0,42.0,27.0,1.0,309.0,2326.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,28.0,28,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],19.0,19.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,452.0,452.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
376,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,304.0,66.0,14.0,28.0,46.0,2145.0,Stand-alone language identification system.,9.0,28,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,7620.0,7434.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,186.0,364761.0,364761.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,
377,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-09-14 15:54:55.000000,2023-08-22 16:20:29,468.0,16.0,311.0,62.0,147.0,6.0,91.0,2047.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,28,True,2023-08-07 19:46:52.000,3.2.5,21.0,pytextrank,,,,,461.0,461.0,https://pypi.org/project/pytextrank,,,45894.0,45894.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
378,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-09-21 04:47:32.000000,2023-09-16 22:02:16,1331.0,42.0,196.0,50.0,221.0,146.0,147.0,1906.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",39.0,28,True,2023-09-07 00:24:12.000,0.29.5,160.0,graphistry,,,,['jupyter'],104.0,99.0,https://pypi.org/project/graphistry,2023-09-07 00:24:12.000,5.0,1846.0,1846.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
379,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,153.0,25.0,81.0,41.0,34.0,1569.0,A Python package for time series classification.,14.0,28,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,482.0,463.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,19.0,141254.0,142163.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,20919.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
380,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-09-11 13:29:36.000000,2023-09-06 00:50:44,697.0,3.0,294.0,43.0,347.0,71.0,186.0,1479.0,Training PyTorch models with differential privacy.,73.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],671.0,654.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,17.0,29628.0,30208.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,11578.0,,,,,2.0,99.0,,,,,,,,,,,,,,,,,,,
381,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-09-19 20:00:38.000000,2023-09-19 20:00:31,945.0,5.0,567.0,107.0,279.0,11.0,299.0,1440.0,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,143.0,141.0,https://pypi.org/project/tabpy,2023-01-30 23:34:02.112,2.0,12099.0,12154.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4295.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
382,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-08-29 18:56:09.000000,2023-08-15 11:33:25,159.0,2.0,167.0,34.0,71.0,18.0,49.0,1354.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,6.0,28,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],1514.0,1506.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,8.0,1172051.0,1172629.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,18524.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
383,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,400.0,52.0,37.0,17.0,138.0,1179.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2264.0,2231.0,https://pypi.org/project/kmodes,2022-04-14 21:22:39.000,33.0,163692.0,164558.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,35513.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
384,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2023-07-30 07:07:37.000000,2023-07-30 07:05:58,66.0,10.0,287.0,57.0,61.0,11.0,107.0,1171.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,28,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,956.0,927.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,29.0,9583.0,9583.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
385,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-09-21 14:41:52.000000,2023-06-06 09:46:40,415.0,,319.0,40.0,296.0,22.0,200.0,1136.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,313.0,299.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,14.0,9121.0,9121.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
386,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-06-16 16:20:28.705000,2021-02-12 19:04:59,2079.0,,242.0,40.0,36.0,66.0,590.0,1099.0,"pyclustering is a Python, C++ data mining library.",26.0,28,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,574.0,540.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,34.0,68977.0,70244.0,https://anaconda.org/conda-forge/pyclustering,2023-06-16 16:20:28.705,56811.0,,,,,3.0,472.0,,,,,,,,,,,,,,,,,,,
387,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-09-21 13:34:33.000000,2023-09-21 13:34:33,12261.0,161.0,270.0,33.0,1649.0,439.0,581.0,952.0,Python package for earth-observing satellite data processing.,145.0,28,False,2023-09-21 01:38:17.000,0.43.0.post0,89.0,satpy,conda-forge/satpy,,,,125.0,108.0,https://pypi.org/project/satpy,2023-09-21 01:38:59.000,17.0,3476.0,7764.0,https://anaconda.org/conda-forge/satpy,2023-09-21 03:49:50.650,167239.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
388,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,165.0,35.0,85.0,88.0,122.0,868.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],1286.0,1262.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,24.0,83322.0,83322.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
389,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,241.0,41.0,502.0,266.0,252.0,865.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,936.0,864.0,https://pypi.org/project/dask-ml,2020-05-06 15:02:41.000,72.0,199949.0,210687.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,762419.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
390,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2023-07-26 22:41:29.989000,2023-06-09 22:11:37,1299.0,,149.0,49.0,56.0,21.0,65.0,812.0,Computer Vision in Python.,34.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1240.0,1113.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,127.0,8997.0,18856.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,384512.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
391,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-09-20 17:43:46.000000,2023-09-20 17:43:45,15611.0,37.0,359.0,43.0,1601.0,278.0,2949.0,794.0,An open-source application for biological image analysis.,138.0,28,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,21.0,20.0,https://pypi.org/project/cellprofiler,2023-08-14 19:14:28.000,1.0,620.0,669.0,,,,,,,,3.0,5712.0,,,,,,,,,,,,,,,,,,,
392,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-09-19 11:02:15.000000,2023-09-19 11:01:07,2904.0,57.0,98.0,15.0,224.0,11.0,114.0,684.0,Python bindings for MPI.,26.0,28,True,2022-11-02 14:23:02.643,3.1.4,26.0,mpi4py,conda-forge/mpi4py,,,,694.0,,https://pypi.org/project/mpi4py,2022-11-02 14:23:02.643,694.0,146372.0,172089.0,https://anaconda.org/conda-forge/mpi4py,2023-06-16 13:22:26.826,2127140.0,,,,,2.0,14997.0,,,,,,,,,,,,,,,,,,,
393,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2023-09-21 08:41:09.000000,2023-09-16 17:45:20,2384.0,271.0,84.0,12.0,453.0,14.0,78.0,646.0,Time series forecasting with scikit-learn models.,7.0,28,True,2023-09-07 17:49:33.000,0.10.0,22.0,skforecast,,,,['sklearn'],191.0,186.0,https://pypi.org/project/skforecast,2023-09-07 17:29:48.000,5.0,24247.0,24247.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,True
394,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-08-16 02:49:41.000000,2023-08-15 19:46:25,451.0,13.0,100.0,23.0,82.0,16.0,93.0,624.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,28,True,2023-04-21 11:05:59.132,1.9.0,38.0,tinytag,,,,,956.0,848.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,108.0,16428.0,16428.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
395,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-09-14 17:20:20.000000,2023-09-06 07:38:06,775.0,15.0,71.0,28.0,343.0,110.0,221.0,513.0,"Simple, concise geographical visualization in Python.",29.0,28,True,2023-07-20 16:57:49.000,1.10.1,51.0,geoviews,conda-forge/geoviews,,,,794.0,760.0,https://pypi.org/project/geoviews,2023-07-20 15:18:17.000,34.0,6278.0,11644.0,https://anaconda.org/conda-forge/geoviews,2023-07-21 08:46:51.180,193196.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
396,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-09-18 07:23:49.000000,2022-12-05 17:31:41,1886.0,,847.0,218.0,453.0,57.0,259.0,14046.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",47.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,40072.0,40477.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-08-11 14:23:28.113587,14.0,20289.0,2.0,,,,,,,,,,,,,,,,,,,,
397,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-09-21 12:26:54.000000,2023-09-12 14:58:36,1825.0,272.0,702.0,94.0,1892.0,138.0,577.0,12919.0,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,66.0,27,True,2023-09-12 15:35:57.000,1.5.1,55.0,,,,,,,,,,,,44.0,,,,,,,,2.0,1281.0,,,,,,,,,,,,,,,,,,,
398,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,131.0,51.0,155.0,141.0,7524.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],43.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,43.0,138981.0,218325.0,,,,,,,,2.0,3332463.0,,,,,,,,,,,,,,,,,,,
399,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,,1642.0,462.0,698.0,32.0,441.0,7235.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,1329.0,1348.0,,,,,,,,2.0,1619.0,,,,,,,,,,,,,,,,,,,
400,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-06-16 16:08:26.431000,2023-01-27 13:12:44,652.0,,964.0,144.0,93.0,73.0,304.0,5955.0,A Python scikit for building and analyzing recommender systems.,45.0,27,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,63.0,13.0,https://pypi.org/project/scikit-surprise,2022-09-23 17:17:00.724,50.0,131423.0,136370.0,https://anaconda.org/conda-forge/scikit-surprise,2023-06-16 16:08:26.431,336397.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
401,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-09-21 06:50:45.000000,2020-05-03 07:13:22,108.0,,609.0,140.0,31.0,66.0,53.0,5447.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,27,False,,,18.0,flashtext,conda-forge/flashtext,,,,1367.0,1321.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,46.0,924955.0,925415.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,17497.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
402,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,780.0,277.0,437.0,221.0,328.0,4796.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],340.0,300.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,40.0,238.0,238.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,
403,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,951.0,144.0,30.0,46.0,77.0,4061.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,7426.0,7237.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,189.0,214876.0,215311.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13064.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
404,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-09-19 00:32:03.000000,2022-08-06 21:47:18,182.0,,396.0,66.0,56.0,86.0,55.0,3961.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,551.0,547.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,4.0,83886.0,83886.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
405,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-09-20 14:45:40.000000,2023-09-20 14:45:40,248.0,1.0,799.0,51.0,48.0,61.0,106.0,3727.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,27,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1315.0,1296.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,19.0,26373.0,41091.0,,,,,,,,3.0,677038.0,,,,,,,,,,,,,,,,,,,
406,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,6.0,538.0,146.0,237.0,33.0,631.0,3246.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,83.0,27,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],430.0,428.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,2.0,582.0,582.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
407,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-08-30 21:56:37.000000,2023-08-30 21:55:49,1185.0,8.0,396.0,83.0,52.0,56.0,199.0,3189.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],169.0,166.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,1691.0,1911.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7502.0,,,,,2.0,,,,,,,,,google-deepmind/acme,,,,,,,,,,,
408,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2023-06-16 16:13:38.456000,2022-09-18 07:45:53,376.0,,244.0,62.0,45.0,9.0,,3174.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,27,True,2022-09-20 04:46:27.856,4.5.0,25.0,textdistance,conda-forge/textdistance,,,,4928.0,4872.0,https://pypi.org/project/textdistance,2022-09-20 04:46:27.856,56.0,315411.0,322624.0,https://anaconda.org/conda-forge/textdistance,2023-06-16 16:13:38.456,460861.0,,,,,2.0,914.0,,,,,,,,,,,,,,,,,,,
409,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2023-09-04 10:54:06.000000,2023-08-26 22:58:04,470.0,1.0,448.0,35.0,490.0,6.0,,3045.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,31.0,27,True,2023-05-15 21:12:01.327,0.11.14,100.0,sahi,conda-forge/sahi,,,,643.0,634.0,https://pypi.org/project/sahi,2022-06-25 20:18:21.000,9.0,131307.0,133981.0,https://anaconda.org/conda-forge/sahi,2023-06-16 19:27:36.658,48095.0,,,,,3.0,18096.0,,,,,,,,,,,,,,,,,,,
410,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,84.0,245.0,61.0,154.0,2985.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,27,True,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,163.0,161.0,https://pypi.org/project/fastnlp,2022-10-31 14:47:34.183,2.0,22536.0,22537.0,,,,,,,,2.0,74.0,,,,,,,,,,,,,,,,,,,
411,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-09-15 03:03:36.000000,2023-09-15 02:31:18,1566.0,44.0,231.0,47.0,2006.0,11.0,632.0,2677.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,33.0,27,True,2023-09-15 03:06:04.000,1.1.2,25.0,towhee,,,,,,,https://pypi.org/project/towhee,2023-09-14 07:31:36.000,,3108.0,3190.0,,,,,,,,3.0,1730.0,,,,,,,,,,,,,,,,,,,
412,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-09-21 05:09:40.000000,2023-09-21 05:09:35,3445.0,59.0,329.0,157.0,1145.0,21.0,58.0,2643.0,Neural Network Libraries.,73.0,27,True,2023-07-14 02:40:27.000,1.36.0,71.0,nnabla,,,,,,,https://pypi.org/project/nnabla,,,2991.0,3000.0,,,,,,,,3.0,706.0,,,,,,,,,,,,,,,,,,,
413,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2023-06-16 16:15:26.623000,2023-05-16 07:26:21,1020.0,,409.0,130.0,129.0,189.0,245.0,2561.0,PYthon svg GrAph plotting Library.,73.0,27,False,2021-11-24 21:09:00.501,3.0.0,76.0,pygal,conda-forge/pygal,,,,633.0,,https://pypi.org/project/pygal,2021-11-24 21:09:00.501,633.0,125556.0,126222.0,https://anaconda.org/conda-forge/pygal,2023-06-16 16:15:26.623,33987.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
414,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-06-16 19:20:41.396000,2022-05-25 09:55:55,1696.0,,413.0,45.0,347.0,32.0,333.0,2543.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,27,False,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,531.0,517.0,https://pypi.org/project/foolbox,2022-04-02 15:26:45.000,14.0,1576.0,1888.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,11889.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
