,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
350,empyrical,quantopian/empyrical,,financial-data,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39.000000,266,27.0,26.0,805.0,167.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,25,True,2020-10-13 21:29:19.000000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,877.0,655.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000000,222.0,48363.0,48658.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625000,12106.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
351,pythreejs,jupyter-widgets/pythreejs,,data-viz,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000000,2021-03-02 13:32:39.505000,2021-02-26 14:01:59.000000,162,63.0,142.0,743.0,1659.0,A Jupyter - Three.js bridge.,27.0,25,True,2021-02-26 14:01:21.000000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],51.0,17.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000000,26.0,32700.0,44957.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505000,315857.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062000,8.0,7163.0,,,,,,,,,,,,,
352,dask-ml,dask/dask-ml,,distributed-ml,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000000,2021-07-02 18:03:25.000000,2021-05-23 16:30:58.000000,197,200.0,222.0,726.0,,Scalable Machine Learning with Dask.,65.0,25,True,2021-05-03 13:02:34.000000,1.9.0,28.0,dask-ml,conda-forge/dask-ml,,,,470.0,428.0,https://pypi.org/project/dask-ml,2021-05-03 13:02:34.000000,42.0,86254.0,91329.0,https://anaconda.org/conda-forge/dask-ml,2021-05-03 15:21:05.642000,228395.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
353,pyjanitor,pyjanitor-devs/pyjanitor,,others,https://github.com/pyjanitor-devs/pyjanitor,https://github.com/pyjanitor-devs/pyjanitor,MIT,2018-03-04 22:43:33.000000,2021-07-01 00:53:59.000000,2021-07-01 00:53:59.000000,123,101.0,295.0,696.0,1162.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,88.0,25,True,2021-02-25 17:30:52.000000,0.20.13,49.0,pyjanitor,conda-forge/pyjanitor,,,,108.0,104.0,https://pypi.org/project/pyjanitor,2021-02-25 17:30:52.000000,4.0,10677.0,13017.0,https://anaconda.org/conda-forge/pyjanitor,2021-03-25 12:03:18.871000,93632.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
354,mahotas,luispedro/mahotas,,image,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000000,2021-05-31 13:33:21.000000,2021-05-31 13:33:21.000000,132,16.0,58.0,689.0,1280.0,Computer Vision in Python.,31.0,25,True,2020-08-16 17:22:48.000000,1.4.11,57.0,mahotas,conda-forge/mahotas,,,,848.0,658.0,https://pypi.org/project/mahotas,2020-08-16 17:22:48.000000,190.0,34963.0,39489.0,https://anaconda.org/conda-forge/mahotas,2021-01-22 05:47:20.379000,289715.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
355,PDPbox,SauceCat/PDPbox,,data-viz,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000000,2021-06-24 15:32:01.000000,2021-03-14 16:01:01.000000,89,19.0,38.0,582.0,227.0,python partial dependence plot toolbox.,7.0,25,True,2021-03-14 16:21:17.000000,0.2.1,3.0,pdpbox,conda-forge/pdpbox,,,,435.0,401.0,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000000,34.0,64983.0,65320.0,https://anaconda.org/conda-forge/pdpbox,2021-03-14 19:37:51.465000,8088.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
356,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,,ml-frameworks,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000000,2021-07-07 14:59:37.000000,2021-07-05 23:14:32.000000,64,55.0,244.0,563.0,79524.0,TensorFlow ROCm port.,3740.0,25,True,2021-05-21 16:17:54.000000,2.4.3,66.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,2021-05-21 16:17:54.000000,,1577.0,1577.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,
357,mpi4py,mpi4py/mpi4py,,distributed-ml,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000000,2021-07-08 14:52:28.000000,2021-07-08 14:15:54.000000,66,7.0,24.0,429.0,2271.0,Python bindings for MPI.,17.0,25,True,2020-07-27 06:40:19.000000,3.0.3,13.0,mpi4py,conda-forge/mpi4py,,,,752.0,,https://pypi.org/project/mpi4py,2019-11-04 13:05:10.000000,752.0,106037.0,118043.0,https://anaconda.org/conda-forge/mpi4py,2021-06-29 05:19:36.466000,690838.0,,,,,2.0,1150.0,,,,,,,,,,,,,,,,,,,,
358,PyNNDescent,lmcinnes/pynndescent,,nn-search,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000000,2021-07-06 21:40:43.689000,2021-07-06 18:19:28.000000,55,31.0,39.0,414.0,508.0,A Python nearest neighbor descent for approximate nearest neighbors.,15.0,25,True,2021-07-06 16:06:28.000000,0.5.4,23.0,pynndescent,conda-forge/pynndescent,,,,610.0,604.0,https://pypi.org/project/pynndescent,2021-07-06 16:06:28.000000,6.0,403920.0,410855.0,https://anaconda.org/conda-forge/pynndescent,2021-07-06 21:40:43.689000,173377.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
359,hvPlot,holoviz/hvplot,,data-viz,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000000,2021-07-08 14:11:09.000000,2021-07-05 11:00:08.000000,56,120.0,251.0,409.0,409.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",29.0,25,True,2021-05-23 04:35:42.000000,0.7.2,23.0,hvplot,conda-forge/hvplot,,,,684.0,654.0,https://pypi.org/project/hvplot,2021-07-05 11:29:13.000000,30.0,35872.0,38779.0,https://anaconda.org/conda-forge/hvplot,2021-05-23 10:57:42.453000,101761.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
360,python-soundfile,bastibe/python-soundfile,,audio,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000000,2021-01-13 07:52:51.000000,2020-12-01 18:42:47.000000,46,57.0,92.0,389.0,493.0,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",19.0,25,True,2019-12-04 10:03:39.000000,0.10.3post1,7.0,soundfile,,,,,8526.0,7786.0,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000000,740.0,853331.0,853358.0,,,,,,,,2.0,2441.0,,,,,,,,,,,,,,,,,,,,
361,ml-metadata,google/ml-metadata,,ml-experiments,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000000,2021-07-08 07:27:28.000000,2021-07-07 20:46:13.000000,69,19.0,46.0,343.0,526.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,13.0,25,True,2021-05-21 02:42:33.000000,1.0.0,27.0,ml-metadata,,,,,133.0,133.0,https://pypi.org/project/ml-metadata,2021-05-21 02:42:33.000000,0.0,630147.0,630195.0,,,,,,,,2.0,1347.0,,,,,,,,,,,,,,,,,,,,
362,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-03-31 15:32:56.000000,,3125,103.0,,16974.0,,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",93.0,24,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,,,['tensorflow'],58.0,,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,58.0,9740.0,9740.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
363,Ciphey,Ciphey/Ciphey,,nlp,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000000,2021-07-08 08:39:37.000000,2021-07-08 08:39:37.000000,424,59.0,203.0,7309.0,1838.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",45.0,24,True,2021-06-06 17:14:16.000000,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-06-06 17:13:48.000000,,8759.0,9192.0,,,,https://hub.docker.com/r/remnux/ciphey,2021-06-06 19:39:58.688952,4.0,10405.0,3.0,,,,,,,,,,,,,,,,,,,,,
364,NuPIC,numenta/nupic,,ml-frameworks,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000000,2021-03-25 21:39:47.000000,2019-10-23 20:45:07.000000,1585,456.0,1337.0,6251.0,6625.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",121.0,24,False,2018-06-01 15:37:54.000000,1.0.5,53.0,nupic,,,,,142.0,104.0,https://pypi.org/project/nupic,2018-06-01 15:37:54.000000,38.0,2942.0,2942.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
365,Face Alignment,1adrianb/face-alignment,,image,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000000,2021-05-05 16:30:37.000000,2021-05-05 16:30:24.000000,1074,39.0,208.0,5042.0,204.0,2D and 3D Face alignment library build using pytorch.,23.0,24,True,2021-04-28 22:17:22.000000,1.3.4,10.0,face-alignment,,,,['pytorch'],12.0,,https://pypi.org/project/face-alignment,2021-04-28 22:17:22.000000,12.0,6844.0,6844.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
366,Lasagne,Lasagne/Lasagne,,ml-frameworks,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000000,2019-11-20 20:28:31.000000,2019-11-20 20:28:30.000000,983,139.0,402.0,3780.0,1161.0,Lightweight library to build and train neural networks in Theano.,72.0,24,False,2015-08-13 21:00:09.000000,0.1,1.0,lasagne,,,,,1336.0,830.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000000,506.0,2718.0,2718.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
367,torchdiffeq,rtqichen/torchdiffeq,,pytorch-utils,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000000,2021-06-02 23:05:29.000000,2021-06-02 23:04:37.000000,613,27.0,119.0,3588.0,218.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,19.0,24,True,2021-06-02 23:04:51.000000,0.2.2,6.0,torchdiffeq,,,,['pytorch'],114.0,114.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000000,0.0,4917.0,4917.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
368,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2021-05-03 12:18:32.000000,2021-05-03 12:18:31.000000,471,51.0,196.0,3520.0,2154.0,Snips Python library to extract meaning from text.,22.0,24,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,16.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,16.0,4338.0,4338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
369,TensorTrade,tensortrade-org/tensortrade,,financial-data,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000000,2021-06-19 21:14:44.000000,2021-06-19 21:14:43.000000,766,19.0,154.0,3308.0,902.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",53.0,24,True,2021-05-10 18:04:30.000000,1.0.3,27.0,tensortrade,,,,,20.0,19.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000000,1.0,1148.0,1148.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
370,einops,arogozhnikov/einops,,ml-frameworks,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000000,2021-06-06 15:02:21.000000,2021-06-04 04:11:08.000000,119,26.0,48.0,3304.0,321.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",12.0,24,True,2020-09-08 08:33:29.000000,0.3,3.0,einops,conda-forge/einops,,,,752.0,742.0,https://pypi.org/project/einops,2020-09-08 08:21:26.000000,10.0,144243.0,144496.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:19.681000,5577.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
371,xLearn,aksnzhy/xlearn,,ml-frameworks,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35.000000,515,190.0,108.0,2894.0,1340.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000000,0.4.4,15.0,xlearn,,,,,65.0,63.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000000,2.0,2250.0,2316.0,,,,,,,,3.0,2648.0,,,,,,,,,,,,,,,,,,,,
372,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,597,114.0,99.0,2840.0,195.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1197.0,1141.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,56.0,3893.0,3893.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
373,D-Tale,man-group/dtale,,data-viz,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000000,2021-07-08 02:39:15.000000,2021-07-05 03:14:25.000000,193,33.0,346.0,2481.0,451.0,Visualizer for pandas data structures.,15.0,24,True,2021-07-05 13:52:51.000000,1.51.0,125.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",187.0,187.0,https://pypi.org/project/dtale,2021-07-05 13:47:20.000000,0.0,11559.0,15470.0,https://anaconda.org/conda-forge/dtale,2021-07-05 14:14:48.676000,66497.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
374,Core ML Tools,apple/coremltools,,model-serialisation,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000000,2021-07-07 21:19:43.000000,2021-07-07 21:19:43.000000,374,392.0,369.0,2282.0,,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",114.0,24,True,2021-02-05 02:07:15.000000,4.1,30.0,coremltools,,,,,823.0,557.0,https://pypi.org/project/coremltools,2021-07-07 20:28:20.000000,266.0,57311.0,57368.0,,,,,,,,2.0,2663.0,,-1.0,,,,,,,,,,,,,,,,,,
375,fastNLP,fastnlp/fastNLP,,nlp,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000000,2021-06-12 16:01:07.000000,2021-04-12 13:45:28.000000,377,19.0,136.0,2202.0,1742.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,50.0,24,True,2020-11-06 15:31:29.000000,0.6.0,10.0,fastnlp,,,,,36.0,35.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000000,1.0,1218.0,1219.0,,,,,,,,3.0,58.0,,,,,,,,,,,,,,,,,,,,
376,Acme,deepmind/acme,,reinforcement-learning,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2021-07-08 08:52:53.000000,2021-07-08 08:52:11.000000,246,54.0,64.0,2170.0,506.0,A library of reinforcement learning components and agents.,43.0,24,True,2021-05-26 17:12:29.000000,0.2.1,10.0,dm-acme,,,,['tensorflow'],35.0,35.0,https://pypi.org/project/dm-acme,2021-05-26 17:12:54.000000,0.0,1636.0,1636.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
377,Alphalens,quantopian/alphalens,,financial-data,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000000,2020-09-05 16:48:14.000000,2020-04-27 18:40:41.000000,746,38.0,145.0,1973.0,522.0,Performance analysis of predictive (alpha) stock factors.,25.0,24,False,2020-04-30 15:42:52.000000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,440.0,412.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000000,28.0,2764.0,3066.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922000,12420.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
378,SRU,asappresearch/sru,,pytorch-utils,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000000,2021-06-29 18:11:30.000000,2021-05-19 15:52:48.000000,290,53.0,66.0,1955.0,400.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,24,True,2021-05-18 16:13:10.000000,2.6.0,32.0,sru,,,,['pytorch'],18.0,16.0,https://pypi.org/project/sru,2021-06-17 23:33:37.000000,2.0,4040.0,4040.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
379,python_speech_features,jameslyons/python_speech_features,,audio,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000000,2020-12-31 13:27:02.000000,2020-12-31 13:27:01.000000,558,23.0,49.0,1934.0,120.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,True,2020-01-14 14:12:10.000000,0.6.1,6.0,python_speech_features,,,,,300.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000000,300.0,80900.0,80900.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
380,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-07-08 14:44:56.000000,2021-06-14 16:36:23.000000,422,331.0,579.0,1857.0,2864.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",71.0,24,False,2015-03-31 16:33:30.000000,2.0,9.0,essentia,,,,,220.0,210.0,https://pypi.org/project/essentia,2021-01-13 00:12:18.000000,10.0,2596.0,2596.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
381,efficientnet,qubvel/efficientnet,,tensorflow-utils,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000000,2021-04-18 18:12:08.000000,2020-09-15 16:19:36.000000,422,59.0,55.0,1853.0,64.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,8.0,24,True,2020-09-15 16:26:00.000000,1.1.1,9.0,efficientnet,,,,['tensorflow'],675.0,671.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000000,4.0,87492.0,94416.0,,,,,,,,3.0,180030.0,,,,,,,,,,,,,,,,,,,,
382,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-06-29 10:09:58.000000,2021-03-24 08:34:28.000000,234,34.0,129.0,1794.0,945.0,Graph Neural Networks with Keras and Tensorflow 2.,16.0,24,True,2021-03-20 11:39:58.000000,1.0.6,29.0,spektral,,,,"['tensorflow""']",58.0,58.0,https://pypi.org/project/spektral,2021-03-20 11:39:58.000000,0.0,3912.0,3912.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
383,textacy,chartbeat-labs/textacy,,nlp,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000000,2021-05-31 17:18:30.000000,2021-05-31 16:43:05.000000,226,32.0,207.0,1703.0,,"NLP, before and after spaCy.",31.0,24,True,2021-04-12 15:49:48.000000,0.11.0,30.0,textacy,conda-forge/textacy,,,,154.0,,https://pypi.org/project/textacy,2021-04-12 15:49:48.000000,154.0,52529.0,54385.0,https://anaconda.org/conda-forge/textacy,2021-04-13 18:57:20.207000,92848.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
384,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2021-06-10 04:31:09.000000,2020-06-02 14:50:14.000000,68,11.0,55.0,1615.0,,The friendly PIL fork.,310.0,24,False,2020-01-02 05:19:26.000000,7.0.0,35.0,pillow-simd,,,,,467.0,417.0,https://pypi.org/project/pillow-simd,2020-01-26 14:30:27.000000,50.0,229065.0,229065.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
385,dtreeviz,parrt/dtreeviz,,interpretability,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000000,2021-05-28 11:22:03.000000,2021-05-27 19:09:47.000000,208,20.0,80.0,1572.0,364.0,A python library for decision tree visualization and model interpretation.,16.0,24,True,2021-03-16 21:49:18.000000,1.2,23.0,dtreeviz,,,,,176.0,172.0,https://pypi.org/project/dtreeviz,2021-04-05 19:35:08.000000,4.0,48005.0,48005.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
386,mtcnn,ipazc/mtcnn,,image,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000000,2021-02-03 15:49:06.000000,2021-01-13 23:50:58.000000,397,60.0,36.0,1559.0,55.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",14.0,24,True,2019-11-14 17:37:05.000000,0.1.0,10.0,mtcnn,,,,['tensorflow'],1334.0,1292.0,https://pypi.org/project/mtcnn,2019-11-14 17:37:05.000000,42.0,21080.0,21080.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
387,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,sklearn-utils,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2021-06-15 21:59:11.000000,2021-06-15 21:53:37.000000,193,50.0,40.0,1462.0,728.0,"Large-scale linear classification, regression and ranking in Python.",17.0,24,True,2021-06-16 21:04:08.000000,0.6.1,10.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],94.0,84.0,https://pypi.org/project/sklearn-contrib-lightning,2021-06-15 21:53:28.000000,10.0,1545.0,4075.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2020-12-20 22:58:20.890000,148724.0,,,,,2.0,52.0,,,,,,,,,,,,,,,,,,,,
388,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-06-01 22:24:45.000000,2021-03-10 15:44:00.000000,119,68.0,108.0,1446.0,978.0,Extract Transform Load for Python 3.5+.,37.0,24,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,170.0,118.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,52.0,8979.0,8979.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
389,streamparse,Parsely/streamparse,,data-pipelines,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000000,2021-06-21 22:49:33.000000,2020-12-18 18:43:59.000000,219,69.0,263.0,1434.0,1059.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",41.0,24,True,2020-10-07 19:53:15.000000,4.0.0,47.0,streamparse,,,,,100.0,48.0,https://pypi.org/project/streamparse,2020-10-07 19:45:19.000000,52.0,4363.0,4363.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
390,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,190,30.0,35.0,1327.0,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,24,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,,,['pytorch'],658.0,608.0,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,29037.0,29037.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
391,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2021-06-07 21:03:32.000000,2021-04-18 01:50:23.000000,209,16.0,83.0,1259.0,452.0,Contextually-keyed word vectors.,15.0,24,True,2021-04-19 07:05:28.000000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,,,86.0,74.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000000,12.0,3673.0,5043.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,20249.0,,,,,3.0,17570.0,,,,,,,,,,,,,,,,,,,,
392,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-07-07 02:56:58.000000,2021-07-07 02:56:58.000000,93,43.0,142.0,1244.0,483.0,PyTorch extensions for high performance and large scale training.,36.0,24,True,2021-05-18 02:29:18.000000,0.3.7,19.0,fairscale,,,,['pytorch'],38.0,38.0,https://pypi.org/project/fairscale,2021-05-18 00:45:15.000000,0.0,12104.0,12104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
