,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
435,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-04-29 05:54:53.000000,2022-04-23 15:31:02,833,16.0,161,46.0,135.0,87.0,118.0,1589,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",20.0,26,True,2022-04-23 15:32:49.000,0.23.3,135.0,graphistry,,,,['jupyter'],73.0,69.0,https://pypi.org/project/graphistry,2022-04-23 15:32:49.000,4.0,2534.0,2534.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
436,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-04-29 13:24:40.000000,2022-04-28 15:32:32,690,82.0,119,25.0,468.0,62.0,256.0,1564,A python library for self-supervised learning on images.,17.0,26,True,2022-04-05 14:26:02.000,1.2.13,49.0,lightly,,,,['pytorch'],37.0,36.0,https://pypi.org/project/lightly,2022-04-05 14:28:05.000,1.0,2647.0,2647.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2022-03-30 23:25:17.000000,2022-03-30 23:22:31,502,1.0,299,104.0,46.0,18.0,138.0,1542,Distributed Deep learning with Keras & Spark.,27.0,26,True,2022-03-30 23:25:17.000,3.1.0,23.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",58.0,55.0,https://pypi.org/project/elephas,2022-03-30 23:25:17.000,3.0,43533.0,43782.0,https://anaconda.org/conda-forge/elephas,2021-06-02 18:33:53.270,7975.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
438,streamparse,Parsely/streamparse,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000,2022-01-10 21:46:17.000000,2022-01-10 21:42:18,1069,,217,102.0,167.0,70.0,263.0,1458,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",42.0,26,True,2022-01-10 21:46:17.000,4.1.2,50.0,streamparse,,,,,81.0,54.0,https://pypi.org/project/streamparse,2022-01-10 21:43:49.000,27.0,3731.0,3731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
439,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-04-28 21:52:35.000000,2022-04-28 21:50:42,826,47.0,93,28.0,386.0,61.0,305.0,1355,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,16.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,,7.0,6.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,12399.0,12399.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-04-29 03:58:08.000000,2022-04-21 08:59:16,1083,47.0,221,24.0,290.0,48.0,75.0,1266,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,24.0,26,True,2022-04-21 09:53:00.000,2.2.3post0,18.0,pgl,,,,['paddle'],28.0,26.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,7082.0,7082.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
441,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-03-25 22:02:09.000000,2022-03-25 22:02:03,650,4.0,206,40.0,301.0,88.0,14.0,1245,Mesh TensorFlow: Model Parallelism Made Easier.,47.0,26,True,2021-03-24 19:03:46.000,0.1.19,25.0,mesh-tensorflow,,,,['tensorflow'],702.0,670.0,https://pypi.org/project/mesh-tensorflow,2021-03-24 19:03:46.000,32.0,18894.0,18894.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-04-07 21:15:18.000000,2022-03-11 06:00:21,281,1.0,216,49.0,180.0,52.0,117.0,1234,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],210.0,199.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,10976.0,11197.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,5540.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-04-29 09:45:13.000000,2022-04-28 20:25:28,1242,17.0,150,14.0,31.0,23.0,147.0,1196,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,13.0,26,True,2022-04-02 19:42:24.000,0.3.8.2,81.0,explainerdashboard,conda-forge/explainerdashboard,,,,96.0,94.0,https://pypi.org/project/explainerdashboard,2022-04-02 19:53:01.000,2.0,28646.0,29587.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,15056.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
444,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-04-05 08:01:28.000000,2022-04-04 16:13:36,330,2.0,140,27.0,62.0,4.0,70.0,1176,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,26,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],789.0,778.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,66205.0,66205.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,arq,samuelcolvin/arq,data-pipelines,,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000,2022-04-26 10:11:04.000000,2022-03-28 11:37:46,328,10.0,98,25.0,170.0,36.0,100.0,1173,Fast job queuing and RPC in python with asyncio and redis.,39.0,26,True,2021-09-02 12:45:02.000,0.22,56.0,arq,conda-forge/arq,,,,229.0,218.0,https://pypi.org/project/arq,2022-03-09 17:53:27.000,11.0,22045.0,22215.0,https://anaconda.org/conda-forge/arq,2021-09-03 10:08:17.446,2048.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-03-18 13:53:43.000000,2022-03-18 13:03:22,603,25.0,119,25.0,107.0,3.0,100.0,979,"Extensible, parallel implementations of t-SNE.",10.0,26,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,,327.0,318.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,9.0,18147.0,21508.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399,134447.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-03-24 03:12:11.000000,2022-03-24 03:12:07,512,8.0,167,44.0,52.0,3.0,58.0,915,Training neural models with structured signals.,33.0,26,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],216.0,214.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,14963.0,14963.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167,,283,71.0,83.0,27.0,26.0,913,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,992.0,858.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,25801.0,26112.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,15592.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-04-29 14:24:58.000000,2022-04-27 12:08:10,2582,226.0,140,28.0,366.0,71.0,433.0,882,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,55.0,26,True,2021-12-16 14:35:52.000,0.1.0,2.0,avalanche-lib,,,,,8.0,8.0,https://pypi.org/project/avalanche-lib,2021-12-16 14:35:52.000,,506.0,506.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
450,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514,,243,42.0,72.0,100.0,186.0,812,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,308.0,276.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,14221.0,14221.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
451,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2021-12-07 00:42:53.000000,2021-12-07 00:42:43,1286,,141,46.0,53.0,16.0,61.0,743,Computer Vision in Python.,32.0,26,True,2021-10-14 12:53:24.000,1.4.12,58.0,mahotas,conda-forge/mahotas,,,,914.0,803.0,https://pypi.org/project/mahotas,2021-10-14 12:53:24.000,111.0,11917.0,16231.0,https://anaconda.org/conda-forge/mahotas,2021-11-17 20:03:30.117,314932.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-04-29 16:18:09.000000,2022-04-29 09:11:32,2475,124.0,33,133.0,292.0,72.0,172.0,736,An open-source plotting library for statistical data.,16.0,26,True,2022-03-21 18:58:35.000,2.3.0,48.0,lets-plot,,,,,17.0,16.0,https://pypi.org/project/lets-plot,2022-03-21 18:18:47.000,1.0,2211.0,2220.0,,,,,,,,3.0,261.0,,,,,,,,,,,,,,,,,,,,
453,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-04-28 08:39:22.000000,2022-04-22 09:40:56,2051,3.0,170,41.0,466.0,74.0,294.0,685,Sequential Model-based Algorithm Configuration.,38.0,26,False,2022-04-22 09:42:51.000,1.3.1,37.0,smac,conda-forge/smac,,,,35.0,,https://pypi.org/project/smac,2022-04-22 09:42:22.000,35.0,34789.0,34989.0,https://anaconda.org/conda-forge/smac,2021-10-21 10:00:48.137,2602.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
454,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-04-29 07:13:37.000000,2022-03-15 15:01:24,15386,15.0,307,46.0,1490.0,208.0,2844.0,664,An open-source application for biological image analysis.,128.0,26,True,2021-07-22 19:01:42.000,4.2.1,43.0,cellprofiler,,,,,8.0,8.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000,,567.0,593.0,,,,,,,,3.0,2592.0,,,,,,,,,,,,,,,,,,,,
455,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-04-29 17:24:26.000000,2022-04-29 17:24:25,1233,3.0,91,23.0,382.0,4.0,88.0,571,A Comparative Framework for Multimodal Recommender Systems.,13.0,26,True,2022-02-19 03:37:13.000,1.14.2,46.0,cornac,conda-forge/cornac,,,,116.0,101.0,https://pypi.org/project/cornac,2022-02-19 03:50:02.000,15.0,91723.0,97789.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,212331.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,
456,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-04-29 17:46:47.000000,2022-04-29 17:16:45,1014,171.0,114,16.0,1137.0,55.0,207.0,476,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",24.0,26,True,2022-04-20 18:57:09.000,0.18.0,33.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",30.0,27.0,https://pypi.org/project/raiwidgets,2022-04-20 18:25:15.000,3.0,10473.0,10473.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
457,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-04-07 06:37:49.000000,2022-04-07 06:37:47,691,15.0,68,29.0,269.0,104.0,196.0,405,"Simple, concise geographical visualization in Python.",26.0,26,True,2022-03-08 14:57:27.000,1.9.5,36.0,geoviews,conda-forge/geoviews,,,,26.0,,https://pypi.org/project/geoviews,2022-03-08 14:57:27.000,26.0,10401.0,12478.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,101815.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-04-18 19:06:05.882000,2022-04-18 14:16:57,430,19.0,39,7.0,43.0,108.0,173.0,401,python binding for libvips using cffi.,13.0,26,True,2022-04-18 14:18:17.000,2.2.0,23.0,pyvips,conda-forge/pyvips,,,,354.0,315.0,https://pypi.org/project/pyvips,2022-04-18 14:18:17.000,39.0,18381.0,18920.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,17277.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
459,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2021-10-27 17:57:56.000000,2019-12-05 08:17:22,46,,182,21.0,14.0,37.0,23.0,401,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],3989.0,3723.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,141960.0,142716.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,18157.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
460,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-04-23 23:02:22.000000,2021-12-20 23:24:01,1186,,133,21.0,543.0,18.0,207.0,351,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,145.0,138.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,8114.0,9294.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,42491.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,dbnd,databand-ai/dbnd,data-pipelines,,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,Apache-2.0,2020-01-02 10:42:47.000,2022-04-28 09:49:24.000000,2022-04-27 12:18:37,2961,136.0,24,19.0,51.0,3.0,2.0,222,DBND is an agile pipeline framework that helps data engineering teams track and orchestrate their data processes.,59.0,26,False,2022-04-28 01:05:41.000,0.71.6,329.0,dbnd,,,,,47.0,25.0,https://pypi.org/project/dbnd,2022-04-28 09:47:07.000,22.0,148301.0,148301.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
462,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197,8.0,40,11.0,178.0,12.0,158.0,184,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,26,False,2021-10-06 01:05:34.000,3.3.0,66.0,pystan,conda-forge/pystan,,,,247.0,,https://pypi.org/project/pystan,2022-02-15 20:52:07.000,247.0,2364065.0,2387970.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1458236.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
463,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083,,964,185.0,323.0,327.0,289.0,5566,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,79.0,76.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,734.0,801.0,,,,,,,,3.0,3553.0,,,,,,,,,,,,,,,,,,,,
464,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108,,569,140.0,30.0,54.0,51.0,5150,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,,770.0,739.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,584332.0,584758.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,8962.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-04-29 11:12:36.000000,2022-04-28 17:49:58,1048,24.0,819,110.0,632.0,189.0,425.0,4890,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,99.0,25,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],13.0,12.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,761.0,761.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-04-28 17:55:59.000000,2022-04-27 13:20:47,167,20.0,237,59.0,153.0,13.0,52.0,4433,"A data augmentations library for audio, image, text, and video.",20.0,25,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,,32.0,29.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1988.0,1988.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226,1.0,730,127.0,33.0,40.0,135.0,4055,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],260.0,240.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,6777.0,6989.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,4881.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
468,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-02-01 17:04:10.000000,2018-08-21 02:42:52,1156,,1218,350.0,52.0,45.0,84.0,3666,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,130.0,109.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,481.0,481.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154,,495,140.0,648.0,60.0,197.0,3640,Snips Python library to extract meaning from text.,22.0,25,True,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,3358.0,3358.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838,,688,67.0,246.0,128.0,811.0,3520,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,25,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,9362.0,9362.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440,,519,171.0,49.0,64.0,48.0,3382,Fast and flexible AutoML with learning guarantees.,27.0,25,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],45.0,43.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,1353.0,1353.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-04-08 00:48:08.000000,2022-04-08 00:47:56,318,4.0,736,39.0,22.0,39.0,104.0,3137,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",14.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],79.0,73.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,6.0,3082.0,3082.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
473,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-02-10 08:43:13.000000,2022-02-10 08:43:04,2099,2.0,512,148.0,228.0,13.0,626.0,3121,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,25,True,2021-08-30 20:20:58.000,0.6.5,14.0,tensorforce,,,,['tensorflow'],26.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000,26.0,1445.0,1445.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
474,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-04-11 18:34:16.000000,2022-04-11 18:30:26,162,3.0,407,89.0,76.0,55.0,136.0,3043,Generate embeddings from large-scale graph-structured data.,27.0,25,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,,,['pytorch'],3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,133564.0,133567.0,,,,,,,,2.0,131.0,,,,,,,,,,,,,,,,,,,,
475,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35,1340,,528,109.0,70.0,193.0,114.0,2993,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,94.0,82.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,3282.0,3347.0,,,,,,,,3.0,3217.0,,,,,,,,,,,,,,,,,,,,
476,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235,,630,41.0,44.0,60.0,90.0,2833,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,,,['pytorch'],751.0,740.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,12972.0,22247.0,,,,,,,,3.0,268975.0,,,,,,,,,,,,,,,,,,,,
477,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-04-15 15:13:15.000000,2022-04-13 19:44:41,380,63.0,260,53.0,404.0,44.0,96.0,2593,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",31.0,25,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],8.0,7.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,383.0,383.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
