,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
509,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,617.0,86.0,29.0,25.0,52.0,2401.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,1055.0,1001.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,54.0,31810.0,31810.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2025-04-29 22:00:38.000000,2025-04-29 22:00:33,390.0,1.0,291.0,53.0,14.0,23.0,80.0,2302.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2024-09-23 05:35:47.000,0.2.2,151.0,scattertext,conda-forge/scattertext,,,,671.0,666.0,https://pypi.org/project/scattertext,2024-09-23 05:35:47.000,5.0,8908.0,10137.0,https://anaconda.org/conda-forge/scattertext,2025-04-22 14:56:39.793,114341.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
511,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,,93.0,39.0,59.0,13.0,79.0,2227.0,The friendly PIL fork.,433.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,20917.0,20917.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,250.0,65.0,63.0,32.0,199.0,2213.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,25,False,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,,['tensorflow'],69.0,67.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,866.0,866.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
513,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-04-10 09:30:35.000000,2025-04-10 09:30:30,2362.0,7.0,138.0,27.0,279.0,6.0,44.0,2160.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,25,True,2024-09-15 02:15:00.000,0.5.3,147.0,labml,,,,,239.0,225.0,https://pypi.org/project/labml,2024-09-15 02:15:00.000,14.0,2513.0,2513.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,243.0,69.0,21.0,93.0,66.0,2125.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,288.0,284.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,241053.0,241053.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2025-04-22 14:57:44.390000,2023-09-26 17:27:56,255.0,,204.0,26.0,65.0,11.0,83.0,2034.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,False,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],387.0,379.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,8.0,1127.0,1308.0,https://anaconda.org/conda-forge/checklist,2025-04-22 14:57:44.390,9444.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,311.0,55.0,1313.0,235.0,810.0,1979.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],126.0,122.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,690.0,690.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2025-04-22 14:57:33.475000,2024-08-31 13:01:11,360.0,,318.0,1.0,1.0,1.0,,1975.0,Feature engineering package with sklearn like functionality.,49.0,25,True,2025-01-22 15:27:15.000,1.8.3,43.0,feature_engine,conda-forge/feature_engine,,,,176.0,,https://pypi.org/project/feature_engine,2025-01-22 15:27:15.000,176.0,271300.0,272574.0,https://anaconda.org/conda-forge/feature_engine,2025-04-22 14:57:33.475,72630.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
518,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2025-05-21 04:31:32.000000,2025-05-21 04:31:27,898.0,5.0,448.0,58.0,372.0,117.0,93.0,1961.0,Library for training machine learning models with privacy for training data.,60.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,20407.0,20409.0,,,,,,,,2.0,188.0,,,,,,,,,,,,,,,,,,,
519,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2025-05-12 23:58:09.000000,2025-05-12 23:55:04,1083.0,28.0,283.0,42.0,931.0,85.0,66.0,1697.0,A lightweight library for PyTorch training tools and utilities.,146.0,25,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,5906.0,5906.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
520,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,,269.0,26.0,187.0,12.0,390.0,1635.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,False,2024-04-21 09:02:06.000,1.4,18.0,talos,,,,['tensorflow'],215.0,207.0,https://pypi.org/project/talos,2024-04-21 09:02:29.000,8.0,1117.0,1117.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
521,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2025-04-22 14:57:10.644000,2022-08-31 01:52:51,509.0,,308.0,99.0,49.0,8.0,151.0,1574.0,Distributed Deep learning with Keras & Spark.,27.0,25,False,2024-12-04 03:48:36.000,6.2.1,46.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,2024-12-04 03:48:36.000,,33281.0,33533.0,https://anaconda.org/conda-forge/elephas,2025-04-22 14:57:10.644,17440.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
522,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2024-06-13 23:15:42.000000,2024-06-13 23:15:42,109.0,,214.0,42.0,12.0,4.0,51.0,1570.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,True,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],303.0,299.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,4.0,192253.0,192253.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
523,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2025-02-07 15:09:04.000000,2025-02-07 15:09:02,1975.0,,396.0,37.0,2289.0,86.0,235.0,1542.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,25,True,2024-07-08 18:03:34.000,0.36.0,57.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,8265.0,8265.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
524,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,402.0,89.0,165.0,103.0,224.0,1378.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],48.0,48.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,,200.0,200.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2025-04-22 14:56:50.341000,2024-08-02 11:14:21,90.0,,247.0,20.0,23.0,5.0,92.0,1274.0,Implementation of the node2vec algorithm.,16.0,25,True,2024-08-02 11:13:59.000,0.5.0,19.0,node2vec,conda-forge/node2vec,,,,942.0,911.0,https://pypi.org/project/node2vec,2024-08-02 11:12:23.000,31.0,25676.0,26095.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,35204.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
526,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,122.0,11.0,26.0,29.0,16.0,1186.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,8738.0,8266.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,501038.0,501038.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
527,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2025-04-22 14:57:27.344000,2025-04-10 19:34:53,738.0,3.0,154.0,14.0,113.0,30.0,264.0,1062.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,47.0,25,True,2023-10-06 08:51:55.000,0.6.18,31.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],122.0,,https://pypi.org/project/torch-sparse,2023-10-06 08:51:55.000,122.0,35256.0,48806.0,https://anaconda.org/conda-forge/pytorch_sparse,2025-04-22 14:57:27.344,799450.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
528,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2025-04-30 06:47:49.000000,2025-04-30 06:47:47,948.0,2.0,215.0,56.0,106.0,39.0,180.0,986.0,Input pipeline framework.,29.0,25,True,2024-10-28 22:13:18.000,1.16.0,58.0,tensorflow-transform,,,,['tensorflow'],18.0,,https://pypi.org/project/tensorflow-transform,2024-10-28 22:32:45.000,18.0,209721.0,209721.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
529,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,43.0,72.0,104.0,188.0,942.0,Gaussian Process Optimization using GPy.,51.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,624.0,587.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,5448.0,5448.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
530,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2025-04-22 14:57:27.288000,2025-04-20 07:22:22,610.0,3.0,152.0,13.0,72.0,32.0,152.0,870.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,39.0,25,True,2023-10-12 06:54:28.000,1.6.3,43.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],62.0,,https://pypi.org/project/torch-cluster,2023-10-12 06:52:43.000,62.0,20284.0,26341.0,https://anaconda.org/conda-forge/pytorch_cluster,2025-04-22 14:57:27.288,363468.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
531,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2025-05-12 19:54:01.000000,2025-05-12 19:53:59,988.0,5.0,176.0,47.0,92.0,39.0,147.0,770.0,Library for exploring and validating machine learning data.,27.0,25,True,2024-10-15 19:51:40.000,1.16.1,48.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",31.0,,https://pypi.org/project/tensorflow-data-validation,2024-10-15 20:20:03.000,31.0,135386.0,135398.0,,,,,,,,3.0,983.0,,,,,,,,,,,,,,,,,,,
532,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2025-04-22 14:56:22.353000,2024-06-12 05:36:27,401.0,,156.0,16.0,74.0,35.0,110.0,764.0,Ternary plotting library for python with matplotlib.,28.0,25,True,2021-02-17 18:38:15.000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,257.0,225.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000,32.0,16932.0,18945.0,https://anaconda.org/conda-forge/python-ternary,2025-04-22 14:56:22.353,102696.0,,,,,3.0,36.0,,,,,,,,,,,,,,,,,,,
533,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2024-11-18 15:00:19.000000,2023-01-03 21:24:56,1146.0,,158.0,32.0,25.0,35.0,236.0,737.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,8.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,191.0,187.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,4.0,3585.0,3585.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
534,FEDOT,nccr-itmo/FEDOT,hyperopt,,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37.000,2025-05-22 14:49:27.000000,2025-05-22 14:49:27,929.0,12.0,88.0,10.0,798.0,64.0,502.0,668.0,Automated modeling and machine learning framework FEDOT.,38.0,25,True,2025-03-10 12:44:37.000,0.7.5,24.0,fedot,,,,,69.0,62.0,https://pypi.org/project/fedot,2025-03-10 12:22:57.000,7.0,1127.0,1127.0,,,,,,,,2.0,,,,,,,,aimclub/FEDOT,,,,,,,,,,,,
535,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2025-04-22 14:56:24.321000,2022-02-11 07:59:35,77.0,,72.0,7.0,17.0,11.0,12.0,522.0,Find pyspark to make it importable.,15.0,25,False,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],5633.0,5530.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,103.0,2268325.0,2292056.0,https://anaconda.org/conda-forge/findspark,2025-04-22 14:56:24.321,949255.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
536,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2025-04-29 06:34:58.000000,2025-04-29 06:34:58,610.0,15.0,62.0,38.0,373.0,32.0,67.0,322.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",47.0,25,True,2025-02-27 13:03:12.000,1.9.0,88.0,gokart,,,,,93.0,85.0,https://pypi.org/project/gokart,2025-02-27 13:03:12.000,8.0,4746.0,4746.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
537,pandas-ai,gventuri/pandas-ai,others,,https://github.com/sinaptik-ai/pandas-ai,https://github.com/sinaptik-ai/pandas-ai,,2023-04-22 12:58:01.000,2025-05-19 10:19:29.000000,2025-05-19 10:19:29,1319.0,41.0,1917.0,163.0,681.0,19.0,826.0,20283.0,"Chat with your database or your datalake (SQL, CSV, parquet). PandasAI makes data analysis conversational using LLMs..",105.0,24,False,2025-01-02 18:10:58.000,2.4.2,100.0,pandas-ai,,,,,,,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,sinaptik-ai/pandas-ai,,,,,,,,,,,,
538,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2025-02-28 17:18:18.000000,2025-02-28 17:14:30,229.0,3.0,303.0,79.0,184.0,24.0,56.0,5005.0,"A data augmentations library for audio, image, text, and video.",38.0,24,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,185.0,181.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2608.0,2608.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
539,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,134.0,43.0,141.0,98.0,4939.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1184.0,1168.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,539.0,550.0,,,,,,,,3.0,990.0,,,,,,,,,,,,,,,,,,,
540,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-08-21 11:16:16.000000,2024-08-21 11:16:16,206.0,,1032.0,88.0,65.0,271.0,270.0,4840.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,15.0,24,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,27786.0,27786.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
541,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-07-16 03:48:08.000000,2023-05-06 14:09:10,264.0,,459.0,45.0,57.0,95.0,175.0,4594.0,An Open-Source Framework for Prompt-Learning.,24.0,24,False,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,179.0,176.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,3.0,681.0,681.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
542,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1385.0,355.0,59.0,51.0,,4545.0,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,,213.0,213.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,,493.0,493.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
543,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,727.0,62.0,247.0,130.0,825.0,4271.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",115.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,21.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,21.0,3521.0,3521.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
544,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,413.0,35.0,57.0,138.0,46.0,4043.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,24,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],135.0,,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,135.0,197293.0,197293.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
545,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,132.0,649.0,65.0,198.0,3931.0,Snips Python library to extract meaning from text.,22.0,24,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,919.0,919.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
546,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2024-08-02 16:23:45.000000,2021-06-02 17:38:16,1810.0,,897.0,175.0,386.0,34.0,430.0,3855.0,"Facilitating the design, comparison and sharing of deep text matching models.",37.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],19.0,19.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,62.0,62.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
547,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,528.0,170.0,50.0,67.0,49.0,3469.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],65.0,63.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,191.0,191.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
548,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2025-04-22 14:57:48.691000,2024-10-24 16:27:28,480.0,,279.0,50.0,477.0,69.0,261.0,3438.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,24,True,2024-10-25 17:04:56.000,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,7.0,,https://pypi.org/project/hummingbird-ml,2024-10-25 17:04:56.000,7.0,6043.0,7231.0,https://anaconda.org/conda-forge/hummingbird-ml,2025-04-22 14:57:48.691,58700.0,,,,,3.0,847.0,,,,,,,,,,,,,,,,,,,
549,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2025-01-24 08:14:17.000000,2025-01-24 08:14:04,517.0,,820.0,61.0,645.0,129.0,415.0,3368.0,A high-performance distributed training framework for Reinforcement Learning.,46.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],136.0,135.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,789.0,789.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
550,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2025-04-22 14:57:45.598000,2023-12-07 20:40:17,720.0,,236.0,52.0,37.0,75.0,126.0,3228.0,A GUI for Pandas DataFrames.,14.0,24,False,2023-02-11 20:04:00.783,0.2.14,44.0,pandasgui,conda-forge/pandasgui,,,['pandas'],525.0,511.0,https://pypi.org/project/pandasgui,2021-08-14 09:14:51.000,14.0,5504.0,6170.0,https://anaconda.org/conda-forge/pandasgui,2025-04-22 14:57:45.598,34673.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
551,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,661.0,68.0,25.0,117.0,101.0,2989.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],3049.0,3048.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,1.0,874.0,874.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
