,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
445,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-03-17 03:25:57.000000,2022-08-06 21:47:18,182,,363,64.0,51.0,75.0,54.0,3710,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,357.0,351.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,6.0,85202.0,85202.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264,14.0,364,37.0,49.0,59.0,171.0,3438,An Open-Source Framework for Prompt-Learning.,20.0,26,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,59.0,57.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,2.0,2647.0,2647.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-05-18 04:24:55.000000,2023-04-21 09:54:21,207,7.0,297,87.0,88.0,43.0,31.0,3349,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-04-21 09:55:18.000,4.0.3,23.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,,,3868.0,4353.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,26695.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
448,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-05-19 17:52:25.000000,2023-05-19 17:52:25,508,4.0,811,62.0,620.0,102.0,392.0,3001,A high-performance distributed training framework for Reinforcement Learning.,41.0,26,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],114.0,113.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,608.0,608.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
449,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588,,1021,218.0,3648.0,418.0,1108.0,2952,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1784.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,126000.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1501.0,3.0,,,,,,,,,shogun,,,,,,,,,,,
450,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-04-13 18:40:07.000000,2021-06-22 10:51:48,116,,464,100.0,49.0,54.0,253.0,2699,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,662.0,639.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,3616.0,3982.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,14290.0,,,,,3.0,700.0,,,,,,,,,,,,,,,,,,,
451,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198,,329,68.0,167.0,164.0,112.0,2668,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,90.0,414330.0,416225.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,138362.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
452,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-05-25 00:42:51.000000,2023-05-25 00:42:46,469,6.0,299,64.0,314.0,38.0,122.0,2535,DDSP: Differentiable Digital Signal Processing.,32.0,26,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],41.0,40.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,37877.0,38262.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,13865.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364,,705,167.0,94.0,134.0,358.0,2421,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,204.0,204.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
454,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-05-17 02:33:41.000000,2022-07-27 21:58:40,452,,306,61.0,138.0,20.0,72.0,2009,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,26,True,2022-07-27 22:00:22.000,3.2.4,20.0,pytextrank,,,,,416.0,416.0,https://pypi.org/project/pytextrank,,,47876.0,47876.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-04-13 16:29:12.000000,2021-07-09 11:06:18,56,,480,40.0,23.0,66.0,38.0,1997,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3687.0,3636.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,41270.0,41501.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,9254.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
456,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-05-15 21:22:36.000000,2023-05-15 21:21:45,660,2.0,182,34.0,131.0,3.0,121.0,1855,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,26,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,121.0,118.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,3.0,14428.0,14436.0,,,,,,,,3.0,275.0,,,,,,,,,,,,,,,,,,,
457,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221,,288,56.0,1313.0,229.0,810.0,1700,A toolkit for reproducible reinforcement learning research.,79.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],86.0,84.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,799.0,799.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
458,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2023-06-15 01:33:49.000000,2023-06-15 01:31:35,548,84.0,229,49.0,355.0,7.0,61.0,1537,A lightweight library for PyTorch training tools and utilities.,88.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,38.0,7232.0,7232.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
459,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-04-20 14:53:46.000000,2023-04-20 14:53:46,460,4.0,238,50.0,48.0,20.0,91.0,1513,Contextually-keyed word vectors.,19.0,26,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,279.0,266.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,13.0,5474.0,7086.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,33206.0,,,,,3.0,54251.0,,,,,,,,,,,,,,,,,,,
460,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-06-15 14:02:22.000000,2023-06-15 01:25:42,1156,102.0,262,27.0,1126.0,118.0,75.0,1458,Pytorch domain library for recommendation systems.,159.0,26,True,2023-03-15 20:48:02.000,0.4.0,77.0,torchrec-nightly-cpu,,,,,,,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,541.0,541.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
461,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-16 13:01:43.000000,2023-05-16 13:01:43,657,1.0,237,48.0,310.0,95.0,14.0,1427,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],861.0,828.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,33.0,24101.0,24101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
462,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-06-11 12:20:17.000000,2023-06-09 21:08:25,1117,50.0,115,28.0,65.0,1.0,27.0,1398,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,26,True,2023-05-07 18:50:40.162,0.6.3,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,2022-06-27 19:59:57.000,7.0,18323.0,18323.0,,,,,,,,2.0,34.0,,,,,,,,,,,,,,,,,,,
463,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-06-13 16:03:11.000000,2023-06-13 16:03:10,488,55.0,281,51.0,106.0,43.0,29.0,1339,Interpretability and explainability of data and machine learning models.,41.0,26,True,2020-10-28 09:32:21.000,0.2.1,2.0,aix360,,,,,73.0,73.0,https://pypi.org/project/aix360,,,552.0,552.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
464,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286,,233,50.0,183.0,53.0,119.0,1335,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 13:02:01.780,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],293.0,281.0,https://pypi.org/project/metric-learn,2016-07-14 01:21:21.000,12.0,21758.0,22003.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,9588.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
465,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-06-06 04:14:17.000000,2023-06-06 04:12:19,168,15.0,175,31.0,16.0,,70.0,1334,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,,,33.0,autoviz,conda-forge/autoviz,,,,457.0,457.0,https://pypi.org/project/autoviz,,,27185.0,28806.0,https://anaconda.org/conda-forge/autoviz,2023-05-16 19:45:48.410,35672.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
466,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-03-02 15:10:38.000000,2023-03-02 15:04:42,512,,383,31.0,43.0,12.0,114.0,1251,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38.000,2.3.1,24.0,minisom,,,,,422.0,405.0,https://pypi.org/project/minisom,2022-02-25 07:49:30.000,17.0,12972.0,12972.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
467,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-06-14 20:32:04.000000,2023-06-14 20:30:45,654,134.0,75,19.0,210.0,46.0,144.0,1186,Elegant easy-to-use neural networks in JAX. https://docs.kidger.site/equinox/.,30.0,26,True,2023-06-14 17:26:48.247,0.10.6,38.0,equinox,,,,['jax'],173.0,156.0,https://pypi.org/project/equinox,2022-11-17 05:45:06.729,17.0,7442.0,7442.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
468,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202,,172,25.0,35.0,1.0,114.0,1170,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1421.0,1391.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,30.0,10119.0,10119.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
469,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2022-12-22 14:52:10.000000,2022-12-22 14:52:10,805,,144,37.0,214.0,108.0,152.0,1169,Real-time stream processing for python.,48.0,26,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,436.0,402.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,34.0,13729.0,23762.0,https://anaconda.org/conda-forge/streamz,2022-07-28 13:12:55.935,692306.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
470,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-06-08 06:55:47.000000,2023-03-06 22:06:25,831,,254,74.0,455.0,41.0,184.0,1167,Underthesea - Vietnamese NLP Toolkit.,17.0,26,False,2023-03-04 06:44:00.754,6.2.0,119.0,underthesea,,,,,704.0,679.0,https://pypi.org/project/underthesea,2022-06-28 00:41:15.000,25.0,7044.0,7102.0,,,,,,,,3.0,4290.0,,,,,,,,,,,,,,,,,,,
471,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-03-15 13:59:58.000000,2023-03-15 13:59:58,4196,,285,83.0,636.0,14.0,604.0,1152,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,26,True,2023-01-31 04:15:19.000,23.01,32.0,pysal,conda-forge/pysal,,,,35.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,35.0,15008.0,21003.0,https://anaconda.org/conda-forge/pysal,2023-01-31 17:29:52.103,497652.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-05-09 08:45:29.000000,2023-02-08 02:25:50,604,,200,53.0,455.0,138.0,291.0,1131,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,26,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],73.0,64.0,https://pypi.org/project/tf-encrypted,2022-11-16 09:12:55.841,9.0,572.0,572.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
473,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-06-13 15:44:32.000000,2023-06-13 15:44:32,1102,9.0,230,38.0,66.0,49.0,202.0,1130,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-05-05 17:25:40.000,2.1.0,4.0,innvestigate,,,,['tensorflow'],105.0,105.0,https://pypi.org/project/innvestigate,,,801.0,807.0,,,,,,,,2.0,66.0,,,,,,,,,,,,,,,,,,,
474,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-04-26 22:41:14.000000,2023-04-26 22:41:12,563,7.0,191,48.0,61.0,1.0,67.0,967,Training neural models with structured signals.,37.0,26,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],361.0,358.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,12770.0,12770.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
475,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515,,248,42.0,72.0,103.0,188.0,879,Gaussian Process Optimization using GPy.,49.0,26,True,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,477.0,440.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,8215.0,8215.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
476,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-05-27 08:25:49.243000,2022-09-28 08:58:38,127,,101,22.0,91.0,32.0,71.0,870,Python 3.6+ toolbox for submitting jobs to Slurm.,23.0,26,True,2022-07-20 17:19:06.753,1.4.5,20.0,submitit,conda-forge/submitit,,,,1308.0,1301.0,https://pypi.org/project/submitit,2021-04-08 08:16:31.000,7.0,156706.0,157352.0,https://anaconda.org/conda-forge/submitit,2023-05-27 08:25:49.243,21976.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
477,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-06-13 01:34:46.000000,2023-05-31 12:03:28,15574,6.0,354,43.0,1587.0,260.0,2942.0,772,An open-source application for biological image analysis.,135.0,26,True,2022-12-15 14:58:00.393,4.2.5,47.0,cellprofiler,,,,,20.0,19.0,https://pypi.org/project/cellprofiler,2021-07-22 19:10:21.000,1.0,535.0,580.0,,,,,,,,3.0,5096.0,,,,,,,,,,,,,,,,,,,
478,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-06-15 10:03:56.000000,2023-06-15 10:03:56,738,59.0,50,11.0,96.0,37.0,82.0,743,Visualize large time series data with plotly.py.,10.0,26,True,2023-03-08 16:15:16.000,0.8.3.2,17.0,plotly-resampler,conda-forge/plotly-resampler,,,,342.0,342.0,https://pypi.org/project/plotly-resampler,,,330181.0,331364.0,https://anaconda.org/conda-forge/plotly-resampler,2023-04-10 14:51:47.234,20125.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
479,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2023-06-15 13:24:22.000000,2023-06-15 13:24:18,3646,44.0,66,46.0,339.0,31.0,380.0,535,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,39.0,26,False,2023-01-19 17:28:00.723,3.2.0,67.0,skll,conda-forge/skll,,,['sklearn'],57.0,39.0,https://pypi.org/project/skll,2023-01-19 17:28:00.723,18.0,515.0,862.0,https://anaconda.org/conda-forge/skll,2023-01-20 04:06:34.576,6596.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,
480,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-06-14 17:39:27.000000,2023-06-14 17:29:58,499,15.0,148,30.0,154.0,7.0,88.0,502,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,25.0,26,True,2023-02-15 09:30:13.000,0.4,10.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],267.0,253.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,14.0,39861.0,40118.0,https://anaconda.org/conda-forge/pyriemann,2023-02-15 15:13:35.128,3092.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
481,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46,,209,23.0,16.0,45.0,23.0,420,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7144.0,6866.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,278.0,318799.0,319813.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,38565.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
482,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-05-03 06:31:14.000000,2022-12-22 21:34:29,574,,75,28.0,313.0,60.0,27.0,351,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],276.0,269.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,67937.0,67937.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
483,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-06-05 21:59:57.000000,2023-06-05 21:59:57,217,2.0,50,14.0,194.0,9.0,183.0,264,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,26,False,2023-04-23 19:42:01.507,3.7.0,69.0,pystan,conda-forge/pystan,,,,257.0,,https://pypi.org/project/pystan,2022-11-26 14:15:01.276,257.0,1935148.0,1966871.0,https://anaconda.org/conda-forge/pystan,2023-04-28 09:54:50.121,2379255.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
484,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-05-24 14:49:04.000000,2023-05-24 14:40:24,4023,21.0,48,15.0,695.0,217.0,198.0,261,Asynchronous Distributed Hyperparameter Optimization.,31.0,26,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,98.0,90.0,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,1978.0,1978.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
485,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebuly,https://github.com/nebuly-ai/nebuly,Apache-2.0,2022-02-12 17:17:14.000,2023-06-05 15:14:11.000000,2023-05-05 09:32:16,747,185.0,643,98.0,149.0,89.0,103.0,8184,The next-generation platform to monitor and optimize your AI costs in one place.,39.0,25,True,2023-03-21 15:50:00.812,0.9.1,25.0,nebullvm,,,,,1.0,,https://pypi.org/project/nebullvm,2023-01-23 23:03:00.588,1.0,565.0,565.0,,,,,,,,2.0,,,,,,,,,,,,nebuly-ai/nebuly,,,,,,,,
486,pandas-ai,gventuri/pandas-ai,others,,https://github.com/gventuri/pandas-ai,https://github.com/gventuri/pandas-ai,MIT,2023-04-22 12:58:01.000,2023-06-15 10:45:24.000000,2023-06-15 10:38:47,235,235.0,474,70.0,100.0,34.0,120.0,7191,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making..",24.0,25,True,2023-06-15 10:45:24.000,0.5.3,25.0,pandas-ai,,,,,107.0,107.0,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
487,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084,,979,185.0,325.0,334.0,291.0,5726,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,113.0,110.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,604.0,658.0,,,,,,,,2.0,3659.0,,,,,,,,,,,,,,,,,,,
