,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,npm_latest_release_published_at,npm_dependent_project_count,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id,new_addition
483,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-12-19 09:38:24.000000,2023-04-28 16:55:30,521.0,,432.0,60.0,90.0,31.0,88.0,4864.0,Finding duplicate images made easy!.,15.0,25,True,2023-04-28 17:26:08.000,0.3.2,8.0,imagededup,,,,['tensorflow'],83.0,83.0,https://pypi.org/project/imagededup,,,15836.0,15836.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
484,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-02-08 14:27:19.000000,2024-02-07 18:53:13,3433.0,112.0,604.0,94.0,3786.0,207.0,1350.0,4784.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2024-01-30 17:28:04.000,1.34.0,74.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
485,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,159.0,130.0,83.0,101.0,4601.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],763.0,757.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,613.0,613.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
486,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-01-13 08:14:49.000000,2022-07-29 10:37:24,205.0,,995.0,93.0,63.0,251.0,269.0,4541.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,17197.0,17197.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
487,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,955.0,144.0,30.0,40.0,77.0,4184.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,25,False,2014-11-17 16:34:37.000,0.5,1.0,vadersentiment,conda-forge/vadersentiment,,,,7908.0,7908.0,https://pypi.org/project/vadersentiment,,,145107.0,145495.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13607.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
488,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,137.0,649.0,66.0,197.0,3855.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,2139.0,2139.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
489,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-01-20 00:01:11.000000,2024-01-20 00:01:11,1576.0,6.0,238.0,39.0,2015.0,4.0,647.0,2901.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,35.0,25,True,2023-12-05 02:33:36.000,1.1.3,16.0,towhee,,,,,,,https://pypi.org/project/towhee,,,3740.0,3840.0,,,,,,,,3.0,2622.0,,,,,,,,,,,,,,,,,,,,
490,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,469.0,97.0,49.0,59.0,253.0,2784.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,704.0,680.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,24.0,2593.0,2917.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,15031.0,,,,,3.0,893.0,,,,,,,,,,,,,,,,,,,,
491,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,216.0,49.0,481.0,45.0,70.0,2686.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,204.0,201.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,15876.0,15877.0,,,,,,,,2.0,62.0,,,,,,,,,,,,,,,,,,,,
492,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,315.0,93.0,2157.0,206.0,982.0,2669.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,12446.0,12446.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
493,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,217.0,65.0,42.0,17.0,23.0,2660.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,,,5.0,knockknock,conda-forge/knockknock,,,,883.0,883.0,https://pypi.org/project/knockknock,,,60263.0,60537.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14297.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
494,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,135.0,29.0,200.0,18.0,73.0,2651.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,388.0,373.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,15.0,27665.0,31303.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,174667.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
495,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-09-05 06:09:07.000000,2023-09-05 06:09:05,385.0,,279.0,56.0,14.0,21.0,78.0,2184.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2023-04-18 01:25:02.819,0.1.19,148.0,scattertext,conda-forge/scattertext,,,,499.0,489.0,https://pypi.org/project/scattertext,2023-04-18 01:25:02.819,10.0,12450.0,13554.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,86178.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
496,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-02-01 15:17:23.000000,2023-07-11 07:11:36,210.0,,238.0,46.0,90.0,18.0,115.0,2089.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,25,True,2023-06-22 13:11:20.000,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",107.0,107.0,https://pypi.org/project/causalnex,,,2668.0,2668.0,,,,,,,,3.0,,,mckinsey/causalnex,,,,,,,,,,,,,,,,,,
497,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-01-25 19:00:06.000000,2023-07-12 18:14:01,1515.0,,243.0,67.0,59.0,31.0,186.0,2051.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08.000,2.0.1,13.0,ampligraph,,,,['tensorflow'],49.0,49.0,https://pypi.org/project/ampligraph,,,706.0,706.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
498,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,160.0,61.0,66.0,65.0,129.0,1794.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,369.0,359.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,495.0,495.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,,,,,,,,
499,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,266.0,50.0,87.0,22.0,188.0,1484.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],512.0,496.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,16.0,6123.0,6271.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6514.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
500,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-09-27 15:14:50.000000,2023-09-27 15:14:33,667.0,,160.0,47.0,161.0,19.0,378.0,1302.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,156.0,151.0,https://pypi.org/project/dalex,2022-09-07 14:45:39.364,5.0,18956.0,19270.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,11649.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
501,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-11-06 16:35:44.000000,2023-11-06 15:20:05,206.0,,322.0,49.0,43.0,94.0,,1297.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,True,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],416.0,408.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,27465.0,47929.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,302.0,,,,,3.0,838748.0,,,,,,,,,,,,,,,,,,,,
502,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1273.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1353.0,1340.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,13972.0,13972.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
503,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,1.0,289.0,55.0,63.0,12.0,109.0,1208.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,1014.0,984.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,30.0,10166.0,10166.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
504,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,1.0,83.0,34.0,109.0,7.0,18.0,1149.0,A library of reinforcement learning building blocks in JAX.,21.0,25,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],213.0,202.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,11.0,1557166.0,1557166.0,,,,,,,,3.0,,,google-deepmind/rlax,,,,,,,,,,,,,,,,,,
505,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-02-08 11:08:27.000000,2024-02-07 19:52:37,1900.0,85.0,364.0,55.0,476.0,156.0,250.0,1019.0,Machine learning on FPGAs using HLS.,59.0,25,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,890.0,1066.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7228.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
506,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,183.0,49.0,61.0,,68.0,975.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 20:57:47.000,1.4.0,7.0,neural-structured-learning,,,,['tensorflow'],419.0,419.0,https://pypi.org/project/neural-structured-learning,,,15594.0,15594.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
507,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-02-08 14:17:26.000000,2024-02-07 16:57:10,1496.0,126.0,58.0,13.0,392.0,20.0,448.0,929.0,dstack is an open-source toolkit for running GPU workloads on any cloud. It works seamlessly with any cloud GPU..,17.0,25,True,2024-01-20 09:57:15.000,0.14.0,44.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,,,1790.0,1790.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
508,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,254.0,42.0,72.0,103.0,188.0,912.0,Gaussian Process Optimization using GPy.,50.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,524.0,486.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,38.0,6438.0,6438.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
509,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2024-02-01 14:50:26.000000,2024-02-01 14:45:49,245.0,14.0,104.0,15.0,41.0,32.0,27.0,792.0,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,12.0,25,True,2024-02-01 14:50:26.000,0.5.2,13.0,detoxify,,,,,526.0,526.0,https://pypi.org/project/detoxify,,,26006.0,35660.0,,,,,,,,3.0,376528.0,,,,,,,,,,,,,,,,,,,,
510,snowballstemmer,snowballstem/snowball,nlp,,https://github.com/snowballstem/snowball,https://github.com/snowballstem/snowball,BSD-3-Clause,2013-02-23 07:17:42.000,2024-01-30 04:30:08.000000,2024-01-30 04:28:17,1054.0,6.0,163.0,35.0,114.0,19.0,59.0,708.0,Snowball compiler and stemming algorithms.,34.0,25,True,,,6.0,snowballstemmer,conda-forge/snowballstemmer,,,,5.0,5.0,https://pypi.org/project/snowballstemmer,,,11099384.0,11184211.0,https://anaconda.org/conda-forge/snowballstemmer,2023-06-16 13:16:49.834,7634508.0,,,,,3.0,,-7.0,,,,,,,,,,,,,,,,,,,
511,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-01-26 19:51:44.000000,2024-01-26 19:51:43,835.0,11.0,119.0,29.0,85.0,29.0,75.0,582.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,25,True,2023-08-10 00:18:33.000,1.14.0,37.0,ml-metadata,,,,,387.0,387.0,https://pypi.org/project/ml-metadata,,,55582.0,55617.0,,,,,,,,3.0,2119.0,,,,,,,,,,,,,,,,,,,,
512,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-01-22 19:27:29.000000,2024-01-22 19:26:50,471.0,5.0,50.0,8.0,53.0,163.0,233.0,572.0,python binding for libvips using cffi.,16.0,25,True,2024-01-04 12:00:44.000,2.2.2,25.0,pyvips,conda-forge/pyvips,,,,714.0,664.0,https://pypi.org/project/pyvips,2024-01-04 12:00:44.000,50.0,51078.0,52899.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,72851.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
513,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-01-30 16:32:23.000000,2024-01-30 16:32:20,3724.0,28.0,67.0,47.0,351.0,23.0,389.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,25,False,2023-11-14 15:08:13.000,4.0.1,69.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,2023-11-14 15:04:40.000,18.0,436.0,922.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,13136.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,,,
514,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,64.0,16.0,13.0,34.0,7.0,502.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3697.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3697.0,375192.0,382071.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,227015.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
515,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2023-12-26 16:13:16.000000,2023-12-26 16:13:16,6706.0,33.0,143.0,36.0,394.0,37.0,134.0,366.0,Neuroimaging in Python FMRI analysis package.,69.0,25,False,2023-12-21 16:45:52.000,0.6.0,8.0,nipy,conda-forge/nipy,,,,273.0,222.0,https://pypi.org/project/nipy,2023-12-21 16:45:52.000,51.0,1375.0,2721.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,106354.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
516,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2024-01-29 05:09:00.000000,2024-01-29 05:08:51,765.0,28.0,82.0,13.0,30.0,6.0,47.0,359.0,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,18.0,25,True,2023-03-05 05:32:23.000,3.0.1,56.0,pymap3d,conda-forge/pymap3d,,,,360.0,360.0,https://pypi.org/project/pymap3d,,,79189.0,80606.0,https://anaconda.org/conda-forge/pymap3d,2023-06-16 19:18:14.535,66599.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
517,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-02-06 20:59:21.000000,2024-02-06 20:59:20,524.0,11.0,54.0,40.0,272.0,18.0,59.0,297.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",37.0,25,False,2024-01-16 10:19:37.000,1.2.6,73.0,gokart,,,,,79.0,74.0,https://pypi.org/project/gokart,2024-01-16 10:19:37.000,5.0,4322.0,4322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
518,lkpy,lenskit/lkpy,recommender-systems,,https://github.com/lenskit/lkpy,https://github.com/lenskit/lkpy,MIT,2018-06-08 21:05:10.000,2024-02-05 21:45:43.000000,2024-02-05 21:45:39,2539.0,62.0,56.0,8.0,237.0,29.0,79.0,254.0,Python recommendation toolkit.,13.0,25,False,2024-01-22 01:47:07.000,0.14.3,22.0,lenskit,conda-forge/lenskit,,,,97.0,97.0,https://pypi.org/project/lenskit,,,1072.0,1689.0,https://anaconda.org/conda-forge/lenskit,2024-01-22 16:23:58.143,24075.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
519,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2023-12-04 21:17:36.000000,2022-11-08 22:11:16,98.0,,1739.0,203.0,70.0,82.0,36.0,9797.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,24,False,,,,english-words,,,,,2.0,2.0,https://pypi.org/project/english-words,,,265931.0,265931.0,,,,,,,,3.0,,-4.0,,,,,,,,,,,,,,,,,,,
520,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,824.0,169.0,1588.0,145.0,74.0,6363.0,A natural language modeling framework based on PyTorch.,234.0,24,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],22.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,1.0,133.0,138.0,,,,,,,,3.0,352.0,,,,,,,,,,,,,,,,,,,,
521,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,138.0,43.0,141.0,98.0,4938.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1122.0,1106.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,578.0,590.0,,,,,,,,3.0,894.0,,,,,,,,,,,,,,,,,,,,
522,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-12-26 10:14:09.000000,2023-11-19 13:26:15,334.0,3.0,935.0,46.0,32.0,62.0,112.0,4733.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",20.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],184.0,176.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,8.0,2618.0,2618.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
523,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,59.0,51.0,,4248.0,Python Algorithmic Trading Library.,11.0,24,True,,,8.0,pyalgotrade,,,,,203.0,182.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,550.0,550.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
524,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,108.0,396.0,3140.0,A high-performance distributed training framework for Reinforcement Learning.,42.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],123.0,122.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,765.0,765.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
525,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000000,2023-12-07 20:40:17,720.0,5.0,219.0,54.0,36.0,72.0,121.0,3088.0,A GUI for Pandas DataFrames.,15.0,24,False,2023-02-11 20:04:00.783,0.2.14,44.0,pandasgui,conda-forge/pandasgui,,,['pandas'],351.0,346.0,https://pypi.org/project/pandasgui,2021-08-14 09:14:51.000,5.0,3859.0,4424.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,20928.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
