,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_monthly_downloads,trending,npm_latest_release_published_at,npm_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
483,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-10-19 12:38:19.000000,2023-10-19 12:38:14,1324.0,229.0,53.0,13.0,322.0,9.0,385.0,828.0,"An open-source toolkit for training, fine-tuning, and deployment of generative AI models across various cloud providers.",13.0,26,True,2023-10-18 09:11:30.000,0.12.0,148.0,dstack,,,,,12.0,12.0,https://pypi.org/project/dstack,2023-10-17 11:55:32.000,,1216.0,1216.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
484,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-10-10 20:30:16.000000,2023-03-06 13:54:05,3661.0,,318.0,68.0,673.0,39.0,517.0,803.0,The Classical Language Toolkit.,120.0,26,True,2021-06-10 16:34:40.000,1.0.15,66.0,cltk,,,,,248.0,248.0,https://pypi.org/project/cltk,,,1024.0,1024.0,,,,,,,,3.0,42.0,,,,,,,,,,,,,,,,,,,
485,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-10-18 13:19:35.000000,2023-10-18 13:05:19,456.0,15.0,99.0,23.0,84.0,13.0,93.0,627.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,26,True,2023-10-18 13:19:35.000,1.10.0,39.0,tinytag,,,,,110.0,,https://pypi.org/project/tinytag,2023-10-18 13:19:35.000,110.0,14498.0,14498.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
486,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-08-10 03:20:53.000000,2023-08-10 03:20:53,1214.0,128.0,60.0,7.0,206.0,18.0,109.0,469.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,26,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],206.0,201.0,https://pypi.org/project/happytransformer,2023-08-05 22:54:02.000,5.0,3392.0,3392.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
487,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2023-09-28 15:28:41.000000,2022-12-22 21:34:29,574.0,,84.0,29.0,317.0,75.0,27.0,360.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],306.0,299.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,7.0,68665.0,68665.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
488,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-01-09 00:12:07.000000,2021-02-12 10:36:31,2184.0,,1100.0,178.0,212.0,19.0,533.0,8068.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,25,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,19.0,19.0,,,,,222.0,,,,,,,,3.0,7328.0,,,,,,,,,,,,,,,,,,,
489,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,824.0,170.0,1588.0,145.0,74.0,6362.0,A natural language modeling framework based on PyTorch.,234.0,25,True,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],20.0,19.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,1.0,149.0,155.0,,,,,,,,3.0,348.0,,,,,,,,,,,,,,,,,,,
490,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-10-19 14:25:43.000000,2023-10-18 15:52:55,3286.0,103.0,588.0,92.0,3623.0,277.0,1229.0,4637.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,87.0,25,True,2023-09-28 15:21:56.000,1.30.0,70.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,612.0,160.0,130.0,75.0,101.0,4576.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 15:59:35.000,0.3.10,15.0,lucid,,,,['tensorflow'],745.0,745.0,https://pypi.org/project/lucid,,,468.0,468.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
492,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2023-08-31 07:24:48.000000,2022-07-29 10:37:24,205.0,,985.0,96.0,62.0,245.0,268.0,4447.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,19935.0,19935.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
493,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2023-06-16 19:25:40.006000,2022-08-23 22:54:23,1046.0,,982.0,240.0,214.0,51.0,198.0,4256.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,50.0,49.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,534.0,637.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3103.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
494,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,139.0,649.0,66.0,197.0,3829.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,2061.0,2061.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
495,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264.0,,400.0,40.0,49.0,72.0,173.0,3823.0,An Open-Source Framework for Prompt-Learning.,22.0,25,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,81.0,79.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,2.0,2332.0,2332.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
496,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-10-12 09:43:46.000000,2023-10-12 08:57:51,209.0,2.0,309.0,86.0,92.0,48.0,32.0,3393.0,Python library that makes it easy for data scientists to create charts.,25.0,25,True,2023-10-12 09:02:25.000,4.0.5,25.0,chartify,conda-forge/chartify,,,,83.0,73.0,https://pypi.org/project/chartify,2023-10-12 09:02:25.000,10.0,2613.0,3099.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,28688.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
497,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,104.0,395.0,3081.0,A high-performance distributed training framework for Reinforcement Learning.,41.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],119.0,118.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,554.0,554.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
498,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,469.0,101.0,49.0,58.0,253.0,2751.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,687.0,664.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,3070.0,3416.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,14827.0,,,,,3.0,804.0,,,,,,,,,,,,,,,,,,,
499,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,216.0,66.0,42.0,17.0,23.0,2651.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,780.0,775.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,71324.0,71612.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,13862.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-30 21:16:15.000000,2023-06-30 21:16:10,470.0,,300.0,67.0,315.0,39.0,123.0,2629.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],47.0,46.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,1444.0,1805.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14457.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
501,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-10-18 12:30:19.000000,2023-07-19 07:40:10,212.0,,128.0,30.0,198.0,19.0,73.0,2575.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,354.0,339.0,https://pypi.org/project/hiplot,2022-07-05 08:51:12.000,15.0,24205.0,27928.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,163836.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
502,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,706.0,167.0,94.0,134.0,358.0,2443.0,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,25,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,95.0,95.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
503,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,604.0,91.0,29.0,23.0,51.0,2286.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,610.0,431.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,179.0,182134.0,182134.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
504,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2023-10-13 21:18:15.000000,2023-07-01 21:40:58,1936.0,,315.0,38.0,82.0,14.0,156.0,2262.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],4.0,,https://pypi.org/project/torch-geometric-temporal,2022-09-04 16:10:00.738,4.0,1713.0,1713.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
505,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-06-16 19:27:14.287000,2022-09-28 17:12:28,249.0,,246.0,25.0,315.0,70.0,37.0,2194.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,25,False,2022-09-28 06:56:26.000,0.2.10,2.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],694.0,694.0,https://pypi.org/project/lazypredict,,,37068.0,37165.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2537.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
506,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-10-15 09:57:16.000000,2023-05-15 21:21:45,660.0,,215.0,38.0,136.0,6.0,125.0,2170.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,137.0,134.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,3.0,5666.0,5673.0,,,,,,,,3.0,294.0,,,,,,,,,,,,,,,,,,,
507,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-09-05 06:09:07.000000,2023-09-05 06:09:05,385.0,1.0,278.0,57.0,14.0,21.0,78.0,2152.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2023-04-18 01:25:02.819,0.1.19,148.0,scattertext,conda-forge/scattertext,,,,446.0,436.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,9173.0,10315.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,84559.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
508,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,463.0,38.0,42.0,64.0,58.0,2039.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1792.0,1778.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,52003.0,56759.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,451.0,,,,,3.0,251482.0,,,,,,,,,,,,,,,,,,,
509,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,83.0,41.0,47.0,11.0,74.0,2031.0,The friendly PIL fork.,385.0,25,False,,,47.0,pillow-simd,,,,,55.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,55.0,55229.0,55229.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,233.0,67.0,58.0,30.0,185.0,2008.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08.000,2.0.1,13.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,,,661.0,661.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
511,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-10-11 19:12:48.654000,2023-05-26 18:23:37,117.0,,228.0,44.0,36.0,45.0,21.0,1812.0,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],428.0,406.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,22.0,30932.0,31906.0,https://anaconda.org/conda-forge/multicore-tsne,2023-10-11 19:12:48.654,29223.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,294.0,55.0,1313.0,233.0,810.0,1743.0,A toolkit for reproducible reinforcement learning research.,79.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],92.0,90.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,560.0,560.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-10-08 20:12:03.000000,2023-10-08 20:12:02,569.0,9.0,109.0,52.0,441.0,60.0,102.0,1680.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,79.0,73.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,6.0,3437.0,3437.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,238.0,50.0,48.0,22.0,91.0,1541.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,302.0,289.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,13.0,,2190.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,34949.0,,,,,3.0,59180.0,,,,,,,,,,,,,,,,,,,
515,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-09-19 07:41:06.631000,2022-12-07 10:32:49,237.0,,267.0,1.0,1.0,1.0,,1525.0,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-09-18 14:50:58.000,1.6.2,38.0,feature_engine,conda-forge/feature_engine,,,,86.0,,https://pypi.org/project/feature_engine,2023-09-18 14:50:58.000,86.0,153752.0,154820.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,40617.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-10-15 07:03:27.000000,2023-08-27 09:50:01,1167.0,26.0,117.0,29.0,68.0,1.0,29.0,1436.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,25,True,2023-08-19 14:26:10.000,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,2022-06-27 19:59:57.000,7.0,17694.0,17694.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
517,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-08-12 06:34:31.000000,2023-08-12 06:34:27,161.0,2.0,249.0,50.0,86.0,21.0,188.0,1425.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],457.0,444.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,13.0,5523.0,5676.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6143.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
518,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-10-07 11:26:55.000000,2023-10-07 11:26:54,2816.0,22.0,166.0,27.0,658.0,84.0,428.0,1357.0,A Python library for learning and evaluating knowledge graph embeddings.,36.0,25,True,2023-02-22 18:28:28.000,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,,,3671.0,3675.0,,,,,,,,2.0,175.0,,,,,,,,,,,,,,,,,,,
519,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1262.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1231.0,1218.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,14310.0,14310.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
520,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-10-05 17:24:24.000000,2023-09-05 02:07:57,4200.0,4.0,275.0,84.0,638.0,14.0,605.0,1194.0,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-08-01 02:38:24.000,23.07,28.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,,,21786.0,35155.0,https://anaconda.org/conda-forge/pysal,2023-10-04 23:43:19.864,521399.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
521,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,200.0,54.0,460.0,141.0,291.0,1160.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,25,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],73.0,64.0,https://pypi.org/project/tf-encrypted,2022-11-16 09:12:55.841,9.0,406.0,406.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
522,DiCE,interpretml/DiCE,interpretability,,https://github.com/interpretml/DiCE,https://github.com/interpretml/DiCE,MIT,2019-05-02 09:51:02.000,2023-10-10 19:37:02.000000,2023-10-09 17:33:41,760.0,75.0,167.0,18.0,248.0,64.0,93.0,1157.0,Generate Diverse Counterfactual Explanations for any machine learning model.,19.0,25,True,2023-06-26 15:48:01.000,0.10,11.0,dice-ml,,,,"['tensorflow', 'pytorch']",5.0,,https://pypi.org/project/dice-ml,2022-06-02 13:40:03.000,5.0,63207.0,63207.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
523,FinQuant,fmilthaler/FinQuant,financial-data,,https://github.com/fmilthaler/FinQuant,https://github.com/fmilthaler/FinQuant,MIT,2019-01-20 15:07:19.000,2023-10-02 13:48:23.000000,2023-09-03 19:16:54,508.0,14.0,159.0,33.0,86.0,16.0,32.0,1068.0,"A program for financial portfolio management, analysis and optimisation.",11.0,25,True,2023-09-04 06:57:56.000,0.7.0,15.0,FinQuant,,,,,84.0,84.0,https://pypi.org/project/FinQuant,2023-09-04 06:57:56.000,,1260.0,1260.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
524,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,2.0,191.0,49.0,61.0,1.0,68.0,971.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],387.0,384.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,14269.0,14269.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2023-10-17 20:58:48.000000,2023-10-17 01:14:43,1780.0,198.0,75.0,18.0,615.0,60.0,135.0,968.0,"MetricFlow allows you to define, build, and maintain metrics in code.",41.0,25,False,2023-09-06 22:57:08.000,0.202.0,61.0,metricflow,,,,,13.0,10.0,https://pypi.org/project/metricflow,2023-10-17 04:08:18.000,3.0,16546.0,16546.0,,,,,,,,3.0,,,,,,,,,dbt-labs/metricflow,,,,,,,,,,,
