,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
465,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-09-21 06:20:37.000000,2022-09-21 06:11:08,201.0,8.0,258,61.0,173.0,16.0,54.0,4595,"A data augmentations library for audio, image, text, and video.",26.0,25,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,,49.0,46.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1935.0,1935.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
466,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2022-10-28 16:22:35.000000,2022-10-23 09:02:23,495.0,31.0,393,62.0,82.0,48.0,73.0,4227,Finding duplicate images made easy!.,11.0,25,True,2022-10-15 10:24:37.000,0.3.0,10.0,imagededup,,,,['tensorflow'],32.0,28.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000,4.0,1324.0,1324.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
467,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-11-03 00:36:59.000000,2022-07-29 10:37:24,205.0,,940,97.0,60.0,235.0,262.0,4098,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,20296.0,20296.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
468,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-09-24 04:09:46.000000,2022-08-23 22:54:23,1046.0,4.0,933,231.0,213.0,41.0,195.0,3987,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,37.0,36.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,349.0,446.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1848.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
469,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,511,137.0,648.0,62.0,197.0,3715,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,12.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,12.0,2540.0,2540.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
470,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342.0,,528,108.0,71.0,193.0,114.0,3021,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,111.0,99.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,6413.0,6475.0,,,,,,,,3.0,,3503.0,,,,,,,,,,,,,,,,,,
471,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,665,72.0,25.0,117.0,101.0,2951,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,,,['tensorflow'],2183.0,2154.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,2851.0,2851.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-10-17 00:00:43.000000,2022-10-17 00:00:43,1949.0,4.0,644,162.0,54.0,7.0,519.0,2618,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,25,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,855.0,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,45491.0,,,,,3.0,,4207.0,,,,,,,,,,,,,,,,,,
473,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-10-28 06:39:26.000000,2020-03-16 04:26:47,75.0,,211,56.0,40.0,16.0,23.0,2517,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,432.0,429.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,33209.0,33500.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,10789.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
474,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-10-04 07:04:59.000000,2022-10-04 07:04:54,462.0,5.0,266,63.0,305.0,31.0,116.0,2327,DDSP: Differentiable Digital Signal Processing.,31.0,25,True,2022-10-04 01:08:40.505,3.5.0,51.0,ddsp,conda-forge/ddsp,,,['tensorflow'],32.0,31.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3413.0,3830.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,12097.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
475,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-11-03 02:00:45.000000,2022-10-05 16:26:03,376.0,9.0,201,45.0,462.0,30.0,70.0,2256,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,74.0,71.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,38389.0,38389.0,,,,,,,,2.0,,41.0,,,,,,,,,,,,,,,,,,
476,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,37.0,41.0,62.0,58.0,1993,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1176.0,1166.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,46187.0,51953.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,218.0,,,,,3.0,,241825.0,,,,,,,,,,,,,,,,,,
477,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-31 08:37:05.000000,2022-08-31 08:37:05,12564.0,2.0,79,43.0,45.0,11.0,67.0,1885,The friendly PIL fork.,385.0,25,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,38951.0,38951.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
478,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,480,41.0,22.0,66.0,38.0,1877,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2770.0,2721.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,49.0,25243.0,25441.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,6550.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
479,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-10-25 21:23:52.000000,2022-10-25 21:23:52,1926.0,35.0,263,39.0,74.0,8.0,117.0,1785,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,24.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],2.0,,https://pypi.org/project/torch-geometric-temporal,2022-04-04 19:20:07.000,2.0,2626.0,2626.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
480,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-11-02 18:45:38.000000,2022-10-11 10:12:15,166.0,9.0,195,44.0,62.0,9.0,107.0,1689,A Python library that helps data scientists to infer causation rather than observing correlation.,29.0,25,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",61.0,59.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,2457.0,2457.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
481,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-08-10 22:51:20.000000,2022-05-20 06:22:46,1220.0,,268,54.0,1310.0,205.0,805.0,1550,A toolkit for reproducible reinforcement learning research.,78.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],60.0,58.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,379.0,379.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
482,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-09-14 21:33:46.000000,2022-09-14 21:31:26,838.0,4.0,110,31.0,398.0,61.0,323.0,1508,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,25,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,,11.0,10.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,181793.0,181793.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
483,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-09-14 21:33:46.000000,2022-09-14 21:31:26,838.0,4.0,110,31.0,398.0,61.0,323.0,1508,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,25,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,conda-forge/orbit-ml,,,,11.0,10.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,181793.0,181974.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,1815.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
484,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2022-08-30 14:54:06.000000,2021-08-16 11:44:51,454.0,,230,45.0,42.0,20.0,88.0,1439,Contextually-keyed word vectors.,17.0,25,False,2021-04-19 07:05:28.000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,,,197.0,189.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,8.0,11147.0,12635.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,28987.0,,,,,3.0,,39984.0,,,,,,,,,,,,,,,,,,
485,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2022-10-25 14:46:18.000000,2022-10-21 22:59:05,150.0,9.0,161,96.0,167.0,36.0,23.0,1414,fklearn: Functional Machine Learning.,50.0,25,True,2022-09-06 18:54:27.214,2.2.1,26.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000,,6482.0,6482.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
486,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2022-11-03 15:30:07.000000,2022-11-03 15:00:30,1133.0,103.0,121,18.0,1076.0,38.0,591.0,1409,Open-source tool for data-centric NLP. Argilla helps domain experts and data teams to build better NLP datasets in..,27.0,25,True,2022-10-24 18:17:53.000,0.19.0,70.0,rubrix,conda-forge/rubrix,,,,,,https://pypi.org/project/rubrix,2022-06-08 21:24:41.000,,1472.0,2717.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,13695.0,,,,,3.0,,,,,,,,,,,,,argilla-io/argilla,,,,,,,
487,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-06-16 08:52:20.000000,2022-06-16 08:52:20,381.0,,141,23.0,69.0,39.0,29.0,1359,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,278.0,267.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,109505.0,109881.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,14665.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
488,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-10-04 00:51:59.000000,2022-10-04 00:51:55,655.0,2.0,220,43.0,306.0,95.0,14.0,1327,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,25,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],763.0,731.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,18288.0,18288.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
489,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,404,90.0,165.0,103.0,224.0,1320,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],40.0,39.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,2781.0,2781.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
490,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,,212,49.0,84.0,16.0,180.0,1224,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],303.0,292.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,11.0,3747.0,3875.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,3729.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-10-12 04:09:21.000000,2022-09-15 10:07:03,1281.0,19.0,84,28.0,75.0,16.0,17.0,1217,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,25,True,2022-08-15 04:24:01.249,0.4.159,136.0,labml,,,,,61.0,55.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,1402.0,1402.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
492,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141,27.0,63.0,6.0,70.0,1213,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],887.0,876.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,44402.0,44402.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
493,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2022-11-01 21:19:13.000000,2022-11-01 15:22:47,526.0,13.0,70,46.0,388.0,43.0,93.0,1161,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,24.0,25,True,2022-10-19 15:34:05.001,1.1.2,18.0,hivemind,,,,,22.0,20.0,https://pypi.org/project/hivemind,2022-06-20 12:49:42.000,2.0,4532.0,4532.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
494,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-11-03 06:18:50.000000,2022-11-03 03:26:46,5569.0,125.0,218,42.0,1770.0,211.0,900.0,1146,cuGraph - RAPIDS Graph Analytics Library.,91.0,25,True,2022-10-12 17:56:45.000,22.10.00,23.0,cugraph,conda-forge/libcugraph,,,,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,110.0,678.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,10809.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
495,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-10-29 23:25:27.000000,2022-10-29 23:25:26,1015.0,5.0,133,15.0,49.0,28.0,264.0,1121,PyTorch Extension Library of Optimized Scatter Operations.,23.0,25,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],53.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,53.0,37718.0,42125.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-07-28 20:33:23.316,127823.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
496,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-10-28 11:44:58.460000,2022-09-30 09:28:13,606.0,3.0,133,26.0,109.0,6.0,105.0,1088,"Extensible, parallel implementations of t-SNE.",10.0,25,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,,415.0,404.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,11.0,58770.0,62336.0,https://anaconda.org/conda-forge/opentsne,2022-10-28 11:44:58.460,167608.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
497,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-10-22 10:43:00.000000,2022-10-22 10:42:59,2755.0,30.0,134,24.0,611.0,76.0,378.0,1015,A Python library for learning and evaluating knowledge graph embeddings.,31.0,25,True,2022-08-04 15:51:28.000,1.9.0,41.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,2768.0,2772.0,,,,,,,,2.0,,144.0,,,,,,,,,,,,,,,,,,
498,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-06-18 17:26:43.000000,2022-01-06 15:08:19,1746.0,,157,40.0,252.0,54.0,202.0,979,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,257.0,230.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2365.0,2365.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
499,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-11-01 19:42:34.000000,2022-10-31 04:04:11,678.0,23.0,93,22.0,92.0,18.0,28.0,940,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",13.0,25,True,2022-10-31 04:38:29.000,1.3.6,30.0,imodels,,,,,27.0,25.0,https://pypi.org/project/imodels,2022-07-03 02:47:15.000,2.0,107243.0,107243.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2022-11-02 23:18:31.000000,2022-11-02 23:11:53,423.0,77.0,47,17.0,110.0,23.0,86.0,850,Callable PyTrees and filtered transforms = neural networks in JAX. https://docs.kidger.site/equinox/.,15.0,25,True,2022-11-02 23:15:57.279,0.9.0,29.0,equinox,,,,['jax'],63.0,57.0,https://pypi.org/project/equinox,2022-07-05 15:31:31.000,6.0,9622.0,9622.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
501,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2022-09-15 14:11:07.811000,2022-09-14 20:47:57,3588.0,13.0,65,46.0,323.0,32.0,368.0,527,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,38.0,25,False,2022-09-19 23:13:04.094,3.1.0,66.0,skll,conda-forge/skll,,,['sklearn'],57.0,39.0,https://pypi.org/project/skll,2021-12-21 20:08:55.000,18.0,238.0,455.0,https://anaconda.org/conda-forge/skll,2022-09-15 14:11:07.811,2604.0,,,,,3.0,,11.0,,,,,,,,,,,,,,,,,,
502,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-10-29 23:53:42.904000,2022-10-19 08:16:37,444.0,8.0,42,7.0,47.0,116.0,197.0,453,python binding for libvips using cffi.,14.0,25,True,2022-06-12 09:54:07.000,2.2.1,24.0,pyvips,conda-forge/pyvips,,,,425.0,385.0,https://pypi.org/project/pyvips,2022-06-12 09:54:07.000,40.0,20523.0,21481.0,https://anaconda.org/conda-forge/pyvips,2022-10-29 23:53:42.904,37387.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
503,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-10-26 05:54:44.000000,2021-12-20 23:24:01,1186.0,,141,22.0,566.0,19.0,207.0,399,A package built to support working with spatial data using open source python.,41.0,25,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,175.0,168.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,6498.0,7740.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,53441.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
504,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2022-10-11 23:55:49.000000,2022-10-11 21:52:22,572.0,3.0,72,24.0,310.0,59.0,27.0,333,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,25,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],180.0,179.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,1.0,117324.0,117324.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
505,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-10-19 19:47:42.000000,2022-10-19 19:42:35,1060.0,4.0,881,115.0,638.0,238.0,432.0,5053,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,106.0,24,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],14.0,13.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,255.0,255.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
506,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749,140.0,43.0,141.0,98.0,4797,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1041.0,1026.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,347.0,360.0,,,,,,,,3.0,,759.0,,,,,,,,,,,,,,,,,,
507,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-11-03 15:08:48.000000,2022-11-03 13:24:38,2832.0,175.0,533,84.0,3127.0,232.0,1082.0,4089,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,79.0,24,True,2022-11-02 11:11:11.000,1.19.0,59.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
