,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
421,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2024-08-13 16:15:34.495000,2024-08-12 14:54:41,1058.0,,411.0,124.0,145.0,198.0,247.0,2682.0,PYthon svg GrAph plotting Library.,77.0,27,False,2024-08-12 14:55:21.000,3.0.5,81.0,pygal,conda-forge/pygal,,,,101.0,,https://pypi.org/project/pygal,2024-08-12 14:55:21.000,101.0,204207.0,207470.0,https://anaconda.org/conda-forge/pygal,2024-08-13 16:15:34.495,78333.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,258.0,29.0,1132.0,78.0,224.0,2650.0,Database system for AI-powered apps.,72.0,27,False,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,,['pytorch'],150.0,150.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,1520.0,15457.0,,,,,,,,3.0,418139.0,georgia-tech-db/evadb,,,,,,,,,,,,,,,,,,
423,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2025-01-08 17:29:24.000000,2025-01-08 17:29:24,156.0,15.0,346.0,29.0,349.0,44.0,353.0,2631.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,15.0,27,True,2024-11-02 18:47:18.000,1.0.1,22.0,adapter-transformers,,,,['huggingface'],163.0,151.0,https://pypi.org/project/adapter-transformers,2024-07-07 11:49:43.000,12.0,4621.0,4621.0,,,,,,,,3.0,,adapter-hub/adapters,,,,,,,,,,,,,,,,,,
424,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2024-12-16 00:39:00.000000,2024-12-06 11:28:50,668.0,5.0,252.0,56.0,674.0,151.0,225.0,2429.0,Algorithms for explaining machine learning models.,22.0,27,False,2024-04-18 15:30:25.000,0.9.6,34.0,alibi,,,,,727.0,702.0,https://pypi.org/project/alibi,2024-04-18 15:29:10.000,25.0,13469.0,13469.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
425,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-08-20 05:47:39.000000,2018-08-19 12:37:47,130.0,,284.0,64.0,61.0,31.0,39.0,2428.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],5906.0,5821.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,85.0,366740.0,368886.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,193219.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
426,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,250.0,87.0,124.0,35.0,230.0,2217.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 23:06:15.139,0.13.0,32.0,textacy,conda-forge/textacy,,,,1983.0,1917.0,https://pypi.org/project/textacy,2023-04-02 23:06:15.139,66.0,20717.0,22642.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,177132.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
427,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,250.0,67.0,63.0,32.0,199.0,2180.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,27,True,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,,['tensorflow'],63.0,61.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,1178.0,1178.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
428,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,318.0,63.0,38.0,97.0,160.0,2180.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],393.0,387.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,16321.0,16321.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
429,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-01-13 20:07:55.000000,2025-01-13 20:07:52,2319.0,38.0,135.0,30.0,272.0,5.0,43.0,2089.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2024-09-15 02:15:00.000,0.5.3,147.0,labml,,,,,210.0,196.0,https://pypi.org/project/labml,2024-09-15 02:15:00.000,14.0,7653.0,7653.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2025-01-16 05:42:53.000000,2025-01-16 05:42:49,6715.0,87.0,308.0,46.0,3052.0,194.0,1603.0,1828.0,cuGraph - RAPIDS Graph Analytics Library.,118.0,27,True,2024-12-11 21:47:02.000,24.12.00,41.0,cugraph,conda-forge/libcugraph,,,,4.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,4.0,284.0,877.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,26712.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2025-01-16 11:07:39.867000,2023-06-20 13:16:50,391.0,,165.0,26.0,82.0,51.0,36.0,1794.0,A Python package for time series classification.,14.0,27,False,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,792.0,747.0,https://pypi.org/project/pyts,2023-06-18 12:36:11.801,45.0,99452.0,100202.0,https://anaconda.org/conda-forge/pyts,2025-01-16 11:07:39.867,29251.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
432,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,245.0,55.0,446.0,6.0,402.0,1749.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,27,False,2023-03-07 23:47:39.075,0.7.1,25.0,farm,conda-forge/farm,,,['pytorch'],235.0,232.0,https://pypi.org/project/farm,2020-09-14 15:23:01.000,3.0,35193.0,35288.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,4299.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
433,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2024-12-28 04:41:37.133000,2023-08-12 06:34:27,161.0,,286.0,52.0,89.0,24.0,191.0,1647.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,27,False,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],701.0,682.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,19.0,10995.0,11151.0,https://anaconda.org/conda-forge/gplearn,2024-12-28 04:41:37.133,8587.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
434,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2025-01-16 04:53:33.000000,2024-12-16 13:13:11,834.0,2.0,323.0,120.0,791.0,229.0,168.0,1507.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",86.0,27,True,2024-02-08 02:06:46.000,0.8.0,31.0,tensorflow-model-optimization,,,,['tensorflow'],45.0,,https://pypi.org/project/tensorflow-model-optimization,2024-02-08 01:57:17.000,45.0,314311.0,314311.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-11-16 19:42:02.087000,2024-10-24 16:30:49,696.0,2.0,166.0,22.0,128.0,10.0,131.0,1493.0,"Extensible, parallel implementations of t-SNE.",13.0,27,True,2024-08-13 11:02:28.000,1.0.2,28.0,opentsne,conda-forge/opentsne,,,,1009.0,962.0,https://pypi.org/project/opentsne,2024-08-13 11:02:01.000,47.0,34798.0,41631.0,https://anaconda.org/conda-forge/opentsne,2024-11-16 19:42:02.087,362178.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,73.0,742.0,58.0,168.0,1481.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,417.0,415.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,2.0,1632.0,1632.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-12-09 14:53:25.000000,2024-12-09 14:53:25,613.0,3.0,424.0,31.0,52.0,18.0,132.0,1473.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,30.0,27,False,2024-08-23 12:23:48.000,2.3.3,26.0,minisom,,,,,770.0,739.0,https://pypi.org/project/minisom,2024-08-23 12:22:45.000,31.0,22316.0,22316.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2025-01-08 17:58:03.000000,2025-01-08 17:58:00,1080.0,12.0,122.0,24.0,116.0,37.0,58.0,1416.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",24.0,27,True,2024-10-15 14:24:34.000,2.0.0,50.0,imodels,,,,,120.0,111.0,https://pypi.org/project/imodels,2024-10-15 14:23:49.000,9.0,27874.0,27874.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
439,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-10-02 18:05:47.000000,2024-10-02 18:05:45,687.0,,166.0,50.0,164.0,24.0,384.0,1393.0,moDel Agnostic Language for Exploration and eXplanation.,26.0,27,False,2024-10-02 18:03:07.000,1.7.1,28.0,dalex,conda-forge/dalex,,,,208.0,201.0,https://pypi.org/project/dalex,2024-10-02 18:03:07.000,7.0,21116.0,21513.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,19093.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
440,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,,204.0,44.0,259.0,68.0,213.0,1379.0,Python audio and music signal processing library.,24.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,487.0,460.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2193.0,2193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2025-01-15 05:00:41.000000,2025-01-14 16:03:03,2429.0,163.0,421.0,57.0,596.0,190.0,266.0,1336.0,Machine learning on FPGAs using HLS.,63.0,27,True,2024-12-09 22:48:05.000,1.0.0,17.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",1.0,,https://pypi.org/project/hls4ml,2024-12-09 22:48:05.000,1.0,1495.0,1678.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,9548.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
442,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-12-22 03:01:01.000000,2024-12-22 02:59:40,70.0,3.0,299.0,56.0,65.0,14.0,112.0,1326.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,27,True,2024-12-22 03:01:01.000,0.6.3,25.0,stockstats,,,,,1164.0,1152.0,https://pypi.org/project/stockstats,2024-12-22 03:01:01.000,12.0,9369.0,9369.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
443,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000000,2020-10-14 13:22:39,167.0,,408.0,73.0,89.0,36.0,26.0,1324.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1578.0,1522.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,56.0,26058.0,26443.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,32016.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
444,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-08-06 17:18:34.000000,2023-06-06 09:46:40,415.0,,332.0,40.0,302.0,32.0,200.0,1303.0,A research toolkit for particle swarm optimization in Python.,45.0,27,False,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,501.0,479.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,22.0,25937.0,25937.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,176.0,25.0,36.0,1.0,116.0,1258.0,Multivariate imputation and matrix completion algorithms implemented in Python.,11.0,27,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1776.0,1755.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,21.0,112087.0,112087.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
446,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2024-12-20 17:07:42.391000,2024-11-22 14:04:30,811.0,1.0,149.0,35.0,215.0,120.0,152.0,1251.0,Real-time stream processing for python.,49.0,27,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,571.0,514.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,23728.0,51355.0,https://anaconda.org/conda-forge/streamz,2024-12-20 17:07:42.391,1491893.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2024-08-23 02:08:55.000000,2024-07-09 16:09:26,3066.0,,268.0,34.0,38.0,1.0,497.0,1242.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,27,True,2024-06-19 01:15:40.000,0.41.4,211.0,ktrain,,,,['tensorflow'],567.0,563.0,https://pypi.org/project/ktrain,2024-06-19 01:15:40.000,4.0,9481.0,9481.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
448,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-12-26 11:00:01.158000,2024-02-29 13:41:11,1144.0,,244.0,61.0,249.0,5.0,367.0,992.0,Search and download Copernicus Sentinel satellite images.,44.0,27,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,641.0,607.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,34.0,18541.0,19225.0,https://anaconda.org/conda-forge/sentinelsat,2024-12-26 11:00:01.158,34745.0,,,,,3.0,331.0,,,,,,,,,,,,,,,,,,,
449,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-11-27 23:12:36.000000,2024-11-27 23:12:35,944.0,4.0,215.0,58.0,99.0,39.0,174.0,986.0,Input pipeline framework.,29.0,27,True,2024-10-28 22:13:18.000,1.16.0,58.0,tensorflow-transform,,,,['tensorflow'],18.0,,https://pypi.org/project/tensorflow-transform,2024-10-28 22:32:45.000,18.0,360017.0,360017.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
450,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2024-10-10 15:48:16.000000,2023-02-20 00:24:10,1723.0,,190.0,41.0,176.0,72.0,174.0,955.0,A Jupyter - Three.js bridge.,30.0,27,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,67040.0,74373.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,628290.0,,,,,3.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,1292.0,,,,,,,,,,,,,
451,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,178.0,33.0,86.0,88.0,123.0,924.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1920.0,1895.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,67419.0,67419.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
452,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-12-14 16:28:19.477000,2024-11-10 14:49:37,681.0,2.0,106.0,14.0,100.0,73.0,67.0,909.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,27,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,9212.0,9056.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,1365256.0,1405220.0,https://anaconda.org/conda-forge/pynndescent,2024-12-14 16:28:19.477,2158066.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2024-07-18 20:23:32.152000,2024-07-17 19:01:14,1326.0,,149.0,50.0,59.0,21.0,70.0,856.0,Computer Vision in Python.,35.0,27,True,2024-07-17 21:10:14.000,1.4.18,63.0,mahotas,conda-forge/mahotas,,,,1484.0,1421.0,https://pypi.org/project/mahotas,2024-07-17 21:10:14.000,63.0,19537.0,29440.0,https://anaconda.org/conda-forge/mahotas,2024-07-18 20:23:32.152,544673.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
454,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2024-12-26 15:28:39.188000,2021-02-11 16:40:18,279.0,,82.0,12.0,50.0,22.0,53.0,825.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,27,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,5407.0,5330.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000,77.0,858028.0,858232.0,https://anaconda.org/conda-forge/pysbd,2024-12-26 15:28:39.188,7974.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:04:15.000000,2024-07-03 17:02:18,237.0,,59.0,14.0,207.0,12.0,187.0,345.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,2024-07-03 17:04:15.000,3.10.0,73.0,pystan,conda-forge/pystan,,,,10358.0,10197.0,https://pypi.org/project/pystan,2024-07-03 17:04:15.000,161.0,710521.0,741930.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2952515.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
456,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1227.0,185.0,213.0,32.0,534.0,9542.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,,,308.0,,,,,,,,3.0,14823.0,,,,,,,,,,,,,,,,,,,
457,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,599.0,142.0,31.0,69.0,55.0,5606.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1919.0,1863.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1551293.0,1551671.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,20415.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
458,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,123.0,64.0,136.0,74.0,5090.0,Image augmentation library in Python for machine learning.,23.0,26,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,878.0,866.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,8048.0,8048.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
459,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000000,2024-06-09 21:29:43,1062.0,,1021.0,244.0,218.0,52.0,203.0,4616.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,68.0,67.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,1781.0,1878.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,4397.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
460,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-08-09 13:30:50.391000,2024-07-18 16:46:48,557.0,,741.0,175.0,90.0,1.0,288.0,4350.0,A python wrapper for Alpha Vantage API for financial data.,44.0,26,True,2024-07-18 14:29:16.000,3.0.0,35.0,alpha_vantage,conda-forge/alpha_vantage,,,,35.0,,https://pypi.org/project/alpha_vantage,2024-07-18 14:29:16.000,35.0,41245.0,41414.0,https://anaconda.org/conda-forge/alpha_vantage,2024-08-09 13:30:50.391,8147.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
461,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,281.0,226.0,12.0,356.0,3871.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,113867.0,114297.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,26285.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
