,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
371,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-04-12 14:20:43.000000,2024-04-12 14:18:33,232.0,8.0,57.0,13.0,204.0,13.0,187.0,313.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,29,True,2024-04-12 14:20:43.000,3.9.1,72.0,pystan,conda-forge/pystan,,,,10010.0,9746.0,https://pypi.org/project/pystan,2024-04-12 14:20:43.000,264.0,1900793.0,1933844.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2809408.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
372,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2023-11-21 01:05:50.000000,2020-01-31 13:06:18,347.0,,4864.0,650.0,372.0,497.0,436.0,15316.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,115.0,28,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,596.0,557.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1017.0,1017.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
373,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-04-18 05:44:09.000000,2023-12-28 07:35:14,2224.0,,2800.0,197.0,3638.0,1210.0,4088.0,12030.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",159.0,28,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,,['paddle'],1.0,,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,1.0,775.0,775.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
374,pandas-ai,gventuri/pandas-ai,others,,https://github.com/Sinaptik-AI/pandas-ai,https://github.com/Sinaptik-AI/pandas-ai,,2023-04-22 12:58:01.000,2024-04-18 09:07:50.000000,2024-04-17 17:22:43,919.0,205.0,963.0,91.0,431.0,218.0,327.0,10868.0,"Chat with your database (SQL, CSV, pandas, polars, mongodb, noSQL, etc). PandasAI makes data analysis conversational..",74.0,28,False,2024-04-17 22:01:01.000,2.0.34,100.0,pandas-ai,,,,,2866.0,2866.0,https://pypi.org/project/pandas-ai,,,,,,,,,,,,2.0,,,,Sinaptik-AI/pandas-ai,,,,,,,,,,,,,,,,
375,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-04-03 17:00:30.000000,2024-04-03 17:00:29,338.0,5.0,1387.0,429.0,50.0,98.0,87.0,10367.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,28,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],57.0,21.0,https://pypi.org/project/dopamine-rl,2022-09-21 20:20:42.649,36.0,28296.0,28296.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
376,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2024-04-05 19:03:17.000000,2022-11-08 22:11:16,98.0,,1772.0,205.0,73.0,109.0,36.0,10025.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,28,False,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,12.0,2.0,https://pypi.org/project/english-words,2023-05-24 15:11:00.531,10.0,61142.0,61142.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
377,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,267.0,98.0,82.0,81.0,7308.0,Visualizations for machine learning datasets.,31.0,28,True,2023-05-24 15:58:01.158,1.1.1,9.0,facets-overview,,,,['jupyter'],242.0,234.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,126041.0,126041.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
378,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-10-24 07:07:43.000000,2023-08-16 23:55:56,220.0,,1325.0,175.0,46.0,79.0,238.0,6788.0,2D and 3D Face alignment library build using pytorch.,26.0,28,True,2023-08-17 14:43:11.000,1.4.1,14.0,face-alignment,,,,['pytorch'],33.0,21.0,https://pypi.org/project/face-alignment,2023-08-17 14:43:11.000,12.0,77884.0,77884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
379,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1586.0,625.0,2111.0,453.0,1338.0,6334.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,28,False,2018-06-01 15:39:25.550,1.0.5,53.0,nupic,,,,,59.0,21.0,https://pypi.org/project/nupic,2016-09-01 21:30:21.000,38.0,1444.0,1444.0,,,,,,,,3.0,,7.0,,numenta/nupic-legacy,,,,,,,,,,,,,,,,
380,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1357.0,348.0,14.0,42.0,65.0,6320.0,Python library for processing Chinese text.,8.0,28,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1356.0,1314.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,42.0,87945.0,87945.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
381,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-02-03 18:46:00.371000,2023-01-19 00:37:33,900.0,,1236.0,153.0,950.0,63.0,787.0,5750.0,Gluon CV Toolkit.,119.0,28,False,2022-03-07 23:40:19.000,0.10.5,1535.0,gluoncv,,,,['mxnet'],82.0,21.0,https://pypi.org/project/gluoncv,2023-02-03 18:46:00.371,61.0,57912.0,57912.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
382,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1368.0,204.0,158.0,44.0,227.0,5487.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],811.0,757.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,54.0,1645.0,1645.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
383,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2024-03-18 16:23:03.000000,2018-07-25 01:28:08,1796.0,,780.0,273.0,438.0,221.0,329.0,4817.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,28,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],354.0,314.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,40.0,352.0,352.0,,,,,,,,3.0,,21.0,,,,,,,,,,,,,,,,,,
384,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-03-07 14:59:40.000000,2022-08-06 21:47:18,182.0,,431.0,71.0,61.0,101.0,56.0,4434.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,1618.0,1611.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,7.0,244122.0,244122.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
385,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2024-03-16 11:54:12.000000,2022-04-01 13:57:36,131.0,,962.0,145.0,31.0,46.0,77.0,4236.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,28,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,8447.0,8250.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,197.0,199250.0,199624.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13854.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
386,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-04-13 16:57:34.000000,2024-03-19 16:05:30,525.0,2.0,717.0,175.0,82.0,8.0,279.0,4154.0,A python wrapper for Alpha Vantage API for financial data.,43.0,28,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,554.0,522.0,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,32.0,33188.0,33356.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6557.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
387,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,407.0,37.0,56.0,118.0,43.0,3949.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,28,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],13663.0,13543.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,120.0,270767.0,270767.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
388,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,217.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1302.0,1042.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,260.0,1899.0,1899.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
389,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-04-17 02:42:03.000000,2024-04-17 02:40:53,1439.0,75.0,343.0,69.0,1327.0,96.0,83.0,3386.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,36.0,28,True,2024-04-09 23:12:45.000,1.1.1,16.0,lit-nlp,conda-forge/lit-nlp,,,,33.0,31.0,https://pypi.org/project/lit-nlp,2024-04-09 23:12:45.000,2.0,5314.0,6904.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,68379.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
390,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-04-15 17:33:05.000000,2024-04-15 17:32:17,1198.0,3.0,408.0,82.0,54.0,59.0,202.0,3369.0,A library of reinforcement learning components and agents.,85.0,28,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],199.0,196.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,3039.0,3240.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,8244.0,,,,,2.0,,,,google-deepmind/acme,,,,,,,,,,,,,,,,
391,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2024-04-14 22:18:30.000000,2024-02-22 12:17:17,1487.0,9.0,240.0,18.0,1739.0,287.0,726.0,3336.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,28,False,2024-01-31 13:08:55.000,0.18.1,60.0,deepchecks,,,,,371.0,364.0,https://pypi.org/project/deepchecks,2024-01-31 13:08:49.000,7.0,46295.0,46322.0,,,,,,,,2.0,,826.0,,,,,,,,,,,,,,,,,,
392,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,417.0,63.0,933.0,315.0,745.0,2888.0,StellarGraph - Machine Learning on Graphs.,37.0,28,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],266.0,258.0,https://pypi.org/project/stellargraph,2021-02-22 06:35:38.731,8.0,7023.0,7023.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
393,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-01-06 17:57:28.000000,2024-01-06 17:57:28,619.0,,330.0,46.0,120.0,63.0,136.0,2829.0,A python library for decision tree visualization and model interpretation.,26.0,28,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,1149.0,1125.0,https://pypi.org/project/dtreeviz,2022-07-07 17:18:00.886,24.0,141451.0,143083.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,66944.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
394,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,8.0,472.0,96.0,43.0,89.0,240.0,2713.0,Learning to Rank in TensorFlow.,34.0,28,True,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,2024-03-18 21:00:38.000,13.0,95104.0,95104.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
395,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-04-17 07:46:05.000000,2024-04-17 07:46:05,101.0,18.0,317.0,27.0,295.0,46.0,324.0,2383.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,8.0,28,True,2024-02-28 21:47:30.000,0.1.2,19.0,adapter-transformers,,,,['huggingface'],43.0,36.0,https://pypi.org/project/adapter-transformers,2023-12-16 14:14:02.000,7.0,154867.0,154867.0,,,,,,,,2.0,,,,adapter-hub/adapters,,,,,,,,,,,,,,,,
396,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,3.0,336.0,44.0,57.0,67.0,207.0,2344.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,28,True,2024-01-21 16:17:36.000,1.3.1,35.0,spektral,,,,['tensorflow'],291.0,284.0,https://pypi.org/project/spektral,2024-01-21 16:17:36.000,7.0,6201.0,6201.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
397,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-04-18 13:51:17.000000,2024-04-16 16:58:50,1939.0,200.0,126.0,28.0,172.0,16.0,22.0,1862.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,28,True,2024-03-21 07:36:40.000,0.5.1,145.0,labml,,,,,151.0,145.0,https://pypi.org/project/labml,2024-03-21 07:36:40.000,6.0,4216.0,4216.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
398,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-04-02 17:09:49.893000,2024-04-02 12:18:29,202.0,10.0,193.0,32.0,19.0,5.0,84.0,1617.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,28,True,2024-04-02 12:19:49.000,0.1.808,85.0,autoviz,conda-forge/autoviz,,,,670.0,663.0,https://pypi.org/project/autoviz,2024-04-02 12:19:49.000,7.0,34540.0,36035.0,https://anaconda.org/conda-forge/autoviz,2024-04-02 17:09:49.893,47852.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
399,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2024-04-15 06:25:42.000000,2024-04-15 05:29:23,1640.0,180.0,87.0,20.0,299.0,32.0,71.0,1616.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",36.0,28,True,2024-04-15 05:29:25.000,2.11.7,114.0,usearch,,unum/usearch,,,81.0,66.0,https://pypi.org/project/usearch,2024-04-15 06:25:42.000,5.0,50443.0,57031.0,,,,https://hub.docker.com/r/unum/usearch,2024-04-15 05:37:04.966191,1.0,75.0,3.0,,1193.0,,,usearch,https://www.npmjs.com/package/usearch,2024-04-10 02:44:41.570,10.0,6464.0,,,,,,,,,,,
400,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2024-01-05 03:23:07.000000,2022-08-31 01:52:51,509.0,,308.0,103.0,49.0,8.0,151.0,1573.0,Distributed Deep learning with Keras & Spark.,27.0,28,False,2024-01-05 03:23:07.000,5.2.1,42.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",78.0,75.0,https://pypi.org/project/elephas,2024-01-05 03:23:07.000,3.0,61927.0,62168.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,13548.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
401,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000000,2023-09-26 23:11:11,163.0,,180.0,34.0,72.0,20.0,52.0,1461.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,28,True,2023-09-26 22:07:23.000,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],2864.0,2849.0,https://pypi.org/project/torchsde,2023-09-26 21:52:19.000,15.0,1470184.0,1470689.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,19732.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
402,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-04-18 02:02:53.000000,2024-04-06 06:06:37,575.0,13.0,410.0,30.0,50.0,16.0,125.0,1378.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,28,False,2024-02-16 09:48:48.000,2.3.2,25.0,minisom,,,,,585.0,563.0,https://pypi.org/project/minisom,2024-02-16 09:47:58.000,22.0,22277.0,22277.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
403,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-04-03 16:22:11.000000,2024-04-03 16:22:10,1042.0,27.0,113.0,23.0,115.0,32.0,52.0,1287.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",23.0,28,True,2024-03-12 03:37:43.000,1.4.3,46.0,imodels,,,,,77.0,70.0,https://pypi.org/project/imodels,2024-03-11 20:28:16.000,7.0,187614.0,187614.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
404,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-04-01 16:00:41.000000,2024-04-01 16:00:40,1434.0,35.0,269.0,73.0,104.0,34.0,55.0,1241.0,Model analysis tools for TensorFlow.,57.0,28,True,2023-08-14 20:39:41.000,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",25.0,2.0,https://pypi.org/project/tensorflow-model-analysis,2023-08-14 20:39:41.000,23.0,79039.0,79039.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
405,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-03-02 16:58:45.000000,2023-06-06 09:46:40,415.0,,328.0,39.0,301.0,24.0,200.0,1221.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,389.0,367.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,22.0,19496.0,19496.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-01-17 21:03:09.000000,2024-01-17 21:03:09,532.0,,420.0,51.0,39.0,16.0,139.0,1214.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2583.0,2548.0,https://pypi.org/project/kmodes,2022-09-06 19:38:02.764,35.0,401299.0,402163.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,41488.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
407,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-04-17 13:14:18.003000,2024-04-10 19:04:26,510.0,24.0,112.0,23.0,349.0,31.0,270.0,1146.0,Extra blocks for scikit-learn pipelines.,67.0,28,True,2024-04-16 14:59:21.000,0.8.2,50.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],147.0,139.0,https://pypi.org/project/scikit-lego,2024-04-16 12:18:11.000,8.0,22483.0,23478.0,https://anaconda.org/conda-forge/scikit-lego,2024-04-17 13:14:18.003,46802.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,33.0,86.0,88.0,122.0,902.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1562.0,1537.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,88768.0,88768.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
409,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-04-15 04:50:08.000000,2024-04-15 04:48:23,3711.0,5.0,322.0,66.0,684.0,40.0,526.0,818.0,The Classical Language Toolkit.,121.0,28,True,2024-04-15 04:50:08.000,1.2.4,214.0,cltk,,,,,300.0,258.0,https://pypi.org/project/cltk,2024-04-15 04:50:08.000,42.0,1420.0,1420.0,,,,,,,,2.0,,64.0,,,,,,,,,,,,,,,,,,
410,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-04-14 07:31:10.000000,2024-04-14 07:29:44,325.0,60.0,88.0,19.0,115.0,36.0,79.0,574.0,pyspark methods to enhance developer productivity.,27.0,28,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],83.0,76.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,795256.0,795256.0,,,,,,,,3.0,,23.0,,,,,,,,,,,,,,,,,,
411,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2023-11-03 15:14:22.000000,2023-11-03 14:46:16,569.0,,38.0,11.0,69.0,7.0,26.0,208.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,28,False,2023-09-22 06:31:01.000,0.7.11,46.0,blis,conda-forge/cython-blis,,,,41840.0,41584.0,https://pypi.org/project/blis,2023-09-22 06:27:17.000,256.0,7055020.0,7103299.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2076038.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
412,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1067.0,231.0,455.0,67.0,265.0,16949.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,50845.0,51255.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,23379.0,3.0,,,,,,,,,,,,,,,,,,,,
