,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
396,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2021-10-15 05:38:50.000000,2021-10-15 05:38:50,537.0,,830,128.0,58.0,122.0,70.0,4655,Image augmentation library in Python for machine learning.,22.0,27,True,2021-10-14 08:49:48.000,0.2.9,21.0,Augmentor,,,,,447.0,418.0,https://pypi.org/project/Augmentor,2021-10-14 08:49:48.000,29.0,9565.0,9565.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
397,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-03-10 12:27:30.000000,2022-03-01 10:00:39,9987.0,310.0,1186,135.0,2679.0,355.0,743.0,4071,An Industrial Grade Federated Learning Framework.,71.0,27,True,2022-03-01 10:02:26.000,1.7.2,32.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
398,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2021-06-20 09:40:21.000000,2021-05-10 18:34:53,57.0,,385,35.0,49.0,118.0,41.0,3429,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,True,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],4501.0,4430.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,71.0,82058.0,82058.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
399,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-01-03 19:25:13.000000,2021-03-15 18:43:06,127.0,,834,143.0,28.0,33.0,74.0,3407,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,10.0,27,True,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,3714.0,3540.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,174.0,279504.0,280181.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,8131.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
400,BentoML,bentoml/BentoML,model-serialisation,,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000,2022-03-10 14:36:05.000000,2022-03-09 19:55:33,1566.0,116.0,378,54.0,1650.0,59.0,509.0,3298,The Unified Model Serving Framework.,101.0,27,True,2021-07-13 10:52:52.000,0.13.1,60.0,bentoml,,,,,2.0,,https://pypi.org/project/bentoml,2022-03-01 12:34:25.000,2.0,14569.0,14595.0,,,,,,,,2.0,934.0,,,,,,,,,,,,,,,,,,,
401,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-03-10 05:25:46.000000,2022-03-10 04:43:06,1070.0,72.0,635,131.0,917.0,231.0,310.0,3205,Simple and Distributed Machine Learning.,85.0,27,True,2022-01-12 22:42:34.000,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,43730.0,43730.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
402,SynapseML,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-03-10 05:25:46.000000,2022-03-10 04:43:06,1070.0,72.0,635,131.0,917.0,231.0,310.0,3205,Simple and Distributed Machine Learning.,85.0,27,True,2022-01-12 22:50:41.000,0.9.5,23.0,synapseml,,,,,,,https://pypi.org/project/synapseml,2022-01-12 22:50:41.000,,8178.0,8178.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
403,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2022-02-10 08:43:13.000000,2022-02-10 08:43:04,2099.0,9.0,512,149.0,228.0,7.0,622.0,3105,Tensorforce: a TensorFlow library for applied reinforcement learning.,82.0,27,True,2021-08-30 20:20:58.000,0.6.5,14.0,tensorforce,,,,['tensorflow'],26.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000,26.0,2642.0,2642.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
404,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,217.0,3648.0,437.0,1102.0,2871,Unified and efficient Machine Learning.,248.0,27,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1990.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,110824.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1480.0,3.0,,,,,,,,,,,shogun,,,,,,,,,
405,cuML,rapidsai/cuml,gpu-utilities,,https://github.com/rapidsai/cuml,https://github.com/rapidsai/cuml,Apache-2.0,2018-10-11 15:45:35.000,2022-03-10 10:22:54.000000,2022-03-08 13:48:14,14723.0,100.0,379,70.0,2663.0,656.0,1317.0,2621,cuML - RAPIDS Machine Learning Library.,147.0,27,True,2022-02-02 20:26:26.000,22.02.00,20.0,cuml,,,,,2.0,,https://pypi.org/project/cuml,2020-06-01 20:09:10.000,2.0,667.0,667.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2021-12-03 13:09:42.000000,2021-11-29 10:29:02,321.0,,209,59.0,41.0,9.0,,2613,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",11.0,27,True,2021-10-27 13:15:53.000,4.2.2,22.0,textdistance,conda-forge/textdistance,,,,1837.0,1798.0,https://pypi.org/project/textdistance,2021-10-27 13:15:53.000,39.0,312234.0,313937.0,https://anaconda.org/conda-forge/textdistance,2021-10-27 17:04:18.548,77907.0,,,,,2.0,526.0,,,,,,,,,,,,,,,,,,,
407,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2021-06-10 22:02:56.000000,2020-01-22 07:39:36,1198.0,,313,70.0,166.0,153.0,111.0,2505,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2021-01-23 14:25:24.000,0.11.0,28.0,eli5,conda-forge/eli5,,,,68.0,,https://pypi.org/project/eli5,2021-01-23 14:25:24.000,68.0,1294201.0,1296071.0,https://anaconda.org/conda-forge/eli5,2021-01-25 08:24:59.385,108517.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-01-09 22:09:47.000000,2021-06-22 10:51:48,116.0,,432,92.0,43.0,49.0,245.0,2491,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,True,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,468.0,454.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,24911.0,25347.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,10773.0,,,,,2.0,336.0,,,,,,,,,,,,,,,,,,,
409,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-02-21 13:26:13.000000,2021-11-22 21:36:59,442.0,,415,93.0,32.0,49.0,235.0,2429,Learning to Rank in TensorFlow.,25.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,11.0,50403.0,50403.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
410,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-03-10 14:39:15.000000,2022-03-10 10:34:13,1062.0,65.0,297,85.0,1792.0,159.0,835.0,2372,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",42.0,27,True,2022-03-08 08:24:35.000,0.8.3,107.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-03-08 08:35:02.000,1.0,15774.0,15774.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
411,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-02-25 09:34:50.000000,2022-02-11 14:44:37,857.0,30.0,169,48.0,90.0,2.0,203.0,2138,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,27,True,2022-02-11 16:12:12.000,0.2.5,17.0,vidgear,,,,,181.0,176.0,https://pypi.org/project/vidgear,2022-02-11 16:12:12.000,5.0,5473.0,5488.0,,,,,,,,3.0,540.0,,,,,,,,,,,,,,,,,,,
412,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211.0,,305,61.0,37.0,92.0,158.0,2114,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],253.0,229.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,13011.0,13011.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
413,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,439,37.0,41.0,59.0,57.0,1947,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,True,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],933.0,926.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,7.0,90449.0,96661.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,15.0,,,,,3.0,211215.0,,,,,,,,,,,,,,,,,,,
414,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,278,65.0,14.0,26.0,45.0,1924,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,1102.0,938.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,335256.0,335256.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
415,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-03-08 08:22:33.000000,2022-03-03 09:21:08,1004.0,21.0,256,34.0,47.0,76.0,389.0,1823,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",17.0,27,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,,41.0,39.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,18074.0,18199.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,1128.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
416,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-03-09 02:29:16.000000,2022-03-09 02:29:16,3498.0,91.0,305,32.0,809.0,52.0,289.0,1661,"A unified, comprehensive and efficient recommendation library.",46.0,27,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,1239.0,1310.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1151.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
417,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-03-08 13:32:54.000000,2022-01-28 20:18:57,568.0,9.0,252,28.0,164.0,35.0,366.0,1503,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",21.0,27,True,2022-01-28 21:35:50.000,1.0.2,15.0,talos,,,,['tensorflow'],142.0,136.0,https://pypi.org/project/talos,2022-01-28 21:35:50.000,6.0,1621.0,1621.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
418,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,74.0,742.0,54.0,168.0,1474,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,,316.0,285.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,3090.0,3090.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-02-25 16:58:11.000000,2022-02-09 19:37:21,453.0,15.0,301,78.0,76.0,53.0,226.0,1331,bt - flexible backtesting for Python.,25.0,27,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,118.0,97.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,4989.0,5280.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,3205.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
420,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-03-09 21:17:44.000000,2022-03-09 21:17:44,303.0,67.0,169,28.0,290.0,11.0,97.0,1276,A lightweight vision library for performing large scale object detection/ instance segmentation.,8.0,27,True,2022-02-12 11:09:26.000,0.9.0,72.0,sahi,conda-forge/sahi,,,,32.0,27.0,https://pypi.org/project/sahi,2022-02-12 11:09:26.000,5.0,14810.0,15107.0,https://anaconda.org/conda-forge/sahi,2022-02-12 16:11:48.830,1487.0,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,
421,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-03-10 13:27:56.000000,2022-03-07 19:13:09,671.0,10.0,288,33.0,671.0,134.0,200.0,1219,A Python package to assess and improve fairness of machine learning models.,64.0,27,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],9.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,9.0,60261.0,60941.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,17005.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-03-07 06:02:36.000000,2022-01-26 10:23:11,2945.0,30.0,104,34.0,247.0,12.0,168.0,1213,Multi-class confusion matrix library in Python.,17.0,27,True,2022-01-26 10:42:57.000,3.4,38.0,pycm,,,,,147.0,135.0,https://pypi.org/project/pycm,2022-01-26 10:43:21.000,12.0,35269.0,35269.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
423,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-03-10 02:32:09.000000,2022-03-10 02:32:05,6249.0,85.0,207,39.0,995.0,32.0,195.0,1189,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",25.0,27,True,2020-07-19 03:05:40.000,2.2.32,85.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000,,31021.0,31021.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2022-03-10 11:22:24.000000,2022-03-10 11:19:05,457.0,19.0,124,33.0,245.0,85.0,149.0,1186,"Algorithms for outlier, adversarial and drift detection.",15.0,27,True,2022-01-18 12:02:20.000,0.8.1,21.0,alibi-detect,,,,,70.0,65.0,https://pypi.org/project/alibi-detect,2022-01-18 11:59:16.000,5.0,21560.0,21560.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-01-06 03:33:52.000000,2021-02-12 19:04:59,2079.0,,217,39.0,33.0,58.0,589.0,935,"pyclustring is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,310.0,282.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,50357.0,51631.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,34254.0,,,,,3.0,395.0,,,,,,,,,,,,,,,,,,,
426,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-01-26 19:41:50.000000,2022-01-06 15:08:19,1746.0,18.0,150,37.0,251.0,54.0,201.0,872,Python audio and music signal processing library.,20.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,206.0,179.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,6787.0,6787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
427,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2021-12-07 00:42:53.000000,2021-12-07 00:42:43,1286.0,,140,46.0,53.0,16.0,61.0,738,Computer Vision in Python.,32.0,27,True,2021-10-14 12:53:24.000,1.4.12,58.0,mahotas,conda-forge/mahotas,,,,885.0,774.0,https://pypi.org/project/mahotas,2021-10-14 12:53:24.000,111.0,10332.0,14667.0,https://anaconda.org/conda-forge/mahotas,2021-11-17 20:03:30.117,312191.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-01-06 09:30:10.449000,2022-01-05 19:57:41,1116.0,2.0,204,57.0,238.0,10.0,308.0,726,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,301.0,271.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,15200.0,15467.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,4504.0,,,,,3.0,228.0,,,,,,,,-2.0,,,,,,,,,,,
429,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/Adapter-Hub/adapter-transformers,https://github.com/Adapter-Hub/adapter-transformers,Apache-2.0,2020-04-21 16:21:43.000,2022-03-10 01:13:31.000000,2022-02-09 17:33:01,8764.0,9.0,109,14.0,152.0,42.0,105.0,697,Huggingface Transformers + Adapters =.,1066.0,27,True,2022-02-09 18:26:26.000,2.3.0,13.0,adapter-transformers,,,,['huggingface'],52.0,48.0,https://pypi.org/project/adapter-transformers,2022-02-09 18:26:26.000,4.0,50488.0,50488.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2022-03-03 16:02:00.000000,2022-02-06 03:12:48,1514.0,8.0,172,20.0,238.0,47.0,226.0,571,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",35.0,27,True,2021-09-04 09:49:51.000,1.4.5,41.0,salib,conda-forge/salib,,,,54.0,,https://pypi.org/project/salib,2022-02-06 04:55:37.000,54.0,144935.0,146132.0,https://anaconda.org/conda-forge/salib,2021-09-04 07:03:28.179,76632.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,StaticFrame,InvestmentSystems/static-frame,data-containers,,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000,2022-03-10 06:07:12.000000,2022-03-10 06:07:05,3648.0,323.0,24,11.0,63.0,44.0,336.0,268,Immutable and grow-only Pandas-like DataFrames with a more explicit and consistent interface.,19.0,27,False,2022-02-13 00:39:12.000,0.8.35,134.0,static-frame,conda-forge/static-frame,,,,13.0,11.0,https://pypi.org/project/static-frame,2022-02-13 00:37:55.000,2.0,4959.0,8616.0,https://anaconda.org/conda-forge/static-frame,2022-02-13 03:40:34.329,135325.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
432,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-03-10 00:57:51.000000,2022-03-09 14:07:41,3184.0,138.0,44,13.0,538.0,146.0,155.0,220,Asynchronous Distributed Hyperparameter Optimization.,25.0,27,False,2022-03-07 19:03:38.000,0.2.3,22.0,orion,,,,,64.0,58.0,https://pypi.org/project/orion,2022-03-07 19:03:38.000,6.0,7728.0,7728.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
433,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-02-15 22:25:08.000000,2022-02-15 22:25:08,197.0,8.0,39,10.0,178.0,13.0,153.0,166,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,27,False,2021-10-06 01:05:34.000,3.3.0,66.0,pystan,conda-forge/pystan,,,,247.0,,https://pypi.org/project/pystan,2022-02-15 20:52:07.000,247.0,1921873.0,1945279.0,https://anaconda.org/conda-forge/pystan,2022-02-03 10:06:49.622,1404380.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
434,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2021-12-14 17:59:05.000000,2021-12-14 17:59:04,282.0,2.0,1301,446.0,40.0,80.0,82.0,9741,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,14.0,26,True,2021-12-13 23:17:39.000,4.0.2,42.0,dopamine-rl,,,,['tensorflow'],37.0,,https://pypi.org/project/dopamine-rl,2021-12-13 23:17:39.000,37.0,38020.0,38020.0,,,,,,,,3.0,,,,,,,,,-3.0,,,,,,,,,,,
435,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-02-12 17:13:04.000000,2021-10-20 08:05:51,85.0,,1338,186.0,51.0,45.0,28.0,6752,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,10373.0,10373.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1303,351.0,14.0,39.0,65.0,5720,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,862.0,823.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,5518.0,5518.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2021-12-21 17:46:18.000000,2021-08-04 06:54:21,205.0,,1154,169.0,38.0,51.0,216.0,5566,2D and 3D Face alignment library build using pytorch.,23.0,26,True,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,,,['pytorch'],8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,8803.0,8803.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-03-09 07:54:37.000000,2022-03-09 07:52:30,1039.0,38.0,805,110.0,625.0,189.0,417.0,4822,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,96.0,26,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,,['pytorch'],12.0,11.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,1423.0,1423.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
439,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33,667.0,,592,160.0,127.0,70.0,100.0,4366,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,True,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],618.0,612.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,2382.0,2382.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
