,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
478,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-10-05 01:24:33.000000,2023-10-05 01:24:32,851.0,,265.0,76.0,481.0,41.0,198.0,1308.0,Underthesea - Vietnamese NLP Toolkit.,18.0,26,False,2023-09-22 23:57:31.000,6.8.0,125.0,underthesea,,,,,1002.0,975.0,https://pypi.org/project/underthesea,2023-09-22 23:50:49.000,27.0,12742.0,12815.0,,,,,,,,3.0,6074.0,,,,,,,,,,,,,,,,,,
479,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,194.0,43.0,257.0,66.0,212.0,1233.0,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,443.0,410.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,33.0,2283.0,2283.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
480,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,174.0,26.0,36.0,1.0,116.0,1231.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1592.0,1559.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,33.0,46278.0,46278.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
481,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,143.0,35.0,214.0,109.0,152.0,1219.0,Real-time stream processing for python.,48.0,26,False,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,496.0,455.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,41.0,24001.0,34315.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,814814.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
482,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,,83.0,33.0,109.0,7.0,18.0,1175.0,A library of reinforcement learning building blocks in JAX.,21.0,26,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],228.0,217.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,11.0,1473250.0,1473250.0,,,,,,,,3.0,,google-deepmind/rlax,,,,,,,,,,,,,,,,,
483,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,,110.0,21.0,103.0,37.0,74.0,1090.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2023-11-09 17:23:02.000,1.5.1,23.0,submitit,conda-forge/submitit,,,,2403.0,2383.0,https://pypi.org/project/submitit,2023-11-09 17:23:02.000,20.0,291635.0,292424.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,34745.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
484,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-04-04 05:32:07.000000,2024-04-04 05:29:40,2189.0,204.0,84.0,19.0,816.0,78.0,208.0,1064.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,False,2024-03-02 00:18:17.000,0.205.0,84.0,metricflow,,,,,24.0,21.0,https://pypi.org/project/metricflow,2024-04-04 05:32:07.000,3.0,20299.0,20299.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,,,,,,,,
485,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000000,2024-02-29 13:41:11,1144.0,2.0,236.0,61.0,246.0,22.0,366.0,957.0,Search and download Copernicus Sentinel satellite images.,44.0,26,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,582.0,542.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,40.0,24804.0,25484.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28513.0,,,,,3.0,263.0,,,,,,,,,,,,,,,,,,
486,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2024-03-16 03:13:29.000000,2024-03-16 03:11:16,544.0,84.0,101.0,24.0,97.0,15.0,104.0,659.0,"Python library for reading audio file metadata, duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave, AIFF and a few..",26.0,26,True,2023-10-26 19:30:36.000,1.10.1,41.0,tinytag,,,,,116.0,,https://pypi.org/project/tinytag,2023-10-26 19:30:36.000,116.0,23553.0,23553.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
487,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-04-03 15:04:41.000000,2024-04-03 15:03:45,909.0,47.0,107.0,43.0,111.0,56.0,46.0,628.0,Bias Auditing & Fair ML Toolkit.,21.0,26,True,2024-01-30 12:03:19.000,1.0.0,18.0,aequitas,,,,,161.0,154.0,https://pypi.org/project/aequitas,2024-01-30 12:03:19.000,7.0,7426.0,7426.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
488,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-04-03 10:43:43.000000,2024-03-29 16:26:28,580.0,23.0,156.0,33.0,189.0,8.0,98.0,574.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,30.0,26,True,2023-06-20 08:57:52.000,0.5,11.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],345.0,324.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,21.0,41514.0,41750.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5200.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
489,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-03-09 00:32:37.185000,2024-03-08 20:01:01,3751.0,43.0,69.0,47.0,355.0,21.0,395.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,26,False,2024-03-08 20:13:23.000,5.0.1,71.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,2024-03-08 20:01:40.000,18.0,397.0,859.0,https://anaconda.org/conda-forge/skll,2024-03-09 00:32:37.185,13403.0,,,,,3.0,13.0,,,,,,,,,,,,,,,,,,
490,MedPy,loli/medpy,medical-data,,https://github.com/loli/medpy,https://github.com/loli/medpy,GPL-3.0,2012-05-11 10:57:34.000,2024-04-03 18:21:27.000000,2024-04-03 15:41:01,407.0,65.0,133.0,20.0,46.0,3.0,84.0,541.0,Medical image processing in Python.,20.0,26,False,2024-04-03 15:53:56.000,0.5.1,9.0,MedPy,conda-forge/medpy,,,,1866.0,1819.0,https://pypi.org/project/MedPy,2024-04-03 15:53:56.000,47.0,16820.0,17514.0,https://anaconda.org/conda-forge/medpy,2024-03-27 13:37:54.621,23618.0,,,,,3.0,,,,,,,,,,,,3.0,,,,,,,
491,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2023-09-25 19:44:09.000000,2019-12-05 08:17:22,46.0,,214.0,22.0,17.0,46.0,23.0,422.0,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7769.0,7484.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,285.0,235588.0,236419.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,39913.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
492,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-02-19 07:00:31.744000,2024-02-18 18:51:38,532.0,11.0,39.0,5.0,15.0,6.0,48.0,320.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,14.0,26,True,2024-02-18 18:57:32.000,0.9.0,25.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],677.0,645.0,https://pypi.org/project/scikit-posthocs,2024-02-18 18:57:32.000,32.0,89769.0,111627.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-02-19 07:00:31.744,918053.0,,,,,3.0,43.0,,,,,,,,,,,,,,,,,,
493,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2024-02-01 02:29:47.000000,2024-02-01 02:29:37,1618.0,1.0,808.0,146.0,1563.0,114.0,125.0,7937.0,Trax Deep Learning with Clear Code and Speed.,79.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,143.0,142.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,3650.0,3650.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
494,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,979.0,182.0,327.0,334.0,292.0,5776.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,127.0,124.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,367.0,415.0,,,,,,,,2.0,3728.0,,,,,,,,,,,,,,,,,,
495,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-04-04 14:23:20.000000,2024-04-04 14:23:20,3511.0,113.0,599.0,92.0,3868.0,204.0,1364.0,4875.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,90.0,25,True,2024-03-25 18:23:41.000,1.36.0,76.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
496,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-02-17 08:10:07.000000,2023-11-19 13:26:15,334.0,,946.0,45.0,33.0,65.0,112.0,4871.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",20.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],196.0,187.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,9.0,3407.0,3407.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
497,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,158.0,130.0,83.0,101.0,4613.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],769.0,763.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,482.0,482.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
498,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000000,2022-08-23 22:54:23,1046.0,,982.0,240.0,215.0,51.0,200.0,4363.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,False,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,52.0,51.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,692.0,783.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3305.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
499,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-01-16 13:26:41.000000,2023-05-06 14:09:10,264.0,,421.0,42.0,52.0,76.0,174.0,4132.0,An Open-Source Framework for Prompt-Learning.,22.0,25,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,109.0,107.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,2.0,1169.0,1169.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
500,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,513.0,135.0,649.0,65.0,198.0,3860.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,2017.0,2017.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
501,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2024-03-03 01:42:05.000000,2024-03-03 01:31:19,175.0,4.0,445.0,89.0,78.0,65.0,137.0,3348.0,Generate embeddings from large-scale graph-structured data.,32.0,25,True,2019-10-14 16:45:11.000,1.0.0,4.0,torchbiggraph,,,,['pytorch'],3.0,,https://pypi.org/project/torchbiggraph,2019-10-14 16:44:41.000,3.0,432000.0,432002.0,,,,,,,,2.0,178.0,,,,,,,,,,,,,,,,,,
502,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-04-04 13:38:51.000000,2024-03-11 08:27:22,2739.0,49.0,1193.0,137.0,1057.0,52.0,73.0,3270.0,a distributed deep learning platform.,88.0,25,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,3.0,3.0,,,,,67.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,738.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,6465.0,3.0,,,,,,,,,,,,,,,,,,,
503,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,73.0,25.0,117.0,101.0,2973.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2934.0,2905.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,29.0,1517.0,1517.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
504,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,471.0,97.0,49.0,59.0,253.0,2798.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,715.0,691.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,24.0,3270.0,3583.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,15118.0,,,,,3.0,959.0,,,,,,,,,,,,,,,,,,
505,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2024-02-21 08:50:08.000000,2023-06-30 21:16:10,470.0,,322.0,64.0,316.0,46.0,124.0,2761.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],51.0,50.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,1922.0,2241.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14715.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
506,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,224.0,49.0,481.0,45.0,70.0,2701.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,219.0,216.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,16600.0,16601.0,,,,,,,,2.0,67.0,,,,,,,,,,,,,,,,,,
507,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-04-01 09:29:45.000000,2023-07-01 21:40:58,1936.0,,335.0,40.0,88.0,28.0,157.0,2452.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],3.0,,https://pypi.org/project/torch-geometric-temporal,2022-09-04 16:10:00.738,3.0,2193.0,2193.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
508,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2024-02-10 10:19:11.000000,2024-02-10 10:17:50,226.0,9.0,243.0,47.0,92.0,19.0,115.0,2126.0,A Python library that helps data scientists to infer causation rather than observing correlation.,40.0,25,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",112.0,109.0,https://pypi.org/project/causalnex,2023-06-22 13:11:59.629,3.0,3793.0,3793.0,,,,,,,,3.0,,mckinsey/causalnex,,,,,,,,,,,,,,,,,
509,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2024-03-05 11:46:16.000000,2024-03-05 11:46:12,2314.0,12.0,236.0,37.0,38.0,13.0,114.0,2075.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,20.0,25,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,233.0,227.0,https://pypi.org/project/karateclub,2022-10-22 16:17:27.886,6.0,3355.0,3851.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,22330.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
510,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,301.0,57.0,1313.0,233.0,810.0,1808.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],103.0,101.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,543.0,543.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
511,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2024-03-24 14:27:59.853000,2022-12-07 10:32:49,237.0,,293.0,1.0,1.0,1.0,,1703.0,Feature engineering package with sklearn like functionality.,38.0,25,False,2024-03-24 13:29:41.000,1.7.0,39.0,feature_engine,conda-forge/feature_engine,,,,103.0,,https://pypi.org/project/feature_engine,2024-03-24 13:29:41.000,103.0,155405.0,156434.0,https://anaconda.org/conda-forge/feature_engine,2024-03-24 14:27:59.853,45318.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
512,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2024-03-17 06:23:46.000000,2023-04-20 14:53:46,460.0,,238.0,49.0,49.0,23.0,91.0,1590.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,360.0,346.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,14.0,2974.0,4956.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,36070.0,,,,,3.0,64032.0,,,,,,,,,,,,,,,,,,
513,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,204.0,44.0,12.0,4.0,51.0,1560.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,False,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],223.0,221.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,2.0,86157.0,86157.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
514,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,267.0,49.0,87.0,22.0,190.0,1520.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],543.0,526.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,17.0,7260.0,7404.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6662.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
515,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-03-15 12:44:27.000000,2024-02-01 16:55:49,1031.0,2.0,174.0,17.0,66.0,32.0,335.0,1460.0,PyTorch Extension Library of Optimized Scatter Operations.,29.0,25,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],84.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,84.0,41572.0,46938.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-01-12 22:30:52.418,246853.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
516,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-11-06 16:35:44.000000,2023-11-06 15:20:05,206.0,,330.0,49.0,43.0,96.0,,1322.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,True,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],456.0,448.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,28336.0,52791.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,310.0,,,,,3.0,1051306.0,,,,,,,,,,,,,,,,,,
517,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,28.0,63.0,7.0,70.0,1280.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1411.0,1398.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,13908.0,13908.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
518,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,,292.0,55.0,63.0,13.0,109.0,1227.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,1045.0,1014.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,31.0,11361.0,11361.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
