,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
411,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-12-21 21:50:39.000000,2022-10-06 16:19:55,898.0,7.0,519,110.0,250.0,12.0,289.0,1344,Execute Python code on the fly and display results in Tableau visualizations:.,46.0,27,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,19584.0,104.0,102.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,19533.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3487.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-12-22 15:00:08.000000,2022-12-15 14:13:41,2999.0,18.0,113,35.0,285.0,11.0,176.0,1335,Multi-class confusion matrix library in Python.,17.0,27,True,2022-12-15 14:32:26.000,3.7,41.0,pycm,,,,37936.0,190.0,177.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,13.0,37936.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-12-22 06:19:14.000000,2022-12-21 21:35:14,5682.0,195.0,218,42.0,1884.0,244.0,963.0,1170,cuGraph - RAPIDS Graph Analytics Library.,92.0,27,True,2022-12-09 18:15:26.000,22.12.00,24.0,cugraph,conda-forge/libcugraph,,,724.0,3.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,128.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,11921.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
414,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-12-09 11:00:07.000000,2022-12-09 11:00:07,1021.0,10.0,141,16.0,55.0,21.0,274.0,1161,PyTorch Extension Library of Optimized Scatter Operations.,24.0,27,True,2022-11-24 15:04:00.671,2.1.0,30.0,torch-scatter,conda-forge/pytorch_scatter,['pytorch'],,51758.0,53.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,53.0,46942.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-12-05 22:17:18.229,144484.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-12-06 10:06:16.449000,2022-12-02 20:32:35,623.0,20.0,133,25.0,111.0,6.0,108.0,1114,"Extensible, parallel implementations of t-SNE.",10.0,27,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,98263.0,428.0,417.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,11.0,94557.0,https://anaconda.org/conda-forge/opentsne,2022-12-06 10:06:16.449,177922.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-11-21 17:15:03.000000,2021-02-12 19:04:59,2079.0,,233,39.0,35.0,63.0,590.0,1030,"pyclustering is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,426.0,36852.0,439.0,411.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,35525.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,47601.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000,2022-11-15 13:44:41.000000,2022-11-10 15:10:21,1014.0,4.0,222,41.0,442.0,25.0,165.0,1026,ARCH models in Python.,33.0,27,False,2022-06-22 10:47:05.000,5.3.1,38.0,arch,conda-forge/arch-py,,,189817.0,786.0,738.0,https://pypi.org/project/arch,2022-06-22 10:47:05.000,48.0,184680.0,https://anaconda.org/conda-forge/arch-py,2022-11-02 11:27:15.758,190101.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
418,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-12-22 03:59:59.000000,2022-12-22 03:57:34,713.0,23.0,94,28.0,313.0,69.0,240.0,858,BAyesian Model-Building Interface (Bambi) in Python.,27.0,27,True,2022-12-21 12:51:10.967,0.9.3,24.0,bambi,conda-forge/bambi,,,22227.0,48.0,45.0,https://pypi.org/project/bambi,2022-06-06 17:18:00.000,3.0,21815.0,https://anaconda.org/conda-forge/bambi,2022-12-21 18:05:58.614,16515.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
419,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,249,41.0,72.0,103.0,186.0,847,Gaussian Process Optimization using GPy.,49.0,27,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,87918.0,373.0,341.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,87918.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
420,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2022-12-22 14:49:25.000000,2022-12-22 12:43:14,410.0,139.0,105,39.0,443.0,94.0,126.0,835,Accelerate training and inference of Transformers with easy to use hardware optimization tools.,39.0,27,True,2022-12-19 16:26:17.000,1.5.2,20.0,optimum,conda-forge/optimum,,,49872.0,62.0,59.0,https://pypi.org/project/optimum,2022-06-13 16:24:55.000,3.0,49222.0,https://anaconda.org/conda-forge/optimum,2022-07-12 18:30:14.167,5206.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
421,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-10-19 18:00:05.000000,2022-10-19 17:46:21,806.0,1.0,229,40.0,495.0,247.0,246.0,833,Scalable Machine Learning with Dask.,76.0,27,True,2022-05-27 14:17:46.000,2022.5.27,34.0,dask-ml,conda-forge/dask-ml,,,75877.0,772.0,715.0,https://pypi.org/project/dask-ml,2022-05-27 14:17:46.000,57.0,65726.0,https://anaconda.org/conda-forge/dask-ml,2022-05-27 20:11:18.984,629415.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
422,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-12-22 11:47:31.000000,2022-12-20 09:08:52,2927.0,211.0,42,135.0,350.0,66.0,233.0,815,An open-source plotting library for statistical data.,18.0,27,True,2022-12-15 13:02:37.000,3.0.0,57.0,lets-plot,,,366.0,2995.0,21.0,20.0,https://pypi.org/project/lets-plot,2022-06-20 16:46:03.000,1.0,2986.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
423,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-12-16 11:43:56.000000,2022-07-09 14:15:15,490.0,,153,37.0,70.0,108.0,95.0,801,A scikit-learn based module for multi-label et. al. classification.,17.0,27,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,['sklearn'],,96479.0,941.0,923.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,96479.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
424,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2022-11-14 02:11:37.000000,2022-11-14 02:11:18,1294.0,1.0,149,47.0,53.0,19.0,63.0,792,Computer Vision in Python.,32.0,27,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,13131.0,1056.0,941.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,115.0,8794.0,https://anaconda.org/conda-forge/mahotas,2022-11-05 05:53:35.833,351345.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
425,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-12-16 23:23:48.000000,2022-12-16 23:23:43,5238.0,92.0,68,13.0,66.0,180.0,212.0,759,"Experiment tracking, ML developer tools.",23.0,27,True,2022-10-18 18:47:15.057,0.8.2,184.0,guildai,,,7.0,2749.0,64.0,64.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,2749.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
426,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-12-21 21:42:52.000000,2022-12-19 15:09:27,3902.0,174.0,45,15.0,668.0,207.0,191.0,254,Asynchronous Distributed Hyperparameter Optimization.,31.0,27,False,2022-08-22 17:10:40.826,0.2.6,25.0,orion,,,,4547.0,83.0,76.0,https://pypi.org/project/orion,2022-06-03 15:22:27.000,7.0,4547.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
427,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-11-28 16:27:26.935000,2022-11-26 14:10:40,215.0,7.0,45,12.0,192.0,7.0,177.0,227,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",11.0,27,False,2022-11-26 14:15:01.276,3.6.0,68.0,pystan,conda-forge/pystan,,,2348239.0,253.0,,https://pypi.org/project/pystan,2022-07-04 12:59:41.000,253.0,2321306.0,https://anaconda.org/conda-forge/pystan,2022-11-28 16:27:26.935,1858410.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2022-12-17 18:33:06.431131,2022-12-05 17:31:41,1886.0,1.0,683,200.0,447.0,48.0,251.0,11124,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,26,True,2021-06-06 17:14:16.000,5.14.0,50.0,ciphey,,,,24561.0,,,https://pypi.org/project/ciphey,2021-06-06 17:13:48.000,,24142.0,,,,3.0,,,,,,,,,,,,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2022-12-17 18:33:06.431131,9.0,17191.0,,,,,,,,,
429,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-12-10 22:18:48.000000,2022-11-08 22:11:16,98.0,2.0,1586,187.0,65.0,82.0,32.0,8493,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,153722.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,153722.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
430,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-10-31 23:06:56.000000,2022-09-23 17:44:48,2325.0,,596,149.0,1350.0,113.0,983.0,7867,Production infrastructure for machine learning at scale.,24.0,26,True,2022-09-23 18:01:31.000,0.42.1,63.0,cortex,,,,2082.0,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,2082.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1441,135.0,51.0,146.0,141.0,7231,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,26,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],2444817.0,165017.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,90932.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,594,139.0,30.0,60.0,52.0,5328,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,802971.0,1015.0,973.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,42.0,802524.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,12966.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-09-23 11:28:16.000000,2022-09-23 11:28:16,546.0,,849,123.0,58.0,127.0,72.0,4842,Image augmentation library in Python for machine learning.,22.0,26,True,2022-04-27 09:29:23.000,0.2.10,22.0,Augmentor,,,,17881.0,550.0,521.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,29.0,17881.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-12-22 10:06:42.000000,2022-12-08 09:41:13,11056.0,49.0,1397,141.0,3027.0,575.0,891.0,4745,An Industrial Grade Federated Learning Framework.,82.0,26,True,2022-12-09 12:04:25.000,1.8.1,39.0,ETAF,,,,3.0,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,604,160.0,128.0,74.0,100.0,4477,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,4495.0,678.0,672.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,4495.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,737,42.0,45.0,66.0,93.0,3234,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,26,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,['pytorch'],519561.0,30721.0,955.0,944.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,16679.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2022-12-22 01:37:37.000000,2022-12-02 19:48:37,904.0,113.0,318,71.0,879.0,59.0,72.0,3044,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,27.0,26,True,2022-12-02 03:32:59.000,0.5,8.0,lit-nlp,conda-forge/lit-nlp,,,2988.0,13.0,12.0,https://pypi.org/project/lit-nlp,2021-12-21 14:20:06.000,1.0,1117.0,https://anaconda.org/conda-forge/lit-nlp,2021-11-09 18:19:30.401,50543.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,217.0,3648.0,437.0,1106.0,2920,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,,,1877.0,,,,,,,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,121414.0,3.0,,,,,,,,,shogun,,,shogun/shogun,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1491.0,,,,,,,,,
439,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2022-05-14 05:59:23.776000,2020-01-22 07:39:36,1198.0,,328,69.0,167.0,160.0,112.0,2621,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,425291.0,85.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,85.0,423374.0,https://anaconda.org/conda-forge/eli5,2022-05-14 05:59:23.776,128455.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-08-25 13:01:31.000000,2022-07-06 02:29:40,915.0,,208,56.0,96.0,10.0,234.0,2562,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,26,True,2022-07-05 17:24:39.000,0.2.6,18.0,vidgear,,,690.0,4024.0,261.0,256.0,https://pypi.org/project/vidgear,2022-07-05 17:24:39.000,5.0,4009.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-12-22 07:04:20.000000,2022-12-20 11:28:52,1271.0,21.0,312,90.0,2120.0,212.0,958.0,2528,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",45.0,26,True,2022-06-12 11:43:21.000,0.9.0,115.0,pymars,,,,29080.0,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,29080.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-12-14 21:09:05.393000,2022-12-14 14:07:28,1015.0,5.0,310,42.0,53.0,117.0,408.0,2376,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",20.0,26,True,2022-12-14 14:10:03.000,0.11.4,78.0,mljar-supervised,conda-forge/mljar-supervised,,,6690.0,62.0,60.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,6366.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-14 21:09:05.393,5847.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-12-19 13:11:50.000000,2022-12-19 13:11:10,3188.0,6.0,475,111.0,312.0,375.0,619.0,2258,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",75.0,26,False,2015-03-31 16:33:30.000,2.0,15.0,essentia,,,,5304.0,368.0,354.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,5304.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-12-02 18:19:22.000000,2022-10-19 10:24:07,1108.0,1.0,323,45.0,54.0,49.0,193.0,2199,Graph Neural Networks with Keras and Tensorflow 2.,24.0,26,True,2022-07-22 15:16:38.000,1.2,33.0,spektral,,['tensorflow'],,5145.0,171.0,168.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,3.0,5145.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,36.0,41.0,62.0,58.0,1998,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,['tensorflow'],243797.0,61144.0,1228.0,1218.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,55466.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,241.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
446,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-31 08:37:05.000000,2022-08-31 08:37:05,12564.0,,80,42.0,45.0,12.0,68.0,1906,The friendly PIL fork.,385.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,42400.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,42400.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
447,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-11-17 22:04:53.000000,2022-11-14 06:58:52,172.0,7.0,201,45.0,70.0,12.0,107.0,1739,A Python library that helps data scientists to infer causation rather than observing correlation.,30.0,26,True,2022-11-16 15:09:31.000,0.11.1,16.0,causalnex,,"['pytorch', 'sklearn']",,6261.0,66.0,64.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,6261.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
448,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2022-12-22 07:56:46.000000,2022-12-20 06:45:23,1388.0,163.0,182,41.0,1814.0,11.0,518.0,1711,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,26,True,2022-12-02 13:36:05.650,0.9.0,19.0,towhee,,,615.0,1078.0,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,1027.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
449,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-12-20 21:16:32.000000,2022-12-20 19:49:28,754.0,18.0,381,61.0,193.0,88.0,87.0,1694,Library for training machine learning models with privacy for training data.,50.0,26,True,2022-10-19 20:29:02.229,0.8.7,25.0,tensorflow-privacy,,['tensorflow'],91.0,37118.0,7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,37116.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-12-06 23:36:14.000000,2022-05-20 06:22:46,1220.0,,276,55.0,1311.0,229.0,805.0,1579,A toolkit for reproducible reinforcement learning research.,78.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,['tensorflow'],,718.0,61.0,59.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,718.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
451,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-11-30 18:31:11.000000,2022-11-30 18:31:05,843.0,4.0,117,32.0,400.0,54.0,324.0,1567,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,,,,142672.0,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,142672.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-11-30 18:31:11.000000,2022-11-30 18:31:05,843.0,4.0,117,32.0,400.0,54.0,324.0,1567,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,conda-forge/orbit-ml,,,142863.0,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,142672.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,2107.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
453,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2022-12-22 14:03:47.000000,2022-12-22 13:44:26,1228.0,179.0,128,18.0,1195.0,125.0,651.0,1471,Open-source tool for data-centric NLP. Argilla helps domain experts and data teams to build better NLP datasets in..,34.0,26,True,2022-11-29 22:07:00.000,1.1.1,70.0,rubrix,conda-forge/rubrix,,,2164.0,6.0,6.0,https://pypi.org/project/rubrix,2022-06-08 21:24:41.000,,817.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,16167.0,3.0,,,,,,,,,,,,,,,,,argilla-io/argilla,,,,,,,,
