,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
494,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-02-15 14:07:28.000000,2024-02-15 13:25:24,3445.0,113.0,604.0,94.0,3793.0,207.0,1353.0,4794.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,88.0,25,True,2024-01-30 17:28:04.000,1.34.0,74.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
495,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,159.0,130.0,83.0,101.0,4602.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],763.0,757.0,https://pypi.org/project/lucid,599.0,599.0,,,,,,,,3.0,,2021-03-19 16:01:00.000,6.0,,,,,,,,,,,,,,,,,,
496,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-01-13 08:14:49.000000,2022-07-29 10:37:24,205.0,,994.0,93.0,63.0,251.0,269.0,4547.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,17151.0,17151.0,,,,,,,,3.0,,2020-01-10 11:36:02.000,28.0,,,,,,,,,,,,,,,,,,
497,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-01-21 12:42:30.000000,2023-11-25 05:36:27,4323.0,3.0,559.0,41.0,995.0,209.0,677.0,3070.0,"A unified, comprehensive and efficient recommendation library.",70.0,25,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,1902.0,2016.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4466.0,,,,,3.0,,2023-10-31 12:52:34.000,2.0,,,,,,,,,,,,,,,,,,
498,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2024-01-20 00:01:11.000000,2024-01-20 00:01:11,1576.0,6.0,246.0,38.0,2015.0,3.0,648.0,2912.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,35.0,25,True,2023-12-05 02:33:36.000,1.1.3,26.0,towhee,,,,,,,https://pypi.org/project/towhee,3451.0,3551.0,,,,,,,,3.0,2622.0,2023-12-04 07:25:10.000,,,,,,,,,,,,,,,,,,,
499,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,468.0,97.0,49.0,59.0,253.0,2786.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,706.0,682.0,https://pypi.org/project/neuralcoref,2713.0,3037.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,15052.0,,,,,3.0,894.0,2019-04-08 09:56:00.000,24.0,,,,,,,,,,,,,,,,,,
500,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2023-11-01 10:12:46.000000,2022-10-05 16:26:03,376.0,,217.0,49.0,481.0,45.0,70.0,2687.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,205.0,202.0,https://pypi.org/project/m2cgen,14662.0,14663.0,,,,,,,,3.0,62.0,2022-04-26 01:24:34.000,3.0,,,,,,,,,,,,,,,,,,
501,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,,315.0,93.0,2157.0,206.0,982.0,2669.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,25,True,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,14191.0,14191.0,,,,,,,,3.0,,2022-06-12 11:43:21.000,1.0,,,,,,,,,,,,,,,,,,
502,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,217.0,65.0,42.0,17.0,23.0,2661.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,894.0,889.0,https://pypi.org/project/knockknock,58630.0,58905.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,14304.0,,,,,3.0,,2020-03-16 14:30:23.000,5.0,,,,,,,,,,,,,,,,,,
503,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2024-01-10 07:43:27.000000,2023-07-19 07:40:10,212.0,,135.0,29.0,200.0,18.0,73.0,2654.0,HiPlot makes understanding high dimensional data easy.,9.0,25,True,2022-05-31 09:00:35.000,0.1.33,113.0,hiplot,conda-forge/hiplot,,,,389.0,374.0,https://pypi.org/project/hiplot,22711.0,26357.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,175020.0,,,,,3.0,,2022-07-05 08:51:12.000,15.0,,,,,,,,,,,,,,,,,,
504,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2024-01-22 06:09:24.000000,2023-07-01 21:40:58,1936.0,,331.0,40.0,86.0,28.0,157.0,2395.0,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,28.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],3.0,,https://pypi.org/project/torch-geometric-temporal,1765.0,1765.0,,,,,,,,2.0,,2022-09-04 16:10:00.738,3.0,,,,,,,,,,,,,,,,,,
505,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2023-06-20 17:42:42.000000,2023-06-20 17:42:34,12566.0,,84.0,41.0,47.0,12.0,75.0,2070.0,The friendly PIL fork.,385.0,25,False,,,47.0,pillow-simd,,,,,55.0,,https://pypi.org/project/pillow-simd,41682.0,41682.0,,,,,,,,3.0,,2022-01-04 16:11:51.000,55.0,4.0,,,,,,,,,,,,,,,,,
506,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-01-25 19:00:06.000000,2023-07-12 18:14:01,1515.0,,244.0,67.0,59.0,31.0,186.0,2052.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,,['tensorflow'],49.0,49.0,https://pypi.org/project/ampligraph,682.0,682.0,,,,,,,,2.0,,2023-07-12 18:13:00.637,,,,,,,,,,,,,,,,,,,
507,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,160.0,61.0,66.0,65.0,129.0,1793.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,372.0,362.0,https://pypi.org/project/hypertools,521.0,521.0,,,,,,,,3.0,30.0,2022-02-12 02:43:24.000,10.0,,,,,,,,,,,,,,,,,,
508,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,299.0,57.0,1313.0,233.0,810.0,1785.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],101.0,99.0,https://pypi.org/project/garage,674.0,674.0,,,,,,,,3.0,,2021-03-23 22:18:36.000,2.0,,,,,,,,,,,,,,,,,,
509,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-11-29 15:04:03.000000,2023-08-12 06:34:27,161.0,,266.0,50.0,87.0,23.0,188.0,1484.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,25,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],515.0,499.0,https://pypi.org/project/gplearn,5529.0,5677.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,6530.0,,,,,3.0,,2022-05-03 10:47:30.000,16.0,,,,,,,,,,,,,,,,,,
510,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,406.0,91.0,165.0,103.0,224.0,1355.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],43.0,42.0,https://pypi.org/project/niftynet,156.0,156.0,,,,,,,,3.0,,2019-10-10 10:59:33.000,1.0,,,,,,,,,,,,,,,,,,
511,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-09-27 15:14:50.000000,2023-09-27 15:14:33,667.0,,160.0,47.0,161.0,19.0,378.0,1306.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,156.0,151.0,https://pypi.org/project/dalex,19012.0,19327.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,11673.0,,,,,3.0,,2022-09-07 14:45:39.364,5.0,,,,,,,,,,,,,,,,,,
512,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-11-06 16:35:44.000000,2023-11-06 15:20:05,206.0,,322.0,49.0,43.0,94.0,,1300.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,True,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],424.0,416.0,https://pypi.org/project/keras-ocr,25651.0,46504.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,308.0,,,,,3.0,854697.0,2023-11-06 16:35:44.000,8.0,,,,,,,,,,,,,,,,,,
513,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1275.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1361.0,1348.0,https://pypi.org/project/livelossplot,14563.0,14563.0,,,,,,,,3.0,,2022-04-04 16:14:08.000,13.0,,,,,,,,,,,,,,,,,,
514,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,1.0,289.0,55.0,63.0,12.0,109.0,1210.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,1017.0,987.0,https://pypi.org/project/stockstats,10401.0,10401.0,,,,,,,,3.0,,2023-07-30 07:07:37.000,30.0,,,,,,,,,,,,,,,,,,
515,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,1.0,83.0,34.0,109.0,7.0,18.0,1149.0,A library of reinforcement learning building blocks in JAX.,21.0,25,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],213.0,202.0,https://pypi.org/project/rlax,1662104.0,1662104.0,,,,,,,,3.0,,2023-01-09 22:29:35.947,11.0,,google-deepmind/rlax,,,,,,,,,,,,,,,,
516,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,191.0,49.0,61.0,1.0,68.0,975.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],424.0,421.0,https://pypi.org/project/neural-structured-learning,15346.0,15346.0,,,,,,,,3.0,,2022-07-29 21:05:16.715,3.0,,,,,,,,,,,,,,,,,,
517,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-02-15 13:03:45.000000,2024-02-15 11:56:49,1514.0,126.0,64.0,13.0,396.0,27.0,455.0,935.0,dstack is an open-source toolkit for running GPU workloads on any cloud. It works seamlessly with any cloud GPU..,17.0,25,True,2024-02-15 09:48:39.000,0.15.1,171.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,1938.0,1938.0,,,,,,,,3.0,,2024-02-14 10:43:16.000,,,,,,,,,,,,,,,,,,,
518,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,255.0,42.0,72.0,103.0,188.0,913.0,Gaussian Process Optimization using GPy.,50.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,525.0,487.0,https://pypi.org/project/gpyopt,5926.0,5926.0,,,,,,,,2.0,,2020-03-19 11:37:45.000,38.0,,,,,,,,,,,,,,,,,,
519,detoxify,unitaryai/detoxify,nlp,,https://github.com/unitaryai/detoxify,https://github.com/unitaryai/detoxify,Apache-2.0,2020-09-23 15:24:21.000,2024-02-01 14:51:21.000000,2024-02-01 14:45:49,245.0,14.0,105.0,15.0,41.0,35.0,27.0,796.0,Trained models & code to predict toxic comments on all 3 Jigsaw Toxic Comment Challenges. Built using Pytorch..,12.0,25,True,2024-02-01 14:51:21.000,0.5.2,13.0,detoxify,,,,,544.0,529.0,https://pypi.org/project/detoxify,33080.0,42912.0,,,,,,,,3.0,383455.0,2024-02-01 14:51:21.000,15.0,,,,,,,,,,,,,,,,,,
520,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-01-22 19:27:29.000000,2024-01-22 19:26:50,471.0,5.0,50.0,8.0,53.0,166.0,233.0,574.0,python binding for libvips using cffi.,16.0,25,True,2024-01-04 12:00:44.000,2.2.2,25.0,pyvips,conda-forge/pyvips,,,,716.0,666.0,https://pypi.org/project/pyvips,43462.0,45294.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,73311.0,,,,,3.0,,2024-01-04 12:00:44.000,50.0,,,,,,,,,,,,,,,,,,
521,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-02-14 18:20:32.000000,2024-02-14 18:20:29,3727.0,24.0,67.0,47.0,352.0,24.0,389.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,25,False,2023-11-14 15:08:13.000,4.0.1,69.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,464.0,952.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,13194.0,,,,,3.0,13.0,2023-11-14 15:04:40.000,18.0,,,,,,,,,,,,,,,,,,
522,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,64.0,16.0,13.0,34.0,7.0,508.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3697.0,,https://pypi.org/project/whoosh,365334.0,372245.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,228085.0,,,,,3.0,,2016-04-04 01:19:40.000,3697.0,,,,,,,,,,,,,,,,,,
523,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,,2010-05-02 10:00:33.000,2023-12-26 16:13:16.000000,2023-12-26 16:13:16,6706.0,30.0,143.0,36.0,394.0,37.0,134.0,367.0,Neuroimaging in Python FMRI analysis package.,69.0,25,False,2023-12-21 16:45:52.000,0.6.0,8.0,nipy,conda-forge/nipy,,,,273.0,222.0,https://pypi.org/project/nipy,1219.0,2566.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,106440.0,,,,,3.0,,2023-12-21 16:45:52.000,51.0,,,,,,,,,,,,,,,,,,
524,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-02-10 05:41:03.000000,2024-02-10 05:41:02,526.0,13.0,54.0,40.0,273.0,18.0,60.0,297.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",37.0,25,False,2024-01-16 10:19:37.000,1.2.6,73.0,gokart,,,,,79.0,74.0,https://pypi.org/project/gokart,4031.0,4031.0,,,,,,,,3.0,,2024-01-16 10:19:37.000,5.0,,,,,,,,,,,,,,,,,,
525,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,138.0,43.0,141.0,98.0,4939.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1122.0,1106.0,https://pypi.org/project/textgenrnn,579.0,591.0,,,,,,,,3.0,894.0,2020-02-02 21:16:15.000,16.0,,,,,,,,,,,,,,,,,,
526,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-12-26 10:14:09.000000,2023-11-19 13:26:15,334.0,3.0,935.0,46.0,32.0,62.0,112.0,4737.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",20.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],184.0,176.0,https://pypi.org/project/scikit-opt,2458.0,2458.0,,,,,,,,3.0,,2022-01-14 08:49:08.000,8.0,,,,,,,,,,,,,,,,,,
527,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2023-12-31 12:14:36.000000,2021-06-02 09:45:13,150.0,,715.0,101.0,34.0,102.0,113.0,4418.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,24,False,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],127.0,122.0,https://pypi.org/project/ISR,4686.0,4689.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,233.0,3.0,,2020-01-08 15:37:35.000,5.0,,,,,,,,,,,,,,,,,,
528,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,59.0,51.0,,4250.0,Python Algorithmic Trading Library.,11.0,24,True,,,8.0,pyalgotrade,,,,,203.0,182.0,https://pypi.org/project/pyalgotrade,519.0,519.0,,,,,,,,3.0,,2018-08-21 01:48:25.000,21.0,,,,,,,,,,,,,,,,,,
529,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,718.0,64.0,247.0,129.0,824.0,3992.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,36.0,,https://pypi.org/project/stable-baselines,4394.0,4394.0,,,,,,,,3.0,,2021-04-06 12:38:10.521,36.0,,,,,,,,,,,,,,,,,,
530,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2024-01-29 16:27:55.000000,2024-01-29 16:24:42,1591.0,12.0,503.0,152.0,609.0,69.0,75.0,3507.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",166.0,24,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,,,['pytorch'],,,https://pypi.org/project/reagent,28.0,28.0,,,,,,,,3.0,,2020-05-27 20:58:01.000,,,,,,,,,,,,,,,,,,,
531,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2024-01-06 08:42:15.000000,2024-01-06 08:37:53,173.0,2.0,445.0,91.0,78.0,65.0,137.0,3340.0,Generate embeddings from large-scale graph-structured data.,31.0,24,True,2019-10-14 16:45:11.000,1.0.0,4.0,torchbiggraph,,,,['pytorch'],3.0,,https://pypi.org/project/torchbiggraph,299696.0,299699.0,,,,,,,,2.0,175.0,2019-10-14 16:44:41.000,3.0,,,,,,,,,,,,,,,,,,
532,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,108.0,396.0,3142.0,A high-performance distributed training framework for Reinforcement Learning.,42.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],123.0,122.0,https://pypi.org/project/parl,643.0,643.0,,,,,,,,3.0,,2022-05-13 04:46:41.000,1.0,,,,,,,,,,,,,,,,,,
533,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000000,2023-12-07 20:40:17,720.0,5.0,221.0,55.0,36.0,73.0,122.0,3095.0,A GUI for Pandas DataFrames.,15.0,24,False,2023-02-11 20:04:00.783,0.2.14,44.0,pandasgui,conda-forge/pandasgui,,,['pandas'],351.0,346.0,https://pypi.org/project/pandasgui,3778.0,4344.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,20969.0,,,,,3.0,,2021-08-14 09:14:51.000,5.0,,,,,,,,,,,,,,,,,,
534,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,510.0,110.0,73.0,183.0,117.0,3080.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,125.0,125.0,https://pypi.org/project/xlearn,703.0,766.0,,,,,,,,3.0,4493.0,,,,,,,,,,,,,,,,,,,,
535,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2024-01-26 20:28:01.000000,2023-12-09 00:22:24,2360.0,1.0,681.0,164.0,60.0,7.0,704.0,3018.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,24,True,2023-10-23 21:02:38.000,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,908.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,61702.0,,,,,3.0,4701.0,,,,,,,,,,,,,,,,,,,,
536,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,73.0,25.0,117.0,101.0,2974.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2906.0,2877.0,https://pypi.org/project/keras-vis,872.0,872.0,,,,,,,,3.0,,2017-07-06 05:11:22.255,29.0,,,,,,,,,,,,,,,,,,
