,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
502,Texar,asyml/texar,,nlp,https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05.000000,2020-09-17 07:03:55.000000,2020-07-29 00:38:30.000000,356,33.0,126.0,2184.0,1719.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",41.0,22,True,2019-11-19 04:11:18.000000,0.2.4,6.0,texar,,,,['tensorflow'],17.0,15.0,https://pypi.org/project/texar,2019-11-19 04:11:18.000000,2.0,181.0,181.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
503,Mars,mars-project/mars,,others,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000000,2021-07-29 15:08:00.000000,2021-07-29 13:33:06.000000,264,131.0,715.0,2175.0,859.0,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, pandas, Scikit-learn and..",22.0,22,True,2021-07-09 14:16:14.000000,0.6.11,87.0,pymars,,,,,0.0,,https://pypi.org/project/pymars,2021-07-09 14:16:14.000000,0.0,3668.0,3668.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
504,DDSP,magenta/ddsp,,audio,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000000,2021-07-22 22:56:25.000000,2021-07-22 02:35:43.000000,196,19.0,98.0,1910.0,,DDSP: Differentiable Digital Signal Processing.,27.0,22,True,2021-07-22 22:56:25.000000,1.6.2,35.0,ddsp,,,,['tensorflow'],13.0,13.0,https://pypi.org/project/ddsp,2021-07-22 22:55:50.000000,,2009.0,2009.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
505,STUMPY,TDAmeritrade/stumpy,,time-series-data,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000000,2021-07-28 11:53:53.364000,2021-07-28 11:42:45.000000,182,30.0,225.0,1859.0,,"STUMPY is a powerful and scalable Python library for computing a Matrix Profile, which can be used for a variety of..",23.0,22,True,2021-07-28 11:44:51.000000,1.9.2,22.0,stumpy,conda-forge/stumpy,,,,0.0,,https://pypi.org/project/stumpy,2021-07-28 11:44:51.000000,0.0,77193.0,78188.0,https://anaconda.org/conda-forge/stumpy,2021-07-28 11:53:53.364000,25887.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
506,vidgear,abhiTronix/vidgear,,image,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000000,2021-07-23 05:37:30.000000,2021-04-25 17:12:04.000000,135,4.0,158.0,1850.0,649.0,High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,6.0,22,True,2021-04-25 18:49:14.000000,idgear-0.2.1,13.0,vidgear,,,,,121.0,119.0,https://pypi.org/project/vidgear,2021-01-01 07:57:09.000000,2.0,2295.0,2308.0,,,,,,,,3.0,385.0,,,,,,,,,,,,,,,,,,,,
507,m2cgen,BayesWitnesses/m2cgen,,model-serialisation,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000000,2021-07-29 14:10:35.000000,2021-07-26 02:38:57.000000,153,36.0,46.0,1831.0,288.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",12.0,22,True,2020-09-18 19:17:26.000000,0.9.0,12.0,m2cgen,,,,,6.0,6.0,https://pypi.org/project/m2cgen,2020-09-18 19:16:17.000000,,28879.0,28879.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
508,accelerate,huggingface/accelerate,,pytorch-utils,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000000,2021-07-28 12:43:02.000000,2021-07-28 12:45:03.000000,74,20.0,56.0,1634.0,,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",20.0,22,True,2021-04-29 15:45:04.000000,0.3.0,5.0,accelerate,,,,['pytorch'],96.0,96.0,https://pypi.org/project/accelerate,2021-04-29 15:44:34.000000,0.0,13486.0,13486.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
509,lore,instacart/lore,,ml-experiments,https://github.com/instacart/lore,https://github.com/instacart/lore,MIT,2017-10-19 21:51:45.000000,2021-05-26 18:44:09.000000,2020-05-11 22:26:45.000000,119,16.0,18.0,1519.0,270.0,Lore makes machine learning approachable for Software Engineers and maintainable for Machine Learning Researchers.,22.0,22,False,2020-05-11 22:28:23.000000,0.8.4,231.0,lore,,,,,17.0,16.0,https://pypi.org/project/lore,2020-05-11 22:28:23.000000,1.0,2544.0,2544.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
510,Magnitude,plasticityai/magnitude,,nn-search,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000000,2021-02-23 18:10:43.000000,2020-07-17 20:19:46.000000,101,28.0,51.0,1462.0,350.0,"A fast, efficient universal vector embedding utility package.",4.0,22,True,2020-05-25 11:26:36.000000,0.1.143,128.0,pymagnitude,,,,,207.0,193.0,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000000,14.0,5266.0,5266.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
511,Talos,autonomio/talos,,hyperopt,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000000,2021-05-27 09:49:51.000000,2021-05-27 09:49:50.000000,242,35.0,352.0,1422.0,559.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",19.0,22,True,2020-11-09 16:48:30.000000,1.0,14.0,talos,,,,['tensorflow'],129.0,123.0,https://pypi.org/project/talos,2020-11-09 16:49:08.000000,6.0,2109.0,2109.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
512,Classy Vision,facebookresearch/ClassyVision,,image,https://github.com/facebookresearch/ClassyVision,https://github.com/facebookresearch/ClassyVision,MIT,2019-09-13 22:54:44.000000,2021-07-29 05:00:46.000000,2021-07-28 03:54:17.000000,234,53.0,58.0,1317.0,378.0,An end-to-end PyTorch framework for image and video classification.,63.0,22,True,2021-07-19 20:08:51.000000,0.6.0,17.0,classy_vision,conda-forge/classy_vision,,,['pytorch'],0.0,,https://pypi.org/project/classy_vision,2021-07-09 22:58:06.000000,0.0,883.0,1368.0,https://anaconda.org/conda-forge/classy_vision,2020-12-11 20:08:25.437000,8740.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
513,jiant,nyu-mll/jiant,,nlp,https://github.com/nyu-mll/jiant,https://github.com/nyu-mll/jiant,MIT,2018-06-18 18:12:47.000000,2021-07-26 19:02:52.000000,2021-07-26 19:02:52.000000,245,56.0,480.0,1304.0,1920.0,jiant is an nlp toolkit.,56.0,22,True,2021-05-10 18:56:39.000000,2.2.0,19.0,jiant,,,,,2.0,2.0,https://pypi.org/project/jiant,2021-05-10 18:56:39.000000,,191.0,191.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
514,NiftyNet,NifTK/NiftyNet,,medical-data,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51.000000,385,102.0,224.0,1286.0,2848.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,58.0,22,False,2019-10-10 10:59:33.000000,0.6.0,11.0,niftynet,,,,['tensorflow'],37.0,36.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000000,1.0,290.0,290.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
515,datatable,h2oai/datatable,,data-containers,https://github.com/h2oai/datatable,https://github.com/h2oai/datatable,MPL-2.0,2017-03-03 02:32:59.000000,2021-07-29 07:25:47.000000,2021-07-29 07:25:43.000000,113,128.0,1204.0,1267.0,,A Python package for manipulating 2-dimensional tabular data structures.,29.0,22,True,2021-07-02 00:15:35.000000,1.0.0,16.0,datatable,,,,,6.0,,https://pypi.org/project/datatable,2021-07-01 23:36:34.000000,6.0,66925.0,66948.0,,,,,,,,3.0,1087.0,,,,,,,,,,,,,,,,,,,,
516,Darts,unit8co/darts,,time-series-data,https://github.com/unit8co/darts,https://github.com/unit8co/darts,Apache-2.0,2018-09-13 15:17:28.000000,2021-07-29 11:45:54.000000,2021-07-17 13:19:11.000000,140,20.0,90.0,1248.0,409.0,A python library for easy manipulation and forecasting of time series.,32.0,22,True,2021-07-17 13:22:58.000000,0.9.1,15.0,u8darts,,unit8/darts,,,6.0,6.0,https://pypi.org/project/u8darts,2021-07-17 13:22:58.000000,0.0,3017.0,3020.0,,,,https://hub.docker.com/r/unit8/darts,2021-05-22 11:13:37.525957,,131.0,2.0,,,,,,,,,,,,,,,,,,,,,
517,MLBox,AxeldeRomblay/MLBox,,hyperopt,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000000,2021-05-21 15:42:44.000000,2020-08-25 09:26:27.000000,254,15.0,74.0,1233.0,1121.0,MLBox is a powerful Automated Machine Learning python library.,9.0,22,False,2020-08-25 09:32:37.000000,0.8.5,21.0,mlbox,,,,,26.0,26.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000000,,2773.0,2773.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
518,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-07-28 20:09:44.000000,2021-07-28 20:09:33.000000,153,83.0,197.0,1229.0,955.0,Time series forecasting with PyTorch.,18.0,22,True,2021-06-04 17:48:44.000000,0.9.0,27.0,pytorch-forecasting,,,,,,,https://pypi.org/project/pytorch-forecasting,2021-06-04 17:48:44.000000,,11068.0,11068.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
519,Pypeline,cgarciae/pypeln,,data-pipelines,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000000,2021-05-01 11:58:40.000000,2021-04-13 00:55:39.000000,71,14.0,37.0,1225.0,235.0,Concurrent data pipelines in Python .,10.0,22,True,2021-01-05 18:00:06.000000,0.4.7,34.0,pypeln,,,,,10.0,,https://pypi.org/project/pypeln,2021-01-05 18:00:06.000000,10.0,31335.0,31335.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
520,Higher,facebookresearch/higher,,pytorch-utils,https://github.com/facebookresearch/higher,https://github.com/facebookresearch/higher,Apache-2.0,2019-09-06 18:58:36.000000,2021-06-21 15:17:40.000000,2021-06-21 15:17:40.000000,83,35.0,49.0,1198.0,30.0,higher is a pytorch library allowing users to obtain higher order gradients over losses spanning training loops rather..,9.0,22,True,2020-07-14 12:20:32.000000,0.2.1,2.0,higher,,,,['pytorch'],66.0,66.0,https://pypi.org/project/higher,2020-07-14 12:20:32.000000,0.0,31227.0,31227.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
521,TabNet,dreamquark-ai/tabnet,,pytorch-utils,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000000,2021-06-24 08:47:54.000000,2021-05-27 09:32:27.000000,234,37.0,129.0,1163.0,168.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,18.0,22,True,2021-02-02 08:05:11.000000,3.1.1,17.0,pytorch-tabnet,,,,['pytorch'],0.0,,https://pypi.org/project/pytorch-tabnet,2021-02-02 08:05:11.000000,0.0,18225.0,18225.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
522,tensorrec,jfkirk/tensorrec,,recommender-systems,https://github.com/jfkirk/tensorrec,https://github.com/jfkirk/tensorrec,Apache-2.0,2017-02-28 18:51:11.000000,2021-06-08 20:06:07.000000,2020-02-04 21:10:25.000000,218,34.0,90.0,1153.0,334.0,A TensorFlow recommendation algorithm and framework in Python.,9.0,22,False,2019-04-02 00:53:47.000000,0.26.2,30.0,tensorrec,,,,['tensorflow'],29.0,26.0,https://pypi.org/project/tensorrec,2019-04-02 00:53:47.000000,3.0,1208.0,1208.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
523,RecBole,RUCAIBox/RecBole,,recommender-systems,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000000,2021-07-29 10:20:51.000000,2021-07-11 02:23:22.000000,180,38.0,122.0,1141.0,3028.0,"A unified, comprehensive and efficient recommendation library.",40.0,22,True,2021-04-06 09:53:37.000000,0.2.1,5.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2021-03-22 14:22:38.000000,,421.0,492.0,https://anaconda.org/aibox/recbole,2021-03-22 14:53:52.593000,572.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
524,lightly,lightly-ai/lightly,,image,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000000,2021-07-29 15:20:08.000000,2021-07-29 14:47:48.000000,63,52.0,154.0,1097.0,484.0,A python library for self-supervised learning on images.,11.0,22,True,2021-07-22 11:01:40.000000,1.1.16,28.0,lightly,,,,['pytorch'],17.0,17.0,https://pypi.org/project/lightly,2021-07-22 11:02:56.000000,0.0,2446.0,2446.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
525,gplearn,trevorstephens/gplearn,,others,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000000,2021-07-01 00:24:09.000000,2021-07-01 00:24:09.000000,168,37.0,124.0,979.0,147.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,22,True,2019-06-01 02:04:52.000000,0.4.1,5.0,gplearn,,,,['sklearn'],193.0,179.0,https://pypi.org/project/gplearn,2019-06-01 02:04:52.000000,14.0,1937.0,1937.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
526,ChainerRL,chainer/chainerrl,,reinforcement-learning,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2021-04-17 06:02:31.000000,2021-04-17 06:02:30.000000,208,75.0,147.0,970.0,3471.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,22,True,2020-02-14 05:35:56.000000,0.8.0,10.0,chainerrl,,,,,116.0,102.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,625.0,625.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
527,tf-explain,sicara/tf-explain,,interpretability,https://github.com/sicara/tf-explain,https://github.com/sicara/tf-explain,MIT,2019-07-15 08:26:24.000000,2021-06-22 10:19:30.000000,2021-06-22 10:19:30.000000,80,34.0,48.0,847.0,199.0,Interpretability Methods for tf.keras models with Tensorflow 2.x.,15.0,22,True,2021-02-16 18:59:38.000000,0.3.0,7.0,tf-explain,,,,['tensorflow'],87.0,85.0,https://pypi.org/project/tf-explain,2021-02-16 18:59:38.000000,2.0,1941.0,1941.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
528,alibi-detect,SeldonIO/alibi-detect,,others,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000000,2021-07-22 08:39:35.000000,2021-07-22 08:39:09.000000,81,69.0,85.0,782.0,374.0,"Algorithms for outlier, adversarial and drift detection.",8.0,22,True,2021-07-22 08:38:33.000000,0.7.1,16.0,alibi-detect,,,,,33.0,32.0,https://pypi.org/project/alibi-detect,2021-07-22 08:35:58.000000,1.0,15067.0,15067.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
529,Madmom,CPJKU/madmom,,audio,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000000,2021-05-06 10:13:17.000000,2019-12-19 14:46:37.000000,129,54.0,182.0,778.0,1722.0,Python audio and music signal processing library.,19.0,22,False,2018-11-14 14:57:41.000000,0.16.1,11.0,madmom,,,,,169.0,135.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000000,34.0,3653.0,3653.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
530,Node2Vec,eliorc/node2vec,,graph,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000000,2021-04-16 07:45:36.000000,2021-04-16 07:42:56.000000,175,3.0,64.0,744.0,56.0,Implementation of the node2vec algorithm.,8.0,22,True,2021-04-16 07:45:36.000000,0.4.3,14.0,node2vec,conda-forge/node2vec,,,,181.0,171.0,https://pypi.org/project/node2vec,2021-04-02 06:33:26.000000,10.0,8551.0,9037.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714000,18471.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
531,torch-scatter,rusty1s/pytorch_scatter,,pytorch-utils,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000000,2021-07-29 06:32:38.000000,2021-07-29 06:32:35.000000,82,71.0,133.0,717.0,924.0,PyTorch Extension Library of Optimized Scatter Operations.,16.0,22,True,2021-07-29 04:05:23.000000,2.0.8,28.0,torch-scatter,,,,['pytorch'],32.0,,https://pypi.org/project/torch-scatter,2021-07-29 04:05:23.000000,32.0,19384.0,19384.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
532,gmaps,pbugnion/gmaps,,geospatial-data,https://github.com/pbugnion/gmaps,https://github.com/pbugnion/gmaps,BSD-3-Clause,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,143,66.0,136.0,716.0,1380.0,Google maps for Jupyter notebooks.,16.0,22,False,2019-07-21 08:49:48.715000,0.9.0,94.0,gmaps,conda-forge/gmaps,,,['jupyter'],75.0,1.0,https://pypi.org/project/gmaps,2019-07-21 08:49:39.000000,74.0,10947.0,17417.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,237352.0,,,,,3.0,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1723.0,,,,,,,,,,,,,
533,lets-plot,JetBrains/lets-plot,,data-viz,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000000,2021-07-29 15:30:41.000000,2021-07-29 15:30:41.000000,23,73.0,119.0,649.0,2037.0,An open-source plotting library for statistical data.,15.0,22,True,2021-06-09 19:56:57.000000,2.0.4,36.0,lets-plot,,,,,11.0,11.0,https://pypi.org/project/lets-plot,2021-06-09 19:24:41.000000,0.0,5375.0,5379.0,,,,,,,,3.0,84.0,,,,,,,,,,,,,,,,,,,,
534,audiomentations,iver56/audiomentations,,audio,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000000,2021-07-29 09:36:45.000000,2021-07-29 09:36:45.000000,82,19.0,63.0,633.0,473.0,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,17.0,22,True,2021-06-25 11:15:10.000000,0.17.0,19.0,audiomentations,,,,,59.0,59.0,https://pypi.org/project/audiomentations,2021-06-25 11:15:10.000000,,2072.0,2072.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
535,TensorBoard Logger,TeamHG-Memex/tensorboard_logger,,ml-experiments,https://github.com/TeamHG-Memex/tensorboard_logger,https://github.com/TeamHG-Memex/tensorboard_logger,MIT,2016-10-27 14:02:25.000000,2021-06-09 17:35:49.000000,2019-10-21 07:52:07.000000,51,9.0,15.0,614.0,46.0,Log TensorBoard events without touching TensorFlow.,5.0,22,False,2018-02-08 07:28:51.000000,0.1.0,5.0,tensorboard_logger,,,,,96.0,,https://pypi.org/project/tensorboard_logger,2018-02-08 07:28:51.000000,96.0,91547.0,91547.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
536,Guild AI,guildai/guildai,,ml-experiments,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000000,2021-07-27 18:30:46.000000,2021-07-27 17:59:24.000000,44,106.0,171.0,606.0,4542.0,"Experiment tracking, ML developer tools.",18.0,22,True,2021-03-25 22:43:31.000000,0.7.3,171.0,guildai,,,,,36.0,36.0,https://pypi.org/project/guildai,2021-07-27 18:30:46.000000,,4241.0,4241.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
537,Mapbox GL,mapbox/mapboxgl-jupyter,,geospatial-data,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000000,2021-05-31 23:04:25.000000,2021-04-19 05:00:36.000000,121,35.0,67.0,574.0,221.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,21.0,22,True,2019-06-03 21:24:10.000000,0.10.2,20.0,mapboxgl,,,,['jupyter'],130.0,112.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000000,18.0,7162.0,7162.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
538,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2021-06-13 14:21:06.000000,2021-06-13 14:20:35.000000,82,16.0,67.0,471.0,322.0,"Read music meta data and length of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA and Wave files with python 2 or 3.",20.0,22,True,2020-11-05 12:44:52.000000,1.5.0,33.0,tinytag,,,,,483.0,387.0,https://pypi.org/project/tinytag,2020-11-05 12:44:52.000000,96.0,4884.0,4884.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
539,PyTorch Sparse,rusty1s/pytorch_sparse,,pytorch-utils,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000000,2021-07-29 15:14:13.000000,2021-07-29 15:14:10.000000,56,54.0,71.0,439.0,611.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,16.0,22,True,2021-06-17 07:47:37.000000,0.6.10,22.0,torch-sparse,,,,['pytorch'],34.0,,https://pypi.org/project/torch-sparse,2021-06-17 07:47:37.000000,34.0,18136.0,18136.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
540,PyWaffle,gyli/PyWaffle,,data-viz,https://github.com/gyli/PyWaffle,https://github.com/gyli/PyWaffle,MIT,2017-11-14 20:03:47.000000,2021-07-28 14:49:22.000000,2021-07-28 14:49:15.000000,71,2.0,11.0,437.0,254.0,Make Waffle Charts in Python.,6.0,22,True,2021-07-28 01:11:09.000000,0.6.3,24.0,pywaffle,,,,,77.0,77.0,https://pypi.org/project/pywaffle,2021-07-28 01:11:09.000000,0.0,1917.0,1917.0,,,,,,,,3.0,,2.0,,,,,,,,,,,,,,,,,,,
541,skope-rules,scikit-learn-contrib/skope-rules,,sklearn-utils,https://github.com/scikit-learn-contrib/skope-rules,https://github.com/scikit-learn-contrib/skope-rules,BSD-1-Clause,2018-02-18 13:42:47.000000,2021-05-12 08:25:18.000000,2020-10-23 14:31:57.000000,67,23.0,5.0,408.0,247.0,machine learning with logical rules in Python.,18.0,22,False,2020-12-11 09:37:02.000000,1.0.1,4.0,skope-rules,,,,['sklearn'],45.0,39.0,https://pypi.org/project/skope-rules,2020-01-25 12:01:37.000000,6.0,61127.0,61127.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
542,torch-cluster,rusty1s/pytorch_cluster,,graph,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000000,2021-07-03 19:33:27.000000,2021-07-03 19:33:23.000000,77,40.0,45.0,395.0,544.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,18.0,22,True,2021-03-01 13:58:47.000000,1.5.9,39.0,torch-cluster,,,,['pytorch'],32.0,,https://pypi.org/project/torch-cluster,2021-03-01 12:28:43.000000,32.0,8350.0,8350.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
543,lazypredict,shankarpandala/lazypredict,,hyperopt,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000000,2021-07-13 17:13:10.000000,2021-07-13 17:13:10.000000,84,23.0,30.0,380.0,195.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,14.0,22,True,2021-02-17 15:38:45.000000,0.2.9,11.0,lazypredict,,,,['sklearn'],114.0,114.0,https://pypi.org/project/lazypredict,2021-02-17 15:38:45.000000,,4792.0,4792.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
544,GeoViews,holoviz/geoviews,,geospatial-data,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000000,2021-04-13 11:40:25.000000,2021-04-13 11:40:25.000000,64,86.0,181.0,351.0,656.0,"Simple, concise geographical visualization in Python.",23.0,22,True,2021-03-13 16:29:11.000000,1.9.1,26.0,geoviews,conda-forge/geoviews,,,,21.0,1.0,https://pypi.org/project/geoviews,2021-03-13 16:29:11.000000,20.0,6522.0,8375.0,https://anaconda.org/conda-forge/geoviews,2021-03-14 15:19:05.550000,74156.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
545,scikit-rebate,EpistasisLab/scikit-rebate,,others,https://github.com/EpistasisLab/scikit-rebate,https://github.com/EpistasisLab/scikit-rebate,MIT,2016-09-19 13:36:17.000000,2021-05-18 21:20:09.000000,2021-02-15 17:10:59.000000,60,13.0,19.0,324.0,283.0,"A scikit-learn-compatible Python implementation of ReBATE, a suite of Relief-based feature selection algorithms for..",13.0,22,True,2017-04-12 16:12:01.000000,0.3.4,13.0,skrebate,,,,['sklearn'],204.0,142.0,https://pypi.org/project/skrebate,2021-03-20 17:11:52.000000,62.0,4451.0,4451.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
546,pysparkling,svenkreiss/pysparkling,,data-pipelines,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,MIT,2015-05-09 19:23:20.000000,2021-03-05 14:35:43.000000,2021-02-22 17:29:11.000000,45,7.0,21.0,237.0,1527.0,A pure Python implementation of Apache Spark's RDD and DStream interfaces.,10.0,22,False,2021-01-10 21:15:26.000000,0.6.1,68.0,pysparkling,,,,,83.0,69.0,https://pypi.org/project/pysparkling,2021-01-10 21:15:26.000000,14.0,26651.0,26651.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
