,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
440,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-12-29 06:50:10.000000,2022-12-23 03:42:29,1272,22.0,312,90.0,2121.0,212.0,958.0,2531,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",45.0,26,True,2022-06-12 11:43:21.000,0.9.0,115.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,25833.0,25833.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-12-14 21:09:05.393000,2022-12-14 14:07:28,1015,5.0,310,42.0,53.0,117.0,408.0,2382,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",20.0,26,True,2022-12-14 14:10:03.000,0.11.4,78.0,mljar-supervised,conda-forge/mljar-supervised,,,,62.0,60.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,5443.0,5771.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-14 21:09:05.393,5913.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
442,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-12-19 13:11:50.000000,2022-12-19 13:11:10,3188,6.0,475,111.0,312.0,375.0,619.0,2263,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",75.0,26,False,2015-03-31 16:33:30.000,2.0,15.0,essentia,,,,,371.0,357.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,5426.0,5426.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
443,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-12-02 18:19:22.000000,2022-10-19 10:24:07,1108,1.0,323,45.0,54.0,49.0,193.0,2203,Graph Neural Networks with Keras and Tensorflow 2.,24.0,26,True,2022-07-22 15:16:38.000,1.2,33.0,spektral,,,,['tensorflow'],171.0,168.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,3.0,4600.0,4600.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
444,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-31 08:37:05.000000,2022-08-31 08:37:05,12564,,80,42.0,45.0,12.0,68.0,1908,The friendly PIL fork.,385.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,41901.0,41901.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-12-24 01:00:34.000000,2022-11-14 06:58:52,172,7.0,202,45.0,73.0,12.0,107.0,1744,A Python library that helps data scientists to infer causation rather than observing correlation.,30.0,26,True,2022-11-16 15:09:31.000,0.11.1,16.0,causalnex,,,,"['pytorch', 'sklearn']",66.0,64.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,6195.0,6195.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
446,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2022-12-29 06:33:30.000000,2022-12-29 06:33:30,1395,128.0,183,42.0,1821.0,11.0,518.0,1716,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,26,True,2022-12-02 13:36:05.650,0.9.0,19.0,towhee,,,,,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,937.0,998.0,,,,,,,,3.0,,743.0,,,,,,,,,,,,,,,,,,
447,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-12-23 20:49:23.000000,2022-12-22 18:32:59,755,19.0,381,61.0,193.0,88.0,87.0,1698,Library for training machine learning models with privacy for training data.,50.0,26,True,2022-10-19 20:29:02.229,0.8.7,25.0,tensorflow-privacy,,,,['tensorflow'],7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,33651.0,33653.0,,,,,,,,3.0,,91.0,,,,,,,,,,,,,,,,,,
448,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-12-06 23:36:14.000000,2022-05-20 06:22:46,1220,,276,55.0,1311.0,229.0,805.0,1582,A toolkit for reproducible reinforcement learning research.,78.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],61.0,59.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,643.0,643.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
449,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-11-30 18:31:11.000000,2022-11-30 18:31:05,843,4.0,119,32.0,400.0,54.0,324.0,1570,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,,,,,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,130019.0,130019.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
450,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-11-30 18:31:11.000000,2022-11-30 18:31:05,843,4.0,119,32.0,400.0,54.0,324.0,1570,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,conda-forge/orbit-ml,,,,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,130019.0,130213.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,2134.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
451,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-11-22 01:40:36.000000,2022-11-22 01:40:30,491,4.0,343,79.0,89.0,68.0,243.0,1544,bt - flexible backtesting for Python.,27.0,26,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,182.0,161.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,6646.0,7182.0,https://anaconda.org/conda-forge/bt,2022-11-12 20:42:40.483,10725.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
452,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2022-12-08 09:57:51.000000,2022-12-08 09:17:58,456,2.0,234,45.0,44.0,20.0,89.0,1456,Contextually-keyed word vectors.,18.0,26,True,2022-12-08 13:16:53.000,2.0.1,23.0,sense2vec,conda-forge/sense2vec,,,,217.0,206.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,11.0,6665.0,8221.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,30341.0,,,,,3.0,,43679.0,,,,,,,,,,,,,,,,,,
453,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-12-05 09:47:45.000000,2022-12-05 09:47:44,384,3.0,145,25.0,72.0,38.0,32.0,1406,A Python package for time series classification.,13.0,26,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,306.0,295.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,94007.0,94404.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,15887.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
454,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286,,220,49.0,183.0,52.0,119.0,1301,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],261.0,250.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,37525.0,37770.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,8092.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-11-09 20:58:15.000000,2022-11-03 13:41:59,433,15.0,265,51.0,100.0,53.0,29.0,1227,Interpretability and explainability of data and machine learning models.,39.0,26,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,,69.0,68.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1970.0,1970.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
456,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-12-29 05:05:09.000000,2022-12-21 21:35:14,5682,177.0,218,42.0,1885.0,244.0,963.0,1174,cuGraph - RAPIDS Graph Analytics Library.,92.0,26,True,2022-12-09 18:15:26.000,22.12.00,24.0,cugraph,conda-forge/libcugraph,,,,3.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,97.0,696.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,11991.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
457,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202,,167,24.0,35.0,3.0,111.0,1130,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1304.0,1275.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,30548.0,30548.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
458,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-12-24 01:52:28.000000,2022-12-24 01:52:28,204,4.0,296,45.0,41.0,74.0,109.0,1115,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,26,True,2022-12-24 01:56:46.564,0.9.2,32.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],167.0,165.0,https://pypi.org/project/keras-ocr,2022-05-19 13:11:05.000,2.0,7088.0,22607.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,133.0,,,,,3.0,,418891.0,,,,,,,,,,,,,,,,,,
459,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-08-01 15:32:54.853000,2022-07-23 22:25:53,4188,,285,81.0,633.0,10.0,602.0,1084,PySAL: Python Spatial Analysis Library Meta-Package.,77.0,26,True,2022-07-31 21:00:14.000,2.7.0,30.0,pysal,conda-forge/pysal,,,,32.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,32.0,13776.0,19843.0,https://anaconda.org/conda-forge/pysal,2022-08-01 15:32:54.853,467187.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
460,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2022-12-25 16:41:52.000000,2022-12-23 20:01:18,791,20.0,250,73.0,412.0,27.0,170.0,1065,Underthesea - Vietnamese NLP Toolkit.,17.0,26,False,2022-12-25 16:41:52.000,1.4.1,109.0,underthesea,,,,,518.0,494.0,https://pypi.org/project/underthesea,2022-06-28 00:41:15.000,24.0,7295.0,7322.0,,,,,,,,3.0,,1809.0,,,,,,,,,,,,,,,,,,
461,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2022-10-26 12:12:41.000000,2022-10-26 12:11:58,152,9.0,137,28.0,16.0,4.0,58.0,1039,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,2022-10-03 01:43:19.267,0.1.58,65.0,autoviz,conda-forge/autoviz,,,,315.0,309.0,https://pypi.org/project/autoviz,2022-06-17 13:38:21.000,6.0,114181.0,115678.0,https://anaconda.org/conda-forge/autoviz,2022-10-03 14:11:33.149,23956.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
462,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167,,308,71.0,83.0,27.0,26.0,1015,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1130.0,996.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,23901.0,24247.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,20123.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
463,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-11-06 01:01:06.000000,2022-01-06 15:08:19,1746,,163,41.0,253.0,59.0,208.0,1011,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,273.0,246.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2947.0,2947.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
464,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2022-12-28 22:38:25.000000,2022-12-26 22:36:15,9427,621.0,192,34.0,1295.0,181.0,305.0,874,Computations and statistics on manifolds with geometric structures.,74.0,26,True,2022-04-22 22:08:06.000,2.5.0,30.0,geomstats,conda-forge/geomstats,,https://geomstats.github.io/,,,,https://pypi.org/project/geomstats,2022-04-22 18:02:54.000,,932.0,1082.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:18.061,903.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
465,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2022-12-26 00:58:06.000000,2022-12-18 20:51:11,778,28.0,175,22.0,75.0,22.0,161.0,872,Survival analysis built on top of scikit-learn.,14.0,26,False,2022-10-24 17:57:57.000,0.19.0.post1,23.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],192.0,192.0,https://pypi.org/project/scikit-survival,2022-10-24 18:41:20.000,,56115.0,58022.0,https://anaconda.org/conda-forge/scikit-survival,2022-10-24 21:36:08.074,24796.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
466,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-12-13 10:34:08.000000,2022-11-03 07:55:31,1124,1.0,204,59.0,243.0,9.0,328.0,837,Search and download Copernicus Sentinel satellite images.,42.0,26,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,407.0,377.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,10520.0,11085.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,14637.0,,,,,3.0,,237.0,,,,,,,,,,,,,,,,,,
467,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-12-22 11:16:43.000000,2022-07-14 08:00:56,2055,,181,39.0,490.0,70.0,345.0,775,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,38.0,26,False,2022-07-14 08:48:38.994,1.4.0,42.0,smac,conda-forge/smac,,,,37.0,,https://pypi.org/project/smac,2022-06-23 10:13:27.000,37.0,29249.0,29733.0,https://anaconda.org/conda-forge/smac,2022-09-21 22:16:32.932,10180.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
468,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-12-23 10:24:21.000000,2022-12-23 10:24:19,710,12.0,120,15.0,82.0,33.0,193.0,754,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,36.0,26,True,2022-12-22 14:51:27.000,0.6.16,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,24486.0,29845.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-08-23 21:17:59.077,160780.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
469,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-12-29 10:27:38.000000,2022-12-07 16:40:03,712,6.0,68,30.0,295.0,111.0,199.0,444,"Simple, concise geographical visualization in Python.",28.0,26,True,2022-03-08 14:57:27.000,1.9.5,38.0,geoviews,conda-forge/geoviews,,,,562.0,534.0,https://pypi.org/project/geoviews,2022-03-08 14:57:27.000,28.0,7343.0,9877.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,144475.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
470,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46,,204,22.0,16.0,45.0,23.0,417,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4538.0,4267.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,271.0,184813.0,185817.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,32153.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
471,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2022-12-22 21:34:34.000000,2022-12-22 21:34:29,574,3.0,73,27.0,312.0,60.0,27.0,340,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],200.0,199.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,1.0,79326.0,79326.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2022-12-01 06:51:04.000000,2022-12-01 06:50:58,728,31.0,72,14.0,25.0,2.0,40.0,292,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,13.0,26,False,2022-07-03 21:21:01.000,2.9.1,54.0,pymap3d,conda-forge/pymap3d,,,,230.0,215.0,https://pypi.org/project/pymap3d,2022-07-03 21:24:08.000,15.0,95141.0,96336.0,https://anaconda.org/conda-forge/pymap3d,2022-07-04 06:23:12.422,39460.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
473,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2022-12-21 04:17:36.000000,2022-11-15 00:45:06,1227,80.0,848,173.0,309.0,22.0,111.0,9638,You like pytorch? You like micrograd? You love tinygrad!.,70.0,25,True,2022-11-08 16:49:28.000,0.4.0,1.0,,,,,['pytorch'],5.0,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
474,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-12-19 21:59:09.000000,2022-12-19 21:59:03,1612,2.0,752,145.0,1550.0,102.0,124.0,7268,Trax Deep Learning with Clear Code and Speed.,78.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,88.0,88.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,4923.0,4923.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
475,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084,,974,184.0,325.0,334.0,289.0,5661,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,100.0,97.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,455.0,514.0,,,,,,,,3.0,,3609.0,,,,,,,,,,,,,,,,,,
476,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174,,749,138.0,43.0,141.0,98.0,4834,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1058.0,1043.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,3361.0,3375.0,,,,,,,,3.0,,785.0,,,,,,,,,,,,,,,,,,
477,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2022-12-29 14:34:11.000000,2022-11-15 17:33:35,505,41.0,394,63.0,84.0,48.0,74.0,4296,Finding duplicate images made easy!.,11.0,25,True,2022-10-15 10:24:37.000,0.3.0,10.0,imagededup,,,,['tensorflow'],34.0,30.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000,4.0,1374.0,1374.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
478,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-12-29 11:21:18.000000,2022-12-29 11:21:18,2927,168.0,533,86.0,3225.0,232.0,1099.0,4178,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,80.0,25,True,2022-12-28 09:52:43.000,1.21.0,61.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
479,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-11-03 00:36:59.000000,2022-07-29 10:37:24,205,,951,98.0,60.0,243.0,263.0,4158,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,22213.0,22213.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
480,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154,,511,136.0,648.0,62.0,197.0,3739,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,12.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,12.0,2283.0,2283.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
481,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-12-11 00:19:23.000000,2022-08-06 21:47:18,182,,331,58.0,49.0,62.0,52.0,3365,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,123.0,121.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,39346.0,39346.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
482,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-08-23 09:45:09.000000,2022-06-05 10:44:18,1342,,528,108.0,71.0,193.0,114.0,3028,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,114.0,102.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,2637.0,2701.0,,,,,,,,3.0,,3669.0,,,,,,,,,,,,,,,,,,
