,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
368,Ciphey,Ciphey/Ciphey,,nlp,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000000,2021-05-28 09:08:10.000000,2021-05-28 09:08:09.000000,394,59.0,196.0,6960,1786.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",44.0,24,True,2021-05-23 10:21:18.000000,5.13.0,49.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-05-23 10:20:17.000000,,7733.0,8159.0,,,,https://hub.docker.com/r/remnux/ciphey,2021-05-24 19:37:52.364520,3.0,9807.0,3.0,,,,,,,,,,,,,,,,,,,,,,
369,NuPIC,numenta/nupic,,ml-frameworks,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000000,2021-03-25 21:39:47.000000,2019-10-23 20:45:07.000000,1585,456.0,1337.0,6247,6625.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",121.0,24,False,2018-06-01 15:37:54.000000,1.0.5,53.0,nupic,,,,,139.0,101.0,https://pypi.org/project/nupic,2018-06-01 15:37:54.000000,38.0,3177.0,3177.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
370,Face Alignment,1adrianb/face-alignment,,image,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000000,2021-05-05 16:30:37.000000,2021-05-05 16:30:24.000000,1054,40.0,204.0,4956,204.0,2D and 3D Face alignment library build using pytorch.,23.0,24,True,2021-04-28 22:17:22.000000,1.3.4,10.0,face-alignment,,,,['pytorch'],12.0,,https://pypi.org/project/face-alignment,2021-04-28 22:17:22.000000,12.0,6870.0,6870.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
371,flashtext,vi3k6i5/flashtext,,nlp,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2021-04-29 02:55:52.000000,2020-05-03 07:13:22.000000,548,54.0,49.0,4777,108.0,Extract Keywords from sentence or Replace keywords in sentences.,8.0,24,False,,,18.0,flashtext,,,,,501.0,469.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,32.0,338818.0,338818.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
372,Lasagne,Lasagne/Lasagne,,ml-frameworks,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000000,2019-11-20 20:28:31.000000,2019-11-20 20:28:30.000000,983,139.0,402.0,3777,1161.0,Lightweight library to build and train neural networks in Theano.,72.0,24,False,2015-08-13 21:00:09.000000,0.1,1.0,lasagne,,,,,1327.0,821.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000000,506.0,2549.0,2549.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
373,torchdiffeq,rtqichen/torchdiffeq,,pytorch-utils,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000000,2021-06-02 23:05:29.000000,2021-06-02 23:04:37.000000,612,27.0,116.0,3539,218.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,19.0,24,True,2021-06-02 23:04:51.000000,0.2.2,6.0,torchdiffeq,,,,['pytorch'],98.0,98.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000000,0.0,4627.0,4627.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
374,ArrayFire,arrayfire/arrayfire,,gpu-utilities,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000000,2021-06-01 20:53:34.000000,2021-05-21 02:00:15.000000,475,239.0,1238.0,3510,5726.0,ArrayFire: a general purpose GPU library.,82.0,24,True,2021-01-08 21:41:09.000000,3.8.0,30.0,arrayfire,,,,,8.0,,https://pypi.org/project/arrayfire,2021-03-05 17:36:30.000000,8.0,1430.0,1447.0,,,,,,,,2.0,1253.0,,,,,,,,,,,,,,,,,,,,,
375,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2021-05-03 12:18:32.000000,2021-05-03 12:18:31.000000,469,51.0,196.0,3501,2154.0,Snips Python library to extract meaning from text.,22.0,24,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,16.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,16.0,4368.0,4368.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
376,einops,arogozhnikov/einops,,ml-frameworks,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000000,2021-06-03 06:57:42.000000,2021-06-03 06:57:42.000000,115,23.0,46.0,3148,310.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",12.0,24,True,2020-09-08 08:33:29.000000,0.3,3.0,einops,conda-forge/einops,,,,601.0,591.0,https://pypi.org/project/einops,2020-09-08 08:21:26.000000,10.0,104623.0,104866.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:19.681000,5105.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
377,DoWhy,Microsoft/dowhy,,interpretability,https://github.com/microsoft/dowhy,https://github.com/microsoft/dowhy,MIT,2018-05-31 13:07:04.000000,2021-05-31 08:57:08.000000,2021-05-31 08:57:08.000000,442,26.0,94.0,2956,451.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,43.0,24,True,2021-03-03 03:44:46.000000,0.6,6.0,dowhy,conda-forge/dowhy,,,,41.0,41.0,https://pypi.org/project/dowhy,2021-03-03 03:45:16.000000,0.0,27502.0,27670.0,https://anaconda.org/conda-forge/dowhy,2021-04-28 19:20:04.698000,2177.0,,,,,2.0,23.0,,,,,,,,,,,,,,,,,,,,,
378,xLearn,aksnzhy/xlearn,,ml-frameworks,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35.000000,515,190.0,107.0,2886,1340.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000000,0.4.4,15.0,xlearn,,,,,64.0,62.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000000,2.0,4914.0,4979.0,,,,,,,,3.0,2568.0,,,,,,,,,,,,,,,,,,,,,
379,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,595,114.0,99.0,2826,195.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1100.0,1044.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,56.0,3397.0,3397.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
380,Gradio,gradio-app/gradio,,others,https://github.com/gradio-app/gradio,https://github.com/gradio-app/gradio,Apache-2.0,2018-12-19 08:24:04.000000,2021-06-02 18:20:55.000000,2021-06-02 18:20:44.000000,175,17.0,111.0,2693,1066.0,"Wrap UIs around any model, share with anyone.",19.0,24,True,2021-06-01 20:25:06.000000,2.0.2,100.0,gradio,,,,,152.0,150.0,https://pypi.org/project/gradio,2021-06-01 20:25:06.000000,2.0,6615.0,6615.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
381,D-Tale,man-group/dtale,,data-viz,https://github.com/man-group/dtale,https://github.com/man-group/dtale,LGPL-2.1,2019-07-15 09:34:48.000000,2021-06-03 03:49:23.000000,2021-06-01 00:59:40.000000,187,37.0,321.0,2418,426.0,Visualizer for pandas data structures.,15.0,24,True,2021-05-29 00:12:35.000000,1.48.0,121.0,dtale,conda-forge/dtale,,,"['pandas', 'jupyter']",165.0,165.0,https://pypi.org/project/dtale,2021-05-29 00:10:04.000000,0.0,12184.0,15877.0,https://anaconda.org/conda-forge/dtale,2021-05-29 00:28:51.336000,59103.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
382,Core ML Tools,apple/coremltools,,model-serialisation,https://github.com/apple/coremltools,https://github.com/apple/coremltools,BSD-3-Clause,2017-06-30 07:39:02.000000,2021-05-20 17:58:42.000000,2021-05-20 17:14:24.000000,365,363.0,354.0,2227,,"Core ML tools contain supporting tools for Core ML model conversion, editing, and validation.",113.0,24,True,2021-02-05 02:07:15.000000,4.1,28.0,coremltools,,,,,805.0,539.0,https://pypi.org/project/coremltools,2021-02-05 01:28:44.000000,266.0,49940.0,49997.0,,,,,,,,2.0,2603.0,,,,,,,,,,,,,,,,,,,,,
383,Acme,deepmind/acme,,reinforcement-learning,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2021-05-31 08:00:47.000000,2021-05-31 08:00:13.000000,226,49.0,58.0,2097,452.0,A library of reinforcement learning components and agents.,39.0,24,True,2021-05-26 17:12:29.000000,0.2.1,10.0,dm-acme,,,,['tensorflow'],29.0,29.0,https://pypi.org/project/dm-acme,2021-05-26 17:12:54.000000,0.0,1496.0,1496.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
384,SRU,asappresearch/sru,,pytorch-utils,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000000,2021-05-19 16:48:02.000000,2021-05-19 15:52:48.000000,290,52.0,65.0,1947,400.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,24,True,2021-05-18 16:13:10.000000,2.6.0,29.0,sru,,,,['pytorch'],18.0,16.0,https://pypi.org/project/sru,2021-05-18 16:13:10.000000,2.0,4094.0,4094.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
385,Alphalens,quantopian/alphalens,,financial-data,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000000,2020-09-05 16:48:14.000000,2020-04-27 18:40:41.000000,720,38.0,145.0,1929,522.0,Performance analysis of predictive (alpha) stock factors.,25.0,24,False,2020-04-30 15:42:52.000000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,425.0,397.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000000,28.0,3088.0,3378.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922000,11620.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
386,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2021-04-08 15:39:47.000000,2021-01-26 22:23:57.000000,229,14.0,49.0,1923,445.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,17.0,24,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],241.0,223.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,6330.0,6330.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
387,python_speech_features,jameslyons/python_speech_features,,audio,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000000,2020-12-31 13:27:02.000000,2020-12-31 13:27:01.000000,552,23.0,49.0,1912,120.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,18.0,24,True,2020-01-14 14:12:10.000000,0.6.1,6.0,python_speech_features,,,,,300.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000000,300.0,124907.0,124907.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
388,DDSP,magenta/ddsp,,audio,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000000,2021-06-02 22:31:38.000000,2021-06-02 20:50:38.000000,188,18.0,97.0,1861,374.0,DDSP: Differentiable Digital Signal Processing.,26.0,24,True,2021-04-19 04:30:53.000000,1.3.0,32.0,ddsp,,,,['tensorflow'],11.0,11.0,https://pypi.org/project/ddsp,2021-06-02 20:59:06.000000,,1593.0,1593.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
389,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-06-03 12:41:36.000000,2021-06-03 12:41:36.000000,413,307.0,579.0,1834,2832.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",71.0,24,False,2015-03-31 16:33:30.000000,2.0,9.0,essentia,,,,,201.0,191.0,https://pypi.org/project/essentia,2021-01-13 00:12:18.000000,10.0,3824.0,3824.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
390,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-06-01 14:56:51.000000,2021-03-24 08:34:28.000000,225,27.0,128.0,1761,945.0,Graph Neural Networks with Keras and Tensorflow 2.,16.0,24,True,2021-03-20 11:39:58.000000,1.0.6,29.0,spektral,,,,"['tensorflow""']",55.0,55.0,https://pypi.org/project/spektral,2021-03-20 11:39:58.000000,0.0,3422.0,3422.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
391,HyperTools,ContextLab/hypertools,,data-viz,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000000,2021-01-06 14:11:39.000000,2021-01-06 14:11:38.000000,152,66.0,122.0,1631,1591.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,24,True,2020-10-02 21:41:53.000000,0.6.3,19.0,hypertools,,,,,129.0,120.0,https://pypi.org/project/hypertools,2020-10-02 21:41:53.000000,9.0,1754.0,1754.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
392,dtreeviz,parrt/dtreeviz,,interpretability,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000000,2021-05-28 11:22:03.000000,2021-05-27 19:09:47.000000,208,20.0,80.0,1545,364.0,A python library for decision tree visualization and model interpretation.,16.0,24,True,2021-03-16 21:49:18.000000,1.2,23.0,dtreeviz,,,,,164.0,160.0,https://pypi.org/project/dtreeviz,2021-04-05 19:35:08.000000,4.0,36305.0,36305.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
393,mtcnn,ipazc/mtcnn,,image,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000000,2021-02-03 15:49:06.000000,2021-01-13 23:50:58.000000,393,56.0,36.0,1530,55.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",14.0,24,True,2019-11-14 17:37:05.000000,0.1.0,10.0,mtcnn,,,,['tensorflow'],1209.0,1167.0,https://pypi.org/project/mtcnn,2019-11-14 17:37:05.000000,42.0,23679.0,23679.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
394,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-06-01 22:24:45.000000,2021-03-10 15:44:00.000000,117,67.0,108.0,1436,978.0,Extract Transform Load for Python 3.5+.,37.0,24,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,167.0,115.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,52.0,8268.0,8268.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
395,IB-insync,erdewit/ib_insync,,financial-data,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000000,2021-05-31 09:40:24.000000,2021-05-31 09:40:19.000000,431,8.0,315.0,1427,585.0,Python sync/async framework for Interactive Brokers API.,28.0,24,True,2021-04-26 18:22:55.000000,0.9.66,91.0,ib_insync,conda-forge/ib-insync,,,,12.0,,https://pypi.org/project/ib_insync,2021-04-26 18:22:55.000000,12.0,5875.0,6303.0,https://anaconda.org/conda-forge/ib-insync,2021-02-25 02:28:19.625000,9866.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
396,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,190,30.0,35.0,1321,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,24,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,,,['pytorch'],632.0,582.0,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,15174.0,15174.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
397,fklearn,nubank/fklearn,,ml-frameworks,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000000,2021-04-28 13:19:12.000000,2021-04-28 13:19:08.000000,149,19.0,20.0,1317,118.0,fklearn: Functional Machine Learning.,37.0,24,True,2021-02-09 17:12:04.000000,1.22.0,20.0,fklearn,,,,,10.0,10.0,https://pypi.org/project/fklearn,2021-02-09 17:12:04.000000,,9203.0,9203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
398,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-05-31 12:57:45.000000,2021-01-07 09:40:40.000000,195,55.0,51.0,1254,648.0,A modular active learning framework for Python.,14.0,24,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],85.0,77.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,2686.0,2686.0,,,,,,,,2.0,14.0,,,,,,,,,,,,,,,,,,,,,
399,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2021-04-19 07:05:28.000000,2021-04-18 01:50:23.000000,209,16.0,83.0,1235,452.0,Contextually-keyed word vectors.,15.0,24,True,2021-04-19 07:05:28.000000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,,,80.0,68.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000000,12.0,4569.0,5904.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,19053.0,,,,,3.0,16268.0,,,,,,,,,,,,,,,,,,,,,
400,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2021-05-26 01:40:27.000000,2021-05-26 01:40:25.000000,223,205.0,787.0,1174,1212.0,A toolkit for reproducible reinforcement learning research.,75.0,24,True,2021-03-23 22:18:36.000000,2021.3.0,21.0,garage,,,,['tensorflow'],19.0,19.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000000,0.0,336.0,336.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
401,pycm,sepandhaghighi/pycm,,others,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000000,2021-05-30 19:40:15.000000,2021-03-11 15:42:19.000000,94,12.0,155.0,1098,2619.0,Multi-class confusion matrix library in Python.,14.0,24,True,2021-03-11 15:51:49.000000,3.1,35.0,pycm,,,,,115.0,105.0,https://pypi.org/project/pycm,2021-03-11 15:52:23.000000,10.0,11617.0,11617.0,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
402,livelossplot,stared/livelossplot,,ml-experiments,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000000,2021-06-03 10:49:47.000000,2021-02-07 23:24:31.000000,138,3.0,70.0,1080,323.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",16.0,24,True,2021-02-03 16:25:47.000000,0.5.4,24.0,livelossplot,,,,['jupyter'],544.0,534.0,https://pypi.org/project/livelossplot,2021-02-03 16:25:47.000000,10.0,37028.0,37028.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
403,spacy-transformers,explosion/spacy-transformers,,nlp,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000000,2021-05-17 08:02:39.000000,2021-05-14 14:10:04.000000,113,48.0,,959,1329.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",15.0,24,True,2021-04-21 07:12:29.000000,1.0.2,44.0,spacy-transformers,,,,['spacy'],177.0,171.0,https://pypi.org/project/spacy-transformers,2021-02-02 09:54:58.000000,6.0,39315.0,39315.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
404,PennyLane,PennyLaneAI/PennyLane,,others,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000000,2021-06-03 14:52:36.000000,2021-06-03 14:25:30.000000,270,102.0,305.0,885,1958.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,59.0,24,True,2021-05-03 08:34:16.000000,0.15.1,22.0,pennylane,,,,,20.0,,https://pypi.org/project/pennylane,2021-05-03 08:31:01.000000,20.0,6244.0,6245.0,,,,,,,,2.0,56.0,,,,,,,,,,,,,,,,,,,,,
405,PySAL,pysal/pysal,,geospatial-data,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000000,2021-02-08 21:30:44.240000,2021-02-01 00:35:48.000000,241,58.0,585.0,850,4119.0,PySAL: Python Spatial Analysis Library Meta-Package.,71.0,24,True,2021-02-02 02:59:42.000000,2.4.0,25.0,pysal,conda-forge/pysal,,,,36.0,,https://pypi.org/project/pysal,2021-02-02 02:59:42.000000,36.0,13231.0,20228.0,https://anaconda.org/conda-forge/pysal,2021-02-08 21:30:44.240000,412852.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
406,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-06-02 15:27:38.000000,2021-06-02 15:27:13.000000,88,6.0,86.0,840,553.0,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2021-04-25 19:32:11.000000,0.6.0,21.0,opentsne,conda-forge/opentsne,,,,224.0,220.0,https://pypi.org/project/opentsne,2021-04-25 19:24:59.000000,4.0,25779.0,29113.0,https://anaconda.org/conda-forge/opentsne,2021-05-28 14:28:32.305000,100025.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
407,pyclustering,annoviko/pyclustering,,others,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000000,2021-02-12 23:22:26.000000,2021-02-12 19:04:59.000000,196,52.0,584.0,838,2079.0,"pyclustring is a Python, C++ data mining library.",26.0,24,True,2020-11-25 22:33:07.000000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,237.0,201.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000000,36.0,49857.0,51087.0,https://anaconda.org/conda-forge/pyclustering,2021-01-25 21:14:55.053000,22059.0,,,,,2.0,333.0,,,,,,,,,,,,,,,,,,,,,
408,pyopencl,inducer/pyopencl,,others,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000000,2021-06-02 00:24:24.000000,2021-06-02 00:24:23.000000,212,59.0,218.0,809,,"OpenCL integration for Python, plus shiny features.",86.0,24,True,2021-05-17 23:13:34.000000,2021.2.1,64.0,pyopencl,conda-forge/pyopencl,,,,756.0,518.0,https://pypi.org/project/pyopencl,2021-05-21 21:17:45.000000,238.0,14633.0,22163.0,https://anaconda.org/conda-forge/pyopencl,2021-05-22 23:27:14.435000,421715.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
409,empyrical,quantopian/empyrical,,financial-data,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39.000000,254,27.0,26.0,788,167.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,24,True,2020-10-13 21:29:19.000000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,854.0,632.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000000,222.0,44595.0,44882.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625000,11482.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
410,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-04-02 00:26:48.000000,2021-04-02 00:26:45.000000,241,25.0,156.0,783,408.0,A research toolkit for particle swarm optimization in Python.,43.0,24,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,113.0,113.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,5805.0,5805.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
411,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,223,100.0,186.0,734,514.0,Gaussian Process Optimization using GPy.,49.0,24,True,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,232.0,196.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,10812.0,10812.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
412,dask-ml,dask/dask-ml,,distributed-ml,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000000,2021-06-01 22:14:49.000000,2021-05-23 16:30:58.000000,197,200.0,222.0,721,,Scalable Machine Learning with Dask.,65.0,24,True,2021-05-03 13:02:34.000000,1.9.0,28.0,dask-ml,conda-forge/dask-ml,,,,446.0,404.0,https://pypi.org/project/dask-ml,2021-05-03 13:02:34.000000,42.0,52380.0,57250.0,https://anaconda.org/conda-forge/dask-ml,2021-05-03 15:21:05.642000,214321.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
