,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
453,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-09-08 21:49:18.000000,2022-09-08 21:44:49,690,10.0,92,28.0,292.0,57.0,223.0,833,BAyesian Model-Building Interface (Bambi) in Python.,26.0,26,True,2022-08-27 16:44:07.613,0.9.1,22.0,bambi,conda-forge/bambi,,,,39.0,36.0,https://pypi.org/project/bambi,2022-06-06 17:18:00.000,3.0,29061.0,29426.0,https://anaconda.org/conda-forge/bambi,2022-08-29 12:18:36.495,13900.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
454,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-09-27 09:11:44.000000,2022-08-01 09:43:24,1123,1.0,204,59.0,241.0,9.0,325.0,815,Search and download Copernicus Sentinel satellite images.,42.0,26,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,393.0,363.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,14322.0,14822.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,11931.0,,,,,3.0,,236.0,,,,,,,,,,,,,,,,,,
455,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-10-13 14:51:26.000000,2022-10-13 14:51:19,2737,90.0,37,136.0,327.0,69.0,213.0,791,An open-source plotting library for statistical data.,17.0,26,True,2022-09-29 18:25:50.000,2.5.0,52.0,lets-plot,,,,,18.0,17.0,https://pypi.org/project/lets-plot,2022-06-20 16:46:03.000,1.0,3136.0,3145.0,,,,,,,,3.0,,320.0,,,,,,,,,,,,,,,,,,
456,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-10-12 23:40:59.000000,2022-07-09 14:15:15,490,,147,36.0,69.0,100.0,95.0,786,A scikit-learn based module for multi-label et. al. classification.,17.0,26,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],871.0,853.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,72835.0,72835.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
457,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-10-10 07:49:33.000000,2022-10-10 07:49:28,699,15.0,108,13.0,70.0,29.0,182.0,725,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,33.0,26,True,2022-08-22 14:43:16.962,0.6.15,27.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,27465.0,32267.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-08-23 21:17:59.077,134461.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
458,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-09-30 11:59:25.000000,2022-09-30 11:59:25,409,19.0,89,23.0,66.0,13.0,82.0,560,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",23.0,26,True,2022-03-12 17:51:16.000,1.8.1,37.0,tinytag,,,,,674.0,604.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,70.0,35611.0,35611.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
459,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-10-08 08:29:17.000000,2022-10-03 16:11:22,707,7.0,68,30.0,286.0,111.0,197.0,437,"Simple, concise geographical visualization in Python.",28.0,26,True,2022-03-08 14:57:27.000,1.9.5,38.0,geoviews,conda-forge/geoviews,,,,518.0,490.0,https://pypi.org/project/geoviews,2022-03-08 14:57:27.000,28.0,6567.0,8907.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,128719.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
460,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46,,194,22.0,16.0,37.0,23.0,411,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4340.0,4074.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,213697.0,214638.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,28248.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
461,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-10-10 19:38:21.000000,2022-10-10 19:25:26,210,2.0,40,12.0,188.0,12.0,172.0,208,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,26,False,2022-07-04 12:59:41.000,3.5.0,67.0,pystan,conda-forge/pystan,,,,253.0,,https://pypi.org/project/pystan,2022-07-04 12:59:41.000,253.0,2707969.0,2733145.0,https://anaconda.org/conda-forge/pystan,2022-10-10 15:10:47.691,1686803.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
462,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-09-23 18:01:31.000000,2022-09-23 17:44:48,2325,4.0,596,146.0,1349.0,113.0,983.0,7824,Production infrastructure for machine learning at scale.,24.0,25,True,2022-09-23 18:01:31.000,0.42.1,63.0,cortex,,,,,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,2173.0,2173.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
463,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084,1.0,964,184.0,325.0,327.0,289.0,5628,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,93.0,90.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,493.0,553.0,,,,,,,,3.0,,3589.0,,,,,,,,,,,,,,,,,,
464,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174,,749,140.0,43.0,141.0,97.0,4780,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1038.0,1023.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,2412.0,2425.0,,,,,,,,3.0,,754.0,,,,,,,,,,,,,,,,,,
465,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-09-24 04:09:46.000000,2022-08-23 22:54:23,1046,4.0,933,231.0,213.0,41.0,195.0,3970,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,37.0,36.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,529.0,625.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1743.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
466,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154,,511,137.0,648.0,62.0,197.0,3709,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,12.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,12.0,2628.0,2628.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
467,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-10-13 10:49:37.000000,2022-10-13 10:48:47,198,1.0,285,88.0,66.0,41.0,31.0,3214,Python library that makes it easy for data scientists to create charts.,23.0,25,True,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,,74.0,69.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,13375.0,13846.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,22183.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
468,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195,,665,72.0,25.0,117.0,101.0,2948,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,,,['tensorflow'],2156.0,2127.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,2409.0,2409.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
469,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-10-04 07:04:59.000000,2022-10-04 07:04:54,462,5.0,266,63.0,305.0,31.0,116.0,2303,DDSP: Differentiable Digital Signal Processing.,31.0,25,True,2022-10-04 01:08:40.505,3.5.0,51.0,ddsp,conda-forge/ddsp,,,['tensorflow'],31.0,30.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3384.0,3808.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11895.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
470,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271,,310,81.0,50.0,147.0,67.0,2059,Multilingual text (NLP) processing toolkit.,26.0,25,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,,852.0,768.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,56615.0,56615.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
471,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118,,224,70.0,20.0,85.0,66.0,1994,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,241.0,225.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,70968.0,70968.0,,,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,,
472,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66,,456,37.0,41.0,62.0,58.0,1991,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1161.0,1151.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,49374.0,55264.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,197.0,,,,,3.0,,241163.0,,,,,,,,,,,,,,,,,,
473,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-10-06 11:26:38.144000,2022-10-06 06:21:58,358,1.0,261,54.0,11.0,17.0,73.0,1976,Beautiful visualizations of how language differs among document types.,12.0,25,True,2022-10-06 06:24:01.929,0.1.7,136.0,scattertext,conda-forge/scattertext,,,,322.0,312.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,4568.0,5680.0,https://anaconda.org/conda-forge/scattertext,2022-10-06 11:26:38.144,68973.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
474,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56,,480,41.0,22.0,66.0,38.0,1869,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2728.0,2679.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,49.0,24606.0,24802.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,6274.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
475,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-08-10 23:30:09.000000,2021-01-07 09:40:40,648,,265,40.0,34.0,78.0,54.0,1816,A modular active learning framework for Python.,14.0,25,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,,,['sklearn'],160.0,152.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,8.0,9708.0,9708.0,,,,,,,,3.0,,20.0,,,,,,,,,,,,,,,,,,
476,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-09-08 20:36:13.000000,2022-09-08 20:36:13,1922,37.0,259,40.0,72.0,8.0,117.0,1757,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,24.0,25,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,,,['pytorch'],2.0,,https://pypi.org/project/torch-geometric-temporal,2022-04-04 19:20:07.000,2.0,2956.0,2956.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
477,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636,,157,60.0,65.0,68.0,125.0,1743,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,222.0,212.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,707.0,707.0,,,,,,,,3.0,,22.0,,,,,,,,,,,,,,,,,,
478,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-10-09 22:14:34.000000,2022-10-09 22:14:34,2258,25.0,218,37.0,25.0,,88.0,1742,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,16.0,25,False,2022-09-04 19:42:28.000,_10302,106.0,karateclub,conda-forge/karateclub,,,,112.0,109.0,https://pypi.org/project/karateclub,2022-06-04 20:08:27.000,3.0,3153.0,3636.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,13045.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
479,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-10-13 06:37:29.000000,2022-10-11 10:12:15,166,9.0,195,42.0,61.0,9.0,107.0,1671,A Python library that helps data scientists to infer causation rather than observing correlation.,29.0,25,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",57.0,55.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,2221.0,2221.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
480,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-09-18 16:01:21.000000,2022-09-18 16:01:20,637,2.0,262,25.0,182.0,8.0,389.0,1553,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,25,True,2022-05-28 10:07:13.000,1.3,17.0,talos,,,,['tensorflow'],157.0,150.0,https://pypi.org/project/talos,2022-05-28 10:07:34.000,7.0,2235.0,2235.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
481,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-08-24 17:52:30.000000,2022-08-24 17:52:29,487,1.0,326,82.0,86.0,64.0,238.0,1503,bt - flexible backtesting for Python.,27.0,25,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,162.0,141.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,6406.0,6850.0,https://anaconda.org/conda-forge/bt,2022-06-24 15:03:04.364,8008.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
482,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-09-14 21:33:46.000000,2022-09-14 21:31:26,838,5.0,109,31.0,398.0,61.0,323.0,1484,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,25,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,,10.0,9.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,206925.0,206925.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
483,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-09-14 21:33:46.000000,2022-09-14 21:31:26,838,5.0,109,31.0,398.0,61.0,323.0,1484,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,25,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,conda-forge/orbit-ml,,,,10.0,9.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,206925.0,207109.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,1663.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
484,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2022-08-30 14:54:06.000000,2021-08-16 11:44:51,454,,230,46.0,42.0,20.0,88.0,1424,Contextually-keyed word vectors.,17.0,25,False,2021-04-19 07:05:28.000,3.0.0,22.0,sense2vec,conda-forge/sense2vec,,,,191.0,183.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,8.0,4108.0,5593.0,https://anaconda.org/conda-forge/sense2vec,2021-07-14 13:20:19.752,28415.0,,,,,3.0,,38801.0,,,,,,,,,,,,,,,,,,
485,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2022-10-11 17:40:32.000000,2022-09-15 21:21:08,147,9.0,161,96.0,166.0,36.0,22.0,1414,fklearn: Functional Machine Learning.,48.0,25,True,2022-09-06 18:54:27.214,2.2.1,26.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000,,12203.0,12203.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
486,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2022-10-12 01:17:48.000000,2022-10-12 01:17:48,735,94.0,364,36.0,12.0,2.0,144.0,1376,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,13.0,25,True,2022-08-28 16:03:17.000,2.1.0,100.0,deepke,,,,['pytorch'],6.0,6.0,https://pypi.org/project/deepke,2022-07-05 13:58:17.000,,1586.0,1586.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
487,rubrix,recognai/rubrix,nlp,,https://github.com/recognai/rubrix,https://github.com/recognai/rubrix,Apache-2.0,2021-04-28 14:37:42.000,2022-10-13 15:21:54.000000,2022-10-13 14:22:19,1141,65.0,121,19.0,1051.0,31.0,580.0,1357,"Rubrix, open-source framework for data-centric NLP. Data annotation and monitoring for enterprise NLP.",26.0,25,True,2022-10-05 22:25:14.000,0.18.0,68.0,rubrix,conda-forge/rubrix,,,,,,https://pypi.org/project/rubrix,2022-06-08 21:24:41.000,,1588.0,2843.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,12555.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
488,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-06-16 08:52:20.000000,2022-06-16 08:52:20,381,,139,22.0,69.0,39.0,27.0,1342,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,267.0,256.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,121986.0,122360.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,14224.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
489,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284,,393,90.0,165.0,102.0,224.0,1320,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],40.0,39.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,2170.0,2170.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
490,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-10-12 04:09:21.000000,2022-09-15 10:07:03,1281,23.0,84,28.0,75.0,15.0,16.0,1210,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,25,True,2022-08-15 04:24:01.249,0.4.159,136.0,labml,,,,,60.0,54.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,2073.0,2073.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2022-10-12 20:57:03.000000,2022-10-12 20:57:02,524,13.0,68,45.0,385.0,42.0,92.0,1143,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,23.0,25,True,2022-09-19 20:57:33.110,1.1.1,17.0,hivemind,,,,,17.0,15.0,https://pypi.org/project/hivemind,2022-06-20 12:49:42.000,2.0,5133.0,5133.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
492,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2022-10-13 15:05:07.000000,2022-10-13 15:05:04,5528,136.0,217,42.0,1723.0,212.0,867.0,1125,cuGraph - RAPIDS Graph Analytics Library.,90.0,25,True,2022-10-12 17:56:45.000,22.10.00,23.0,cugraph,conda-forge/libcugraph,,,,1.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,97.0,668.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,10287.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
493,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2022-10-03 05:17:51.000000,2022-10-03 05:17:49,1014,5.0,131,15.0,47.0,28.0,259.0,1113,PyTorch Extension Library of Optimized Scatter Operations.,23.0,25,True,2021-10-22 11:01:13.000,2.0.9,29.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],53.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,53.0,34882.0,39149.0,https://anaconda.org/conda-forge/pytorch_scatter,2022-07-28 20:33:23.316,119478.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
494,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2022-09-20 18:03:43.000000,2022-07-27 18:06:48,782,1.0,137,34.0,212.0,104.0,146.0,1095,Real-time stream processing for python.,45.0,25,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,366.0,331.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,35.0,12563.0,19440.0,https://anaconda.org/conda-forge/streamz,2022-07-28 13:12:55.935,419519.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
