,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
387,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2022-07-20 00:52:45.000000,2021-12-13 12:07:11,235.0,,648,42.0,45.0,60.0,92.0,3044,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,27,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,['pytorch'],390834.0,30174.0,865.0,854.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,11.0,18331.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-08-22 16:54:51.000000,2022-08-17 08:07:37,398.0,25.0,240,47.0,378.0,43.0,207.0,2993,Hummingbird compiles trained ML models into tensor computation for faster inference.,31.0,27,True,2022-08-05 20:36:45.000,0.4.5,18.0,hummingbird-ml,conda-forge/hummingbird-ml,,181.0,4668.0,39.0,39.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,3916.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-08-05 23:29:51.233,12694.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
389,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2022-07-04 02:48:18.000000,2022-07-04 02:48:18,934.0,1.0,531,102.0,316.0,59.0,614.0,2944,"Fast, flexible and easy to use probabilistic modelling in Python.",66.0,27,True,2021-11-19 21:46:05.000,0.14.7,68.0,pomegranate,conda-forge/pomegranate,,,55284.0,789.0,743.0,https://pypi.org/project/pomegranate,2022-02-21 06:50:33.000,46.0,52717.0,https://anaconda.org/conda-forge/pomegranate,2021-11-16 01:22:35.020,94987.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-08-24 18:56:53.000000,2022-08-24 18:56:53,778.0,45.0,394,58.0,378.0,3.0,386.0,2752,On-device wake word detection powered by deep learning.,31.0,27,True,2022-06-28 23:59:24.000,2.1.4,29.0,pvporcupine,,,,1035.0,20.0,9.0,https://pypi.org/project/pvporcupine,2022-06-28 23:59:24.000,11.0,1035.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
391,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2022-08-25 10:56:15.000000,2022-08-22 02:33:41,565.0,38.0,496,54.0,666.0,124.0,581.0,2725,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",60.0,27,True,2022-08-04 06:13:07.051,0.6.1,9.0,mmocr,,['pytorch'],,5302.0,19.0,18.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,1.0,5302.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-08-25 11:11:45.000000,2022-08-25 11:11:45,457.0,15.0,731,62.0,541.0,62.0,346.0,2706,A high-performance distributed training framework for Reinforcement Learning.,31.0,27,True,2022-07-08 03:55:24.395,2.0.5,25.0,parl,,['paddle'],,518.0,95.0,94.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,518.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
393,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,446,92.0,46.0,54.0,253.0,2580,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,453.0,258548.0,546.0,523.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,258141.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,12020.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
394,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-06-29 05:18:35.000000,2022-04-26 21:33:51,470.0,,440,92.0,34.0,63.0,236.0,2535,Learning to Rank in TensorFlow.,28.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,['tensorflow'],,106780.0,12.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,12.0,106780.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
395,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-08-15 10:07:52.000000,2021-11-11 16:56:57,430.0,,243,32.0,409.0,21.0,29.0,2524,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,48625.0,692.0,669.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,48378.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,3963.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
396,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018.0,,392,136.0,127.0,177.0,244.0,2482,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,123676.0,628.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,628.0,123153.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,19909.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
397,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,375,61.0,926.0,281.0,737.0,2476,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,['tensorflow'],,21449.0,163.0,158.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,21449.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,885,163.0,213.0,42.0,145.0,2378,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,13965.0,586.0,569.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,13671.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,15892.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
399,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2022-08-24 16:49:57.000000,2022-08-24 16:49:57,820.0,231.0,111,30.0,652.0,48.0,254.0,2316,Qdrant - Vector Search Engine for the next generation of AI applications.,28.0,27,True,2022-08-10 19:57:19.000,0.9.1,23.0,,,,,,420.0,420.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
400,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,259,65.0,57.0,21.0,39.0,2239,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,659229.0,2311.0,2271.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,657239.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,121415.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
401,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,282,65.0,14.0,25.0,46.0,1992,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,388837.0,1248.0,1084.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,388837.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
402,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-08-23 12:02:51.000000,2022-08-23 12:02:40,651.0,7.0,494,164.0,62.0,5.0,416.0,1883,Python sync/async framework for Interactive Brokers API.,31.0,27,True,2022-08-23 12:05:23.118,0.9.71,96.0,ib_insync,conda-forge/ib-insync,,,7897.0,22.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,22.0,7363.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,19773.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-25 12:14:23.000000,2022-01-17 10:12:52,12562.0,,75,42.0,44.0,11.0,66.0,1855,The friendly PIL fork.,384.0,27,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,51369.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,51369.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
404,lightly,lightly-ai/lightly,image,,https://github.com/lightly-ai/lightly,https://github.com/lightly-ai/lightly,MIT,2020-10-13 13:02:56.000,2022-08-25 14:30:51.000000,2022-08-25 13:59:44,791.0,74.0,142,25.0,588.0,66.0,260.0,1745,A python library for self-supervised learning on images.,19.0,27,True,2022-08-17 14:50:28.000,1.2.27,63.0,lightly,,['pytorch'],,3420.0,47.0,46.0,https://pypi.org/project/lightly,2022-07-05 07:27:07.000,1.0,3420.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-08-21 20:58:21.000000,2022-08-20 12:30:34,2250.0,44.0,217,37.0,25.0,1.0,87.0,1709,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,15.0,27,False,2022-08-13 14:12:01.202,1.3.1,105.0,karateclub,conda-forge/karateclub,,,3225.0,103.0,100.0,https://pypi.org/project/karateclub,2022-06-04 20:08:27.000,3.0,2760.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,11642.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
406,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-08-15 12:40:45.000000,2022-08-07 22:57:55,853.0,12.0,173,46.0,163.0,108.0,122.0,1690,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",24.0,27,True,2022-07-26 09:15:24.402,0.27.1,145.0,graphistry,,['jupyter'],,2376.0,77.0,73.0,https://pypi.org/project/graphistry,2022-07-02 06:32:13.000,4.0,2376.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
407,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-08-24 01:31:37.000000,2022-08-22 23:16:46,725.0,48.0,369,57.0,156.0,84.0,87.0,1639,Library for training machine learning models with privacy for training data.,49.0,27,True,2022-08-11 21:45:33.207,0.8.3,22.0,tensorflow-privacy,,['tensorflow'],80.0,32277.0,7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,32275.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
408,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-08-24 17:52:30.000000,2022-08-24 17:52:29,487.0,18.0,322,81.0,86.0,60.0,237.0,1477,bt - flexible backtesting for Python.,27.0,27,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,6071.0,153.0,132.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,5649.0,https://anaconda.org/conda-forge/bt,2022-06-24 15:03:04.364,6755.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
409,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,73.0,742.0,54.0,168.0,1475,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,3037.0,334.0,303.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,3037.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
410,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2022-08-18 22:58:42.000000,2022-08-18 22:57:08,237.0,81.0,201,50.0,115.0,4.0,59.0,1409,A lightweight library for PyTorch training tools and utilities.,53.0,27,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,['pytorch'],,8501.0,37.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,37.0,8501.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
411,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000,2022-06-26 18:35:34.000000,2022-06-26 18:35:34,1552.0,6.0,338,52.0,77.0,87.0,349.0,1403,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,49.0,27,True,2022-04-18 01:40:02.000,1.1.13,24.0,vizdoom,,,11551.0,764.0,162.0,148.0,https://pypi.org/project/vizdoom,2022-04-18 01:07:39.000,14.0,614.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
412,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-10 20:11:23.000000,2022-06-10 20:11:23,891.0,3.0,482,110.0,247.0,10.0,288.0,1302,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,27,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,19399.0,95.0,93.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,19350.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3148.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
413,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-06-16 19:38:58.000000,2022-06-16 19:38:52,1284.0,6.0,165,13.0,34.0,15.0,168.0,1295,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,15.0,27,True,2022-06-15 12:13:44.000,0.4.0,82.0,explainerdashboard,conda-forge/explainerdashboard,,,59694.0,158.0,155.0,https://pypi.org/project/explainerdashboard,2022-06-15 12:13:44.000,3.0,58638.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,21136.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
414,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-08-25 11:13:36.000000,2022-08-17 13:15:08,2977.0,14.0,112,35.0,266.0,11.0,175.0,1289,Multi-class confusion matrix library in Python.,17.0,27,True,2022-08-17 14:09:52.000,3.6,40.0,pycm,,,,32279.0,181.0,168.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,13.0,32279.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
415,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,5.0,221,49.0,183.0,52.0,119.0,1267,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,44055.0,239.0,228.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,43822.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,6773.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
416,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2022-08-25 14:25:14.000000,2022-08-25 09:16:44,651.0,39.0,161,19.0,702.0,43.0,163.0,1253,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",25.0,27,True,2022-03-22 15:55:39.000,0.5.1,11.0,python-doctr,,"['tensorflow', 'pytorch']",614851.0,44244.0,26.0,25.0,https://pypi.org/project/python-doctr,2022-03-22 15:55:39.000,1.0,10086.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
417,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,140,27.0,63.0,5.0,70.0,1198,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,27,True,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,['jupyter'],,63415.0,852.0,841.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,11.0,63415.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
418,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-08-23 11:15:29.000000,2022-08-23 11:15:29,2800.0,135.0,174,29.0,410.0,71.0,469.0,1040,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,27,True,2022-07-29 11:42:07.862,0.2.1,4.0,avalanche-lib,,,3.0,575.0,11.0,11.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,575.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-08-11 11:20:29.000000,2022-07-03 12:07:58,412.0,3.0,303,33.0,293.0,8.0,198.0,958,A research toolkit for particle swarm optimization in Python.,44.0,27,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,17956.0,191.0,180.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,17956.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
420,evaluate,huggingface/evaluate,interpretability,,https://github.com/huggingface/evaluate,https://github.com/huggingface/evaluate,Apache-2.0,2022-03-30 15:08:26.000,2022-08-25 13:34:07.000000,2022-08-24 16:30:11,854.0,200.0,46,33.0,176.0,39.0,66.0,856,A library for easily evaluating machine learning models and datasets.,101.0,27,True,2022-07-29 14:58:33.000,0.2.2,10.0,evaluate,,,,30459.0,103.0,102.0,https://pypi.org/project/evaluate,2022-06-16 09:53:04.000,1.0,30459.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
421,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2022-08-25 15:08:55.000000,2022-08-20 16:21:17,724.0,32.0,162,22.0,57.0,18.0,153.0,806,Survival analysis built on top of scikit-learn.,12.0,27,False,2022-08-15 14:30:25.762,0.18.0,22.0,scikit-survival,conda-forge/scikit-survival,['sklearn'],,76001.0,152.0,143.0,https://pypi.org/project/scikit-survival,2022-04-24 18:25:30.000,9.0,74608.0,https://anaconda.org/conda-forge/scikit-survival,2022-04-26 07:08:20.905,12537.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Geomstats,geomstats/geomstats,ml-frameworks,,https://github.com/geomstats/geomstats,https://github.com/geomstats/geomstats,MIT,2017-10-25 00:44:57.000,2022-08-25 13:37:23.000000,2022-08-23 18:09:57,8555.0,393.0,179,29.0,1189.0,169.0,286.0,801,Computations and statistics on manifolds with geometric structures.,69.0,27,True,2022-04-22 22:08:06.000,2.5.0,30.0,geomstats,conda-forge/geomstats,,,991.0,,,https://pypi.org/project/geomstats,2022-04-22 18:02:54.000,,783.0,https://anaconda.org/conda-forge/geomstats,2022-06-01 11:18:18.061,416.0,3.0,https://geomstats.github.io/,,,,,,,,,,,,,,,,,,,,,,,,,
423,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-08-01 09:43:24.000000,2022-08-01 09:43:24,1123.0,7.0,204,61.0,239.0,9.0,322.0,794,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,232.0,14119.0,380.0,350.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,13654.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,10176.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-08-24 19:50:06.000000,2022-08-24 17:50:25,5017.0,89.0,66,13.0,64.0,169.0,206.0,730,"Experiment tracking, ML developer tools.",21.0,27,True,2022-05-11 01:13:36.000,0.8.1,182.0,guildai,,,6.0,3124.0,58.0,58.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,3123.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
425,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-08-25 15:01:56.000000,2022-08-24 23:27:22,1245.0,190.0,140,17.0,1400.0,54.0,218.0,549,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",28.0,27,True,2022-08-22 13:57:19.000,0.21.0,38.0,raiwidgets,,"['pytorch', 'tensorflow', 'jupyter']",,9719.0,39.0,36.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,9719.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
426,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46.0,,190,22.0,16.0,37.0,23.0,408,scikit-learn inspired API for CRFsuite.,6.0,27,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,['sklearn'],,198113.0,4256.0,3990.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,197213.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,25213.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
427,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1411,132.0,51.0,142.0,140.0,7106,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,26,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],1899806.0,168695.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,103185.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-08-08 21:40:05.000000,2022-08-08 21:39:59,1609.0,5.0,717,145.0,1544.0,89.0,123.0,7073,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,3973.0,75.0,75.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,3973.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
429,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1324,352.0,14.0,40.0,65.0,5897,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,3647.0,969.0,930.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,3647.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
