,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_dependent_project_count,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,apt_id,yum_id,snap_id,cargo_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id
404,Sentinelsat,sentinelsat/sentinelsat,sentinelsat,,,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26+00:00,2020-11-10 08:08:10+00:00,2020-11-10 08:08:09+00:00,162.0,29.0,204.0,516.0,769.0,2020-06-12 07:15:51+00:00,0.14,36.0,Search and download Copernicus Sentinel satellite images.,168.0,146.0,33.0,23,https://pypi.org/project/sentinelsat,2020-06-12 07:08:37+00:00,22.0,10290.0,10293.0,,,,False,3,166.0,,,,,,,,,,,,,,,,,,,,,,
405,micawber,coleifer/micawber,micawber,,,web-scraping,,https://github.com/coleifer/micawber,https://github.com/coleifer/micawber,MIT,2012-03-27 21:42:46+00:00,2020-11-05 00:48:10+00:00,2020-11-05 00:47:52+00:00,74.0,1.0,52.0,510.0,187.0,2018-09-23 17:09:40+00:00,0.5.0,20.0,a small library for extracting rich content from urls.,837.0,473.0,25.0,23,https://pypi.org/project/micawber,2019-06-30 16:20:04+00:00,364.0,3315.0,3315.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
406,GeoViews,holoviz/geoviews,geoviews,conda-forge/geoviews,,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01+00:00,2020-11-13 20:59:34+00:00,2020-09-21 16:31:16+00:00,59.0,77.0,169.0,315.0,635.0,2020-09-23 18:59:07+00:00,1.8.0,21.0,"Simple, concise geographical visualization in Python.",179.0,169.0,21.0,23,https://pypi.org/project/geoviews,2020-03-30 19:17:21+00:00,10.0,2767.0,2767.0,https://anaconda.org/conda-forge/geoviews,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
407,pyhdb,SAP/pyhdb,pyhdb,,,db-clients,,https://github.com/SAP/PyHDB,https://github.com/SAP/PyHDB,Apache-2.0,2014-12-12 04:02:40+00:00,2020-10-20 15:21:20+00:00,2018-05-24 13:45:41+00:00,132.0,50.0,51.0,283.0,155.0,2018-02-16 12:44:36+00:00,0.3.4,8.0,SAP HANA Connector in pure Python.,130.0,100.0,10.0,23,https://pypi.org/project/pyhdb,2018-02-16 12:37:13+00:00,30.0,72230.0,72230.0,,,,False,3,56.0,,,,,,,,,,,,,,,,,,,,,,
408,pysparkling,svenkreiss/pysparkling,pysparkling,,,data-pipelines,,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,MIT,2015-05-09 19:23:20+00:00,2020-11-02 11:37:56+00:00,2020-11-02 11:37:55+00:00,43.0,2.0,20.0,233.0,1506.0,2019-07-13 07:23:04+00:00,0.6.0,67.0,A pure Python implementation of Apache Spark's RDD and DStream interfaces.,58.0,51.0,9.0,23,https://pypi.org/project/pysparkling,2019-07-13 07:23:04+00:00,7.0,8196.0,8196.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
409,pySBD,nipunsadvilkar/pySBD,pysbd,,,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20+00:00,2020-11-30 11:17:17+00:00,2020-11-30 11:17:15+00:00,25.0,3.0,42.0,230.0,266.0,2020-10-08 11:41:09+00:00,0.3.3,14.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,88.0,86.0,4.0,23,https://pypi.org/project/pysbd,2020-10-08 11:33:56+00:00,2.0,17987.0,17987.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
410,EarthPy,earthlab/earthpy,earthpy,conda-forge/earthpy,,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42+00:00,2020-11-26 03:22:53+00:00,2020-10-19 22:52:20+00:00,89.0,22.0,194.0,208.0,1062.0,2020-06-18 23:58:08+00:00,0.9.2,22.0,A package built to support working with spatial data using open source python.,68.0,65.0,37.0,23,https://pypi.org/project/earthpy,2020-06-18 23:58:08+00:00,3.0,2217.0,2217.0,https://anaconda.org/conda-forge/earthpy,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
411,Orion,Epistimio/orion,orion,,,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21+00:00,2020-11-30 16:45:03+00:00,2020-11-28 04:05:14+00:00,35.0,12.0,87.0,178.0,2392.0,2020-11-09 23:52:01+00:00,0.1.9,11.0,Asynchronous Distributed Hyperparameter Optimization.,46.0,38.0,18.0,23,https://pypi.org/project/orion,2020-11-09 23:52:01+00:00,8.0,1141.0,1141.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
412,pyexcel-xlsx,pyexcel/pyexcel-xlsx,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,data-loading,,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24+00:00,2020-11-28 22:30:58+00:00,2020-11-28 22:30:53+00:00,16.0,12.0,20.0,83.0,267.0,2020-10-10 13:13:09+00:00,0.6.0,30.0,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",1324.0,1014.0,4.0,23,https://pypi.org/project/pyexcel-xlsx,2019-12-28 20:09:57+00:00,310.0,42242.0,42242.0,https://anaconda.org/conda-forge/pyexcel-xlsx,,,False,3,46.0,,,,,,,,,,,,,,,,,,,,,,
413,PaddleOCR,PaddlePaddle/PaddleOCR,paddleocr,,,ocr,['paddle'],https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16+00:00,2020-11-30 10:28:20+00:00,2020-11-30 02:02:19+00:00,1330.0,206.0,650.0,6964.0,4.0,2020-10-30 07:12:41+00:00,1.1.1,8.0,"Awesome multilingual OCR toolkits based on PaddlePaddle multilingual recognition: English, Chinese, Korean, Japanese,..",8.0,8.0,45.0,22,https://pypi.org/project/paddleocr,2020-11-27 03:09:22+00:00,,1307.0,1307.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
414,Vaex,vaexio/vaex,vaex,conda-forge/vaex,,data-containers,,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42+00:00,2020-11-30 15:53:53+00:00,2020-11-30 09:27:41+00:00,411.0,260.0,361.0,5406.0,2865.0,2020-05-25 21:35:34+00:00,3.0.0,39.0,"Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second.",2.0,,34.0,22,https://pypi.org/project/vaex,2020-11-25 16:28:38+00:00,2.0,5011.0,5013.0,https://anaconda.org/conda-forge/vaex,,,True,3,192.0,,,,,,,,,,,,,,,,,,,,,,
415,DeepSpeed,microsoft/DeepSpeed,deepspeed,,,distributed-ml,['pytorch'],https://github.com/microsoft/DeepSpeed,https://github.com/microsoft/DeepSpeed,MIT,2020-01-23 18:35:18+00:00,2020-11-30 07:35:47+00:00,2020-11-28 05:05:27+00:00,332.0,68.0,132.0,3760.0,350.0,2020-11-25 18:29:42+00:00,0.3.7,15.0,"DeepSpeed is a deep learning optimization library that makes distributed training easy, efficient, and effective.",1.0,1.0,32.0,22,https://pypi.org/project/deepspeed,2020-11-25 23:20:56+00:00,,1131.0,1770.0,,,,True,3,,,,deepspeed/deepspeed,https://hub.docker.com/r/deepspeed/deepspeed,2020-11-20 00:17:12.819964+00:00,2.0,6399.0,,,,,,,,,,,,,,,
416,Snips NLU,snipsco/snips-nlu,snips-nlu,,,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36+00:00,2020-02-08 21:49:33+00:00,2020-02-08 21:49:32+00:00,448.0,49.0,196.0,3402.0,2153.0,2020-01-15 10:13:17+00:00,0.20.2,58.0,Snips Python library to extract meaning from text.,8.0,,21.0,22,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17+00:00,8.0,1649.0,1649.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
417,Image Deduplicator,idealo/imagededup,imagededup,,,image,['tensorflow'],https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54+00:00,2020-11-30 13:03:45+00:00,2020-11-23 17:40:40+00:00,263.0,11.0,48.0,3265.0,460.0,2020-11-23 17:55:24+00:00,0.2.4,9.0,Finding duplicate images made easy!.,9.0,8.0,9.0,22,https://pypi.org/project/imagededup,2020-11-22 21:09:36+00:00,1.0,1326.0,1326.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
418,ArrayFire,arrayfire/arrayfire,arrayfire,,,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33+00:00,2020-11-25 18:57:13+00:00,2020-11-21 06:09:04+00:00,448.0,254.0,1189.0,3226.0,5662.0,2020-11-23 16:37:49+00:00,3.7.3,29.0,ArrayFire: a general purpose GPU library.,2.0,,80.0,22,https://pypi.org/project/arrayfire,2018-10-18 14:13:29+00:00,2.0,636.0,642.0,,,,True,2,421.0,,,,,,,,,,,,,,,,,,,,,,
419,Scalene,emeryberger/scalene,scalene,,,system-monitoring,,https://github.com/emeryberger/scalene,https://github.com/emeryberger/scalene,Apache-2.0,2019-12-17 20:56:28+00:00,2020-11-25 23:50:46+00:00,2020-11-25 23:50:44+00:00,99.0,15.0,50.0,2818.0,756.0,2020-11-04 20:24:03+00:00,1.1.10,83.0,"Scalene: a high-performance, high-precision CPU and memory profiler for Python.",14.0,14.0,15.0,22,https://pypi.org/project/scalene,2020-11-04 20:24:03+00:00,0.0,1601.0,1601.0,,,,True,3,,,,,,,,,,,,,,,,,py-spy,,,,,,
420,Porcupine,Picovoice/Porcupine,pvporcupine,,,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25+00:00,2020-11-29 06:24:46+00:00,2020-11-26 22:41:52+00:00,321.0,3.0,253.0,2232.0,306.0,2020-10-02 19:16:49+00:00,1.8.7,13.0,On-device wake word detection powered by deep learning.,3.0,3.0,24.0,22,https://pypi.org/project/pvporcupine,2020-10-02 19:16:49+00:00,0.0,443.0,443.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
421,Texar,asyml/texar,texar,,,nlp,['tensorflow'],https://github.com/asyml/texar,https://github.com/asyml/texar,Apache-2.0,2017-07-22 19:02:05+00:00,2020-09-17 07:03:55+00:00,2020-07-29 00:38:30+00:00,327.0,32.0,126.0,2062.0,1719.0,2019-11-19 04:11:18+00:00,0.2.4,6.0,"Toolkit for Machine Learning, Natural Language Processing, and Text Generation, in TensorFlow. This is part of the..",14.0,12.0,41.0,22,https://pypi.org/project/texar,2019-11-19 04:11:18+00:00,2.0,123.0,123.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
422,aubio,aubio/aubio,,,,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44+00:00,2020-11-27 08:58:08+00:00,2020-07-02 17:03:56+00:00,288.0,101.0,171.0,1972.0,4109.0,2019-02-27 09:00:43+00:00,0.4.9,8.0,a library for audio and music analysis.,194.0,194.0,24.0,22,,,,,,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
423,Mars,mars-project/mars,pymars,,,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03+00:00,2020-11-30 12:19:27+00:00,2020-11-26 11:47:10+00:00,232.0,102.0,584.0,1946.0,634.0,2020-11-24 15:20:13+00:00,0.5.5,62.0,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, Pandas and Scikit-learn.",3.0,3.0,14.0,22,https://pypi.org/project/pymars,2020-11-24 15:20:13+00:00,,1626.0,1626.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
424,Enigma Catalyst,enigmampc/catalyst,enigma-catalyst,,,financial-data,,https://github.com/enigmampc/catalyst,https://github.com/enigmampc/catalyst,Apache-2.0,2017-06-13 22:31:34+00:00,2020-03-12 17:32:54+00:00,2018-11-11 19:19:00+00:00,562.0,131.0,363.0,1880.0,6360.0,2018-09-13 15:09:58+00:00,0.5.21,52.0,An Algorithmic Trading Library for Crypto-Assets in Python.,19.0,19.0,143.0,22,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28+00:00,,237.0,237.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
425,PyFlux,RJT1990/pyflux,pyflux,,,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02+00:00,2019-03-19 10:45:02+00:00,2018-12-16 15:30:13+00:00,205.0,79.0,65.0,1827.0,118.0,2017-11-21 16:27:06+00:00,0.4.16,35.0,Open source time series library for Python.,178.0,163.0,6.0,22,https://pypi.org/project/pyflux,2017-11-21 16:27:06+00:00,15.0,12223.0,12223.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
426,PandasGUI,adamerose/pandasgui,pandasgui,,,data-viz,['pandas'],https://github.com/adamerose/pandasgui,https://github.com/adamerose/pandasgui,MIT,2019-06-12 02:19:42+00:00,2020-11-25 17:23:44+00:00,2020-11-25 17:23:35+00:00,95.0,9.0,48.0,1815.0,403.0,2020-11-10 17:30:20+00:00,0.2.7,37.0,A GUI for Pandas DataFrames.,22.0,21.0,6.0,22,https://pypi.org/project/pandasgui,2020-11-10 17:30:20+00:00,1.0,3787.0,3787.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
427,MONAI,Project-MONAI/MONAI,monai,,,medical-data,['pytorch'],https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38+00:00,2020-11-30 14:57:33+00:00,2020-11-28 19:50:48+00:00,272.0,86.0,511.0,1542.0,654.0,2020-10-05 10:55:34+00:00,0.3.0,12.0,AI Toolkit for Healthcare Imaging.,,,46.0,22,https://pypi.org/project/monai,2020-10-03 16:59:15+00:00,,4453.0,4453.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
428,Spektral,danielegrattarola/spektral,spektral,,,graph,"['keras', 'tensorflow']",https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10+00:00,2020-11-30 12:55:47+00:00,2020-11-30 12:36:38+00:00,167.0,20.0,78.0,1509.0,383.0,2020-11-30 12:54:14+00:00,1.0,23.0,Graph Neural Networks with Keras and Tensorflow 2.,20.0,20.0,12.0,22,https://pypi.org/project/spektral,2020-11-30 12:53:29+00:00,,1693.0,1693.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
429,scattertext,JasonKessler/scattertext,scattertext,,,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12+00:00,2020-11-09 01:11:16+00:00,2020-11-09 01:10:04+00:00,194.0,16.0,49.0,1449.0,332.0,2017-03-13 05:31:21+00:00,0.0.2.4.4,125.0,Beautiful visualizations of how language differs among document types.,138.0,130.0,10.0,22,https://pypi.org/project/scattertext,2020-11-09 01:11:16+00:00,8.0,2076.0,2076.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
430,fast-bert,kaushaltrivedi/fast-bert,fast-bert,,,nlp,,https://github.com/kaushaltrivedi/fast-bert,https://github.com/kaushaltrivedi/fast-bert,Apache-2.0,2019-04-18 22:01:20+00:00,2020-10-22 14:27:41+00:00,2020-10-22 14:27:40+00:00,294.0,132.0,90.0,1444.0,260.0,2020-10-16 20:34:59+00:00,1.9.3,38.0,Super easy library for BERT based NLP models.,2.0,,34.0,22,https://pypi.org/project/fast-bert,2020-10-16 20:34:59+00:00,2.0,2472.0,2472.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
431,sklearn-contrib-lightning,scikit-learn-contrib/lightning,sklearn-contrib-lightning,,,others,['sklearn'],https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52+00:00,2020-10-08 06:56:19+00:00,2020-06-09 20:24:37+00:00,164.0,41.0,35.0,1399.0,694.0,2017-11-04 18:03:11+00:00,0.5.0,6.0,"Large-scale linear classification, regression and ranking in Python.",68.0,66.0,14.0,22,https://pypi.org/project/sklearn-contrib-lightning,2017-11-04 18:03:11+00:00,2.0,328.0,328.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
432,anaGo,Hironsan/anago,anago,,,nlp,['keras'],https://github.com/Hironsan/anago,https://github.com/Hironsan/anago,MIT,2017-06-26 21:28:36+00:00,2020-11-13 17:31:18+00:00,2019-10-23 03:19:52+00:00,345.0,36.0,71.0,1367.0,296.0,2018-06-03 13:51:56+00:00,1.0.0,14.0,"Bidirectional LSTM-CRF and ELMo for Named-Entity Recognition, Part-of-Speech Tagging and so on.",24.0,24.0,11.0,22,https://pypi.org/project/anago,2018-07-17 01:59:21+00:00,,1335.0,1335.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
433,NiftyNet,NifTK/NiftyNet,niftynet,,,medical-data,['tensorflow'],https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43+00:00,2020-04-21 19:54:52+00:00,2020-04-21 19:54:51+00:00,371.0,99.0,224.0,1252.0,2848.0,2019-10-09 19:33:30+00:00,0.6.0,11.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,32.0,32.0,58.0,22,https://pypi.org/project/niftynet,2019-10-10 10:59:33+00:00,,279.0,279.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
434,hnswlib,nmslib/hnswlib,hnswlib,,,nn-search,,https://github.com/nmslib/hnswlib,https://github.com/nmslib/hnswlib,Apache-2.0,2017-07-06 13:08:46+00:00,2020-11-30 05:26:29+00:00,2020-08-18 21:30:59+00:00,214.0,68.0,101.0,1205.0,195.0,2020-07-13 04:50:55+00:00,0.4.0,3.0,Header-only C++/python library for fast approximate nearest neighbors.,2.0,,32.0,22,https://pypi.org/project/hnswlib,2020-07-13 04:50:55+00:00,2.0,7360.0,7360.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
435,EfficientNets,rwightman/gen-efficientnet-pytorch,geffnet,,,pytorch-utils,['pytorch'],https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56+00:00,2020-11-30 05:51:08+00:00,2020-11-30 05:49:27+00:00,159.0,,46.0,1184.0,106.0,2020-08-20 19:55:21+00:00,1.0.0,9.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",25.0,25.0,5.0,22,https://pypi.org/project/geffnet,2020-08-20 19:55:21+00:00,,1225.0,1225.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
436,Torchmeta,tristandeleu/pytorch-meta,torchmeta,,,pytorch-utils,['pytorch'],https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45+00:00,2020-11-25 16:45:01+00:00,2020-11-25 16:41:48+00:00,128.0,16.0,69.0,1110.0,341.0,2020-11-25 16:45:01+00:00,1.6.1,26.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,21.0,21.0,10.0,22,https://pypi.org/project/torchmeta,2020-11-25 16:45:01+00:00,,5269.0,5269.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,
437,TextAttack,QData/TextAttack,textattack,,,adversarial,,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44+00:00,2020-11-28 03:55:56+00:00,2020-11-28 03:55:55+00:00,109.0,22.0,57.0,1088.0,1819.0,2020-11-18 15:41:35+00:00,0.2.14,34.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP.",11.0,11.0,27.0,22,https://pypi.org/project/textattack,2020-11-18 02:29:52+00:00,,869.0,869.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
438,metric-learn,scikit-learn-contrib/metric-learn,metric-learn,,,others,['sklearn'],https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47+00:00,2020-08-04 01:35:49+00:00,2020-08-04 01:35:39+00:00,204.0,47.0,109.0,1077.0,263.0,2020-07-02 12:55:51+00:00,0.6.2,10.0,Metric learning algorithms in Python.,120.0,111.0,19.0,22,https://pypi.org/project/metric-learn,2020-07-02 12:59:23+00:00,9.0,7401.0,7401.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
439,pandasql,yhat/pandasql,pandasql,,,data-containers,['pandas'],https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56+00:00,2020-08-14 13:00:13+00:00,2017-02-01 15:40:30+00:00,141.0,44.0,22.0,914.0,127.0,2016-04-20 21:52:36+00:00,0.7.3,31.0,sqldf for pandas.,620.0,571.0,15.0,22,https://pypi.org/project/pandasql,2016-04-20 21:52:36+00:00,49.0,201462.0,201462.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
440,tensorly,tensorly/tensorly,tensorly,,,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52+00:00,2020-11-22 17:19:20+00:00,2020-11-19 19:15:09+00:00,181.0,25.0,88.0,905.0,807.0,2019-12-16 17:08:12+00:00,0.5.0,15.0,TensorLy: Tensor Learning in Python.,10.0,,37.0,22,https://pypi.org/project/tensorly,2020-10-15 18:53:13+00:00,10.0,3198.0,3198.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
441,bt,pmorissette/bt,bt,,,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28+00:00,2020-11-06 22:05:29+00:00,2020-11-06 22:05:28+00:00,242.0,67.0,137.0,889.0,358.0,2018-05-28 17:12:46+00:00,0.2.7,23.0,bt - flexible backtesting for Python.,59.0,39.0,20.0,22,https://pypi.org/project/bt,2018-05-28 17:12:46+00:00,20.0,4445.0,4445.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
442,luminol,linkedin/luminol,luminol,,,time-series-data,,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33+00:00,2019-10-23 13:20:58+00:00,2018-01-09 07:46:55+00:00,173.0,24.0,12.0,857.0,69.0,2016-01-20 01:01:44+00:00,0.3.1,5.0,Anomaly Detection and Correlation library.,48.0,36.0,8.0,22,https://pypi.org/project/luminol,2017-12-11 06:04:15+00:00,12.0,133322.0,133322.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
443,attention-ocr,emedvedev/attention-ocr,aocr,,,ocr,['tensorflow'],https://github.com/emedvedev/attention-ocr,https://github.com/emedvedev/attention-ocr,MIT,2017-07-21 18:35:19+00:00,2020-10-31 19:40:20+00:00,2020-10-31 19:40:19+00:00,226.0,14.0,125.0,815.0,196.0,2020-10-12 06:56:40+00:00,0.7.6,21.0,A Tensorflow model for text recognition (CNN + seq2seq with visual attention) available as a Python package and..,14.0,14.0,27.0,22,https://pypi.org/project/aocr,2019-04-19 05:28:27+00:00,,235.0,235.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
444,Alibi,SeldonIO/alibi,alibi,,,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56+00:00,2020-11-30 16:54:29+00:00,2020-11-04 10:03:16+00:00,93.0,58.0,71.0,770.0,222.0,2020-10-20 14:14:29+00:00,0.5.5,15.0,Algorithms for monitoring and explaining machine learning models.,56.0,47.0,11.0,22,https://pypi.org/project/alibi,2020-10-20 14:13:40+00:00,9.0,3717.0,3717.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
445,Neural Structured Learning,tensorflow/neural-structured-learning,neural-structured-learning,,,tensorflow-utils,['tensorflow'],https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16+00:00,2020-11-25 02:21:04+00:00,2020-11-25 02:20:59+00:00,134.0,6.0,37.0,748.0,342.0,2020-08-18 00:30:03+00:00,1.3.1,7.0,Training neural models with structured signals.,13.0,13.0,24.0,22,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35+00:00,,2428.0,2428.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
446,Explainability 360,Trusted-AI/AIX360,aix360,,,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48+00:00,2020-11-20 16:25:56+00:00,2020-10-28 09:20:02+00:00,151.0,23.0,17.0,721.0,295.0,2020-10-28 09:32:21+00:00,0.2.1,4.0,Interpretability and explainability of data and machine learning models.,12.0,11.0,25.0,22,https://pypi.org/project/aix360,2020-10-28 09:18:17+00:00,1.0,843.0,843.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
447,openTSNE,pavlin-policar/openTSNE,opentsne,conda-forge/opentsne,,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09+00:00,2020-11-27 13:41:37+00:00,2020-11-27 13:40:26+00:00,78.0,3.0,67.0,720.0,496.0,2020-05-08 13:03:50+00:00,0.4.4,17.0,"Extensible, parallel implementations of t-SNE.",147.0,143.0,10.0,22,https://pypi.org/project/opentsne,2020-08-04 06:43:16+00:00,4.0,8365.0,8365.0,https://anaconda.org/conda-forge/opentsne,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
448,FinTA,peerchemist/finta,finta,,,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46+00:00,2020-11-04 21:30:12+00:00,2020-11-04 21:30:11+00:00,259.0,9.0,57.0,720.0,364.0,2020-10-21 11:36:19+00:00,1.2,19.0,Common financial technical indicators implemented in Pandas.,51.0,49.0,21.0,22,https://pypi.org/project/finta,2020-10-21 11:39:44+00:00,2.0,3042.0,3042.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,
449,AstroML,astroML/astroML,astroML,,,others,['sklearn'],https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50+00:00,2020-09-09 15:52:15+00:00,2020-09-09 15:52:13+00:00,246.0,48.0,80.0,696.0,508.0,2019-10-02 06:32:58+00:00,0.4.1,10.0,"Machine learning, statistics, and data mining for astronomy and astrophysics.",180.0,151.0,29.0,22,https://pypi.org/project/astroML,2020-03-23 23:20:49+00:00,29.0,864.0,864.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,
