,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
427,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-07-26 22:05:41.000000,2022-07-15 17:25:45,159.0,19.0,276,217.0,70.0,65.0,78.0,2560,A deep learning library for video understanding research.,40.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,14380.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,14380.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
428,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945.0,37.0,618,162.0,53.0,3.0,494.0,2549,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,26,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],4096.0,859.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,43277.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
429,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,694,165.0,93.0,134.0,358.0,2358,An Algorithmic Trading Library for Crypto-Assets in Python.,149.0,26,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,423.0,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,423.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
430,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-08-04 02:02:09.000000,2022-08-03 19:33:36,367.0,9.0,190,45.0,442.0,24.0,66.0,2156,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,21.0,45164.0,56.0,53.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,45164.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
431,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-08-01 12:13:10.000000,2022-07-18 07:13:01,1007.0,2.0,279,37.0,49.0,96.0,395.0,2005,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",18.0,26,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,11509.0,52.0,50.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,11281.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,3200.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
432,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-08-02 12:41:39.000000,2022-07-28 07:35:04,3552.0,23.0,372,38.0,854.0,57.0,388.0,1992,"A unified, comprehensive and efficient recommendation library.",45.0,26,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,['pytorch'],,8820.0,,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,8734.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1820.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
433,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,37.0,41.0,62.0,58.0,1983,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,['tensorflow'],238815.0,63935.0,1100.0,1090.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,57805.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,152.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
434,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-07-26 17:33:39.000000,2022-07-26 17:33:32,650.0,9.0,487,167.0,62.0,4.0,412.0,1864,Python sync/async framework for Interactive Brokers API.,31.0,26,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,7934.0,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,7422.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,18952.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
435,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562.0,,75,42.0,43.0,9.0,66.0,1839,The friendly PIL fork.,384.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,50007.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,50007.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
436,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,456,41.0,22.0,62.0,38.0,1828,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,['tensorflow'],,26526.0,2544.0,2501.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,26344.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,5470.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
437,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-08-03 17:03:56.000000,2022-07-14 17:42:38,380.0,32.0,567,87.0,186.0,75.0,62.0,1787,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",52.0,26,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,7243.0,175.0,167.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,7120.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2834.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
438,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-08-02 16:03:32.000000,2022-07-27 20:29:15,711.0,40.0,369,59.0,141.0,81.0,87.0,1631,Library for training machine learning models with privacy for training data.,47.0,26,True,2022-07-27 21:35:20.000,0.8.2,20.0,tensorflow-privacy,,['tensorflow'],78.0,30392.0,7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,30390.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
439,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2022-08-04 03:28:23.000000,2022-08-04 03:27:07,206.0,50.0,199,52.0,91.0,,59.0,1401,A lightweight library for PyTorch training tools and utilities.,44.0,26,True,2019-11-15 12:57:59.000,0.0.5.1,3.0,torchnet,,['pytorch'],,10544.0,37.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,37.0,10544.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
440,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-10 18:18:47.000000,2022-06-10 18:18:42,653.0,2.0,218,42.0,304.0,95.0,14.0,1293,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,['tensorflow'],,28464.0,740.0,708.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,28464.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
441,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2022-07-25 12:59:49.000000,2022-04-27 15:01:18,2962.0,,112,35.0,259.0,12.0,172.0,1279,Multi-class confusion matrix library in Python.,17.0,26,True,2022-04-27 15:18:08.000,3.5,39.0,pycm,,,,31974.0,178.0,165.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,13.0,31974.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
442,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,1.0,200,49.0,84.0,34.0,176.0,1168,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,['sklearn'],,5777.0,279.0,269.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,10.0,5664.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,2952.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
443,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-07-28 09:39:44.000000,2022-07-28 09:39:40,1262.0,60.0,78,27.0,69.0,16.0,13.0,1139,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,26,True,2022-07-18 11:24:00.358,0.4.156,133.0,labml,,,,3537.0,59.0,53.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,3537.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
444,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-07-26 11:58:47.000000,2022-07-26 11:58:46,360.0,40.0,233,49.0,94.0,38.0,28.0,1136,Interpretability and explainability of data and machine learning models.,31.0,26,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,1832.0,54.0,53.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1832.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
445,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079.0,,223,39.0,34.0,61.0,589.0,981,"pyclustering is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,408.0,55300.0,366.0,338.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,54044.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,40054.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
446,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,296,71.0,83.0,27.0,26.0,951,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,37701.0,1060.0,926.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,37380.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,17357.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
447,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-07-03 12:07:58.000000,2022-07-03 12:07:58,412.0,3.0,303,33.0,292.0,6.0,198.0,948,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,15821.0,190.0,179.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,15821.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
448,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-06-18 17:26:43.000000,2022-01-06 15:08:19,1746.0,,154,39.0,252.0,54.0,201.0,940,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,2194.0,234.0,207.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2194.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
449,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-08-02 15:00:13.000000,2022-08-02 15:00:12,2722.0,77.0,128,24.0,573.0,76.0,354.0,934,A Python library for learning and evaluating knowledge graph embeddings.,30.0,26,True,2022-05-24 15:35:40.000,1.8.2,41.0,pykeen,,,144.0,1249.0,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,1244.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
450,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,248,42.0,72.0,101.0,186.0,824,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,9800.0,333.0,301.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,9800.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
451,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2022-08-02 18:38:16.000000,2022-04-24 17:27:40,692.0,,155,22.0,54.0,17.0,149.0,796,Survival analysis built on top of scikit-learn.,12.0,26,False,2022-04-24 18:25:30.000,0.17.2,21.0,scikit-survival,conda-forge/scikit-survival,['sklearn'],,66417.0,147.0,139.0,https://pypi.org/project/scikit-survival,2022-04-24 18:25:30.000,8.0,65203.0,https://anaconda.org/conda-forge/scikit-survival,2022-04-26 07:08:20.905,10934.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
452,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-08-04 13:49:04.000000,2022-08-02 09:21:54,2667.0,181.0,35,133.0,312.0,71.0,191.0,779,An open-source plotting library for statistical data.,17.0,26,True,2022-06-20 17:10:47.000,2.4.0,50.0,lets-plot,,,300.0,2815.0,18.0,17.0,https://pypi.org/project/lets-plot,2022-06-20 16:46:03.000,1.0,2806.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
453,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-08-04 09:18:44.000000,2022-07-14 08:00:56,2055.0,3.0,175,40.0,483.0,78.0,318.0,720,Sequential Model-based Algorithm Configuration.,38.0,26,False,2022-07-14 08:05:24.000,1.4.0,40.0,smac,conda-forge/smac,,,44938.0,37.0,,https://pypi.org/project/smac,2022-06-23 10:13:27.000,37.0,44612.0,https://anaconda.org/conda-forge/smac,2022-07-15 20:52:09.522,5552.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
454,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-07-30 16:46:27.000000,2022-07-30 16:46:25,689.0,13.0,100,13.0,63.0,28.0,173.0,689,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,29.0,26,True,2022-06-30 14:09:32.000,0.6.14,26.0,torch-sparse,conda-forge/pytorch_sparse,['pytorch'],,34458.0,47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,30222.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-06-30 22:53:01.462,110153.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
455,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-07-27 02:32:14.000000,2021-12-20 23:24:01,1186.0,,139,22.0,554.0,19.0,207.0,382,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,10553.0,160.0,153.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,9355.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,47938.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
456,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-06-22 03:35:56.000000,2022-04-20 08:17:18,89.0,,1438,193.0,56.0,69.0,29.0,7389,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,25,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,23271.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,23271.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
457,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,964,184.0,323.0,327.0,287.0,5607,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,3577.0,747.0,87.0,84.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,685.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
458,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,720,140.0,43.0,127.0,93.0,4735,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,['tensorflow'],710.0,532.0,1027.0,1012.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,519.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
459,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-07-13 19:50:51.000000,2018-08-21 02:42:52,1156.0,,1237,348.0,56.0,45.0,84.0,3737,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,408.0,134.0,113.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,408.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
460,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,139.0,648.0,60.0,197.0,3682,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,2304.0,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,2304.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
461,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,281,84.0,65.0,41.0,31.0,3191,Python library that makes it easy for data scientists to create charts.,21.0,25,False,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,11737.0,68.0,63.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,11281.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,20544.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
462,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-05-06 21:01:07.000000,2022-04-05 20:55:12,181.0,,304,56.0,44.0,49.0,49.0,3119,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,10243.0,84.0,82.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,10243.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
463,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-07-05 15:22:12.000000,2022-07-05 15:19:13,165.0,3.0,412,88.0,76.0,55.0,137.0,3103,Generate embeddings from large-scale graph-structured data.,27.0,25,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,['pytorch'],132.0,265879.0,3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,265876.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
464,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342.0,2.0,528,109.0,70.0,193.0,114.0,3009,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,3358.0,2738.0,104.0,92.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,2675.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
465,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,633,71.0,25.0,114.0,101.0,2940,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,['tensorflow'],,3281.0,2052.0,2023.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,3281.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
466,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-07-13 23:28:41.000000,2022-05-16 16:44:22,457.0,3.0,248,62.0,299.0,25.0,113.0,2227,DDSP: Differentiable Digital Signal Processing.,31.0,25,True,2022-05-10 06:56:11.000,3.4.3,50.0,ddsp,conda-forge/ddsp,['tensorflow'],,4032.0,29.0,28.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3597.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11324.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
467,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,250,56.0,56.0,18.0,49.0,2096,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,['pytorch'],,5178.0,425.0,408.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,5178.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
468,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271.0,,310,81.0,50.0,147.0,67.0,2029,Multilingual text (NLP) processing toolkit.,26.0,25,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,55218.0,827.0,743.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,55218.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
469,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,225,71.0,20.0,85.0,66.0,1986,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,133532.0,236.0,220.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,133532.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
