,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,trending,updated_github_id,npm_id,npm_url,npm_monthly_downloads,npm_latest_release_published_at,npm_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,dnf_id,yay_id,snap_id
365,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,5.0,115.0,76.0,66.0,14.0,120.0,3636.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,28,False,2021-08-23 21:02:05.000,6.0.3,12.0,ftfy,conda-forge/ftfy,,,,15887.0,15887.0,https://pypi.org/project/ftfy,4216174.0,4224118.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,278055.0,,,,,2.0,,,,,-4.0,,,,,,,,,,,,,,
366,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-12-02 01:21:07.000000,2023-11-10 07:34:11,445.0,8.0,510.0,112.0,84.0,16.0,100.0,3316.0,Module for automatic summarization of text documents and HTML pages.,30.0,28,True,2022-10-23 16:40:03.000,0.11.0,15.0,sumy,conda-forge/sumy,,,,2390.0,2390.0,https://pypi.org/project/sumy,52514.0,52754.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,7213.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
367,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-12-23 00:58:49.000000,2023-12-23 00:58:46,1142.0,34.0,457.0,60.0,683.0,1.0,504.0,3289.0,On-device wake word detection powered by deep learning.,37.0,28,True,2023-11-16 19:28:06.000,3.0.1,33.0,pvporcupine,,,,,38.0,25.0,https://pypi.org/project/pvporcupine,5002.0,5002.0,,,,,,,,3.0,,2023-11-16 19:28:06.000,13.0,,,,,,,,,,,,,,,,
368,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2023-07-08 17:08:15.000000,2022-04-29 04:19:24,1698.0,,399.0,47.0,1084.0,6.0,353.0,3195.0,Accelerated deep learning R&D.,104.0,28,False,2022-04-29 04:45:11.000,22.04,108.0,catalyst,,,,['pytorch'],1084.0,1046.0,https://pypi.org/project/catalyst,37186.0,37186.0,,,,,,,,2.0,,2022-04-29 04:46:04.000,38.0,,,,,,,,,,,,,,,,
369,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2023-12-21 19:01:26.000000,2023-12-18 12:28:19,1478.0,16.0,226.0,15.0,1702.0,242.0,724.0,3154.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,52.0,28,False,2023-10-11 15:32:25.000,0.17.5,58.0,deepchecks,,,,,315.0,315.0,https://pypi.org/project/deepchecks,34698.0,34727.0,,,,,,,,2.0,768.0,,,,,,,,,,,,,,,,,,
370,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-11-17 01:11:26.000000,2023-09-10 15:15:16,1059.0,,230.0,62.0,111.0,5.0,266.0,3065.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,28,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,497.0,488.0,https://pypi.org/project/vidgear,10767.0,10783.0,,,,,,,,3.0,955.0,2023-09-10 19:39:46.000,9.0,,,,,,,,,,,,,,,,
371,hmmlearn,hmmlearn/hmmlearn,probabilistics,,https://github.com/hmmlearn/hmmlearn,https://github.com/hmmlearn/hmmlearn,BSD-3-Clause,2014-03-23 10:33:09.000,2023-12-09 21:35:01.000000,2023-12-09 21:33:15,464.0,1.0,705.0,120.0,114.0,57.0,368.0,2878.0,"Hidden Markov Models in Python, with scikit-learn like API.",46.0,28,True,,,10.0,hmmlearn,conda-forge/hmmlearn,,,['sklearn'],2193.0,2193.0,https://pypi.org/project/hmmlearn,178128.0,183331.0,https://anaconda.org/conda-forge/hmmlearn,2023-10-07 20:19:04.855,202935.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
372,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-12-14 13:29:37.000000,2023-12-14 13:29:37,1137.0,8.0,366.0,44.0,63.0,138.0,459.0,2851.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",24.0,28,True,2023-09-26 17:27:09.000,1.1.1,84.0,mljar-supervised,conda-forge/mljar-supervised,,,,100.0,98.0,https://pypi.org/project/mljar-supervised,5864.0,6269.0,https://anaconda.org/conda-forge/mljar-supervised,2023-09-27 04:54:23.157,12155.0,,,,,2.0,,2023-09-26 17:23:51.000,2.0,,,,,,,,,,,,,,,,
373,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-12-28 13:46:09.000000,2023-12-13 13:51:07,507.0,14.0,494.0,35.0,663.0,67.0,547.0,2713.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",64.0,28,True,2023-08-29 07:29:59.000,0.7.0,27.0,anomalib,,,,,40.0,39.0,https://pypi.org/project/anomalib,22971.0,23176.0,,,,,,,,2.0,4935.0,2023-08-29 07:29:59.000,1.0,,,,,,,,,,,,,,,,
374,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-12-22 12:14:04.000000,2023-12-22 12:14:04,1500.0,48.0,588.0,44.0,28.0,,358.0,2610.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,30.0,28,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],20.0,20.0,https://pypi.org/project/deepke,332.0,332.0,,,,,,,,2.0,,2023-09-21 04:12:03.000,,,,,,,,,,,,,,,,,
375,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-12-08 10:22:58.000000,2023-12-08 10:06:07,1517.0,41.0,299.0,39.0,315.0,32.0,146.0,2526.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-12-08 10:22:58.000,2.4.1,31.0,shapash,,,,['jupyter'],135.0,135.0,https://pypi.org/project/shapash,4367.0,4367.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
376,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-12-11 14:10:13.000000,2023-12-11 14:10:09,768.0,9.0,586.0,179.0,75.0,17.0,544.0,2504.0,Python sync/async framework for Interactive Brokers API.,36.0,28,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,23.0,,https://pypi.org/project/ib_insync,26171.0,26885.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,37874.0,,,,,2.0,,2022-11-21 09:32:01.715,23.0,,,,,,,,,,,,,,,,
377,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,275.0,67.0,59.0,20.0,39.0,2364.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:21:01.000,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],4290.0,4290.0,https://pypi.org/project/scikit-plot,445059.0,447233.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,167450.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
378,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2023-12-02 08:46:41.000000,2023-12-02 08:46:41,671.0,1.0,386.0,42.0,59.0,10.0,268.0,1811.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",32.0,28,True,2023-04-07 06:00:20.000,1.3.6,16.0,ogb,conda-forge/ogb,,,,1317.0,1317.0,https://pypi.org/project/ogb,40600.0,41360.0,https://anaconda.org/conda-forge/ogb,2023-06-16 19:21:31.692,29662.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
379,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,8.0,207.0,36.0,1081.0,25.0,496.0,1722.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,28,True,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],259.0,256.0,https://pypi.org/project/lightning-flash,1641.0,2238.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,16732.0,,,,,2.0,,2022-05-11 18:17:54.000,3.0,,,Lightning-Universe/lightning-flash,,,,,,,,,,,,,
380,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-11-29 06:22:47.000000,2023-11-29 06:22:42,364.0,2.0,249.0,48.0,311.0,232.0,183.0,1693.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,28,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],279.0,278.0,https://pypi.org/project/tensorflow-recommenders,348192.0,348192.0,,,,,,,,2.0,,2023-02-03 02:17:00.422,1.0,,,,,,,,,,,,,,,,
381,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-12-10 10:05:11.000000,2023-12-06 01:55:01,701.0,4.0,297.0,43.0,353.0,66.0,201.0,1532.0,Training PyTorch models with differential privacy.,74.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],729.0,712.0,https://pypi.org/project/opacus,58577.0,59124.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,12536.0,,,,,2.0,106.0,2022-05-06 09:43:18.000,17.0,,,,,,,,,,,,,,,,
382,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2023-10-09 07:21:10.000000,2023-09-29 00:13:39,295.0,,257.0,50.0,184.0,54.0,120.0,1353.0,Metric learning algorithms in Python.,22.0,28,True,2023-10-09 04:53:59.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],349.0,336.0,https://pypi.org/project/metric-learn,12329.0,12596.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,10948.0,,,,,2.0,,2023-10-09 04:53:59.000,13.0,,,,,,,,,,,,,,,,
383,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2023-06-16 19:18:39.600000,2023-04-20 04:36:19,526.0,,403.0,52.0,37.0,17.0,139.0,1193.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2416.0,2383.0,https://pypi.org/project/kmodes,303058.0,303942.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,38911.0,,,,,2.0,,2022-09-06 19:38:02.764,33.0,,,,,,,,,,,,,,,,
384,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2023-12-26 11:17:51.000000,2023-11-26 12:12:26,1443.0,183.0,58.0,14.0,261.0,15.0,50.0,1193.0,"Fastest Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",26.0,28,True,2023-11-26 12:13:47.467,2.8.14,102.0,usearch,,unum/usearch,,,44.0,39.0,https://pypi.org/project/usearch,43212.0,48888.0,,,,https://hub.docker.com/r/unum/usearch,2023-11-26 12:13:27.055465,1.0,43.0,3.0,834.0,2023-11-26 12:40:03.000,1.0,,,,usearch,https://www.npmjs.com/package/usearch,5553.0,2023-11-26 12:13:47.467,4.0,,,,,,,,
385,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-11-26 03:27:34.000000,2020-10-14 13:22:39,167.0,,336.0,71.0,86.0,27.0,26.0,1183.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1410.0,1266.0,https://pypi.org/project/empyrical,28240.0,28607.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,25704.0,,,,,2.0,,2020-10-13 21:29:19.000,144.0,,,,,,,,,,,,,,,,
386,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-12-24 14:31:48.000000,2023-06-06 09:46:40,415.0,,325.0,39.0,300.0,23.0,200.0,1174.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,340.0,326.0,https://pypi.org/project/pyswarms,58109.0,58109.0,,,,,,,,2.0,,2021-01-03 21:34:15.000,14.0,,,,,,,,,,,,,,,,
387,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,237.0,41.0,502.0,224.0,252.0,873.0,Scalable Machine Learning with Dask.,77.0,28,True,2023-03-24 22:04:58.000,2023.3.24,28.0,dask-ml,conda-forge/dask-ml,,,,927.0,927.0,https://pypi.org/project/dask-ml,173749.0,184434.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,790730.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
388,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-11-06 11:21:40.354000,2023-11-06 00:17:47,493.0,8.0,116.0,32.0,126.0,24.0,74.0,851.0,Python bindings and utilities for GeoJSON.,56.0,28,True,,,11.0,geojson,conda-forge/geojson,,,,16120.0,16120.0,https://pypi.org/project/geojson,1302422.0,1379715.0,https://anaconda.org/conda-forge/geojson,2023-11-06 11:21:40.354,772930.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
389,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-12-26 19:56:31.000000,2023-11-16 16:35:47,16528.0,16.0,359.0,44.0,1606.0,278.0,2951.0,825.0,An open-source application for biological image analysis.,143.0,28,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,21.0,20.0,https://pypi.org/project/cellprofiler,672.0,725.0,,,,,,,,3.0,6381.0,2023-08-14 19:14:28.000,1.0,,,,,,,,,,,,,,,,
390,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-12-21 00:15:39.000000,2023-12-10 17:08:00,241.0,77.0,78.0,21.0,83.0,35.0,55.0,542.0,pyspark methods to enhance developer productivity.,24.0,28,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],80.0,74.0,https://pypi.org/project/quinn,875800.0,875800.0,,,,,,,,2.0,9.0,2023-02-17 21:54:00.812,6.0,,,,,,,,,,,,,,,,
391,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-12-22 14:48:19.000000,2023-12-22 14:48:18,792.0,15.0,71.0,25.0,357.0,104.0,225.0,541.0,"Simple, concise geographical visualization in Python.",30.0,28,True,2023-11-01 18:39:43.000,1.11.0,31.0,geoviews,conda-forge/geoviews,,,,841.0,841.0,https://pypi.org/project/geoviews,7114.0,12418.0,https://anaconda.org/conda-forge/geoviews,2023-11-02 09:01:15.038,206858.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
392,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2023-12-28 13:40:46.000000,2023-12-18 19:04:34,1844.0,191.0,54.0,16.0,1386.0,20.0,201.0,438.0,The MLOps stack component for experiment tracking.,52.0,28,True,2023-12-04 10:58:22.000,1.8.6,120.0,neptune-client,conda-forge/neptune-client,,,,,,https://pypi.org/project/neptune-client,547374.0,552610.0,https://anaconda.org/conda-forge/neptune-client,2023-12-04 13:15:00.892,225176.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
393,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2023-12-26 16:13:16.000000,2023-12-26 16:13:16,6706.0,133.0,135.0,36.0,394.0,45.0,134.0,362.0,Neuroimaging in Python FMRI analysis package.,69.0,28,True,2023-12-21 16:45:52.000,0.6.0,8.0,nipy,conda-forge/nipy,,,,267.0,216.0,https://pypi.org/project/nipy,3773.0,5149.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,106010.0,,,,,3.0,,2023-12-21 16:45:52.000,51.0,,,,,,,,,,,,,,,,
394,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1129.0,179.0,213.0,22.0,533.0,8363.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,27,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,233.0,,,,,,,,3.0,8168.0,,,,,,,,,,,,,,,,,,
395,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1153.0,352.0,79.0,47.0,231.0,7853.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,677.0,651.0,https://pypi.org/project/pysc2,1472.0,1878.0,,,,,,,,3.0,30911.0,2022-07-13 12:02:04.256,26.0,,,google-deepmind/pysc2,,,,,,,,,,,,,
396,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic-legacy,https://github.com/numenta/nupic-legacy,AGPL-3.0,2013-04-05 23:14:27.000,2023-09-01 15:42:16.000000,2023-08-31 21:49:25,6626.0,,1557.0,625.0,2111.0,453.0,1338.0,6333.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,27,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,21.0,21.0,https://pypi.org/project/nupic,1202.0,1202.0,,,,,,,,3.0,2.0,,,,,numenta/nupic-legacy,,,,,,,,,,,,,
397,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1349.0,348.0,14.0,42.0,65.0,6245.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1309.0,1267.0,https://pypi.org/project/snownlp,21082.0,21082.0,,,,,,,,3.0,,2015-09-27 16:35:23.000,42.0,,,,,,,,,,,,,,,,
398,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1188.0,154.0,950.0,43.0,782.0,5681.0,Gluon CV Toolkit.,119.0,27,True,2021-03-09 00:20:06.000,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,40366.0,40366.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
399,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,951.0,144.0,30.0,46.0,77.0,4150.0,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,7946.0,7756.0,https://pypi.org/project/vadersentiment,177923.0,178332.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,13501.0,,,,,2.0,,2020-05-22 15:07:00.000,190.0,,,,,,,,,,,,,,,,
400,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,226.0,11.0,356.0,3860.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,573424.0,573855.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,20704.0,,,,,3.0,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,
401,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-11-17 21:09:51.000000,2023-11-16 17:34:05,1193.0,4.0,401.0,83.0,54.0,57.0,201.0,3293.0,A library of reinforcement learning components and agents.,84.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],185.0,182.0,https://pypi.org/project/dm-acme,1677.0,1893.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7995.0,,,,,2.0,,2022-02-10 06:52:27.000,3.0,,,google-deepmind/acme,,,,,,,,,,,,,
402,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455.0,83.0,245.0,61.0,154.0,3019.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,27,True,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,168.0,166.0,https://pypi.org/project/fastnlp,50937.0,50938.0,,,,,,,,2.0,75.0,2022-10-31 14:47:34.183,2.0,,,,,,,,,,,,,,,,
403,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-12-18 12:05:47.000000,2023-11-25 05:36:27,4323.0,57.0,551.0,41.0,994.0,185.0,668.0,2995.0,"A unified, comprehensive and efficient recommendation library.",70.0,27,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2517.0,2634.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4331.0,,,,,3.0,,2023-10-31 12:52:34.000,2.0,,,,,,,,,,,,,,,,
404,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-12-09 00:22:24.000000,2023-12-09 00:22:24,2360.0,65.0,680.0,166.0,60.0,11.0,687.0,2990.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,28.0,27,True,2023-10-23 21:02:38.000,1.6.0,20.0,,bioconda/deepvariant,,,['tensorflow'],,,,,911.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,60098.0,,,,,3.0,4694.0,,,,,,,,,,,,,,,,,,
405,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,650.0,110.0,73.0,88.0,123.0,2926.0,Productivity Tools for Plotly + Pandas.,39.0,27,False,,,,cufflinks,,,,['pandas'],9784.0,9784.0,https://pypi.org/project/cufflinks,76066.0,76066.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
406,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,410.0,64.0,932.0,291.0,745.0,2827.0,StellarGraph - Machine Learning on Graphs.,36.0,27,False,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,,,['tensorflow'],248.0,248.0,https://pypi.org/project/stellargraph,4921.0,4921.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
