,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
414,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2024-04-03 16:17:05.000000,2024-03-04 15:46:26,1711.0,,425.0,47.0,367.0,27.0,350.0,2818.0,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",35.0,27,True,2024-03-04 20:59:17.000,3.3.4,71.0,foolbox,conda-forge/foolbox,,,,678.0,664.0,https://pypi.org/project/foolbox,2024-03-04 20:59:17.000,14.0,4424.0,4727.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,16368.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
415,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2025-01-09 04:44:34.587000,2020-03-16 04:26:47,75.0,,226.0,63.0,42.0,18.0,24.0,2798.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,27,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,1267.0,1262.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,5.0,48629.0,65953.0,https://anaconda.org/conda-forge/knockknock,2025-01-09 04:44:34.587,17324.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
416,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,257.0,28.0,1132.0,78.0,224.0,2651.0,Database system for AI-powered apps.,72.0,27,False,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,,['pytorch'],150.0,150.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,1531.0,15482.0,,,,,,,,3.0,418544.0,,,,,,georgia-tech-db/evadb,,,,,,,,,,,,,
417,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2025-01-28 20:18:31.000000,2025-01-28 20:12:54,162.0,18.0,355.0,28.0,351.0,42.0,357.0,2640.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,15.0,27,True,2025-01-28 20:27:27.000,1.1.0,23.0,adapter-transformers,,,,['huggingface'],169.0,157.0,https://pypi.org/project/adapter-transformers,2024-07-07 11:49:43.000,12.0,4462.0,4462.0,,,,,,,,3.0,,,,,,,adapter-hub/adapters,,,,,,,,,,,,,
418,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2024-12-16 00:39:00.000000,2024-12-06 11:28:50,668.0,5.0,252.0,55.0,674.0,151.0,225.0,2437.0,Algorithms for explaining machine learning models.,22.0,27,False,2024-04-18 15:30:25.000,0.9.6,34.0,alibi,,,,,738.0,713.0,https://pypi.org/project/alibi,2024-04-18 15:29:10.000,25.0,13682.0,13682.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
419,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-08-20 05:47:39.000000,2018-08-19 12:37:47,130.0,,284.0,63.0,61.0,31.0,39.0,2428.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],5944.0,5859.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,85.0,367607.0,369765.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,194244.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
420,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-11-22 16:48:16.000000,2024-02-28 15:45:58,1631.0,,250.0,66.0,63.0,32.0,199.0,2182.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,27,True,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,,['tensorflow'],65.0,63.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,1354.0,1354.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
421,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,318.0,62.0,38.0,97.0,160.0,2180.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],396.0,390.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,15129.0,15129.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2025-01-30 03:15:29.000000,2025-01-30 03:15:29,2323.0,29.0,135.0,29.0,274.0,5.0,44.0,2094.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,27,True,2024-09-15 02:15:00.000,0.5.3,147.0,labml,,,,,216.0,202.0,https://pypi.org/project/labml,2024-09-15 02:15:00.000,14.0,6442.0,6442.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
423,tesserocr,sirfz/tesserocr,ocr,,https://github.com/sirfz/tesserocr,https://github.com/sirfz/tesserocr,MIT,2015-12-17 23:29:36.000,2024-11-25 08:44:55.000000,2024-11-25 08:44:55,211.0,1.0,254.0,55.0,79.0,52.0,232.0,2046.0,A Python wrapper for the tesseract-ocr API.,30.0,27,True,2024-08-26 20:21:57.000,2.7.1,22.0,tesserocr,conda-forge/tesserocr,,,,36.0,,https://pypi.org/project/tesserocr,2024-08-26 20:21:57.000,36.0,86696.0,90780.0,https://anaconda.org/conda-forge/tesserocr,2024-09-13 13:36:57.070,220192.0,,,,,2.0,783.0,,,,,,,,,,,,,,,,,,,
424,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2025-01-30 13:20:58.000000,2025-01-30 05:55:40,6733.0,97.0,309.0,46.0,3080.0,194.0,1608.0,1842.0,cuGraph - RAPIDS Graph Analytics Library.,118.0,27,True,2024-12-11 21:47:02.000,24.12.00,41.0,cugraph,conda-forge/libcugraph,,,,4.0,,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,4.0,295.0,897.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,27103.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-10-29 10:43:38.000000,2024-10-29 10:43:38,3929.0,,296.0,31.0,581.0,102.0,722.0,1824.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,80.0,27,True,2024-10-29 08:53:47.000,0.6.0,9.0,avalanche-lib,,,,,126.0,123.0,https://pypi.org/project/avalanche-lib,2024-10-29 08:52:52.000,3.0,1543.0,1544.0,,,,,,,,3.0,48.0,,,,,,,,,,,,,,,,,,,
426,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2025-01-16 11:07:39.867000,2023-06-20 13:16:50,391.0,,165.0,25.0,82.0,51.0,36.0,1796.0,A Python package for time series classification.,14.0,27,False,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,802.0,757.0,https://pypi.org/project/pyts,2023-06-18 12:36:11.801,45.0,105988.0,106751.0,https://anaconda.org/conda-forge/pyts,2025-01-16 11:07:39.867,29766.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
427,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,245.0,55.0,446.0,6.0,402.0,1750.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,27,False,2023-03-07 23:47:39.075,0.7.1,25.0,farm,conda-forge/farm,,,['pytorch'],235.0,232.0,https://pypi.org/project/farm,2020-09-14 15:23:01.000,3.0,36710.0,36806.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,4339.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
428,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2024-12-28 04:41:37.133000,2023-08-12 06:34:27,161.0,,286.0,52.0,89.0,24.0,191.0,1649.0,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,27,False,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],703.0,684.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,19.0,14872.0,15030.0,https://anaconda.org/conda-forge/gplearn,2024-12-28 04:41:37.133,8724.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,73.0,742.0,58.0,168.0,1481.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,419.0,417.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,2.0,1700.0,1700.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2025-01-21 10:32:21.000000,2025-01-13 01:13:14,3082.0,9.0,126.0,36.0,383.0,15.0,191.0,1462.0,Multi-class confusion matrix library in Python.,18.0,27,True,2025-01-14 14:11:24.000,4.2,46.0,pycm,,,,,389.0,365.0,https://pypi.org/project/pycm,2025-01-14 14:11:48.000,24.0,39922.0,39922.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-10-02 18:05:47.000000,2024-10-02 18:05:45,687.0,,166.0,50.0,164.0,24.0,384.0,1395.0,moDel Agnostic Language for Exploration and eXplanation.,26.0,27,False,2024-10-02 18:03:07.000,1.7.1,28.0,dalex,conda-forge/dalex,,,,213.0,206.0,https://pypi.org/project/dalex,2024-10-02 18:03:07.000,7.0,23045.0,23450.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,19463.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
432,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2024-08-25 11:43:40.000000,2024-08-25 11:43:40,1753.0,,204.0,44.0,259.0,68.0,213.0,1385.0,Python audio and music signal processing library.,24.0,27,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,489.0,462.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2243.0,2243.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
433,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2025-01-15 18:36:41.000000,2025-01-15 18:36:32,1481.0,3.0,166.0,31.0,253.0,,,1359.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",23.0,27,True,2025-01-14 14:14:35.000,release-v1.3.6,77.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],87.0,,https://pypi.org/project/spacy-transformers,2024-04-25 12:53:43.000,87.0,217993.0,220386.0,https://anaconda.org/conda-forge/spacy-transformers,2024-12-11 20:40:27.070,90961.0,,,,,2.0,8.0,,,,,,,,,,,,,,,,,,,
434,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2025-01-29 17:05:36.000000,2025-01-22 16:24:03,2439.0,139.0,421.0,54.0,601.0,190.0,268.0,1342.0,Machine learning on FPGAs using HLS.,63.0,27,True,2024-12-09 22:48:05.000,1.0.0,17.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",1.0,,https://pypi.org/project/hls4ml,2024-12-09 22:48:05.000,1.0,1605.0,1790.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,9649.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
435,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-12-22 03:01:01.000000,2024-12-22 02:59:40,70.0,3.0,299.0,56.0,65.0,14.0,112.0,1331.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,27,True,2024-12-22 03:01:01.000,0.6.3,25.0,stockstats,,,,,1171.0,1159.0,https://pypi.org/project/stockstats,2024-12-22 03:01:01.000,12.0,9929.0,9929.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000000,2020-10-14 13:22:39,167.0,,408.0,73.0,89.0,36.0,26.0,1328.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1586.0,1530.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,56.0,29446.0,29834.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,32269.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-08-06 17:18:34.000000,2023-06-06 09:46:40,415.0,,332.0,40.0,302.0,32.0,200.0,1303.0,A research toolkit for particle swarm optimization in Python.,45.0,27,False,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,505.0,483.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,22.0,33564.0,33564.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,176.0,25.0,36.0,1.0,116.0,1261.0,Multivariate imputation and matrix completion algorithms implemented in Python.,11.0,27,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1785.0,1764.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,21.0,85903.0,85903.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
439,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2024-12-20 17:07:42.391000,2024-11-22 14:04:30,811.0,1.0,149.0,35.0,215.0,120.0,152.0,1251.0,Real-time stream processing for python.,49.0,27,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,574.0,517.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,20220.0,49251.0,https://anaconda.org/conda-forge/streamz,2024-12-20 17:07:42.391,1567685.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
440,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2024-08-23 02:08:55.000000,2024-07-09 16:09:26,3066.0,,268.0,33.0,38.0,2.0,498.0,1245.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,27,True,2024-06-19 01:15:40.000,0.41.4,211.0,ktrain,,,,['tensorflow'],568.0,564.0,https://pypi.org/project/ktrain,2024-06-19 01:15:40.000,4.0,8940.0,8940.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-12-26 11:00:01.158000,2024-02-29 13:41:11,1144.0,,244.0,61.0,249.0,5.0,367.0,992.0,Search and download Copernicus Sentinel satellite images.,44.0,27,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,643.0,609.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,34.0,20448.0,21139.0,https://anaconda.org/conda-forge/sentinelsat,2024-12-26 11:00:01.158,35105.0,,,,,3.0,331.0,,,,,,,,,,,,,,,,,,,
442,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2024-10-10 15:48:16.000000,2023-02-20 00:24:10,1723.0,,190.0,41.0,176.0,72.0,174.0,957.0,A Jupyter - Three.js bridge.,30.0,27,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,70878.0,78360.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,632580.0,,,,,3.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,1400.0,,,,,,,,,,,,,,
443,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,177.0,32.0,86.0,88.0,123.0,926.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1937.0,1912.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,73679.0,73679.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
444,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-12-14 16:28:19.477000,2024-11-10 14:49:37,681.0,2.0,107.0,14.0,100.0,73.0,67.0,909.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,27,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,9368.0,9212.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,1675822.0,1716040.0,https://anaconda.org/conda-forge/pynndescent,2024-12-14 16:28:19.477,2171788.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2024-07-18 20:23:32.152000,2024-07-17 19:01:14,1326.0,,149.0,49.0,59.0,21.0,70.0,857.0,Computer Vision in Python.,35.0,27,True,2024-07-17 21:10:14.000,1.4.18,63.0,mahotas,conda-forge/mahotas,,,,1488.0,1425.0,https://pypi.org/project/mahotas,2024-07-17 21:10:14.000,63.0,19435.0,29686.0,https://anaconda.org/conda-forge/mahotas,2024-07-18 20:23:32.152,563840.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2024-12-26 15:28:39.188000,2021-02-11 16:40:18,279.0,,82.0,12.0,50.0,22.0,53.0,826.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,27,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,5612.0,5535.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000,77.0,1006693.0,1006901.0,https://anaconda.org/conda-forge/pysbd,2024-12-26 15:28:39.188,8147.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
447,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-07-03 17:04:15.000000,2024-07-03 17:02:18,237.0,,60.0,15.0,207.0,12.0,187.0,347.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,27,True,2024-07-03 17:04:15.000,3.10.0,73.0,pystan,conda-forge/pystan,,,,10379.0,10218.0,https://pypi.org/project/pystan,2024-07-03 17:04:15.000,161.0,782661.0,814159.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2960889.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
448,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1230.0,185.0,213.0,32.0,534.0,9571.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,,,312.0,,,,,,,,3.0,15020.0,,,,,,,,,,,,,,,,,,,
449,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2024-07-03 08:05:36.000000,2020-05-03 07:13:22,108.0,,599.0,142.0,31.0,69.0,55.0,5611.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1933.0,1877.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1641413.0,1641792.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,20481.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
450,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-06-09 21:29:46.000000,2024-06-09 21:29:43,1062.0,,1021.0,243.0,218.0,52.0,203.0,4638.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,68.0,67.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,1979.0,2077.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,4449.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
451,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2024-08-09 13:30:50.391000,2024-07-18 16:46:48,557.0,,743.0,176.0,90.0,1.0,288.0,4369.0,A python wrapper for Alpha Vantage API for financial data.,44.0,26,True,2024-07-18 14:29:16.000,3.0.0,35.0,alpha_vantage,conda-forge/alpha_vantage,,,,35.0,,https://pypi.org/project/alpha_vantage,2024-07-18 14:29:16.000,35.0,46369.0,46541.0,https://anaconda.org/conda-forge/alpha_vantage,2024-08-09 13:30:50.391,8259.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
452,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2025-01-08 20:48:50.000000,2024-09-13 01:42:25,1464.0,,481.0,58.0,829.0,60.0,498.0,3967.0,NeuralProphet: A simple forecasting package.,56.0,26,True,2024-06-21 07:42:22.000,0.9.0,36.0,neuralprophet,,,,['pytorch'],8.0,,https://pypi.org/project/neuralprophet,2024-06-26 23:51:51.000,8.0,57713.0,57713.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,280.0,226.0,13.0,356.0,3873.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,139638.0,140073.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,26549.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
454,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2025-01-03 05:54:28.873000,2024-05-16 18:13:03,456.0,,526.0,112.0,93.0,23.0,101.0,3547.0,Module for automatic summarization of text documents and HTML pages.,32.0,26,True,2022-10-23 16:42:18.783,0.11.0,16.0,sumy,conda-forge/sumy,,,,31.0,,https://pypi.org/project/sumy,2022-10-23 16:42:18.783,31.0,129612.0,129861.0,https://anaconda.org/conda-forge/sumy,2025-01-03 05:54:28.873,10731.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
