,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
348,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2022-06-27 15:05:42.000000,2021-11-19 13:23:56,211,,305,62.0,38.0,94.0,158.0,2134,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,28,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],269.0,245.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,16278.0,16278.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
349,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242,,280,65.0,14.0,25.0,46.0,1983,Stand-alone language identification system.,9.0,28,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,1224.0,1060.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,469302.0,469302.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
350,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000,2022-07-25 01:15:10.000000,2022-03-06 19:51:43,1716,,233,90.0,109.0,29.0,224.0,1951,"NLP, before and after spaCy.",32.0,28,True,2021-12-06 15:00:07.000,0.12.0,31.0,textacy,conda-forge/textacy,,,,100.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000,100.0,42117.0,43904.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,110854.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
351,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2022-07-05 14:47:20.000000,2022-07-05 14:47:16,1125,6.0,236,39.0,230.0,18.0,100.0,1926,Shapash makes Machine Learning models transparent and understandable by everyone.,34.0,28,True,2022-05-09 08:46:05.000,2.0.1,21.0,shapash,,,,['jupyter'],79.0,78.0,https://pypi.org/project/shapash,2022-05-09 08:46:05.000,1.0,17794.0,17794.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
352,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-07-27 22:00:22.000000,2022-07-27 21:58:40,452,13.0,331,61.0,133.0,17.0,72.0,1840,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,28,True,2022-07-27 22:05:13.454,3.2.4,20.0,pytextrank,,,,,283.0,270.0,https://pypi.org/project/pytextrank,2022-03-06 22:27:38.000,13.0,20830.0,20830.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
353,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-07-18 19:09:08.000000,2022-07-18 18:57:20,552,60.0,206,62.0,29.0,43.0,78.0,1808,Fast and Easy Infinite Neural Networks in Python.,23.0,28,True,2022-07-18 19:09:09.000,0.6.0,26.0,neural-tangents,,,,,44.0,43.0,https://pypi.org/project/neural-tangents,2022-02-23 16:56:29.000,1.0,1477.0,1486.0,,,,,,,,3.0,,235.0,,,,,,,,,,,,,,,,,,
354,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-AI/lightning-flash,https://github.com/Lightning-AI/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2022-07-28 09:17:08.000000,2022-07-27 04:03:08,929,42.0,169,34.0,867.0,20.0,451.0,1522,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,73.0,28,True,2022-05-11 18:17:54.000,0.7.5,35.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],111.0,108.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,3.0,3733.0,4139.0,https://anaconda.org/conda-forge/lightning-flash,2022-05-12 00:02:28.024,4475.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
355,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-07-16 18:39:56.000000,2022-07-01 13:30:47,588,4.0,300,38.0,34.0,10.0,214.0,1410,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",20.0,28,True,2022-02-23 05:45:04.000,1.3.3,16.0,ogb,conda-forge/ogb,,,,371.0,358.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,13.0,17085.0,17543.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,10087.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
356,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000,2022-06-26 18:35:34.000000,2022-06-26 18:35:34,1552,7.0,338,52.0,77.0,87.0,349.0,1397,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,49.0,28,True,2022-04-18 01:40:02.000,1.1.13,24.0,vizdoom,,,,,161.0,147.0,https://pypi.org/project/vizdoom,2022-04-18 01:07:39.000,14.0,965.0,1116.0,,,,,,,,2.0,,11531.0,,,,,,,,,,,,,,,,,,
357,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-07-28 13:21:04.000000,2022-07-12 14:51:47,712,17.0,309,35.0,713.0,167.0,220.0,1323,A Python package to assess and improve fairness of machine learning models.,68.0,28,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],13.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,13.0,199346.0,200019.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,19526.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
358,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-06-16 19:38:58.000000,2022-06-16 19:38:52,1284,42.0,163,14.0,34.0,13.0,167.0,1268,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,15.0,28,True,2022-06-15 12:13:44.000,0.4.0,82.0,explainerdashboard,conda-forge/explainerdashboard,,,,139.0,136.0,https://pypi.org/project/explainerdashboard,2022-06-15 12:13:44.000,3.0,52820.0,53850.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,19577.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
359,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-07-01 03:49:20.000000,2022-07-01 03:49:20,393,37.0,214,55.0,79.0,20.0,81.0,1243,ffn - a financial function library for Python.,28.0,28,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,236.0,211.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,28835.0,28917.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,1241.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
360,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-07-27 23:09:42.000000,2022-07-22 14:09:37,630,20.0,213,42.0,272.0,38.0,150.0,1195,Training PyTorch models with differential privacy.,52.0,28,True,2022-07-13 13:38:01.154,1.1.3,17.0,opacus,conda-forge/opacus,,,['pytorch'],134.0,123.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,11.0,6503.0,6940.0,https://anaconda.org/conda-forge/opacus,2022-05-06 12:24:58.491,2619.0,,,,,2.0,,47.0,,,,,,,,,,,,,,,,,,
361,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-07-28 05:54:29.000000,2022-07-05 11:28:34,1401,11.0,143,28.0,173.0,1.0,,1136,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,28,True,2022-06-02 14:01:51.000,1.1.6,61.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],605.0,583.0,https://pypi.org/project/spacy-transformers,2022-07-05 11:45:09.000,22.0,92597.0,92974.0,https://anaconda.org/conda-forge/spacy-transformers,2022-06-02 18:43:51.018,3018.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
362,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-07-05 00:28:24.000000,2022-06-25 06:32:56,506,19.0,351,31.0,43.0,10.0,97.0,1100,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,28,False,2022-02-25 07:50:44.000,2.3.0,23.0,minisom,,,,,296.0,284.0,https://pypi.org/project/minisom,2022-02-25 07:49:30.000,12.0,13318.0,13318.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
363,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-07-28 13:49:28.000000,2022-07-28 13:49:27,2795,213.0,163,29.0,409.0,71.0,465.0,1009,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,28,True,2022-06-14 08:39:37.000,0.2.0,3.0,avalanche-lib,,,,,10.0,10.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,420.0,420.0,,,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,
364,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-06-17 17:50:59.000000,2021-12-06 21:48:19,1667,,175,40.0,166.0,73.0,149.0,825,A Jupyter - Three.js bridge.,29.0,28,True,2021-02-26 14:01:21.000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],65.0,20.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,83267.0,92502.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,401946.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,3804.0,,,,,,,,,,,,
365,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2022-07-28 01:17:04.704000,2022-06-28 07:53:54,1293,7.0,148,46.0,53.0,19.0,62.0,763,Computer Vision in Python.,32.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,966.0,851.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,115.0,12599.0,16897.0,https://anaconda.org/conda-forge/mahotas,2022-07-28 01:17:04.704,326719.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
366,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-07-22 13:34:29.000000,2022-07-20 08:44:27,1170,1.0,116,22.0,868.0,103.0,80.0,735,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,54.0,28,True,2022-06-16 20:45:24.000,2021.6.3,13.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,,,['sklearn'],2160.0,2154.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,109778.0,113452.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-02-07 12:53:31.181,55116.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
367,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2022-07-26 14:52:49.000000,2022-05-17 05:27:38,1571,6.0,226,38.0,1166.0,192.0,336.0,569,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",94.0,28,True,2022-05-18 01:03:25.000,0.26.0,33.0,tensorflow-io,,,,['tensorflow'],24.0,,https://pypi.org/project/tensorflow-io,2022-05-18 00:57:44.000,24.0,344143.0,344143.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
368,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2022-07-18 16:38:06.000000,2022-07-18 16:38:06,630,20.0,101,28.0,72.0,27.0,63.0,481,For recording and retrieving metadata associated with ML developer and data scientist workflows.,15.0,28,True,2022-06-21 20:49:30.000,1.9.0,36.0,ml-metadata,,,,,257.0,238.0,https://pypi.org/project/ml-metadata,2022-06-21 20:49:30.000,19.0,501467.0,501510.0,,,,,,,,3.0,,1742.0,,,,,,,,,,,,,,,,,,
369,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-07-26 11:58:14.000000,2022-07-21 16:49:16,704,13.0,68,30.0,283.0,110.0,196.0,423,"Simple, concise geographical visualization in Python.",28.0,28,True,2022-03-08 14:57:27.000,1.9.5,38.0,geoviews,conda-forge/geoviews,,,,478.0,450.0,https://pypi.org/project/geoviews,2022-03-08 14:57:27.000,28.0,8136.0,10359.0,https://anaconda.org/conda-forge/geoviews,2022-03-08 21:16:14.407,115632.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
370,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46,,189,22.0,16.0,37.0,23.0,407,scikit-learn inspired API for CRFsuite.,6.0,28,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4214.0,3948.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,266.0,497406.0,498280.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,23624.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
371,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-07-28 15:54:01.000000,2022-07-27 17:18:38,3493,192.0,45,15.0,615.0,200.0,165.0,234,Asynchronous Distributed Hyperparameter Optimization.,28.0,28,False,2022-03-07 19:03:38.000,0.2.3,23.0,orion,,,,,79.0,72.0,https://pypi.org/project/orion,2022-06-03 15:22:27.000,7.0,6160.0,6160.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
372,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2022-07-25 04:58:28.171000,2022-07-07 17:37:23,208,11.0,38,12.0,183.0,12.0,167.0,198,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,28,False,2022-02-15 20:52:07.000,3.4.0,67.0,pystan,conda-forge/pystan,,,,253.0,,https://pypi.org/project/pystan,2022-07-04 12:59:41.000,253.0,2924675.0,2949229.0,https://anaconda.org/conda-forge/pystan,2022-07-25 04:58:28.171,1571475.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
373,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264,,852,276.0,93.0,76.0,76.0,6970,Visualizations for machine learning datasets.,28.0,27,False,2019-07-24 15:57:06.000,1.0.0,4.0,facets-overview,,,,['jupyter'],131.0,127.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,235904.0,235904.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
374,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2022-07-28 13:41:24.000000,2022-07-26 23:54:10,1018,29.0,1000,94.0,442.0,585.0,429.0,6524,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,96.0,27,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],1128.0,1128.0,,,,,2917.0,https://anaconda.org/conda-forge/nvidia-apex,2022-04-06 03:11:02.383,96287.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
375,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-06-21 07:33:21.000000,2021-08-04 06:54:21,205,,1196,168.0,41.0,58.0,219.0,5803,2D and 3D Face alignment library build using pytorch.,23.0,27,True,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,,,['pytorch'],8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,8843.0,8843.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
376,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-07-20 09:33:26.000000,2022-07-20 09:33:26,623,1.0,918,149.0,67.0,56.0,292.0,5455,A Python scikit for building and analyzing recommender systems.,38.0,27,True,2020-07-19 14:50:48.000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,,26.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,26.0,153690.0,158113.0,https://anaconda.org/conda-forge/scikit-surprise,2021-11-18 20:15:44.176,238863.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
377,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2022-05-24 12:15:11.000000,2022-05-24 12:15:11,544,2.0,849,125.0,58.0,127.0,72.0,4761,Image augmentation library in Python for machine learning.,22.0,27,True,2022-04-27 09:29:23.000,0.2.10,22.0,Augmentor,,,,,508.0,479.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,29.0,22016.0,22016.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
378,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2022-07-28 11:39:56.000000,2022-07-28 09:29:04,909,352.0,449,57.0,1131.0,60.0,151.0,4518,Colossal-AI: A Unified Deep Learning System for Big Model Era.,68.0,27,True,2022-07-12 16:10:24.000,0.1.8,11.0,,,,,,113.0,113.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
379,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-07-27 16:35:39.000000,2022-07-27 16:32:25,192,25.0,248,60.0,167.0,13.0,53.0,4497,"A data augmentations library for audio, image, text, and video.",25.0,27,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,,47.0,44.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1097.0,1097.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
380,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-07-27 18:04:06.000000,2022-07-27 18:04:06,236,8.0,730,124.0,34.0,40.0,135.0,4166,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,21.0,27,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],308.0,288.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,7198.0,7436.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,6192.0,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,
381,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-07-19 05:09:29.000000,2022-07-19 05:09:29,463,2.0,622,91.0,198.0,107.0,349.0,4092,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,,829.0,784.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,385384.0,387693.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,124687.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
382,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-04-21 20:08:19.000000,2022-04-21 18:24:14,631,,968,283.0,222.0,9.0,355.0,3804,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,400517.0,400897.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-03-27 02:58:05.206,11809.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
383,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-04-01 13:57:36.000000,2022-04-01 13:57:36,131,,875,140.0,29.0,33.0,76.0,3654,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,True,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,4221.0,4047.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,174.0,217567.0,218140.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,9177.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
384,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-07-28 03:41:07.000000,2022-07-13 16:25:15,388,15.0,238,46.0,366.0,45.0,199.0,2974,Hummingbird compiles trained ML models into tensor computation for faster inference.,31.0,27,True,2022-04-25 22:09:52.000,0.4.4,17.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,38.0,38.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,2715.0,3403.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-05-02 19:54:06.683,10912.0,,,,,2.0,,174.0,,,,,,,,,,,,,,,,,,
385,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-07-28 09:47:26.000000,2022-07-27 02:15:31,451,21.0,726,62.0,535.0,62.0,343.0,2677,A high-performance distributed training framework for Reinforcement Learning.,31.0,27,True,2022-07-08 03:55:24.395,2.0.5,25.0,parl,,,,['paddle'],94.0,93.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,612.0,612.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
386,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116,,438,95.0,46.0,49.0,253.0,2572,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,532.0,518.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,229342.0,229755.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11788.0,,,,,3.0,,437.0,,,,,,,,,,,,,,,,,,
387,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945,45.0,618,162.0,53.0,3.0,493.0,2543,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,27,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,873.0,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,43168.0,,,,,3.0,,4087.0,,,,,,,,,,,,,,,,,,
388,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-06-29 05:18:35.000000,2022-04-26 21:33:51,470,,440,92.0,34.0,63.0,236.0,2524,Learning to Rank in TensorFlow.,28.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,,,['tensorflow'],12.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,12.0,90855.0,90855.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
