,name,github_id,pypi_id,conda_id,docs_url,category,labels,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,show,projectrank_placing,github_release_downloads,helm_id,brew_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,new_addition,trending,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,updated_github_id,dnf_id,yay_id
294,zarr,zarr-developers/zarr-python,zarr,conda-forge/zarr,,data-containers,,https://github.com/zarr-developers/zarr-python,https://github.com/zarr-developers/zarr-python,MIT,2015-12-15 14:49:40.000000,2020-12-22 02:05:54.000000,2020-12-21 20:17:11.000000,102.0,176.0,228.0,610.0,1358.0,2020-10-06 19:59:05.000000,2.5.0,31.0,"An implementation of chunked, compressed, N-dimensional arrays for Python.",570.0,498.0,35.0,26,https://pypi.org/project/zarr,2020-12-02 18:33:13.000000,72.0,20483.0,29668.0,https://anaconda.org/conda-forge/zarr,2020-12-03 02:31:13.848000,505175.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Mesh,tensorflow/mesh,mesh-tensorflow,,,distributed-ml,['tensorflow'],https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000000,2020-12-21 22:47:58.000000,2020-12-21 22:47:48.000000,113.0,72.0,12.0,602.0,568.0,2020-12-17 23:10:07.000000,0.1.18,24.0,Mesh TensorFlow: Model Parallelism Made Easier.,499.0,471.0,38.0,26,https://pypi.org/project/mesh-tensorflow,2020-12-17 23:10:07.000000,28.0,77766.0,77766.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
296,SMAC3,automl/SMAC3,smac,,,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-3-Clause,2016-08-17 10:58:05.000000,2020-12-26 22:43:48.000000,2020-10-29 10:14:55.000000,153.0,76.0,250.0,544.0,1888.0,2020-10-29 10:57:56.000000,0.13.1,29.0,Sequential Model-based Algorithm Configuration.,58.0,,30.0,26,https://pypi.org/project/smac,2020-10-29 10:57:56.000000,58.0,10066.0,10066.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
297,mpi4py,mpi4py/mpi4py,mpi4py,conda-forge/mpi4py,,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-3-Clause,2013-09-05 14:44:25.000000,2020-12-22 10:29:02.000000,2020-12-22 10:28:24.000000,60.0,1.0,3.0,366.0,2173.0,2020-07-27 06:40:19.000000,3.0.3,13.0,Python bindings for MPI.,700.0,,13.0,26,https://pypi.org/project/mpi4py,2019-11-04 13:05:10.000000,700.0,164850.0,174469.0,https://anaconda.org/conda-forge/mpi4py,2020-11-21 20:04:30.722000,488580.0,True,2,197.0,,,,,,,,,,,,,,,,,,,,,,,,,
298,hvPlot,holoviz/hvplot,hvplot,conda-forge/hvplot,,data-viz,,https://github.com/holoviz/hvplot,https://github.com/holoviz/hvplot,BSD-3-Clause,2018-03-19 14:22:41.000000,2020-12-15 10:41:07.000000,2020-11-18 20:38:19.000000,49.0,97.0,214.0,332.0,360.0,2020-12-16 22:59:26.000000,0.7.0,9.0,"A high-level plotting API for pandas, dask, xarray, and networkx built on HoloViews.",422.0,407.0,22.0,26,https://pypi.org/project/hvplot,2020-06-02 00:27:18.000000,15.0,68146.0,70083.0,https://anaconda.org/conda-forge/hvplot,2020-06-02 12:42:36.071000,54263.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
299,cloudant,cloudant/python-cloudant,cloudant,conda-forge/cloudant,,db-clients,,https://github.com/cloudant/python-cloudant,https://github.com/cloudant/python-cloudant,Apache-2.0,2015-08-28 16:22:49.000000,2020-12-18 03:57:08.000000,2020-11-25 17:20:12.000000,45.0,39.0,240.0,157.0,802.0,2020-08-18 12:14:54.000000,2.14.0,46.0,A Python library for Cloudant and CouchDB.,1782.0,1248.0,27.0,26,https://pypi.org/project/cloudant,2020-08-18 11:22:22.000000,534.0,41572.0,42957.0,https://anaconda.org/conda-forge/cloudant,2019-05-18 03:07:25.357000,70640.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
300,MMDetection,open-mmlab/mmdetection,,,,image,['pytorch'],https://github.com/open-mmlab/mmdetection,https://github.com/open-mmlab/mmdetection,Apache-2.0,2018-08-22 07:06:06.000000,2020-12-27 12:04:54.000000,2020-12-24 05:59:26.000000,4435.0,379.0,2827.0,13008.0,1367.0,2020-11-30 15:29:24.000000,2.7.0,7.0,OpenMMLab Detection Toolbox and Benchmark.,18.0,18.0,182.0,25,,,,,,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
301,NuPIC,numenta/nupic,nupic,,,ml-frameworks,,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000000,2020-12-11 19:56:36.000000,2019-10-23 20:45:07.000000,1585.0,456.0,1337.0,6190.0,6625.0,2018-06-01 15:37:54.000000,1.0.5,53.0,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",126.0,88.0,119.0,25,https://pypi.org/project/nupic,2018-06-01 15:37:54.000000,38.0,1611.0,1611.0,,,,False,3,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PyTorch Image Models,rwightman/pytorch-image-models,,,,image,['pytorch'],https://github.com/rwightman/pytorch-image-models,https://github.com/rwightman/pytorch-image-models,Apache-2.0,2019-02-02 05:51:12.000000,2020-12-24 20:04:24.000000,2020-12-19 05:28:47.000000,856.0,22.0,200.0,6104.0,636.0,2020-10-26 23:59:21.000000,0.1-itjx,12.0,"PyTorch image models, scripts, pretrained weights -- (SE)ResNet/ResNeXT, DPN, EfficientNet, MixNet, MobileNet-V3/V2,..",225.0,225.0,25.0,25,,,,,7991.0,,,,True,3,151833.0,,,,,,,,,,,,,,,,,,,,,,,,,
303,Trax,google/trax,trax,,,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000000,2020-12-23 20:04:36.000000,2020-12-23 03:16:23.000000,507.0,53.0,98.0,5447.0,1224.0,2020-12-18 17:22:13.000000,1.3.7,20.0,Trax Deep Learning with Clear Code and Speed.,16.0,16.0,55.0,25,https://pypi.org/project/trax,2020-12-18 17:22:13.000000,,3178.0,3178.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
304,auto-sklearn,automl/auto-sklearn,auto-sklearn,,,hyperopt,['sklearn'],https://github.com/automl/auto-sklearn,https://github.com/automl/auto-sklearn,BSD-3-Clause,2015-07-02 15:38:10.000000,2020-12-22 15:24:29.000000,2020-12-22 15:23:48.000000,965.0,119.0,551.0,5085.0,2399.0,2020-12-22 14:59:05.000000,0.12.1rc1,25.0,Automated Machine Learning with scikit-learn.,140.0,125.0,63.0,25,https://pypi.org/project/auto-sklearn,2020-12-22 15:24:29.000000,15.0,6972.0,6972.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
305,CleverHans,cleverhans-lab/cleverhans,cleverhans,,,adversarial,['tensorflow'],https://github.com/cleverhans-lab/cleverhans,https://github.com/cleverhans-lab/cleverhans,MIT,2016-09-15 00:28:04.000000,2020-12-09 17:37:00.000000,2020-07-09 02:26:15.000000,1209.0,75.0,373.0,4866.0,3001.0,2018-11-27 17:36:15.000000,3.0.1,6.0,"An adversarial example library for constructing attacks, building defenses, and benchmarking both.",182.0,174.0,108.0,25,https://pypi.org/project/cleverhans,2018-11-27 17:36:15.000000,8.0,543.0,543.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
306,Milvus,milvus-io/milvus,pymilvus,,,nn-search,,https://github.com/milvus-io/milvus,https://github.com/milvus-io/milvus,Apache-2.0,2019-09-16 06:43:43.000000,2020-12-26 09:36:52.000000,2020-12-26 09:36:51.000000,739.0,227.0,1817.0,4814.0,6153.0,2020-12-03 09:00:58.000000,0.10.4,42.0,"An open source embedding vector similarity search engine powered by Faiss, NMSLIB and Annoy.",6.0,,140.0,25,https://pypi.org/project/pymilvus,2020-10-16 13:11:09.000000,6.0,5521.0,19411.0,,,,True,2,,,,milvusdb/milvus,https://hub.docker.com/r/milvusdb/milvus,2020-12-02 07:53:35.200908,8.0,208359.0,,,,,,,True,,,,,,,,,,,
307,Augmentor,mdbloice/Augmentor,Augmentor,,,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000000,2020-11-10 05:20:01.000000,2020-03-09 11:32:02.000000,777.0,115.0,67.0,4262.0,511.0,2020-01-17 11:59:53.000000,0.2.8,20.0,Image augmentation library in Python for machine learning.,312.0,270.0,22.0,25,https://pypi.org/project/Augmentor,2020-01-17 11:59:53.000000,42.0,2594.0,2594.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
308,BigDL,intel-analytics/BigDL,bigdl,,,distributed-ml,,https://github.com/intel-analytics/BigDL,https://github.com/intel-analytics/BigDL,Apache-2.0,2016-08-29 07:59:50.000000,2020-12-23 08:33:46.000000,2020-12-23 08:33:44.000000,899.0,180.0,726.0,3681.0,2657.0,2020-12-06 03:04:34.000000,0.12.1,36.0,BigDL: Distributed Deep Learning Framework for Apache Spark.,22.0,19.0,71.0,25,https://pypi.org/project/bigdl,2020-12-06 03:04:34.000000,3.0,1249.0,1249.0,,,,True,2,,,,,,,,,,,,,,,,,,,,com.intel.analytics.bigdl:bigdl-SPARK_2.4,https://search.maven.org/artifact/com.intel.analytics.bigdl/bigdl-SPARK_2.4,2020-12-05 03:54:47.000000,0.0,,,
309,pyAudioAnalysis,tyiannak/pyAudioAnalysis,pyAudioAnalysis,,,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000000,2020-12-18 08:17:50.000000,2020-12-18 08:17:50.000000,922.0,158.0,103.0,3623.0,673.0,2020-09-29 21:30:02.000000,0.3.6,15.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",183.0,172.0,23.0,25,https://pypi.org/project/pyAudioAnalysis,2020-09-29 21:30:02.000000,11.0,7250.0,7250.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
310,pyfolio,quantopian/pyfolio,pyfolio,conda-forge/pyfolio,,financial-data,,https://github.com/quantopian/pyfolio,https://github.com/quantopian/pyfolio,Apache-2.0,2015-06-01 15:31:39.000000,2020-07-29 16:06:37.000000,2020-07-15 13:46:58.000000,1004.0,119.0,263.0,3327.0,1184.0,2019-04-15 14:54:03.000000,0.9.1,21.0,Portfolio and risk analytics in Python.,210.0,183.0,55.0,25,https://pypi.org/project/pyfolio,2019-04-15 14:54:03.000000,27.0,5525.0,5682.0,https://anaconda.org/conda-forge/pyfolio,2020-05-16 14:11:57.267000,5344.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
311,espnet,espnet/espnet,espnet,,,audio,,https://github.com/espnet/espnet,https://github.com/espnet/espnet,Apache-2.0,2017-12-13 00:45:11.000000,2020-12-27 15:37:45.000000,2020-12-27 15:19:55.000000,963.0,115.0,1012.0,3240.0,10248.0,2020-12-01 12:18:22.000000,0.9.6,31.0,End-to-End Speech Processing Toolkit.,3.0,3.0,134.0,25,https://pypi.org/project/espnet,2020-12-01 12:18:22.000000,,1247.0,1248.0,,,,True,3,59.0,,,,,,,,,,,,,,True,,,,,,,,,,,
312,ftfy,LuminosoInsight/python-ftfy,ftfy,conda-forge/ftfy,,nlp,,https://github.com/LuminosoInsight/python-ftfy,https://github.com/LuminosoInsight/python-ftfy,MIT,2012-08-24 16:14:59.000000,2020-08-21 18:13:12.000000,2020-07-17 21:21:57.000000,98.0,14.0,92.0,2863.0,510.0,2020-02-18 16:42:00.000000,5.6.1,41.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",3291.0,2531.0,17.0,25,https://pypi.org/project/ftfy,2020-07-20 21:50:51.000000,760.0,254395.0,256516.0,https://anaconda.org/conda-forge/ftfy,2019-02-03 00:23:45.610000,93340.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
313,AutoGluon,awslabs/autogluon,autogluon,,,hyperopt,['mxnet'],https://github.com/awslabs/autogluon,https://github.com/awslabs/autogluon,Apache-2.0,2019-07-29 18:51:24.000000,2020-12-27 01:43:03.000000,2020-12-25 20:27:52.000000,369.0,148.0,214.0,2845.0,447.0,2020-12-08 19:01:22.000000,0.0.15,277.0,"AutoGluon: AutoML for Text, Image, and Tabular Data.",42.0,42.0,50.0,25,https://pypi.org/project/autogluon,2020-12-26 09:20:53.000000,0.0,12177.0,12177.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
314,Chartify,spotify/chartify,chartify,conda-forge/chartify,,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000000,2020-12-25 03:48:39.000000,2020-11-02 22:11:04.000000,244.0,40.0,30.0,2796.0,186.0,2020-11-02 22:14:08.000000,3.0.3,16.0,Python library that makes it easy for data scientists to create charts.,57.0,52.0,19.0,25,https://pypi.org/project/chartify,2020-11-02 22:14:08.000000,5.0,8460.0,8921.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628000,11546.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
315,nevergrad,facebookresearch/nevergrad,nevergrad,conda-forge/nevergrad,,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000000,2020-12-27 14:26:50.000000,2020-12-25 21:10:49.000000,265.0,68.0,114.0,2765.0,732.0,2020-08-04 12:13:07.000000,0.4.2,25.0,A Python toolbox for performing gradient-free optimization.,121.0,107.0,40.0,25,https://pypi.org/project/nevergrad,2020-12-10 15:37:29.000000,14.0,7132.0,7808.0,https://anaconda.org/conda-forge/nevergrad,2020-12-14 18:21:29.267000,5410.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Stable Baselines,hill-a/stable-baselines,stable-baselines,,,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000000,2020-12-23 16:27:10.000000,2020-12-23 16:27:08.000000,545.0,116.0,708.0,2728.0,835.0,2020-08-05 19:45:11.000000,2.10.1,30.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",25.0,,110.0,25,https://pypi.org/project/stable-baselines,2020-08-05 19:42:14.000000,25.0,8882.0,8882.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
317,Pony,ponyorm/pony,pony,conda-forge/pony,,db-clients,,https://github.com/ponyorm/pony,https://github.com/ponyorm/pony,Apache-2.0,2013-02-08 04:56:00.000000,2020-12-24 12:38:50.000000,2020-11-23 17:42:03.000000,188.0,235.0,299.0,2405.0,,2020-11-23 19:13:28.000000,0.7.14,44.0,Pony Object Relational Mapper.,2159.0,1621.0,20.0,25,https://pypi.org/project/pony,2020-11-23 18:56:34.000000,538.0,21211.0,22124.0,https://anaconda.org/conda-forge/pony,2020-11-23 21:18:14.049000,42938.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Neural Network Libraries,sony/nnabla,nnabla,,,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000000,2020-12-24 02:44:34.000000,2020-12-23 08:27:56.000000,303.0,35.0,18.0,2389.0,2225.0,2020-12-24 02:44:34.000000,1.15.0,51.0,Neural Network Libraries.,34.0,,55.0,25,https://pypi.org/project/nnabla,2020-12-24 02:44:34.000000,34.0,3861.0,3873.0,,,,True,3,506.0,,,,,,,,,,,,,,,,,,,,,,,,,
319,TRAINS,allegroai/trains,trains,,,ml-experiments,,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000000,2020-12-25 02:34:26.000000,2020-12-25 02:34:26.000000,239.0,81.0,149.0,2041.0,936.0,2020-12-25 00:38:35.000000,0.17.2,121.0,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management.",3.0,3.0,24.0,25,https://pypi.org/project/trains,2020-12-10 10:59:49.000000,0.0,156495.0,158163.0,,,,True,3,246.0,,,allegroai/trains,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,29800.0,,,,,,,,-2.0,,,,,,,,allegroai/clearml,,
320,fastNLP,fastnlp/fastNLP,fastnlp,,,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000000,2020-12-16 10:04:23.000000,2020-11-23 10:50:37.000000,343.0,14.0,127.0,1937.0,1706.0,2020-11-06 15:31:29.000000,0.6.0,10.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,22.0,21.0,48.0,25,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000000,1.0,1276.0,1278.0,,,,True,2,54.0,,,,,,,,,,,,,,True,-2.0,,,,,,,,,,
321,TextDistance,life4/textdistance,textdistance,conda-forge/textdistance,,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000000,2020-11-10 18:38:06.222000,2020-04-13 10:34:26.000000,156.0,9.0,,1845.0,289.0,2020-04-13 10:17:59.000000,.4.2.0,20.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",301.0,273.0,7.0,25,https://pypi.org/project/textdistance,2020-04-13 09:59:27.000000,28.0,102924.0,103363.0,https://anaconda.org/conda-forge/textdistance,2020-11-10 18:38:06.222000,13573.0,True,2,96.0,,,,,,,,,,,,,,,,,,,,,,,,,
322,spark-nlp,JohnSnowLabs/spark-nlp,spark-nlp,,,nlp,['spark'],https://github.com/JohnSnowLabs/spark-nlp,https://github.com/JohnSnowLabs/spark-nlp,Apache-2.0,2017-09-24 19:36:44.000000,2020-12-27 04:25:48.000000,2020-12-21 16:56:44.000000,387.0,80.0,312.0,1774.0,4744.0,2020-12-15 17:22:19.000000,2.6.5,70.0,State of the Art Natural Language Processing.,0.0,,71.0,25,https://pypi.org/project/spark-nlp,2020-12-15 17:14:39.000000,0.0,357072.0,357072.0,,,,True,2,,,,,,,,,,,,,,,True,,,,,,,,,,,
323,Jina,jina-ai/jina,jina,,,nlp,,https://github.com/jina-ai/jina,https://github.com/jina-ai/jina,Apache-2.0,2020-02-13 17:04:44.000000,2020-12-27 13:32:35.000000,2020-12-26 23:20:38.000000,298.0,41.0,499.0,1761.0,4264.0,2020-12-21 22:43:22.000000,0.8.13,101.0,An easier way to build neural search in the cloud.,41.0,41.0,74.0,25,https://pypi.org/project/jina,2020-12-23 19:12:55.000000,,1261.0,7563.0,,,,True,2,,,,jinaai/jina,https://hub.docker.com/r/jinaai/jina,2020-12-27 06:35:32.007321,,63022.0,,,,,,,,,,,,,,,,,,
324,polyglot,aboSamoor/polyglot,polyglot,,,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000000,2020-10-27 10:55:53.000000,2020-09-22 22:35:28.000000,292.0,132.0,62.0,1735.0,271.0,2016-07-03 20:05:42.000000,16.7.4,8.0,Multilingual text (NLP) processing toolkit.,477.0,412.0,26.0,25,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000000,65.0,42002.0,42002.0,,,,False,2,,,,,,,,,,,,,,,,,,,,,,,,,,
325,StellarGraph,stellargraph/stellargraph,stellargraph,,,graph,['keras'],https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000000,2020-12-20 18:59:43.000000,2020-07-21 04:03:09.000000,245.0,211.0,693.0,1691.0,2515.0,2020-06-30 05:15:21.000000,1.2.1,25.0,StellarGraph - Machine Learning on Graphs.,42.0,40.0,28.0,25,https://pypi.org/project/stellargraph,2020-06-25 09:38:56.000000,2.0,8449.0,8449.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
326,category_encoders,scikit-learn-contrib/category_encoders,category_encoders,conda-forge/category_encoders,,others,['sklearn'],https://github.com/scikit-learn-contrib/category_encoders,https://github.com/scikit-learn-contrib/category_encoders,BSD-3-Clause,2015-11-29 19:32:37.000000,2020-11-10 15:17:22.000000,2020-07-31 10:43:44.000000,292.0,62.0,133.0,1538.0,671.0,2020-04-29 02:09:51.000000,2.2.2,19.0,A library of sklearn compatible categorical variable encoders.,23.0,,34.0,25,https://pypi.org/project/category_encoders,2018-10-14 14:15:54.000000,23.0,355636.0,357345.0,https://anaconda.org/conda-forge/category_encoders,2020-04-29 22:37:35.948000,90616.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
327,Pythran,serge-sans-paille/pythran,pythran,conda-forge/pythran,,others,,https://github.com/serge-sans-paille/pythran,https://github.com/serge-sans-paille/pythran,BSD-3-Clause,2012-05-29 08:02:14.000000,2020-12-26 11:50:04.000000,2020-12-15 13:53:37.000000,134.0,99.0,534.0,1487.0,3295.0,2020-12-09 20:06:55.000000,0.9.8,44.0,Ahead of Time compiler for numeric kernels.,59.0,46.0,47.0,25,https://pypi.org/project/pythran,2020-12-11 23:02:35.000000,13.0,1114.0,4972.0,https://anaconda.org/conda-forge/pythran,2020-12-15 13:25:04.645000,119599.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,pythran,python-pythran
328,swifter,jmcarpenter2/swifter,swifter,conda-forge/swifter,,data-containers,['pandas'],https://github.com/jmcarpenter2/swifter,https://github.com/jmcarpenter2/swifter,MIT,2018-04-07 21:37:19.000000,2020-12-19 19:11:45.000000,2020-12-19 19:11:44.000000,68.0,13.0,76.0,1483.0,423.0,2020-10-11 22:42:57.000000,1.0.7,71.0,A package which efficiently applies any function to a pandas dataframe or series in the fastest available manner.,284.0,268.0,14.0,25,https://pypi.org/project/swifter,2020-10-11 22:42:57.000000,16.0,53745.0,57374.0,https://anaconda.org/conda-forge/swifter,2020-09-20 15:08:56.885000,72597.0,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
329,streamparse,Parsely/streamparse,streamparse,,,data-pipelines,,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000000,2020-12-18 18:44:04.000000,2020-12-18 18:43:59.000000,219.0,69.0,263.0,1420.0,1059.0,2020-10-07 19:53:15.000000,4.0.0,47.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",72.0,46.0,40.0,25,https://pypi.org/project/streamparse,2020-10-07 19:45:19.000000,26.0,1699.0,1699.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
330,chainercv,chainer/chainercv,chainercv,,,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000000,2020-02-03 01:27:17.000000,2020-01-07 11:48:31.000000,318.0,54.0,168.0,1410.0,4930.0,2019-06-12 11:55:02.000000,0.13.1,23.0,ChainerCV: a Library for Deep Learning in Computer Vision.,234.0,210.0,39.0,25,https://pypi.org/project/chainercv,2019-05-31 08:53:39.000000,24.0,3846.0,3846.0,,,,True,3,,,,,,,,,,,,,,,True,,,,,,,,,,,
331,jellyfish,jamesturk/jellyfish,jellyfish,conda-forge/jellyfish,,nlp,,https://github.com/jamesturk/jellyfish,https://github.com/jamesturk/jellyfish,BSD-2-Clause,2010-07-09 20:41:11.000000,2020-12-08 01:19:02.000000,2020-12-08 01:18:57.000000,118.0,9.0,86.0,1379.0,,2020-05-21 20:37:01.000000,0.8.2,27.0,a python library for doing approximate and phonetic matching of strings.,2598.0,1952.0,19.0,25,https://pypi.org/project/jellyfish,2020-05-21 20:37:01.000000,646.0,794096.0,796159.0,https://anaconda.org/conda-forge/jellyfish,2020-10-10 13:37:43.217000,105246.0,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
332,Ax,facebook/Ax,ax-platform,,,hyperopt,['pytorch'],https://github.com/facebook/Ax,https://github.com/facebook/Ax,MIT,2019-02-09 15:23:44.000000,2020-12-27 06:10:37.000000,2020-12-24 04:39:58.000000,137.0,32.0,169.0,1350.0,888.0,2020-12-08 19:07:48.000000,0.1.19,20.0,Adaptive Experimentation Platform.,118.0,114.0,89.0,25,https://pypi.org/project/ax-platform,2020-12-08 19:07:48.000000,4.0,18023.0,18023.0,,,,True,2,,,,,,,,,,,,,,,,,,,,,,,,,,
333,TFX,tensorflow/tfx,tfx,,,data-pipelines,['tensorflow'],https://github.com/tensorflow/tfx,https://github.com/tensorflow/tfx,Apache-2.0,2019-02-04 17:14:36.000000,2020-12-24 06:44:29.000000,2020-12-24 02:39:39.000000,365.0,200.0,300.0,1267.0,2977.0,2020-11-19 21:33:15.000000,0.25.0,37.0,TFX is an end-to-end platform for deploying production ML pipelines.,2.0,,96.0,25,https://pypi.org/project/tfx,2020-11-19 21:33:15.000000,2.0,64312.0,64312.0,,,,True,3,,,,,,,,,,,,,,,,,,,,,,,,,,
334,haystack,deepset-ai/haystack,haystack,,,nlp,,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000000,2020-12-27 12:36:11.000000,2020-12-27 12:36:09.000000,209.0,53.0,337.0,1200.0,474.0,2020-12-17 06:53:05.000000,0.6.0,34.0,Transformers at scale for question answering & neural search. Using NLP via a modular Retriever-Reader-Pipeline...,97.0,23.0,28.0,25,https://pypi.org/project/haystack,2017-07-03 04:44:52.000000,74.0,4633.0,4633.0,,,,True,2,,,,,,,,,,,,,,,True,,,,,,,,,,,
335,ViZDoom,mwydmuch/ViZDoom,vizdoom,,,reinforcement-learning,,https://github.com/mwydmuch/ViZDoom,https://github.com/mwydmuch/ViZDoom,MIT,2015-06-26 18:38:23.000000,2020-12-16 10:27:24.000000,2020-12-16 10:26:56.000000,276.0,88.0,326.0,1144.0,1459.0,2020-10-29 15:54:47.000000,1.1.8,19.0,Doom-based AI Research Platform for Reinforcement Learning from Raw Visual Information.,108.0,96.0,43.0,25,https://pypi.org/project/vizdoom,2020-10-29 15:56:20.000000,12.0,394.0,573.0,,,,True,2,10245.0,,,,,,,,,,,,,,,,,,,,,,,,,
336,ArcGIS API,Esri/arcgis-python-api,arcgis,,,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000000,2020-12-23 17:01:44.000000,2020-12-18 15:18:27.000000,676.0,125.0,185.0,926.0,2857.0,2020-12-15 21:49:37.000000,1.8.3,25.0,Documentation and samples for ArcGIS API for Python.,10.0,,60.0,25,https://pypi.org/project/arcgis,2020-11-30 16:13:47.000000,10.0,13795.0,13858.0,,,,True,3,,,,esridocker/arcgis-api-python-notebook,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2020-03-06 00:53:45.164342,29.0,3597.0,,,,,,,,,,,,,,,,,,
