,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,new_addition,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id
418,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-01-01 05:32:02.000000,2021-01-01 05:32:01.000000,111,62.0,106.0,1369,978.0,Extract Transform Load for Python 3.5+.,36.0,23,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,129.0,105.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,24.0,2110.0,2110.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,Pandaral·lel,nalepae/pandarallel,,data-containers,https://github.com/nalepae/pandarallel,https://github.com/nalepae/pandarallel,BSD-3-Clause,2019-03-10 11:58:29.000000,2020-12-16 13:29:31.000000,2020-12-16 13:29:29.000000,92,60.0,53.0,1325,110.0,A simple and efficient tool to parallelize Pandas operations on all availableCPUs.,13.0,23,True,2020-08-25 16:33:28.000000,1.5.1,28.0,pandarallel,,,,"['pandas', 'jupyter']",138.0,138.0,https://pypi.org/project/pandarallel,2020-08-25 16:33:28.000000,0.0,38959.0,38959.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,TextAttack,QData/TextAttack,,adversarial,https://github.com/QData/TextAttack,https://github.com/QData/TextAttack,MIT,2019-10-15 00:51:44.000000,2021-01-15 17:37:23.000000,2021-01-15 17:37:07.000000,127,26.0,86.0,1184,1908.0,"TextAttack is a Python framework for adversarial attacks, data augmentation, and model training in NLP.",31.0,23,True,2020-12-27 05:23:02.000000,0.2.15,35.0,textattack,,,,,15.0,15.0,https://pypi.org/project/textattack,2020-12-27 05:23:02.000000,0.0,838.0,838.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
421,MLBox,AxeldeRomblay/MLBox,,hyperopt,https://github.com/AxeldeRomblay/MLBox,https://github.com/AxeldeRomblay/MLBox,BSD-1-Clause,2017-06-01 16:59:24.000000,2020-11-24 17:57:08.000000,2020-08-25 09:26:27.000000,242,10.0,72.0,1179,1121.0,MLBox is a powerful Automated Machine Learning python library.,9.0,23,False,2020-08-25 09:32:37.000000,0.8.5,21.0,mlbox,,,,,20.0,20.0,https://pypi.org/project/mlbox,2020-08-25 09:32:37.000000,,2665.0,2665.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
422,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2020-12-10 16:03:25.000000,2020-05-29 21:31:20.000000,196,15.0,78.0,1142,437.0,Contextually-keyed word vectors.,14.0,23,True,2019-11-22 17:40:43.000000,1.0.2,17.0,sense2vec,conda-forge/sense2vec,,,,54.0,48.0,https://pypi.org/project/sense2vec,2019-11-22 15:49:11.000000,6.0,2374.0,3629.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,14225.0,,,,,3.0,12095.0,,,,,,,,,,,,,,,,,,,,
423,metric-learn,scikit-learn-contrib/metric-learn,,others,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000000,2020-08-04 01:35:49.000000,2020-08-04 01:35:39.000000,205,47.0,109.0,1101,263.0,Metric learning algorithms in Python.,19.0,23,True,2020-07-02 12:55:51.000000,0.6.2,10.0,metric-learn,,,,['sklearn'],125.0,116.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000000,9.0,15406.0,15406.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
424,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2021-01-15 19:53:12.000000,2021-01-14 18:31:32.000000,185,182.0,769.0,1030,1187.0,A toolkit for reproducible reinforcement learning research.,73.0,23,True,2020-09-17 07:34:11.000000,2020.6.3,21.0,garage,,,,['tensorflow'],13.0,13.0,https://pypi.org/project/garage,2020-10-02 17:16:03.000000,,196.0,196.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
425,livelossplot,stared/livelossplot,,ml-experiments,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000000,2020-11-30 21:45:57.000000,2020-11-16 19:06:21.000000,126,5.0,67.0,1019,304.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",15.0,23,True,2020-07-24 12:17:19.000000,0.5.3,23.0,livelossplot,,,,['jupyter'],426.0,421.0,https://pypi.org/project/livelossplot,2020-07-24 12:17:19.000000,5.0,11046.0,11046.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
426,Optimus,ironmussa/Optimus,,data-pipelines,https://github.com/ironmussa/Optimus,https://github.com/ironmussa/Optimus,Apache-2.0,2017-07-13 02:31:18.000000,2021-01-15 20:59:01.000000,2021-01-15 20:58:54.000000,189,139.0,165.0,967,3520.0,"Agile Data Preparation Workflows madeeasy with dask, cudf, dask_cudf and pyspark.",21.0,23,True,2020-07-19 03:05:40.000000,2.2.32,85.0,optimuspyspark,,,,['spark'],11.0,11.0,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000000,,5463.0,5463.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
427,tensorly,tensorly/tensorly,,others,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000000,2021-01-03 14:51:29.000000,2021-01-03 14:51:11.000000,186,24.0,94.0,947,865.0,TensorLy: Tensor Learning in Python.,38.0,23,True,2020-12-07 20:30:41.000000,0.5.1,16.0,tensorly,conda-forge/tensorly,,,,20.0,,https://pypi.org/project/tensorly,2020-12-07 20:30:41.000000,20.0,2480.0,5839.0,https://anaconda.org/conda-forge/tensorly,2020-12-07 22:44:30.386000,107510.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
428,ChainerRL,chainer/chainerrl,,reinforcement-learning,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2020-12-09 06:26:53.000000,2020-12-09 06:26:52.000000,205,75.0,146.0,921,3458.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,True,2020-02-14 05:35:56.000000,0.8.0,10.0,chainerrl,,,,,102.0,88.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,530.0,530.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
429,spacy-transformers,explosion/spacy-transformers,,nlp,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000000,2021-01-14 08:27:10.000000,2021-01-14 08:27:09.000000,99,48.0,134.0,872,1243.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",14.0,23,True,2020-06-29 12:10:14.000000,0.6.2,33.0,spacy-transformers,,,,['spacy'],75.0,72.0,https://pypi.org/project/spacy-transformers,2020-10-14 12:35:57.000000,3.0,8798.0,8798.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
430,luminol,linkedin/luminol,,time-series-data,https://github.com/linkedin/luminol,https://github.com/linkedin/luminol,Apache-2.0,2015-11-18 23:16:33.000000,2020-12-27 09:54:35.000000,2018-01-09 07:46:55.000000,177,24.0,12.0,864,69.0,Anomaly Detection and Correlation library.,8.0,23,False,2016-01-20 01:01:44.000000,0.3.1,5.0,luminol,,,,,49.0,37.0,https://pypi.org/project/luminol,2017-12-11 06:04:15.000000,12.0,153625.0,153625.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
431,keract,philipperemy/keract,,interpretability,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2021-01-09 21:38:18.000000,2021-01-09 21:38:17.000000,175,1.0,75.0,843,351.0,Activation Maps (Layers Outputs) and Gradients in Keras.,15.0,23,True,2020-12-30 19:38:30.000000,4.3.4,36.0,keract,,,,['tensorflow'],71.0,66.0,https://pypi.org/project/keract,2020-12-22 09:35:27.000000,5.0,1371.0,1371.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
432,SciSpacy,allenai/scispacy,,nlp,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000000,2021-01-16 01:21:02.000000,2021-01-12 00:58:40.000000,118,17.0,129.0,778,796.0,A full spaCy pipeline and models for scientific/biomedical documents.,15.0,23,True,2020-10-16 17:13:40.000000,0.3.0,9.0,scispacy,,,,,211.0,199.0,https://pypi.org/project/scispacy,2020-10-16 17:13:40.000000,12.0,7247.0,7247.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
433,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-01-08 15:19:01.004000,2021-01-08 11:25:11.000000,82,3.0,68.0,743,509.0,"Extensible, parallel implementations of t-SNE.",10.0,23,True,2021-01-08 12:20:43.000000,0.5.1,19.0,opentsne,conda-forge/opentsne,,,,172.0,168.0,https://pypi.org/project/opentsne,2021-01-08 12:20:43.000000,4.0,7952.0,10866.0,https://anaconda.org/conda-forge/opentsne,2021-01-08 15:19:01.004000,72871.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
434,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-01-03 21:34:15.000000,2021-01-03 04:18:07.000000,230,15.0,153.0,709,405.0,A research toolkit for particle swarm optimization in Python.,42.0,23,True,2020-11-14 05:18:38.000000,.1.2.0,20.0,pyswarms,,,,,87.0,87.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,4565.0,4565.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
435,Hail,hail-is/hail,,medical-data,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000000,2021-01-15 22:12:47.000000,2021-01-15 16:53:40.000000,180,323.0,1934.0,692,7617.0,Scalable genomic data analysis.,69.0,23,True,2020-12-03 19:29:37.000000,0.2.61,81.0,hail,,,,['spark'],28.0,28.0,https://pypi.org/project/hail,2020-12-03 19:29:37.000000,,913.0,913.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
436,stockstats,jealous/stockstats,,financial-data,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000000,2020-12-10 07:08:11.000000,2020-10-17 10:59:35.000000,190,29.0,29.0,692,23.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,7.0,23,True,2020-10-17 11:10:43.000000,0.3.2,14.0,stockstats,,,,,182.0,158.0,https://pypi.org/project/stockstats,2020-10-17 11:10:43.000000,24.0,25579.0,25579.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,Singer,singer-io/getting-started,,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000000,2020-12-04 20:57:23.000000,2020-12-04 20:57:19.000000,94,20.0,16.0,670,173.0,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",26.0,23,False,2019-11-04 21:43:38.000000,5.9.1,100.0,singer-python,,,,,300.0,,https://pypi.org/project/singer-python,2020-10-27 17:49:47.000000,300.0,57804.0,57804.0,,,,,,,,3.0,,-1.0,,,,,,,,,,,,,,,,,,,
438,GPUtil,anderskm/gputil,,gpu-utilities,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000000,2020-10-01 05:42:49.000000,2019-08-16 09:00:15.000000,76,10.0,14.0,663,140.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,23,False,2018-12-18 09:12:13.000000,1.4.0,8.0,gputil,,,,,1045.0,943.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000000,102.0,60238.0,60238.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
439,TreeInterpreter,andosa/treeinterpreter,,interpretability,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000000,2021-01-10 20:20:58.000000,2021-01-10 20:14:03.000000,133,25.0,3.0,636,35.0,Package for interpreting scikit-learn's decision tree and random forest predictions.,10.0,23,True,2021-01-10 20:12:39.000000,0.2.3,5.0,treeinterpreter,,,,['sklearn'],131.0,113.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000000,18.0,66486.0,66486.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
440,arch,bashtage/arch,,financial-data,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2021-01-11 12:53:43.000000,2021-01-07 12:33:37.000000,158,18.0,122.0,632,744.0,ARCH models in Python.,25.0,23,False,2020-06-24 19:19:12.000000,4.15,26.0,arch,,,,,283.0,241.0,https://pypi.org/project/arch,2020-06-24 19:20:21.000000,42.0,31229.0,31229.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,PDPbox,SauceCat/PDPbox,,data-viz,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000000,2021-01-13 08:25:09.000000,2018-12-08 10:06:13.000000,83,37.0,17.0,523,223.0,python partial dependence plot toolbox.,7.0,23,False,2018-07-23 13:33:35.000000,0.2.0,2.0,pdpbox,conda-forge/pdpbox,,,,327.0,293.0,https://pypi.org/project/pdpbox,2018-07-23 13:33:35.000000,34.0,40925.0,41231.0,https://anaconda.org/conda-forge/pdpbox,2019-07-17 16:58:38.379000,5508.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2020-11-11 16:20:54.000000,2020-11-11 16:13:44.000000,78,14.0,60.0,431,308.0,"Read music meta data and length of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA and Wave files with python 2 or 3.",18.0,23,True,2020-11-05 12:44:52.000000,1.5.0,33.0,tinytag,,,,,391.0,295.0,https://pypi.org/project/tinytag,2020-11-05 12:44:52.000000,96.0,2780.0,2780.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,random-forest-importances,parrt/random-forest-importances,,interpretability,https://github.com/parrt/random-forest-importances,https://github.com/parrt/random-forest-importances,MIT,2018-03-22 19:20:13.000000,2021-01-08 18:35:14.000000,2021-01-08 18:35:13.000000,88,4.0,25.0,403,243.0,Code to compute permutation and drop-column importances in Python scikit-learn models.,14.0,23,True,2020-11-25 22:11:59.000000,1.3.6,21.0,rfpimp,,,,['sklearn'],59.0,57.0,https://pypi.org/project/rfpimp,2020-11-25 22:11:59.000000,2.0,13930.0,13930.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
444,messytables,okfn/messytables,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000000,2021-01-07 22:24:38.000000,2019-11-13 07:35:33.000000,97,30.0,55.0,359,601.0,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,44.0,23,False,2017-02-09 12:37:47.000000,0.15.2,26.0,messytables,,,,,388.0,170.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000000,218.0,4319.0,4319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,pySBD,nipunsadvilkar/pySBD,,nlp,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000000,2020-12-01 05:37:27.000000,2020-12-01 05:37:25.000000,25,4.0,43.0,262,274.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,23,True,2020-10-08 11:41:09.000000,0.3.3,14.0,pysbd,,,,,99.0,97.0,https://pypi.org/project/pysbd,2020-10-08 11:33:56.000000,2.0,8966.0,8966.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,pysparkling,svenkreiss/pysparkling,,data-pipelines,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,MIT,2015-05-09 19:23:20.000000,2021-01-10 21:31:20.000000,2021-01-10 21:31:15.000000,43,1.0,20.0,232,1514.0,A pure Python implementation of Apache Spark's RDD and DStream interfaces.,9.0,23,True,2021-01-10 21:15:26.000000,0.6.1,68.0,pysparkling,,,,,70.0,56.0,https://pypi.org/project/pysparkling,2021-01-10 21:15:26.000000,14.0,4408.0,4408.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,SUOD,yzhao062/SUOD,,others,https://github.com/yzhao062/SUOD,https://github.com/yzhao062/SUOD,BSD-2-Clause,2019-11-20 00:23:54.000000,2021-01-15 02:12:04.000000,2021-01-15 02:06:47.000000,26,3.0,2.0,232,131.0,An Acceleration System for Large-scare Unsupervised Heterogeneous Outlier Detection (Anomaly Detection).,1.0,23,True,2021-01-15 02:12:04.000000,0.0.6,7.0,suod,,,,,242.0,242.0,https://pypi.org/project/suod,2021-01-15 02:12:04.000000,,77724.0,77724.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,TensorFlow Cloud,tensorflow/cloud,,tensorflow-utils,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000000,2021-01-15 21:31:00.000000,2021-01-15 21:30:48.000000,43,46.0,25.0,218,499.0,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,16.0,23,True,2021-01-06 23:08:07.000000,0.1.11,14.0,tensorflow-cloud,,,,['tensorflow'],14.0,14.0,https://pypi.org/project/tensorflow-cloud,2021-01-06 23:08:07.000000,0.0,87192.0,87192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,pyexcel-xlsx,pyexcel/pyexcel-xlsx,,data-loading,https://github.com/pyexcel/pyexcel-xlsx,https://github.com/pyexcel/pyexcel-xlsx,BSD-3-Clause,2014-12-02 00:03:24.000000,2020-11-28 22:30:58.000000,2020-11-28 22:30:53.000000,16,12.0,20.0,83,267.0,"A wrapper library to read, manipulate and write data in xlsx and xlsm format using openpyxl.",4.0,23,False,2020-10-10 13:13:09.000000,0.6.0,30.0,pyexcel-xlsx,conda-forge/pyexcel-xlsx,,,,1383.0,1073.0,https://pypi.org/project/pyexcel-xlsx,2019-12-28 20:09:57.000000,310.0,33593.0,33971.0,https://anaconda.org/conda-forge/pyexcel-xlsx,2020-10-10 15:53:49.660000,14742.0,,,,,3.0,46.0,,,,,,,,,,,,,,,,,,,,
450,Vaex,vaexio/vaex,,data-containers,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42.000000,2021-01-15 13:11:31.000000,2021-01-15 13:11:30.000000,434,277.0,388.0,5624,2913.0,"Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second.",37.0,22,True,2020-05-25 21:35:34.000000,3.0.0,43.0,vaex,conda-forge/vaex,,,,2.0,,https://pypi.org/project/vaex,2021-01-13 17:19:07.000000,2.0,3193.0,5032.0,https://anaconda.org/conda-forge/vaex,2020-06-01 18:35:17.510000,93705.0,,,,,3.0,199.0,,,,,,,,,,,,,,,,,,,,
451,mmdnn,Microsoft/MMdnn,,model-serialisation,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2020-10-22 09:57:53.000000,2020-08-14 02:32:30.000000,922,306.0,284.0,5167,1083.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,22,True,2020-07-24 06:34:39.000000,0.3.1,12.0,mmdnn,,,,,50.0,47.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,554.0,640.0,,,,,,,,2.0,3274.0,,,,,,,,,,,,,,,,,,,,
452,neon,NervanaSystems/neon,,ml-frameworks,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000000,2020-12-23 01:21:42.000000,2019-05-22 18:27:54.000000,848,87.0,305.0,3852,1118.0,Intel Nervana reference deep learning framework committed to best performance on all hardware.,109.0,22,False,2018-01-05 23:25:04.000000,2.6.0,32.0,nervananeon,,,,,38.0,38.0,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000000,,140.0,143.0,,,,,,,,3.0,255.0,-1.0,,,,,,,,,,,,,,,,,,,
453,Snips NLU,snipsco/snips-nlu,,nlp,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000000,2020-12-24 12:59:47.000000,2020-02-08 21:49:32.000000,457,50.0,196.0,3435,2153.0,Snips Python library to extract meaning from text.,21.0,22,True,2020-01-15 10:13:17.000000,0.20.2,58.0,snips-nlu,,,,,8.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000000,8.0,993.0,993.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,Image Deduplicator,idealo/imagededup,,image,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000000,2020-12-21 13:30:38.000000,2020-11-23 17:40:40.000000,275,17.0,52.0,3335,460.0,Finding duplicate images made easy!.,9.0,22,True,2020-11-23 17:55:24.000000,0.2.4,9.0,imagededup,,,,['tensorflow'],9.0,8.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000000,1.0,1549.0,1549.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,ArrayFire,arrayfire/arrayfire,,gpu-utilities,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000000,2021-01-15 08:00:10.000000,2021-01-11 17:01:02.000000,449,254.0,1197.0,3285,5670.0,ArrayFire: a general purpose GPU library.,80.0,22,True,2021-01-08 21:41:09.000000,3.8.0,30.0,arrayfire,,,,,2.0,,https://pypi.org/project/arrayfire,2018-10-18 14:13:29.000000,2.0,504.0,512.0,,,,,,,,2.0,592.0,,,,,,,,,,,,,,,,,,,,
456,analytics-zoo,intel-analytics/analytics-zoo,,distributed-ml,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000000,2021-01-17 14:51:47.000000,2021-01-17 13:49:21.000000,630,442.0,483.0,2181,2495.0,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",81.0,22,True,2020-12-17 03:25:36.000000,0.9.0,43.0,analytics-zoo,,,,['spark'],2.0,2.0,https://pypi.org/project/analytics-zoo,2021-01-10 16:21:22.000000,,634.0,634.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
457,Mars,mars-project/mars,,others,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000000,2021-01-17 14:22:18.000000,2021-01-17 11:47:31.000000,241,116.0,628.0,1974,689.0,"Mars is a tensor-based unified framework for large-scale data computation which scales Numpy, pandas, Scikit-learn and..",17.0,22,True,2021-01-17 14:22:18.000000,0.6.3,70.0,pymars,,,,,3.0,3.0,https://pypi.org/project/pymars,2021-01-17 12:33:23.000000,0.0,3084.0,3084.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,PandasGUI,adamerose/pandasgui,,data-viz,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT,2019-06-12 02:19:42.000000,2021-01-11 20:52:31.000000,2021-01-11 20:12:34.000000,113,13.0,52.0,1973,403.0,A GUI for Pandas DataFrames.,7.0,22,True,2020-11-10 17:30:20.000000,0.2.7,37.0,pandasgui,,,,['pandas'],30.0,29.0,https://pypi.org/project/pandasgui,2020-11-10 17:30:20.000000,1.0,1648.0,1648.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
459,knockknock,huggingface/knockknock,,ml-experiments,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000000,2021-01-09 06:11:00.000000,2020-03-16 04:26:47.000000,158,12.0,21.0,1948,75.0,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,22,True,2020-03-04 04:15:47.000000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,132.0,129.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000000,3.0,1170.0,1522.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317000,5286.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2020-10-11 02:41:30.000000,2020-10-11 02:41:24.000000,223,14.0,49.0,1849,442.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,17.0,22,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],187.0,169.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,2731.0,2731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,208,79.0,65.0,1845,118.0,Open source time series library for Python.,6.0,22,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,,181.0,166.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,15.0,11297.0,11297.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
462,scikit-opt,guofei9987/scikit-opt,,sklearn-utils,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000000,2021-01-07 07:01:36.000000,2021-01-07 07:01:35.000000,424,21.0,61.0,1754,237.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",8.0,22,True,2020-11-20 12:55:12.000000,0.6.1,18.0,scikit-opt,,,,['sklearn'],28.0,25.0,https://pypi.org/project/scikit-opt,2020-11-20 12:52:22.000000,3.0,873.0,873.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
