,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
416,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2024-04-29 16:55:45.000000,2024-04-29 15:11:44,653.0,1.0,1004.0,146.0,95.0,88.0,305.0,6192.0,A Python scikit for building and analyzing recommender systems.,45.0,27,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,71.0,21.0,https://pypi.org/project/scikit-surprise,2022-09-23 17:17:00.724,50.0,94352.0,102175.0,https://anaconda.org/conda-forge/scikit-surprise,2023-10-06 08:13:53.418,359877.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
417,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,125.0,64.0,136.0,74.0,5023.0,Image augmentation library in Python for machine learning.,23.0,27,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,756.0,744.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,9414.0,9414.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
418,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-29 21:28:21.000000,2023-07-05 18:14:28,901.0,,548.0,104.0,617.0,89.0,606.0,4200.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,27,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],89.0,,https://pypi.org/project/yellowbrick,2022-08-21 16:11:55.287,89.0,590837.0,592542.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,76767.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
419,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-04-23 02:12:59.000000,2024-04-23 02:12:59,1138.0,1.0,720.0,60.0,1013.0,167.0,739.0,4086.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",90.0,27,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,,['pytorch'],125.0,122.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,3.0,9230.0,9230.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
420,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,226.0,12.0,356.0,3865.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,854133.0,854536.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,21382.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
421,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2024-04-09 15:08:12.000000,2024-04-09 15:08:11,2114.0,6.0,538.0,144.0,239.0,39.0,634.0,3281.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,85.0,27,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],445.0,443.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,2.0,801.0,801.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2024-04-24 18:10:14.000000,2023-09-10 15:15:16,1059.0,,237.0,62.0,113.0,7.0,272.0,3201.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,14.0,27,True,2023-09-10 19:39:46.000,0.3.2,22.0,vidgear,,,,,539.0,530.0,https://pypi.org/project/vidgear,2023-09-10 19:39:46.000,9.0,15723.0,15742.0,,,,,,,,3.0,1227.0,,,,,,,,,,,,,,,,,,,
423,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2024-01-05 06:03:44.000000,2024-01-02 20:16:48,4161.0,,364.0,81.0,63.0,154.0,189.0,3180.0,a library for audio and music analysis.,25.0,27,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,473.0,457.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000,16.0,4668.0,12177.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,645836.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-04-30 02:18:21.000000,2024-04-30 02:18:03,1631.0,122.0,626.0,44.0,28.0,,459.0,2954.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,27,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],21.0,21.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,1006.0,1006.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2024-04-27 07:02:54.000000,2022-09-28 17:12:28,249.0,,307.0,29.0,321.0,77.0,38.0,2686.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,27,False,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],915.0,914.0,https://pypi.org/project/lazypredict,2022-09-28 08:51:19.531,1.0,18605.0,18692.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2886.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
426,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2024-02-01 01:44:20.000000,2023-12-11 13:43:52,1053.0,,443.0,126.0,143.0,192.0,247.0,2603.0,PYthon svg GrAph plotting Library.,77.0,27,False,2023-11-21 15:34:11.000,3.0.4,80.0,pygal,conda-forge/pygal,,,,638.0,,https://pypi.org/project/pygal,2023-11-21 15:34:11.000,638.0,295865.0,298339.0,https://anaconda.org/conda-forge/pygal,2023-11-21 17:04:08.093,39592.0,,,,,2.0,,,,,,,,,,,,,-2.0,,,,,,,
427,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2023-11-10 03:06:08.000000,2020-09-22 22:35:28,271.0,,329.0,78.0,55.0,161.0,68.0,2262.0,Multilingual text (NLP) processing toolkit.,26.0,27,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,1285.0,1236.0,https://pypi.org/project/polyglot,2021-12-15 16:11:38.716,49.0,95702.0,95702.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,,2016-02-03 16:52:45.000,2023-09-22 23:38:28.000000,2023-04-03 00:19:55,1816.0,,255.0,89.0,124.0,33.0,230.0,2174.0,"NLP, before and after spaCy.",35.0,27,False,2023-04-02 23:06:15.139,0.13.0,32.0,textacy,conda-forge/textacy,,,,2224.0,1761.0,https://pypi.org/project/textacy,2023-04-02 23:06:15.139,463.0,44074.0,45750.0,https://anaconda.org/conda-forge/textacy,2023-06-16 13:22:44.862,140799.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,64.0,38.0,97.0,160.0,2169.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],357.0,351.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,11443.0,11443.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
430,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2024-04-08 21:03:52.579000,2021-07-16 09:03:20,66.0,,463.0,38.0,43.0,64.0,58.0,2058.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],2093.0,2079.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,93431.0,97723.0,https://anaconda.org/anaconda/efficientnet,2024-04-08 21:03:52.579,493.0,,,,,3.0,256872.0,,,,,,,,,,,,,,,,,,,
431,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-04-26 19:41:05.000000,2024-04-26 19:41:00,868.0,12.0,446.0,59.0,332.0,113.0,92.0,1873.0,Library for training machine learning models with privacy for training data.,58.0,27,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,15.0,20034.0,20036.0,,,,,,,,2.0,153.0,,,,,,,,,,,,,,,,,,,
432,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-10-08 14:28:44.000000,2023-10-08 14:28:43,1157.0,,212.0,36.0,1081.0,25.0,496.0,1730.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,87.0,27,True,2023-06-30 13:37:19.283,0.8.2,40.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],277.0,274.0,https://pypi.org/project/lightning-flash,2022-05-11 18:17:54.000,3.0,3014.0,3555.0,https://anaconda.org/conda-forge/lightning-flash,2023-07-04 02:12:18.993,17871.0,,,,,2.0,,,Lightning-Universe/lightning-flash,,,,,,,,,,,,,,,,,
433,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,33.0,269.0,27.0,187.0,10.0,390.0,1617.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,27,True,2024-04-21 09:02:06.000,1.4,18.0,talos,,,,['tensorflow'],182.0,174.0,https://pypi.org/project/talos,2024-04-21 09:02:29.000,8.0,1961.0,1961.0,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,,,,
434,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2024-05-02 15:05:08.000000,2024-05-02 15:05:05,6396.0,119.0,287.0,47.0,2696.0,311.0,1421.0,1574.0,cuGraph - RAPIDS Graph Analytics Library.,112.0,27,True,2024-04-10 21:01:45.000,24.04.00,35.0,cugraph,conda-forge/libcugraph,,,,4.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,2.0,247.0,748.0,https://anaconda.org/conda-forge/libcugraph,2023-06-16 19:25:39.870,18551.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
435,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2024-01-05 03:23:07.000000,2022-08-31 01:52:51,509.0,,308.0,103.0,49.0,8.0,151.0,1573.0,Distributed Deep learning with Keras & Spark.,27.0,27,False,2024-01-05 03:23:07.000,5.2.1,42.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",78.0,75.0,https://pypi.org/project/elephas,2024-01-05 03:23:07.000,3.0,48610.0,48849.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,13659.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2024-03-29 20:40:19.000000,2024-03-29 11:21:07,2828.0,12.0,174.0,25.0,667.0,118.0,444.0,1529.0,A Python library for learning and evaluating knowledge graph embeddings.,38.0,27,True,2024-02-19 21:29:27.000,1.10.2,47.0,pykeen,,,,,6.0,,https://pypi.org/project/pykeen,2024-02-19 21:25:43.000,6.0,4420.0,4423.0,,,,,,,,2.0,177.0,,,,,,,,,,,,,,,,,,,
437,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,312.0,73.0,742.0,58.0,168.0,1478.0,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,25.0,chainercv,,,,,426.0,395.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,2097.0,2097.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2024-05-01 11:45:50.000000,2024-02-28 20:15:02,673.0,6.0,167.0,48.0,162.0,19.0,381.0,1323.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,27,False,2024-02-28 20:54:37.000,1.7.0,27.0,dalex,conda-forge/dalex,,,,166.0,161.0,https://pypi.org/project/dalex,2024-02-28 20:54:37.000,5.0,17290.0,17602.0,https://anaconda.org/conda-forge/dalex,2024-02-29 10:49:59.696,12483.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
439,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2024-04-22 13:41:28.000000,2024-04-22 13:41:26,1044.0,29.0,113.0,23.0,115.0,32.0,52.0,1292.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",23.0,27,True,2024-03-12 03:37:43.000,1.4.3,46.0,imodels,,,,,78.0,71.0,https://pypi.org/project/imodels,2024-03-11 20:28:16.000,7.0,55744.0,55744.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
440,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-01-31 21:10:59.000000,2020-10-14 13:22:39,167.0,,345.0,71.0,87.0,27.0,26.0,1227.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1504.0,1360.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,144.0,27085.0,27438.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,26515.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-05-01 18:58:50.000000,2024-04-19 16:22:07,1974.0,63.0,364.0,54.0,510.0,156.0,253.0,1113.0,Machine learning on FPGAs using HLS.,60.0,27,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,1250.0,1419.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7439.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
442,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,185.0,40.0,173.0,61.0,174.0,925.0,A Jupyter - Three.js bridge.,30.0,27,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],106.0,30.0,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,62.0,77337.0,85175.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,532952.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,2287.0,,,,,,,,,,,,
443,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,174.0,33.0,86.0,88.0,122.0,905.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,False,2018-12-10 16:24:47.000,0.2.0,7.0,scikit-multilearn,,,,['sklearn'],1584.0,1559.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,25.0,89763.0,89763.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
444,skforecast,JoaquinAmatRodrigo/skforecast,time-series-data,,https://github.com/JoaquinAmatRodrigo/skforecast,https://github.com/JoaquinAmatRodrigo/skforecast,BSD-3-Clause,2021-02-10 11:40:34.000,2024-05-01 12:47:24.000000,2024-04-30 17:04:14,3101.0,303.0,107.0,11.0,537.0,36.0,93.0,896.0,Time series forecasting with scikit-learn models.,13.0,27,True,2023-11-16 21:42:02.000,0.11.0,25.0,skforecast,,,,['sklearn'],264.0,256.0,https://pypi.org/project/skforecast,2023-11-16 21:34:56.000,8.0,47839.0,47839.0,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,
445,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2024-05-01 13:30:13.000000,2024-05-01 00:09:23,16580.0,26.0,367.0,44.0,1619.0,309.0,2961.0,860.0,An open-source application for biological image analysis.,143.0,27,True,2023-08-14 19:59:48.000,4.2.6,48.0,cellprofiler,,,,,22.0,20.0,https://pypi.org/project/cellprofiler,2023-08-14 19:14:28.000,2.0,651.0,705.0,,,,,,,,3.0,6806.0,,,,,,,,,,,,,,,,,,,
446,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-04-25 20:33:29.000000,2024-04-25 20:33:29,602.0,37.0,161.0,32.0,193.0,5.0,100.0,587.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,32.0,27,True,2024-04-10 11:45:27.000,0.6,12.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],355.0,334.0,https://pypi.org/project/pyriemann,2024-04-10 11:46:01.000,21.0,44213.0,44453.0,https://anaconda.org/conda-forge/pyriemann,2024-04-10 14:21:44.720,5540.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-04-14 07:31:10.000000,2024-04-14 07:29:44,325.0,35.0,89.0,19.0,115.0,36.0,79.0,579.0,pyspark methods to enhance developer productivity.,27.0,27,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],83.0,76.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,792922.0,792922.0,,,,,,,,3.0,23.0,,,,,,,,,,,,,,,,,,,
448,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-04-24 18:16:33.000000,2023-08-23 17:20:54,1241.0,,155.0,19.0,717.0,26.0,208.0,478.0,A package built to support working with spatial data using open source python.,44.0,27,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,330.0,313.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,7583.0,8811.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,74955.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
449,TTS,mozilla/TTS,audio,,https://github.com/mozilla/TTS,https://github.com/mozilla/TTS,MPL-2.0,2018-01-23 14:22:06.000,2023-11-09 15:37:59.000000,2021-02-12 10:36:31,2184.0,,1203.0,184.0,213.0,25.0,534.0,8822.0,Deep learning for Text to Speech (Discussion forum: https://discourse.mozilla.org/c/tts).,56.0,26,False,2021-01-29 00:03:56.000,0.0.9,1.0,,,,,,21.0,21.0,,,,,248.0,,,,,,,,3.0,9933.0,,,,,,,,,,,,,,,,,,,
450,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,595.0,140.0,31.0,70.0,55.0,5539.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1666.0,1617.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,49.0,1675182.0,1675587.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18647.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
451,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-04-29 08:04:00.000000,2024-03-08 08:24:03,13775.0,84.0,1536.0,141.0,3584.0,845.0,1095.0,5514.0,An Industrial Grade Federated Learning Framework.,100.0,26,True,2024-03-08 08:32:35.000,2.1.0,49.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
452,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-03-22 00:24:33.000000,2024-03-22 00:17:00,218.0,3.0,295.0,71.0,179.0,24.0,54.0,4901.0,"A data augmentations library for audio, image, text, and video.",34.0,26,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,116.0,112.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2304.0,2304.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-04-04 13:02:44.000000,2024-04-04 13:02:44,6153.0,1.0,527.0,151.0,1906.0,338.0,1331.0,4413.0,ArrayFire: a general purpose GPU library.,88.0,26,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,,9.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,9.0,1652.0,1707.0,,,,,,,,3.0,5965.0,,,,,,,,,,,,,,,,,,,
454,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2024-03-20 17:23:36.000000,2023-10-12 08:57:51,209.0,,309.0,85.0,95.0,48.0,32.0,3484.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-10-12 09:02:25.000,4.0.5,25.0,chartify,conda-forge/chartify,,,,86.0,76.0,https://pypi.org/project/chartify,2023-10-12 09:02:25.000,10.0,24158.0,24611.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,29949.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-04-19 22:27:39.000000,2024-03-08 19:28:28,465.0,7.0,271.0,50.0,458.0,59.0,256.0,3304.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,26,True,2024-03-08 20:24:53.000,0.4.11,24.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,4.0,,https://pypi.org/project/hummingbird-ml,2024-03-08 20:21:40.000,4.0,7229.0,8269.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-03-08 22:15:29.532,39202.0,,,,,2.0,444.0,,,,,,,,,,,,,,,,,,,
456,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-03-03 01:58:14.000000,2024-03-03 01:31:19,180.0,1.0,389.0,161.0,84.0,101.0,101.0,3186.0,A deep learning library for video understanding research.,55.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],14.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,14.0,63816.0,63816.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
