,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
504,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-10-23 17:59:41.000000,2023-10-23 17:59:40,755.0,2.0,292.0,28.0,695.0,49.0,149.0,2185.0,"Toolkit for creating, sharing and using natural language prompts.",65.0,25,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,67.0,66.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,1.0,2299.0,2299.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
505,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-10-15 09:57:16.000000,2023-05-15 21:21:45,660.0,,216.0,38.0,136.0,6.0,126.0,2181.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,25,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,137.0,134.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,3.0,5935.0,5942.0,,,,,,,,3.0,294.0,,,,,,,,,,,,,,,,,,
506,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-09-05 06:09:07.000000,2023-09-05 06:09:05,385.0,1.0,278.0,57.0,14.0,21.0,78.0,2157.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2023-04-18 01:25:02.819,0.1.19,148.0,scattertext,conda-forge/scattertext,,,,448.0,438.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,10051.0,11181.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,84798.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
507,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,238.0,72.0,21.0,92.0,66.0,2059.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,268.0,252.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,27771.0,27771.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
508,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2023-06-16 19:23:39.686000,2021-07-16 09:03:20,66.0,,463.0,38.0,42.0,64.0,58.0,2041.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1815.0,1801.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,53525.0,58198.0,https://anaconda.org/anaconda/efficientnet,2023-06-16 19:23:39.686,464.0,,,,,3.0,251732.0,,,,,,,,,,,,,,,,,,
509,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2023-11-02 00:45:54.000000,2023-10-16 16:49:59,532.0,10.0,177.0,40.0,114.0,55.0,125.0,2019.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,25,True,2023-11-01 00:46:09.000,2023.11.1,718.0,kubric-nightly,,,,,3.0,3.0,https://pypi.org/project/kubric-nightly,2023-11-02 00:45:54.000,,4399.0,4399.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
510,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,237.0,67.0,58.0,31.0,185.0,2013.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,25,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,688.0,688.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
511,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-10-27 06:59:13.000000,2023-09-26 17:27:56,255.0,3.0,191.0,30.0,64.0,35.0,83.0,1950.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],294.0,287.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,7.0,4023.0,4214.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,6496.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
512,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-10-11 19:12:48.654000,2023-05-26 18:23:37,117.0,,228.0,44.0,36.0,45.0,21.0,1815.0,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],429.0,407.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,22.0,28926.0,29887.0,https://anaconda.org/conda-forge/multicore-tsne,2023-10-11 19:12:48.654,29800.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
513,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,157.0,61.0,66.0,65.0,129.0,1789.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,328.0,328.0,https://pypi.org/project/hypertools,,,552.0,552.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,,,,,,
514,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,294.0,56.0,1313.0,233.0,810.0,1745.0,A toolkit for reproducible reinforcement learning research.,79.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],92.0,90.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,596.0,596.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
515,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-10-08 20:12:03.000000,2023-10-08 20:12:02,569.0,8.0,110.0,52.0,441.0,60.0,102.0,1688.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,79.0,73.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,6.0,2916.0,2916.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
516,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-09-22 07:25:32.800000,2023-04-20 14:53:46,460.0,,238.0,50.0,48.0,22.0,91.0,1543.0,Contextually-keyed word vectors.,19.0,25,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,306.0,293.0,https://pypi.org/project/sense2vec,2021-04-19 07:05:28.000,13.0,2139.0,4280.0,https://anaconda.org/conda-forge/sense2vec,2023-09-22 07:25:32.800,35081.0,,,,,3.0,59598.0,,,,,,,,,,,,,,,,,,
517,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-09-19 07:41:06.631000,2022-12-07 10:32:49,237.0,,267.0,1.0,1.0,1.0,,1525.0,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-09-18 14:50:58.000,1.6.2,38.0,feature_engine,conda-forge/feature_engine,,,,86.0,,https://pypi.org/project/feature_engine,2023-09-18 14:50:58.000,86.0,135731.0,136791.0,https://anaconda.org/conda-forge/feature_engine,2023-09-19 07:41:06.631,41373.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
518,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-10-15 07:03:27.000000,2023-08-27 09:50:01,1167.0,19.0,117.0,29.0,68.0,1.0,29.0,1442.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,25,True,2023-08-19 14:26:10.000,0.7.0,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,2022-06-27 19:59:57.000,7.0,15519.0,15519.0,,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,
519,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204.0,,305.0,49.0,42.0,93.0,112.0,1264.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2022-12-24 01:56:46.564,0.9.2,32.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],348.0,343.0,https://pypi.org/project/keras-ocr,2022-12-24 01:56:46.564,5.0,11906.0,29865.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,289.0,,,,,3.0,682152.0,,,,,,,,,,,,,,,,,,
520,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1263.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1255.0,1242.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,17641.0,17641.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
521,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-09-27 15:14:50.000000,2023-09-27 15:14:33,667.0,1.0,157.0,47.0,161.0,19.0,376.0,1257.0,moDel Agnostic Language for Exploration and eXplanation.,24.0,25,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,137.0,131.0,https://pypi.org/project/dalex,2022-09-07 14:45:39.364,6.0,18136.0,18457.0,https://anaconda.org/conda-forge/dalex,2023-06-16 19:24:13.607,10923.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
522,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-10-19 08:20:16.000000,2023-02-08 02:25:50,604.0,,200.0,54.0,460.0,142.0,291.0,1165.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,25,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],73.0,64.0,https://pypi.org/project/tf-encrypted,2022-11-16 09:12:55.841,9.0,347.0,347.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
523,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,1.0,191.0,49.0,61.0,1.0,68.0,971.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],389.0,386.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,14534.0,14534.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
524,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,252.0,42.0,72.0,103.0,188.0,892.0,Gaussian Process Optimization using GPy.,49.0,25,True,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,501.0,463.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,38.0,7337.0,7337.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
525,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2023-11-01 00:13:13.000000,2023-11-01 00:12:00,759.0,7.0,55.0,13.0,115.0,40.0,100.0,832.0,Visualize large time series data with plotly.py.,11.0,25,True,2023-07-13 11:26:44.000,0.9.1,58.0,plotly-resampler,conda-forge/plotly-resampler,,,,657.0,647.0,https://pypi.org/project/plotly-resampler,2023-11-01 00:09:03.000,10.0,347148.0,348529.0,https://anaconda.org/conda-forge/plotly-resampler,2023-08-11 13:55:21.400,30385.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
526,Baal,baal-org/baal,probabilistics,,https://github.com/baal-org/baal,https://github.com/baal-org/baal,Apache-2.0,2019-09-30 20:16:26.000,2023-10-21 16:12:52.000000,2023-10-02 23:03:48,220.0,11.0,79.0,21.0,152.0,24.0,82.0,796.0,Library to enable Bayesian active learning in your research or labeling work.,21.0,25,True,2023-10-02 19:58:51.000,1.9.1,19.0,baal,conda-forge/baal,,,,53.0,52.0,https://pypi.org/project/baal,2023-10-02 19:57:48.000,1.0,1611.0,1824.0,https://anaconda.org/conda-forge/baal,2023-06-12 15:14:19.747,7270.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
527,TSFEL,fraunhoferportugal/tsfel,time-series-data,,https://github.com/fraunhoferportugal/tsfel,https://github.com/fraunhoferportugal/tsfel,BSD-3-Clause,2019-01-09 16:41:30.000,2023-10-25 13:56:57.000000,2023-10-25 13:56:50,307.0,16.0,129.0,21.0,72.0,5.0,63.0,744.0,An intuitive library to extract features from time series.,18.0,25,True,2023-08-23 07:53:53.000,0.1.6,10.0,tsfel,,,,,97.0,97.0,https://pypi.org/project/tsfel,2023-08-22 10:46:05.000,,23237.0,23237.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
528,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2023-09-19 18:44:18.000000,2023-09-19 18:44:18,355.0,13.0,116.0,19.0,78.0,23.0,33.0,653.0,Working with molecular structures in pandas DataFrames.,15.0,25,True,2023-08-28 15:31:05.000,0.5.1de,19.0,biopandas,conda-forge/biopandas,,,['pandas'],231.0,208.0,https://pypi.org/project/biopandas,2023-08-28 15:32:25.000,23.0,91270.0,93032.0,https://anaconda.org/conda-forge/biopandas,2023-06-16 13:21:19.340,146276.0,,,,,3.0,,,,,,,,BioPandas/biopandas,,,,,,,,,,,
529,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2023-09-23 13:28:08.196000,2022-01-15 18:08:37,1718.0,,56.0,13.0,11.0,32.0,5.0,468.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3692.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3692.0,289670.0,296767.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,212929.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
530,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-11-01 20:40:29.000000,2023-08-23 17:20:54,1241.0,1.0,150.0,19.0,683.0,25.0,208.0,465.0,A package built to support working with spatial data using open source python.,44.0,25,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,272.0,255.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,4685.0,5953.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,69794.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
531,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2023-10-05 14:57:15.000000,2023-10-05 14:57:15,219.0,2.0,53.0,14.0,196.0,12.0,184.0,284.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",13.0,25,False,2023-04-23 19:42:01.507,3.7.0,69.0,pystan,conda-forge/pystan,,,,259.0,,https://pypi.org/project/pystan,2023-04-23 19:42:01.507,259.0,1568135.0,1602790.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2772437.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
532,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-11-01 14:42:26.000000,2023-10-10 19:15:27,4039.0,14.0,48.0,14.0,708.0,217.0,203.0,268.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,25,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,102.0,94.0,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,1742.0,1742.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
533,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2023-10-31 20:58:20.000000,2023-10-31 20:52:37,1093.0,3.0,880.0,117.0,674.0,107.0,540.0,5327.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,115.0,24,True,2019-08-26 19:04:21.000,0.3.1,2.0,mmf,,,,['pytorch'],14.0,14.0,https://pypi.org/project/mmf,,,217.0,217.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
534,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,138.0,43.0,141.0,98.0,4926.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1117.0,1101.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,934.0,947.0,,,,,,,,3.0,885.0,,,,,,,,,,,,,,,,,,
535,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2023-10-26 08:08:10.000000,2023-04-28 16:55:30,521.0,,426.0,60.0,89.0,27.0,88.0,4742.0,Finding duplicate images made easy!.,15.0,24,True,2023-04-28 17:26:08.000,0.3.2,8.0,imagededup,,,,['tensorflow'],67.0,67.0,https://pypi.org/project/imagededup,,,7922.0,7922.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
536,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-10-24 08:51:14.000000,2023-02-19 16:29:00,327.0,,907.0,45.0,30.0,63.0,110.0,4519.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",17.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],164.0,156.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,8.0,3809.0,3809.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
537,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2023-08-31 07:24:48.000000,2022-07-29 10:37:24,205.0,,987.0,94.0,62.0,246.0,268.0,4460.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,19770.0,19770.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
538,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-07-17 20:51:30.000000,2023-03-05 22:07:59,1158.0,,1370.0,351.0,57.0,51.0,,4169.0,Python Algorithmic Trading Library.,11.0,24,True,,,8.0,pyalgotrade,,,,,192.0,171.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,888.0,888.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
539,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,712.0,66.0,247.0,124.0,822.0,3921.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,35.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,35.0,4934.0,4934.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
540,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,72.0,25.0,117.0,101.0,2971.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2859.0,2830.0,https://pypi.org/project/keras-vis,2017-04-02 03:54:58.000,29.0,959.0,959.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
541,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-30 21:16:15.000000,2023-06-30 21:16:10,470.0,,300.0,67.0,315.0,40.0,123.0,2639.0,DDSP: Differentiable Digital Signal Processing.,32.0,24,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],48.0,47.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,1597.0,1950.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14475.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
542,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,258.0,58.0,56.0,19.0,50.0,2197.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,5.0,pytorch-nlp,,,,['pytorch'],593.0,593.0,https://pypi.org/project/pytorch-nlp,,,4168.0,4168.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
543,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,293.0,66.0,14.0,26.0,46.0,2164.0,Stand-alone language identification system.,9.0,24,False,,,,langid,,,,,7938.0,7938.0,https://pypi.org/project/langid,,,335505.0,335505.0,,,,,,,,3.0,,,,,,,,,,,,-4.0,,,,,,,
544,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2023-10-05 21:16:31.000000,2023-07-01 21:39:32,2288.0,,229.0,39.0,36.0,6.0,109.0,1997.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,17.0,24,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,202.0,198.0,https://pypi.org/project/karateclub,2022-10-22 16:17:27.886,4.0,3549.0,4080.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,21260.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
545,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2022-07-01 09:55:35.000000,2021-07-08 19:03:55,108.0,,203.0,45.0,12.0,4.0,51.0,1544.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,24,False,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],198.0,196.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,2.0,8543.0,8543.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
546,fklearn,nubank/fklearn,ml-frameworks,,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000,2023-10-15 22:54:39.000000,2023-10-15 22:54:39,156.0,1.0,162.0,99.0,183.0,39.0,25.0,1465.0,fklearn: Functional Machine Learning.,53.0,24,True,2023-08-16 12:44:32.000,2.4.0,30.0,fklearn,,,,,13.0,13.0,https://pypi.org/project/fklearn,2023-08-16 12:44:32.000,,1505.0,1505.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
