,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
364,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-08-15 06:26:34.000000,2022-08-06 21:47:18,182.0,,457.0,73.0,63.0,110.0,57.0,4801.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,372943.0,2898.0,2876.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,22.0,372943.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
365,ArrayFire,arrayfire/arrayfire,gpu-utilities,,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000,2024-09-11 17:55:17.000000,2024-09-03 19:39:21,6165.0,12.0,528.0,147.0,1940.0,338.0,1377.0,4530.0,ArrayFire: a general purpose GPU library.,92.0,28,True,2023-08-29 19:49:26.000,3.9.0,34.0,arrayfire,,,,6962.0,2833.0,10.0,,https://pypi.org/project/arrayfire,2022-02-22 21:42:15.000,10.0,2771.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
366,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-08-02 08:16:49.000000,2024-08-02 08:16:49,252.0,1.0,942.0,53.0,57.0,73.0,108.0,4454.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,18.0,28,True,2024-04-29 17:50:14.000,2.6.0,33.0,facenet-pytorch,,,['pytorch'],1284312.0,92965.0,2279.0,2228.0,https://pypi.org/project/facenet-pytorch,2024-04-29 17:50:14.000,51.0,70822.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
367,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-07-15 00:15:22.000000,2024-04-23 02:12:59,1138.0,,740.0,58.0,1015.0,187.0,742.0,4294.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",90.0,28,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,['pytorch'],,12080.0,165.0,161.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,4.0,12080.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
368,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,949.0,218.0,408.0,139.0,402.0,3845.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1976.0,1072.0,1060.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,12.0,1976.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
369,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2024-09-25 06:35:52.000000,2024-08-29 02:47:33,880.0,8.0,414.0,44.0,973.0,38.0,329.0,3634.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",50.0,28,True,2024-08-08 14:03:10.000,0.9.0,16.0,python-doctr,,,"['tensorflow', 'pytorch']",3762890.0,138605.0,12.0,,https://pypi.org/project/python-doctr,2024-08-08 14:03:10.000,12.0,51096.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
370,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2024-09-25 09:06:07.000000,2024-02-22 12:17:17,1487.0,,249.0,20.0,1746.0,295.0,726.0,3573.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,28,False,2024-01-31 13:08:55.000,0.18.1,60.0,deepchecks,,,,1192.0,117830.0,432.0,420.0,https://pypi.org/project/deepchecks,2024-01-31 13:08:49.000,12.0,117796.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
371,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2024-09-17 20:09:27.000000,2024-09-17 20:08:40,1205.0,4.0,420.0,82.0,55.0,62.0,203.0,3476.0,A library of reinforcement learning components and agents.,86.0,28,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,['tensorflow'],,1770.0,218.0,215.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,1558.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,9793.0,2.0,,,,,,google-deepmind/acme,,,,,,,,,,,,,,,,,,
372,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2024-08-03 07:04:44.000000,2024-01-02 20:16:48,4161.0,,368.0,84.0,65.0,156.0,189.0,3285.0,a library for audio and music analysis.,25.0,28,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,14837.0,501.0,484.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000,17.0,6917.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,712872.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
373,Catalyst,catalyst-team/catalyst,ml-experiments,,https://github.com/catalyst-team/catalyst,https://github.com/catalyst-team/catalyst,Apache-2.0,2018-08-20 07:56:13.000,2024-03-20 16:17:12.000000,2022-04-29 04:19:24,1698.0,,387.0,46.0,1085.0,2.0,353.0,3277.0,Accelerated deep learning R&D.,104.0,28,False,2022-04-29 04:45:11.000,22.04,108.0,catalyst,,,['pytorch'],,22886.0,1218.0,1188.0,https://pypi.org/project/catalyst,2022-04-29 04:46:04.000,30.0,22886.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
374,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,429.0,62.0,933.0,325.0,746.0,2936.0,StellarGraph - Machine Learning on Graphs.,37.0,28,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,['tensorflow'],,14221.0,289.0,278.0,https://pypi.org/project/stellargraph,2021-02-22 06:35:38.731,11.0,14221.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
375,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-08-29 16:58:41.000000,2024-08-29 16:58:41,621.0,2.0,334.0,45.0,121.0,72.0,137.0,2935.0,A python library for decision tree visualization and model interpretation.,27.0,28,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,119664.0,1359.0,1306.0,https://pypi.org/project/dtreeviz,2022-07-07 17:18:00.886,53.0,117852.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,83361.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
376,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2024-07-26 11:49:48.000000,2024-07-26 10:43:49,3587.0,14.0,522.0,107.0,361.0,388.0,688.0,2819.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",81.0,28,False,2015-03-31 16:33:30.000,2.0,21.0,essentia,,,,,13242.0,795.0,775.0,https://pypi.org/project/essentia,2024-04-29 15:12:27.000,20.0,13242.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
377,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2024-09-24 01:23:55.000000,2024-09-24 01:23:52,3553.0,9.0,333.0,153.0,1182.0,35.0,60.0,2720.0,Neural Network Libraries.,76.0,28,True,2024-05-29 05:14:17.000,1.39.0,79.0,nnabla,,,,979.0,3589.0,44.0,,https://pypi.org/project/nnabla,2024-05-29 02:51:02.000,44.0,3578.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
378,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2024-08-13 16:15:34.495000,2024-08-12 14:54:41,1058.0,5.0,411.0,124.0,144.0,198.0,247.0,2641.0,PYthon svg GrAph plotting Library.,77.0,28,False,2024-08-12 14:55:21.000,3.0.5,81.0,pygal,conda-forge/pygal,,,,256859.0,101.0,,https://pypi.org/project/pygal,2024-08-12 14:55:21.000,101.0,253430.0,https://anaconda.org/conda-forge/pygal,2024-08-13 16:15:34.495,68587.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
379,ipyparallel,ipython/ipyparallel,distributed-ml,,https://github.com/ipython/ipyparallel,https://github.com/ipython/ipyparallel,,2015-04-09 07:43:55.000,2024-09-02 22:27:25.000000,2024-07-02 07:21:59,2916.0,2.0,997.0,123.0,525.0,65.0,300.0,2576.0,IPython Parallel: Interactive Parallel Computing in Python.,113.0,28,False,2024-04-05 11:35:24.000,8.8.0,47.0,ipyparallel,conda-forge/ipyparallel,,['jupyter'],,488109.0,112.0,,https://pypi.org/project/ipyparallel,2024-04-05 11:35:24.000,112.0,464523.0,https://anaconda.org/conda-forge/ipyparallel,2024-04-05 13:21:22.787,1108554.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
380,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2024-08-20 05:47:39.000000,2018-08-19 12:37:47,130.0,,284.0,65.0,61.0,31.0,39.0,2429.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,['sklearn'],,412028.0,5495.0,5410.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,85.0,409882.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,184591.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
381,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Intel,2019-02-26 10:10:56.000,2024-07-12 00:39:50.000000,2024-05-21 08:57:13,663.0,,249.0,56.0,659.0,147.0,225.0,2386.0,Algorithms for explaining machine learning models.,22.0,28,False,2024-04-18 15:30:25.000,0.9.6,34.0,alibi,,,,,17419.0,678.0,653.0,https://pypi.org/project/alibi,2024-04-18 15:29:10.000,25.0,17419.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
382,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2024-01-21 16:47:04.000000,2024-01-21 16:46:47,1134.0,,336.0,45.0,57.0,67.0,209.0,2364.0,Graph Neural Networks with Keras and Tensorflow 2.,27.0,28,True,2024-01-21 16:17:36.000,1.3.1,35.0,spektral,,,['tensorflow'],,13044.0,336.0,329.0,https://pypi.org/project/spektral,2024-01-21 16:17:36.000,7.0,13044.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
383,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,315.0,65.0,14.0,28.0,47.0,2300.0,Stand-alone language identification system.,9.0,28,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,384395.0,11783.0,11628.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,155.0,384395.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
384,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2024-05-25 02:57:17.000000,2023-09-26 23:11:11,163.0,,196.0,34.0,73.0,27.0,52.0,1553.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,28,True,2023-09-26 22:07:23.000,0.2.6,5.0,torchsde,conda-forge/torchsde,,['pytorch'],,1857300.0,3761.0,3724.0,https://pypi.org/project/torchsde,2023-09-26 21:52:19.000,37.0,1856674.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,27567.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
385,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2024-09-23 20:40:57.000000,2024-09-23 18:45:00,1017.0,35.0,592.0,106.0,292.0,22.0,300.0,1552.0,Execute Python code on the fly and display results in Tableau visualizations:.,51.0,28,True,2024-09-23 20:40:57.000,2.12.0,34.0,tabpy,anaconda/tabpy-client,,,,7231.0,179.0,177.0,https://pypi.org/project/tabpy,2024-09-23 20:40:57.000,2.0,7180.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4595.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
386,TF Model Optimization,tensorflow/model-optimization,tensorflow-utils,,https://github.com/tensorflow/model-optimization,https://github.com/tensorflow/model-optimization,Apache-2.0,2018-10-31 20:34:28.000,2024-09-25 00:22:42.000000,2024-09-25 00:22:36,832.0,2.0,320.0,119.0,785.0,225.0,168.0,1486.0,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.",86.0,28,True,2024-02-08 02:06:46.000,0.8.0,31.0,tensorflow-model-optimization,,,['tensorflow'],,915838.0,45.0,,https://pypi.org/project/tensorflow-model-optimization,2024-02-08 01:57:17.000,45.0,915838.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
387,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2024-09-13 08:50:44.958000,2024-08-13 10:02:03,694.0,3.0,158.0,22.0,126.0,5.0,131.0,1449.0,"Extensible, parallel implementations of t-SNE.",12.0,28,True,2024-08-13 11:02:28.000,1.0.2,28.0,opentsne,conda-forge/opentsne,,,,42194.0,922.0,875.0,https://pypi.org/project/opentsne,2024-08-13 11:02:01.000,47.0,35831.0,https://anaconda.org/conda-forge/opentsne,2024-09-13 08:50:44.958,311803.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
388,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-08-28 13:05:22.000000,2024-08-28 13:05:21,610.0,18.0,417.0,31.0,51.0,16.0,128.0,1429.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,30.0,28,False,2024-08-23 12:23:48.000,2.3.3,26.0,minisom,,,,,26627.0,684.0,653.0,https://pypi.org/project/minisom,2024-08-23 12:22:45.000,31.0,26627.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
389,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-09-26 13:38:20.000000,2024-09-26 13:38:17,2116.0,219.0,98.0,10.0,801.0,94.0,816.0,1334.0,"dstack is an open-source alternative to Kubernetes, designed to simplify development, training, and deployment of AI..",32.0,28,True,2024-09-25 10:56:34.000,0.18.15,231.0,dstack,,,,,6512.0,15.0,15.0,https://pypi.org/project/dstack,2024-09-25 10:38:51.000,,6512.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
390,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-07-26 06:19:42.000000,2020-10-14 13:22:39,167.0,,396.0,71.0,89.0,36.0,26.0,1281.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,23.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,24787.0,1515.0,1459.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,56.0,24420.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,29013.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
391,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-08-06 17:18:34.000000,2023-06-06 09:46:40,415.0,,332.0,39.0,302.0,31.0,200.0,1268.0,A research toolkit for particle swarm optimization in Python.,45.0,28,False,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,35330.0,456.0,434.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,22.0,35330.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
392,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2024-09-18 16:05:13.000000,2024-09-18 16:03:14,147.0,8.0,120.0,24.0,109.0,46.0,77.0,1261.0,Python 3.8+ toolbox for submitting jobs to Slurm.,25.0,28,True,2024-09-18 16:05:09.000,1.5.2,24.0,submitit,conda-forge/submitit,,,,433941.0,3268.0,3219.0,https://pypi.org/project/submitit,2024-09-18 16:05:09.000,49.0,433113.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,40572.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
393,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-09-23 20:28:23.000000,2024-09-23 20:28:19,536.0,16.0,115.0,26.0,386.0,31.0,286.0,1258.0,Extra blocks for scikit-learn pipelines.,67.0,28,True,2024-07-10 14:32:19.000,0.9.1,52.0,scikit-lego,conda-forge/scikit-lego,,['sklearn'],,24304.0,171.0,160.0,https://pypi.org/project/scikit-lego,2024-07-10 14:08:28.000,11.0,23239.0,https://anaconda.org/conda-forge/scikit-lego,2024-07-10 21:13:14.463,55387.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
394,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-06-19 19:59:13.000000,2024-01-17 21:03:09,532.0,,416.0,52.0,41.0,17.0,139.0,1238.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,28,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,272196.0,2859.0,2821.0,https://pypi.org/project/kmodes,2022-09-06 19:38:02.764,38.0,271271.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,49033.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
395,ktrain,amaiya/ktrain,ml-frameworks,,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000,2024-08-23 02:08:55.000000,2024-07-09 16:09:26,3066.0,1.0,268.0,34.0,38.0,1.0,496.0,1225.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,17.0,28,True,2024-06-19 01:15:40.000,0.41.4,211.0,ktrain,,,['tensorflow'],,8873.0,555.0,551.0,https://pypi.org/project/ktrain,2024-06-19 01:15:40.000,4.0,8873.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
396,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,444.0,43.0,176.0,93.0,102.0,1024.0,"Utilities for working with image data, text data, and sequence data.",52.0,28,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,['tensorflow'],,3879020.0,311.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:55:22.223,311.0,3848309.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2303375.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
397,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2024-09-10 20:53:34.000000,2024-09-10 20:53:34,939.0,3.0,211.0,58.0,103.0,45.0,174.0,984.0,Input pipeline framework.,29.0,28,True,2024-04-24 22:55:08.000,1.15.0,57.0,tensorflow-transform,,,['tensorflow'],,472975.0,18.0,,https://pypi.org/project/tensorflow-transform,2024-04-24 22:55:08.000,18.0,472975.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
398,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2024-09-03 21:38:15.000000,2023-02-20 00:24:10,1723.0,,185.0,41.0,175.0,65.0,174.0,943.0,A Jupyter - Three.js bridge.,30.0,28,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,['jupyter'],,89918.0,96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,81834.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,595227.0,3.0,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,2132.0,,,,,,,,,,,,
399,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-06-17 19:35:33.219000,2024-06-17 15:09:18,679.0,,105.0,14.0,99.0,73.0,66.0,880.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,28,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,1716299.0,8011.0,7855.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,1675908.0,https://anaconda.org/conda-forge/pynndescent,2024-06-17 19:35:33.219,2019568.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
400,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-08-18 16:23:07.000000,2024-05-12 22:59:32,3715.0,,327.0,65.0,690.0,36.0,533.0,834.0,The Classical Language Toolkit.,121.0,28,True,2024-05-13 16:48:36.000,1.2.6,217.0,cltk,,,,94.0,3661.0,288.0,273.0,https://pypi.org/project/cltk,2024-05-12 23:09:13.000,15.0,3661.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
401,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1131.0,239.0,455.0,72.0,264.0,17911.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,,,,44197.0,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,43782.0,,,,2.0,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,25755.0,,,,,,,,,,,,,,,,,,,
402,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-09-24 17:16:38.000000,2024-07-11 14:30:01,2227.0,2.0,2847.0,197.0,3734.0,1237.0,4175.0,12633.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",160.0,27,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,['paddle'],,491.0,2.0,,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,2.0,491.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
403,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2024-06-16 11:20:30.000000,2024-06-16 11:20:30,100.0,,1815.0,206.0,74.0,113.0,37.0,10514.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,32.0,27,True,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,68016.0,16.0,2.0,https://pypi.org/project/english-words,2023-05-24 15:11:00.531,14.0,68016.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
404,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-05-06 20:38:27.000000,2024-05-06 20:36:49,342.0,,1367.0,425.0,50.0,102.0,87.0,10453.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2024-05-06 20:38:27.000,4.0.9,47.0,dopamine-rl,,,['tensorflow'],,35327.0,31.0,21.0,https://pypi.org/project/dopamine-rl,2024-05-06 20:38:27.000,10.0,35327.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
405,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1523.0,131.0,51.0,163.0,141.0,7871.0,A PyTorch implementation of EfficientNet.,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,['pytorch'],4186197.0,227044.0,73.0,1.0,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,72.0,149522.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
