,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,helm_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,conda_dependent_project_count,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
376,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,836,275.0,93.0,76.0,76.0,6863,Visualizations for machine learning datasets.,28.0,27,False,2019-07-24 15:57:06.000,1.0.0,4.0,facets-overview,,['jupyter'],,217957.0,122.0,118.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,217957.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
377,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1324,351.0,14.0,40.0,65.0,5821,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,10874.0,927.0,888.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,10874.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
378,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-02-02 21:13:06.000000,2020-08-05 17:45:59,622.0,,906,150.0,66.0,53.0,292.0,5399,A Python scikit for building and analyzing recommender systems.,38.0,27,False,2020-07-19 14:50:48.000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,201841.0,26.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,26.0,197541.0,https://anaconda.org/conda-forge/scikit-surprise,2021-11-18 20:15:44.176,227904.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
379,Coqui TTS,coqui-ai/TTS,audio,,https://github.com/coqui-ai/TTS,https://github.com/coqui-ai/TTS,MPL-2.0,2020-05-20 15:45:28.000,2022-06-09 14:28:48.000000,2022-06-08 21:40:05,4077.0,65.0,513,103.0,291.0,27.0,319.0,5021,"- a deep learning toolkit for Text-to-Speech, battle-tested in research and production.",92.0,27,True,2022-05-30 12:56:13.000,speaker_encoder_model,30.0,tts,conda-forge/tts,"['pytorch', 'tensorflow']",178074.0,17189.0,,,https://pypi.org/project/tts,2017-07-14 20:02:42.000,,5061.0,https://anaconda.org/conda-forge/tts,2021-12-15 19:29:56.367,2063.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
380,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,592,159.0,128.0,73.0,100.0,4400,A collection of infrastructure and tools for research in neural network interpretability.,40.0,27,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,1616.0,644.0,638.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1616.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
381,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-06-02 19:22:48.000000,2022-06-02 19:22:43,560.0,16.0,576,100.0,533.0,64.0,340.0,4206,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,48.0,27,True,2021-10-18 13:55:26.000,0.9.3,28.0,t5,,['tensorflow'],,7063.0,103.0,101.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,7063.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
382,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-03-14 22:25:39.000000,2022-03-09 16:54:36,461.0,,619,92.0,197.0,103.0,348.0,4046,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,420104.0,795.0,750.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,417835.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,120288.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518.0,,638,173.0,76.0,14.0,249.0,3655,A python wrapper for Alpha Vantage API for financial data.,39.0,27,True,2020-12-21 02:37:29.000,2.3.1,28.0,alpha_vantage,conda-forge/alpha_vantage,,,15296.0,104.0,,https://pypi.org/project/alpha_vantage,2018-08-26 18:55:11.000,104.0,15222.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1259.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
384,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-06-07 08:42:51.000000,2022-06-02 00:14:32,939.0,210.0,321,59.0,147.0,28.0,83.0,3472,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",13.0,27,False,2022-04-20 21:15:28.000,2.0.0,17.0,cleanlab,conda-forge/cleanlab,,,7627.0,45.0,43.0,https://pypi.org/project/cleanlab,2022-04-20 21:15:28.000,2.0,7465.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,4221.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
385,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-06-07 06:52:32.000000,2021-12-06 11:37:15,1769.0,,420,80.0,228.0,45.0,150.0,2618,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,54.0,27,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,66.0,1226.0,83.0,80.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,1225.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
386,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-06-09 08:35:07.000000,2022-06-07 11:17:59,445.0,20.0,708,60.0,526.0,76.0,310.0,2607,A high-performance distributed training framework for Reinforcement Learning.,30.0,27,True,2022-05-13 04:46:41.000,2.0.4,24.0,parl,,['paddle'],,804.0,92.0,91.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,804.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
387,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,435,94.0,46.0,49.0,253.0,2542,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,True,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,405.0,185920.0,519.0,505.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,185509.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11357.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-05 19:39:33.507000,2022-06-02 05:29:11,1945.0,76.0,612,159.0,52.0,3.0,483.0,2506,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,27,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],3965.0,853.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,41385.0,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,,,
389,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018.0,,391,137.0,127.0,177.0,244.0,2470,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,109470.0,628.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,628.0,109058.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,14839.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
390,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-06-06 10:08:51.000000,2021-11-11 16:56:57,430.0,,236,33.0,396.0,16.0,29.0,2443,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,47890.0,634.0,611.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,47772.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,1657.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
391,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,362,61.0,926.0,281.0,736.0,2404,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,['tensorflow'],,20618.0,146.0,141.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,20618.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
392,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,885,164.0,213.0,42.0,145.0,2299,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,11978.0,565.0,548.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,11690.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,14978.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
393,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-05-25 20:55:04.000000,2022-02-11 14:44:37,857.0,,180,53.0,92.0,1.0,217.0,2253,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,27,True,2022-02-11 16:12:12.000,0.2.5,17.0,vidgear,,,594.0,6719.0,211.0,206.0,https://pypi.org/project/vidgear,2022-02-11 16:12:12.000,5.0,6704.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
394,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,256,65.0,57.0,21.0,39.0,2208,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,459980.0,2093.0,2053.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,458063.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,113106.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
395,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-06-08 16:37:20.000000,2022-06-08 12:18:01,3134.0,22.0,455,109.0,305.0,369.0,602.0,2129,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,13.0,essentia,,,,3221.0,314.0,300.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,3221.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
396,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211.0,,305,62.0,37.0,93.0,158.0,2128,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,['tensorflow'],,14003.0,265.0,241.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,14003.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
397,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-06-08 18:38:10.000000,2022-04-29 17:52:14,384.0,2.0,271,48.0,63.0,25.0,98.0,2112,A python library for decision tree visualization and model interpretation.,19.0,27,True,2022-04-29 17:54:45.000,1.3.6,29.0,dtreeviz,conda-forge/dtreeviz,,,108527.0,401.0,387.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,107915.0,https://anaconda.org/conda-forge/dtreeviz,2022-04-29 20:01:45.971,11638.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
398,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2022-06-07 17:00:31.000000,2022-06-07 16:59:20,1076.0,19.0,289,44.0,48.0,43.0,184.0,2085,Graph Neural Networks with Keras and Tensorflow 2.,22.0,27,True,2022-04-09 13:44:22.000,1.1,32.0,spektral,,['tensorflow'],,6629.0,134.0,132.0,https://pypi.org/project/spektral,2022-04-09 13:00:34.000,2.0,6629.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
399,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-06-09 15:36:55.000000,2022-05-30 13:52:32,4634.0,323.0,156,36.0,592.0,21.0,69.0,2077,"ZenML : Build portable, production-ready MLOps pipelines. https://zenml.io.",32.0,27,True,2022-05-25 08:43:26.000,0.8.1,55.0,zenml,,,,1473.0,,,https://pypi.org/project/zenml,2022-05-24 21:59:52.000,,1473.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
400,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,277,65.0,14.0,26.0,45.0,1966,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,353594.0,1174.0,1010.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,353594.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
401,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000,2022-03-06 19:51:43.000000,2022-03-06 19:51:43,1716.0,,233,90.0,109.0,29.0,222.0,1934,"NLP, before and after spaCy.",32.0,27,True,2021-12-06 15:00:07.000,0.12.0,31.0,textacy,conda-forge/textacy,,,39030.0,100.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000,100.0,37272.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,107257.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
402,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-06-04 06:50:39.000000,2022-03-07 19:11:16,438.0,,331,61.0,130.0,26.0,61.0,1815,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,27,True,2022-03-06 22:27:38.000,3.2.3,19.0,pytextrank,,,,19245.0,271.0,258.0,https://pypi.org/project/pytextrank,2022-03-06 22:27:38.000,13.0,19245.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
403,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562.0,,77,42.0,43.0,9.0,65.0,1813,The friendly PIL fork.,384.0,27,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,59629.0,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,59629.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
404,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-06-09 07:31:17.000000,2022-05-12 23:59:17,841.0,24.0,164,45.0,151.0,90.0,119.0,1618,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",21.0,27,True,2022-05-13 00:01:55.000,0.25.2,140.0,graphistry,,['jupyter'],,2775.0,74.0,70.0,https://pypi.org/project/graphistry,2022-05-13 00:01:55.000,4.0,2775.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
405,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,73.0,742.0,54.0,168.0,1471,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,4682.0,326.0,295.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,4682.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
406,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-05-14 18:25:00.000000,2022-05-14 18:24:18,585.0,2.0,292,38.0,32.0,9.0,204.0,1358,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,27,True,2022-02-23 05:45:04.000,1.3.3,16.0,ogb,conda-forge/ogb,,,11234.0,323.0,310.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,13.0,10836.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,8368.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
407,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-05-23 02:25:22.000000,2022-05-23 02:25:22,1143.0,105.0,243,26.0,294.0,48.0,75.0,1320,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,26.0,27,True,2022-04-21 09:53:00.000,2.2.3post0,18.0,pgl,,['paddle'],,4730.0,28.0,26.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,4730.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
408,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-07 20:37:37.000000,2022-05-12 18:44:41,652.0,5.0,218,41.0,304.0,95.0,14.0,1272,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,27,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,['tensorflow'],,21931.0,716.0,684.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,21931.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
409,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-08 14:41:53.000000,2022-03-31 18:13:34,887.0,2.0,466,112.0,247.0,10.0,281.0,1261,Execute Python code on the fly and display results in Tableau visualizations:.,46.0,27,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,22904.0,93.0,91.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,22858.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,2886.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
410,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-04-07 21:15:18.000000,2022-03-11 06:00:21,281.0,,219,49.0,180.0,52.0,117.0,1242,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,['sklearn'],,20303.0,219.0,208.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,20085.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,5891.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
411,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-06-06 15:30:12.000000,2022-06-06 15:28:30,6379.0,129.0,212,39.0,1003.0,31.0,196.0,1223,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",25.0,27,True,2020-07-19 03:05:40.000,2.2.32,85.0,optimuspyspark,,['spark'],,40654.0,,,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000,,40654.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
412,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-06-05 11:15:52.000000,2022-06-01 16:05:04,620.0,26.0,201,41.0,258.0,38.0,144.0,1158,Training PyTorch models with differential privacy.,50.0,27,True,2022-05-06 09:43:18.000,1.1.2,16.0,opacus,conda-forge/opacus,['pytorch'],45.0,4350.0,119.0,108.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,11.0,4161.0,https://anaconda.org/conda-forge/opacus,2022-05-06 12:24:58.491,944.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
413,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-06-01 20:55:44.000000,2022-06-01 20:55:01,361.0,5.0,205,55.0,70.0,17.0,80.0,1151,ffn - a financial function library for Python.,26.0,27,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,29990.0,225.0,200.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,29926.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,907.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
414,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-06-03 10:07:00.000000,2022-06-02 13:34:59,1395.0,8.0,143,28.0,163.0,1.0,,1122,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,27,True,2022-06-02 14:01:51.000,1.1.6,60.0,spacy-transformers,conda-forge/spacy-transformers,['spacy'],,99004.0,542.0,522.0,https://pypi.org/project/spacy-transformers,2022-06-02 14:00:39.000,20.0,98782.0,https://anaconda.org/conda-forge/spacy-transformers,2022-06-02 18:43:51.018,1559.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
415,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-05-25 08:50:19.000000,2022-05-25 08:06:32,504.0,22.0,337,32.0,42.0,10.0,92.0,1081,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,27,False,2022-02-25 07:50:44.000,2.3.0,2.0,minisom,,,,12318.0,277.0,272.0,https://pypi.org/project/minisom,2022-02-25 07:34:51.000,5.0,12318.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
416,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-26 02:48:57.000000,2022-01-30 22:27:10,4173.0,,273,79.0,626.0,11.0,599.0,1033,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,27,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,25959.0,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,19764.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,439857.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
417,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079.0,,224,40.0,34.0,58.0,589.0,969,"pyclustring is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,406.0,48851.0,347.0,319.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,47601.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,37376.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
