,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
352,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-05-28 10:07:34.000000,2022-04-23 16:54:30,635.0,50.0,257,27.0,181.0,21.0,372.0,1528,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,28,True,2022-05-28 10:07:13.000,1.3,17.0,talos,,['tensorflow'],,1248.0,153.0,146.0,https://pypi.org/project/talos,2022-05-28 10:07:34.000,7.0,1248.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
353,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2022-06-24 11:27:08.000000,2022-06-24 11:27:08,673.0,3.0,245,41.0,482.0,141.0,140.0,1448,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,45.0,28,True,2022-02-19 02:47:30.000,0.11.4,77.0,petastorm,,,309.0,99624.0,78.0,72.0,https://pypi.org/project/petastorm,2022-02-19 02:47:30.000,6.0,99618.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
354,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-06-24 15:06:05.000000,2022-06-24 15:06:05,586.0,3.0,296,38.0,33.0,7.0,208.0,1385,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,28,True,2022-02-23 05:45:04.000,1.3.3,16.0,ogb,conda-forge/ogb,,,11804.0,340.0,327.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,13.0,11372.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,9082.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
355,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2022-06-29 20:52:06.000000,2022-06-29 20:52:00,309.0,6.0,196,47.0,241.0,150.0,136.0,1345,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,34.0,28,True,2021-08-23 23:29:59.000,0.6.0,12.0,tensorflow-recommenders,,['tensorflow'],,1334626.0,119.0,118.0,https://pypi.org/project/tensorflow-recommenders,2021-08-23 23:29:59.000,1.0,1334626.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
356,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-06-30 13:36:17.000000,2022-06-23 14:16:45,709.0,28.0,309,35.0,711.0,167.0,220.0,1301,A Python package to assess and improve fairness of machine learning models.,67.0,28,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,['sklearn'],,120205.0,13.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,13.0,119533.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,18840.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
357,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2022-06-10 20:11:23.000000,2022-06-10 20:11:23,891.0,3.0,471,110.0,247.0,10.0,288.0,1280,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,28,True,2022-01-20 22:19:32.000,2.5.0,26.0,tabpy,anaconda/tabpy-client,,,24380.0,94.0,92.0,https://pypi.org/project/tabpy,2022-01-20 22:19:32.000,2.0,24333.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,2969.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
358,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2022-03-10 20:26:25.000000,2022-03-10 20:26:25,974.0,,155,55.0,182.0,37.0,229.0,1176,A full spaCy pipeline and models for scientific/biomedical documents.,23.0,28,True,2022-03-10 20:16:24.000,0.5.0,11.0,scispacy,,,,21706.0,495.0,478.0,https://pypi.org/project/scispacy,2022-03-10 20:16:24.000,17.0,21706.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
359,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-06-30 00:21:53.000000,2022-06-22 21:36:23,369.0,13.0,208,55.0,72.0,18.0,81.0,1165,ffn - a financial function library for Python.,28.0,28,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,30096.0,229.0,204.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,30023.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,1031.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
360,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-05-04 12:26:24.517000,2022-05-03 10:51:47,158.0,10.0,198,49.0,84.0,34.0,176.0,1153,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,28,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,['sklearn'],,6543.0,267.0,257.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,10.0,6436.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,2580.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
361,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-06-29 07:18:15.000000,2022-06-21 18:59:50,1399.0,10.0,143,28.0,165.0,1.0,,1131,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,28,True,2022-06-02 14:01:51.000,1.1.6,60.0,spacy-transformers,conda-forge/spacy-transformers,['spacy'],,92843.0,565.0,545.0,https://pypi.org/project/spacy-transformers,2022-06-02 14:00:39.000,20.0,92560.0,https://anaconda.org/conda-forge/spacy-transformers,2022-06-02 18:43:51.018,1984.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
362,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-06-15 06:45:42.000000,2022-06-15 06:45:42,1122.0,6.0,204,61.0,239.0,10.0,316.0,781,Search and download Copernicus Sentinel satellite images.,42.0,28,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,228.0,13214.0,364.0,334.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,12818.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,7875.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
363,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2022-06-28 14:35:45.622000,2022-06-28 07:53:54,1293.0,7.0,148,46.0,53.0,19.0,62.0,757,Computer Vision in Python.,32.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,15643.0,954.0,839.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,115.0,11335.0,https://anaconda.org/conda-forge/mahotas,2022-06-28 14:35:45.622,323170.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
364,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2022-06-29 15:30:57.000000,2022-06-29 15:30:56,3623.0,9.0,307,67.0,648.0,27.0,496.0,726,The Classical Language Toolkit.,115.0,28,True,2022-04-26 06:18:37.000,1.1.1,198.0,cltk,,,25.0,1302.0,248.0,206.0,https://pypi.org/project/cltk,2022-06-09 23:23:41.000,42.0,1302.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
365,scikit-learn-intelex,intel/scikit-learn-intelex,sklearn-utils,,https://github.com/intel/scikit-learn-intelex,https://github.com/intel/scikit-learn-intelex,Apache-2.0,2018-08-07 06:45:41.000,2022-06-28 14:45:48.000000,2022-04-13 14:38:43,1169.0,1.0,111,21.0,863.0,103.0,79.0,705,Intel(R) Extension for Scikit-learn is a seamless way to speed up your Scikit-learn application.,54.0,28,True,2022-06-16 20:45:24.000,2021.6.3,13.0,scikit-learn-intelex,conda-forge/scikit-learn-intelex,['sklearn'],,72657.0,1875.0,1869.0,https://pypi.org/project/scikit-learn-intelex,2022-06-16 20:45:24.000,6.0,69206.0,https://anaconda.org/conda-forge/scikit-learn-intelex,2022-02-07 12:53:31.181,48322.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
366,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2022-06-30 00:44:14.000000,2022-06-30 00:44:14,627.0,24.0,101,29.0,72.0,25.0,63.0,473,For recording and retrieving metadata associated with ML developer and data scientist workflows.,15.0,28,True,2022-06-21 20:49:30.000,1.9.0,36.0,ml-metadata,,,1733.0,601663.0,248.0,229.0,https://pypi.org/project/ml-metadata,2022-06-21 20:49:30.000,19.0,601619.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
367,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-04-10 00:32:17.148000,2021-12-03 18:19:53,251.0,,94,20.0,44.0,31.0,48.0,403,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,21.0,28,True,2020-10-20 11:23:09.000,2.1.9,25.0,audioread,conda-forge/audioread,,,831284.0,9150.0,8825.0,https://pypi.org/project/audioread,2020-10-20 11:23:09.000,325.0,824935.0,https://anaconda.org/conda-forge/audioread,2022-04-10 00:32:17.148,450839.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
368,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1394,131.0,51.0,139.0,139.0,7034,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,['pytorch'],1685867.0,167211.0,30.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,30.0,104772.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
369,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-06-27 20:24:41.000000,2022-06-27 20:24:36,1606.0,13.0,710,145.0,1540.0,88.0,123.0,6971,Trax Deep Learning with Clear Code and Speed.,78.0,27,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,5165.0,63.0,63.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,5165.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
370,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,836,275.0,93.0,76.0,76.0,6870,Visualizations for machine learning datasets.,28.0,27,False,2019-07-24 15:57:06.000,1.0.0,4.0,facets-overview,,['jupyter'],,232060.0,126.0,122.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,232060.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2022-06-29 06:15:22.000000,2022-06-23 19:37:50,1006.0,38.0,1000,94.0,429.0,585.0,422.0,6449,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,94.0,27,True,,,1.0,,conda-forge/nvidia-apex,['pytorch'],,2867.0,1080.0,1080.0,,,,,https://anaconda.org/conda-forge/nvidia-apex,2022-04-06 03:11:02.383,91745.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
372,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1322,352.0,14.0,40.0,65.0,5852,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,8888.0,937.0,898.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,8888.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
373,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2022-06-21 07:33:21.000000,2021-08-04 06:54:21,205.0,,1193,168.0,41.0,57.0,219.0,5755,2D and 3D Face alignment library build using pytorch.,23.0,27,True,2021-09-14 15:35:24.000,1.3.5,11.0,face-alignment,,['pytorch'],,9955.0,8.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000,8.0,9955.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
374,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2022-02-02 21:13:06.000000,2020-08-05 17:45:59,622.0,,910,150.0,66.0,54.0,292.0,5424,A Python scikit for building and analyzing recommender systems.,38.0,27,False,2020-07-19 14:50:48.000,1.1.1,9.0,scikit-surprise,conda-forge/scikit-surprise,,,200967.0,26.0,,https://pypi.org/project/scikit-surprise,2020-07-19 14:50:48.000,26.0,196575.0,https://anaconda.org/conda-forge/scikit-surprise,2021-11-18 20:15:44.176,232809.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
375,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-06-29 18:16:51.000000,2022-06-29 18:14:36,177.0,16.0,246,59.0,157.0,13.0,53.0,4488,"A data augmentations library for audio, image, text, and video.",25.0,27,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,1287.0,43.0,40.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,1287.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
376,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2022-04-18 14:51:39.000000,2021-03-19 15:48:33,667.0,,593,159.0,128.0,73.0,100.0,4413,A collection of infrastructure and tools for research in neural network interpretability.,40.0,27,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,['tensorflow'],,2214.0,651.0,645.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,2214.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
377,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-06-28 19:37:45.000000,2022-06-28 19:37:40,562.0,16.0,579,99.0,537.0,64.0,340.0,4245,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,48.0,27,True,2021-10-18 13:55:26.000,0.9.3,28.0,t5,,['tensorflow'],,7869.0,112.0,110.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,7869.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
378,lightfm,lyst/lightfm,recommender-systems,,https://github.com/lyst/lightfm,https://github.com/lyst/lightfm,Apache-2.0,2015-07-30 08:34:00.000,2022-03-14 22:25:39.000000,2022-03-09 16:54:36,461.0,,620,92.0,197.0,106.0,348.0,4065,"A Python implementation of LightFM, a hybrid recommendation algorithm.",44.0,27,True,2020-11-27 19:48:30.000,1.16,14.0,lightfm,conda-forge/lightfm,,,440020.0,806.0,761.0,https://pypi.org/project/lightfm,2020-11-27 19:55:08.000,45.0,437710.0,https://anaconda.org/conda-forge/lightfm,2022-03-09 22:21:56.668,122470.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
379,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-04-21 20:08:19.000000,2022-04-21 18:24:14,631.0,2.0,968,284.0,222.0,8.0,355.0,3800,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,411237.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,410867.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-03-27 02:58:05.206,11110.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
380,cleanlab,cleanlab/cleanlab,others,,https://github.com/cleanlab/cleanlab,https://github.com/cleanlab/cleanlab,AGPL-3.0,2018-05-11 01:55:21.000,2022-06-29 23:13:55.000000,2022-06-29 17:24:50,965.0,200.0,330,60.0,162.0,39.0,84.0,3558,"The standard data-centric AI package for data quality and machine learning with messy, real-world data and labels.",15.0,27,False,2022-04-20 21:15:28.000,2.0.0,17.0,cleanlab,conda-forge/cleanlab,,,8002.0,48.0,46.0,https://pypi.org/project/cleanlab,2022-04-20 21:15:28.000,2.0,7819.0,https://anaconda.org/conda-forge/cleanlab,2022-04-30 16:01:09.036,4775.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
381,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-06-30 02:35:11.000000,2022-06-29 15:35:52,384.0,16.0,231,46.0,362.0,48.0,197.0,2960,Hummingbird compiles trained ML models into tensor computation for faster inference.,30.0,27,True,2022-04-25 22:09:52.000,0.4.4,17.0,hummingbird-ml,conda-forge/hummingbird-ml,,174.0,4151.0,34.0,34.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,3530.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-05-02 19:54:06.683,9225.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
382,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-06-29 07:40:04.000000,2022-06-14 05:13:57,447.0,20.0,710,61.0,528.0,76.0,322.0,2635,A high-performance distributed training framework for Reinforcement Learning.,31.0,27,True,2022-05-13 04:46:41.000,2.0.4,24.0,parl,,['paddle'],,694.0,93.0,92.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,694.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-06-30 07:33:13.000000,2021-12-06 11:37:15,1769.0,,420,79.0,228.0,45.0,150.0,2627,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,54.0,27,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,66.0,1281.0,88.0,85.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,1280.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
384,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,439,94.0,46.0,49.0,253.0,2557,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,True,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,415.0,284815.0,526.0,512.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,284395.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11577.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
385,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945.0,64.0,613,161.0,53.0,3.0,488.0,2525,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,27,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],3988.0,869.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,42220.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
386,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018.0,,391,136.0,127.0,177.0,244.0,2477,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,114428.0,628.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,628.0,113986.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,15927.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
387,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-06-27 10:09:53.000000,2021-11-11 16:56:57,430.0,,240,33.0,399.0,17.0,29.0,2464,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,46928.0,659.0,636.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,46769.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,2236.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,365,61.0,926.0,281.0,736.0,2426,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,['tensorflow'],,19247.0,155.0,150.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,19247.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
389,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,257,65.0,57.0,21.0,39.0,2216,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,524495.0,2148.0,2108.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,522541.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,115297.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
390,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-06-30 14:35:05.000000,2022-06-21 09:22:22,3149.0,30.0,455,109.0,307.0,369.0,603.0,2143,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,13.0,essentia,,,,2396.0,320.0,306.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,2396.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
391,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-06-29 19:47:08.000000,2022-04-29 17:52:14,384.0,2.0,271,48.0,63.0,25.0,98.0,2133,A python library for decision tree visualization and model interpretation.,19.0,27,True,2022-04-29 17:54:45.000,1.3.6,29.0,dtreeviz,conda-forge/dtreeviz,,,119133.0,411.0,397.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,118425.0,https://anaconda.org/conda-forge/dtreeviz,2022-04-29 20:01:45.971,13459.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
392,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,278,65.0,14.0,26.0,45.0,1973,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,398517.0,1196.0,1032.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,398517.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
393,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000,2022-03-06 19:51:43.000000,2022-03-06 19:51:43,1716.0,,234,90.0,109.0,29.0,222.0,1938,"NLP, before and after spaCy.",32.0,27,True,2021-12-06 15:00:07.000,0.12.0,31.0,textacy,conda-forge/textacy,,,38079.0,100.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000,100.0,36292.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,109014.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
