,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
344,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2024-02-22 10:52:50.000000,2024-02-22 08:29:27,3830.0,107.0,266.0,27.0,565.0,83.0,699.0,1605.0,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,77.0,29,True,2023-07-28 14:24:47.000,0.4.0,7.0,avalanche-lib,,,,,71.0,70.0,https://pypi.org/project/avalanche-lib,2023-07-28 14:24:47.000,1.0,1225.0,1225.0,,,,,,,,2.0,4.0,,,,,,,,,,,,,,,,,,
345,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-02-16 22:07:03.646000,2024-02-14 15:12:14,193.0,21.0,194.0,32.0,19.0,2.0,84.0,1578.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",15.0,29,True,2024-02-14 15:14:08.000,0.1.806,83.0,autoviz,conda-forge/autoviz,,,,630.0,623.0,https://pypi.org/project/autoviz,2024-02-14 15:14:08.000,7.0,65893.0,67446.0,https://anaconda.org/conda-forge/autoviz,2024-02-16 22:07:03.646,46598.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
346,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2024-01-05 03:23:07.000000,2022-08-31 01:52:51,509.0,,308.0,103.0,49.0,8.0,151.0,1570.0,Distributed Deep learning with Keras & Spark.,27.0,29,False,2024-01-05 03:23:07.000,5.2.1,42.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",77.0,74.0,https://pypi.org/project/elephas,2024-01-05 03:23:07.000,3.0,93421.0,93669.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,13439.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
347,tensorly,tensorly/tensorly,others,,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000,2024-02-01 16:30:38.000000,2024-01-08 15:03:19,1840.0,4.0,269.0,45.0,270.0,58.0,192.0,1479.0,TensorLy: Tensor Learning in Python.,66.0,29,True,2023-03-08 01:09:02.237,0.8.1,20.0,tensorly,conda-forge/tensorly,,,,634.0,579.0,https://pypi.org/project/tensorly,2023-03-08 01:09:02.237,55.0,15071.0,20339.0,https://anaconda.org/conda-forge/tensorly,2023-06-16 16:08:38.154,363531.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
348,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000000,2023-09-26 23:11:11,163.0,,174.0,34.0,72.0,19.0,52.0,1424.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,29,True,2023-09-26 22:07:23.000,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],2484.0,2469.0,https://pypi.org/project/torchsde,2023-09-26 21:52:19.000,15.0,1601349.0,1601872.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,19380.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
349,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-01-17 21:03:09.000000,2024-01-17 21:03:09,532.0,6.0,420.0,52.0,39.0,16.0,139.0,1201.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,29,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2468.0,2435.0,https://pypi.org/project/kmodes,2022-09-06 19:38:02.764,33.0,247252.0,248119.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,39894.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
350,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,454.0,43.0,176.0,93.0,102.0,1028.0,"Utilities for working with image data, text data, and sequence data.",52.0,29,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],1577.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:55:22.223,1577.0,4442985.0,4474969.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2174947.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
351,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2023-06-27 23:50:02.000000,2023-03-24 22:04:13,811.0,,246.0,41.0,502.0,271.0,253.0,876.0,Scalable Machine Learning with Dask.,77.0,29,True,2023-03-24 22:06:04.422,2023.3.24,35.0,dask-ml,conda-forge/dask-ml,,,,1033.0,959.0,https://pypi.org/project/dask-ml,2023-03-24 22:06:04.422,74.0,478792.0,489337.0,https://anaconda.org/conda-forge/dask-ml,2023-06-16 13:24:06.152,801426.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
352,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-01-10 16:03:56.000000,2024-01-10 16:03:56,666.0,3.0,101.0,14.0,94.0,71.0,62.0,826.0,A Python nearest neighbor descent for approximate nearest neighbors.,27.0,29,True,2023-11-20 18:50:25.000,0.5.11,30.0,pynndescent,conda-forge/pynndescent,,,,5590.0,5518.0,https://pypi.org/project/pynndescent,2023-11-20 18:50:25.000,72.0,1103608.0,1144347.0,https://anaconda.org/conda-forge/pynndescent,2023-11-20 21:14:19.693,1751797.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
353,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2024-02-21 06:06:07.000000,2024-02-21 05:37:17,3040.0,52.0,109.0,17.0,259.0,11.0,138.0,738.0,Python bindings for MPI.,26.0,29,True,2023-10-04 09:04:51.000,3.1.5,27.0,mpi4py,conda-forge/mpi4py,,,,750.0,,https://pypi.org/project/mpi4py,2023-10-04 09:04:51.000,750.0,320484.0,379018.0,https://anaconda.org/conda-forge/mpi4py,2023-10-17 08:36:29.714,2322377.0,,,,,2.0,20432.0,,,,,,,,,,,,,,,,,,
354,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2024-02-19 19:51:16.000000,2024-02-13 16:55:53,808.0,17.0,73.0,25.0,373.0,106.0,231.0,554.0,"Simple, concise geographical visualization in Python.",30.0,29,True,2024-02-13 18:23:41.000,1.11.1,57.0,geoviews,conda-forge/geoviews,,,,925.0,885.0,https://pypi.org/project/geoviews,2024-02-13 17:04:04.000,40.0,9544.0,14684.0,https://anaconda.org/conda-forge/geoviews,2024-02-13 18:20:12.882,210774.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
355,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-02-20 13:11:52.000000,2024-02-13 12:30:36,300.0,60.0,85.0,22.0,103.0,36.0,66.0,554.0,pyspark methods to enhance developer productivity.,25.0,29,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],82.0,75.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,767942.0,767942.0,,,,,,,,2.0,10.0,,,,,,,,,,,,,,,,,,
356,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2024-02-07 14:29:13.000000,2024-02-07 14:27:33,227.0,8.0,56.0,13.0,202.0,13.0,186.0,306.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,29,True,2024-02-07 14:29:13.000,3.9.0,71.0,pystan,conda-forge/pystan,,,,9904.0,9641.0,https://pypi.org/project/pystan,2024-02-07 14:29:13.000,263.0,1757982.0,1791640.0,https://anaconda.org/conda-forge/pystan,2023-06-16 13:14:39.735,2793630.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
357,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2023-11-03 15:14:22.000000,2023-11-03 14:46:16,569.0,,38.0,12.0,69.0,7.0,26.0,209.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,29,False,2023-09-22 06:31:01.000,0.7.11,46.0,blis,conda-forge/cython-blis,,,,39377.0,39124.0,https://pypi.org/project/blis,2023-09-22 06:27:17.000,253.0,5507706.0,5557731.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2051064.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
358,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-12-23 16:12:25.000000,2023-12-23 16:11:39,302.0,1.0,2648.0,139.0,44.0,114.0,131.0,17055.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",20.0,28,True,2023-12-23 16:12:25.000,1.6.5,185.0,vit-pytorch,,,,['pytorch'],409.0,403.0,https://pypi.org/project/vit-pytorch,2023-12-23 16:12:25.000,6.0,19378.0,19378.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
359,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2024-02-22 13:19:52.000000,2024-02-16 10:29:35,2181.0,266.0,983.0,113.0,2525.0,223.0,778.0,16283.0,"Qdrant - High-performance, massive-scale Vector Database for the next generation of AI. Also available in the cloud..",80.0,28,True,2024-01-29 17:23:33.000,1.7.4,62.0,,,,,,,,,,,,397.0,,,,,,,,2.0,13527.0,,,,,,,,,,,,,,,,,,
360,baselines,openai/baselines,reinforcement-learning,,https://github.com/openai/baselines,https://github.com/openai/baselines,MIT,2017-05-24 01:58:13.000,2023-11-21 01:05:50.000000,2020-01-31 13:06:18,347.0,,4864.0,649.0,372.0,497.0,436.0,15185.0,OpenAI Baselines: high-quality implementations of reinforcement learning algorithms.,115.0,28,False,2018-02-26 17:07:07.000,0.1.5,6.0,baselines,,,,,588.0,549.0,https://pypi.org/project/baselines,2018-02-26 17:07:07.000,39.0,1067.0,1067.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
361,PaddleDetection,PaddlePaddle/PaddleDetection,image,,https://github.com/PaddlePaddle/PaddleDetection,https://github.com/PaddlePaddle/PaddleDetection,Apache-2.0,2019-10-25 07:21:14.000,2024-02-21 11:02:49.000000,2023-12-28 07:35:14,2224.0,1.0,2779.0,192.0,3607.0,1423.0,3881.0,11816.0,"Object Detection toolkit based on PaddlePaddle. It supports object detection, instance segmentation, multiple object..",159.0,28,True,2023-10-19 03:47:18.000,2.7.0,9.0,paddledet,,,,['paddle'],1.0,,https://pypi.org/project/paddledet,2022-09-19 20:42:09.271,1.0,540.0,540.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
362,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2024-02-22 06:27:52.000000,2022-11-08 22:11:16,98.0,,1773.0,204.0,72.0,106.0,36.0,9845.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,28,False,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,12.0,2.0,https://pypi.org/project/english-words,2023-05-24 15:11:00.531,10.0,255342.0,255342.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
363,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,909.0,267.0,98.0,82.0,81.0,7297.0,Visualizations for machine learning datasets.,31.0,28,True,2023-05-24 15:58:01.158,1.1.1,9.0,facets-overview,,,,['jupyter'],226.0,218.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,181052.0,181052.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
364,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-10-24 07:07:43.000000,2023-08-16 23:55:56,220.0,,1325.0,175.0,46.0,79.0,237.0,6715.0,2D and 3D Face alignment library build using pytorch.,26.0,28,True,2023-08-17 14:43:11.000,1.4.1,14.0,face-alignment,,,,['pytorch'],33.0,21.0,https://pypi.org/project/face-alignment,2023-08-17 14:43:11.000,12.0,63881.0,63881.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
365,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-02-03 18:46:00.371000,2023-01-19 00:37:33,900.0,,1236.0,154.0,950.0,63.0,783.0,5720.0,Gluon CV Toolkit.,119.0,28,False,2022-03-07 23:40:19.000,0.10.5,1535.0,gluoncv,,,,['mxnet'],82.0,21.0,https://pypi.org/project/gluoncv,2023-02-03 18:46:00.371,61.0,53735.0,53735.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
366,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,,1156.0,212.0,91.0,194.0,120.0,5590.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,28,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,455.0,435.0,https://pypi.org/project/pyAudioAnalysis,2022-02-07 22:36:53.000,20.0,14553.0,14553.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
367,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1368.0,206.0,158.0,44.0,227.0,5472.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],795.0,741.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,54.0,1913.0,1913.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
368,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-02-20 16:52:37.000000,2022-08-06 21:47:18,182.0,,421.0,69.0,60.0,101.0,56.0,4288.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,1223.0,1216.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,7.0,154740.0,154740.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
369,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-01-28 08:43:51.000000,2021-05-10 18:34:53,57.0,,406.0,38.0,56.0,118.0,43.0,3919.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,28,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],12851.0,12731.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,120.0,146737.0,146737.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
370,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,219.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1293.0,1033.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,260.0,1830.0,1830.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
371,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,455.0,73.0,37.0,9.0,121.0,3771.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,15103.0,14959.0,https://pypi.org/project/missingno,2023-02-26 20:11:59.371,144.0,283477.0,287525.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,319792.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
372,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-02-04 09:19:10.000000,2024-01-10 09:28:24,484.0,2.0,513.0,36.0,502.0,12.0,,3409.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,37.0,28,True,2023-11-05 23:19:54.000,0.11.15,101.0,sahi,conda-forge/sahi,,,,937.0,924.0,https://pypi.org/project/sahi,2023-11-05 23:19:54.000,13.0,120642.0,123175.0,https://anaconda.org/conda-forge/sahi,2023-11-06 10:35:24.165,53893.0,,,,,2.0,21938.0,,,,,,,,,,,,,,,,,,
373,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-02-20 20:17:07.000000,2024-02-20 20:17:05,1179.0,39.0,465.0,61.0,711.0,3.0,515.0,3345.0,On-device wake word detection powered by deep learning.,37.0,28,True,2024-01-30 21:38:49.000,3.0.2,34.0,pvporcupine,,,,,42.0,28.0,https://pypi.org/project/pvporcupine,2024-01-30 21:38:49.000,14.0,5899.0,5899.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
374,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2023-11-22 23:34:56.000000,2023-06-20 03:14:12,435.0,,282.0,34.0,475.0,33.0,30.0,2921.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,28,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],1151.0,1105.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,46.0,94468.0,94749.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,9580.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
375,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2024-02-22 10:00:25.000000,2024-02-22 08:52:51,547.0,41.0,531.0,36.0,739.0,99.0,608.0,2894.0,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",70.0,28,True,2024-01-09 12:13:07.000,hazelnut_toy_dataset,28.0,anomalib,,,,,53.0,52.0,https://pypi.org/project/anomalib,2024-01-09 12:13:29.000,1.0,21558.0,21815.0,,,,,,,,2.0,6704.0,,,,,,,,,,,,,,,,,,
376,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-01-06 17:57:28.000000,2024-01-06 17:57:28,619.0,2.0,328.0,47.0,120.0,60.0,135.0,2762.0,A python library for decision tree visualization and model interpretation.,26.0,28,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,1069.0,1045.0,https://pypi.org/project/dtreeviz,2022-07-07 17:18:00.886,24.0,142112.0,143792.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,65543.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
377,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2024-02-08 10:39:33.000000,2024-02-08 09:50:01,1543.0,36.0,315.0,38.0,320.0,38.0,148.0,2607.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,37.0,28,True,2024-02-08 10:39:33.000,2.4.2,38.0,shapash,,,,['jupyter'],143.0,141.0,https://pypi.org/project/shapash,2024-02-08 10:39:33.000,2.0,5543.0,5543.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
378,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2024-02-01 01:44:20.000000,2023-12-11 13:43:52,1053.0,2.0,443.0,126.0,143.0,192.0,247.0,2592.0,PYthon svg GrAph plotting Library.,77.0,28,False,2023-11-21 15:34:11.000,3.0.4,80.0,pygal,conda-forge/pygal,,,,638.0,,https://pypi.org/project/pygal,2023-11-21 15:34:11.000,638.0,352993.0,355895.0,https://anaconda.org/conda-forge/pygal,2023-11-21 17:04:08.093,37731.0,,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,
379,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,282.0,67.0,59.0,26.0,39.0,2376.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],4540.0,4462.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,78.0,461560.0,463699.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,168998.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
380,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Intel,2019-10-07 13:29:13.000,2024-02-12 11:41:54.000000,2024-02-12 11:41:53,716.0,4.0,247.0,35.0,527.0,138.0,234.0,2034.0,"Algorithms for outlier, adversarial and drift detection.",21.0,28,False,2024-01-22 16:25:25.000,0.11.5,37.0,alibi-detect,,,,,424.0,418.0,https://pypi.org/project/alibi-detect,2024-01-22 16:14:47.000,6.0,26638.0,26638.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
381,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-10-27 06:20:12.000000,2023-10-20 21:52:11,1051.0,,210.0,53.0,201.0,28.0,276.0,1565.0,A full spaCy pipeline and models for scientific/biomedical documents.,32.0,28,True,2023-09-30 19:50:08.000,0.5.3,10.0,scispacy,,,,,843.0,843.0,https://pypi.org/project/scispacy,,,28138.0,28138.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
382,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,27.0,379.0,89.0,155.0,1556.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,28,True,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],52.0,50.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,2.0,1319.0,1319.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
383,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-02-16 09:48:48.000000,2024-02-16 09:33:00,569.0,41.0,410.0,31.0,49.0,16.0,121.0,1350.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,28,False,2024-02-16 09:48:48.000,2.3.2,25.0,minisom,,,,,556.0,534.0,https://pypi.org/project/minisom,2024-02-16 09:47:58.000,22.0,24440.0,24440.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
384,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-02-22 00:25:26.000000,2024-02-22 00:25:24,1418.0,32.0,275.0,74.0,104.0,34.0,53.0,1231.0,Model analysis tools for TensorFlow.,57.0,28,True,2023-08-14 20:39:41.000,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",25.0,2.0,https://pypi.org/project/tensorflow-model-analysis,2023-08-14 20:39:41.000,23.0,76961.0,76961.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
385,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-01-31 21:10:59.000000,2020-10-14 13:22:39,167.0,,336.0,71.0,87.0,27.0,26.0,1201.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1449.0,1305.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,144.0,31514.0,31875.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,26038.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
