,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,trending,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition
431,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-12-04 12:06:33.000000,2024-12-04 12:04:56,828.0,8.0,126.0,31.0,431.0,84.0,341.0,1094.0,BAyesian Model-Building Interface (Bambi) in Python.,41.0,26,True,2024-07-10 09:48:04.000,0.14.0,29.0,bambi,conda-forge/bambi,,,,170.0,160.0,https://pypi.org/project/bambi,2024-07-10 09:48:04.000,10.0,29612.0,30451.0,https://anaconda.org/conda-forge/bambi,2024-07-10 16:37:21.380,40298.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
432,pySBD,nipunsadvilkar/pySBD,nlp,,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000,2024-08-20 16:20:38.000000,2021-02-11 16:40:18,279.0,,82.0,12.0,50.0,22.0,53.0,814.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,26,False,2021-02-11 16:42:37.000,0.3.4,15.0,pysbd,conda-forge/pysbd,,,,4835.0,4758.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000,77.0,1187356.0,1187552.0,https://anaconda.org/conda-forge/pysbd,2023-06-16 19:27:37.870,7468.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
433,Neptune.ai,neptune-ai/neptune-client,ml-experiments,,https://github.com/neptune-ai/neptune-client,https://github.com/neptune-ai/neptune-client,Apache-2.0,2019-02-11 11:25:57.000,2024-11-27 19:58:05.000000,2024-11-04 14:58:06,2103.0,9.0,63.0,16.0,1639.0,25.0,217.0,587.0,The experiment tracker for foundation model training.,55.0,26,True,2024-10-31 09:03:43.000,1.13.0,211.0,neptune-client,conda-forge/neptune-client,,,,760.0,683.0,https://pypi.org/project/neptune-client,2024-10-31 09:03:43.000,77.0,,5394.0,https://anaconda.org/conda-forge/neptune-client,2024-10-31 15:38:08.903,296686.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
434,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,154.0,18.0,717.0,27.0,208.0,512.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,402.0,385.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,10517.0,11768.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,85072.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
435,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2024-11-29 23:42:19.682000,2024-11-27 22:15:05,541.0,6.0,40.0,5.0,16.0,3.0,57.0,352.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,15.0,26,True,2024-11-27 22:21:23.000,0.11.0,28.0,scikit-posthocs,conda-forge/scikit-posthocs,,,['sklearn'],967.0,906.0,https://pypi.org/project/scikit-posthocs,2024-11-27 22:21:23.000,61.0,110672.0,130387.0,https://anaconda.org/conda-forge/scikit-posthocs,2024-11-29 23:42:19.682,985763.0,,,,,3.0,65.0,,,,,,,,,,,,,,,,,,,,
436,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-03-26 06:01:50.000000,2023-10-12 07:20:40,1894.0,,1154.0,238.0,458.0,75.0,264.0,18339.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,25,False,2021-06-06 17:15:00.281,5.14.0,50.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2021-06-06 17:15:00.281,,,414.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,17.0,26941.0,3.0,,,,,,,,,,,,,,,,,,,,,
437,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2024-12-05 14:07:26.000000,2024-09-10 20:43:30,1626.0,3.0,814.0,140.0,1572.0,122.0,125.0,8113.0,Trax Deep Learning with Clear Code and Speed.,80.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,191.0,190.0,https://pypi.org/project/trax,2021-10-26 20:29:00.538,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
438,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1610.0,459.0,699.0,36.0,441.0,7337.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,136.0,25,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,11.0,,25.0,,,,,,,,2.0,2504.0,,,,,,,,,,,,,,,,,,,,
439,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,802.0,169.0,1588.0,145.0,74.0,6338.0,A natural language modeling framework based on PyTorch.,234.0,25,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],21.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,,310.0,315.0,,,,,,,,3.0,430.0,,,,,,,,,,,,,,,,,,,,
440,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2024-11-25 15:30:52.000000,2023-01-19 00:37:33,900.0,,1216.0,152.0,954.0,60.0,788.0,5844.0,Gluon CV Toolkit.,119.0,25,False,2022-03-07 23:40:19.000,0.10.5,1535.0,gluoncv,,,,['mxnet'],76.0,21.0,https://pypi.org/project/gluoncv,2023-02-03 18:46:00.371,55.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-12-05 12:14:19.000000,2024-12-05 12:14:19,3742.0,75.0,621.0,92.0,4109.0,245.0,1415.0,5181.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,94.0,25,True,2024-11-28 18:09:35.000,1.44.0,85.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-11-21 01:10:14.000000,2024-11-21 01:04:51,225.0,6.0,300.0,80.0,180.0,24.0,54.0,4971.0,"A data augmentations library for audio, image, text, and video.",38.0,25,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,157.0,153.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2885.0,2885.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
443,VisualDL,PaddlePaddle/VisualDL,ml-experiments,,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000,2024-12-05 06:18:26.000000,2024-12-05 06:18:26,924.0,6.0,634.0,149.0,797.0,141.0,356.0,4791.0,Deep Learning Visualization Toolkit.,36.0,25,True,2024-10-30 02:46:42.000,3.0.0-beta,44.0,visualdl,,,,['paddle'],84.0,2.0,https://pypi.org/project/visualdl,2024-10-30 02:50:36.000,82.0,,8.0,,,,,,,,3.0,469.0,,,,,,,,,,,,,,,,,,,,
444,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,158.0,130.0,83.0,101.0,4677.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],797.0,791.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,684.0,684.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
445,GluonTS,awslabs/gluon-ts,time-series-data,,https://github.com/awslabs/gluonts,https://github.com/awslabs/gluonts,Apache-2.0,2019-05-15 17:17:29.000,2024-11-11 08:51:05.000000,2024-11-05 15:19:52,1478.0,5.0,755.0,77.0,1823.0,325.0,637.0,4663.0,Probabilistic time series modeling in Python.,117.0,25,True,2024-11-11 08:51:05.000,0.16.0,112.0,gluonts,anaconda/gluonts,,,['mxnet'],33.0,,https://pypi.org/project/gluonts,2024-11-11 08:51:05.000,33.0,,28.0,https://anaconda.org/anaconda/gluonts,2023-12-22 09:31:03.436,1069.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,134.0,649.0,65.0,198.0,3899.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,3048.0,3048.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,949.0,217.0,408.0,139.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,25,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1080.0,1068.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,12.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,661.0,71.0,25.0,117.0,101.0,2984.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,,['tensorflow'],2991.0,2990.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,1.0,1213.0,1213.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
449,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,478.0,97.0,49.0,65.0,254.0,2860.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,755.0,734.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,2648.0,2999.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,19674.0,,,,,3.0,1126.0,,,,,,,,,,,,,,,,,,,,
450,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,241.0,50.0,482.0,57.0,70.0,2823.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,284.0,281.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,28737.0,28738.0,,,,,,,,3.0,90.0,,,,,,,,,,,,,,,,,,,,
451,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-11-09 05:50:34.000000,2024-08-01 02:26:24,769.0,,366.0,79.0,557.0,144.0,95.0,2756.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,11.0,22319.0,22319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,1.0,86.0,41.0,59.0,13.0,78.0,2184.0,The friendly PIL fork.,434.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,31782.0,31782.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
453,FinTA,peerchemist/finta,financial-data,,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000,2022-07-24 08:40:51.000000,2022-07-24 08:40:51,394.0,,685.0,86.0,48.0,24.0,64.0,2138.0,Common financial technical indicators implemented in Pandas.,28.0,25,False,2021-04-03 08:51:49.000,1.3,19.0,finta,,,,,570.0,558.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000,12.0,157236.0,157236.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
454,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,240.0,70.0,21.0,93.0,66.0,2113.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,283.0,279.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,94398.0,94398.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-12-03 18:39:35.000000,2024-11-05 08:39:28,583.0,5.0,168.0,56.0,474.0,81.0,104.0,2068.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,123.0,113.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,10.0,1319.0,1319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-11-25 23:58:14.000000,2024-11-25 23:57:34,891.0,4.0,444.0,60.0,362.0,117.0,93.0,1948.0,Library for training machine learning models with privacy for training data.,59.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,20417.0,20419.0,,,,,,,,3.0,182.0,,,,,,,,,,,,,,,,,,,,
457,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,56.0,1313.0,235.0,810.0,1888.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],119.0,115.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,1031.0,1031.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
458,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,,269.0,27.0,187.0,11.0,390.0,1626.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,True,2024-04-21 09:02:06.000,1.4,18.0,talos,,,,['tensorflow'],199.0,191.0,https://pypi.org/project/talos,2024-04-21 09:02:29.000,8.0,1929.0,1929.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
459,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2024-12-04 03:48:36.000000,2022-08-31 01:52:51,509.0,,308.0,102.0,49.0,8.0,151.0,1574.0,Distributed Deep learning with Keras & Spark.,27.0,25,False,2024-12-04 03:48:36.000,6.2.1,46.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,2024-12-04 03:48:36.000,,41539.0,41786.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,15809.0,,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,,
460,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-12-02 05:44:37.000000,2024-12-02 05:44:37,1038.0,2.0,180.0,17.0,76.0,30.0,365.0,1568.0,PyTorch Extension Library of Optimized Scatter Operations.,31.0,25,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],152.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,152.0,,10511.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-11-05 09:02:23.775,567631.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
461,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2024-08-01 05:16:36.000000,2023-11-06 15:20:05,206.0,,332.0,49.0,44.0,102.0,114.0,1408.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,False,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],610.0,602.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,21850.0,56831.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,343.0,,,,,3.0,1783723.0,,,,,,,,,,,,,,,,,,,,
462,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,406.0,90.0,165.0,103.0,224.0,1369.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],46.0,46.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,,285.0,285.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
463,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2024-11-19 00:49:33.596000,2024-09-18 16:03:14,147.0,3.0,125.0,24.0,111.0,50.0,78.0,1312.0,Python 3.8+ toolbox for submitting jobs to Slurm.,25.0,25,True,2024-09-18 16:05:09.000,1.5.2,24.0,submitit,conda-forge/submitit,,,,3648.0,3599.0,https://pypi.org/project/submitit,2024-09-18 16:05:09.000,49.0,,841.0,https://anaconda.org/conda-forge/submitit,2024-11-19 00:49:33.596,43774.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
464,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,,299.0,55.0,63.0,15.0,111.0,1310.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,1142.0,1131.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,11.0,9944.0,9944.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-12-05 12:39:20.000000,2024-12-05 12:39:17,543.0,9.0,117.0,23.0,397.0,38.0,289.0,1287.0,Extra blocks for scikit-learn pipelines.,68.0,25,True,2024-11-26 14:09:23.000,0.9.3,54.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],180.0,167.0,https://pypi.org/project/scikit-lego,2024-11-13 11:05:03.000,13.0,,1074.0,https://anaconda.org/conda-forge/scikit-lego,2024-07-10 21:13:14.463,59081.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
466,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-12-05 02:06:57.000000,2024-11-27 18:24:47,1528.0,45.0,280.0,68.0,110.0,38.0,55.0,1257.0,Model analysis tools for TensorFlow.,59.0,25,True,2024-11-27 19:31:49.000,0.47.1,59.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",19.0,,https://pypi.org/project/tensorflow-model-analysis,2024-12-05 02:06:57.000,19.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
467,kmodes,nicodv/kmodes,others,,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000,2024-06-19 19:59:13.000000,2024-01-17 21:03:09,532.0,,418.0,52.0,41.0,17.0,139.0,1246.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",22.0,25,True,2022-09-06 19:52:23.000,0.12.2,17.0,kmodes,conda-forge/kmodes,,,,2935.0,2897.0,https://pypi.org/project/kmodes,2022-09-06 19:38:02.764,38.0,,927.0,https://anaconda.org/conda-forge/kmodes,2023-06-16 19:18:39.600,51936.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-12-04 21:30:34.000000,2024-11-25 17:57:13,2599.0,100.0,96.0,20.0,1210.0,88.0,241.0,1154.0,"MetricFlow allows you to define, build, and maintain metrics in code.",45.0,25,False,2024-06-11 22:06:04.000,0.206.0,88.0,metricflow,,,,,32.0,28.0,https://pypi.org/project/metricflow,2024-07-09 00:14:45.000,4.0,25517.0,25517.0,,,,,,,,3.0,,dbt-labs/metricflow,,,,,,,,,,,,,,,,,,,
469,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,120.0,11.0,23.0,29.0,16.0,1146.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,7108.0,6636.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,485332.0,485332.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,443.0,43.0,176.0,93.0,102.0,1024.0,"Utilities for working with image data, text data, and sequence data.",52.0,25,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],311.0,,https://pypi.org/project/keras-preprocessing,2020-05-14 03:55:22.223,311.0,,29998.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2339917.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-10-02 09:22:49.000000,2024-02-29 13:41:11,1144.0,,244.0,61.0,249.0,5.0,367.0,989.0,Search and download Copernicus Sentinel satellite images.,44.0,25,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,636.0,602.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,34.0,,678.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,33758.0,,,,,3.0,324.0,,,,,,,,,,,,,,,,,,,,
472,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2024-11-10 14:49:37.000000,2024-11-10 14:49:37,681.0,2.0,105.0,14.0,100.0,73.0,67.0,903.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,25,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,8752.0,8596.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,,39942.0,https://anaconda.org/conda-forge/pynndescent,2024-06-17 19:35:33.219,2116972.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
