,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,dnf_id,yay_id,snap_id
432,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-06-16 16:07:55.979000,2020-10-14 13:22:39,167,,336.0,71.0,83.0,27.0,26.0,1068.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1303.0,1161.0,https://pypi.org/project/empyrical,26597.0,26956.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,23033.0,,,,,3.0,,2020-10-13 21:29:19.000,142.0,,,,,,,,,,,,,,,,
433,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2023-06-16 16:19:02.748000,2023-06-14 22:02:32,367,38.0,171.0,23.0,28.0,1.0,124.0,1010.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",15.0,27,True,2023-06-14 22:01:48.082,0.10.7,54.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],388.0,379.0,https://pypi.org/project/prince,57179.0,57548.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,15872.0,,,,,3.0,,2020-10-06 11:26:47.000,9.0,,,,,,,,,,,,,,,,
434,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-06-22 05:49:29.000000,2023-06-09 02:21:01,744,16.0,104.0,30.0,347.0,76.0,268.0,909.0,BAyesian Model-Building Interface (Bambi) in Python.,32.0,27,True,2023-05-25 01:50:08.000,0.11.0,21.0,bambi,conda-forge/bambi,,,,74.0,74.0,https://pypi.org/project/bambi,17955.0,18449.0,https://anaconda.org/conda-forge/bambi,2023-06-16 16:16:21.246,22769.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
435,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-06-22 12:29:15.000000,2023-06-22 09:47:29,3242,125.0,45.0,139.0,412.0,95.0,282.0,884.0,An open-source plotting library for statistical data.,19.0,27,True,2023-05-09 17:00:48.000,3.2.0,61.0,lets-plot,,,,,35.0,34.0,https://pypi.org/project/lets-plot,10952.0,10963.0,,,,,,,,3.0,495.0,2022-12-15 12:42:00.536,1.0,,,,,,,,,,,,,,,,
436,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2023-06-20 20:37:42.000000,2023-06-02 07:26:14,2069,10.0,192.0,42.0,565.0,72.0,418.0,864.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,27,False,2023-05-23 12:56:52.000,2.0.1,46.0,smac,conda-forge/smac,,,,39.0,,https://pypi.org/project/smac,32114.0,32646.0,https://anaconda.org/conda-forge/smac,2023-06-16 19:25:15.914,14374.0,,,,,2.0,,2023-01-07 10:49:12.675,39.0,,,,,,,,,,,,,,,,
437,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-06-12 19:02:49.000000,2023-04-19 21:43:19,547,1.0,165.0,35.0,83.0,88.0,122.0,851.0,A scikit-learn based module for multi-label et. al. classification.,28.0,27,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],1186.0,1165.0,https://pypi.org/project/scikit-multilearn,78432.0,78432.0,,,,,,,,2.0,,2018-12-10 16:24:47.000,21.0,,,,,,,,,,,,,,,,
438,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-06-19 08:59:37.000000,2023-06-16 16:43:59,5686,108.0,75.0,13.0,75.0,212.0,218.0,803.0,"Experiment tracking, ML developer tools.",26.0,27,True,2023-02-25 17:16:57.621,0.9.0,186.0,guildai,,,,,79.0,79.0,https://pypi.org/project/guildai,3232.0,3233.0,,,,,,,,3.0,14.0,2022-05-11 01:13:31.000,,,,,,,,,,,,,,,,,
439,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2023-06-12 16:53:07.000000,2023-03-06 13:54:05,3661,,314.0,68.0,671.0,36.0,516.0,787.0,The Classical Language Toolkit.,120.0,27,True,2021-06-10 16:34:40.000,1.0.15,66.0,cltk,,,,,240.0,240.0,https://pypi.org/project/cltk,1306.0,1306.0,,,,,,,,2.0,35.0,,,,,,,,,,,,,,,,,,
440,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-06-16 16:15:32.587000,2023-04-20 15:11:11,640,2.0,94.0,12.0,89.0,62.0,60.0,765.0,A Python nearest neighbor descent for approximate nearest neighbors.,24.0,27,True,2023-04-20 15:29:00.655,0.5.10,29.0,pynndescent,conda-forge/pynndescent,,,,3807.0,3758.0,https://pypi.org/project/pynndescent,827165.0,857909.0,https://anaconda.org/conda-forge/pynndescent,2023-06-16 16:15:32.587,1475728.0,,,,,3.0,,2022-10-31 17:20:00.872,49.0,,,,,,,,,,,,,,,,
441,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2023-06-16 16:15:12.536000,2023-05-13 06:37:52,1255,19.0,117.0,25.0,390.0,14.0,109.0,721.0,A Comparative Framework for Multimodal Recommender Systems.,16.0,27,True,2023-05-13 07:04:02.847,1.15.4,51.0,cornac,conda-forge/cornac,,,,180.0,164.0,https://pypi.org/project/cornac,66080.0,72289.0,https://anaconda.org/conda-forge/cornac,2023-06-16 16:15:12.536,304269.0,,,,,2.0,,2018-12-23 06:45:33.000,16.0,,,,,,,,,,,,,,,,
442,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117,,4253.0,1264.0,557.0,751.0,2542.0,17390.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",273.0,26,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,,,https://pypi.org/project/cntk,659.0,817.0,,,,,,,,3.0,14122.0,,,,,,,,,,,,,,,,,,
443,qdrant,qdrant/qdrant,nlp,,https://github.com/qdrant/qdrant,https://github.com/qdrant/qdrant,Apache-2.0,2020-05-30 21:37:01.000,2023-06-22 11:42:19.000000,2023-06-19 13:24:53,1539,300.0,559.0,89.0,1519.0,98.0,463.0,11169.0,Qdrant - Vector Database for the next generation of AI applications. Also available in the cloud..,56.0,26,True,2023-05-25 20:09:47.000,1.2.2,48.0,,,,,,,,,,9.0,,,,,,,,3.0,240.0,,,,,,,,,,,,,,,,,,
444,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-05-29 21:12:02.000000,2023-03-29 01:15:47,1614,1.0,791.0,144.0,1553.0,107.0,125.0,7594.0,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,115.0,114.0,https://pypi.org/project/trax,10317.0,10317.0,,,,,,,,3.0,,2021-10-26 20:29:00.538,1.0,,,,,,,,,,,,,,,,
445,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-06-16 19:20:49.106000,2020-05-03 07:13:22,108,,580.0,139.0,30.0,57.0,52.0,5410.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,1.0,flashtext,conda-forge/flashtext,,,,1237.0,1237.0,https://pypi.org/project/flashtext,880639.0,881075.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,15266.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
446,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-06-16 21:26:32.000000,2023-06-16 21:26:27,591,6.0,692.0,105.0,578.0,56.0,344.0,5282.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,56.0,26,True,2020-04-03 19:06:25.000,0.4.0,1.0,t5,,,,['tensorflow'],179.0,179.0,https://pypi.org/project/t5,13221.0,13221.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
447,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-06-16 16:19:28.736000,2023-04-27 20:08:56,632,1.0,964.0,283.0,226.0,10.0,355.0,3849.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,26,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,286904.0,287343.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,18441.0,,,,,3.0,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,
448,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-03-17 03:25:57.000000,2022-08-06 21:47:18,182,,367.0,65.0,51.0,75.0,54.0,3726.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,376.0,370.0,https://pypi.org/project/layoutparser,92505.0,92505.0,,,,,,,,3.0,,2022-04-06 04:38:09.000,6.0,,,,,,,,,,,,,,,,
449,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-05-31 10:01:38.000000,2023-05-06 14:09:10,264,14.0,369.0,37.0,49.0,59.0,173.0,3467.0,An Open-Source Framework for Prompt-Learning.,20.0,26,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,60.0,58.0,https://pypi.org/project/openprompt,2609.0,2609.0,,,,,,,,3.0,,2022-07-06 14:27:42.000,2.0,,,,,,,,,,,,,,,,
450,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-06-16 16:11:58.064000,2023-04-21 09:54:21,207,3.0,303.0,87.0,88.0,47.0,31.0,3352.0,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-04-21 09:55:18.000,4.0.3,23.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,4107.0,4595.0,https://anaconda.org/conda-forge/chartify,2023-06-16 16:11:58.064,26894.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
451,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-05-19 17:52:25.000000,2023-05-19 17:52:25,508,4.0,811.0,62.0,620.0,102.0,392.0,3004.0,A high-performance distributed training framework for Reinforcement Learning.,41.0,26,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],114.0,113.0,https://pypi.org/project/parl,624.0,624.0,,,,,,,,3.0,,2022-05-13 04:46:41.000,1.0,,,,,,,,,,,,,,,,
452,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116,,464.0,100.0,49.0,54.0,253.0,2700.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,664.0,641.0,https://pypi.org/project/neuralcoref,3588.0,3956.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,14393.0,,,,,3.0,706.0,2019-04-08 09:56:00.000,23.0,,,,,,,,,,,,,,,,
453,Neural Network Libraries,sony/nnabla,ml-frameworks,,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000,2023-06-19 04:48:59.000000,2023-06-19 04:48:55,3383,35.0,326.0,159.0,1124.0,21.0,57.0,2630.0,Neural Network Libraries.,72.0,26,True,2023-04-25 02:08:35.000,1.35.1,70.0,nnabla,,,,,,,https://pypi.org/project/nnabla,4245.0,4254.0,,,,,,,,3.0,680.0,,,,,,,,,,,,,,,,,,
454,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-16 19:19:34.916000,2023-05-25 00:42:46,469,6.0,299.0,63.0,314.0,38.0,122.0,2542.0,DDSP: Differentiable Digital Signal Processing.,32.0,26,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],41.0,40.0,https://pypi.org/project/ddsp,38710.0,39097.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,13965.0,,,,,3.0,,2022-05-25 17:42:19.000,1.0,,,,,,,,,,,,,,,,
455,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364,,705.0,167.0,94.0,134.0,358.0,2425.0,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,157.0,157.0,,,,,,,,3.0,,2018-11-11 16:46:28.000,2.0,,,,,,,,,,,,,,,,
456,lazypredict,shankarpandala/lazypredict,hyperopt,,https://github.com/shankarpandala/lazypredict,https://github.com/shankarpandala/lazypredict,MIT,2019-11-16 09:56:35.000,2023-06-16 19:27:14.287000,2022-09-28 17:12:28,249,,231.0,25.0,315.0,68.0,37.0,2038.0,Lazy Predict help build a lot of basic models without much code and helps understand which models works better without..,17.0,26,True,2022-09-28 08:51:19.531,0.2.12,12.0,lazypredict,conda-forge/lazypredict,,,['sklearn'],579.0,578.0,https://pypi.org/project/lazypredict,22762.0,22858.0,https://anaconda.org/conda-forge/lazypredict,2023-06-16 19:27:14.287,2114.0,,,,,2.0,,2022-09-28 08:51:19.531,1.0,,,,,,,,,,,,,,,,
457,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-05-17 02:33:41.000000,2022-07-27 21:58:40,452,,306.0,62.0,138.0,20.0,72.0,2009.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,26,True,2022-07-27 22:00:22.000,3.2.4,20.0,pytextrank,,,,,421.0,421.0,https://pypi.org/project/pytextrank,50188.0,50188.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
458,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-06-16 19:18:00.316000,2021-07-09 11:06:18,56,,480.0,40.0,23.0,66.0,38.0,2001.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3719.0,3668.0,https://pypi.org/project/mtcnn,41201.0,41435.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,9387.0,,,,,3.0,,2021-07-09 11:16:39.000,51.0,,,,,,,,,,,,,,,,
459,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-05-15 21:22:36.000000,2023-05-15 21:21:45,660,2.0,182.0,35.0,131.0,3.0,121.0,1860.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,26,True,2023-01-04 21:22:30.000,2.2.0,13.0,norfair,,,,,119.0,119.0,https://pypi.org/project/norfair,14666.0,14674.0,,,,,,,,3.0,275.0,,,,,,,,,,,,,,,,,,
460,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221,,288.0,56.0,1313.0,229.0,810.0,1703.0,A toolkit for reproducible reinforcement learning research.,79.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],88.0,86.0,https://pypi.org/project/garage,611.0,611.0,,,,,,,,3.0,,2021-03-23 22:18:36.000,2.0,,,,,,,,,,,,,,,,
461,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2023-06-22 04:04:27.000000,2023-06-22 04:01:06,562,97.0,230.0,49.0,370.0,13.0,61.0,1537.0,A lightweight library for PyTorch training tools and utilities.,89.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,7214.0,7214.0,,,,,,,,3.0,,2018-07-29 23:16:03.000,38.0,,,,,,,,,,,,,,,,
462,sense2vec,explosion/sense2vec,nlp,,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000,2023-06-16 16:17:11.586000,2023-04-20 14:53:46,460,4.0,238.0,50.0,48.0,20.0,91.0,1513.0,Contextually-keyed word vectors.,19.0,26,True,2023-04-17 14:14:02.218,2.0.2,24.0,sense2vec,conda-forge/sense2vec,,,,282.0,269.0,https://pypi.org/project/sense2vec,5001.0,6621.0,https://anaconda.org/conda-forge/sense2vec,2023-06-16 16:17:11.586,33369.0,,,,,3.0,54523.0,2021-04-19 07:05:28.000,13.0,,,,,,,,,,,,,,,,
463,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-06-22 11:30:59.000000,2023-06-22 00:21:26,1173,112.0,263.0,27.0,1145.0,122.0,75.0,1464.0,Pytorch domain library for recommendation systems.,160.0,26,True,2023-03-15 20:48:02.000,0.4.0,77.0,torchrec-nightly-cpu,,,,,,,https://pypi.org/project/torchrec-nightly-cpu,539.0,539.0,,,,,,,,3.0,,2022-05-12 18:55:21.000,,,,,,,,,,,,,,,,,
464,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2023-05-16 13:01:43.000000,2023-05-16 13:01:43,657,1.0,237.0,48.0,310.0,95.0,14.0,1429.0,Mesh TensorFlow: Model Parallelism Made Easier.,50.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],864.0,831.0,https://pypi.org/project/mesh-tensorflow,23666.0,23666.0,,,,,,,,3.0,,2022-05-15 21:06:13.000,33.0,,,,,,,,,,,,,,,,
465,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2023-06-22 07:53:19.000000,2023-06-09 21:08:25,1117,47.0,115.0,28.0,65.0,2.0,27.0,1400.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,7.0,26,True,2023-05-07 18:50:40.162,0.6.3,29.0,pytorch_toolbelt,,,,['pytorch'],7.0,,https://pypi.org/project/pytorch_toolbelt,18317.0,18317.0,,,,,,,,2.0,34.0,2022-06-27 19:59:57.000,7.0,,,,,,,,,,,,,,,,
466,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2023-06-16 19:20:25.471000,2022-08-04 10:15:01,159,,243.0,49.0,84.0,20.0,187.0,1348.0,"Genetic Programming in Python, with a scikit-learn inspired API.",10.0,26,True,2022-05-03 10:56:08.000,0.4.2,2.0,gplearn,conda-forge/gplearn,,,['sklearn'],401.0,401.0,https://pypi.org/project/gplearn,4508.0,4658.0,https://anaconda.org/conda-forge/gplearn,2023-06-16 19:20:25.471,5413.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
467,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2023-06-22 03:37:38.000000,2023-06-20 14:43:45,500,67.0,280.0,51.0,108.0,43.0,29.0,1343.0,Interpretability and explainability of data and machine learning models.,41.0,26,True,2020-10-28 09:32:21.000,0.2.1,2.0,aix360,,,,,73.0,73.0,https://pypi.org/project/aix360,581.0,581.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
468,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-06-21 21:22:15.000000,2023-05-19 20:34:02,2794,8.0,165.0,26.0,644.0,109.0,412.0,1258.0,A Python library for learning and evaluating knowledge graph embeddings.,35.0,26,True,2023-02-22 18:29:02.145,1.10.1,46.0,pykeen,,,,,5.0,,https://pypi.org/project/pykeen,2529.0,2533.0,,,,,,,,2.0,169.0,2023-02-22 18:29:02.145,5.0,,,,,,,,,,,,,,,,
469,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-03-02 15:10:38.000000,2023-03-02 15:04:42,512,,383.0,31.0,43.0,12.0,115.0,1253.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38.000,2.3.1,24.0,minisom,,,,,426.0,409.0,https://pypi.org/project/minisom,12881.0,12881.0,,,,,,,,3.0,,2022-02-25 07:49:30.000,17.0,,,,,,,,,,,,,,,,
470,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202,,172.0,25.0,35.0,,114.0,1172.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41.000,0.5.5,5.0,fancyimpute,,,,['sklearn'],1395.0,1395.0,https://pypi.org/project/fancyimpute,9822.0,9822.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
471,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-06-13 15:44:32.000000,2023-06-13 15:44:32,1102,9.0,230.0,38.0,66.0,49.0,202.0,1133.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-05-05 17:25:40.000,2.1.0,4.0,innvestigate,,,,['tensorflow'],105.0,105.0,https://pypi.org/project/innvestigate,778.0,784.0,,,,,,,,3.0,66.0,,,,,,,,,,,,,,,,,,
472,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2023-05-09 08:45:29.000000,2023-02-08 02:25:50,604,,201.0,53.0,455.0,139.0,291.0,1131.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,26,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],73.0,64.0,https://pypi.org/project/tf-encrypted,547.0,547.0,,,,,,,,3.0,,2022-11-16 09:12:55.841,9.0,,,,,,,,,,,,,,,,
473,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-06-06 09:46:41.000000,2023-06-06 09:46:40,415,2.0,319.0,38.0,295.0,20.0,200.0,1106.0,A research toolkit for particle swarm optimization in Python.,45.0,26,True,2020-11-14 05:18:38.000,.1.2.0,15.0,pyswarms,,,,,271.0,271.0,https://pypi.org/project/pyswarms,9404.0,9404.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
474,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-04-26 22:41:14.000000,2023-04-26 22:41:12,563,7.0,191.0,48.0,61.0,1.0,67.0,967.0,Training neural models with structured signals.,37.0,26,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],361.0,358.0,https://pypi.org/project/neural-structured-learning,12106.0,12106.0,,,,,,,,3.0,,2022-07-29 21:05:16.715,3.0,,,,,,,,,,,,,,,,
475,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-06-16 19:21:24.805000,2022-09-28 08:58:38,127,,103.0,22.0,91.0,32.0,71.0,882.0,Python 3.6+ toolbox for submitting jobs to Slurm.,23.0,26,True,2022-07-20 17:19:06.753,1.4.5,20.0,submitit,conda-forge/submitit,,,,1337.0,1330.0,https://pypi.org/project/submitit,160561.0,161219.0,https://anaconda.org/conda-forge/submitit,2023-06-16 19:21:24.805,22396.0,,,,,3.0,,2021-04-08 08:16:31.000,7.0,,,,,,,,,,,,,,,,
