,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
404,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-01-31 08:56:28.000000,2018-08-19 12:37:47,130.0,,279,65.0,58.0,25.0,39.0,2303,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3290.0,3221.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,69.0,529014.0,531193.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,150361.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
405,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317,66.0,38.0,96.0,160.0,2153,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],317.0,293.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,13418.0,13418.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-04-24 08:18:31.000000,2023-04-24 08:18:30,1467.0,64.0,194,45.0,1900.0,10.0,587.0,2097,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,27,True,2022-12-02 13:36:05.650,0.9.0,20.0,towhee,,,,,,,https://pypi.org/project/towhee,2022-12-02 13:36:05.650,,2188.0,2255.0,,,,,,,,3.0,1085.0,,,,,,,,,,,,,,,,,,,
407,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-04-27 12:27:49.000000,2022-11-04 13:55:21,405.0,,653,88.0,226.0,139.0,87.0,2016,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,27,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,240.0,240.0,https://pypi.org/project/aif360,,,8225.0,8407.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,5646.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-04-19 15:57:31.000000,2023-04-19 15:57:25,604.0,23.0,219,65.0,30.0,52.0,81.0,2003,Fast and Easy Infinite Neural Networks in Python.,25.0,27,True,2023-02-11 00:45:44.000,0.6.2,15.0,neural-tangents,,,,,68.0,68.0,https://pypi.org/project/neural-tangents,,,4737.0,4745.0,,,,,,,,3.0,288.0,,,,,,,,,,,,,,,,,,,
409,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-04-13 16:29:12.000000,2021-07-09 11:06:18,56.0,,480,41.0,23.0,66.0,38.0,1975,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,27,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],3433.0,3382.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,51.0,119757.0,119985.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,8673.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
410,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-04-25 08:40:23.000000,2023-04-25 08:39:10,204.0,18.0,218,44.0,80.0,24.0,107.0,1859,A Python library that helps data scientists to infer causation rather than observing correlation.,34.0,27,True,2023-04-20 14:12:00.556,0.12.0,19.0,causalnex,,,,"['pytorch', 'sklearn']",89.0,87.0,https://pypi.org/project/causalnex,2023-01-17 15:58:02.034,2.0,4358.0,4358.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
411,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-03-07 18:57:38.000000,2023-02-09 17:16:58,658.0,3.0,177,34.0,130.0,3.0,118.0,1819,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,27,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,,108.0,106.0,https://pypi.org/project/norfair,2023-01-04 21:42:02.301,2.0,12373.0,12381.0,,,,,,,,3.0,256.0,,,,,,,,,,,,,,,,,,,
412,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2023-04-26 21:35:29.000000,2023-04-26 21:35:24,798.0,37.0,411,62.0,250.0,99.0,88.0,1761,Library for training machine learning models with privacy for training data.,53.0,27,True,2023-03-13 18:22:34.000,0.8.8,26.0,tensorflow-privacy,,,,['tensorflow'],14.0,,https://pypi.org/project/tensorflow-privacy,2022-10-19 20:29:02.229,14.0,21751.0,21753.0,,,,,,,,2.0,101.0,,,,,,,,,,,,,,,,,,,
413,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-03-19 22:31:08.000000,2023-02-03 00:10:35,690.0,2.0,267,43.0,493.0,168.0,149.0,1608,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,48.0,27,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,126.0,116.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,10.0,38829.0,38835.0,,,,,,,,3.0,369.0,,,,,,,,,,,,,,,,,,,
414,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2023-04-27 06:39:15.000000,2023-04-27 06:35:40,493.0,79.0,229,49.0,317.0,3.0,61.0,1520,A lightweight library for PyTorch training tools and utilities.,84.0,27,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,38.0,11286.0,11286.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
415,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-12-21 15:54:25.000000,2022-12-21 15:54:25,397.0,,259,59.0,81.0,21.0,91.0,1493,ffn - a financial function library for Python.,29.0,27,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,329.0,303.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,26.0,170241.0,170373.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,3175.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
416,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,74.0,742.0,54.0,168.0,1479,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:40.000,0.13.1,24.0,chainercv,,,,,371.0,340.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,2258.0,2258.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
417,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2023-04-27 10:57:03.000000,2023-02-01 13:37:13,3013.0,6.0,115,36.0,307.0,16.0,177.0,1364,Multi-class confusion matrix library in Python.,17.0,27,True,2023-02-01 14:10:52.000,3.8,42.0,pycm,,,,,224.0,208.0,https://pypi.org/project/pycm,2022-04-27 15:18:44.000,16.0,35300.0,35300.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
418,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-04-27 13:13:24.000000,2023-04-26 18:14:08,5890.0,155.0,241,46.0,2105.0,307.0,1120.0,1278,cuGraph - RAPIDS Graph Analytics Library.,99.0,27,True,2023-04-12 21:33:55.000,23.04.00,26.0,cugraph,conda-forge/libcugraph,,,,4.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,2.0,198.0,772.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,13776.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
419,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-04-14 08:52:41.000000,2023-04-14 08:52:38,1025.0,3.0,154,17.0,58.0,17.0,295.0,1264,PyTorch Extension Library of Optimized Scatter Operations.,25.0,27,True,2023-03-16 14:37:01.000,2.1.1,31.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],65.0,,https://pypi.org/project/torch-scatter,2022-11-24 15:04:00.671,65.0,51981.0,57126.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-04-07 18:26:08.706,174955.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
420,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,150,35.0,66.0,15.0,46.0,1250,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,27,False,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],573.0,566.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,7.0,1795020.0,1795616.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,16102.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
421,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2023-03-22 21:30:28.000000,2023-03-22 21:16:11,666.0,7.0,157,46.0,161.0,18.0,372.0,1197,moDel Agnostic Language for Exploration and eXplanation.,24.0,27,False,2023-02-16 21:26:00.740,1.6.0,26.0,dalex,conda-forge/dalex,,,,104.0,98.0,https://pypi.org/project/dalex,2022-09-07 14:45:39.364,6.0,15628.0,15932.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,8216.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
422,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-02-20 21:02:02.819000,2023-02-20 15:22:10,647.0,20.0,136,24.0,118.0,3.0,119.0,1174,"Extensible, parallel implementations of t-SNE.",11.0,27,True,2023-02-20 15:45:58.000,0.7.1,19.0,opentsne,conda-forge/opentsne,,,,550.0,550.0,https://pypi.org/project/opentsne,,,25308.0,29092.0,https://anaconda.org/conda-forge/opentsne,2023-02-20 21:02:02.819,196777.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
423,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-03-15 13:59:58.000000,2023-03-15 13:59:58,4196.0,3.0,285,83.0,636.0,11.0,604.0,1138,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,27,True,2023-01-31 04:15:19.000,23.01,32.0,pysal,conda-forge/pysal,,,,36.0,,https://pypi.org/project/pysal,2023-01-31 04:16:00.902,36.0,14445.0,20426.0,https://anaconda.org/conda-forge/pysal,2023-01-31 17:29:52.103,484496.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-03-15 10:01:11.000000,2023-03-06 22:06:25,831.0,25.0,254,73.0,453.0,35.0,183.0,1136,Underthesea - Vietnamese NLP Toolkit.,17.0,27,False,2023-03-04 06:44:00.754,6.2.0,119.0,underthesea,,,,,651.0,627.0,https://pypi.org/project/underthesea,2023-01-25 02:54:00.562,24.0,6014.0,6050.0,,,,,,,,2.0,2570.0,,,,,,,,,,,,,,,,,,,
425,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-03-01 01:21:38.000000,2022-07-03 12:07:58,412.0,,314,36.0,295.0,19.0,198.0,1081,A research toolkit for particle swarm optimization in Python.,44.0,27,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,261.0,247.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,14.0,8710.0,8710.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
426,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-04-07 02:34:02.000000,2020-10-14 13:22:39,167.0,,336,72.0,83.0,27.0,26.0,1049,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,27,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1243.0,1101.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,142.0,25415.0,25768.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,21890.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
427,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2023-04-27 14:18:54.000000,2023-04-26 19:45:16,3182.0,207.0,43,137.0,393.0,93.0,276.0,866,An open-source plotting library for statistical data.,19.0,27,True,2023-03-07 19:16:33.000,3.1.0,59.0,lets-plot,,,,,33.0,32.0,https://pypi.org/project/lets-plot,2022-12-15 12:42:00.536,1.0,2831.0,2841.0,,,,,,,,3.0,419.0,,,,,,,,,,,,,,,,,,,
428,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2023-02-26 14:18:50.000000,2023-02-26 14:18:50,1295.0,1.0,149,48.0,54.0,20.0,63.0,800,Computer Vision in Python.,33.0,27,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1135.0,1013.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,122.0,9915.0,14210.0,https://anaconda.org/conda-forge/mahotas,2022-11-05 05:53:35.833,365135.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-04-21 11:20:44.000000,2023-04-21 11:20:32,427.0,11.0,100,22.0,74.0,16.0,86.0,596,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,27,True,2023-04-21 11:05:59.132,1.9.0,38.0,tinytag,,,,,848.0,749.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,99.0,16500.0,16500.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-04-27 00:58:40.000000,2023-04-27 00:58:39,734.0,35.0,119,28.0,80.0,28.0,72.0,529,For recording and retrieving metadata associated with ML developer and data scientist workflows.,16.0,27,True,2023-04-12 21:30:37.709,1.13.1,41.0,ml-metadata,,,,,335.0,314.0,https://pypi.org/project/ml-metadata,2022-12-07 03:17:50.218,21.0,407113.0,407151.0,,,,,,,,3.0,1880.0,,,,,,,,,,,,,,,,,,,
431,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2023-04-26 21:56:12.000000,2021-12-20 23:24:01,1186.0,,148,21.0,639.0,23.0,207.0,435,A package built to support working with spatial data using open source python.,43.0,27,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,230.0,213.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,6828.0,8110.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,61580.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
432,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-04-25 17:45:35.000000,2023-04-19 19:02:53,4019.0,61.0,48,16.0,695.0,215.0,198.0,260,Asynchronous Distributed Hyperparameter Optimization.,31.0,27,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,95.0,87.0,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,1765.0,1765.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
433,pandas-profiling,ydataai/pandas-profiling,data-viz,,,https://github.com/ydataai/pandas-profiling,MIT,2016-08-29 23:29:52.374,2023-01-31 11:20:01.127000,,,,1461,,,,,10433,"Deprecated pandas-profiling package, use ydata-profiling instead.",108.0,26,True,2023-01-31 11:20:01.127,3.6.6,40.0,pandas-profiling,conda-forge/pandas-profiling,,,"['jupyter', 'pandas']",522.0,336.0,https://pypi.org/project/pandas-profiling,2023-01-31 11:20:01.127,186.0,991880.0,996370.0,https://anaconda.org/conda-forge/pandas-profiling,2023-01-25 18:19:12.193,359203.0,,,,,3.0,,,,,,,,,,,13.0,,,,,,,,,
434,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-03-29 01:15:53.000000,2023-03-29 01:15:47,1614.0,2.0,768,144.0,1552.0,106.0,125.0,7494,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,108.0,107.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,1.0,9499.0,9499.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-04-26 20:18:45.000000,2023-04-26 20:12:04,587.0,4.0,673,104.0,575.0,54.0,343.0,5066,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,54.0,26,True,2020-04-03 19:06:25.000,0.4.0,1.0,t5,,,,['tensorflow'],163.0,163.0,https://pypi.org/project/t5,,,15585.0,15585.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-04-27 08:22:41.000000,2023-04-27 08:22:41,11436.0,102.0,1467,141.0,3115.0,702.0,960.0,4993,An Industrial Grade Federated Learning Framework.,91.0,26,True,2023-04-21 07:09:32.000,1.11.1,43.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-12-25 20:03:53.000000,2022-12-25 20:03:53,522.0,,669,175.0,78.0,8.0,260.0,3909,A python wrapper for Alpha Vantage API for financial data.,42.0,26,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,29.0,,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,29.0,24556.0,24674.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,3211.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-03-17 03:25:57.000000,2022-08-06 21:47:18,182.0,,358,61.0,51.0,75.0,54.0,3624,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,231.0,225.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,6.0,58307.0,58307.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
439,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2023-04-21 09:55:18.000000,2023-04-21 09:54:21,207.0,7.0,295,87.0,87.0,42.0,31.0,3317,Python library that makes it easy for data scientists to create charts.,25.0,26,True,2023-04-21 09:55:18.000,4.0.3,23.0,chartify,conda-forge/chartify,,,,71.0,71.0,https://pypi.org/project/chartify,,,3713.0,4195.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,25581.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
440,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2023-04-24 16:24:50.000000,2023-04-11 04:00:37,262.0,18.0,349,35.0,46.0,59.0,168.0,3117,An Open-Source Framework for Prompt-Learning.,20.0,26,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,44.0,42.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,2.0,2609.0,2609.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1050,218.0,3648.0,429.0,1108.0,2943,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1808.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,124069.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1499.0,3.0,,,,,,,,shogun,,,,,,,,,,,,
442,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-01-26 05:17:02.000000,2023-01-26 03:44:01,995.0,,218,58.0,102.0,4.0,249.0,2752,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,26,True,2023-01-26 04:36:18.837,0.3.0,20.0,vidgear,,,,,389.0,380.0,https://pypi.org/project/vidgear,2023-01-26 04:36:18.837,9.0,4786.0,4802.0,,,,,,,,3.0,788.0,,,,,,,,,,,,,,,,,,,
443,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-04-13 18:40:07.000000,2021-06-22 10:51:48,116.0,,463,98.0,49.0,54.0,253.0,2676,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,26,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,635.0,612.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,3713.0,4085.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,13815.0,,,,,3.0,662.0,,,,,,,,,,,,,,,,,,,
444,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-04-24 14:08:08.000000,2023-04-21 02:08:35,4215.0,118.0,489,42.0,965.0,86.0,604.0,2599,"A unified, comprehensive and efficient recommendation library.",62.0,26,True,2022-10-05 02:45:00.000,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2022-10-05 02:00:00.642,2.0,3547.0,3657.0,https://anaconda.org/aibox/recbole,2022-10-05 02:30:11.592,3208.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
445,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-04-27 12:03:39.000000,2023-03-31 05:00:50,1288.0,8.0,312,93.0,2143.0,216.0,976.0,2583,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",46.0,26,True,2023-01-10 17:22:35.296,0.10.0,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2023-01-10 17:22:35.296,1.0,56466.0,56466.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-04-18 01:33:19.000000,2023-04-18 01:33:13,382.0,13.0,273,56.0,13.0,18.0,78.0,2079,Beautiful visualizations of how language differs among document types.,13.0,26,True,2017-03-13 05:31:21.000,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,370.0,370.0,https://pypi.org/project/scattertext,,,10135.0,11264.0,https://anaconda.org/conda-forge/scattertext,2022-12-08 14:02:02.569,76818.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
