,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
516,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,141.0,29.0,63.0,7.0,70.0,1273.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,['jupyter'],,8763.0,1332.0,1319.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,13.0,8763.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
517,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2024-01-05 18:00:58.000000,2024-01-05 18:00:58,67.0,1.0,289.0,55.0,63.0,12.0,109.0,1204.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,10.0,25,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,9223.0,1004.0,974.0,https://pypi.org/project/stockstats,2023-07-30 07:07:37.000,30.0,9223.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
518,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-01-18 05:24:14.000000,2023-12-29 01:39:31,1852.0,79.0,364.0,55.0,473.0,156.0,250.0,1009.0,Machine learning on FPGAs using HLS.,58.0,25,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,"['tensorflow', 'pytorch']",,914.0,,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,735.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7172.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
519,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,,191.0,49.0,61.0,1.0,68.0,974.0,Training neural models with structured signals.,38.0,25,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,['tensorflow'],,13566.0,412.0,409.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,13566.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
520,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,254.0,42.0,72.0,103.0,188.0,905.0,Gaussian Process Optimization using GPy.,50.0,25,True,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,5883.0,517.0,479.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,38.0,5883.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
521,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-01-18 12:34:34.000000,2024-01-18 12:31:17,1460.0,134.0,56.0,13.0,371.0,13.0,436.0,896.0,dstack is an open-source toolkit for running GPU workloads on any cloud. It works seamlessly with any cloud GPU..,14.0,25,True,2024-01-17 12:51:18.000,0.13.1,165.0,dstack,,,,,1783.0,13.0,13.0,https://pypi.org/project/dstack,2024-01-16 10:51:28.000,,1783.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
522,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-11-30 08:29:05.000000,2023-10-26 19:25:33,460.0,4.0,101.0,23.0,86.0,15.0,94.0,643.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,25,True,2023-10-26 19:30:36.000,1.10.1,41.0,tinytag,,,,,22376.0,111.0,,https://pypi.org/project/tinytag,2023-10-26 19:30:36.000,111.0,22376.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
523,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2024-01-05 14:00:12.000000,2024-01-04 15:51:23,470.0,4.0,50.0,8.0,53.0,161.0,231.0,565.0,python binding for libvips using cffi.,16.0,25,True,2024-01-04 12:00:44.000,2.2.2,25.0,pyvips,conda-forge/pyvips,,,,54106.0,697.0,647.0,https://pypi.org/project/pyvips,2024-01-04 12:00:44.000,50.0,52270.0,https://anaconda.org/conda-forge/pyvips,2023-09-26 03:23:28.071,71615.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
524,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-01-11 19:28:51.000000,2023-12-10 19:24:06,3708.0,15.0,67.0,47.0,351.0,22.0,388.0,551.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,25,False,2023-11-14 15:08:13.000,4.0.1,69.0,skll,conda-forge/skll,,['sklearn'],13.0,871.0,58.0,40.0,https://pypi.org/project/skll,2023-11-14 15:04:40.000,18.0,378.0,https://anaconda.org/conda-forge/skll,2023-11-15 00:08:06.079,12836.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
525,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2024-01-03 13:23:50.000000,2022-01-15 18:08:37,1718.0,,64.0,16.0,13.0,34.0,7.0,497.0,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,323314.0,3696.0,,https://pypi.org/project/whoosh,2016-04-04 01:19:40.000,3696.0,316317.0,https://anaconda.org/conda-forge/whoosh,2023-09-23 13:28:08.196,223913.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
526,scikit-posthocs,maximtrp/scikit-posthocs,probabilistics,,https://github.com/maximtrp/scikit-posthocs,https://github.com/maximtrp/scikit-posthocs,MIT,2017-06-22 19:41:37.000,2023-12-20 16:14:39.221000,2023-12-13 18:28:10,521.0,9.0,38.0,5.0,12.0,6.0,47.0,309.0,Multiple Pairwise Comparisons (Post Hoc) Tests in Python.,13.0,25,True,2023-12-19 14:22:21.000,0.8.1,24.0,scikit-posthocs,conda-forge/scikit-posthocs,,['sklearn'],39.0,103555.0,607.0,578.0,https://pypi.org/project/scikit-posthocs,2023-12-19 14:22:21.000,29.0,80295.0,https://anaconda.org/conda-forge/scikit-posthocs,2023-12-20 16:14:39.221,907165.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
527,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2024-01-16 10:19:37.000000,2024-01-16 10:15:06,522.0,12.0,54.0,40.0,269.0,18.0,59.0,296.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",37.0,25,False,2024-01-16 10:19:37.000,1.2.6,73.0,gokart,,,,,2642.0,79.0,74.0,https://pypi.org/project/gokart,2024-01-16 10:19:37.000,5.0,2642.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
528,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2023-12-11 19:25:59.000000,2023-11-17 21:43:05,4051.0,12.0,49.0,14.0,712.0,217.0,203.0,275.0,Asynchronous Distributed Hyperparameter Optimization.,32.0,25,False,2023-03-02 22:26:01.035,0.2.7,26.0,orion,,,,,1500.0,105.0,97.0,https://pypi.org/project/orion,2022-08-22 17:10:40.826,8.0,1500.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
529,PyText,facebookresearch/pytext,nlp,,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000,2022-10-17 19:55:31.000000,2022-10-17 19:51:05,1735.0,,824.0,169.0,1588.0,145.0,74.0,6362.0,A natural language modeling framework based on PyTorch.,234.0,24,False,2020-06-08 23:30:58.000,0.3.3,13.0,pytext-nlp,,,['pytorch'],351.0,130.0,22.0,21.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000,1.0,125.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
530,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2023-12-18 19:53:02.000000,2023-12-18 19:52:57,597.0,4.0,728.0,105.0,587.0,105.0,345.0,5691.0,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,58.0,24,True,2023-03-30 16:55:07.154,0.9.4,29.0,t5,,,['tensorflow'],,14473.0,2.0,,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,14473.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
531,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2024-01-03 15:00:11.000000,2024-01-03 14:54:33,1095.0,3.0,881.0,117.0,674.0,238.0,542.0,5356.0,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,116.0,24,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,,['pytorch'],,196.0,16.0,15.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,196.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
532,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,138.0,43.0,141.0,98.0,4937.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,['tensorflow'],890.0,703.0,1120.0,1104.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,691.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
533,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2024-01-18 05:40:56.000000,2024-01-12 05:25:21,1555.0,44.0,821.0,144.0,1459.0,326.0,398.0,4903.0,Simple and Distributed Machine Learning.,115.0,24,True,2023-11-27 21:27:39.000,1.0.2,42.0,mmlspark,,,['spark'],,,,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
534,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-12-26 10:14:09.000000,2023-11-19 13:26:15,334.0,5.0,930.0,46.0,32.0,62.0,112.0,4691.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",20.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,['sklearn'],,2019.0,179.0,171.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,8.0,2019.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
535,Image Super-Resolution,idealo/image-super-resolution,image,,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000,2023-12-31 12:14:36.000000,2021-06-02 09:45:13,150.0,,711.0,101.0,34.0,101.0,113.0,4411.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,24,False,2020-01-08 15:37:35.000,2.2.0,11.0,ISR,,,['tensorflow'],,4754.0,125.0,120.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000,5.0,4751.0,,,,3.0,,,,,,,,,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,1.0,232.0,,,,,,,,,,
536,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,716.0,66.0,247.0,124.0,823.0,3975.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,4643.0,35.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,35.0,4643.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
537,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,917.0,178.0,385.0,33.0,430.0,3811.0,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,['tensorflow'],,87.0,16.0,16.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,87.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
538,ReAgent,facebookresearch/ReAgent,reinforcement-learning,,https://github.com/facebookresearch/ReAgent,https://github.com/facebookresearch/ReAgent,BSD-3-Clause,2017-07-27 17:53:21.000,2024-01-18 05:49:18.000000,2024-01-18 05:45:52,1587.0,10.0,504.0,152.0,609.0,69.0,75.0,3498.0,"A platform for Reasoning systems (Reinforcement Learning, Contextual Bandits, etc.).",165.0,24,True,2020-01-27 22:06:00.000,0.0.0,2.0,reagent,,,['pytorch'],,22.0,,,https://pypi.org/project/reagent,2020-05-27 20:58:01.000,,22.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,
539,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2023-11-30 16:30:21.000000,2021-08-30 19:33:24,440.0,,528.0,175.0,50.0,65.0,49.0,3477.0,Fast and flexible AutoML with learning guarantees.,27.0,24,False,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,['tensorflow'],,70.0,59.0,56.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,3.0,70.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
540,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-09-22 09:55:14.000000,2023-05-19 17:52:25,508.0,,811.0,62.0,629.0,108.0,396.0,3131.0,A high-performance distributed training framework for Reinforcement Learning.,42.0,24,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,['paddle'],,716.0,123.0,122.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,716.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
541,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-12-07 20:40:17.000000,2023-12-07 20:40:17,720.0,5.0,219.0,54.0,36.0,71.0,121.0,3086.0,A GUI for Pandas DataFrames.,15.0,24,False,2023-02-11 20:04:00.783,0.2.14,44.0,pandasgui,conda-forge/pandasgui,,['pandas'],,4026.0,341.0,336.0,https://pypi.org/project/pandasgui,2021-08-14 09:14:51.000,5.0,3450.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,20766.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
542,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,510.0,110.0,73.0,185.0,115.0,3079.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,4484.0,789.0,125.0,125.0,https://pypi.org/project/xlearn,,,725.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
543,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,679.0,72.0,25.0,117.0,101.0,2976.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,['tensorflow'],,1095.0,2900.0,2871.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,29.0,1095.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
544,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2023-06-30 21:16:15.000000,2023-06-30 21:16:10,470.0,,308.0,66.0,315.0,43.0,124.0,2700.0,DDSP: Differentiable Digital Signal Processing.,32.0,24,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,['tensorflow'],,1845.0,49.0,48.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,1506.0,https://anaconda.org/conda-forge/ddsp,2023-06-16 19:19:34.916,14605.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
545,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2024-01-02 10:00:14.000000,2023-11-02 03:13:52,1297.0,1.0,315.0,93.0,2157.0,206.0,982.0,2667.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",52.0,24,True,2023-02-03 19:04:11.785,0.8.1,118.0,pymars,,,,,10963.0,1.0,,https://pypi.org/project/pymars,2022-06-12 11:43:21.000,1.0,10963.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
546,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,645.0,90.0,29.0,25.0,52.0,2303.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,45520.0,672.0,492.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,180.0,45520.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
547,Norfair,tryolabs/norfair,image,,https://github.com/tryolabs/norfair,https://github.com/tryolabs/norfair,BSD-3-Clause,2020-07-01 20:15:44.000,2023-10-15 09:57:16.000000,2023-05-15 21:21:45,660.0,,222.0,39.0,136.0,6.0,129.0,2218.0,Lightweight Python library for adding real-time multi-object tracking to any detector.,24.0,24,True,2023-01-04 21:42:02.301,2.2.0,19.0,norfair,,,,295.0,4807.0,152.0,149.0,https://pypi.org/project/norfair,2022-05-30 21:14:58.000,3.0,4800.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
548,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,256.0,57.0,56.0,19.0,50.0,2204.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,['pytorch'],,3731.0,649.0,630.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,3731.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
549,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-01-11 20:56:38.000000,2023-10-16 16:49:59,532.0,,195.0,40.0,116.0,62.0,125.0,2097.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,25.0,24,True,2023-12-27 00:46:01.000,2023.12.27,773.0,kubric-nightly,,,,,6742.0,3.0,3.0,https://pypi.org/project/kubric-nightly,2023-12-27 00:46:01.000,,6742.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
550,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,243.0,71.0,21.0,93.0,66.0,2075.0,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,26818.0,277.0,260.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,17.0,26818.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
551,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,,241.0,67.0,58.0,31.0,186.0,2046.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,24,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,['tensorflow'],,531.0,48.0,48.0,https://pypi.org/project/ampligraph,2023-07-12 18:13:00.637,,531.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
552,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2023-11-15 21:03:09.000000,2023-07-01 21:39:32,2288.0,,229.0,37.0,37.0,9.0,109.0,2031.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,17.0,24,False,2022-12-04 19:04:05.000,_10304,107.0,karateclub,conda-forge/karateclub,,,,4396.0,222.0,218.0,https://pypi.org/project/karateclub,2022-10-22 16:17:27.886,4.0,3873.0,https://anaconda.org/conda-forge/karateclub,2023-06-16 19:21:04.092,21994.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
553,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2024-01-12 11:22:59.000000,2024-01-12 11:22:59,124.0,6.0,228.0,43.0,36.0,45.0,23.0,1830.0,Parallel t-SNE implementation with Python and Torch wrappers.,18.0,24,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,['pytorch'],,2715.0,446.0,424.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,22.0,1768.0,https://anaconda.org/conda-forge/multicore-tsne,2023-10-11 19:12:48.654,31254.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
554,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-01-18 14:42:51.000000,2024-01-12 07:07:01,878.0,5.0,129.0,32.0,415.0,55.0,341.0,1776.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,19.0,24,True,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,,,,,29652.0,43.0,42.0,https://pypi.org/project/orbit-ml,2023-01-29 22:06:26.764,1.0,29652.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
555,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-01-18 14:42:51.000000,2024-01-12 07:07:01,878.0,5.0,129.0,32.0,415.0,55.0,341.0,1776.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,19.0,24,True,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,29852.0,43.0,42.0,https://pypi.org/project/orbit-ml,2023-01-29 22:06:26.764,1.0,29652.0,https://anaconda.org/conda-forge/orbit-ml,2023-12-19 05:59:30.209,4802.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
556,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-12-05 17:37:33.000000,2023-12-04 14:09:45,571.0,2.0,119.0,55.0,447.0,60.0,100.0,1761.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,29.0,24,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,6401.0,94.0,87.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,7.0,6401.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
557,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,237.0,53.0,446.0,3.0,402.0,1709.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,24,False,2023-03-07 23:47:39.075,0.7.1,25.0,farm,conda-forge/farm,,['pytorch'],,1420.0,3.0,,https://pypi.org/project/farm,2020-09-14 15:23:01.000,3.0,1324.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,3195.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
558,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2023-11-21 03:54:52.000000,2022-09-18 16:01:20,637.0,,268.0,28.0,183.0,9.0,389.0,1599.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,24,False,2022-05-28 10:07:13.000,1.3,17.0,talos,,,['tensorflow'],,902.0,176.0,168.0,https://pypi.org/project/talos,2022-05-28 10:07:34.000,8.0,902.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
