,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,apt_id,yum_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,new_addition,bitbucket_id
437,ChainerRL,chainer/chainerrl,,reinforcement-learning,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2021-08-10 18:25:48.000000,2021-04-17 06:02:30.000000,206,75.0,147.0,997.0,3471.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,True,2020-02-14 05:35:56.000000,0.8.0,10.0,chainerrl,,,,,119.0,105.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,457.0,457.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
438,ffn,pmorissette/ffn,,financial-data,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2021-05-15 18:59:42.000000,2021-04-24 00:58:10.000000,200,15.0,80.0,979.0,351.0,ffn - a financial function library for Python.,26.0,23,True,2021-04-21 02:47:21.000000,0.3.6,27.0,ffn,,,,,188.0,146.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000000,42.0,39080.0,39080.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
439,arq,samuelcolvin/arq,,data-pipelines,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000000,2021-10-19 15:26:07.000000,2021-10-15 19:26:51.000000,83,29.0,90.0,977.0,314.0,Fast job queuing and RPC in python with asyncio and redis.,32.0,23,True,2021-09-02 12:45:02.000000,0.22,55.0,arq,,,,,82.0,74.0,https://pypi.org/project/arq,2021-09-02 12:46:58.000000,8.0,14466.0,14466.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
440,minisom,JustGlowing/minisom,,others,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000000,2021-09-16 08:17:27.000000,2021-08-09 09:12:41.000000,305,10.0,79.0,933.0,459.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,23.0,23,False,2021-04-24 17:22:39.000000,2.2.9,1.0,minisom,,,,,204.0,196.0,https://pypi.org/project/minisom,2021-04-24 17:21:29.000000,8.0,12051.0,12051.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
441,keract,philipperemy/keract,,interpretability,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2021-09-24 23:52:45.000000,2021-07-28 09:17:30.000000,182,2.0,81.0,930.0,382.0,Layers Outputs and Gradients in Keras. Made easy.,16.0,23,True,2021-06-19 16:14:57.000000,4.5.0,38.0,keract,,,,['tensorflow'],104.0,99.0,https://pypi.org/project/keract,2021-06-19 16:14:15.000000,5.0,1126.0,1126.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
442,alibi-detect,SeldonIO/alibi-detect,,others,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000000,2021-10-20 14:03:41.000000,2021-10-20 14:03:38.000000,96,77.0,109.0,914.0,413.0,"Algorithms for outlier, adversarial and drift detection.",11.0,23,True,2021-08-17 09:43:00.000000,0.7.2,17.0,alibi-detect,,,,,45.0,43.0,https://pypi.org/project/alibi-detect,2021-08-17 09:41:07.000000,2.0,10399.0,10399.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
443,stockstats,jealous/stockstats,,financial-data,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000000,2021-10-17 19:53:28.000000,2021-08-03 02:23:19.000000,237,33.0,33.0,874.0,26.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,23,True,2020-10-17 11:10:43.000000,0.3.2,14.0,stockstats,,,,,385.0,337.0,https://pypi.org/project/stockstats,2020-10-17 11:10:43.000000,48.0,18287.0,18287.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
444,Node2Vec,eliorc/node2vec,,graph,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000000,2021-10-09 06:10:48.000000,2021-10-09 06:09:16.000000,185,,66.0,786.0,64.0,Implementation of the node2vec algorithm.,9.0,23,True,2021-10-09 06:10:48.000000,0.4.4,15.0,node2vec,conda-forge/node2vec,,,,10.0,,https://pypi.org/project/node2vec,2021-10-09 06:07:52.000000,10.0,72173.0,72642.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714000,19240.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
445,NeuPy,itdxer/neupy,,ml-frameworks,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000000,2021-09-29 17:25:21.000000,2019-09-02 19:02:38.000000,149,29.0,234.0,694.0,1145.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,23,False,2019-04-04 19:44:59.000000,0.8.2,34.0,neupy,,,,,125.0,114.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000000,11.0,1987.0,1987.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
446,scikit-multilearn,scikit-multilearn/scikit-multilearn,,sklearn-utils,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000000,2020-06-30 10:19:46.000000,2019-05-21 11:29:06.000000,128,70.0,94.0,690.0,487.0,A scikit-learn based module for multi-label et. al. classification.,15.0,23,False,2018-12-10 16:24:47.000000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],585.0,563.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000000,22.0,78089.0,78089.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
447,FiftyOne,voxel51/fiftyone,,data-viz,https://github.com/voxel51/fiftyone,https://github.com/voxel51/fiftyone,Apache-2.0,2020-04-22 13:43:28.000000,2021-10-21 14:18:17.000000,2021-10-20 00:04:42.000000,81,178.0,383.0,685.0,5467.0,"Visualize, create, and debug image and video datasets and model predictions.",18.0,23,True,2021-10-15 15:00:05.000000,0.14.0,63.0,fiftyone,,,,"['tensorflow', 'pytorch', 'jupyter']",31.0,31.0,https://pypi.org/project/fiftyone,2021-10-15 15:00:05.000000,0.0,8741.0,8741.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
448,Sentinelsat,sentinelsat/sentinelsat,,geospatial-data,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000000,2021-10-21 11:35:45.000000,2021-09-17 17:22:02.000000,194,7.0,301.0,676.0,,Search and download Copernicus Sentinel satellite images.,41.0,23,False,2021-08-19 17:37:51.000000,1.1.0,39.0,sentinelsat,,,,,281.0,237.0,https://pypi.org/project/sentinelsat,2021-08-19 17:37:51.000000,44.0,15523.0,15526.0,,,,,,,,3.0,224.0,,,,,,,,,,,,,,,,,,,,,
449,PDPbox,SauceCat/PDPbox,,data-viz,https://github.com/SauceCat/PDPbox,https://github.com/SauceCat/PDPbox,MIT,2017-06-26 08:01:54.000000,2021-06-24 15:32:01.000000,2021-03-14 16:01:01.000000,98,20.0,38.0,621.0,227.0,python partial dependence plot toolbox.,7.0,23,True,2021-03-14 16:21:17.000000,0.2.1,3.0,pdpbox,conda-forge/pdpbox,,,,476.0,442.0,https://pypi.org/project/pdpbox,2021-03-14 16:21:17.000000,34.0,84422.0,84781.0,https://anaconda.org/conda-forge/pdpbox,2021-03-14 19:37:51.465000,9706.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
450,CellProfiler,CellProfiler/CellProfiler,,image,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000000,2021-10-01 19:34:45.000000,2021-09-14 14:58:15.000000,289,188.0,2815.0,609.0,15354.0,An open-source application for biological image analysis.,121.0,23,True,2021-07-22 19:01:42.000000,4.2.1,43.0,cellprofiler,,,,,4.0,4.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000000,,785.0,802.0,,,,,,,,3.0,1667.0,,,,,,,,,,,,,,,,,,,,,
451,Mapbox GL,mapbox/mapboxgl-jupyter,,geospatial-data,https://github.com/mapbox/mapboxgl-jupyter,https://github.com/mapbox/mapboxgl-jupyter,MIT,2017-08-08 15:10:51.000000,2021-10-11 17:16:45.000000,2021-04-19 05:00:36.000000,121,35.0,67.0,586.0,221.0,Use Mapbox GL JS to visualize data in a Python Jupyter notebook.,21.0,23,True,2019-06-03 21:24:10.000000,0.10.2,20.0,mapboxgl,,,,['jupyter'],139.0,121.0,https://pypi.org/project/mapboxgl,2019-06-02 15:18:57.000000,18.0,10961.0,10961.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
452,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2021-09-08 21:50:14.000000,2021-08-28 19:33:41.000000,84,13.0,68.0,488.0,329.0,"Read music meta data and length of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA and Wave files with python 2 or 3.",20.0,23,True,2021-08-28 19:37:31.000000,1.6.0,34.0,tinytag,,,,,509.0,413.0,https://pypi.org/project/tinytag,2021-08-28 19:37:31.000000,96.0,8001.0,8001.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
453,python-ternary,marcharper/python-ternary,,data-viz,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000000,2021-10-21 03:04:53.000000,2021-10-21 03:04:53.000000,125,25.0,90.0,476.0,393.0,Ternary plotting library for python with matplotlib.,27.0,23,True,2021-02-17 18:38:15.000000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,92.0,72.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000000,20.0,18670.0,19564.0,https://anaconda.org/conda-forge/python-ternary,2021-02-17 22:38:55.625000,59063.0,,,,,3.0,17.0,,,,,,,,,,,,,,,,,,,,,
454,findspark,minrk/findspark,,others,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000000,2021-06-14 06:11:28.000000,2021-06-14 06:10:09.000000,66,11.0,10.0,420.0,,Find pyspark to make it importable.,14.0,23,True,2020-06-08 09:32:23.000000,1.4.2,12.0,findspark,conda-forge/findspark,,,['spark'],2214.0,2012.0,https://pypi.org/project/findspark,2020-06-08 09:32:23.000000,202.0,1694327.0,1703427.0,https://anaconda.org/conda-forge/findspark,2018-07-06 12:57:33.438000,582442.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
455,GeoViews,holoviz/geoviews,,geospatial-data,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000000,2021-09-29 18:42:51.694000,2021-09-29 14:31:26.000000,68,102.0,183.0,371.0,664.0,"Simple, concise geographical visualization in Python.",23.0,23,True,2021-09-30 16:31:39.000000,1.9.2,29.0,geoviews,conda-forge/geoviews,,,,20.0,,https://pypi.org/project/geoviews,2021-09-29 14:36:26.000000,20.0,6743.0,8652.0,https://anaconda.org/conda-forge/geoviews,2021-09-29 18:42:51.694000,82100.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
456,vega,vega/ipyvega,,data-viz,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000000,2021-10-18 11:35:53.000000,2021-10-02 08:12:02.000000,51,14.0,80.0,314.0,532.0,IPython/Jupyter notebook module for Vega and Vega-Lite.,10.0,23,True,2021-06-03 20:52:09.000000,3.5.0,38.0,vega,conda-forge/vega,,,['jupyter'],148.0,,https://pypi.org/project/vega,2021-06-03 20:52:09.000000,148.0,23468.0,30668.0,https://anaconda.org/conda-forge/vega,2021-08-11 21:51:27.565000,460823.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
457,pysparkling,svenkreiss/pysparkling,,data-pipelines,https://github.com/svenkreiss/pysparkling,https://github.com/svenkreiss/pysparkling,MIT,2015-05-09 19:23:20.000000,2021-09-26 10:58:25.000000,2021-02-22 17:29:11.000000,45,7.0,21.0,240.0,1527.0,A pure Python implementation of Apache Spark's RDD and DStream interfaces.,10.0,23,False,2021-01-10 21:15:26.000000,0.6.1,68.0,pysparkling,,,,,87.0,73.0,https://pypi.org/project/pysparkling,2021-01-10 21:15:26.000000,14.0,17701.0,17701.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
458,py3nvml,fbcotter/py3nvml,,gpu-utilities,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000000,2021-09-06 14:45:26.000000,2021-09-06 14:45:26.000000,25,2.0,10.0,194.0,83.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,8.0,23,False,2020-04-06 16:02:10.000000,0.2.6,13.0,py3nvml,conda-forge/py3nvml,,,,351.0,331.0,https://pypi.org/project/py3nvml,2020-04-06 16:02:10.000000,20.0,104305.0,105368.0,https://anaconda.org/conda-forge/py3nvml,2020-10-10 10:41:08.987000,22332.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
459,stop-words,Alir3z4/python-stop-words,,nlp,https://github.com/Alir3z4/python-stop-words,https://github.com/Alir3z4/python-stop-words,BSD-3-Clause,2014-05-26 06:44:03.000000,2019-10-16 15:01:43.000000,2018-07-23 21:04:09.000000,23,3.0,9.0,132.0,90.0,Get list of common stop words in various languages in Python.,8.0,23,False,2018-07-23 20:58:34.000000,2018.7.23,8.0,stop-words,,,,,1576.0,1318.0,https://pypi.org/project/stop-words,2018-07-23 20:55:55.000000,258.0,502947.0,502947.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
460,PyStan,stan-dev/pystan,,probabilistics,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094000,2021-10-21 11:47:12.000000,2021-10-21 11:47:11.000000,29,8.0,147.0,131.0,,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",10.0,23,False,2021-10-06 01:05:34.000000,3.3.0,65.0,pystan,conda-forge/pystan,,,,342.0,,https://pypi.org/project/pystan,2021-10-06 01:05:34.000000,342.0,1548160.0,1571384.0,https://anaconda.org/conda-forge/pystan,2021-09-21 02:32:24.465000,1277368.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
461,PyText,facebookresearch/pytext,,nlp,https://github.com/facebookresearch/pytext,https://github.com/facebookresearch/pytext,BSD-3-Clause,2018-07-31 23:40:46.000000,2021-10-21 13:41:16.000000,2021-10-21 13:41:14.000000,804,145.0,74.0,6254.0,,A natural language modeling framework based on PyTorch.,210.0,22,True,2020-06-08 23:30:58.000000,0.3.3,13.0,pytext-nlp,,,,['pytorch'],100.0,99.0,https://pypi.org/project/pytext-nlp,2020-06-08 22:49:33.000000,1.0,233.0,241.0,,,,,,,,3.0,275.0,,,,,,,,,,,,,,,,,,,,,
462,vit-pytorch,lucidrains/vit-pytorch,,image,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000000,2021-10-06 18:16:52.000000,2021-10-05 16:23:44.000000,838,64.0,75.0,6060.0,,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",11.0,22,True,2021-10-05 16:24:25.000000,0.20.8,92.0,vit-pytorch,,,,['pytorch'],44.0,44.0,https://pypi.org/project/vit-pytorch,2021-10-05 16:24:25.000000,0.0,3921.0,3921.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
463,mmdnn,Microsoft/MMdnn,,model-serialisation,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30.000000,964,327.0,288.0,5445.0,1083.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,22,False,2020-07-24 06:34:39.000000,0.3.1,12.0,mmdnn,,,,,69.0,66.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,464.0,537.0,,,,,,,,2.0,3464.0,,,,,,,,,,,,,,,,,,,,,
464,PyTorch3D,facebookresearch/pytorch3d,,image,https://github.com/facebookresearch/pytorch3d,https://github.com/facebookresearch/pytorch3d,,2019-10-25 02:23:45.000000,2021-10-19 23:08:41.000000,2021-10-19 23:08:39.000000,693,57.0,698.0,5294.0,,PyTorch3D is FAIR's library of reusable components for deep learning with 3D data.,72.0,22,False,2021-10-06 13:00:09.000000,0.6.0,9.0,pytorch3d,pytorch3d/pytorch3d,,,['pytorch'],114.0,114.0,https://pypi.org/project/pytorch3d,2021-08-05 14:36:30.000000,0.0,7209.0,8169.0,https://anaconda.org/pytorch3d/pytorch3d,2021-10-06 12:54:50.207000,22083.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
465,Face Alignment,1adrianb/face-alignment,,image,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000000,2021-10-14 12:29:32.000000,2021-08-04 06:54:21.000000,1116,49.0,215.0,5270.0,205.0,2D and 3D Face alignment library build using pytorch.,23.0,22,True,2021-09-14 15:35:24.000000,1.3.5,11.0,face-alignment,,,,['pytorch'],12.0,,https://pypi.org/project/face-alignment,2021-09-14 15:35:24.000000,12.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
466,OCRmyPDF,jbarlow83/OCRmyPDF,,ocr,https://github.com/jbarlow83/OCRmyPDF,https://github.com/jbarlow83/OCRmyPDF,MPL-2.0,2013-12-20 08:26:28.000000,2021-10-14 09:21:26.000000,2021-10-12 20:39:49.000000,480,89.0,666.0,4966.0,3063.0,"OCRmyPDF adds an OCR text layer to scanned PDF files, allowing them to be searched.",56.0,22,True,2021-10-12 21:48:53.000000,12.7.0,183.0,ocrmypdf,,,,,12.0,,https://pypi.org/project/ocrmypdf,2021-10-12 21:48:53.000000,12.0,,,,,,,,,,2.0,,,,,,,,,,ocrmypdf,,,ocrmypdf,,,,,,,,,
467,neon,NervanaSystems/neon,,ml-frameworks,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000000,2020-12-23 01:21:42.000000,2019-05-22 18:27:54.000000,832,90.0,306.0,3853.0,1118.0,Intel Nervana reference deep learning framework committed to best performance on all hardware.,109.0,22,False,2018-01-05 23:25:04.000000,2.6.0,32.0,nervananeon,,,,,51.0,50.0,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000000,1.0,82.0,86.0,,,,,,,,3.0,317.0,,,,,,,,,,,,,,,,,,,,,
468,Image Deduplicator,idealo/imagededup,,image,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000000,2021-10-03 16:17:32.000000,2020-11-23 17:40:40.000000,327,30.0,58.0,3833.0,460.0,Finding duplicate images made easy!.,9.0,22,True,2020-11-23 17:55:24.000000,0.2.4,9.0,imagededup,,,,['tensorflow'],21.0,19.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000000,2.0,2049.0,2049.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
469,deep-daze,lucidrains/deep-daze,,image,https://github.com/lucidrains/deep-daze,https://github.com/lucidrains/deep-daze,MIT,2021-01-17 06:00:50.000000,2021-10-19 02:59:23.000000,2021-10-19 02:58:47.000000,260,78.0,66.0,3797.0,,Simple command line tool for text to image generation using OpenAI's CLIP and Siren (Implicit neural representation..,13.0,22,True,2021-10-19 02:59:23.000000,0.10.3,65.0,deep-daze,,,,,26.0,26.0,https://pypi.org/project/deep-daze,2021-10-19 02:59:23.000000,,16101.0,16101.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
470,PML,KevinMusgrave/pytorch-metric-learning,,pytorch-utils,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000000,2021-09-23 14:03:29.000000,2021-08-03 16:06:56.000000,464,53.0,242.0,3742.0,710.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",19.0,22,True,2021-05-10 02:52:47.000000,0.9.99,165.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],0.0,,https://pypi.org/project/pytorch-metric-learning,2021-08-31 10:33:13.000000,0.0,9014.0,9221.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2021-05-10 03:54:12.379000,4347.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
471,Alpha Vantage,RomelTorres/alpha_vantage,,financial-data,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000000,2021-09-09 21:07:20.000000,2021-06-14 05:10:42.000000,617,18.0,230.0,3513.0,497.0,A python wrapper for Alpha Vantage API for financial data.,39.0,22,True,2020-12-21 02:37:29.000000,2.3.1,28.0,alpha_vantage,,,,,202.0,,https://pypi.org/project/alpha_vantage,2018-08-26 18:55:11.000000,202.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
472,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2021-05-18 07:51:15.000000,2020-04-17 09:51:20.000000,813,191.0,252.0,3489.0,204.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,22,False,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,24.0,42941.0,42941.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
473,AdaNet,tensorflow/adanet,,hyperopt,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24.000000,519,65.0,47.0,3329.0,440.0,Fast and flexible AutoML with learning guarantees.,27.0,22,True,2020-07-09 21:03:28.000000,0.9.0,13.0,adanet,,,,['tensorflow'],42.0,40.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000000,2.0,859.0,859.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
474,SHOGUN,shogun-toolbox/shogun,,ml-frameworks,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000000,2021-07-19 16:40:30.000000,2020-12-08 16:56:38.000000,1047,437.0,1098.0,2853.0,16205.0,Unified and efficient Machine Learning.,248.0,22,True,2019-07-05 10:23:31.000000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,2128.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070000,107985.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1468.0,3.0,,,,,,,,,,shogun,,,,,,,,,,,,
475,gpt-2-simple,minimaxir/gpt-2-simple,,nlp,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000000,2021-10-18 02:38:38.000000,2021-10-18 01:45:21.000000,591,151.0,93.0,2800.0,143.0,Python package to easily retrain OpenAI's GPT-2 text-generating model on new texts.,18.0,22,True,2021-10-18 02:38:39.000000,0.8.1,18.0,gpt-2-simple,,,,['tensorflow'],6.0,,https://pypi.org/project/gpt-2-simple,2021-10-18 01:47:20.000000,6.0,9216.0,9225.0,,,,,,,,3.0,271.0,,,,,,,,,,,,,,,,,,,,,
476,Hummingbird,microsoft/hummingbird,,model-serialisation,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000000,2021-09-27 22:49:21.000000,2021-09-27 22:33:52.000000,196,49.0,172.0,2598.0,,Hummingbird compiles trained ML models into tensor computation for faster inference.,25.0,22,True,2021-08-31 22:55:45.000000,0.4.1,14.0,hummingbird-ml,,,,,20.0,20.0,https://pypi.org/project/hummingbird-ml,2021-08-31 22:53:58.000000,,3138.0,3146.0,,,,,,,,2.0,145.0,,,,,,,,,,,,,,,,,,,,,
477,Neural Network Libraries,sony/nnabla,,ml-frameworks,https://github.com/sony/nnabla,https://github.com/sony/nnabla,Apache-2.0,2017-06-26 01:07:10.000000,2021-10-21 03:06:30.000000,2021-10-21 02:57:00.000000,305,31.0,43.0,2504.0,2876.0,Neural Network Libraries.,62.0,22,True,2021-10-21 03:06:30.000000,1.22.0,59.0,nnabla,,,,,34.0,,https://pypi.org/project/nnabla,2021-10-21 03:06:30.000000,34.0,,10.0,,,,,,,,3.0,530.0,,,,,,,,,,,,,,,,,,,,,
478,Acme,deepmind/acme,,reinforcement-learning,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2021-10-19 10:34:47.000000,2021-10-19 10:33:59.000000,277,57.0,85.0,2345.0,601.0,A library of reinforcement learning components and agents.,49.0,22,True,2021-08-27 13:09:44.000000,0.2.2,11.0,dm-acme,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/dm-acme,2021-08-27 13:10:10.000000,0.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
479,DDSP,magenta/ddsp,,audio,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000000,2021-10-20 22:48:19.000000,2021-08-28 01:18:44.000000,201,18.0,104.0,1986.0,,DDSP: Differentiable Digital Signal Processing.,27.0,22,True,2021-07-30 19:21:03.000000,1.6.3,37.0,ddsp,,,,['tensorflow'],15.0,15.0,https://pypi.org/project/ddsp,2021-08-28 01:01:55.000000,,1747.0,1747.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
480,STUMPY,TDAmeritrade/stumpy,,time-series-data,https://github.com/TDAmeritrade/stumpy,https://github.com/TDAmeritrade/stumpy,BSD-3-Clause,2019-05-03 19:23:44.000000,2021-10-20 13:45:22.000000,2021-10-20 13:44:57.000000,191,29.0,234.0,1977.0,,STUMPY is a powerful and scalable Python library for modern time series analysis.,26.0,22,True,2021-07-28 11:44:51.000000,1.9.2,22.0,stumpy,conda-forge/stumpy,,,,0.0,,https://pypi.org/project/stumpy,2021-07-28 11:44:51.000000,0.0,204560.0,205641.0,https://anaconda.org/conda-forge/stumpy,2021-07-28 11:53:53.364000,31376.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
