,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,updated_github_id,conda_dependent_project_count,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
432,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2023-01-02 11:12:25.000000,2022-12-30 13:38:57,1019.0,9.0,312,42.0,54.0,117.0,409.0,2391,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",20.0,26,True,2023-01-02 17:10:49.041,0.11.5,79.0,mljar-supervised,conda-forge/mljar-supervised,,,,62.0,60.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,5343.0,5661.0,https://anaconda.org/conda-forge/mljar-supervised,2022-12-30 21:59:46.130,6042.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
433,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2023-01-05 14:22:13.000000,2023-01-03 16:51:58,3190.0,8.0,475,111.0,315.0,375.0,619.0,2270,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",75.0,26,False,2015-03-31 16:33:30.000,2.0,15.0,essentia,,,,,372.0,358.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,5709.0,5709.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
434,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-10-21 20:46:59.000000,2020-09-22 22:35:28,271.0,,315,80.0,51.0,161.0,68.0,2099,Multilingual text (NLP) processing toolkit.,26.0,26,False,2021-12-15 16:11:38.716,15.5.1,9.0,polyglot,,,,,909.0,818.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,91.0,46845.0,46845.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
435,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-12-08 14:02:02.569000,2022-12-08 07:40:46,367.0,9.0,269,55.0,12.0,19.0,74.0,2020,Beautiful visualizations of how language differs among document types.,13.0,26,True,2022-12-08 09:28:21.438,0.1.10,139.0,scattertext,conda-forge/scattertext,,,,340.0,330.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,4414.0,5537.0,https://anaconda.org/conda-forge/scattertext,2022-12-08 14:02:02.569,73010.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-12-15 17:13:45.000000,2022-11-04 13:55:21,405.0,2.0,631,86.0,217.0,139.0,84.0,1929,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,26,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,210.0,200.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,10.0,7801.0,7967.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,4673.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
437,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-08-31 08:37:05.000000,2022-08-31 08:37:05,12564.0,,80,42.0,45.0,12.0,68.0,1912,The friendly PIL fork.,385.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,41272.0,41272.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
438,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-12-24 01:00:34.000000,2022-11-14 06:58:52,172.0,7.0,202,45.0,73.0,12.0,107.0,1749,A Python library that helps data scientists to infer causation rather than observing correlation.,30.0,26,True,2022-11-16 15:09:31.000,0.11.1,16.0,causalnex,,,,"['pytorch', 'sklearn']",67.0,65.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,5893.0,5893.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
439,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-01-04 00:01:19.000000,2023-01-04 00:01:18,1398.0,131.0,184,42.0,1822.0,12.0,518.0,1730,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,29.0,26,True,2022-12-02 13:36:05.650,0.9.0,19.0,towhee,,,,,,,https://pypi.org/project/towhee,2022-07-07 12:28:54.000,,812.0,878.0,,,,,,,,3.0,863.0,,,,,,,,,,,,,,,,,,,
440,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2022-12-23 20:49:23.000000,2022-12-22 18:32:59,755.0,17.0,384,61.0,193.0,88.0,87.0,1696,Library for training machine learning models with privacy for training data.,50.0,26,True,2022-10-19 20:29:02.229,0.8.7,25.0,tensorflow-privacy,,,,['tensorflow'],7.0,,https://pypi.org/project/tensorflow-privacy,2022-02-22 20:33:28.000,7.0,31435.0,31437.0,,,,,,,,3.0,93.0,,,,,,,,,,,,,,,,,,,
441,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-01-04 04:52:34.000000,2022-11-30 18:31:05,843.0,4.0,119,32.0,401.0,55.0,324.0,1571,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,,,,,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,106969.0,106969.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
442,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-01-04 04:52:34.000000,2022-11-30 18:31:05,843.0,4.0,119,32.0,401.0,55.0,324.0,1571,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-11-30 18:25:07.913,1.1.3,20.0,orbit-ml,conda-forge/orbit-ml,,,,13.0,12.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,106969.0,107148.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,2158.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
443,rubrix,recognai/rubrix,nlp,,https://github.com/argilla-io/argilla,https://github.com/argilla-io/argilla,Apache-2.0,2021-04-28 14:37:42.000,2023-01-05 15:16:36.000000,2023-01-05 15:16:36,1257.0,167.0,131,19.0,1222.0,134.0,668.0,1498,Open-source tool for data-centric NLP. Argilla helps domain experts and data teams to build better NLP datasets in..,34.0,26,True,2022-11-29 22:07:00.000,1.1.1,70.0,rubrix,conda-forge/rubrix,,,,6.0,6.0,https://pypi.org/project/rubrix,2022-06-08 21:24:41.000,,961.0,2230.0,https://anaconda.org/conda-forge/rubrix,2022-10-06 03:07:26.056,16504.0,,,,,3.0,,,,,,,,,,,argilla-io/argilla,,,,,,,,,
444,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-12-05 09:47:45.000000,2022-12-05 09:47:44,384.0,3.0,146,25.0,72.0,38.0,32.0,1408,A Python package for time series classification.,13.0,26,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,309.0,298.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,92356.0,92746.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,16015.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-08-19 13:16:19.000000,2022-06-21 11:53:05,286.0,,221,49.0,183.0,52.0,119.0,1302,Metric learning algorithms in Python.,22.0,26,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],264.0,253.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,36728.0,36967.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,8132.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-11-09 20:58:15.000000,2022-11-03 13:41:59,433.0,11.0,265,51.0,100.0,53.0,29.0,1230,Interpretability and explainability of data and machine learning models.,39.0,26,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,,69.0,68.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,2024.0,2024.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
447,cuGraph,rapidsai/cugraph,gpu-utilities,,https://github.com/rapidsai/cugraph,https://github.com/rapidsai/cugraph,Apache-2.0,2018-11-15 18:07:11.000,2023-01-05 05:47:08.000000,2023-01-05 03:41:14,5696.0,172.0,219,43.0,1891.0,252.0,968.0,1177,cuGraph - RAPIDS Graph Analytics Library.,92.0,26,True,2022-12-09 18:15:26.000,22.12.00,24.0,cugraph,conda-forge/libcugraph,,,,3.0,2.0,https://pypi.org/project/cugraph,2020-06-01 20:09:06.000,1.0,89.0,664.0,https://anaconda.org/conda-forge/libcugraph,2021-04-29 03:53:20.856,12080.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
448,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-01-02 21:44:24.351000,2022-12-09 11:00:07,1021.0,7.0,141,16.0,55.0,21.0,275.0,1170,PyTorch Extension Library of Optimized Scatter Operations.,24.0,26,True,2022-11-24 15:04:00.671,2.1.0,30.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],53.0,,https://pypi.org/project/torch-scatter,2021-10-22 11:01:13.000,53.0,38803.0,43509.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-01-02 21:44:24.351,145903.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
449,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,24.0,35.0,3.0,111.0,1130,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1306.0,1277.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,27169.0,27169.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
450,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2022-12-24 01:52:28.000000,2022-12-24 01:52:28,204.0,4.0,296,45.0,41.0,76.0,109.0,1117,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,26,True,2022-12-24 01:56:46.564,0.9.2,32.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],169.0,167.0,https://pypi.org/project/keras-ocr,2022-05-19 13:11:05.000,2.0,6683.0,21795.0,https://anaconda.org/anaconda/keras-ocr,2022-01-14 10:29:35.968,138.0,,,,,3.0,423003.0,,,,,,,,,,,,,,,,,,,
451,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-01-05 06:55:39.000000,2023-01-02 11:02:56,796.0,25.0,249,73.0,415.0,28.0,173.0,1068,Underthesea - Vietnamese NLP Toolkit.,17.0,26,False,2023-01-02 18:43:36.124,6.0.0,110.0,underthesea,,,,,524.0,500.0,https://pypi.org/project/underthesea,2022-06-28 00:41:15.000,24.0,6656.0,6682.0,,,,,,,,3.0,1830.0,,,,,,,,,,,,,,,,,,,
452,arch,bashtage/arch,financial-data,,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000,2022-12-24 07:51:04.000000,2022-11-10 15:10:21,1014.0,4.0,229,42.0,443.0,28.0,165.0,1047,ARCH models in Python.,33.0,26,False,2022-06-22 10:47:05.000,5.3.1,38.0,arch,conda-forge/arch-py,,,,48.0,,https://pypi.org/project/arch,2022-06-22 10:47:05.000,48.0,128378.0,133433.0,https://anaconda.org/conda-forge/arch-py,2022-11-02 11:27:15.758,192100.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,309,71.0,83.0,27.0,26.0,1016,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1133.0,999.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,22574.0,22916.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,20196.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
454,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2023-01-03 22:02:16.000000,2022-07-03 12:07:58,412.0,,310,35.0,294.0,12.0,198.0,1016,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,227.0,216.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,5866.0,5866.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
455,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-11-06 01:01:06.000000,2022-01-06 15:08:19,1746.0,,163,41.0,253.0,59.0,208.0,1013,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,274.0,247.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2819.0,2819.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
456,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-01-04 05:20:56.000000,2023-01-03 16:34:32,734.0,62.0,97,22.0,102.0,20.0,35.0,984,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",15.0,26,True,2023-01-03 16:35:20.000,1.3.12,36.0,imodels,,,,,34.0,32.0,https://pypi.org/project/imodels,2022-07-03 02:47:15.000,2.0,105816.0,105816.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
457,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2023-01-02 10:07:45.000000,2022-12-30 17:32:21,780.0,30.0,175,22.0,75.0,22.0,162.0,876,Survival analysis built on top of scikit-learn.,14.0,26,False,2022-10-24 17:57:57.000,0.19.0.post1,23.0,scikit-survival,conda-forge/scikit-survival,,,['sklearn'],195.0,195.0,https://pypi.org/project/scikit-survival,2022-10-24 18:41:20.000,,54569.0,56370.0,https://anaconda.org/conda-forge/scikit-survival,2022-10-24 21:36:08.074,25220.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
458,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2023-01-05 12:43:35.000000,2022-12-22 03:57:34,713.0,23.0,94,28.0,313.0,69.0,241.0,862,BAyesian Model-Building Interface (Bambi) in Python.,27.0,26,True,2022-12-21 12:51:10.967,0.9.3,24.0,bambi,conda-forge/bambi,,,,49.0,46.0,https://pypi.org/project/bambi,2022-06-06 17:18:00.000,3.0,7255.0,7666.0,https://anaconda.org/conda-forge/bambi,2022-12-21 18:05:58.614,16855.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
459,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-12-13 10:34:08.000000,2022-11-03 07:55:31,1124.0,1.0,227,59.0,243.0,13.0,328.0,838,Search and download Copernicus Sentinel satellite images.,42.0,26,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,408.0,377.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,31.0,8563.0,9113.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,14784.0,,,,,3.0,238.0,,,,,,,,,,,,,,,,,,,
460,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-10-19 18:00:05.000000,2022-10-19 17:46:21,806.0,1.0,237,40.0,495.0,260.0,247.0,834,Scalable Machine Learning with Dask.,76.0,26,True,2022-05-27 14:17:46.000,2022.5.27,34.0,dask-ml,conda-forge/dask-ml,,,,781.0,723.0,https://pypi.org/project/dask-ml,2022-05-27 14:17:46.000,58.0,72347.0,82448.0,https://anaconda.org/conda-forge/dask-ml,2022-05-27 20:11:18.984,636396.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
461,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-12-23 10:24:21.000000,2022-12-23 10:24:19,710.0,12.0,120,15.0,82.0,33.0,194.0,757,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,36.0,26,True,2022-12-22 14:51:27.000,0.6.16,28.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,22259.0,27456.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-08-23 21:17:59.077,161133.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
462,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2022-06-30 18:26:21.000000,2019-12-05 08:17:22,46.0,,204,22.0,16.0,45.0,23.0,417,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],4559.0,4288.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,271.0,172087.0,173069.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2020-04-03 10:45:56.342,32417.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
463,TensorFlow Cloud,tensorflow/cloud,tensorflow-utils,,https://github.com/tensorflow/cloud,https://github.com/tensorflow/cloud,Apache-2.0,2020-02-10 18:51:59.000,2022-12-22 21:34:34.000000,2022-12-22 21:34:29,574.0,3.0,73,27.0,312.0,60.0,27.0,340,The TensorFlow Cloud repository provides APIs that will allow to easily go from debugging and training your Keras and..,27.0,26,True,2021-06-17 01:15:10.000,0.1.16,19.0,tensorflow-cloud,,,,['tensorflow'],202.0,201.0,https://pypi.org/project/tensorflow-cloud,2021-06-17 01:15:10.000,1.0,75319.0,75319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
464,tinygrad,geohot/tinygrad,pytorch-utils,,https://github.com/geohot/tinygrad,https://github.com/geohot/tinygrad,MIT,2020-10-18 16:23:12.000,2023-01-05 11:32:53.000000,2022-11-15 00:45:06,1227.0,76.0,856,174.0,311.0,22.0,111.0,9720,You like pytorch? You like micrograd? You love tinygrad!.,70.0,25,True,2022-11-08 16:49:28.000,0.4.0,1.0,,,,,['pytorch'],5.0,5.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
465,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2022-10-31 23:06:56.000000,2022-09-23 17:44:48,2325.0,,596,149.0,1350.0,113.0,984.0,7872,Production infrastructure for machine learning at scale.,24.0,25,True,2022-09-23 18:01:31.000,0.42.1,63.0,cortex,,,,,1.0,,https://pypi.org/project/cortex,2022-01-10 17:37:01.000,1.0,1962.0,1962.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
466,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-12-19 21:59:09.000000,2022-12-19 21:59:03,1612.0,2.0,752,146.0,1550.0,102.0,124.0,7279,Trax Deep Learning with Clear Code and Speed.,78.0,25,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,91.0,91.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,4995.0,4995.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
467,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2022-12-09 05:33:36.626000,,,,642,,,451.0,,6519,NumPy & SciPy for GPU.,257.0,25,True,2022-12-08 01:51:00.650,11.4.0,126.0,cupy,conda-forge/cupy,cupy/cupy,,,165.0,,https://pypi.org/project/cupy,2022-06-30 05:15:19.000,165.0,13475.0,72182.0,https://anaconda.org/conda-forge/cupy,2022-12-09 05:33:36.626,2260205.0,https://hub.docker.com/r/cupy/cupy,2022-12-08 08:45:08.632665,8.0,55819.0,3.0,,,,,,,,,,,,,-13.0,,,,,,,
468,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084.0,,974,185.0,325.0,334.0,289.0,5665,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,101.0,98.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,446.0,504.0,,,,,,,,2.0,3610.0,,,,,,,,,,,,,,,,,,,
469,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749,138.0,43.0,141.0,98.0,4835,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1059.0,1044.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,3384.0,3397.0,,,,,,,,3.0,785.0,,,,,,,,,,,,,,,,,,,
470,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2022-12-30 10:31:16.000000,2022-11-15 17:33:35,505.0,41.0,396,63.0,84.0,48.0,76.0,4315,Finding duplicate images made easy!.,11.0,25,True,2022-10-15 10:24:37.000,0.3.0,10.0,imagededup,,,,['tensorflow'],34.0,30.0,https://pypi.org/project/imagededup,2020-11-22 21:09:36.000,4.0,1343.0,1343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
471,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2023-01-05 12:54:28.000000,2023-01-05 10:40:03,2932.0,164.0,533,86.0,3231.0,232.0,1101.0,4183,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,80.0,25,True,2022-12-28 09:52:43.000,1.21.0,61.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-11-03 00:36:59.000000,2022-07-29 10:37:24,205.0,,951,98.0,60.0,243.0,263.0,4164,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,20783.0,20783.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
473,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,511,136.0,648.0,62.0,197.0,3740,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,12.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,12.0,2113.0,2113.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
474,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-12-11 00:19:23.000000,2022-08-06 21:47:18,182.0,,335,58.0,49.0,63.0,52.0,3369,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,125.0,123.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,37725.0,37725.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
