,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,apt_id,yum_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
416,py3nvml,fbcotter/py3nvml,,gpu-utilities,https://github.com/fbcotter/py3nvml,https://github.com/fbcotter/py3nvml,BSD-3-Clause,2016-11-21 01:07:37.000000,2021-11-22 14:30:25.000000,2021-09-06 14:45:26.000000,31,3.0,10.0,199.0,83.0,Python 3 Bindings for NVML library. Get NVIDIA GPU status inside your program.,8.0,24,False,2021-11-22 14:30:25.000000,0.2.7,14.0,py3nvml,conda-forge/py3nvml,,,66824.0,373.0,353.0,https://pypi.org/project/py3nvml,2021-11-22 14:30:25.000000,20.0,65806.0,https://anaconda.org/conda-forge/py3nvml,2021-11-19 20:12:42.962000,23416.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
417,DeepSpeech,mozilla/DeepSpeech,,audio,https://github.com/mozilla/DeepSpeech,https://github.com/mozilla/DeepSpeech,MPL-2.0,2016-06-02 15:04:53.000000,2021-07-30 19:01:32.000000,,3312,119.0,,18334.0,,"DeepSpeech is an open source embedded (offline, on-device) speech-to-text engine which can run in real time on devices..",142.0,23,True,2020-12-10 17:22:09.000000,0.9.3,100.0,deepspeech,,['tensorflow'],,7824.0,58.0,,https://pypi.org/project/deepspeech,2020-12-19 10:05:12.000000,58.0,7824.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
418,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-12-01 22:32:04.000000,2021-11-19 07:05:40.000000,863,530.0,391.0,5915.0,896.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,87.0,23,True,,,1.0,,conda-forge/nvidia-apex,['pytorch'],,2663.0,810.0,810.0,,,,,https://anaconda.org/conda-forge/nvidia-apex,2021-04-22 16:13:47.237000,69263.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
419,english-words,dwyl/english-words,,nlp,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000000,2021-11-10 15:08:38.000000,2021-10-20 08:05:51.000000,1207,45.0,26.0,5790.0,85.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,23,True,2021-08-02 04:02:28.000000,1.0.4,5.0,english-words,,,,5154.0,4.0,,https://pypi.org/project/english-words,2021-08-02 04:02:28.000000,4.0,5154.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
420,snownlp,isnowfy/snownlp,,chinese-nlp,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03.000000,1298,39.0,65.0,5632.0,57.0,Python library for processing Chinese text.,8.0,23,False,2015-09-27 16:35:23.000000,0.12.3,17.0,snownlp,,,,5789.0,817.0,741.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000000,76.0,5789.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
421,flashtext,vi3k6i5/flashtext,,nlp,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22.000000,556,54.0,51.0,4998.0,108.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,23,False,,,18.0,flashtext,,,,347776.0,663.0,631.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,32.0,347776.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Lucid,tensorflow/lucid,,interpretability,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33.000000,592,69.0,100.0,4337.0,667.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,23,True,2021-03-19 16:01:00.000000,0.3.10,17.0,lucid,,['tensorflow'],,803.0,597.0,591.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000000,6.0,803.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
423,T5,google-research/text-to-text-transfer-transformer,,nlp,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000000,2021-11-29 17:48:52.000000,2021-11-29 17:48:47.000000,526,64.0,333.0,3829.0,,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,43.0,23,True,2021-10-18 13:55:26.000000,0.9.3,28.0,t5,,['tensorflow'],,7118.0,70.0,70.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000000,0.0,7118.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2021-11-28 22:07:38.000000,2018-08-21 02:42:52.000000,1216,45.0,84.0,3555.0,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,839.0,118.0,97.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,839.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
425,yellowbrick,DistrictDataLabs/yellowbrick,,interpretability,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000000,2021-11-10 14:17:21.000000,2021-11-10 14:17:20.000000,490,95.0,547.0,3423.0,,Visual analysis and diagnostic tools to facilitate machine learning model selection.,102.0,23,True,2021-02-13 20:31:18.000000,1.3.post1,22.0,yellowbrick,,['sklearn'],,285659.0,62.0,,https://pypi.org/project/yellowbrick,2021-02-13 20:42:26.000000,62.0,285659.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
426,speechbrain,speechbrain/speechbrain,,audio,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000000,2021-12-01 14:31:52.000000,2021-11-30 22:06:03.000000,586,110.0,421.0,3371.0,,A PyTorch-based Speech Toolkit.,141.0,23,True,2021-09-11 22:34:16.000000,0.5.10,9.0,speechbrain,,['pytorch'],,5248.0,94.0,94.0,https://pypi.org/project/speechbrain,2021-09-11 22:35:26.000000,0.0,5248.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Stable Baselines,hill-a/stable-baselines,,reinforcement-learning,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32.000000,650,128.0,796.0,3364.0,838.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,23,True,2021-04-06 12:37:09.000000,2.10.2,31.0,stable-baselines,,,,7791.0,50.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000000,50.0,7791.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PaddleSeg,PaddlePaddle/PaddleSeg,,image,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000000,2021-12-02 09:17:50.000000,2021-12-02 04:54:20.000000,735,374.0,405.0,3270.0,,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks..",58.0,23,True,2021-10-13 06:47:17.000000,2.3.0,13.0,paddleseg,,['paddle'],,811.0,402.0,402.0,https://pypi.org/project/paddleseg,2021-10-13 06:47:17.000000,0.0,811.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Image Super-Resolution,idealo/image-super-resolution,,image,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000000,2021-11-02 15:48:01.000000,2021-06-02 09:45:13.000000,571,79.0,108.0,3263.0,150.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,23,True,2020-01-08 15:37:35.000000,2.2.0,11.0,ISR,,['tensorflow'],,4182.0,74.0,66.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000000,8.0,4177.0,,,,3.0,,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,188.0,,,,,,,,,,,,,,,,,,,,
430,Chartify,spotify/chartify,,data-viz,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000000,2021-09-17 06:10:10.000000,2021-02-05 18:49:02.000000,269,40.0,31.0,3042.0,195.0,Python library that makes it easy for data scientists to create charts.,21.0,23,True,2020-11-02 22:14:08.000000,3.0.3,16.0,chartify,conda-forge/chartify,,,1989.0,65.0,60.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000000,5.0,1528.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628000,17087.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
431,FinRL,AI4Finance-LLC/FinRL,,reinforcement-learning,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000000,2021-12-02 06:25:26.000000,2021-12-02 06:25:26.000000,787,97.0,142.0,2935.0,1230.0,FinRL: Financial Reinforcement Learning Framework.,47.0,23,True,2021-09-05 12:46:17.000000,0.3.1,5.0,finrl,,,,210.0,7.0,7.0,https://pypi.org/project/finrl,2021-09-05 12:46:17.000000,,210.0,,,,3.0,,,,,,,,,,,,,,,,AI4Finance-Foundation/FinRL,,,,,,,,,,
432,MMLSpark,Azure/mmlspark,,distributed-ml,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000000,2021-12-02 09:20:50.000000,2021-12-02 09:12:02.000000,580,186.0,271.0,2844.0,986.0,Simple and Distributed Machine Learning.,76.0,23,True,2021-11-16 05:19:37.000000,0.9.4,22.0,mmlspark,,['spark'],,40430.0,,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000000,,40430.0,,,,3.0,,,,,,,,,,,,,,,,microsoft/SynapseML,,,,,,,,,,
433,layout-parser,Layout-Parser/layout-parser,,image,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000000,2021-11-25 05:39:12.000000,2021-09-23 16:39:47.000000,239,35.0,31.0,2656.0,166.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,5.0,23,True,2021-09-23 17:37:22.000000,0.3.2,9.0,layoutparser,,,,3008.0,30.0,30.0,https://pypi.org/project/layoutparser,2021-09-23 17:37:22.000000,0.0,3008.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
434,ART,Trusted-AI/adversarial-robustness-toolbox,,adversarial,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000000,2021-12-02 14:19:30.000000,2021-12-01 19:57:58.000000,723,69.0,537.0,2600.0,,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",87.0,23,True,2021-10-15 15:52:28.000000,1.8.1,36.0,adversarial-robustness-toolbox,,,,4372.0,170.0,170.0,https://pypi.org/project/adversarial-robustness-toolbox,2021-10-15 15:41:12.000000,0.0,4372.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
435,tensorflow-graphics,tensorflow/graphics,,image,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000000,2021-12-01 23:46:16.000000,2021-11-30 17:42:36.000000,324,129.0,88.0,2560.0,738.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,34.0,23,True,2021-10-21 20:42:30.000000,2021.10.21,23.0,tensorflow-graphics,,['tensorflow'],,2140.0,6.0,,https://pypi.org/project/tensorflow-graphics,2021-10-21 20:42:30.000000,6.0,2140.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
436,TF Ranking,tensorflow/ranking,,recommender-systems,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000000,2021-11-22 21:37:02.000000,2021-11-22 21:36:59.000000,406,42.0,231.0,2352.0,442.0,Learning to Rank in TensorFlow.,25.0,23,True,2021-11-16 23:49:54.000000,0.5.0,19.0,tensorflow_ranking,,['tensorflow'],,30291.0,2.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000000,2.0,30291.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
437,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-12-02 01:11:39.000000,2021-12-02 01:11:39.000000,475,273.0,419.0,2286.0,816.0,Probabilistic time series modeling in Python.,79.0,23,True,2021-08-12 10:05:38.000000,0.8.1,43.0,gluonts,,['mxnet'],,57784.0,0.0,,https://pypi.org/project/gluonts,2021-11-11 15:18:16.000000,0.0,57784.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
438,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2021-08-22 16:33:38.000000,2021-07-10 15:56:42.000000,242,18.0,49.0,1994.0,447.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,23,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,['pytorch'],,6767.0,327.0,309.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,6767.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,218,81.0,65.0,1930.0,118.0,Open source time series library for Python.,6.0,23,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,17538.0,235.0,205.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,30.0,17538.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
440,textacy,chartbeat-labs/textacy,,nlp,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000000,2021-12-01 02:51:26.000000,2021-11-14 17:15:43.000000,232,31.0,215.0,1818.0,,"NLP, before and after spaCy.",31.0,23,True,2021-04-12 15:49:48.000000,0.11.0,30.0,textacy,conda-forge/textacy,,,36094.0,154.0,,https://pypi.org/project/textacy,2021-04-12 15:49:48.000000,154.0,34258.0,https://anaconda.org/conda-forge/textacy,2021-04-13 18:57:20.207000,101015.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
441,HyperTools,ContextLab/hypertools,,data-viz,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000000,2021-07-19 16:15:16.000000,2021-07-19 16:15:16.000000,155,67.0,122.0,1674.0,1599.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,23,True,2021-06-15 19:22:37.000000,0.7.0,20.0,hypertools,,,8.0,833.0,164.0,155.0,https://pypi.org/project/hypertools,2021-06-15 19:22:37.000000,9.0,833.0,,,,3.0,,,,,,,-2.0,,,,,,,,,,,,,,,,,,,
442,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,,data-viz,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00.000000,200,37.0,21.0,1658.0,113.0,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,23,False,2017-11-08 13:32:20.000000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,['pytorch'],,5396.0,290.0,262.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000000,28.0,5086.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512000,11487.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
443,checklist,marcotcr/checklist,,interpretability,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000000,2021-11-23 19:38:48.000000,2021-09-28 21:55:38.000000,142,12.0,75.0,1530.0,247.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,23,True,2021-05-24 16:45:59.000000,0.0.11,10.0,checklist,,['jupyter'],,11756.0,55.0,51.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000000,4.0,11756.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
444,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-12-02 15:32:50.000000,2021-12-02 10:08:15.000000,215,138.0,226.0,1528.0,1083.0,Time series forecasting with PyTorch.,24.0,23,True,2021-11-29 19:55:05.000000,0.9.2,29.0,pytorch-forecasting,,,,14150.0,0.0,,https://pypi.org/project/pytorch-forecasting,2021-11-29 19:55:05.000000,0.0,14150.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
445,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-12-02 15:32:40.000000,2021-12-02 15:32:40.000000,135,55.0,193.0,1524.0,,PyTorch extensions for high performance and large scale training.,50.0,23,True,2021-11-18 22:57:34.000000,0.4.3,25.0,fairscale,,['pytorch'],,32214.0,108.0,108.0,https://pypi.org/project/fairscale,2021-11-18 22:49:54.000000,0.0,32214.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
446,TensorFlow Privacy,tensorflow/privacy,,privacy-ml,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000000,2021-12-01 23:06:32.000000,2021-12-01 23:06:31.000000,324,62.0,83.0,1519.0,554.0,Library for training machine learning models with privacy for training data.,43.0,23,True,2021-09-01 02:54:34.000000,0.7.3,17.0,tensorflow-privacy,,['tensorflow'],59.0,15989.0,2.0,,https://pypi.org/project/tensorflow-privacy,2021-09-01 02:54:34.000000,2.0,15987.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
447,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-11-29 10:05:36.000000,2021-01-07 09:40:40.000000,226,62.0,53.0,1495.0,648.0,A modular active learning framework for Python.,14.0,23,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,['sklearn'],19.0,1605.0,115.0,107.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,1605.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
448,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,sklearn-utils,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2021-11-13 15:37:21.493000,2021-06-15 21:53:37.000000,193,50.0,40.0,1493.0,728.0,"Large-scale linear classification, regression and ranking in Python.",17.0,23,True,2021-06-16 21:04:08.000000,0.6.1,10.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,['sklearn'],100.0,3978.0,106.0,96.0,https://pypi.org/project/sklearn-contrib-lightning,2021-06-15 21:53:28.000000,10.0,1517.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493000,158946.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
449,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-11-10 16:43:45.000000,2021-03-10 15:44:00.000000,123,95.0,108.0,1475.0,978.0,Extract Transform Load for Python 3.5+.,37.0,23,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,,3856.0,178.0,126.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,52.0,3856.0,,,,3.0,http://docs.bonobo-project.org/en/master/,,,,,,,,,,,,,,,,,,,,,,,,,
450,Karate Club,benedekrozemberczki/karateclub,,graph,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000000,2021-11-21 17:31:34.000000,2021-11-21 17:31:16.000000,170,,64.0,1446.0,2202.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,13.0,23,False,2021-09-29 21:05:51.000000,_10202,101.0,karateclub,,,,3321.0,63.0,63.0,https://pypi.org/project/karateclub,2021-09-29 21:00:31.000000,0.0,3321.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
451,streamparse,Parsely/streamparse,,data-pipelines,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000000,2021-06-21 22:49:33.000000,2020-12-18 18:43:59.000000,219,69.0,263.0,1445.0,1059.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",41.0,23,True,2020-10-07 19:53:15.000000,4.0.0,47.0,streamparse,,,,3135.0,103.0,51.0,https://pypi.org/project/streamparse,2020-10-07 19:45:19.000000,52.0,3135.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
452,fklearn,nubank/fklearn,,ml-frameworks,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000000,2021-12-02 13:22:02.000000,2021-11-17 18:18:12.000000,150,19.0,21.0,1358.0,128.0,fklearn: Functional Machine Learning.,40.0,23,True,2021-10-29 18:26:34.000000,1.23.0,22.0,fklearn,,,,2408.0,10.0,10.0,https://pypi.org/project/fklearn,2021-10-29 18:26:34.000000,,2408.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
453,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,188,30.0,35.0,1354.0,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,23,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,['pytorch'],,9761.0,50.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,9761.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
454,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2021-10-20 05:09:03.000000,2021-10-20 05:09:03.000000,239,205.0,798.0,1348.0,1217.0,A toolkit for reproducible reinforcement learning research.,78.0,23,True,2021-03-23 22:18:36.000000,2021.3.0,21.0,garage,,['tensorflow'],,776.0,21.0,21.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000000,0.0,776.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
455,lightning-flash,PyTorchLightning/lightning-flash,,pytorch-utils,https://github.com/PyTorchLightning/lightning-flash,https://github.com/PyTorchLightning/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000000,2021-12-02 14:38:07.000000,2021-12-02 14:09:03.000000,126,89.0,294.0,1291.0,711.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,56.0,23,True,2021-11-05 15:01:01.000000,0.5.2,27.0,lightning-flash,,['pytorch'],,1995.0,35.0,35.0,https://pypi.org/project/lightning-flash,2021-11-05 15:01:01.000000,0.0,1995.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
456,bt,pmorissette/bt,,financial-data,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000000,2021-05-15 18:58:08.000000,2021-05-15 18:58:08.000000,290,46.0,221.0,1227.0,438.0,bt - flexible backtesting for Python.,24.0,23,True,2021-04-21 02:52:26.000000,0.2.9,25.0,bt,,,,7272.0,123.0,83.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000000,40.0,7272.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
457,arq,samuelcolvin/arq,,data-pipelines,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000000,2021-12-01 08:00:32.000000,2021-10-15 19:26:51.000000,83,31.0,90.0,1016.0,314.0,Fast job queuing and RPC in python with asyncio and redis.,32.0,23,True,2021-09-02 12:45:02.000000,0.22,55.0,arq,,,,10871.0,126.0,118.0,https://pypi.org/project/arq,2021-09-02 12:46:58.000000,8.0,10871.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
458,alibi-detect,SeldonIO/alibi-detect,,others,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000000,2021-12-02 11:02:33.000000,2021-12-02 11:02:33.000000,103,71.0,114.0,967.0,430.0,"Algorithms for outlier, adversarial and drift detection.",13.0,23,True,2021-10-29 10:56:10.000000,0.7.3,18.0,alibi-detect,,,,11755.0,48.0,46.0,https://pypi.org/project/alibi-detect,2021-10-29 10:53:12.000000,2.0,11755.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
459,minisom,JustGlowing/minisom,,others,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000000,2021-11-30 08:40:18.000000,2021-11-30 08:40:06.000000,305,10.0,83.0,966.0,460.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,23.0,23,False,2021-04-24 17:22:39.000000,2.2.9,1.0,minisom,,,,11734.0,215.0,207.0,https://pypi.org/project/minisom,2021-04-24 17:21:29.000000,8.0,11734.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
