,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
402,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2025-03-25 16:00:24.929000,2024-11-22 14:04:30,811.0,,149.0,37.0,215.0,120.0,152.0,1255.0,Real-time stream processing for python.,49.0,28,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,590.0,533.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,57.0,15690.0,48548.0,https://anaconda.org/conda-forge/streamz,2025-03-25 16:00:24.929,1840059.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
403,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2025-03-25 16:01:02.191000,2024-02-08 16:58:25,2080.0,,250.0,39.0,39.0,76.0,591.0,1183.0,"pyclustering is a Python, C++ data mining library.",26.0,28,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,850.0,818.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,32.0,29508.0,31835.0,https://anaconda.org/conda-forge/pyclustering,2025-03-25 16:01:02.191,130001.0,,,,,3.0,666.0,,,,,,,,,,,,,,,,,,,
404,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2025-03-25 16:00:53.407000,2025-02-25 15:30:23,838.0,4.0,134.0,28.0,447.0,88.0,348.0,1141.0,BAyesian Model-Building Interface (Bambi) in Python.,47.0,28,True,2024-12-21 18:08:46.000,0.15.0,30.0,bambi,conda-forge/bambi,,,,198.0,184.0,https://pypi.org/project/bambi,2024-12-21 18:08:46.000,14.0,36051.0,36954.0,https://anaconda.org/conda-forge/bambi,2025-03-25 16:00:53.407,46076.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
405,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2025-03-27 13:57:14.000000,2025-02-19 14:28:48,2077.0,3.0,233.0,40.0,639.0,109.0,484.0,1137.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,43.0,28,False,2025-03-20 15:27:01.000,2.3.1,51.0,smac,conda-forge/smac,,,,53.0,,https://pypi.org/project/smac,2025-03-20 15:27:01.000,53.0,16284.0,16913.0,https://anaconda.org/conda-forge/smac,2025-03-25 16:01:39.042,30213.0,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,
406,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2025-03-25 16:00:05.080000,2023-02-20 00:24:10,1723.0,,192.0,40.0,176.0,73.0,174.0,963.0,A Jupyter - Three.js bridge.,30.0,28,False,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],96.0,,https://pypi.org/project/pythreejs,2023-02-20 00:24:01.104,82.0,68608.0,82005.0,https://anaconda.org/conda-forge/pythreejs,2025-03-25 16:00:05.080,648623.0,,,,,3.0,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,14.0,1159.0,,,,,,,,,,,,,
407,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2025-03-25 16:00:48.820000,2025-02-27 06:06:49,1384.0,4.0,150.0,25.0,495.0,25.0,139.0,939.0,A Comparative Framework for Multimodal Recommender Systems.,24.0,28,True,2024-12-24 18:14:45.000,2.3.0,60.0,cornac,conda-forge/cornac,,,,290.0,272.0,https://pypi.org/project/cornac,2024-12-24 07:20:48.000,18.0,35997.0,49701.0,https://anaconda.org/conda-forge/cornac,2025-03-25 16:00:48.820,781138.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
408,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2025-03-25 16:00:50.102000,2024-11-10 14:49:37,681.0,,107.0,13.0,100.0,73.0,67.0,916.0,A Python nearest neighbor descent for approximate nearest neighbors.,29.0,28,True,2024-06-17 15:48:31.000,0.5.13,32.0,pynndescent,conda-forge/pynndescent,,,,10459.0,10303.0,https://pypi.org/project/pynndescent,2024-06-17 15:48:31.000,156.0,2071431.0,2111536.0,https://anaconda.org/conda-forge/pynndescent,2025-03-25 16:00:50.102,2245927.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
409,SALib,SALib/SALib,probabilistics,,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000,2025-03-25 16:00:12.934000,2025-01-06 12:55:27,1968.0,2.0,240.0,20.0,305.0,54.0,287.0,914.0,"Sensitivity Analysis Library in Python. Contains Sobol, Morris, FAST, and other methods.",50.0,28,True,2024-08-19 16:35:23.000,1.5.1,49.0,salib,conda-forge/salib,,,,1597.0,1470.0,https://pypi.org/project/salib,2024-08-19 16:35:23.000,127.0,245727.0,249693.0,https://anaconda.org/conda-forge/salib,2025-03-25 16:00:12.934,210228.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
410,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2025-01-18 18:58:45.000000,2024-12-01 02:03:32,3719.0,,332.0,64.0,691.0,39.0,537.0,846.0,The Classical Language Toolkit.,121.0,28,True,2024-12-01 02:04:06.000,1.4.0,218.0,cltk,,,,,308.0,291.0,https://pypi.org/project/cltk,2024-12-01 02:04:06.000,17.0,3631.0,3631.0,,,,,,,,2.0,115.0,,,,,,,,,,,,,,,,,,,
411,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2025-03-25 16:02:09.015000,2025-03-12 12:05:49,650.0,12.0,166.0,30.0,243.0,3.0,106.0,667.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,37.0,28,True,2025-02-12 12:43:47.000,0.8,14.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],469.0,441.0,https://pypi.org/project/pyriemann,2025-02-12 12:44:20.000,28.0,78811.0,79157.0,https://anaconda.org/conda-forge/pyriemann,2025-03-25 16:02:09.015,11447.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
412,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2025-03-25 16:00:32.346000,2025-03-14 07:21:38,872.0,4.0,77.0,25.0,425.0,111.0,242.0,610.0,"Simple, concise geographical visualization in Python.",33.0,28,True,2024-12-18 08:38:32.000,1.14.0,71.0,geoviews,conda-forge/geoviews,,,,1294.0,1231.0,https://pypi.org/project/geoviews,2024-12-17 11:40:57.000,63.0,17048.0,22358.0,https://anaconda.org/conda-forge/geoviews,2025-03-25 16:00:32.346,286786.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
413,PyStan,stan-dev/pystan,probabilistics,,https://github.com/stan-dev/pystan,https://github.com/stan-dev/pystan,ISC,2017-03-06 19:56:42.094,2025-03-25 16:00:16.461000,2024-07-03 17:02:18,237.0,,60.0,14.0,207.0,12.0,187.0,349.0,"PyStan, a Python interface to Stan, a platform for statistical modeling. Documentation: https://pystan.readthedocs.io.",14.0,28,True,2024-07-03 17:04:15.000,3.10.0,73.0,pystan,conda-forge/pystan,,,,10482.0,10321.0,https://pypi.org/project/pystan,2024-07-03 17:04:15.000,161.0,683259.0,714402.0,https://anaconda.org/conda-forge/pystan,2025-03-25 16:00:16.461,2989770.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
414,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2025-01-06 17:34:06.000000,2025-01-06 17:34:05,104.0,2.0,1883.0,208.0,77.0,116.0,41.0,11082.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,34.0,27,True,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,16.0,2.0,https://pypi.org/project/english-words,2023-05-24 15:11:00.531,14.0,117944.0,117944.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
415,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2024-11-04 14:34:30.000000,2024-11-04 14:34:28,348.0,,1377.0,420.0,51.0,105.0,88.0,10680.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2024-10-31 13:26:46.000,4.1.2,50.0,dopamine-rl,,,,['tensorflow'],31.0,21.0,https://pypi.org/project/dopamine-rl,2024-10-31 13:26:46.000,10.0,29237.0,29237.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
416,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2025-03-25 16:00:59.209000,,,,892.0,,,661.0,,10038.0,NumPy & SciPy for GPU.,336.0,27,True,2025-03-21 07:26:13.000,13.4.1,143.0,cupy,conda-forge/cupy,cupy/cupy,,,338.0,,https://pypi.org/project/cupy,2025-03-21 07:26:13.000,338.0,38734.0,143271.0,https://anaconda.org/conda-forge/cupy,2025-03-25 16:00:59.209,6017498.0,https://hub.docker.com/r/cupy/cupy,2025-03-21 07:30:32.974779,13.0,78850.0,3.0,,,,,,,,,,,,,,,,,,,,
417,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1529.0,131.0,51.0,163.0,141.0,8056.0,A PyTorch implementation of EfficientNet.,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],73.0,1.0,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,72.0,182874.0,260614.0,,,,,,,,2.0,4664405.0,,,,,,,,,,,,,,,,,,,
418,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:58:01.158000,2023-05-24 15:56:22,277.0,,886.0,267.0,98.0,82.0,81.0,7365.0,Visualizations for machine learning datasets.,31.0,27,False,2023-05-24 15:58:01.158,1.1.1,9.0,facets-overview,,,,['jupyter'],306.0,298.0,https://pypi.org/project/facets-overview,2023-05-24 15:58:01.158,8.0,40893.0,40893.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1610.0,454.0,699.0,36.0,441.0,7344.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,11.0,2111.0,2136.0,,,,,,,,2.0,2608.0,,,,,,,,,,,,,,,,,,,
420,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1357.0,349.0,14.0,42.0,66.0,6519.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1613.0,1605.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,8.0,41731.0,41731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
421,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2025-03-25 16:01:13.695000,2020-05-03 07:13:22,108.0,,603.0,141.0,31.0,69.0,55.0,5641.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,27,False,,,18.0,flashtext,conda-forge/flashtext,,,,1989.0,1933.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,56.0,1703585.0,1703956.0,https://anaconda.org/conda-forge/flashtext,2025-03-25 16:01:13.695,20821.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
422,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1364.0,198.0,158.0,49.0,227.0,5542.0,Deep Reinforcement Learning for Keras.,41.0,27,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],820.0,814.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,6.0,875.0,875.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
423,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,122.0,64.0,136.0,74.0,5103.0,Image augmentation library in Python for machine learning.,23.0,27,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,902.0,890.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,10954.0,10954.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2025-03-25 16:01:40.847000,2024-06-09 21:29:43,1062.0,,1021.0,246.0,218.0,52.0,204.0,4902.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,27,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,69.0,68.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,1923.0,2022.0,https://anaconda.org/conda-forge/tensortrade,2025-03-25 16:01:40.847,4659.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2024-03-18 16:23:03.000000,2018-07-25 01:28:08,1796.0,,780.0,270.0,438.0,221.0,329.0,4837.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],338.0,336.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,2.0,965.0,965.0,,,,,,,,3.0,25.0,,,,,,,,,,,,,,,,,,,
426,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2024-08-02 08:16:49.000000,2024-08-02 08:16:49,252.0,,945.0,52.0,57.0,77.0,109.0,4781.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,18.0,27,True,2024-04-29 17:50:14.000,2.6.0,33.0,facenet-pytorch,,,,['pytorch'],3122.0,3071.0,https://pypi.org/project/facenet-pytorch,2024-04-29 17:50:14.000,51.0,95387.0,120963.0,,,,,,,,3.0,1636875.0,,,,,,,,,,,,,,,,,,,
427,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2024-11-27 09:38:10.000000,2024-11-27 09:38:09,1139.0,,749.0,58.0,1015.0,187.0,743.0,4480.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",90.0,27,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,,['pytorch'],216.0,212.0,https://pypi.org/project/mmocr,2022-05-05 14:21:18.000,4.0,5492.0,5492.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,NeuralProphet,ourownstory/neural_prophet,time-series-data,,https://github.com/ourownstory/neural_prophet,https://github.com/ourownstory/neural_prophet,MIT,2020-05-04 05:12:43.000,2025-01-08 20:48:50.000000,2024-09-13 01:42:25,1464.0,,490.0,58.0,829.0,64.0,498.0,4032.0,NeuralProphet: A simple forecasting package.,56.0,27,True,2024-06-21 07:42:22.000,0.9.0,36.0,neuralprophet,,,,['pytorch'],8.0,,https://pypi.org/project/neuralprophet,2024-06-26 23:51:51.000,8.0,89186.0,89186.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
429,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2025-03-25 16:01:01.958000,2023-04-27 20:08:56,632.0,,964.0,277.0,226.0,13.0,356.0,3875.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,False,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,92143.0,92579.0,https://anaconda.org/conda-forge/tensorflowonspark,2025-03-25 16:01:01.958,27501.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2025-03-25 16:28:44.170000,2025-02-24 07:16:40,4388.0,27.0,647.0,42.0,1027.0,307.0,717.0,3664.0,"A unified, comprehensive and efficient recommendation library.",79.0,27,True,2025-02-24 03:08:28.000,1.2.1,11.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2025-02-24 03:08:28.000,2.0,39591.0,39740.0,https://anaconda.org/aibox/recbole,2025-03-25 16:28:44.170,7793.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
431,Acme,deepmind/acme,reinforcement-learning,,https://github.com/google-deepmind/acme,https://github.com/google-deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2025-03-25 16:01:30.282000,2025-01-14 18:04:44,1207.0,1.0,451.0,82.0,55.0,63.0,205.0,3622.0,A library of reinforcement learning components and agents.,86.0,27,True,2022-02-10 06:52:27.000,0.4.0,15.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],235.0,232.0,https://pypi.org/project/dm-acme,2022-02-10 06:52:27.000,3.0,1845.0,2073.0,https://anaconda.org/conda-forge/dm-acme,2025-03-25 16:01:30.282,11868.0,,,,,2.0,,google-deepmind/acme,,,,,,,,,,,,,,,,,,
432,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2025-03-26 11:55:23.000000,2024-12-20 21:19:02,1587.0,,357.0,67.0,1465.0,118.0,88.0,3529.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,38.0,27,True,2024-12-20 21:57:28.000,1.3.1,20.0,lit-nlp,conda-forge/lit-nlp,,,,46.0,43.0,https://pypi.org/project/lit-nlp,2024-12-20 21:27:54.000,3.0,5705.0,7743.0,https://anaconda.org/conda-forge/lit-nlp,2025-03-25 16:01:19.981,110060.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
433,pomegranate,jmschrei/pomegranate,probabilistics,,https://github.com/jmschrei/pomegranate,https://github.com/jmschrei/pomegranate,MIT,2014-11-24 18:36:58.000,2025-03-25 16:00:51.496000,2025-02-07 18:03:57,996.0,1.0,590.0,93.0,343.0,29.0,763.0,3424.0,"Fast, flexible and easy to use probabilistic modelling in Python.",75.0,27,True,2025-02-07 18:05:56.000,1.1.2,78.0,pomegranate,conda-forge/pomegranate,,,,67.0,,https://pypi.org/project/pomegranate,2025-02-07 18:05:56.000,67.0,21069.0,24532.0,https://anaconda.org/conda-forge/pomegranate,2025-03-25 16:00:51.496,200887.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
434,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2025-03-25 16:01:40.852000,2023-06-20 03:14:12,435.0,,300.0,31.0,477.0,54.0,30.0,3096.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,27,False,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],86.0,,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,86.0,135328.0,135616.0,https://anaconda.org/conda-forge/torch-optimizer,2025-03-25 16:01:40.852,13566.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
435,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2025-03-25 16:00:22.285000,2023-12-19 18:37:18,17589.0,,1050.0,213.0,3649.0,429.0,1111.0,3039.0,Unified and efficient Machine Learning.,248.0,27,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1758.0,https://anaconda.org/conda-forge/shogun,2025-03-25 16:00:22.285,160951.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1534.0,3.0,,,,,,,,4.0,,shogun,,,,,,,,,,
436,Sweetviz,fbdesignpro/sweetviz,data-viz,,https://github.com/fbdesignpro/sweetviz,https://github.com/fbdesignpro/sweetviz,MIT,2020-05-09 15:25:47.000,2025-03-25 16:01:35.894000,2023-11-29 13:26:08,135.0,,279.0,53.0,22.0,45.0,97.0,3001.0,"Visualize and compare datasets, target values and associations, with one line of code.",11.0,27,False,2023-11-29 13:30:45.000,2.3.1,35.0,sweetviz,conda-forge/sweetviz,,,,2955.0,2925.0,https://pypi.org/project/sweetviz,2023-11-29 13:27:52.000,30.0,70390.0,71219.0,https://anaconda.org/conda-forge/sweetviz,2025-03-25 16:01:35.894,40633.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
437,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2024-04-10 12:25:23.000000,2021-10-29 06:15:49,2535.0,,431.0,61.0,933.0,325.0,747.0,2991.0,StellarGraph - Machine Learning on Graphs.,40.0,27,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],304.0,293.0,https://pypi.org/project/stellargraph,2021-02-22 06:35:38.731,11.0,3484.0,3484.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
438,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2025-03-25 16:00:50.175000,2024-08-12 14:54:41,1058.0,,411.0,122.0,146.0,198.0,247.0,2698.0,PYthon svg GrAph plotting Library.,77.0,27,False,2024-08-12 14:55:21.000,3.0.5,81.0,pygal,conda-forge/pygal,,,,101.0,,https://pypi.org/project/pygal,2024-08-12 14:55:21.000,101.0,238567.0,242912.0,https://anaconda.org/conda-forge/pygal,2025-03-25 16:00:50.175,112987.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
439,EvaDB,georgia-tech-db/eva,ml-frameworks,,https://github.com/georgia-tech-db/evadb,https://github.com/georgia-tech-db/evadb,Apache-2.0,2018-09-10 02:26:03.000,2024-05-17 16:33:06.000000,2023-12-03 09:09:14,2415.0,,259.0,27.0,1132.0,78.0,224.0,2660.0,Database system for AI-powered apps.,72.0,27,False,2023-11-19 16:35:30.000,0.3.9,45.0,evadb,,,,['pytorch'],151.0,151.0,https://pypi.org/project/evadb,2023-11-19 16:35:24.000,,1263.0,14389.0,,,,,,,,3.0,420042.0,georgia-tech-db/evadb,,,,,,,,,,,,,,,,,,
440,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2025-03-25 16:01:21.194000,2024-12-10 03:08:33,438.0,,842.0,90.0,293.0,200.0,104.0,2552.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",73.0,27,True,2024-04-08 20:03:12.000,0.6.1,12.0,aif360,conda-forge/aif360,,,,642.0,610.0,https://pypi.org/project/aif360,2024-04-08 20:03:12.000,32.0,22484.0,22875.0,https://anaconda.org/conda-forge/aif360,2025-03-25 16:01:21.194,21131.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
441,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,318.0,61.0,38.0,97.0,160.0,2179.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,False,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],398.0,392.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,6.0,11694.0,11694.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
442,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2025-03-25 16:22:26.792000,2021-07-16 09:03:20,66.0,,463.0,38.0,43.0,64.0,58.0,2080.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,27,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],2605.0,2591.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,14.0,97489.0,101253.0,https://anaconda.org/anaconda/efficientnet,2025-03-25 16:22:26.792,592.0,,,,,3.0,262730.0,,,,,,,,,,,,,,,,,,,
