,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
453,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-07-13 19:21:39.000000,2021-12-20 23:24:01,1186.0,,140,22.0,551.0,18.0,207.0,382,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,10087.0,157.0,150.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,8877.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,47207.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
454,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-06-22 03:35:56.000000,2022-04-20 08:17:18,89.0,,1438,192.0,56.0,69.0,29.0,7328,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,25,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,12689.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,12689.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
455,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,964,185.0,323.0,327.0,287.0,5605,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,3574.0,682.0,85.0,82.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,619.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
456,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,570,139.0,30.0,54.0,52.0,5227,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,780421.0,852.0,821.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,779998.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,10152.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
457,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,721,140.0,43.0,127.0,93.0,4716,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,['tensorflow'],702.0,656.0,1023.0,1008.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,643.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
458,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-04-22 15:22:18.000000,2022-04-22 15:21:09,226.0,,730,127.0,33.0,40.0,135.0,4160,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2022-04-22 15:21:47.000,0.2.3,7.0,torchdiffeq,conda-forge/torchdiffeq,['pytorch'],,6906.0,299.0,279.0,https://pypi.org/project/torchdiffeq,2022-04-22 15:21:47.000,20.0,6672.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,6085.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
459,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-23 16:25:02.000000,2020-04-17 09:51:20,204.0,,902,98.0,58.0,219.0,258.0,3969,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,['tensorflow'],,42873.0,24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,42873.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
460,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-05-30 19:39:19.000000,2022-03-02 13:05:43,1042.0,,933,230.0,212.0,41.0,194.0,3907,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,25,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,474.0,37.0,36.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,385.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,1341.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
461,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-07-13 19:50:51.000000,2018-08-21 02:42:52,1156.0,,1230,346.0,56.0,45.0,84.0,3722,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,394.0,134.0,113.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,394.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
462,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,139.0,648.0,60.0,197.0,3677,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,2079.0,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,2079.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
463,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,281,84.0,65.0,41.0,31.0,3185,Python library that makes it easy for data scientists to create charts.,21.0,25,False,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,12852.0,68.0,63.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,12393.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,20236.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
464,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-05-06 21:01:07.000000,2022-04-05 20:55:12,181.0,,300,56.0,44.0,46.0,49.0,3104,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,6400.0,83.0,81.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,6400.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
465,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-07-05 15:22:12.000000,2022-07-05 15:19:13,165.0,3.0,410,88.0,76.0,55.0,137.0,3097,Generate embeddings from large-scale graph-structured data.,27.0,25,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,['pytorch'],132.0,235036.0,3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,235033.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
466,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342.0,2.0,528,109.0,70.0,193.0,114.0,3006,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,3318.0,2891.0,102.0,90.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,2828.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
467,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,633,71.0,25.0,114.0,101.0,2934,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,['tensorflow'],,2827.0,2020.0,1991.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,2827.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
468,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-07-15 17:27:15.000000,2022-07-15 17:25:45,159.0,21.0,270,51.0,70.0,65.0,78.0,2540,A deep learning library for video understanding research.,40.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,['pytorch'],,13980.0,5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,13980.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
469,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-05-26 16:35:40.000000,2020-03-16 04:26:47,75.0,,206,59.0,39.0,15.0,23.0,2466,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,12693.0,353.0,350.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,12403.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,9582.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
470,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,694,165.0,93.0,134.0,358.0,2353,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,25,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,582.0,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,582.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
471,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-07-13 23:28:41.000000,2022-05-16 16:44:22,457.0,5.0,248,62.0,299.0,24.0,113.0,2201,DDSP: Differentiable Digital Signal Processing.,31.0,25,True,2022-05-10 06:56:11.000,3.4.3,50.0,ddsp,conda-forge/ddsp,['tensorflow'],,3384.0,29.0,28.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,2935.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11228.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
472,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,250,56.0,56.0,18.0,49.0,2093,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,['pytorch'],,5166.0,423.0,406.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,5166.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
473,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,225,71.0,20.0,85.0,66.0,1976,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,133876.0,236.0,220.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,133876.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
474,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357.0,,251,52.0,11.0,17.0,73.0,1850,Beautiful visualizations of how language differs among document types.,12.0,25,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,3680.0,310.0,300.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,2591.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,64289.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
475,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-07-19 13:04:18.000000,2022-07-19 13:04:18,2236.0,30.0,210,39.0,20.0,1.0,84.0,1670,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,14.0,25,False,2022-06-04 20:12:40.000,_10300,104.0,karateclub,conda-forge/karateclub,,,2871.0,99.0,96.0,https://pypi.org/project/karateclub,2022-06-04 20:08:27.000,3.0,2428.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,10648.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
476,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2022-05-28 10:07:34.000000,2022-04-23 16:54:30,635.0,3.0,257,27.0,181.0,21.0,372.0,1535,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",22.0,25,True,2022-05-28 10:07:13.000,1.3,17.0,talos,,['tensorflow'],,751.0,153.0,146.0,https://pypi.org/project/talos,2022-05-28 10:07:34.000,7.0,751.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
477,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-07-21 01:06:35.000000,2022-05-20 06:22:46,1220.0,1.0,262,54.0,1310.0,205.0,805.0,1486,A toolkit for reproducible reinforcement learning research.,78.0,25,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,['tensorflow'],,226.0,48.0,46.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,226.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
478,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,389,90.0,165.0,102.0,224.0,1310,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,['tensorflow'],,1929.0,39.0,38.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,1929.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
479,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-06-16 08:52:20.000000,2022-06-16 08:52:20,381.0,1.0,134,22.0,69.0,37.0,26.0,1303,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,152930.0,239.0,228.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,152576.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,12414.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
480,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2022-07-15 12:56:16.000000,2022-07-15 12:56:08,641.0,141.0,350,36.0,10.0,2.0,117.0,1234,An Open Toolkit for Knowledge Graph Extraction and Construction.,11.0,25,True,2022-07-15 12:58:09.033,2.0.5,99.0,deepke,,['pytorch'],,1318.0,6.0,6.0,https://pypi.org/project/deepke,2022-07-05 13:58:17.000,,1318.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
481,sklearn-porter,nok/sklearn-porter,model-serialisation,,https://github.com/nok/sklearn-porter,https://github.com/nok/sklearn-porter,BSD-3-Clause,2016-06-22 22:21:34.000,2022-05-22 23:59:55.000000,2022-05-22 23:59:48,1219.0,17.0,159,33.0,21.0,42.0,34.0,1166,"Transpile trained scikit-learn estimators to C, Java, JavaScript and others.",12.0,25,True,2019-12-18 13:39:19.000,0.7.4,20.0,sklearn-porter,,['sklearn'],,312.0,44.0,43.0,https://pypi.org/project/sklearn-porter,2019-12-18 13:39:19.000,1.0,312.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
482,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,25.0,35.0,2.0,111.0,1088,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,['sklearn'],,14934.0,1239.0,1210.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,14934.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
483,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-06-27 04:57:47.000000,2022-03-10 02:03:55,598.0,,179,58.0,445.0,167.0,251.0,1027,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,25,True,2022-03-07 08:43:08.000,0.7.0,37.0,tf-encrypted,,['tensorflow'],,527.0,70.0,61.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,527.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
484,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2022-05-27 21:10:04.647000,2022-03-18 13:03:22,603.0,,120,25.0,107.0,4.0,100.0,1022,"Extensible, parallel implementations of t-SNE.",10.0,25,True,2022-03-18 13:55:30.000,0.6.2,23.0,opentsne,conda-forge/opentsne,,,18182.0,379.0,369.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,10.0,14721.0,https://anaconda.org/conda-forge/opentsne,2022-05-27 21:10:04.647,148829.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
485,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-06-16 04:41:19.000000,2022-06-05 14:34:32,435.0,6.0,88,16.0,275.0,22.0,219.0,841,Extra blocks for scikit-learn pipelines.,51.0,25,True,2022-06-05 14:36:08.000,0.6.12,38.0,scikit-lego,conda-forge/scikit-lego,['sklearn'],,17748.0,63.0,56.0,https://pypi.org/project/scikit-lego,2022-06-05 14:35:14.000,7.0,17093.0,https://anaconda.org/conda-forge/scikit-lego,2022-06-06 08:45:38.549,21621.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
486,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2022-07-18 22:41:39.538000,2022-07-18 14:58:30,134.0,3.0,119,28.0,16.0,5.0,53.0,829,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",12.0,25,True,2022-07-18 15:03:09.663,0.1.42,53.0,autoviz,conda-forge/autoviz,,,63275.0,223.0,217.0,https://pypi.org/project/autoviz,2022-06-17 13:38:21.000,6.0,62285.0,https://anaconda.org/conda-forge/autoviz,2022-07-18 22:41:39.538,10893.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
487,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2022-06-24 13:33:50.000000,2021-12-28 17:01:09,209.0,,144,21.0,22.0,39.0,69.0,826,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",12.0,25,True,2020-10-06 11:26:47.000,0.7.1,41.0,prince,conda-forge/prince-factor-analysis,['sklearn'],,66635.0,230.0,225.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000,5.0,66298.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,10799.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
488,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-07-06 20:00:45.000000,2022-07-05 14:45:54,680.0,28.0,87,29.0,283.0,46.0,219.0,807,BAyesian Model-Building Interface (Bambi) in Python.,26.0,25,True,2022-06-06 17:18:00.000,0.9.0,21.0,bambi,conda-forge/bambi,,,4995.0,35.0,32.0,https://pypi.org/project/bambi,2022-06-06 17:18:00.000,3.0,4697.0,https://anaconda.org/conda-forge/bambi,2022-06-07 14:46:23.212,10457.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
489,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2022-07-21 08:51:31.000000,2022-07-21 08:51:31,1339.0,127.0,249,53.0,307.0,160.0,183.0,670,Machine learning on FPGAs using HLS.,43.0,25,True,2021-11-12 12:26:50.000,0.6.0,10.0,hls4ml,conda-forge/hls4ml,"['tensorflow', 'pytorch']",,717.0,7.0,7.0,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,563.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,3392.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
490,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2022-07-21 13:59:35.000000,2022-07-19 14:36:43,217.0,86.0,53,35.0,232.0,41.0,53.0,618,Accelerate training and inference of Transformers with easy to use hardware optimization tools.,18.0,25,True,2022-07-12 12:32:17.000,1.3.0,15.0,optimum,conda-forge/optimum,,,24461.0,24.0,21.0,https://pypi.org/project/optimum,2022-06-13 16:24:55.000,3.0,23748.0,https://anaconda.org/conda-forge/optimum,2022-07-12 18:30:14.167,2141.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
491,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-06-17 13:31:41.000000,2022-06-17 13:31:40,1234.0,2.0,103,24.0,383.0,11.0,88.0,609,A Comparative Framework for Multimodal Recommender Systems.,14.0,25,True,2022-02-19 03:37:13.000,1.14.2,46.0,cornac,conda-forge/cornac,,,93255.0,130.0,115.0,https://pypi.org/project/cornac,2022-02-19 03:50:02.000,15.0,87167.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,231367.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
492,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-07-04 08:11:03.000000,2022-02-23 08:02:30,505.0,,72,16.0,172.0,68.0,103.0,458,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,25,True,2019-12-04 10:03:39.000,0.10.3post1,11.0,soundfile,anaconda/pysoundfile,,3585.0,1032479.0,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,1032444.0,https://anaconda.org/anaconda/pysoundfile,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,
493,pyvips,libvips/pyvips,image,,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000,2022-07-16 16:10:44.000000,2022-07-16 16:10:44,435.0,5.0,39,7.0,44.0,110.0,182.0,418,python binding for libvips using cffi.,13.0,25,True,2022-06-12 09:54:07.000,2.2.1,24.0,pyvips,conda-forge/pyvips,,,19639.0,382.0,342.0,https://pypi.org/project/pyvips,2022-06-12 09:54:07.000,40.0,18948.0,https://anaconda.org/conda-forge/pyvips,2022-04-18 19:06:05.882,24192.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
494,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-07-01 04:37:23.000000,2022-07-01 04:35:49,592.0,18.0,59,31.0,337.0,13.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,['jupyter'],,12504.0,84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,5746.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,493369.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
