,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
499,zenml,zenml-io/zenml,data-pipelines,,https://github.com/zenml-io/zenml,https://github.com/zenml-io/zenml,Apache-2.0,2020-11-19 09:25:46.000,2022-04-21 14:15:00.000000,2022-04-14 12:27:14,4423.0,315.0,135,31.0,443.0,10.0,59.0,1899,ZenML : MLOps framework to create reproducible pipelines. https://zenml.io.,30.0,25,True,2022-04-14 14:44:13.000,0.7.2,51.0,zenml,,,,,,,https://pypi.org/project/zenml,2022-04-14 13:22:54.000,,1044.0,1044.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357.0,1.0,251,54.0,11.0,17.0,68.0,1806,Beautiful visualizations of how language differs among document types.,12.0,25,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,,281.0,271.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,3560.0,4639.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,60465.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
501,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-04-21 13:48:19.000000,2021-09-28 21:55:38,247.0,,151,27.0,40.0,12.0,80.0,1636,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,12.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],119.0,116.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,3.0,24005.0,24185.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,2713.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
502,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2022-03-31 00:58:44.000000,2021-11-11 15:06:17,156.0,,165,46.0,47.0,16.0,88.0,1513,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,25,True,2021-11-11 15:15:32.000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",41.0,39.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,2.0,1220.0,1220.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
503,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-04-21 09:33:08.000000,2022-04-05 22:40:21,1876.0,45.0,224,39.0,63.0,7.0,90.0,1489,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,20.0,25,True,2022-04-04 19:21:59.000,0.52.0,44.0,torch-geometric-temporal,,,,['pytorch'],1.0,,https://pypi.org/project/torch-geometric-temporal,2022-04-04 19:20:07.000,1.0,1682.0,1682.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
504,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,390,90.0,165.0,102.0,224.0,1307,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],39.0,38.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,1.0,4006.0,4006.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
505,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2022-03-02 08:31:33.000000,2022-03-02 08:31:33,380.0,1.0,127,22.0,68.0,35.0,25.0,1234,A Python package for time series classification.,11.0,25,True,2021-10-31 13:51:09.000,0.12.0,18.0,pyts,conda-forge/pyts,,,,203.0,192.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,11.0,125939.0,126268.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850,10528.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
506,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-04-20 23:20:23.000000,2022-04-02 19:40:40,1240.0,15.0,148,14.0,30.0,21.0,145.0,1188,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,13.0,25,True,2022-04-02 19:42:24.000,0.3.8.2,81.0,explainerdashboard,conda-forge/explainerdashboard,,,,90.0,88.0,https://pypi.org/project/explainerdashboard,2022-04-02 19:53:01.000,2.0,24360.0,25296.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,14990.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
507,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-02-18 23:37:54.000000,2022-02-18 23:37:54,320.0,3.0,221,50.0,85.0,38.0,26.0,1097,Interpretability and explainability of data and machine learning models.,29.0,25,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,,46.0,45.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1427.0,1427.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
508,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,24.0,35.0,1.0,111.0,1057,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,25,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1194.0,1165.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,11643.0,11643.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
509,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-03-10 02:03:55.000000,2022-03-10 02:03:55,598.0,3.0,177,58.0,444.0,168.0,246.0,1004,A Framework for Encrypted Machine Learning in TensorFlow.,28.0,25,True,2022-03-07 08:43:08.000,0.7.0,37.0,tf-encrypted,,,,['tensorflow'],70.0,61.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,759.0,759.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,audiomentations,iver56/audiomentations,audio,,https://github.com/iver56/audiomentations,https://github.com/iver56/audiomentations,MIT,2019-02-12 16:36:24.000,2022-04-05 18:34:52.000000,2022-04-05 18:34:50,725.0,152.0,116,15.0,72.0,28.0,85.0,937,A Python library for audio data augmentation. Inspired by albumentations. Useful for machine learning.,21.0,25,True,2022-03-18 08:10:49.000,0.24.0,26.0,audiomentations,,,,,124.0,123.0,https://pypi.org/project/audiomentations,2022-03-18 08:10:49.000,1.0,4076.0,4076.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
511,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05,409.0,,294,32.0,290.0,16.0,195.0,912,A research toolkit for particle swarm optimization in Python.,43.0,25,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,172.0,166.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,6.0,32292.0,32292.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-01-26 19:41:50.000000,2022-01-06 15:08:19,1746.0,,151,38.0,251.0,54.0,201.0,886,Python audio and music signal processing library.,20.0,25,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,212.0,185.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,2787.0,2787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,AstroML,astroML/astroML,others,,https://github.com/astroML/astroML,https://github.com/astroML/astroML,BSD-2-Clause,2012-10-17 22:33:50.000,2022-03-29 04:15:06.000000,2022-03-29 03:15:28,562.0,12.0,281,95.0,114.0,62.0,88.0,814,"Machine learning, statistics, and data mining for astronomy and astrophysics.",30.0,25,True,2022-01-25 21:56:31.000,1.0.2,13.0,astroML,conda-forge/astroml,,,['sklearn'],33.0,,https://pypi.org/project/astroML,2022-03-01 20:02:01.000,33.0,1593.0,2096.0,https://anaconda.org/conda-forge/astroml,2022-03-02 04:14:21.434,28199.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-04-20 12:39:47.000000,2022-04-20 11:59:06,2629.0,96.0,111,21.0,492.0,120.0,264.0,807,A Python library for learning and evaluating knowledge graph embeddings.,25.0,25,True,2022-04-20 12:02:16.000,1.8.1,40.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-04-20 11:58:58.000,3.0,1053.0,1058.0,,,,,,,,2.0,116.0,,,,,,,,,,,,,,,,,,,
515,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-04-21 06:02:52.412000,2022-04-20 19:42:54,429.0,8.0,85,16.0,271.0,22.0,218.0,801,Extra blocks for scikit-learn pipelines.,50.0,25,True,2022-04-20 19:44:06.000,0.6.11,37.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],51.0,45.0,https://pypi.org/project/scikit-lego,2022-04-20 19:44:43.000,6.0,13551.0,14135.0,https://anaconda.org/conda-forge/scikit-lego,2022-04-21 06:02:52.412,17549.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
516,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2022-04-21 14:38:46.000000,2022-04-19 02:17:56,651.0,25.0,80,26.0,252.0,37.0,201.0,765,BAyesian Model-Building Interface (Bambi) in Python.,24.0,25,True,2022-01-15 01:38:30.000,0.7.1,19.0,bambi,conda-forge/bambi,,,,30.0,27.0,https://pypi.org/project/bambi,2022-01-15 01:38:30.000,3.0,3207.0,3435.0,https://anaconda.org/conda-forge/bambi,2022-01-18 20:23:31.895,7316.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2022-02-24 22:06:23.000000,2019-05-21 11:29:06,487.0,,140,35.0,62.0,79.0,94.0,739,A scikit-learn based module for multi-label et. al. classification.,15.0,25,False,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],731.0,713.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,18.0,71812.0,71812.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
518,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-03-11 23:25:33.000000,2019-09-02 19:02:38,1145.0,,152,33.0,23.0,32.0,234.0,707,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,141.0,129.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,3260.0,3260.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
519,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2022-04-21 09:26:10.000000,2022-04-19 07:18:31,2050.0,2.0,170,41.0,464.0,74.0,294.0,682,Sequential Model-based Algorithm Configuration.,38.0,25,False,2022-04-19 07:26:14.000,1.3.0,36.0,smac,conda-forge/smac,,,,35.0,,https://pypi.org/project/smac,2022-04-19 07:25:20.000,35.0,32210.0,32406.0,https://anaconda.org/conda-forge/smac,2021-10-21 10:00:48.137,2558.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
520,icevision,airctic/icevision,image,,https://github.com/airctic/icevision,https://github.com/airctic/icevision,Apache-2.0,2020-05-04 01:57:02.000,2022-04-10 13:59:28.000000,2022-04-10 13:54:57,1217.0,22.0,93,21.0,559.0,136.0,497.0,666,"An Agnostic Computer Vision Framework - Pluggable to any Training Library: Fastai, Pytorch-Lightning with more to come.",38.0,25,True,2022-02-10 15:53:08.000,0.12.0,41.0,icevision,,,,,5.0,,https://pypi.org/project/icevision,2022-02-10 15:54:11.000,5.0,3412.0,3412.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
521,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2022-02-19 07:51:09.542000,2022-02-19 03:16:53,1232.0,2.0,90,23.0,381.0,4.0,88.0,569,A Comparative Framework for Multimodal Recommender Systems.,13.0,25,True,2022-02-19 03:37:13.000,1.14.2,46.0,cornac,conda-forge/cornac,,,,113.0,98.0,https://pypi.org/project/cornac,2022-02-19 03:50:02.000,15.0,78184.0,84203.0,https://anaconda.org/conda-forge/cornac,2022-02-19 07:51:09.542,210690.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
522,python-soundfile,bastibe/python-soundfile,audio,,https://github.com/bastibe/python-soundfile,https://github.com/bastibe/python-soundfile,BSD-3-Clause,2013-08-27 13:36:52.000,2022-04-02 05:34:39.000000,2022-02-23 08:02:30,505.0,3.0,67,16.0,170.0,66.0,101.0,445,"SoundFile is an audio library based on libsndfile, CFFI, and NumPy.",24.0,25,True,2019-12-04 10:03:39.000,0.10.3post1,9.0,soundfile,anaconda/pysoundfile,,,,539.0,,https://pypi.org/project/soundfile,2019-11-27 12:16:19.000,539.0,1108777.0,1108808.0,https://anaconda.org/anaconda/pysoundfile,,,,,,,3.0,3098.0,,,,,,,,,,,,,,,,,,,
523,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2022-02-11 17:17:32.393000,2022-02-11 07:59:35,77.0,5.0,67,8.0,17.0,12.0,11.0,434,Find pyspark to make it importable.,15.0,25,True,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],2518.0,2382.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,136.0,2178186.0,2187170.0,https://anaconda.org/conda-forge/findspark,2022-02-11 17:17:32.393,628887.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
524,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-04-11 13:53:03.000000,2021-12-20 23:24:01,1186.0,,131,21.0,542.0,18.0,207.0,351,A package built to support working with spatial data using open source python.,40.0,25,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,144.0,137.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,6737.0,7911.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,42275.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2022-04-01 02:48:22.000000,2022-04-01 02:46:38,574.0,21.0,59,30.0,319.0,12.0,82.0,330,IPython/Jupyter notebook module for Vega and Vega-Lite.,11.0,25,True,2022-02-10 02:01:39.000,3.6.0,39.0,vega,conda-forge/vega,,,['jupyter'],84.0,,https://pypi.org/project/vega,2022-02-10 02:01:39.000,84.0,7249.0,14049.0,https://anaconda.org/conda-forge/vega,2022-02-10 13:26:24.004,476057.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
526,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2021-12-17 04:03:09.000000,2020-07-14 02:41:10,174.0,,716,140.0,41.0,123.0,90.0,4677,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1002.0,987.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,481.0,494.0,,,,,,,,3.0,664.0,,,,,,,,,,,,,,,,,,,
527,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-01-17 20:17:27.000000,2022-01-17 20:15:35,225.0,,701,127.0,33.0,36.0,133.0,4040,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,24,True,2021-06-02 23:04:51.000,0.2.2,6.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],244.0,238.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000,6.0,7456.0,7666.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,4838.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
528,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2022-04-21 13:35:46.000000,2022-04-21 07:22:48,2451.0,140.0,476,82.0,2693.0,167.0,968.0,3802,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,71.0,24,True,2022-03-24 12:07:20.000,1.12.0,51.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
529,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-01-04 21:11:23.000000,2020-04-17 09:51:20,204.0,,891,96.0,56.0,215.0,256.0,3800,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,24,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,48920.0,48920.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
530,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,908,178.0,385.0,32.0,429.0,3636,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,True,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,,['tensorflow'],10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,115.0,115.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
531,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-04-21 02:57:37.000000,2022-04-19 22:21:56,1104.0,78.0,638,133.0,949.0,231.0,323.0,3270,Simple and Distributed Machine Learning.,87.0,24,True,2022-01-12 22:42:34.000,0.9.5,23.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,7.0,7.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
532,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,281,84.0,65.0,41.0,31.0,3131,Python library that makes it easy for data scientists to create charts.,21.0,24,False,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,,67.0,62.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,1787.0,2239.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,18537.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
533,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-04-04 20:19:08.000000,2022-04-04 20:19:03,753.0,6.0,338,89.0,525.0,131.0,90.0,2610,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,36.0,24,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,3297.0,3297.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
534,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-03-07 13:08:05.000000,2022-01-28 17:30:19,1842.0,1.0,602,159.0,52.0,4.0,478.0,2480,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,21.0,24,True,2021-12-10 07:12:31.000,1.3.0,17.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,853.0,https://anaconda.org/bioconda/deepvariant,2021-12-16 06:56:52.044,39785.0,,,,,3.0,3846.0,,,,,,,,,,,,,,,,,,,
535,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2022-03-13 06:54:07.000000,2020-03-16 04:26:47,75.0,,199,57.0,37.0,14.0,23.0,2409,Knock Knock: Get notified when your training ends with only two additional lines of code.,18.0,24,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,290.0,287.0,https://pypi.org/project/knockknock,2020-03-16 14:30:23.000,3.0,2627.0,2917.0,https://anaconda.org/conda-forge/knockknock,2020-03-17 01:52:16.317,8704.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
536,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,593,87.0,29.0,23.0,51.0,2073,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,24,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,161.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,161.0,100478.0,100478.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
537,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447.0,,247,57.0,55.0,18.0,49.0,2049,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],378.0,361.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,6850.0,6850.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
538,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,224,70.0,20.0,83.0,66.0,1961,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,231.0,215.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,47875.0,47875.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
539,fast-bert,utterworks/fast-bert,nlp,,https://github.com/utterworks/fast-bert,https://github.com/utterworks/fast-bert,Apache-2.0,2019-04-18 22:01:20.000,2022-04-12 10:28:24.000000,2022-04-12 10:28:11,317.0,11.0,334,41.0,63.0,152.0,94.0,1724,Super easy library for BERT based NLP models.,36.0,24,True,2022-04-12 10:28:24.000,2.0.3,53.0,fast-bert,,,,,2.0,,https://pypi.org/project/fast-bert,2022-04-12 10:28:24.000,2.0,1871.0,1871.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
540,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00,113.0,,200,40.0,34.0,37.0,21.0,1701,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],316.0,293.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000,23.0,10924.0,11251.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512,13423.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
541,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-03-15 14:21:37.000000,2022-03-15 14:21:37,346.0,1.0,541,87.0,168.0,70.0,61.0,1696,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",48.0,24,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,,161.0,153.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,6121.0,6217.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,1830.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
