,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
362,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484,,455,84.0,245.0,61.0,154.0,2961,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,62.0,28,True,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,155.0,153.0,https://pypi.org/project/fastnlp,2022-10-31 14:47:34.183,2.0,17263.0,17264.0,,,,,,,,2.0,74.0,,,,,,,,,,,,,,,,,,
363,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-07-27 10:12:04.000000,2023-07-22 08:44:14,1017,21.0,225,60.0,106.0,4.0,257.0,2866,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,28,True,2023-07-22 18:36:03.000,idgear-0.3.1,20.0,vidgear,,,,,427.0,427.0,https://pypi.org/project/vidgear,,,8747.0,8764.0,,,,,,,,3.0,893.0,,,,,,,,,,,,,,,,,,
364,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-07-19 21:32:03.000000,2021-10-29 06:15:49,2535,,409,63.0,931.0,313.0,745.0,2746,StellarGraph - Machine Learning on Graphs.,36.0,28,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],233.0,225.0,https://pypi.org/project/stellargraph,2018-09-14 03:43:24.000,8.0,7606.0,7606.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
365,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198,,329,68.0,167.0,164.0,112.0,2669,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,28,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,90.0,441140.0,443043.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,140867.0,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,
366,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-06-16 19:20:41.396000,2022-05-25 09:55:55,1696,,413,45.0,347.0,32.0,333.0,2526,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,28,False,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,517.0,503.0,https://pypi.org/project/foolbox,2022-04-02 15:26:45.000,14.0,2199.0,2517.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,11455.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
367,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2023-07-20 22:17:34.000000,2023-07-20 22:17:22,3415,56.0,495,112.0,329.0,385.0,640.0,2462,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",79.0,28,False,2015-03-31 16:33:30.000,2.0,19.0,essentia,,,,,495.0,479.0,https://pypi.org/project/essentia,2023-01-11 14:10:02.525,16.0,4319.0,4319.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
368,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-07-25 14:23:03.000000,2023-07-25 13:53:12,1427,17.0,286,42.0,291.0,30.0,135.0,2383,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-07-25 14:23:03.000,2.3.5,33.0,shapash,,,,['jupyter'],118.0,116.0,https://pypi.org/project/shapash,2023-07-25 14:23:03.000,2.0,7056.0,7056.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
369,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-06-16 13:22:21.652000,2018-08-19 12:37:47,130,,282,66.0,58.0,26.0,39.0,2336,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3721.0,3648.0,https://pypi.org/project/scikit-plot,2018-08-19 12:25:39.290,73.0,459258.0,461464.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,158852.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
370,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2023-07-14 16:14:43.000000,2023-06-28 09:21:38,1328,9.0,249,22.0,42.0,23.0,193.0,1906,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,20.0,28,True,2023-05-04 07:26:58.000,0.4.2.2,87.0,explainerdashboard,conda-forge/explainerdashboard,,,,342.0,333.0,https://pypi.org/project/explainerdashboard,2023-01-02 22:18:35.141,9.0,39851.0,41068.0,https://anaconda.org/conda-forge/explainerdashboard,2023-06-16 19:23:52.178,37733.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
371,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-07-27 03:54:58.000000,2023-07-19 17:40:00,1296,28.0,193,49.0,213.0,144.0,146.0,1887,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",38.0,28,True,2023-07-19 17:41:35.000,0.29.3,158.0,graphistry,,,,['jupyter'],98.0,93.0,https://pypi.org/project/graphistry,2023-07-19 17:41:35.000,5.0,2137.0,2137.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
372,ArcGIS API,Esri/arcgis-python-api,geospatial-data,,https://github.com/Esri/arcgis-python-api,https://github.com/Esri/arcgis-python-api,Apache-2.0,2016-03-16 01:09:14.000,2023-07-27 00:21:38.000000,2023-07-14 16:20:12,3910,36.0,1015,155.0,1016.0,33.0,563.0,1636,Documentation and samples for ArcGIS API for Python.,85.0,28,True,2023-01-19 20:46:21.000,2.1.0,32.0,arcgis,,esridocker/arcgis-api-python-notebook,,,,,https://pypi.org/project/arcgis,,,85013.0,85250.0,,,,https://hub.docker.com/r/esridocker/arcgis-api-python-notebook,2022-06-17 15:56:10.986929,40.0,11584.0,3.0,8713.0,,,,,,,,,,,,,,,,,,
373,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-07-27 13:28:53.000000,2023-07-26 15:48:52,795,14.0,358,35.0,806.0,175.0,273.0,1614,A Python package to assess and improve fairness of machine learning models.,75.0,28,True,2022-10-28 22:10:03.000,0.8.0,18.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],23.0,,https://pypi.org/project/fairlearn,2022-10-28 21:54:00.949,23.0,128859.0,129542.0,https://anaconda.org/conda-forge/fairlearn,2023-06-16 19:17:50.579,28011.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
374,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,,2015-06-26 18:38:23.000,2023-07-24 15:44:34.000000,2023-07-24 15:37:38,1684,31.0,360,58.0,92.0,50.0,405.0,1564,Reinforcement Learning environments based on the 1993 game Doom.,53.0,28,False,2023-05-12 10:16:57.000,1.2.0,26.0,vizdoom,,,,,196.0,196.0,https://pypi.org/project/vizdoom,,,1117.0,1250.0,,,,,,,,2.0,11707.0,,,,,,,,Farama-Foundation/ViZDoom,,,,,,,,,,
375,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2023-06-16 16:16:35.554000,2022-08-31 01:52:51,509,,303,104.0,49.0,7.0,151.0,1563,Distributed Deep learning with Keras & Spark.,27.0,28,True,2022-09-01 11:59:24.000,3.2.0,10.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",71.0,71.0,https://pypi.org/project/elephas,,,67546.0,67812.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,12503.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
376,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-06-20 13:16:51.000000,2023-06-20 13:16:50,391,5.0,151,25.0,80.0,42.0,33.0,1539,A Python package for time series classification.,14.0,28,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,457.0,438.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000,19.0,104032.0,104992.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,20175.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
377,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-06-16 16:12:34.261000,2023-06-04 12:33:17,1222,2.0,128,31.0,91.0,35.0,226.0,1378,Statistical package in Python based on Pandas.,42.0,28,False,2023-01-02 16:01:44.953,0.5.3,39.0,pingouin,conda-forge/pingouin,,,,1400.0,1346.0,https://pypi.org/project/pingouin,2023-01-02 16:01:44.953,54.0,71411.0,73253.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,101316.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
378,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-07-27 09:04:26.000000,2023-07-27 04:22:44,842,11.0,259,74.0,467.0,40.0,189.0,1193,Underthesea - Vietnamese NLP Toolkit.,17.0,28,False,2023-07-27 04:24:03.000,6.6.0,123.0,underthesea,,,,,756.0,730.0,https://pypi.org/project/underthesea,2023-07-27 04:24:03.000,26.0,8374.0,8436.0,,,,,,,,2.0,4614.0,,,,,,,,,,,,,,,,,,
379,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2023-07-27 12:54:09.000000,2023-07-10 15:45:40,65,20.0,283,55.0,60.0,12.0,106.0,1155,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,28,True,2023-07-27 12:54:09.000,0.6.1,23.0,stockstats,,,,,928.0,899.0,https://pypi.org/project/stockstats,2023-07-27 12:54:09.000,29.0,10192.0,10192.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
380,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2023-07-27 09:38:54.000000,2023-07-10 17:55:22,936,20.0,99,25.0,110.0,23.0,48.0,1148,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",22.0,28,True,2023-03-12 22:51:16.000,1.3.17,41.0,imodels,,,,,54.0,50.0,https://pypi.org/project/imodels,2022-07-03 02:47:15.000,4.0,76545.0,76545.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
381,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-06-16 19:22:55.678000,2023-03-10 19:47:48,1140,,215,59.0,244.0,18.0,335.0,904,Search and download Copernicus Sentinel satellite images.,43.0,28,False,2023-03-10 17:50:22.000,1.2.1,13.0,sentinelsat,conda-forge/sentinelsat,,,,458.0,458.0,https://pypi.org/project/sentinelsat,,,14769.0,15464.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,22842.0,,,,,3.0,259.0,,,,,,,,,,,,,,,,,,
382,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-07-27 13:41:48.000000,2023-07-26 00:28:24,1686,125.0,242,20.0,1903.0,72.0,222.0,898,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,38.0,28,True,2023-07-07 02:56:02.235,0.29.0,47.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",63.0,60.0,https://pypi.org/project/raiwidgets,2023-01-18 23:21:09.936,3.0,5352.0,5352.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
383,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-07-06 21:23:13.000000,2023-04-19 21:43:19,547,,165,35.0,84.0,88.0,122.0,861,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],1222.0,1199.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000,23.0,82602.0,82602.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
384,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-07-15 18:12:04.000000,2023-05-28 23:30:39,485,4.0,113,31.0,125.0,21.0,72.0,827,Python bindings and utilities for GeoJSON.,53.0,28,True,,,10.0,geojson,conda-forge/geojson,,,,13120.0,13120.0,https://pypi.org/project/geojson,,,1179211.0,1187495.0,https://anaconda.org/conda-forge/geojson,2023-06-16 13:15:38.240,729005.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
385,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2023-07-26 22:57:10.000000,2023-07-26 22:57:09,916,21.0,148,47.0,80.0,37.0,138.0,723,Library for exploring and validating machine learning data.,25.0,28,True,2023-04-14 17:32:01.445,1.13.0,43.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",746.0,716.0,https://pypi.org/project/tensorflow-data-validation,2023-04-14 17:32:01.445,30.0,257864.0,257872.0,,,,,,,,3.0,467.0,,,,,,,,,,,,,,,,,,
386,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2023-07-27 08:55:37.000000,2023-07-24 21:31:08,2858,46.0,98,15.0,209.0,8.0,111.0,667,Python bindings for MPI.,25.0,28,True,2022-11-02 14:23:02.643,3.1.4,26.0,mpi4py,conda-forge/mpi4py,,,,671.0,,https://pypi.org/project/mpi4py,2022-11-02 14:23:02.643,671.0,154494.0,179656.0,https://anaconda.org/conda-forge/mpi4py,2023-06-16 13:22:26.826,2031153.0,,,,,2.0,14129.0,,,,,,,,,,,,,,,,,,
387,TensorFlow I/O,tensorflow/io,tensorflow-utils,,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000,2023-07-17 14:10:53.000000,2023-07-17 14:10:53,1606,12.0,252,41.0,1213.0,249.0,352.0,656,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",104.0,28,True,2023-03-29 02:39:56.000,0.32.0,39.0,tensorflow-io,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-io,,,1768753.0,1768753.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
388,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-07-17 09:52:47.000000,2023-07-17 09:51:57,441,14.0,100,23.0,77.0,16.0,90.0,609,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,28,True,2023-04-21 11:05:59.132,1.9.0,38.0,tinytag,,,,,928.0,822.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,106.0,15658.0,15658.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
389,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-07-27 01:51:26.000000,2023-07-27 01:51:23,778,44.0,122,28.0,80.0,28.0,75.0,545,For recording and retrieving metadata associated with ML developer and data scientist workflows.,17.0,28,True,2023-04-12 21:30:37.709,1.13.1,41.0,ml-metadata,,,,,362.0,340.0,https://pypi.org/project/ml-metadata,2023-04-12 21:30:37.709,22.0,126501.0,126541.0,,,,,,,,3.0,2097.0,,,,,,,,,,,,,,,,,,
390,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2023-07-21 08:46:51.180000,2023-07-20 15:08:11,770,39.0,69,29.0,337.0,104.0,219.0,501,"Simple, concise geographical visualization in Python.",29.0,28,True,2023-07-20 16:57:49.000,1.10.1,30.0,geoviews,conda-forge/geoviews,,,,725.0,725.0,https://pypi.org/project/geoviews,,,6744.0,12134.0,https://anaconda.org/conda-forge/geoviews,2023-07-21 08:46:51.180,183268.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
391,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-07-01 16:47:22.000000,2022-12-05 17:31:41,1886,,816,218.0,451.0,47.0,259.0,13738,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",47.0,27,True,2021-06-06 17:14:16.000,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,,,30814.0,31222.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-03-10 03:01:44.209724,14.0,19621.0,2.0,,,,,,,,,,,,,,,,,,,
392,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-06-29 16:28:26.000000,2023-06-29 16:28:24,325,5.0,1372,441.0,46.0,96.0,86.0,10170,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],36.0,,https://pypi.org/project/dopamine-rl,2022-09-21 20:20:42.649,36.0,41016.0,41016.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
393,pandas-ai,gventuri/pandas-ai,others,,https://github.com/gventuri/pandas-ai,https://github.com/gventuri/pandas-ai,MIT,2023-04-22 12:58:01.000,2023-07-27 13:38:35.000000,2023-07-27 13:38:30,310,285.0,575,74.0,135.0,68.0,166.0,7974,"Pandas AI is a Python library that integrates generative artificial intelligence capabilities into Pandas, making..",37.0,27,True,2023-07-24 10:38:03.000,0.7.2,43.0,pandas-ai,,,,,202.0,202.0,https://pypi.org/project/pandas-ai,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
394,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162,,1500,132.0,51.0,155.0,141.0,7473,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],43.0,,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,43.0,152030.0,231405.0,,,,,,,,2.0,3175027.0,,,,,,,,,,,,,,,,,,
395,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353,,1642,463.0,698.0,32.0,441.0,7212,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,1385.0,1404.0,,,,,,,,2.0,1608.0,,,,,,,,,,,,,,,,,,
396,Face Alignment,1adrianb/face-alignment,image,,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000,2023-06-06 12:53:09.000000,2023-06-06 12:49:09,216,5.0,1264,172.0,43.0,66.0,233.0,6406,2D and 3D Face alignment library build using pytorch.,25.0,27,True,2023-06-06 12:53:09.000,1.4.0,12.0,face-alignment,,,,['pytorch'],,,https://pypi.org/project/face-alignment,,,49087.0,49087.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
397,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2023-07-18 19:43:41.000000,2023-07-18 19:43:38,538,12.0,649,108.0,157.0,30.0,309.0,4961,Python-tesseract is an optical character recognition (OCR) tool for python.,42.0,27,True,2022-03-14 19:28:46.000,0.3.10,23.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,,,1094788.0,1106752.0,https://anaconda.org/conda-forge/pytesseract,2023-06-16 16:15:55.452,574289.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
398,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796,,780,277.0,437.0,221.0,328.0,4798,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],337.0,297.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,40.0,407.0,407.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,
399,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-15 17:50:31.000000,2023-07-05 18:14:28,901,1.0,548,105.0,617.0,89.0,606.0,4058,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,27,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],78.0,,https://pypi.org/project/yellowbrick,2022-08-21 16:11:55.287,78.0,444684.0,446556.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,65532.0,,,,,2.0,,,4.0,,,,,,,,,,,,,,,,
400,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632,,964,283.0,227.0,10.0,355.0,3853,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,272017.0,272462.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,19176.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
401,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2022-10-26 06:08:44.000000,2021-05-10 18:34:53,57,,405,39.0,54.0,118.0,43.0,3846,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],10287.0,10181.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,106.0,211762.0,211762.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
402,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2023-07-18 09:38:05.000000,2022-08-06 21:47:18,182,,377,65.0,52.0,86.0,54.0,3807,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,27,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,451.0,447.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,4.0,72551.0,72551.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
403,Acme,deepmind/acme,reinforcement-learning,,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000,2023-07-12 18:08:36.000000,2023-07-12 18:06:48,1179,3.0,392,82.0,52.0,53.0,199.0,3162,A library of reinforcement learning components and agents.,83.0,27,True,2022-02-10 06:52:01.000,0.4.0,12.0,dm-acme,conda-forge/dm-acme,,,['tensorflow'],156.0,156.0,https://pypi.org/project/dm-acme,,,3193.0,3416.0,https://anaconda.org/conda-forge/dm-acme,2023-06-16 19:23:44.096,7157.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
