,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,updated_github_id,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
360,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1193.0,154.0,950.0,44.0,784.0,5728.0,Gluon CV Toolkit.,119.0,28,False,2021-03-09 00:20:06.000,0.10.0,10.0,gluoncv,,,,['mxnet'],21.0,21.0,https://pypi.org/project/gluoncv,,,120654.0,120654.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
361,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2023-10-22 09:33:23.000000,2023-10-22 09:33:23,779.0,,1156.0,212.0,91.0,194.0,120.0,5608.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",28.0,28,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,461.0,441.0,https://pypi.org/project/pyAudioAnalysis,2022-02-07 22:36:53.000,20.0,11589.0,11589.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
362,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2023-09-17 12:33:41.000000,2019-11-11 22:14:54,308.0,,1368.0,206.0,158.0,44.0,227.0,5476.0,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],800.0,746.0,https://pypi.org/project/keras-rl,2018-06-01 07:52:24.000,54.0,1546.0,1546.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
363,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2024-03-07 08:05:24.000000,2024-03-06 08:30:53,13773.0,453.0,1559.0,143.0,3583.0,824.0,1070.0,5412.0,An Industrial Grade Federated Learning Framework.,100.0,28,True,2024-03-06 08:32:32.000,2.1.0,49.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,24.0,24.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
364,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2024-02-20 12:08:38.000000,2024-02-20 12:08:36,610.0,15.0,677.0,109.0,186.0,10.0,341.0,5411.0,Python-tesseract is an optical character recognition (OCR) tool for python.,46.0,28,True,2023-10-15 15:39:44.000,0.3.13,26.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,,,1806056.0,1819636.0,https://anaconda.org/conda-forge/pytesseract,2023-10-15 19:50:43.241,597554.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
365,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2024-02-20 16:52:37.000000,2022-08-06 21:47:18,182.0,,421.0,70.0,60.0,101.0,56.0,4326.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,28,False,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,1301.0,1294.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,7.0,192657.0,192657.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
366,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2023-12-29 12:20:18.000000,2023-11-11 01:23:34,523.0,,714.0,175.0,80.0,8.0,278.0,4138.0,A python wrapper for Alpha Vantage API for financial data.,42.0,28,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,524.0,492.0,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,32.0,30962.0,31129.0,https://anaconda.org/conda-forge/alpha_vantage,2023-06-16 19:24:19.804,6379.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
367,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,406.0,38.0,56.0,118.0,43.0,3925.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,28,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],13047.0,12927.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,120.0,175271.0,175271.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
368,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,219.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1294.0,1034.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000,260.0,1836.0,1836.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
369,ftfy,rspeer/python-ftfy,nlp,,https://github.com/rspeer/python-ftfy,https://github.com/rspeer/python-ftfy,,2012-08-24 16:14:59.000,2023-11-22 19:57:21.457000,2023-11-21 23:43:00,614.0,,116.0,76.0,66.0,16.0,120.0,3669.0,"Fixes mojibake and other glitches in Unicode text, after the fact.",18.0,28,False,2021-08-23 21:02:05.000,6.0.3,12.0,ftfy,conda-forge/ftfy,,,,17345.0,17345.0,https://pypi.org/project/ftfy,,,4136272.0,4143682.0,https://anaconda.org/conda-forge/ftfy,2023-11-22 19:57:21.457,281611.0,,,,,2.0,,,,,,,,,-4.0,,,,,,,,,,,
370,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2024-03-04 08:12:00.000000,2024-01-10 09:28:24,484.0,1.0,513.0,36.0,505.0,12.0,,3445.0,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,37.0,28,True,2023-11-05 23:19:54.000,0.11.15,101.0,sahi,conda-forge/sahi,,,,952.0,939.0,https://pypi.org/project/sahi,2023-11-05 23:19:54.000,13.0,114633.0,117100.0,https://anaconda.org/conda-forge/sahi,2023-11-06 10:35:24.165,53999.0,,,,,2.0,22410.0,,,,,,,,,,,,,,,,,,,
371,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2024-02-22 20:56:35.000000,2024-02-22 20:56:32,1181.0,41.0,465.0,61.0,711.0,2.0,517.0,3360.0,On-device wake word detection powered by deep learning.,37.0,28,True,2024-01-30 21:38:49.000,3.0.2,34.0,pvporcupine,,,,,42.0,28.0,https://pypi.org/project/pvporcupine,2024-01-30 21:38:49.000,14.0,5960.0,5960.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
372,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,,2021-10-11 14:48:38.000,2024-03-06 05:54:35.000000,2024-02-22 12:17:17,1487.0,12.0,232.0,16.0,1731.0,245.0,726.0,3271.0,Deepchecks: Tests for Continuous Validation of ML Models & Data. Deepchecks is a holistic open-source solution for all..,53.0,28,False,2024-01-31 13:08:55.000,0.18.1,60.0,deepchecks,,,,,340.0,340.0,https://pypi.org/project/deepchecks,,,42270.0,42297.0,,,,,,,,2.0,804.0,,,,,,,,,,,,,,,,,,,
373,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2023-11-22 23:34:56.000000,2023-06-20 03:14:12,435.0,,284.0,34.0,475.0,33.0,30.0,2926.0,torch-optimizer -- collection of optimizers for Pytorch.,26.0,28,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],1161.0,1115.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,46.0,112446.0,112720.0,https://anaconda.org/conda-forge/torch-optimizer,2023-06-16 19:25:40.043,9603.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
374,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2024-01-06 17:57:28.000000,2024-01-06 17:57:28,619.0,2.0,328.0,47.0,120.0,60.0,135.0,2781.0,A python library for decision tree visualization and model interpretation.,26.0,28,True,2023-07-13 17:23:01.507,2.2.2,41.0,dtreeviz,conda-forge/dtreeviz,,,,1088.0,1064.0,https://pypi.org/project/dtreeviz,2022-07-07 17:18:00.886,24.0,135245.0,136888.0,https://anaconda.org/conda-forge/dtreeviz,2023-07-13 20:18:43.899,65742.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
375,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2024-02-01 01:44:20.000000,2023-12-11 13:43:52,1053.0,2.0,443.0,125.0,143.0,192.0,247.0,2595.0,PYthon svg GrAph plotting Library.,77.0,28,False,2023-11-21 15:34:11.000,3.0.4,80.0,pygal,conda-forge/pygal,,,,638.0,,https://pypi.org/project/pygal,2023-11-21 15:34:11.000,638.0,375589.0,378289.0,https://anaconda.org/conda-forge/pygal,2023-11-21 17:04:08.093,37803.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
376,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Intel,2019-10-07 13:29:13.000,2024-03-05 14:41:20.000000,2024-03-05 14:41:18,717.0,5.0,247.0,35.0,528.0,138.0,234.0,2042.0,"Algorithms for outlier, adversarial and drift detection.",22.0,28,False,2024-01-22 16:25:25.000,0.11.5,37.0,alibi-detect,,,,,425.0,419.0,https://pypi.org/project/alibi-detect,2024-01-22 16:14:47.000,6.0,27540.0,27540.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
377,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2024-02-19 03:06:25.000000,2023-12-31 15:46:16,440.0,10.0,282.0,62.0,102.0,22.0,99.0,1739.0,ffn - a financial function library for Python.,32.0,28,True,2023-12-31 16:05:45.000,1.0.1,33.0,ffn,conda-forge/ffn,,,,31.0,,https://pypi.org/project/ffn,2023-12-31 15:47:45.000,31.0,147589.0,147783.0,https://anaconda.org/conda-forge/ffn,2023-12-31 19:11:58.314,6802.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
378,ViZDoom,mwydmuch/ViZDoom,reinforcement-learning,,https://github.com/Farama-Foundation/ViZDoom,https://github.com/Farama-Foundation/ViZDoom,MIT,2015-06-26 18:38:23.000,2024-02-13 11:22:02.000000,2024-02-13 11:18:32,1805.0,38.0,372.0,52.0,125.0,41.0,421.0,1648.0,Reinforcement Learning environments based on the 1993 game Doom.,54.0,28,True,2023-12-16 01:55:15.000,1.2.3,29.0,vizdoom,,,,,18.0,,https://pypi.org/project/vizdoom,2023-12-16 01:55:15.000,18.0,1439.0,1561.0,,,,,,,,2.0,11787.0,Farama-Foundation/ViZDoom,,,,,,,,,,,,,,,,,,
379,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2024-03-05 09:13:27.000000,2023-10-20 21:52:11,1051.0,,211.0,53.0,202.0,27.0,278.0,1582.0,A full spaCy pipeline and models for scientific/biomedical documents.,32.0,28,True,2023-09-30 19:50:08.000,0.5.3,10.0,scispacy,,,,,849.0,849.0,https://pypi.org/project/scispacy,,,26850.0,26850.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
380,USearch,unum-cloud/usearch,nn-search,,https://github.com/unum-cloud/usearch,https://github.com/unum-cloud/usearch,Apache-2.0,2023-02-22 09:20:20.000,2024-03-06 00:43:08.000000,2024-03-05 00:32:58,1508.0,57.0,79.0,19.0,279.0,30.0,60.0,1475.0,"Fast Open-Source Search & Clustering engine for Vectors & Strings in C++, C, Python, JavaScript, Rust, Java,..",34.0,28,True,2024-03-05 00:43:05.074,2.9.2,107.0,usearch,,unum/usearch,,,66.0,52.0,https://pypi.org/project/usearch,2024-03-05 00:47:38.000,4.0,42664.0,51185.0,,,,https://hub.docker.com/r/unum/usearch,2024-03-05 00:42:37.565844,1.0,71.0,3.0,1054.0,,,usearch,https://www.npmjs.com/package/usearch,2024-03-05 00:43:05.074,10.0,8411.0,,,,,,,,,,,,
381,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-09-26 23:11:11.000000,2023-09-26 23:11:11,163.0,,174.0,34.0,72.0,19.0,52.0,1430.0,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,8.0,28,True,2023-09-26 22:07:23.000,0.2.6,5.0,torchsde,conda-forge/torchsde,,,['pytorch'],2589.0,2574.0,https://pypi.org/project/torchsde,2023-09-26 21:52:19.000,15.0,1608672.0,1609182.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,19391.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
382,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2024-02-16 09:48:48.000000,2024-02-16 09:33:00,569.0,40.0,410.0,31.0,49.0,16.0,121.0,1359.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,28.0,28,False,2024-02-16 09:48:48.000,2.3.2,25.0,minisom,,,,,566.0,544.0,https://pypi.org/project/minisom,2024-02-16 09:47:58.000,22.0,24333.0,24333.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
383,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2023-12-19 11:34:09.090000,2023-12-19 06:28:04,1472.0,2.0,154.0,32.0,245.0,,,1310.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",22.0,28,True,2023-12-19 07:41:39.000,1.3.4,43.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],1521.0,1521.0,https://pypi.org/project/spacy-transformers,,,198512.0,199506.0,https://anaconda.org/conda-forge/spacy-transformers,2023-12-19 11:34:09.090,27838.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
384,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2024-01-31 21:10:59.000000,2020-10-14 13:22:39,167.0,,339.0,71.0,87.0,27.0,26.0,1205.0,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1460.0,1316.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,144.0,32101.0,32458.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,26094.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
385,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2024-03-02 16:58:45.000000,2023-06-06 09:46:40,415.0,,326.0,40.0,301.0,24.0,200.0,1197.0,A research toolkit for particle swarm optimization in Python.,45.0,28,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,363.0,349.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,14.0,20543.0,20543.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
386,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-01-11 20:36:11.000000,2023-12-21 17:09:15,394.0,3.0,177.0,25.0,31.0,4.0,129.0,1174.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,28,True,2023-10-11 22:35:06.000,0.13.0,59.0,prince,conda-forge/prince-factor-analysis,,,['sklearn'],508.0,498.0,https://pypi.org/project/prince,2023-10-11 22:35:06.000,10.0,107592.0,107934.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,17820.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
387,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2024-02-25 11:40:08.000000,2024-02-08 16:58:25,2080.0,1.0,249.0,40.0,39.0,68.0,590.0,1133.0,"pyclustering is a Python, C++ data mining library.",26.0,28,True,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,662.0,628.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,34.0,83641.0,85023.0,https://anaconda.org/conda-forge/pyclustering,2023-11-16 19:00:50.847,60599.0,,,,,2.0,497.0,,,,,,,,,,,,,,,,,,,
388,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2024-03-06 21:14:13.000000,2024-03-06 21:14:12,491.0,13.0,107.0,23.0,331.0,31.0,262.0,1113.0,Extra blocks for scikit-learn pipelines.,62.0,28,True,2024-01-29 20:20:07.000,0.7.4,47.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],140.0,132.0,https://pypi.org/project/scikit-lego,2024-01-29 19:55:10.000,8.0,27665.0,28669.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,46189.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
389,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2024-02-01 04:40:03.000000,2023-04-19 21:43:19,547.0,,172.0,35.0,86.0,76.0,122.0,894.0,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 10:51:36.000,0.2.0,4.0,scikit-multilearn,,,,['sklearn'],1478.0,1478.0,https://pypi.org/project/scikit-multilearn,,,72356.0,72356.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
390,mahotas,luispedro/mahotas,image,,https://github.com/luispedro/mahotas,https://github.com/luispedro/mahotas,MIT,2010-01-31 00:13:06.000,2024-01-08 13:33:30.000000,2024-01-08 13:19:20,1302.0,3.0,149.0,50.0,56.0,23.0,65.0,824.0,Computer Vision in Python.,34.0,28,True,2022-06-28 14:25:55.000,1.4.13,59.0,mahotas,conda-forge/mahotas,,,,1343.0,1215.0,https://pypi.org/project/mahotas,2022-06-28 08:11:26.000,128.0,11645.0,20391.0,https://anaconda.org/conda-forge/mahotas,2023-07-26 22:41:29.989,393573.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
391,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2024-02-06 01:48:14.000000,2024-02-06 01:48:11,3707.0,8.0,324.0,66.0,681.0,37.0,526.0,814.0,The Classical Language Toolkit.,120.0,28,True,2023-12-27 08:38:23.000,1.2.1,211.0,cltk,,,,,297.0,255.0,https://pypi.org/project/cltk,2023-12-27 08:38:23.000,42.0,2270.0,2270.0,,,,,,,,2.0,55.0,,,,,,,,,,,,,,,,,,,
392,Cornac,PreferredAI/cornac,recommender-systems,,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000,2024-03-06 07:20:56.000000,2024-03-06 07:20:56,1336.0,28.0,123.0,25.0,456.0,11.0,129.0,789.0,A Comparative Framework for Multimodal Recommender Systems.,18.0,28,True,2024-03-05 06:52:53.000,2.0.0,55.0,cornac,conda-forge/cornac,,,,216.0,200.0,https://pypi.org/project/cornac,2024-03-05 07:03:08.000,16.0,107406.0,115278.0,https://anaconda.org/conda-forge/cornac,2024-03-05 22:37:34.614,354269.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
393,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-03-07 10:58:08.000000,2024-03-03 16:20:10,323.0,83.0,86.0,19.0,113.0,36.0,77.0,560.0,pyspark methods to enhance developer productivity.,27.0,28,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,,['spark'],82.0,75.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,765637.0,765637.0,,,,,,,,3.0,10.0,,,,,,,,,,,,,,,,,,,
394,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2023-11-03 15:14:22.000000,2023-11-03 14:46:16,569.0,,38.0,12.0,69.0,7.0,26.0,209.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,28,False,2023-09-22 06:31:01.000,0.7.11,46.0,blis,conda-forge/cython-blis,,,,39913.0,39658.0,https://pypi.org/project/blis,2023-09-22 06:27:17.000,255.0,5596300.0,5645244.0,https://anaconda.org/conda-forge/cython-blis,2023-10-01 08:59:57.840,2055654.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
395,vit-pytorch,lucidrains/vit-pytorch,image,,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000,2023-12-23 16:12:25.000000,2023-12-23 16:11:39,302.0,1.0,2672.0,141.0,44.0,113.0,132.0,17302.0,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",20.0,27,True,2023-12-23 16:12:25.000,1.6.5,185.0,vit-pytorch,,,,['pytorch'],415.0,409.0,https://pypi.org/project/vit-pytorch,2023-12-23 16:12:25.000,6.0,16581.0,16581.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
396,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2024-02-28 15:48:01.000000,2023-10-12 07:20:40,1894.0,,975.0,226.0,455.0,53.0,265.0,15892.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",48.0,27,True,2021-06-06 17:14:16.000,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,,,47384.0,47787.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-10-14 18:53:31.974373,15.0,22620.0,2.0,,,,,,,,,,,,,,,,,,,,
397,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-11-27 11:39:00.000000,2023-11-27 11:38:59,333.0,,1387.0,431.0,50.0,98.0,87.0,10330.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],57.0,21.0,https://pypi.org/project/dopamine-rl,2022-09-21 20:20:42.649,36.0,25664.0,25664.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
398,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1153.0,352.0,79.0,48.0,231.0,7892.0,StarCraft II Learning Environment.,39.0,27,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,728.0,702.0,https://pypi.org/project/pysc2,2022-07-13 12:02:04.256,26.0,1599.0,1992.0,,,,,,,,3.0,31087.0,google-deepmind/pysc2,,,,,,,,,,,,,,,,,,
399,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,pytorch-utils,,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000,2022-04-08 12:30:25.000000,2021-04-15 15:16:36,162.0,,1500.0,132.0,51.0,155.0,141.0,7688.0,A PyTorch implementation of EfficientNet and EfficientNetV2 (coming soon!).,24.0,27,False,2021-04-15 15:17:23.000,0.7.1,13.0,efficientnet-pytorch,,,,['pytorch'],44.0,1.0,https://pypi.org/project/efficientnet-pytorch,2021-04-15 15:17:23.000,43.0,136123.0,213886.0,,,,,,,,2.0,3732628.0,,,,,,,,,,,,,,,,,,,
400,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-12-02 01:27:38.759000,2023-02-18 07:58:21,3353.0,,1639.0,461.0,698.0,33.0,441.0,7276.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,False,2022-02-15 02:05:47.000,2.2.5,84.0,tensorlayer,,,,['tensorflow'],40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,1794.0,1816.0,,,,,,,,2.0,1998.0,,,,,,,,,,,,,,,,,,,
401,UMAP,lmcinnes/umap,data-viz,,https://github.com/lmcinnes/umap,https://github.com/lmcinnes/umap,BSD-3-Clause,2017-07-02 01:11:17.000,2024-02-12 19:58:33.000000,2024-02-12 19:58:33,1768.0,7.0,729.0,129.0,268.0,426.0,331.0,6823.0,Uniform Manifold Approximation and Projection.,128.0,27,True,2023-11-18 01:10:29.000,release-0.5.5,28.0,umap-learn,conda-forge/umap-learn,,,,1.0,1.0,https://pypi.org/project/umap-learn,,,766392.0,817799.0,https://anaconda.org/conda-forge/umap-learn,2024-02-04 15:29:26.812,2313358.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
