,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,helm_id,brew_id,apt_id,yum_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,trending,dnf_id,yay_id,snap_id,new_addition
494,PandasGUI,adamerose/pandasgui,data-viz,,https://github.com/adamerose/PandasGUI,https://github.com/adamerose/PandasGUI,MIT-0,2019-06-12 02:19:42.000,2023-06-16 19:24:31.206000,2022-03-16 17:52:29,715.0,,209,54.0,31.0,64.0,120.0,2967,A GUI for Pandas DataFrames.,13.0,25,False,2023-02-11 20:04:00.783,0.2.14,44.0,pandasgui,conda-forge/pandasgui,,,['pandas'],264.0,258.0,https://pypi.org/project/pandasgui,3706.0,4359.0,https://anaconda.org/conda-forge/pandasgui,2023-06-16 19:24:31.206,18939.0,,,,,3.0,,2021-08-14 09:14:51.000,6.0,,,,,,,,,,,,,,,,,,,
495,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-06-13 12:50:32.000000,2023-06-13 12:45:58,175.0,3.0,352,167.0,77.0,87.0,99.0,2915,A deep learning library for video understanding research.,53.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],7.0,,https://pypi.org/project/pytorchvideo,23564.0,23564.0,,,,,,,,3.0,,2022-01-20 00:16:35.000,7.0,,,,,,,,,,,,,,,,,,,
496,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-06-16 16:08:50.013000,2023-02-28 07:05:02,2087.0,,672,165.0,59.0,8.0,603.0,2832,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,26.0,25,True,2023-02-28 18:11:51.000,1.5.0,19.0,,bioconda/deepvariant,,,['tensorflow'],,,,,900.0,https://anaconda.org/bioconda/deepvariant,2023-06-16 16:08:50.013,53955.0,,,,,3.0,4665.0,,,,,,,,,,,,,,,,,,,,,
497,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2023-06-16 19:23:31.659000,2023-05-19 07:27:25,4223.0,17.0,507,41.0,967.0,125.0,623.0,2701,"A unified, comprehensive and efficient recommendation library.",63.0,25,True,2022-10-05 02:45:00.000,1.1.1,9.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,3790.0,3901.0,https://anaconda.org/aibox/recbole,2023-06-16 19:23:31.659,3451.0,,,,,3.0,,2022-02-25 07:32:53.000,2.0,,,,,,,,,,,,,,,,,,,
498,knockknock,huggingface/knockknock,ml-experiments,,https://github.com/huggingface/knockknock,https://github.com/huggingface/knockknock,MIT,2019-03-20 13:08:55.000,2023-06-23 10:52:46.000000,2020-03-16 04:26:47,75.0,,216,65.0,42.0,17.0,23.0,2621,Knock Knock: Get notified when your training ends with only two additional lines of code.,20.0,25,False,2020-03-04 04:15:47.000,0.1.8,10.0,knockknock,conda-forge/knockknock,,,,675.0,670.0,https://pypi.org/project/knockknock,36377.0,36673.0,https://anaconda.org/conda-forge/knockknock,2023-06-16 16:18:44.705,13047.0,,,,,3.0,,2020-03-16 14:30:23.000,5.0,,,,,,,,,,,,,,,,,,,
499,HiPlot,facebookresearch/hiplot,data-viz,,https://github.com/facebookresearch/hiplot,https://github.com/facebookresearch/hiplot,MIT,2019-11-08 13:06:41.000,2023-06-16 19:18:10.488000,2023-03-03 12:36:36,204.0,,122,29.0,193.0,13.0,71.0,2493,HiPlot makes understanding high dimensional data easy.,8.0,25,True,2021-11-04 14:24:43.000,0.1.32,35.0,hiplot,conda-forge/hiplot,,,,286.0,286.0,https://pypi.org/project/hiplot,31808.0,35400.0,https://anaconda.org/conda-forge/hiplot,2023-06-16 19:18:10.488,143717.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
500,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,606,90.0,29.0,23.0,51.0,2258,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,537.0,361.0,https://pypi.org/project/python_speech_features,94798.0,94798.0,,,,,,,,3.0,,2017-08-16 01:46:13.000,176.0,,,,,,,,,,,,,,,,,,,
501,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,254,57.0,56.0,19.0,50.0,2179,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],564.0,545.0,https://pypi.org/project/pytorch-nlp,8693.0,8693.0,,,,,,,,3.0,,2019-11-04 04:35:18.000,19.0,,,,,,,,,,,,,,,,,,,
502,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,312,66.0,38.0,96.0,160.0,2153,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,25,True,,,,hyperas,,,,['tensorflow'],309.0,309.0,https://pypi.org/project/hyperas,12850.0,12850.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
503,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2023-06-16 13:23:09.869000,2023-05-06 19:23:59,384.0,6.0,276,57.0,14.0,18.0,78.0,2103,Beautiful visualizations of how language differs among document types.,14.0,25,True,2017-03-13 05:31:21.000,0.0.2.4.4,18.0,scattertext,conda-forge/scattertext,,,,411.0,411.0,https://pypi.org/project/scattertext,11229.0,12373.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,80101.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
504,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-06-29 13:51:09.000000,2023-06-13 19:17:20,409.0,1.0,666,89.0,227.0,142.0,87.0,2062,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,25,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,272.0,272.0,https://pypi.org/project/aif360,4780.0,4970.0,https://anaconda.org/conda-forge/aif360,2023-06-16 19:22:49.476,6275.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
505,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2023-06-16 19:24:18.549000,2022-08-12 15:43:09,249.0,,186,30.0,57.0,24.0,82.0,1910,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,25,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],264.0,257.0,https://pypi.org/project/checklist,6018.0,6220.0,https://anaconda.org/conda-forge/checklist,2023-06-16 19:24:18.549,5862.0,,,,,3.0,,2021-05-24 16:45:59.000,7.0,,,,,,,,,,,,,,,,,,,
506,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2023-06-01 16:03:13.000000,2023-06-01 16:03:08,752.0,4.0,255,27.0,691.0,52.0,141.0,1902,"Toolkit for creating, sharing and using natural language prompts.",62.0,25,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,,50.0,49.0,https://pypi.org/project/promptsource,2665.0,2665.0,,,,,,,,3.0,,2022-04-18 22:31:03.000,1.0,,,,,,,,,,,,,,,,,,,
507,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,data-viz,,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000,2023-06-16 16:11:52.180000,2023-05-26 18:23:37,117.0,3.0,228,44.0,36.0,45.0,21.0,1785,Parallel t-SNE implementation with Python and Torch wrappers.,17.0,25,True,2017-11-08 13:32:20.000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],404.0,382.0,https://pypi.org/project/MulticoreTSNE,26488.0,26954.0,https://anaconda.org/conda-forge/multicore-tsne,2023-06-16 16:11:52.180,25677.0,,,,,3.0,,2019-01-09 07:23:04.000,22.0,,,,,,,,,,,,,,,,,,,
508,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,,157,60.0,65.0,65.0,129.0,1779,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,302.0,302.0,https://pypi.org/project/hypertools,544.0,544.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,,,,
509,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2023-06-18 08:40:35.691000,2023-01-29 22:01:19,871.0,,125,34.0,406.0,62.0,325.0,1666,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,25,True,2023-01-29 22:05:17.000,1.1.4.2,23.0,orbit-ml,conda-forge/orbit-ml,,,,28.0,27.0,https://pypi.org/project/orbit-ml,116814.0,117028.0,https://anaconda.org/conda-forge/orbit-ml,2023-06-18 08:40:35.691,3646.0,,,,,3.0,,2023-01-29 22:06:26.764,1.0,,,,,,,,,,,,,,,,,,,
510,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-06-29 13:36:03.000000,2023-06-12 12:31:23,783.0,5.0,344,35.0,791.0,146.0,271.0,1598,A Python package to assess and improve fairness of machine learning models.,75.0,25,True,2022-10-28 22:10:03.000,0.8.0,12.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],,,https://pypi.org/project/fairlearn,124593.0,125274.0,https://anaconda.org/conda-forge/fairlearn,2023-06-16 19:17:50.579,27276.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
511,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2023-06-16 12:13:07.000000,2023-06-12 10:24:32,557.0,3.0,99,48.0,425.0,52.0,100.0,1555,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,28.0,25,True,2023-05-01 16:13:30.000,1.1.8,25.0,hivemind,,,,,66.0,62.0,https://pypi.org/project/hivemind,2010.0,2010.0,,,,,,,,3.0,,2022-06-20 12:49:42.000,4.0,,,,,,,,,,,,,,,,,,,
512,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2023-06-16 19:21:13.199000,2022-12-07 10:32:49,237.0,,256,1.0,1.0,1.0,,1429,Feature engineering package with sklearn like functionality.,38.0,25,True,2023-06-08 06:36:00.958,1.6.1,37.0,feature_engine,conda-forge/feature_engine,,,,68.0,,https://pypi.org/project/feature_engine,171231.0,172245.0,https://anaconda.org/conda-forge/feature_engine,2023-06-16 19:21:13.199,34505.0,,,,,3.0,,2022-11-22 11:29:10.203,68.0,,,,,,,,,,,,,,,,,,,
513,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,407,91.0,165.0,103.0,224.0,1332,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,59.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],43.0,42.0,https://pypi.org/project/niftynet,167.0,167.0,,,,,,,,3.0,,2019-10-10 10:59:33.000,1.0,,,,,,,,,,,,,,,,,,,
514,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-06-28 19:30:57.000000,2023-05-19 20:34:02,2794.0,8.0,162,26.0,644.0,85.0,414.0,1260,A Python library for learning and evaluating knowledge graph embeddings.,35.0,25,True,2023-02-22 18:28:28.000,1.10.1,19.0,pykeen,,,,,,,https://pypi.org/project/pykeen,2741.0,2745.0,,,,,,,,2.0,169.0,,,,,,,,,,,,,,,,,,,,,
515,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,142,29.0,63.0,6.0,70.0,1254,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,,['jupyter'],1102.0,1089.0,https://pypi.org/project/livelossplot,16658.0,16658.0,,,,,,,,3.0,,2022-04-04 16:14:08.000,13.0,,,,,,,,,,,,,,,,,,,
516,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2023-06-16 19:23:39.693000,2022-12-24 01:52:28,204.0,,297,49.0,42.0,83.0,111.0,1198,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,17.0,25,True,2020-09-13 21:05:45.000,0.8.4,1.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],269.0,269.0,https://pypi.org/project/keras-ocr,10951.0,28313.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,235.0,,,,,3.0,572730.0,,,,,,,,,,,,,,,,,,,,,
517,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2023-06-16 13:25:31.155000,2023-03-15 13:59:58,4196.0,,274,85.0,636.0,14.0,604.0,1153,PySAL: Python Spatial Analysis Library Meta-Package.,78.0,25,True,2023-01-31 04:15:19.000,23.01,27.0,pysal,conda-forge/pysal,,,,,,https://pypi.org/project/pysal,14179.0,20209.0,https://anaconda.org/conda-forge/pysal,2023-06-16 13:25:31.155,500507.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
518,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,176,39.0,173.0,57.0,173.0,878,A Jupyter - Three.js bridge.,30.0,25,False,2022-08-31 09:02:38.000,2.4.1,18.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],26.0,26.0,https://pypi.org/project/pythreejs,77858.0,87959.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,491681.0,,,,,3.0,,,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,,,4317.0,,,,,,,,,,
519,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2023-06-28 12:28:22.000000,2023-06-28 12:26:09,1662.0,107.0,325,57.0,402.0,130.0,237.0,866,Machine learning on FPGAs using HLS.,54.0,25,True,2023-05-13 15:59:00.678,0.7.1,13.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,712.0,899.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,6196.0,,,,,2.0,,2021-11-12 12:26:50.000,,,,,,,,,,,,,,,,,,,,
520,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2023-06-16 19:19:31.218000,2023-06-05 19:06:13,723.0,6.0,137,14.0,96.0,29.0,216.0,839,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,43.0,25,True,2023-03-22 14:14:00.495,0.6.17,30.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],59.0,,https://pypi.org/project/torch-sparse,27994.0,33957.0,https://anaconda.org/conda-forge/pytorch_sparse,2023-06-16 19:19:31.218,214675.0,,,,,2.0,,2022-12-22 14:51:10.764,59.0,,,,,,,,,,,,,,,,,,,
521,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2023-06-29 09:55:47.000000,2023-06-29 09:55:38,1042.0,240.0,49,13.0,224.0,28.0,273.0,711,dstack is an open-source tool for managing dev environments and automating ML tasks on any cloud. dstack supports all..,13.0,25,True,2023-06-22 16:18:59.000,0.10.2,122.0,dstack,,,,,11.0,11.0,https://pypi.org/project/dstack,1418.0,1418.0,,,,,,,,3.0,,2022-06-29 12:25:08.000,,,,,,,,,,,,,,,,,,,,
522,Merlin,NVIDIA-Merlin/Merlin,gpu-utilities,,https://github.com/NVIDIA-Merlin/Merlin,https://github.com/NVIDIA-Merlin/Merlin,Apache-2.0,2021-03-30 23:35:26.000,2023-06-29 07:28:36.000000,2023-06-28 20:05:18,455.0,56.0,83,30.0,519.0,180.0,236.0,557,"NVIDIA Merlin is an open source library providing end-to-end GPU-accelerated recommender systems, from feature..",29.0,25,True,2023-06-22 16:11:32.190,23.6.0,15.0,merlin-core,,,,,,,https://pypi.org/project/merlin-core,8134.0,8134.0,,,,,,,,3.0,,2023-01-02 17:36:18.094,,,,,,,,,,,,,,,,,,,,
523,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-05-15 20:54:09.000000,2023-05-08 16:18:21,133.0,7.0,65,22.0,48.0,35.0,30.0,475,pyspark methods to enhance developer productivity.,16.0,25,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],69.0,63.0,https://pypi.org/project/quinn,904084.0,904084.0,,,,,,,,3.0,7.0,2023-02-17 21:54:00.812,6.0,,,,,,,,,,,,,,,,,,,
524,whoosh,mchaput/whoosh,nlp,,https://github.com/mchaput/whoosh,https://github.com/mchaput/whoosh,BSD-1-Clause,2015-04-17 19:34:47.000,2023-06-16 13:17:46.809000,2022-01-15 18:08:37,1718.0,,55,13.0,10.0,29.0,5.0,427,Pure-Python full-text search library.,42.0,25,False,2016-04-04 01:19:40.000,2.7.4,141.0,whoosh,conda-forge/whoosh,,,,3674.0,,https://pypi.org/project/whoosh,258079.0,260399.0,https://anaconda.org/conda-forge/whoosh,2023-06-16 13:17:46.809,185602.0,,,,,3.0,,2016-04-04 01:19:40.000,3674.0,,,,,,,,,,,,,,,,,,,
525,vega,vega/ipyvega,data-viz,,https://github.com/vega/ipyvega,https://github.com/vega/ipyvega,BSD-3-Clause,2015-08-04 03:22:47.000,2023-06-16 13:18:03.216000,2023-06-01 02:37:20,636.0,18.0,62,32.0,391.0,13.0,91.0,350,IPython/Jupyter notebook module for Vega and Vega-Lite.,14.0,25,True,2023-04-12 02:09:01.110,4.0.0,40.0,vega,conda-forge/vega,,,['jupyter'],84.0,2.0,https://pypi.org/project/vega,11533.0,18189.0,https://anaconda.org/conda-forge/vega,2023-06-16 13:18:03.216,559131.0,,,,,3.0,,2022-02-10 02:01:39.000,82.0,,,,,,,,,,,,,,,5.0,,,,
526,pymap3d,geospace-code/pymap3d,geospatial-data,,https://github.com/geospace-code/pymap3d,https://github.com/geospace-code/pymap3d,BSD-2-Clause,2014-08-03 04:28:03.000,2023-06-16 19:18:14.535000,2023-03-05 05:31:37,737.0,,76,13.0,28.0,5.0,44.0,314,pure-Python (Numpy optional) 3D coordinate conversions for geospace ecef enu eci.,14.0,25,True,2023-03-05 05:32:23.000,3.0.1,56.0,pymap3d,conda-forge/pymap3d,,,,282.0,282.0,https://pypi.org/project/pymap3d,64779.0,66155.0,https://anaconda.org/conda-forge/pymap3d,2023-06-16 19:18:14.535,53701.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
527,prettymaps,marceloprates/prettymaps,geospatial-data,,https://github.com/marceloprates/prettymaps,https://github.com/marceloprates/prettymaps,AGPL-3.0,2021-03-05 12:22:05.000,2023-06-18 08:40:31.986000,2023-02-15 20:15:59,196.0,,465,80.0,36.0,48.0,26.0,9834,"A small set of Python functions to draw pretty maps from OpenStreetMap data. Based on osmnx, matplotlib and shapely..",15.0,24,False,2023-02-15 20:16:12.000,1.0.0,5.0,prettymaps,conda-forge/prettymaps,,,,29.0,29.0,https://pypi.org/project/prettymaps,3535.0,3638.0,https://anaconda.org/conda-forge/prettymaps,2023-06-18 08:40:31.986,1757.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
528,cortex,cortexlabs/cortex,model-serialisation,,https://github.com/cortexlabs/cortex,https://github.com/cortexlabs/cortex,Apache-2.0,2019-01-24 04:43:14.000,2023-06-16 18:03:39.000000,2023-03-04 05:19:44,2327.0,,606,146.0,1362.0,118.0,985.0,7937,Production infrastructure for machine learning at scale.,24.0,24,True,2022-09-23 18:01:31.000,0.42.1,63.0,cortex,,,,,1.0,,https://pypi.org/project/cortex,1674.0,1674.0,,,,,,,,3.0,,2022-09-23 17:40:01.770,1.0,,,,,,,,,,,,,,,,,,,
529,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749,138.0,43.0,141.0,98.0,4912,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1099.0,1083.0,https://pypi.org/project/textgenrnn,855.0,869.0,,,,,,,,3.0,870.0,2020-02-02 21:16:15.000,16.0,,,,,,,,,,,,,,,,,,,
530,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2023-06-29 14:26:20.000000,2023-06-28 23:53:47,1454.0,67.0,742,143.0,1334.0,296.0,391.0,4316,Simple and Distributed Machine Learning.,111.0,24,True,2023-04-24 23:13:08.000,0.11.1,29.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,4.0,4.0,,,,,,,,3.0,,2020-03-18 01:27:31.000,,,,,,,,,,,,,,,,,,,,
531,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2023-06-10 15:03:11.000000,2023-02-19 16:29:00,327.0,,877,44.0,28.0,58.0,110.0,4183,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",17.0,24,True,2021-06-28 12:45:52.000,0.6.5,20.0,scikit-opt,,,,['sklearn'],127.0,127.0,https://pypi.org/project/scikit-opt,2992.0,2992.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
532,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-06-26 22:44:06.000000,2023-03-19 17:37:07,900.0,,526,105.0,615.0,81.0,605.0,4034,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,24,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],,,https://pypi.org/project/yellowbrick,418546.0,420427.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,63979.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
533,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,712,66.0,247.0,124.0,821.0,3844,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,True,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,35.0,,https://pypi.org/project/stable-baselines,6056.0,6056.0,,,,,,,,3.0,,2021-04-06 12:38:10.521,35.0,,,,,,,,,,,,,,,,,,,
534,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,509,138.0,649.0,65.0,197.0,3808,Snips Python library to extract meaning from text.,22.0,24,False,2020-01-15 09:51:41.000,0.20.2,58.0,snips-nlu,,,,,,,https://pypi.org/project/snips-nlu,1715.0,1715.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
535,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,652,72.0,25.0,113.0,101.0,2960,Neural network visualization toolkit for keras.,10.0,24,False,,,8.0,keras-vis,,,,['tensorflow'],2762.0,2762.0,https://pypi.org/project/keras-vis,1313.0,1313.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
536,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2023-06-16 00:44:02.000000,2023-06-16 00:44:02,3450.0,8.0,727,107.0,3867.0,533.0,855.0,2573,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",108.0,24,True,2022-01-25 00:22:00.888,0.11.2,418.0,analytics-zoo,,,,['spark'],5.0,4.0,https://pypi.org/project/analytics-zoo,694.0,694.0,,,,,,,,3.0,,2022-07-07 07:51:54.000,1.0,,,,,,,,,,,,,,,,,,,
