,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url,new_addition
344,pytorch-summary,sksq96/pytorch-summary,,pytorch-utils,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000000,2020-09-11 22:33:42.000000,2020-08-07 01:16:40.000000,342,100.0,36.0,2891,56.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,24,True,2018-09-26 05:07:28.000000,1.5.1,12.0,torchsummary,,,,['pytorch'],1938.0,1820.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000000,118.0,33024.0,33024.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
345,TensorForce,tensorforce/tensorforce,,reinforcement-learning,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000000,2021-01-21 21:27:05.000000,2021-01-21 21:26:58.000000,472,8.0,539.0,2848,2014.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,76.0,24,True,2020-10-03 16:00:39.000000,0.6.2,12.0,tensorforce,,,,['tensorflow'],23.0,,https://pypi.org/project/tensorforce,2019-09-07 13:56:18.000000,23.0,663.0,663.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
346,xLearn,aksnzhy/xlearn,,ml-frameworks,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35.000000,487,177.0,107.0,2831,1340.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,24,True,2019-04-25 02:10:05.000000,0.4.4,15.0,xlearn,,,,,41.0,40.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000000,1.0,5447.0,5514.0,,,,,,,,3.0,2278.0,,,,,,,,,,,,,,,,,,,,,,
347,Chartify,spotify/chartify,,data-viz,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000000,2021-01-16 19:45:00.000000,2020-11-02 22:11:04.000000,250,40.0,30.0,2815,186.0,Python library that makes it easy for data scientists to create charts.,19.0,24,True,2020-11-02 22:14:08.000000,3.0.3,16.0,chartify,conda-forge/chartify,,,,57.0,52.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000000,5.0,3103.0,3557.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628000,11823.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
348,PML,KevinMusgrave/pytorch-metric-learning,,pytorch-utils,https://github.com/KevinMusgrave/pytorch-metric-learning,https://github.com/KevinMusgrave/pytorch-metric-learning,MIT,2019-10-23 17:20:35.000000,2021-01-21 06:14:22.000000,2021-01-21 06:14:10.000000,356,33.0,174.0,2681,599.0,"The easiest way to use deep metric learning in your application. Modular, flexible, and extensible. Written in PyTorch.",12.0,24,True,2021-01-12 14:49:11.000000,0.9.96,142.0,pytorch-metric-learning,metric-learning/pytorch-metric-learning,,,['pytorch'],47.0,47.0,https://pypi.org/project/pytorch-metric-learning,2021-01-21 04:16:25.000000,0.0,3059.0,3155.0,https://anaconda.org/metric-learning/pytorch-metric-learning,2021-01-12 15:47:14.797000,1154.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
349,DoWhy,Microsoft/dowhy,,interpretability,https://github.com/microsoft/dowhy,https://github.com/microsoft/dowhy,MIT,2018-05-31 13:07:04.000000,2021-01-28 04:58:19.000000,2021-01-24 16:00:42.000000,371,16.0,81.0,2628,423.0,DoWhy is a Python library for causal inference that supports explicit modeling and testing of causal assumptions...,38.0,24,True,2020-12-12 15:26:03.000000,0.5.1,5.0,dowhy,conda-forge/dowhy,,,,25.0,25.0,https://pypi.org/project/dowhy,2020-12-12 15:26:03.000000,,5683.0,5801.0,https://anaconda.org/conda-forge/dowhy,2020-12-13 07:46:12.761000,941.0,,,,,2.0,21.0,,,,,,,,,,,,,,,,,,,,,,
350,Sumy,miso-belica/sumy,,nlp,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000000,2020-11-21 17:08:35.000000,2020-11-21 17:08:33.000000,437,10.0,78.0,2479,397.0,Module for automatic summarization of text documents and HTML pages.,20.0,24,True,2019-05-19 14:39:21.000000,0.8.1,13.0,sumy,,,,,835.0,643.0,https://pypi.org/project/sumy,2019-05-19 14:38:29.000000,192.0,5233.0,5233.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
351,einops,arogozhnikov/einops,,ml-frameworks,https://github.com/arogozhnikov/einops,https://github.com/arogozhnikov/einops,MIT,2018-09-22 00:45:08.000000,2021-01-09 20:03:22.000000,2021-01-09 20:03:21.000000,76,22.0,41.0,2272,293.0,"Deep learning operations reinvented (for pytorch, tensorflow, jax and others).",10.0,24,True,2020-09-08 08:33:29.000000,0.3,3.0,einops,conda-forge/einops,,,,223.0,213.0,https://pypi.org/project/einops,2020-09-08 08:21:26.000000,10.0,15305.0,15528.0,https://anaconda.org/conda-forge/einops,2020-10-15 20:10:19.681000,3580.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
352,Arctic,man-group/arctic,,data-containers,https://github.com/man-group/arctic,https://github.com/man-group/arctic,LGPL-2.1,2015-05-29 13:37:30.000000,2021-01-27 23:40:38.000000,2021-01-26 00:14:21.000000,439,88.0,421.0,2151,1067.0,Arctic is a high performance datastore for numeric data.,71.0,24,True,2020-12-01 23:17:26.000000,1.79.4,83.0,arctic,conda-forge/arctic,,,,146.0,104.0,https://pypi.org/project/arctic,2020-12-01 23:16:12.000000,42.0,1922.0,2543.0,https://anaconda.org/conda-forge/arctic,2019-12-16 08:57:24.231000,12414.0,,,,,3.0,92.0,,,,,,,,,,,,,,,,,,,,,,
353,ClearML,allegroai/clearml,,ml-experiments,https://github.com/allegroai/clearml,https://github.com/allegroai/clearml,Apache-2.0,2019-06-10 08:18:32.000000,2021-01-25 11:20:22.000000,2021-01-25 11:20:21.000000,318,58.0,200.0,2137,1027.0,"ClearML - Auto-Magical Suite of tools to streamline your ML workflow. Experiment Manager, ML-Ops and Data-Management.",25.0,24,True,2021-01-13 12:56:36.000000,0.17.4,39.0,clearml,,allegroai/trains,,,11.0,11.0,https://pypi.org/project/clearml,2021-01-24 07:26:05.000000,0.0,1785.0,3374.0,,,,https://hub.docker.com/r/allegroai/trains,2020-10-05 10:16:46.865671,,29951.0,2.0,259.0,,,,,,,,,,,,,,,,,,,,,,
354,Hyperas,maxpumperla/hyperas,,hyperopt,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000000,2020-12-22 08:31:48.000000,2020-12-22 08:31:47.000000,296,88.0,158.0,2065,209.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,24,True,2019-02-28 09:16:54.000000,0.4.1,9.0,hyperas,,,,['tensorflow'],21.0,,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000000,21.0,10513.0,10513.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
355,fastNLP,fastnlp/fastNLP,,nlp,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000000,2020-12-16 10:04:23.000000,2020-11-23 10:50:37.000000,351,16.0,127.0,1991,1706.0,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,48.0,24,True,2020-11-06 15:31:29.000000,0.6.0,10.0,fastnlp,,,,,23.0,22.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000000,1.0,443.0,445.0,,,,,,,,3.0,54.0,,,,,,,,,,,,,,,,,,,,,,
356,SRU,asappresearch/sru,,pytorch-utils,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000000,2021-01-27 21:54:12.000000,2020-12-17 19:36:53.000000,280,49.0,53.0,1870,378.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,24,True,2020-12-17 19:40:55.000000,2.6.0-rc1,22.0,sru,,,,['pytorch'],16.0,15.0,https://pypi.org/project/sru,2021-01-22 20:02:59.000000,1.0,2005.0,2005.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
357,python_speech_features,jameslyons/python_speech_features,,audio,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000000,2020-12-31 13:27:02.000000,2020-12-31 13:27:01.000000,537,23.0,49.0,1835,120.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,18.0,24,True,2020-01-14 14:12:10.000000,0.6.1,6.0,python_speech_features,,,,,300.0,,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000000,300.0,41149.0,41149.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
358,polyglot,aboSamoor/polyglot,,nlp,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000000,2020-10-27 10:55:53.000000,2020-09-22 22:35:28.000000,292,132.0,62.0,1755,271.0,Multilingual text (NLP) processing toolkit.,26.0,24,False,2016-07-03 20:05:42.000000,16.7.4,8.0,polyglot,,,,,499.0,434.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000000,65.0,34308.0,34308.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
359,Alphalens,quantopian/alphalens,,financial-data,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000000,2020-09-05 16:48:14.000000,2020-04-27 18:40:41.000000,639,38.0,145.0,1735,522.0,Performance analysis of predictive (alpha) stock factors.,25.0,24,True,2020-04-30 15:42:52.000000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,365.0,351.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000000,14.0,1781.0,2076.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922000,10359.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
360,TorchServe,pytorch/serve,,model-serialisation,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000000,2021-01-28 00:05:07.000000,2021-01-13 01:32:25.000000,226,130.0,399.0,1543,1049.0,Model Serving on PyTorch.,61.0,24,True,2020-12-18 01:38:41.000000,0.3.0,6.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],26.0,26.0,https://pypi.org/project/torchserve,2020-12-17 19:04:04.000000,,3299.0,7379.0,https://anaconda.org/pytorch/torchserve,2020-12-17 18:30:12.593000,6216.0,https://hub.docker.com/r/pytorch/torchserve,2020-12-18 18:32:51.570336,3.0,50555.0,2.0,181.0,,,,,,,,,,,,,,,,,,,,,,
361,Elephas,maxpumperla/elephas,,distributed-ml,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000000,2021-01-25 02:43:23.000000,2021-01-25 02:43:17.000000,286,22.0,111.0,1439,437.0,Distributed Deep learning with Keras & Spark.,26.0,24,True,2021-01-25 02:08:03.000000,1.2.1,15.0,elephas,,,,"['keras', 'spark']",39.0,36.0,https://pypi.org/project/elephas,2021-01-25 02:05:37.000000,3.0,7315.0,7315.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
362,PyTextRank,DerwenAI/pytextrank,,nlp,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000000,2021-01-19 13:43:09.000000,2020-09-21 19:22:46.000000,291,17.0,37.0,1405,147.0,Python implementation of TextRank for phrase extraction and summarization of text documents.,10.0,24,True,2020-09-15 16:51:59.000000,2.0.3,10.0,pytextrank,,,,,129.0,123.0,https://pypi.org/project/pytextrank,2020-09-15 16:51:59.000000,6.0,8875.0,8875.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
363,haystack,deepset-ai/haystack,,nlp,https://github.com/deepset-ai/haystack,https://github.com/deepset-ai/haystack,Apache-2.0,2019-11-14 09:05:28.000000,2021-01-27 16:42:53.000000,2021-01-27 16:01:29.000000,240,61.0,376.0,1314,509.0,Transformers at scale for question answering & neural search. Using NLP via a modular Retriever-Reader-Pipeline...,31.0,24,True,2021-01-21 17:42:17.000000,0.7.0,34.0,haystack,,,,,104.0,30.0,https://pypi.org/project/haystack,2017-07-03 04:44:52.000000,74.0,671.0,671.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
364,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,186,30.0,34.0,1278,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,24,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,,,['pytorch'],567.0,517.0,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,5935.0,5935.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
365,IB-insync,erdewit/ib_insync,,financial-data,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000000,2021-01-22 17:20:01.000000,2021-01-12 09:49:36.000000,381,5.0,279.0,1213,547.0,Python sync/async framework for Interactive Brokers API.,25.0,24,True,2020-11-03 13:37:57.000000,0.9.64,89.0,ib_insync,conda-forge/ib-insync,,,,12.0,,https://pypi.org/project/ib_insync,2020-11-03 13:37:57.000000,12.0,2335.0,2733.0,https://anaconda.org/conda-forge/ib-insync,2020-11-07 23:30:42.910000,7181.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
366,Fairness 360,Trusted-AI/AIF360,,interpretability,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000000,2021-01-27 21:48:18.000000,2021-01-19 17:09:39.000000,384,35.0,46.0,1204,291.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",41.0,24,True,2020-06-02 22:59:53.000000,0.3.0,8.0,aif360,,,,,64.0,62.0,https://pypi.org/project/aif360,2020-06-02 22:49:24.000000,2.0,1878.0,1878.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
367,petastorm,uber/petastorm,,distributed-ml,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000000,2021-01-27 04:17:13.000000,2021-01-23 03:47:57.000000,178,121.0,111.0,1060,615.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,38.0,24,True,2020-12-15 18:37:49.000000,0.9.8,64.0,petastorm,,,,,25.0,25.0,https://pypi.org/project/petastorm,2020-12-15 18:37:49.000000,,33283.0,33292.0,,,,,,,,2.0,288.0,,,,,,,,,,,,,,,,,,,,,,
368,TabPy,tableau/TabPy,,others,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000000,2021-01-22 23:03:42.000000,2021-01-22 23:03:41.000000,377,8.0,248.0,1021,823.0,Execute Python code on the fly and display results in Tableau visualizations:.,39.0,24,True,2020-11-11 19:06:41.000000,2.3.1,24.0,tabpy,,,,,44.0,44.0,https://pypi.org/project/tabpy,2020-11-11 19:06:41.000000,,1475.0,1475.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
369,Streamz,python-streamz/streamz,,time-series-data,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000000,2021-01-15 14:38:35.032000,2021-01-14 20:46:26.000000,112,89.0,127.0,897,733.0,Real-time stream processing for python.,38.0,24,True,2020-11-02 14:53:29.000000,0.6.1,14.0,streamz,conda-forge/streamz,,,,201.0,185.0,https://pypi.org/project/streamz,2020-11-02 14:53:29.000000,16.0,2140.0,4904.0,https://anaconda.org/conda-forge/streamz,2021-01-15 14:38:35.032000,110572.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
370,PySAL,pysal/pysal,,geospatial-data,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000000,2021-01-24 19:14:47.000000,2021-01-24 19:14:46.000000,241,58.0,583.0,814,4112.0,PySAL: Python Spatial Analysis Library Meta-Package.,70.0,24,True,2020-07-30 03:12:31.000000,2.3.0,24.0,pysal,conda-forge/pysal,,,,18.0,,https://pypi.org/project/pysal,2020-07-30 03:12:31.000000,18.0,8335.0,15678.0,https://anaconda.org/conda-forge/pysal,2020-07-30 10:24:58.290000,396531.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
371,kmodes,nicodv/kmodes,,others,https://github.com/nicodv/kmodes,https://github.com/nicodv/kmodes,MIT,2013-08-01 11:54:40.000000,2021-01-23 18:33:23.000000,2021-01-23 18:33:23.000000,338,20.0,106.0,804,449.0,"Python implementations of the k-modes and k-prototypes clustering algorithms, for clustering categorical data.",16.0,24,True,2020-02-25 21:38:29.000000,0.10.2,12.0,kmodes,,,,,435.0,422.0,https://pypi.org/project/kmodes,2020-02-25 21:30:28.000000,13.0,44710.0,44710.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
372,ffn,pmorissette/ffn,,financial-data,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2021-01-26 04:14:23.000000,2021-01-26 04:14:22.000000,177,16.0,63.0,760,308.0,ffn - a financial function library for Python.,23.0,24,True,2018-05-28 14:01:56.000000,0.3.4,25.0,ffn,,,,,112.0,96.0,https://pypi.org/project/ffn,2018-05-28 14:01:56.000000,16.0,8114.0,8114.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
373,ktrain,amaiya/ktrain,,ml-frameworks,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000000,2021-01-28 01:04:41.000000,2021-01-28 01:03:57.000000,175,8.0,291.0,726,2152.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,12.0,24,True,2021-01-28 01:04:41.000000,0.25.4,147.0,ktrain,,,,['tensorflow'],113.0,112.0,https://pypi.org/project/ktrain,2021-01-28 01:03:31.000000,1.0,4736.0,4736.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
374,PennyLane,PennyLaneAI/PennyLane,,others,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000000,2021-01-28 09:25:48.000000,2021-01-28 08:30:39.000000,211,50.0,232.0,718,1776.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,39.0,24,True,2020-12-22 16:10:22.000000,0.13.0-post2,18.0,pennylane,,,,,20.0,,https://pypi.org/project/pennylane,2020-11-27 18:07:34.000000,20.0,1583.0,1585.0,,,,,,,,2.0,53.0,,,,,,,,,,,,,,,,,,,,,,
375,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,217,100.0,186.0,706,514.0,Gaussian Process Optimization using GPy.,49.0,24,True,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,207.0,171.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,4309.0,4309.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
376,stockstats,jealous/stockstats,,financial-data,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000000,2020-12-10 07:08:11.000000,2020-10-17 10:59:35.000000,194,29.0,30.0,703,23.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,7.0,24,True,2020-10-17 11:10:43.000000,0.3.2,14.0,stockstats,,,,,192.0,168.0,https://pypi.org/project/stockstats,2020-10-17 11:10:43.000000,24.0,22586.0,22586.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
377,pythreejs,jupyter-widgets/pythreejs,,data-viz,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000000,2021-01-19 14:26:57.000000,2020-10-09 09:41:09.000000,156,60.0,137.0,698,1594.0,A Jupyter - Three.js bridge.,24.0,24,True,2020-03-19 11:32:37.000000,2.2.1,42.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],36.0,15.0,https://pypi.org/project/pythreejs,2020-10-09 09:40:47.000000,13.0,5631.0,15513.0,https://anaconda.org/conda-forge/pythreejs,2020-10-12 12:24:08.446000,261258.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2020-03-19 11:22:13.041000,8.0,5217.0,,,,,,,,,,,,,,,
378,CLTK,cltk/cltk,,nlp,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000000,2021-01-09 23:56:41.000000,2021-01-09 23:56:40.000000,297,125.0,357.0,629,2771.0,The Classical Language Toolkit.,107.0,24,True,2020-06-22 06:03:33.000000,0.1.121,160.0,cltk,,,,,221.0,153.0,https://pypi.org/project/cltk,2021-01-01 18:03:05.000000,68.0,1004.0,1004.0,,,,,,,,3.0,22.0,,,,,,,,,,,,,,,,,,,,,,
379,pyjanitor,ericmjl/pyjanitor,,others,https://github.com/ericmjl/pyjanitor,https://github.com/ericmjl/pyjanitor,MIT,2018-03-04 22:43:33.000000,2021-01-28 08:52:40.000000,2021-01-27 01:34:12.000000,118,91.0,278.0,620,1162.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,87.0,24,True,2020-10-03 12:24:35.000000,0.20.10,46.0,pyjanitor,conda-forge/pyjanitor,,,,79.0,77.0,https://pypi.org/project/pyjanitor,2020-10-03 12:24:35.000000,2.0,1418.0,3686.0,https://anaconda.org/conda-forge/pyjanitor,2020-10-04 12:30:53.707000,77115.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
380,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,,ml-frameworks,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000000,2021-01-27 23:48:02.000000,2021-01-27 21:43:53.000000,64,55.0,225.0,533,79524.0,TensorFlow ROCm port.,3513.0,24,True,2020-12-08 01:43:55.000000,2.4.0,58.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,2020-12-22 02:51:55.000000,,1093.0,1093.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,,,
381,Intake,intake/intake,,data-loading,https://github.com/intake/intake,https://github.com/intake/intake,BSD-2-Clause,2017-08-14 20:44:22.000000,2021-01-28 14:40:04.000000,2021-01-28 14:40:02.000000,91,75.0,190.0,522,1628.0,"Intake is a lightweight package for finding, investigating, loading and disseminating data.",52.0,24,True,2020-06-03 19:03:40.000000,0.6.0,19.0,intake,conda-forge/intake,,,,294.0,220.0,https://pypi.org/project/intake,2020-06-03 19:03:40.000000,74.0,2075.0,4247.0,https://anaconda.org/conda-forge/intake,2020-06-03 19:49:52.133000,56479.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
382,combo,yzhao062/combo,,sklearn-utils,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000000,2020-12-23 14:27:11.000000,2020-12-23 14:27:05.000000,82,7.0,3.0,473,201.0,(AAAI' 20) A Python Toolbox for Machine Learning Model Combination.,1.0,24,True,2020-12-23 02:21:49.000000,0.1.2,12.0,combo,,,,"['sklearn', 'xgboost']",260.0,260.0,https://pypi.org/project/combo,2020-12-23 02:21:49.000000,0.0,62678.0,62678.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
383,SALib,SALib/SALib,,probabilistics,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000000,2021-01-20 02:04:22.000000,2021-01-20 02:04:21.000000,140,45.0,182.0,430,909.0,"Sensitivity Analysis Library in Python (Numpy). Contains Sobol, Morris, Fractional Factorial and FAST methods.",24.0,24,True,2020-11-12 17:13:12.000000,1.3.12,29.0,salib,conda-forge/salib,,,,44.0,,https://pypi.org/project/salib,2020-11-19 15:36:26.000000,44.0,10537.0,11673.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:41.614000,56815.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
384,findspark,minrk/findspark,,others,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000000,2020-06-08 09:32:35.000000,2020-06-08 09:31:58.000000,64,11.0,8.0,386,67.0,Find pyspark to make it importable.,14.0,24,True,2020-06-08 09:32:23.000000,1.4.2,12.0,findspark,conda-forge/findspark,,,['spark'],1683.0,1481.0,https://pypi.org/project/findspark,2020-06-08 09:32:23.000000,202.0,466355.0,475146.0,https://anaconda.org/conda-forge/findspark,2018-07-06 12:57:33.438000,483544.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
385,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,,sklearn-utils,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000000,2020-12-30 08:00:27.000000,2019-12-05 08:17:22.000000,153,34.0,21.0,356,46.0,scikit-learn inspired API for CRFsuite.,6.0,24,False,2017-06-22 18:49:27.000000,0.3.6,9.0,sklearn-crfsuite,,,,['sklearn'],2814.0,2418.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000000,396.0,33121.0,33121.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
386,GeoViews,holoviz/geoviews,,geospatial-data,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000000,2020-11-13 20:59:34.000000,2020-09-21 16:31:16.000000,60,78.0,169.0,329,635.0,"Simple, concise geographical visualization in Python.",21.0,24,True,2020-09-23 18:59:07.000000,1.8.0,21.0,geoviews,conda-forge/geoviews,,,,206.0,196.0,https://pypi.org/project/geoviews,2020-03-30 19:17:21.000000,10.0,1070.0,2684.0,https://anaconda.org/conda-forge/geoviews,2020-09-23 20:06:48.808000,54907.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
