,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,trending,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
403,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2021-06-10 22:02:56.000000,2020-01-22 07:39:36,1198.0,,313,70.0,166.0,153.0,111.0,2521,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,27,False,2021-01-23 14:25:24.000,0.11.0,28.0,eli5,conda-forge/eli5,,,,68.0,,https://pypi.org/project/eli5,2021-01-23 14:25:24.000,68.0,1165613.0,1167471.0,https://anaconda.org/conda-forge/eli5,2021-01-25 08:24:59.385,109628.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
404,analytics-zoo,intel-analytics/analytics-zoo,distributed-ml,,https://github.com/intel-analytics/analytics-zoo,https://github.com/intel-analytics/analytics-zoo,Apache-2.0,2017-05-05 02:27:30.000,2022-04-06 20:13:08.000000,2022-03-29 10:34:59,3426.0,7.0,713,102.0,3829.0,560.0,842.0,2488,"Distributed Tensorflow, Keras and PyTorch on Apache Spark/Flink & Ray.",105.0,27,True,2022-01-25 00:20:26.000,0.11.2,282.0,analytics-zoo,,,,['spark'],4.0,3.0,https://pypi.org/project/analytics-zoo,2022-04-06 20:13:08.000,1.0,22324.0,22324.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
405,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-02-21 13:26:13.000000,2021-11-22 21:36:59,442.0,,421,93.0,32.0,49.0,236.0,2449,Learning to Rank in TensorFlow.,25.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,11.0,52641.0,52641.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
406,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2022-04-07 10:43:50.000000,2022-04-01 10:20:39,1096.0,93.0,298,86.0,1849.0,167.0,859.0,2383,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",43.0,27,True,2022-03-23 01:02:36.000,0.8.4,109.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2022-03-23 01:21:22.000,1.0,10202.0,10202.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
407,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-02-25 09:34:50.000000,2022-02-11 14:44:37,857.0,29.0,170,48.0,90.0,1.0,208.0,2168,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,27,True,2022-02-11 16:12:12.000,0.2.5,17.0,vidgear,,,,,190.0,185.0,https://pypi.org/project/vidgear,2022-02-11 16:12:12.000,5.0,4211.0,4225.0,,,,,,,,3.0,548.0,,,,,,,,,,,,,,,,,,,
408,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211.0,,305,61.0,37.0,92.0,158.0,2123,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],254.0,230.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,13169.0,13169.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
409,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,279,65.0,14.0,26.0,45.0,1935,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,1131.0,967.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,321995.0,321995.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
410,mljar-supervised,mljar/mljar-supervised,hyperopt,,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000,2022-03-08 08:22:33.000000,2022-03-03 09:21:08,1004.0,21.0,263,34.0,47.0,79.0,391.0,1852,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",17.0,27,True,2022-03-02 09:23:54.000,0.11.2,76.0,mljar-supervised,conda-forge/mljar-supervised,,,,42.0,40.0,https://pypi.org/project/mljar-supervised,2022-03-02 09:17:15.000,2.0,9882.0,10011.0,https://anaconda.org/conda-forge/mljar-supervised,2022-03-02 09:53:48.925,1299.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
411,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562.0,2.0,78,41.0,43.0,9.0,65.0,1776,The friendly PIL fork.,384.0,27,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,51415.0,51415.0,,,,,,,,3.0,,,,,,,,,,,,,-4.0,,,,,,,
412,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-04-05 02:54:54.000000,2022-04-05 02:54:54,3525.0,105.0,317,34.0,819.0,52.0,318.0,1749,"A unified, comprehensive and efficient recommendation library.",45.0,27,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,2205.0,2280.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1275.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
413,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2022-02-12 03:29:55.000000,2022-02-12 02:32:06,1636.0,37.0,157,58.0,65.0,69.0,123.0,1707,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,27,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,189.0,179.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,1034.0,1034.0,,,,,,,,3.0,14.0,,,,,,,,,,,,,,,,,,,
414,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930.0,,318,73.0,742.0,54.0,168.0,1475,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,,324.0,293.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,2956.0,2956.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
415,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2022-04-03 02:11:08.000000,2022-04-03 02:11:08,459.0,21.0,307,78.0,78.0,54.0,227.0,1350,bt - flexible backtesting for Python.,25.0,27,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,125.0,104.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,21.0,6463.0,6768.0,https://anaconda.org/conda-forge/bt,2022-01-18 18:09:55.903,3666.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
416,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2022-04-07 10:44:39.000000,2022-04-04 13:29:59,478.0,34.0,133,34.0,266.0,74.0,151.0,1238,"Algorithms for outlier, adversarial and drift detection.",15.0,27,True,2022-04-01 13:40:23.000,0.9.1,24.0,alibi-detect,,,,,82.0,77.0,https://pypi.org/project/alibi-detect,2022-04-01 13:39:54.000,5.0,20975.0,20975.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
417,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-04-07 14:21:16.000000,2022-04-07 13:19:39,689.0,27.0,292,33.0,688.0,137.0,206.0,1235,A Python package to assess and improve fairness of machine learning models.,66.0,27,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],9.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,9.0,60638.0,61304.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,17329.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
418,Optimus,hi-primus/optimus,data-pipelines,,https://github.com/hi-primus/optimus,https://github.com/hi-primus/optimus,Apache-2.0,2017-07-13 02:31:18.000,2022-04-05 14:40:34.000000,2022-04-05 14:40:31,6295.0,119.0,208,39.0,996.0,32.0,195.0,1202,"Agile Data Preparation Workflows madeeasy with Pandas, Dask, cuDF, Dask-cuDF, Vaex and PySpark.",25.0,27,True,2020-07-19 03:05:40.000,2.2.32,85.0,optimuspyspark,,,,['spark'],,,https://pypi.org/project/optimuspyspark,2019-05-30 02:22:54.000,,39448.0,39448.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
419,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-02-25 16:01:47.000000,2022-02-25 16:01:47,356.0,5.0,204,56.0,66.0,16.0,80.0,1115,ffn - a financial function library for Python.,26.0,27,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,210.0,185.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,30660.0,30721.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,740.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
420,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-04-06 21:27:53.000000,2022-04-06 21:22:40,605.0,34.0,182,40.0,241.0,45.0,128.0,1107,Training PyTorch models with differential privacy.,47.0,27,True,2022-03-15 12:52:58.000,1.1.0,14.0,opacus,conda-forge/opacus,,,['pytorch'],105.0,94.0,https://pypi.org/project/opacus,2022-03-15 12:52:58.000,11.0,4086.0,4187.0,https://anaconda.org/conda-forge/opacus,2022-02-12 22:47:56.715,302.0,,,,,2.0,43.0,,,,,,,,,,,,,,,,,,,
421,pandasql,yhat/pandasql,data-containers,,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000,2021-06-14 19:49:10.558000,2017-02-01 15:40:30,127.0,,149,44.0,27.0,44.0,24.0,1102,sqldf for pandas.,15.0,27,False,2016-04-20 21:52:36.000,0.7.3,31.0,pandasql,conda-forge/pandasql,,,['pandas'],1280.0,1216.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000,64.0,2121452.0,2138106.0,https://anaconda.org/conda-forge/pandasql,2021-06-14 19:49:10.558,166540.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
422,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-03-16 16:00:57.000000,2022-03-16 16:00:51,484.0,17.0,323,30.0,36.0,10.0,91.0,1038,MiniSom is a minimalistic implementation of the Self Organizing Maps.,25.0,27,False,2022-02-25 07:50:44.000,2.3.0,2.0,minisom,,,,,257.0,252.0,https://pypi.org/project/minisom,2022-02-25 07:34:51.000,5.0,12935.0,12935.0,,,,,,,,3.0,,,,,,,,,,,,,4.0,,,,,,,
423,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-01-31 17:47:09.921000,2022-01-30 22:27:10,4173.0,36.0,273,77.0,624.0,11.0,598.0,1001,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,27,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,18344.0,24644.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,434736.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
424,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-03-24 03:12:11.000000,2022-03-24 03:12:07,512.0,13.0,167,44.0,52.0,3.0,58.0,909,Training neural models with structured signals.,33.0,27,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],200.0,198.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,13085.0,13085.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
425,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2022-01-06 09:30:10.449000,2022-01-05 19:57:41,1116.0,,204,58.0,238.0,12.0,310.0,738,Search and download Copernicus Sentinel satellite images.,42.0,27,False,2022-01-05 19:58:27.000,1.1.1,40.0,sentinelsat,conda-forge/sentinelsat,,,,323.0,293.0,https://pypi.org/project/sentinelsat,2022-01-05 19:58:27.000,30.0,14626.0,14919.0,https://anaconda.org/conda-forge/sentinelsat,2022-01-06 09:30:10.449,5220.0,,,,,3.0,228.0,,,,,,,,,,,,,,,,,,,
426,docarray,jina-ai/docarray,data-containers,,https://github.com/jina-ai/docarray,https://github.com/jina-ai/docarray,Apache-2.0,2021-12-14 15:26:24.000,2022-04-07 15:21:28.069000,2022-04-07 12:43:56,463.0,357.0,41,26.0,216.0,6.0,46.0,613,The data structure for unstructured data.,22.0,27,True,2022-04-07 11:36:49.000,0.12.0,266.0,docarray,conda-forge/docarray,,,,32.0,32.0,https://pypi.org/project/docarray,2022-04-07 12:57:58.000,,72733.0,73339.0,https://anaconda.org/conda-forge/docarray,2022-04-07 15:21:28.069,1820.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
427,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-03-15 11:16:28.000000,2022-03-15 11:16:28,384.0,34.0,89,23.0,55.0,11.0,78.0,514,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",21.0,27,True,2022-03-12 17:51:16.000,1.8.1,37.0,tinytag,,,,,576.0,506.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,70.0,58841.0,58841.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
428,Orion,Epistimio/orion,hyperopt,,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000,2022-04-06 20:16:37.000000,2022-04-06 13:27:10,3222.0,163.0,44,13.0,553.0,166.0,158.0,223,Asynchronous Distributed Hyperparameter Optimization.,25.0,27,False,2022-03-07 19:03:38.000,0.2.3,22.0,orion,,,,,66.0,60.0,https://pypi.org/project/orion,2022-03-07 19:03:38.000,6.0,6057.0,6057.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
429,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-02-12 17:13:04.000000,2021-10-20 08:05:51,85.0,,1370,189.0,51.0,60.0,28.0,6959,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,13713.0,13713.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
430,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2022-04-04 16:40:49.000000,2022-04-04 16:40:45,1594.0,3.0,690,148.0,1527.0,86.0,121.0,6852,Trax Deep Learning with Clear Code and Speed.,76.0,26,True,2021-10-26 20:29:38.000,1.4.1,24.0,trax,,,,,48.0,48.0,https://pypi.org/project/trax,2021-10-26 20:27:35.000,,4097.0,4097.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
431,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1315,351.0,14.0,39.0,65.0,5752,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,885.0,846.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,7627.0,7627.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
432,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2021-10-15 05:38:50.000000,2021-10-15 05:38:50,537.0,,830,129.0,58.0,122.0,70.0,4684,Image augmentation library in Python for machine learning.,22.0,26,True,2021-10-14 08:49:48.000,0.2.9,21.0,Augmentor,,,,,463.0,434.0,https://pypi.org/project/Augmentor,2021-10-14 08:49:48.000,29.0,11939.0,11939.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
433,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33,667.0,,592,160.0,127.0,72.0,100.0,4376,A collection of infrastructure and tools for research in neural network interpretability.,40.0,26,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],625.0,619.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,1350.0,1350.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
434,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,625,71.0,25.0,114.0,101.0,2923,Neural network visualization toolkit for keras.,10.0,26,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1785.0,1756.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,3183.0,3183.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
435,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-04-06 04:38:09.000000,2022-04-05 20:55:12,181.0,15.0,279,55.0,43.0,43.0,47.0,2917,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,26,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,64.0,62.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,5421.0,5421.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
436,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2022-01-18 22:03:55.000000,2020-12-08 16:56:38,17588.0,,1047,217.0,3648.0,437.0,1102.0,2878,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1960.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070,111143.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1481.0,3.0,,,,,,,,,shogun,,,,,,,,,,,
437,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-03-15 23:09:12.000000,2022-03-15 22:59:41,368.0,7.0,215,48.0,340.0,48.0,187.0,2789,Hummingbird compiles trained ML models into tensor computation for faster inference.,28.0,26,True,2022-03-11 23:00:06.000,0.4.3,16.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,26.0,26.0,https://pypi.org/project/hummingbird-ml,2022-03-11 22:55:51.000,,2650.0,3133.0,https://anaconda.org/conda-forge/hummingbird-ml,2021-12-14 21:22:58.497,6189.0,,,,,3.0,161.0,,,,,,,,,,,,,,,,,,,
438,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2021-12-03 13:09:42.000000,2021-11-29 10:29:02,321.0,,220,59.0,41.0,9.0,,2745,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",11.0,26,True,2021-10-27 13:15:53.000,4.2.2,22.0,textdistance,conda-forge/textdistance,,,,2007.0,1968.0,https://pypi.org/project/textdistance,2021-10-27 13:15:53.000,39.0,340324.0,342174.0,https://anaconda.org/conda-forge/textdistance,2021-10-27 17:04:18.548,86400.0,,,,,3.0,623.0,,,,,,,,,,,,,,,,,,,
439,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-04-07 14:00:19.000000,2022-04-01 05:51:46,427.0,9.0,654,55.0,500.0,71.0,275.0,2490,A high-performance distributed training framework for Reinforcement Learning.,29.0,26,True,2021-12-30 06:45:32.000,2.0.3,23.0,parl,,,,['paddle'],88.0,88.0,https://pypi.org/project/parl,2021-12-30 06:45:32.000,,984.0,984.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
440,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2021-12-05 06:35:06.000000,2020-04-27 18:40:41,522.0,,849,162.0,213.0,42.0,145.0,2250,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,543.0,526.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,4019.0,4310.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,14577.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
441,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,255,65.0,57.0,21.0,39.0,2191,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,26,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],1895.0,1855.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,361281.0,363164.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,107377.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
442,Pandaral·lel,nalepae/pandarallel,data-containers,,https://github.com/nalepae/pandarallel,https://github.com/nalepae/pandarallel,BSD-3-Clause,2019-03-10 11:58:29.000,2022-03-15 16:31:10.000000,2022-03-15 09:46:13,152.0,24.0,134,22.0,25.0,79.0,81.0,2109,A simple and efficient tool to parallelize Pandas operations on all availableCPUs.,19.0,26,True,2022-03-15 09:48:27.000,1.6.1,37.0,pandarallel,conda-forge/pandarallel,,,"['pandas', 'jupyter']",19.0,,https://pypi.org/project/pandarallel,2022-03-15 09:46:45.000,19.0,255173.0,255405.0,https://anaconda.org/conda-forge/pandarallel,2022-02-06 21:20:11.447,2322.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
443,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-04-07 05:26:26.000000,2022-04-07 05:26:21,441.0,15.0,239,63.0,280.0,20.0,112.0,2107,DDSP: Differentiable Digital Signal Processing.,30.0,26,True,2022-03-30 23:11:23.000,3.3.2,44.0,ddsp,conda-forge/ddsp,,,['tensorflow'],23.0,22.0,https://pypi.org/project/ddsp,2022-03-30 23:11:23.000,1.0,4193.0,4664.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,10366.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
444,PyFunctional,EntilZha/PyFunctional,data-pipelines,,https://github.com/EntilZha/PyFunctional,https://github.com/EntilZha/PyFunctional,MIT,2015-02-05 17:17:51.000,2021-11-26 14:50:52.000000,2021-11-05 18:58:53,520.0,,108,53.0,43.0,7.0,119.0,1998,Python library for creating data pipelines with chain functional programming.,25.0,26,True,2021-01-12 19:21:07.000,1.4.3,14.0,pyfunctional,,,,,435.0,423.0,https://pypi.org/project/pyfunctional,2021-01-12 19:14:48.000,12.0,97890.0,97890.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
445,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,443,37.0,41.0,59.0,57.0,1962,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,26,True,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],967.0,960.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,7.0,96434.0,102892.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,15.0,,,,,3.0,226030.0,,,,,,,,,,,,,,,,,,,
