,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,updated_github_id,new_addition
459,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2022-02-16 08:13:43.000000,2022-02-09 19:11:08,354.0,3.0,200,58.0,65.0,16.0,80.0,1086,ffn - a financial function library for Python.,26.0,26,True,2021-04-21 02:47:21.000,0.3.6,27.0,ffn,conda-forge/ffn,,,,195.0,170.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000,25.0,27511.0,27576.0,https://anaconda.org/conda-forge/ffn,2021-04-22 14:02:56.125,656.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,spacy-transformers,explosion/spacy-transformers,nlp,,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000,2022-01-20 09:38:28.000000,2022-01-13 16:22:08,1387.0,7.0,136,27.0,154.0,,,1079,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",18.0,26,True,2022-01-14 07:37:40.000,1.1.4,58.0,spacy-transformers,conda-forge/spacy-transformers,,,['spacy'],409.0,396.0,https://pypi.org/project/spacy-transformers,2022-01-14 07:37:28.000,13.0,88577.0,88720.0,https://anaconda.org/conda-forge/spacy-transformers,2022-01-14 10:03:56.640,429.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,24.0,35.0,1.0,111.0,1037,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1158.0,1129.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,11437.0,11437.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
462,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2021-12-31 19:41:11.000000,2021-12-24 18:36:59,781.0,6.0,130,32.0,210.0,103.0,145.0,1035,Real-time stream processing for python.,45.0,26,True,2021-10-04 14:47:39.000,0.6.3,16.0,streamz,conda-forge/streamz,,,,293.0,264.0,https://pypi.org/project/streamz,2021-10-04 14:47:39.000,29.0,10831.0,15441.0,https://anaconda.org/conda-forge/streamz,2021-10-04 16:06:59.119,244346.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
463,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-01-07 14:52:00.000000,2022-01-07 14:51:56,41.0,15.0,249,50.0,34.0,3.0,76.0,956,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,26,True,2022-01-07 11:43:24.000,0.4.1,16.0,stockstats,,,,,428.0,399.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,8655.0,8655.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
464,bcolz,Blosc/bcolz,data-containers,,https://github.com/Blosc/bcolz,https://github.com/Blosc/bcolz,BSD-3-Clause,2010-08-18 15:27:02.000,2021-09-07 20:42:40.000000,2020-09-10 12:12:45,1280.0,,134,60.0,176.0,133.0,122.0,942,A columnar data container that can be compressed.,33.0,26,False,2018-04-13 07:44:26.000,1.2.1,23.0,bcolz,conda-forge/bcolz,,,,2207.0,1704.0,https://pypi.org/project/bcolz,2018-04-13 07:44:26.000,503.0,14351.0,19134.0,https://anaconda.org/conda-forge/bcolz,2019-11-05 21:09:48.045,287036.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
465,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-02-10 18:54:59.000000,2022-02-10 18:54:44,509.0,15.0,167,44.0,52.0,3.0,58.0,901,Training neural models with structured signals.,32.0,26,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],177.0,175.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,11345.0,11345.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,278,70.0,83.0,27.0,26.0,897,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,935.0,801.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,56750.0,57059.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,14832.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05,409.0,,288,32.0,290.0,16.0,181.0,878,A research toolkit for particle swarm optimization in Python.,43.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,159.0,153.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,6.0,32338.0,32338.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,243,42.0,72.0,100.0,186.0,798,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,282.0,250.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,15767.0,15767.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2021-12-06 21:48:19.000000,2021-12-06 21:48:19,1667.0,6.0,162,40.0,161.0,67.0,144.0,790,A Jupyter - Three.js bridge.,29.0,26,True,2021-02-26 14:01:21.000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],60.0,19.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,34.0,40186.0,51115.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,364496.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,5647.0,,,,,,,,,,,,,
470,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-02-17 14:42:40.000000,2022-02-17 12:28:11,2381.0,118.0,32,139.0,279.0,71.0,161.0,717,An open-source plotting library for statistical data.,16.0,26,True,2021-12-10 17:04:12.000,2.2.1,45.0,lets-plot,,,,,14.0,13.0,https://pypi.org/project/lets-plot,2021-12-10 16:26:26.000,1.0,2287.0,2294.0,,,,,,,,3.0,197.0,,,,,,,,,,,,,,,,,,,,
471,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-02-09 12:45:08.000000,2022-02-09 12:44:52,4689.0,120.0,59,12.0,23.0,116.0,184.0,659,"Experiment tracking, ML developer tools.",18.0,26,True,2022-02-07 16:31:34.000,0.7.5,178.0,guildai,,,,,43.0,43.0,https://pypi.org/project/guildai,2022-02-07 16:31:34.000,,3898.0,3898.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2022-02-16 20:55:14.000000,2022-02-01 20:41:40,15372.0,14.0,301,44.0,1479.0,192.0,2837.0,647,An open-source application for biological image analysis.,125.0,26,True,2021-07-22 19:01:42.000,4.2.1,43.0,cellprofiler,,,,,7.0,7.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000,,758.0,781.0,,,,,,,,3.0,2289.0,,,,,,,,,,,,,,,,,,,,
473,GeoViews,holoviz/geoviews,geospatial-data,,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000,2022-02-17 12:46:38.000000,2022-02-17 12:46:21,684.0,19.0,69,28.0,264.0,105.0,195.0,393,"Simple, concise geographical visualization in Python.",26.0,26,True,2021-12-25 18:09:47.000,1.9.3,32.0,geoviews,conda-forge/geoviews,,,,25.0,,https://pypi.org/project/geoviews,2021-12-25 17:22:46.000,25.0,12428.0,14417.0,https://anaconda.org/conda-forge/geoviews,2022-01-13 13:20:50.024,93502.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
474,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-02-15 05:28:33.000000,2021-12-20 23:24:01,1186.0,3.0,125,21.0,533.0,18.0,207.0,330,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,135.0,128.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,4740.0,5937.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,40719.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
475,StaticFrame,InvestmentSystems/static-frame,data-containers,,https://github.com/InvestmentSystems/static-frame,https://github.com/InvestmentSystems/static-frame,MIT,2018-01-03 15:07:52.000,2022-02-17 06:18:10.000000,2022-02-17 06:18:01,3624.0,356.0,24,11.0,61.0,44.0,334.0,262,Immutable and grow-only Pandas-like DataFrames with a more explicit and consistent interface.,16.0,26,False,2022-02-13 00:39:12.000,0.8.35,134.0,static-frame,conda-forge/static-frame,,,,13.0,11.0,https://pypi.org/project/static-frame,2022-02-13 00:37:55.000,2.0,1259.0,4991.0,https://anaconda.org/conda-forge/static-frame,2022-02-13 03:40:34.329,134354.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
476,dbnd,databand-ai/dbnd,data-pipelines,,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,Apache-2.0,2020-01-02 10:42:47.000,2022-02-16 17:58:34.000000,2022-02-10 19:11:47,2862.0,179.0,22,18.0,51.0,3.0,2.0,217,DBND is an agile pipeline framework that helps data engineering teams track and orchestrate their data processes.,55.0,26,False,2022-02-16 17:58:34.000,0.63.4,280.0,dbnd,,,,,47.0,25.0,https://pypi.org/project/dbnd,2022-02-16 17:58:34.000,22.0,137132.0,137132.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
477,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1298,351.0,14.0,39.0,65.0,5696,Python library for processing Chinese text.,8.0,25,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,842.0,803.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,3365.0,3365.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
478,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2021-03-01 14:17:24.000000,2020-08-14 02:32:30,1083.0,,964,185.0,323.0,327.0,289.0,5512,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,75.0,72.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,601.0,669.0,,,,,,,,3.0,3487.0,,,,,,,,,,,,,,,,,,,,
479,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2021-07-26 20:38:52.000000,2020-05-03 07:13:22,108.0,,556,141.0,30.0,54.0,51.0,5059,Extract Keywords from sentence or Replace keywords in sentences.,7.0,25,False,,,18.0,flashtext,conda-forge/flashtext,,,,716.0,685.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,31.0,562090.0,562494.0,https://anaconda.org/conda-forge/flashtext,2020-07-16 16:37:59.996,7687.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
480,mace,XiaoMi/mace,ml-frameworks,,https://github.com/XiaoMi/mace,https://github.com/XiaoMi/mace,Apache-2.0,2018-06-27 03:50:12.000,2022-02-11 11:53:32.000000,2022-02-11 11:53:32,3328.0,29.0,780,229.0,104.0,43.0,612.0,4570,MACE is a deep learning inference framework optimized for mobile heterogeneous computing platforms.,63.0,25,True,2022-01-13 09:55:14.000,1.1.1,12.0,,,,,,,,,,,,33.0,,,,,,,,3.0,1401.0,,,,,,,,,,,,,,,,,,,,
481,torchdiffeq,rtqichen/torchdiffeq,pytorch-utils,,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000,2022-01-17 20:17:27.000000,2022-01-17 20:15:35,225.0,1.0,683,124.0,33.0,31.0,132.0,3939,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,25,True,2021-06-02 23:04:51.000,0.2.2,6.0,torchdiffeq,conda-forge/torchdiffeq,,,['pytorch'],202.0,196.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000,6.0,10441.0,10660.0,https://anaconda.org/conda-forge/torchdiffeq,2021-06-03 13:23:15.112,4608.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
482,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-02-17 10:40:53.000000,2022-01-27 10:07:32,9841.0,370.0,1156,135.0,2618.0,350.0,723.0,3928,An Industrial Grade Federated Learning Framework.,69.0,25,True,2022-01-27 10:09:10.000,1.7.1.1,31.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,1.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
483,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-01-04 21:11:23.000000,2020-04-17 09:51:20,204.0,,857,94.0,56.0,206.0,255.0,3685,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,25,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,47728.0,47728.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
484,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,141.0,648.0,60.0,196.0,3615,Snips Python library to extract meaning from text.,22.0,25,True,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,3633.0,3633.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
485,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-02-01 17:04:10.000000,2018-08-21 02:42:52,1156.0,,1216,349.0,52.0,45.0,84.0,3610,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,125.0,104.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,841.0,841.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
486,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838.0,,667,66.0,246.0,128.0,802.0,3445,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,25,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,8385.0,8385.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
487,AdaNet,tensorflow/adanet,hyperopt,,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000,2021-08-30 19:33:24.000000,2021-08-30 19:33:24,440.0,,518,171.0,49.0,64.0,48.0,3358,Fast and flexible AutoML with learning guarantees.,27.0,25,True,2020-07-09 21:03:28.000,0.9.0,13.0,adanet,,,,['tensorflow'],44.0,42.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000,2.0,1442.0,1442.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
488,Chartify,spotify/chartify,data-viz,,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000,2022-01-31 12:20:49.000000,2021-02-05 18:49:02,195.0,,278,84.0,65.0,41.0,31.0,3100,Python library that makes it easy for data scientists to create charts.,21.0,25,True,2020-11-02 22:14:08.000,3.0.3,16.0,chartify,conda-forge/chartify,,,,66.0,61.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000,5.0,1808.0,2267.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628,17917.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
489,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2021-01-28 14:17:44.000000,2020-03-03 10:12:35,1340.0,,528,109.0,70.0,193.0,114.0,2982,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,88.0,76.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,2647.0,2713.0,,,,,,,,3.0,3105.0,,,,,,,,,,,,,,,,,,,,
490,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-02-06 18:49:57.000000,2022-02-02 15:28:59,171.0,5.0,270,55.0,39.0,41.0,38.0,2830,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2021-09-23 17:37:22.000,0.3.2,9.0,layoutparser,,,,,46.0,45.0,https://pypi.org/project/layoutparser,2021-09-23 17:37:22.000,1.0,5034.0,5034.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
491,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2021-12-13 14:59:32.000000,2021-12-13 12:07:11,235.0,1.0,568,39.0,44.0,56.0,90.0,2674,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,14.0,25,True,2021-03-10 01:00:20.000,2.5.2,31.0,facenet-pytorch,,,,['pytorch'],642.0,635.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,7.0,13651.0,21198.0,,,,,,,,3.0,203772.0,,,,,,,,,,,,,,,,,,,,
492,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2022-02-02 15:24:48.000000,2022-02-02 15:24:43,749.0,14.0,338,89.0,521.0,131.0,90.0,2587,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,34.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],4.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,4.0,2679.0,2679.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
493,vissl,facebookresearch/vissl,image,,https://github.com/facebookresearch/vissl,https://github.com/facebookresearch/vissl,MIT,2020-04-09 19:40:33.000,2022-02-15 13:22:34.000000,2022-02-15 13:22:31,341.0,49.0,233,53.0,396.0,44.0,89.0,2369,"VISSL is FAIRs library of extensible, modular and scalable components for SOTA Self-Supervised Learning with images.",30.0,25,True,2021-11-02 17:21:02.000,0.1.6,6.0,vissl,,,,['pytorch'],6.0,5.0,https://pypi.org/project/vissl,2021-11-02 15:36:07.000,1.0,184.0,184.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
494,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,685,166.0,93.0,134.0,358.0,2324,An Algorithmic Trading Library for Crypto-Assets in Python.,148.0,25,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,25.0,23.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,477.0,477.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
495,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-02-16 20:44:59.000000,2022-02-16 20:04:35,122.0,13.0,218,49.0,59.0,53.0,75.0,2273,A deep learning library for video understanding research.,27.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,14408.0,14408.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
496,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-01-22 00:08:57.000000,2021-07-10 15:56:42,447.0,,243,57.0,55.0,18.0,49.0,2019,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,True,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],345.0,328.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,7411.0,7411.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
497,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-02-16 22:49:37.000000,2022-02-16 01:22:13,347.0,21.0,169,44.0,418.0,36.0,66.0,2018,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",12.0,25,True,2020-09-18 19:17:26.000,0.9.0,12.0,m2cgen,,,,,16.0,16.0,https://pypi.org/project/m2cgen,2020-09-18 19:16:17.000,,49998.0,49998.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
498,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2021-11-15 13:11:26.058000,2021-11-15 03:48:32,356.0,,245,54.0,11.0,17.0,68.0,1758,Beautiful visualizations of how language differs among document types.,12.0,25,True,2021-11-15 04:01:17.000,0.1.5,134.0,scattertext,conda-forge/scattertext,,,,269.0,259.0,https://pypi.org/project/scattertext,2021-11-15 04:01:17.000,10.0,3324.0,4429.0,https://anaconda.org/conda-forge/scattertext,2021-11-15 13:11:26.058,59695.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
499,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2021-11-22 17:31:06.000000,2021-07-09 11:06:18,56.0,,439,41.0,21.0,62.0,38.0,1720,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,25,True,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],1974.0,1931.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,26976.0,27153.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,4268.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
500,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-02-17 08:41:07.000000,2022-02-17 03:27:10,468.0,34.0,192,59.0,24.0,37.0,73.0,1693,Fast and Easy Infinite Neural Networks in Python.,22.0,25,True,2022-02-17 00:57:43.000,0.4.0,24.0,neural-tangents,,,,,30.0,29.0,https://pypi.org/project/neural-tangents,2022-02-17 00:54:01.000,1.0,383.0,392.0,,,,,,,,3.0,199.0,,,,,,,,,,,,,,,,,,,,
501,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-02-17 03:29:52.000000,2022-01-25 15:41:42,3393.0,25.0,290,31.0,791.0,65.0,233.0,1623,"A unified, comprehensive and efficient recommendation library.",43.0,25,True,2021-09-16 13:45:46.000,1.0.0,6.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2021-09-16 13:45:46.000,,558.0,629.0,https://anaconda.org/aibox/recbole,2021-09-16 16:45:01.892,1070.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
