,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,trending,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
361,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-04-02 12:07:21.000000,2023-04-02 12:07:21,710.0,6.0,551.0,168.0,69.0,10.0,470.0,2141.0,Python sync/async framework for Interactive Brokers API.,35.0,28,True,2022-12-16 09:33:01.063,0.9.81,106.0,ib_insync,conda-forge/ib-insync,,,,24.0,,https://pypi.org/project/ib_insync,2022-12-16 09:33:01.063,24.0,14514.0,15155.0,https://anaconda.org/conda-forge/ib-insync,2023-01-03 03:43:36.548,28860.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
362,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-03-09 09:14:59.000000,2023-03-08 18:29:46,1478.0,307.0,229.0,65.0,58.0,30.0,184.0,1925.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,28,True,2023-03-08 18:54:25.000,2.0.0,12.0,ampligraph,,,,['tensorflow'],33.0,33.0,https://pypi.org/project/ampligraph,,,813.0,813.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
363,doctr,mindee/doctr,image,,https://github.com/mindee/doctr,https://github.com/mindee/doctr,Apache-2.0,2021-01-08 16:05:12.000,2023-04-20 14:04:07.000000,2023-04-20 11:01:16,694.0,12.0,232.0,30.0,752.0,50.0,189.0,1713.0,"docTR (Document Text Recognition) - a seamless, high-performing & accessible library for OCR-related tasks powered by..",32.0,28,True,2022-09-29 11:52:22.795,0.6.0,12.0,python-doctr,,,,"['tensorflow', 'pytorch']",135.0,131.0,https://pypi.org/project/python-doctr,2022-09-29 11:52:22.795,4.0,6590.0,54027.0,,,,,,,,3.0,1233367.0,,,,,,,,,,,,,,,,,,
364,lightning-flash,Lightning-AI/lightning-flash,pytorch-utils,,https://github.com/Lightning-Universe/lightning-flash,https://github.com/Lightning-Universe/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000,2023-04-05 06:06:55.000000,2023-04-04 05:31:51,1007.0,19.0,196.0,39.0,932.0,36.0,480.0,1669.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,84.0,28,True,2023-01-05 06:10:26.000,0.8.1.post0,39.0,lightning-flash,conda-forge/lightning-flash,,,['pytorch'],217.0,213.0,https://pypi.org/project/lightning-flash,2023-01-05 06:11:45.680,4.0,2275.0,2849.0,https://anaconda.org/conda-forge/lightning-flash,2022-11-08 12:21:59.568,11483.0,,,,,2.0,,,,,,,,,,,,Lightning-Universe/lightning-flash,,,,,,,
365,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2023-03-14 14:31:54.000000,2022-11-22 01:40:30,491.0,,365.0,80.0,91.0,76.0,248.0,1633.0,bt - flexible backtesting for Python.,27.0,28,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,1516.0,1492.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000,24.0,7486.0,8044.0,https://anaconda.org/conda-forge/bt,2022-11-12 20:42:40.483,13413.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
366,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-04-17 22:02:35.000000,2023-04-17 10:15:29,781.0,20.0,341.0,34.0,784.0,170.0,264.0,1549.0,A Python package to assess and improve fairness of machine learning models.,74.0,28,True,2022-10-28 22:10:03.000,0.8.0,18.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],13.0,,https://pypi.org/project/fairlearn,2022-10-28 21:54:00.949,13.0,174902.0,175569.0,https://anaconda.org/conda-forge/fairlearn,2022-12-02 16:03:10.727,25368.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
367,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-04-19 19:58:05.000000,2023-01-31 17:28:56,904.0,3.0,547.0,109.0,268.0,11.0,298.0,1396.0,Execute Python code on the fly and display results in Tableau visualizations:.,47.0,28,True,2023-01-30 23:34:02.112,2.6.0,27.0,tabpy,anaconda/tabpy-client,,,,124.0,122.0,https://pypi.org/project/tabpy,2023-01-30 23:34:02.112,2.0,17094.0,17146.0,https://anaconda.org/anaconda/tabpy-client,2022-05-02 20:36:07.551,3771.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
368,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-03-31 01:46:24.000000,2022-11-06 04:16:18,1003.0,,183.0,55.0,189.0,29.0,255.0,1362.0,A full spaCy pipeline and models for scientific/biomedical documents.,27.0,28,True,2022-09-07 00:26:19.000,0.5.1,8.0,scispacy,,,,,668.0,668.0,https://pypi.org/project/scispacy,,,33919.0,33919.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
369,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2023-04-19 15:39:54.000000,2023-04-19 15:39:05,5615.0,270.0,73.0,13.0,73.0,201.0,216.0,787.0,"Experiment tracking, ML developer tools.",25.0,28,True,2023-02-25 17:16:57.621,0.9.0,186.0,guildai,,,,,76.0,76.0,https://pypi.org/project/guildai,2022-10-18 18:47:15.057,,3417.0,3417.0,,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,
370,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-04-20 00:11:25.000000,2023-04-19 23:11:58,1546.0,91.0,203.0,20.0,1754.0,72.0,221.0,765.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,34.0,28,True,2023-04-04 21:16:32.000,0.26.0,44.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",52.0,49.0,https://pypi.org/project/raiwidgets,2023-01-18 23:21:09.936,3.0,7316.0,7316.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
371,CellProfiler,CellProfiler/CellProfiler,image,,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000,2023-04-12 15:03:09.000000,2023-04-03 15:25:17,15573.0,13.0,348.0,43.0,1581.0,234.0,2940.0,759.0,An open-source application for biological image analysis.,134.0,28,True,2022-12-15 14:58:00.393,4.2.5,47.0,cellprofiler,,,,,17.0,17.0,https://pypi.org/project/cellprofiler,2022-12-15 14:58:00.393,,754.0,797.0,,,,,,,,3.0,4817.0,,,,,,,,,,,,,,,,,,
372,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2023-04-20 01:26:08.000000,2023-04-18 00:38:55,639.0,5.0,92.0,12.0,89.0,62.0,59.0,743.0,A Python nearest neighbor descent for approximate nearest neighbors.,24.0,28,True,2023-04-20 01:26:08.000,0.5.9,28.0,pynndescent,conda-forge/pynndescent,,,,3284.0,3238.0,https://pypi.org/project/pynndescent,2022-10-31 17:20:00.872,46.0,799645.0,828290.0,https://anaconda.org/conda-forge/pynndescent,2023-04-18 11:48:39.104,1317708.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
373,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2023-04-12 22:24:35.000000,2023-04-12 22:24:34,724.0,26.0,119.0,28.0,80.0,28.0,72.0,526.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,15.0,28,True,2023-04-12 21:30:37.709,1.13.1,41.0,ml-metadata,,,,,334.0,313.0,https://pypi.org/project/ml-metadata,2022-12-07 03:17:50.218,21.0,457192.0,457230.0,,,,,,,,3.0,1868.0,,,,,,,,,,,,,,,,,,
374,audioread,beetbox/audioread,audio,,https://github.com/beetbox/audioread,https://github.com/beetbox/audioread,MIT,2011-11-08 19:53:18.000,2022-11-18 23:21:26.000000,2022-11-18 23:21:14,272.0,,104.0,22.0,49.0,35.0,52.0,436.0,cross-library (GStreamer + Core Audio + MAD + FFmpeg) audio decoding for Python.,23.0,28,True,2022-08-12 20:27:02.876,3.0.0,26.0,audioread,conda-forge/audioread,,,,12546.0,12214.0,https://pypi.org/project/audioread,2022-08-12 20:27:02.876,332.0,1445676.0,1453268.0,https://anaconda.org/conda-forge/audioread,2022-10-29 09:59:12.158,614963.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
375,Cython BLIS,explosion/cython-blis,others,,https://github.com/explosion/cython-blis,https://github.com/explosion/cython-blis,BSD-3-Clause,2017-10-15 09:56:16.000,2022-11-15 08:47:23.392000,2022-11-04 11:17:17,559.0,,38.0,15.0,54.0,6.0,25.0,198.0,Fast matrix-multiplication as a self-contained Python library no system dependencies!.,12.0,28,False,2022-10-16 09:56:09.000,0.7.9,44.0,blis,conda-forge/cython-blis,,,,26353.0,26118.0,https://pypi.org/project/blis,2022-10-16 09:05:00.792,235.0,3796866.0,3833839.0,https://anaconda.org/conda-forge/cython-blis,2022-11-15 08:47:23.392,1811679.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
376,CNTK,microsoft/CNTK,ml-frameworks,,https://github.com/microsoft/CNTK,https://github.com/microsoft/CNTK,,2015-11-26 09:52:06.000,2023-03-11 07:31:35.000000,2022-09-23 14:06:50,16117.0,,4262.0,1267.0,557.0,751.0,2541.0,17351.0,"Microsoft Cognitive Toolkit (CNTK), an open source deep-learning toolkit.",273.0,27,False,2019-04-26 14:13:32.000,2.7,32.0,cntk,,,,,,,https://pypi.org/project/cntk,,,722.0,884.0,,,,,,,,3.0,14097.0,,,,,,,,,,,,,,,,,,
377,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2023-03-10 03:01:44.209724,2022-12-05 17:31:41,1886.0,,773.0,215.0,449.0,44.0,257.0,13211.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,27,True,2021-06-06 17:14:16.000,5.14.0,29.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,,,50703.0,51114.0,,,,https://hub.docker.com/r/remnux/ciphey,2023-03-10 03:01:44.209724,11.0,18519.0,2.0,,,,,,,,,,,,,,,,,,,
378,Dopamine,google/dopamine,reinforcement-learning,,https://github.com/google/dopamine,https://github.com/google/dopamine,Apache-2.0,2018-07-26 09:58:36.000,2023-04-07 22:57:12.000000,2023-03-20 20:52:01,320.0,6.0,1341.0,442.0,46.0,89.0,86.0,10077.0,Dopamine is a research framework for fast prototyping of reinforcement learning algorithms.,15.0,27,True,2022-09-21 20:20:42.649,4.0.6,44.0,dopamine-rl,,,,['tensorflow'],39.0,,https://pypi.org/project/dopamine-rl,2022-09-21 20:20:42.649,39.0,44895.0,44895.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
379,nebullvm,nebuly-ai/nebullvm,model-serialisation,,https://github.com/nebuly-ai/nebullvm,https://github.com/nebuly-ai/nebullvm,Apache-2.0,2022-02-12 17:17:14.000,2023-04-18 10:42:13.000000,2023-04-18 06:19:22,665.0,409.0,616.0,98.0,145.0,86.0,103.0,7897.0,Plug and play modules to optimize the performances of your AI systems.,39.0,27,True,2023-03-21 12:56:00.682,0.9.0,25.0,nebullvm,,,,,10.0,9.0,https://pypi.org/project/nebullvm,2023-01-23 23:03:00.588,1.0,897.0,897.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
380,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2023-02-18 07:58:21.000000,2023-02-18 07:58:21,3353.0,1.0,1620.0,464.0,698.0,30.0,441.0,7179.0,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,134.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,,,['tensorflow'],41.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,41.0,1978.0,1996.0,,,,,,,,2.0,1485.0,,,,,,,,,,,,,,,,,,
381,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1334.0,348.0,14.0,40.0,65.0,6060.0,Python library for processing Chinese text.,8.0,27,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1163.0,1124.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,39.0,11312.0,11312.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
382,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-03-29 11:29:47.729000,2023-01-27 13:12:44,652.0,1.0,957.0,147.0,92.0,70.0,303.0,5770.0,A Python scikit for building and analyzing recommender systems.,45.0,27,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,49.0,,https://pypi.org/project/scikit-surprise,2022-09-23 17:17:00.724,49.0,101934.0,106737.0,https://anaconda.org/conda-forge/scikit-surprise,2023-03-29 11:29:47.729,302633.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
383,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1171.0,154.0,950.0,42.0,777.0,5523.0,Gluon CV Toolkit.,118.0,27,True,2021-03-09 00:20:06.000,0.10.0,10.0,gluoncv,,,,['mxnet'],,,https://pypi.org/project/gluoncv,,,552891.0,552891.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
384,Edward,blei-lab/edward,probabilistics,,https://github.com/blei-lab/edward,https://github.com/blei-lab/edward,Apache-2.0,2016-02-10 20:06:05.000,2019-10-22 20:30:48.000000,2018-07-25 01:28:08,1796.0,,780.0,277.0,437.0,221.0,328.0,4781.0,"A probabilistic programming language in TensorFlow. Deep generative models, variational inference.",87.0,27,False,2018-01-22 06:03:37.000,1.3.5,28.0,edward,,,,['tensorflow'],330.0,289.0,https://pypi.org/project/edward,2018-01-22 06:03:05.000,41.0,1004.0,1004.0,,,,,,,,3.0,15.0,,,,,,,,,,,,,,,,,,
385,Tesseract,madmaze/pytesseract,ocr,,https://github.com/madmaze/pytesseract,https://github.com/madmaze/pytesseract,Apache-2.0,2010-10-27 23:02:49.000,2023-04-08 15:14:30.000000,2023-04-08 15:14:30,526.0,10.0,632.0,109.0,151.0,27.0,306.0,4778.0,Python-tesseract is an optical character recognition (OCR) tool for python.,42.0,27,True,2022-03-14 19:28:46.000,0.3.10,23.0,pytesseract,conda-forge/pytesseract,,,,,,https://pypi.org/project/pytesseract,,,880693.0,893095.0,https://anaconda.org/conda-forge/pytesseract,2022-03-15 01:11:17.076,558133.0,,,,,3.0,,,,,,,,,,,-5.0,,,,,,,,
386,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,610.0,162.0,130.0,74.0,101.0,4531.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,27,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],707.0,701.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,2422.0,2422.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
387,causalml,uber/causalml,others,,https://github.com/uber/causalml,https://github.com/uber/causalml,Apache-2.0,2019-07-09 02:08:58.000,2023-04-14 08:01:14.000000,2023-03-26 02:17:21,497.0,4.0,638.0,79.0,260.0,84.0,237.0,3923.0,Uplift modeling and causal inference with machine learning algorithms.,49.0,27,True,2022-09-02 21:17:27.000,0.13.0,19.0,causalml,,,,,149.0,148.0,https://pypi.org/project/causalml,2022-03-14 23:38:27.000,1.0,48373.0,48373.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
388,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-04-15 08:42:56.000000,2022-04-21 18:24:14,631.0,,964.0,285.0,223.0,10.0,355.0,3850.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,226413.0,226837.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-08-21 17:05:30.737,16986.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
389,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2022-10-26 06:08:44.000000,2021-05-10 18:34:53,57.0,,404.0,39.0,54.0,118.0,43.0,3798.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,27,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],8843.0,8772.0,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,71.0,143600.0,143600.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
390,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-04-10 23:38:20.000000,2023-04-03 21:15:27,432.0,9.0,261.0,48.0,414.0,54.0,231.0,3134.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,37.0,27,True,2023-02-28 17:31:57.000,0.4.8,21.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,76.0,72.0,https://pypi.org/project/hummingbird-ml,2023-02-28 17:31:30.149,4.0,6884.0,7905.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-02-28 20:55:58.392,25390.0,,,,,2.0,232.0,,,,,,,,,,,,,,,,,,
391,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2022-09-18 19:00:35.403000,2022-09-18 07:45:53,376.0,,238.0,61.0,45.0,,,3088.0,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,27,True,2022-09-18 07:47:16.000,4.5.0,11.0,textdistance,conda-forge/textdistance,,,,3903.0,3903.0,https://pypi.org/project/textdistance,,,359670.0,365867.0,https://anaconda.org/conda-forge/textdistance,2022-09-18 19:00:35.403,364848.0,,,,,2.0,896.0,,,,,,,,,,,,,,,,,,
392,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2023-04-19 19:59:28.000000,2023-04-19 19:59:27,973.0,71.0,425.0,60.0,519.0,4.0,432.0,2963.0,On-device wake word detection powered by deep learning.,34.0,27,True,2023-04-13 00:20:36.000,2.2,30.0,pvporcupine,,,,,28.0,16.0,https://pypi.org/project/pvporcupine,2022-06-28 23:59:24.000,12.0,5674.0,5674.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
393,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2023-04-17 09:01:42.000000,2023-04-16 15:41:16,505.0,26.0,798.0,63.0,617.0,97.0,391.0,2955.0,A high-performance distributed training framework for Reinforcement Learning.,39.0,27,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],110.0,109.0,https://pypi.org/project/parl,2022-11-28 11:22:00.415,1.0,977.0,977.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
394,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2022-11-05 17:56:10.000000,2022-01-25 17:32:20,4123.0,,357.0,82.0,59.0,151.0,186.0,2943.0,a library for audio and music analysis.,24.0,27,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,395.0,370.0,https://pypi.org/project/aubio,2019-02-08 11:21:02.000,25.0,6012.0,14225.0,https://anaconda.org/conda-forge/aubio,2022-11-02 07:43:43.337,599553.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
395,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2023-04-10 11:32:04.424000,2023-02-28 07:05:02,2087.0,62.0,665.0,165.0,55.0,7.0,573.0,2786.0,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,26.0,27,True,2023-02-28 18:11:51.000,1.5.0,19.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,888.0,https://anaconda.org/bioconda/deepvariant,2023-04-10 11:32:04.424,51521.0,,,,,3.0,4606.0,,,,,,,,,,,,,,,,,,
396,Cufflinks,santosjorge/cufflinks,data-viz,,https://github.com/santosjorge/cufflinks,https://github.com/santosjorge/cufflinks,MIT,2014-11-19 20:59:33.000,2022-02-11 16:25:24.000000,2021-02-25 05:05:09,452.0,,636.0,111.0,73.0,86.0,123.0,2785.0,Productivity Tools for Plotly + Pandas.,38.0,27,False,,,,cufflinks,,,,['pandas'],8019.0,8019.0,https://pypi.org/project/cufflinks,,,163414.0,163414.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
397,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-01-26 05:17:02.000000,2023-01-26 03:44:01,995.0,20.0,218.0,58.0,102.0,4.0,249.0,2742.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,27,True,2023-01-26 04:36:18.837,0.3.0,20.0,vidgear,,,,,381.0,374.0,https://pypi.org/project/vidgear,2023-01-26 04:36:18.837,7.0,5019.0,5034.0,,,,,,,,3.0,780.0,,,,,,,,,,,,,,,,,,
398,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-04-07 02:31:39.000000,2020-04-27 18:40:41,522.0,,1007.0,165.0,214.0,42.0,145.0,2623.0,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,634.0,616.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,18.0,2894.0,3185.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,18090.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
399,Mars,mars-project/mars,others,,https://github.com/mars-project/mars,https://github.com/mars-project/mars,Apache-2.0,2018-12-05 16:04:03.000,2023-04-06 05:51:37.000000,2023-03-31 05:00:50,1288.0,8.0,312.0,93.0,2141.0,216.0,976.0,2576.0,"Mars is a tensor-based unified framework for large-scale data computation which scales numpy, pandas, scikit-learn and..",46.0,27,True,2023-01-10 17:22:35.296,0.10.0,118.0,pymars,,,,,1.0,,https://pypi.org/project/pymars,2023-01-10 17:22:35.296,1.0,60450.0,60450.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
400,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-01-31 08:56:28.000000,2018-08-19 12:37:47,130.0,,272.0,65.0,58.0,20.0,39.0,2301.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,17.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3176.0,3176.0,https://pypi.org/project/scikit-plot,,,530183.0,532350.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,149566.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
401,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2023-01-05 06:02:49.000000,2023-01-05 06:02:49,213.0,,317.0,66.0,38.0,96.0,160.0,2152.0,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,22.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],316.0,292.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,13715.0,13715.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
402,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-04-07 08:19:10.000000,2022-11-04 13:55:21,405.0,,672.0,88.0,225.0,168.0,87.0,2011.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",63.0,27,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,248.0,236.0,https://pypi.org/project/aif360,2022-09-03 03:40:40.010,12.0,8393.0,8571.0,https://anaconda.org/conda-forge/aif360,2022-09-04 13:59:05.366,5528.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
403,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2023-04-19 15:57:31.000000,2023-04-19 15:57:25,604.0,23.0,219.0,65.0,30.0,52.0,81.0,2001.0,Fast and Easy Infinite Neural Networks in Python.,25.0,27,True,2023-02-11 00:45:44.000,0.6.2,15.0,neural-tangents,,,,,68.0,68.0,https://pypi.org/project/neural-tangents,,,4182.0,4190.0,,,,,,,,3.0,284.0,,,,,,,,,,,,,,,,,,
