,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,docs_url,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,new_addition
481,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2024-09-04 21:14:38.000000,2024-09-04 21:14:37,967.0,4.0,168.0,47.0,85.0,37.0,144.0,757.0,Library for exploring and validating machine learning data.,26.0,26,True,2024-04-24 23:26:22.000,1.15.1,46.0,tensorflow-data-validation,,,"['tensorflow', 'jupyter']",759.0,206477.0,31.0,,https://pypi.org/project/tensorflow-data-validation,2024-04-24 23:54:11.000,31.0,206467.0,,,,3.0,,,,,,-4.0,,,,,,,,,,,,,,,,,,,
482,quinn,MrPowers/quinn,ml-experiments,,https://github.com/mrpowers-io/quinn,https://github.com/mrpowers-io/quinn,Apache-2.0,2017-09-15 13:02:42.000,2024-08-29 19:53:11.000000,2024-08-29 19:51:59,354.0,25.0,95.0,20.0,140.0,36.0,94.0,619.0,pyspark methods to enhance developer productivity.,31.0,26,True,2024-02-13 12:31:37.000,0.10.3,16.0,quinn,,,['spark'],32.0,656720.0,90.0,83.0,https://pypi.org/project/quinn,2024-02-13 12:31:37.000,7.0,656720.0,,,,3.0,,,,,,,,mrpowers-io/quinn,,,,,,,,,,,,,,,,,
483,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2024-08-30 00:51:12.000000,2024-08-30 00:51:11,848.0,3.0,140.0,28.0,91.0,43.0,75.0,611.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,19.0,26,True,2024-04-23 05:17:11.000,1.15.0,43.0,ml-metadata,,,,2431.0,73070.0,581.0,550.0,https://pypi.org/project/ml-metadata,2024-04-23 05:17:11.000,31.0,73034.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
484,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-06-05 18:36:28.000000,2023-08-23 17:20:54,1241.0,,153.0,18.0,717.0,26.0,208.0,494.0,A package built to support working with spatial data using open source python.,44.0,26,False,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,8887.0,380.0,363.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,7644.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,80799.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
485,miceforest,AnotherSamWilson/miceforest,tabular,,https://github.com/AnotherSamWilson/miceforest,https://github.com/AnotherSamWilson/miceforest,MIT,2020-08-22 00:00:22.000,2024-08-02 00:43:48.000000,2024-08-02 00:21:15,339.0,79.0,30.0,9.0,6.0,7.0,77.0,332.0,Multiple Imputation with LightGBM in Python.,8.0,26,True,2024-08-02 00:43:48.000,6.0.3,48.0,miceforest,conda-forge/miceforest,,,,63361.0,162.0,153.0,https://pypi.org/project/miceforest,2024-08-02 00:43:48.000,9.0,62977.0,https://anaconda.org/conda-forge/miceforest,2023-06-16 19:26:58.237,14627.0,1.0,,,,,,4.0,,,,,,,,,,,,,,,,,,,
486,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2024-05-29 15:42:28.000000,2022-09-22 23:59:07,1084.0,,966.0,181.0,328.0,338.0,294.0,5787.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,25,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,3804.0,624.0,134.0,134.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,,578.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
487,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,5.0,974.0,47.0,34.0,64.0,112.0,5165.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,['sklearn'],,4266.0,237.0,222.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,15.0,4266.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
488,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-07-03 14:09:40.000000,2023-04-28 16:55:30,521.0,,449.0,63.0,94.0,36.0,88.0,5073.0,Finding duplicate images made easy!.,15.0,25,False,2023-04-28 17:29:01.612,0.3.2,12.0,imagededup,,,['tensorflow'],,40266.0,145.0,140.0,https://pypi.org/project/imagededup,2023-04-28 17:29:01.612,5.0,40266.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
489,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2024-03-21 14:27:34.000000,2023-03-29 07:02:37,553.0,,867.0,123.0,64.0,136.0,74.0,5055.0,Image augmentation library in Python for machine learning.,23.0,25,False,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,6649.0,825.0,813.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,12.0,6649.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
490,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2024-09-05 10:04:13.000000,2024-09-05 10:04:13,3665.0,80.0,615.0,90.0,4023.0,228.0,1397.0,5054.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,93.0,25,True,2024-08-29 19:14:26.000,1.41.0,82.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
491,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,158.0,130.0,83.0,101.0,4649.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,['tensorflow'],,512.0,787.0,781.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,512.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
492,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2023-11-13 07:16:00.000000,2023-03-05 22:07:59,1158.0,,1385.0,352.0,59.0,51.0,,4377.0,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,1138.0,191.0,191.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,,1138.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
493,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-07-16 03:48:08.000000,2023-05-06 14:09:10,264.0,,437.0,43.0,54.0,88.0,174.0,4290.0,An Open-Source Framework for Prompt-Learning.,22.0,25,False,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,600.0,146.0,143.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,3.0,600.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
494,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2024-08-02 16:23:45.000000,2021-06-02 17:38:16,1810.0,,917.0,176.0,386.0,33.0,430.0,3834.0,"Facilitating the design, comparison and sharing of deep text matching models.",37.0,25,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,,['tensorflow'],,98.0,17.0,17.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,98.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
495,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2024-08-30 13:40:38.000000,2024-08-17 14:22:50,2847.0,65.0,1220.0,134.0,1108.0,52.0,76.0,3340.0,a distributed deep learning platform.,91.0,25,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,,,,77.0,4.0,4.0,,,,,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,769.0,3.0,apache/singa,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,7895.0,,,,,,,,,,,,,,,,,,,,
496,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-09-05 04:03:54.000000,2024-09-05 04:03:53,4353.0,8.0,599.0,40.0,1007.0,283.0,706.0,3321.0,"A unified, comprehensive and efficient recommendation library.",74.0,25,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,['pytorch'],,54520.0,2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,54396.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,5718.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
497,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-08-13 17:52:35.000000,2024-08-13 17:16:53,181.0,1.0,401.0,156.0,85.0,105.0,101.0,3273.0,A deep learning library for video understanding research.,56.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,['pytorch'],,16415.0,24.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,24.0,16415.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
498,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,664.0,71.0,25.0,117.0,101.0,2975.0,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 05:11:22.255,0.4.1,11.0,keras-vis,,,['tensorflow'],,1353.0,2968.0,2967.0,https://pypi.org/project/keras-vis,2017-07-06 05:11:22.255,1.0,1353.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
499,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,475.0,97.0,49.0,65.0,254.0,2846.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,1062.0,2738.0,742.0,721.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,2400.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,17973.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
500,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2024-03-06 06:56:13.000000,2024-03-06 06:55:14,388.0,,289.0,55.0,14.0,22.0,80.0,2231.0,Beautiful visualizations of how language differs among document types.,14.0,25,True,2024-03-06 06:56:13.000,0.2.1,150.0,scattertext,conda-forge/scattertext,,,,17915.0,619.0,614.0,https://pypi.org/project/scattertext,2024-03-06 06:56:13.000,5.0,16780.0,https://anaconda.org/conda-forge/scattertext,2023-06-16 13:23:09.869,96525.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
501,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,252.0,55.0,56.0,19.0,50.0,2208.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,['pytorch'],,8480.0,729.0,710.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,8480.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
502,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2024-04-25 09:54:03.000000,2024-02-28 15:45:58,1631.0,,251.0,66.0,63.0,41.0,187.0,2136.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,21.0,25,True,2024-02-28 15:44:03.000,2.1.0,15.0,ampligraph,,,['tensorflow'],,898.0,57.0,55.0,https://pypi.org/project/ampligraph,2024-02-26 17:12:26.000,2.0,898.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
503,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,240.0,70.0,21.0,93.0,66.0,2107.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,270855.0,277.0,273.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,270855.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
504,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,56.0,1313.0,234.0,810.0,1853.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,['tensorflow'],,507.0,116.0,112.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,507.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
505,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-07-10 23:00:12.000000,2024-07-10 23:00:11,927.0,8.0,135.0,34.0,446.0,50.0,354.0,1853.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,25,True,2024-04-01 00:44:51.000,1.1.4.9,36.0,orbit-ml,,,,,18857.0,62.0,61.0,https://pypi.org/project/orbit-ml,2024-04-01 00:45:19.000,1.0,18857.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-07-10 23:00:12.000000,2024-07-10 23:00:11,927.0,8.0,135.0,34.0,446.0,50.0,354.0,1853.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,25,True,2024-04-01 00:44:51.000,1.1.4.9,36.0,orbit-ml,conda-forge/orbit-ml,,,,19264.0,62.0,61.0,https://pypi.org/project/orbit-ml,2024-04-01 00:45:19.000,1.0,18857.0,https://anaconda.org/conda-forge/orbit-ml,2024-04-01 02:54:47.033,13048.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
507,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,160.0,60.0,68.0,66.0,130.0,1817.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,25,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,41.0,649.0,469.0,467.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,2.0,649.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
508,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-06-10 12:09:16.000000,2024-06-10 12:07:33,223.0,1.0,196.0,32.0,20.0,3.0,91.0,1702.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,25,True,2024-06-10 12:09:16.000,0.1.905,90.0,autoviz,conda-forge/autoviz,,,,59132.0,750.0,739.0,https://pypi.org/project/autoviz,2024-06-10 12:09:16.000,11.0,57464.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,61723.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
509,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2024-07-16 05:54:41.000000,2024-07-16 05:54:41,602.0,15.0,302.0,55.0,116.0,54.0,31.0,1603.0,Interpretability and explainability of data and machine learning models.,41.0,25,True,2023-07-31 18:54:38.000,0.3.0,5.0,aix360,,,,,469.0,99.0,98.0,https://pypi.org/project/aix360,2023-07-31 18:54:38.000,1.0,469.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
510,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2024-08-04 13:39:34.000000,2022-08-31 01:52:51,509.0,,308.0,102.0,49.0,8.0,151.0,1573.0,Distributed Deep learning with Keras & Spark.,27.0,25,False,2024-08-04 13:39:34.000,6.1.0,44.0,elephas,conda-forge/elephas,,"['keras', 'spark']",,37649.0,,,https://pypi.org/project/elephas,2024-08-04 13:39:34.000,,37405.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,14944.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
511,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-08-24 06:55:52.306000,2024-08-15 08:12:47,1036.0,1.0,179.0,17.0,74.0,30.0,356.0,1535.0,PyTorch Extension Library of Optimized Scatter Operations.,30.0,25,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,['pytorch'],,43039.0,152.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,152.0,34259.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-08-24 06:55:52.306,447819.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
512,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2024-07-18 17:36:15.000000,2024-07-18 17:32:59,357.0,3.0,269.0,44.0,255.0,77.0,197.0,1517.0,A framework for Privacy Preserving Machine Learning.,38.0,25,True,2022-12-08 22:11:59.883,0.4.1,3.0,crypten,,,['pytorch'],,427.0,43.0,42.0,https://pypi.org/project/crypten,2022-12-08 22:11:59.883,1.0,427.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
513,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2024-08-03 19:34:12.000000,2024-08-03 19:34:12,297.0,2.0,231.0,46.0,186.0,53.0,121.0,1391.0,Metric learning algorithms in Python.,23.0,25,True,2023-10-09 04:53:59.000,0.7.0,11.0,metric-learn,conda-forge/metric-learn,,['sklearn'],,6650.0,406.0,399.0,https://pypi.org/project/metric-learn,2023-10-09 04:53:59.000,7.0,6394.0,https://anaconda.org/conda-forge/metric-learn,2023-10-09 05:53:11.819,12825.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
514,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,404.0,90.0,165.0,103.0,224.0,1364.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,['tensorflow'],,168.0,45.0,45.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,,168.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
515,livelossplot,stared/livelossplot,ml-experiments,,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000,2022-07-15 12:45:07.000000,2022-04-04 16:13:36,330.0,,143.0,28.0,63.0,9.0,70.0,1295.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",17.0,25,False,2022-04-04 16:14:08.000,0.5.5,25.0,livelossplot,,,['jupyter'],,15744.0,1656.0,1640.0,https://pypi.org/project/livelossplot,2022-04-04 16:14:08.000,16.0,15744.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
516,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,235.0,35.0,68.0,57.0,206.0,1253.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,True,2023-10-12 14:58:48.000,2.1.2,8.0,innvestigate,,,['tensorflow'],132.0,711.0,139.0,137.0,https://pypi.org/project/innvestigate,2023-10-12 14:55:59.000,2.0,706.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
517,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2024-06-10 09:07:10.000000,2024-06-10 09:07:08,398.0,2.0,177.0,26.0,33.0,4.0,129.0,1246.0,"Multivariate exploratory data analysis in Python PCA, CA, MCA, MFA, FAMD, GPA.",16.0,25,True,2023-10-11 22:35:06.000,0.13.0,59.0,prince,conda-forge/prince-factor-analysis,,['sklearn'],,153813.0,614.0,596.0,https://pypi.org/project/prince,2023-10-11 22:35:06.000,18.0,153465.0,https://anaconda.org/conda-forge/prince-factor-analysis,2023-06-16 16:19:02.748,20202.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
518,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2024-08-02 11:14:24.000000,2024-08-02 11:14:21,90.0,3.0,245.0,20.0,23.0,5.0,88.0,1209.0,Implementation of the node2vec algorithm.,16.0,25,True,2024-08-02 11:13:59.000,0.5.0,19.0,node2vec,conda-forge/node2vec,,,,17143.0,703.0,672.0,https://pypi.org/project/node2vec,2024-08-02 11:12:23.000,31.0,16746.0,https://anaconda.org/conda-forge/node2vec,2023-06-16 16:13:35.056,30246.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
519,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,119.0,11.0,23.0,28.0,15.0,1115.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,505577.0,6390.0,5928.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,462.0,505577.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
520,SMAC3,automl/SMAC3,hyperopt,,https://github.com/automl/SMAC3,https://github.com/automl/SMAC3,BSD-1-Clause,2016-08-17 10:58:05.000,2024-08-26 14:27:38.000000,2024-07-24 14:36:04,2074.0,2.0,218.0,42.0,604.0,101.0,440.0,1061.0,SMAC3: A Versatile Bayesian Optimization Package for Hyperparameter Optimization.,41.0,25,False,2024-07-24 14:42:30.000,2.2.0,49.0,smac,conda-forge/smac,,,,18981.0,39.0,,https://pypi.org/project/smac,2024-07-24 14:42:30.000,39.0,18423.0,https://anaconda.org/conda-forge/smac,2024-05-16 20:20:11.437,23441.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
521,BioPandas,rasbt/biopandas,others,,https://github.com/BioPandas/biopandas,https://github.com/BioPandas/biopandas,BSD-3-Clause,2015-11-21 00:00:14.000,2024-08-02 05:29:18.056000,2024-08-01 17:33:11,360.0,5.0,118.0,17.0,84.0,21.0,38.0,706.0,Working with molecular structures in pandas DataFrames.,18.0,25,True,2024-08-01 17:35:04.000,0.5.1,21.0,biopandas,conda-forge/biopandas,,['pandas'],,69288.0,316.0,278.0,https://pypi.org/project/biopandas,2024-08-01 17:35:04.000,38.0,66006.0,https://anaconda.org/conda-forge/biopandas,2024-08-02 05:29:18.056,160860.0,3.0,,,,,,,,BioPandas/biopandas,,,,,,,,,,,,,,,,,
522,tinytag,devsnd/tinytag,audio,,https://github.com/tinytag/tinytag,https://github.com/tinytag/tinytag,MIT,2014-01-27 15:27:01.000,2024-08-29 13:38:23.000000,2024-08-29 13:37:57,573.0,13.0,101.0,23.0,102.0,15.0,110.0,687.0,Python library for reading audio file metadata.,27.0,25,True,2023-10-26 19:30:36.000,1.10.1,41.0,tinytag,,,,,25262.0,113.0,,https://pypi.org/project/tinytag,2023-10-26 19:30:36.000,113.0,25262.0,,,,3.0,,,,,,,,tinytag/tinytag,,,,,,,,,,,,,,,,,
523,FEDOT,nccr-itmo/FEDOT,hyperopt,,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37.000,2024-09-04 20:33:29.000000,2024-09-04 20:33:24,894.0,20.0,86.0,10.0,760.0,97.0,448.0,630.0,Automated modeling and machine learning framework FEDOT.,34.0,25,True,2024-08-28 11:07:57.000,0.7.4,23.0,fedot,,,,,1134.0,57.0,52.0,https://pypi.org/project/fedot,2024-08-28 10:34:09.000,5.0,1134.0,,,,2.0,,,,,,,,aimclub/FEDOT,,,,,,,,,,,,,,,,,
