,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
442,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2023-09-26 16:54:14.000000,2023-09-26 16:54:14,453.0,15.0,100.0,23.0,83.0,16.0,93.0,624.0,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",26.0,27,True,2023-04-21 11:05:59.132,1.9.0,38.0,tinytag,,,,,957.0,849.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,108.0,14683.0,14683.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
443,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2023-09-29 17:36:03.000000,2023-09-29 17:36:03,514.0,11.0,150.0,31.0,166.0,8.0,96.0,523.0,Machine learning for multivariate data analysis through the Riemannian geometry of symmetric or Hermitian positive..,28.0,27,True,2023-06-20 08:57:52.000,0.5,11.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],296.0,279.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,17.0,28947.0,29212.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,4242.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
444,quinn,MrPowers/quinn,ml-experiments,,https://github.com/MrPowers/quinn,https://github.com/MrPowers/quinn,Apache-2.0,2017-09-15 13:02:42.000,2023-10-05 02:53:03.000000,2023-10-05 02:51:54,173.0,33.0,72.0,21.0,62.0,35.0,44.0,519.0,pyspark methods to enhance developer productivity.,22.0,27,True,2023-02-17 21:55:30.000,0.10.0,13.0,quinn,,,,['spark'],76.0,70.0,https://pypi.org/project/quinn,2023-02-17 21:54:00.812,6.0,885922.0,885922.0,,,,,,,,3.0,9.0,,,,,,,,,,,,,,,,,,,
445,happy-transformer,EricFillion/happy-transformer,nlp,,https://github.com/EricFillion/happy-transformer,https://github.com/EricFillion/happy-transformer,Apache-2.0,2019-10-06 22:02:12.000,2023-08-10 03:20:53.000000,2023-08-10 03:20:53,1214.0,193.0,60.0,7.0,206.0,18.0,109.0,467.0,Happy Transformer makes it easy to fine-tune and perform inference with NLP Transformer models.,14.0,27,True,2023-08-07 03:02:27.000,3.0.0,40.0,happytransformer,,,,['huggingface'],198.0,198.0,https://pypi.org/project/happytransformer,,,3731.0,3731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
446,NIPY,nipy/nipy,medical-data,,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000,2023-10-05 11:27:17.000000,2023-10-05 11:27:17,6622.0,175.0,133.0,37.0,376.0,45.0,116.0,352.0,Neuroimaging in Python FMRI analysis package.,67.0,27,True,2021-03-29 16:34:34.000,0.5.0,7.0,nipy,conda-forge/nipy,,,,260.0,210.0,https://pypi.org/project/nipy,2021-03-29 16:34:34.000,50.0,1697.0,3103.0,https://anaconda.org/conda-forge/nipy,2023-06-16 13:21:17.395,105484.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
447,Trax,google/trax,others,,https://github.com/google/trax,https://github.com/google/trax,Apache-2.0,2019-10-05 15:09:14.000,2023-08-29 14:30:03.000000,2023-03-29 01:15:47,1614.0,,792.0,146.0,1556.0,105.0,125.0,7734.0,Trax Deep Learning with Clear Code and Speed.,78.0,26,True,2021-10-26 20:29:38.000,1.4.1,18.0,trax,,,,,121.0,121.0,https://pypi.org/project/trax,,,4343.0,4343.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
448,CuPy,cupy/cupy,gpu-utilities,,https://github.com/cupy/cupy,https://github.com/cupy/cupy,MIT,2016-11-01 09:54:45.000,2023-10-04 22:41:52.749000,,,,700.0,,,511.0,,7108.0,NumPy & SciPy for GPU.,257.0,26,True,2023-08-08 06:14:47.000,12.2.0,136.0,cupy,conda-forge/cupy,cupy/cupy,,,198.0,,https://pypi.org/project/cupy,2023-08-08 06:14:47.000,198.0,17139.0,93677.0,https://anaconda.org/conda-forge/cupy,2023-10-04 22:41:52.749,3109527.0,https://hub.docker.com/r/cupy/cupy,2023-08-15 12:32:31.435488,11.0,57784.0,3.0,,,,,,,,,,,,,,,,,,,,
449,snownlp,isnowfy/snownlp,chinese-nlp,,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03,57.0,,1340.0,346.0,14.0,40.0,65.0,6178.0,Python library for processing Chinese text.,8.0,26,False,2015-09-27 16:35:23.000,0.12.3,17.0,snownlp,,,,,1254.0,1212.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000,42.0,5254.0,5254.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
450,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2023-10-03 15:31:03.000000,2022-09-22 23:59:07,1084.0,,979.0,185.0,327.0,334.0,292.0,5748.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,26,False,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,,,115.0,112.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,312.0,363.0,,,,,,,,2.0,3685.0,,,,,,,,,,,,,,,,,,,
451,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2023-09-21 02:15:25.000000,2023-09-20 10:18:52,11547.0,43.0,1521.0,142.0,3369.0,791.0,1017.0,5219.0,An Industrial Grade Federated Learning Framework.,92.0,26,True,2023-09-12 07:58:53.000,1.11.3,46.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
452,Augmentor,mdbloice/Augmentor,image,,https://github.com/mdbloice/Augmentor,https://github.com/mdbloice/Augmentor,MIT,2016-03-01 18:29:55.000,2023-05-28 02:16:35.000000,2023-03-29 07:02:37,553.0,,867.0,124.0,62.0,136.0,74.0,4953.0,Image augmentation library in Python for machine learning.,23.0,26,True,2023-03-29 07:06:01.465,0.2.12,24.0,Augmentor,,,,,680.0,651.0,https://pypi.org/project/Augmentor,2022-04-27 09:29:23.000,29.0,10562.0,10562.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
453,yellowbrick,DistrictDataLabs/yellowbrick,interpretability,,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000,2023-07-29 21:28:21.000000,2023-07-05 18:14:28,901.0,,548.0,105.0,617.0,89.0,606.0,4096.0,Visual analysis and diagnostic tools to facilitate machine learning model selection.,113.0,26,True,2022-08-21 12:49:43.000,1.5,24.0,yellowbrick,conda-forge/yellowbrick,,,['sklearn'],80.0,,https://pypi.org/project/yellowbrick,2022-08-21 16:11:55.287,80.0,316940.0,318776.0,https://anaconda.org/conda-forge/yellowbrick,2023-06-16 19:21:13.554,69779.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
454,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-09-20 14:45:40.000000,2023-09-20 14:45:40,248.0,1.0,799.0,51.0,48.0,61.0,106.0,3757.0,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,16.0,26,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1325.0,1306.0,https://pypi.org/project/facenet-pytorch,2021-03-10 01:00:20.000,19.0,25845.0,40388.0,,,,,,,,3.0,683548.0,,,,,,,,,,,,,,,,,,,
455,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2023-09-23 00:33:49.000000,2023-09-23 00:03:34,447.0,7.0,263.0,46.0,437.0,57.0,244.0,3222.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,39.0,26,True,2023-07-12 16:55:59.000,0.4.9,22.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,3.0,,https://pypi.org/project/hummingbird-ml,2020-06-10 22:08:15.000,3.0,10790.0,11932.0,https://anaconda.org/conda-forge/hummingbird-ml,2023-07-12 18:59:37.482,35193.0,,,,,2.0,290.0,,,,,,,,,,,,,,,,,,,
456,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,528.0,110.0,73.0,193.0,115.0,3070.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,26,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,135.0,123.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,3808.0,3871.0,,,,,,,,3.0,4235.0,,,,,,,,,,,,,,,,,,,
457,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2023-09-29 08:59:41.000000,2023-09-20 16:12:35,178.0,3.0,361.0,164.0,82.0,87.0,99.0,3016.0,A deep learning library for video understanding research.,55.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],7.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,7.0,92492.0,92492.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
458,SHOGUN,shogun-toolbox/shogun,ml-frameworks,,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000,2023-06-16 13:22:38.816000,2020-12-08 16:56:38,17588.0,,1050.0,218.0,3648.0,429.0,1109.0,2971.0,Unified and efficient Machine Learning.,248.0,26,False,2019-07-05 10:23:31.000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,1716.0,https://anaconda.org/conda-forge/shogun,2023-06-16 13:22:38.816,128009.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1501.0,3.0,,,,,,,,,,shogun,,,,,,,,,,
459,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2023-06-16 16:09:06.563000,2020-04-27 18:40:41,522.0,,1007.0,169.0,214.0,42.0,146.0,2825.0,Performance analysis of predictive (alpha) stock factors.,25.0,26,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,,668.0,650.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,18.0,2665.0,2953.0,https://anaconda.org/conda-forge/alphalens,2023-06-16 16:09:06.563,19616.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
460,Towhee,towhee-io/towhee,ml-frameworks,,https://github.com/towhee-io/towhee,https://github.com/towhee-io/towhee,Apache-2.0,2021-07-13 08:28:50.000,2023-09-15 03:03:36.000000,2023-09-15 02:31:18,1566.0,28.0,231.0,47.0,2006.0,11.0,635.0,2705.0,Towhee is a framework that is dedicated to making neural data processing pipelines simple and fast.,33.0,26,True,2023-09-15 03:06:04.000,1.1.2,25.0,towhee,,,,,,,https://pypi.org/project/towhee,2023-09-14 07:31:36.000,,2492.0,2608.0,,,,,,,,3.0,2559.0,,,,,,,,,,,,,,,,,,,
461,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,329.0,68.0,167.0,164.0,112.0,2683.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,90.0,439710.0,441574.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,143544.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
462,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,8.0,462.0,97.0,43.0,71.0,240.0,2667.0,Learning to Rank in TensorFlow.,33.0,26,True,2023-06-03 06:14:49.000,0.5.3,18.0,tensorflow_ranking,,,,['tensorflow'],,,https://pypi.org/project/tensorflow_ranking,,,97291.0,97291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
463,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2023-09-27 10:24:18.000000,2023-09-27 10:23:17,3417.0,6.0,504.0,109.0,333.0,371.0,647.0,2520.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",79.0,26,False,2015-03-31 16:33:30.000,2.0,6.0,essentia,,,,,508.0,508.0,https://pypi.org/project/essentia,,,4195.0,4195.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
464,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,706.0,167.0,94.0,134.0,358.0,2440.0,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,234.0,234.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
465,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2023-10-04 17:30:25.000000,2023-09-27 14:58:13,414.0,5.0,756.0,90.0,262.0,143.0,91.0,2154.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",67.0,26,True,2022-09-03 03:41:16.000,0.5.0,10.0,aif360,conda-forge/aif360,,,,306.0,306.0,https://pypi.org/project/aif360,,,6845.0,7033.0,https://anaconda.org/conda-forge/aif360,2023-06-16 19:22:49.476,6966.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
466,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2023-10-05 15:35:59.000000,2023-06-01 12:18:23,739.0,,338.0,42.0,42.0,95.0,56.0,2025.0,A modular active learning framework for Python.,20.0,26,True,2023-10-05 14:48:11.000,0.53.3746,297.0,modAL,,,,['sklearn'],19.0,16.0,https://pypi.org/project/modAL,2023-10-05 15:35:59.000,3.0,97509.0,97509.0,,,,,,,,3.0,29.0,,,,,,,,,,,,,,,,,,,
467,CausalNex,quantumblacklabs/causalnex,interpretability,,https://github.com/mckinsey/causalnex,https://github.com/mckinsey/causalnex,Apache-2.0,2019-12-12 15:26:09.000,2023-09-27 23:50:48.000000,2023-07-11 07:11:36,210.0,3.0,224.0,44.0,84.0,17.0,115.0,1993.0,A Python library that helps data scientists to infer causation rather than observing correlation.,35.0,26,True,2023-06-22 13:11:59.629,0.12.1,20.0,causalnex,,,,"['pytorch', 'sklearn']",101.0,98.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000,3.0,7043.0,7043.0,,,,,,,,2.0,,,,,,,,,mckinsey/causalnex,,,,,,,,,,,
468,AmpliGraph,Accenture/AmpliGraph,graph,,https://github.com/Accenture/AmpliGraph,https://github.com/Accenture/AmpliGraph,Apache-2.0,2019-01-09 14:52:05.000,2023-07-12 18:18:40.000000,2023-07-12 18:14:01,1515.0,19.0,237.0,65.0,58.0,31.0,185.0,1991.0,Python library for Representation Learning on Knowledge Graphs https://docs.ampligraph.org.,20.0,26,True,2023-07-12 18:26:08.000,2.0.1,14.0,ampligraph,,,,['tensorflow'],44.0,44.0,https://pypi.org/project/ampligraph,2021-05-25 16:47:29.000,,614.0,614.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
469,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2023-08-06 22:24:12.000000,2022-02-12 02:32:06,1636.0,,160.0,61.0,66.0,65.0,129.0,1788.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,26,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,334.0,324.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,10.0,569.0,569.0,,,,,,,,3.0,30.0,,,,,,,,,,,,,,,,,,,
470,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-05-12 18:37:24.000000,2023-02-03 00:10:35,690.0,,275.0,41.0,494.0,172.0,150.0,1671.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,48.0,26,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,143.0,135.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,33425.0,33431.0,,,,,,,,3.0,432.0,,,,,,,,,,,,,,,,,,,
471,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2023-10-03 18:28:02.000000,2023-09-22 08:30:27,1443.0,149.0,110.0,29.0,100.0,18.0,20.0,1634.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2023-09-10 04:20:57.000,0.4.168,144.0,labml,,,,,111.0,105.0,https://pypi.org/project/labml,2023-09-10 04:20:57.000,6.0,2466.0,2466.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
472,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2023-06-16 16:16:35.554000,2022-08-31 01:52:51,509.0,,304.0,104.0,49.0,7.0,151.0,1567.0,Distributed Deep learning with Keras & Spark.,27.0,26,False,2022-09-01 11:59:24.000,3.2.0,10.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",73.0,73.0,https://pypi.org/project/elephas,,,59344.0,59602.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,12913.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
473,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2023-10-05 14:16:29.000000,2023-10-05 14:08:09,680.0,100.0,239.0,49.0,502.0,21.0,61.0,1560.0,A lightweight library for PyTorch training tools and utilities.,100.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,38.0,5731.0,5731.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
474,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2023-07-21 21:17:07.584000,2023-07-04 11:04:34,170.0,,177.0,30.0,16.0,2.0,76.0,1454.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",14.0,26,True,2023-07-04 11:06:01.504,0.1.730,74.0,autoviz,conda-forge/autoviz,,,,559.0,552.0,https://pypi.org/project/autoviz,2022-10-03 01:43:19.267,7.0,44032.0,45651.0,https://anaconda.org/conda-forge/autoviz,2023-07-21 21:17:07.584,42118.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
475,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2023-10-05 13:33:13.000000,2023-06-04 07:48:29,1028.0,,161.0,18.0,62.0,22.0,311.0,1353.0,PyTorch Extension Library of Optimized Scatter Operations.,28.0,26,True,2023-03-16 14:37:01.000,2.1.1,31.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],67.0,,https://pypi.org/project/torch-scatter,2022-11-24 15:04:00.671,67.0,41707.0,47238.0,https://anaconda.org/conda-forge/pytorch_scatter,2023-06-16 19:19:31.487,221253.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
476,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2023-10-03 18:25:59.000000,2023-10-03 18:25:58,2814.0,20.0,168.0,27.0,656.0,109.0,427.0,1343.0,A Python library for learning and evaluating knowledge graph embeddings.,36.0,26,True,2023-02-22 18:29:02.145,1.10.1,46.0,pykeen,,,,,5.0,,https://pypi.org/project/pykeen,2023-02-22 18:29:02.145,5.0,3722.0,3726.0,,,,,,,,2.0,175.0,,,,,,,,,,,,,,,,,,,
477,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2023-08-29 09:18:29.000000,2023-08-29 09:18:29,515.0,3.0,396.0,32.0,43.0,13.0,116.0,1292.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2023-03-02 15:10:38.000,2.3.1,24.0,minisom,,,,,471.0,452.0,https://pypi.org/project/minisom,2022-02-25 07:49:30.000,19.0,25394.0,25394.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
478,openTSNE,pavlin-policar/openTSNE,data-viz,,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000,2023-08-21 19:22:07.000000,2023-08-21 19:22:07,680.0,9.0,147.0,25.0,123.0,2.0,126.0,1264.0,"Extensible, parallel implementations of t-SNE.",11.0,26,True,2023-05-24 15:25:03.278,1.0.0,26.0,opentsne,conda-forge/opentsne,,,,672.0,657.0,https://pypi.org/project/opentsne,2022-03-18 13:53:43.000,15.0,29295.0,33168.0,https://anaconda.org/conda-forge/opentsne,2023-06-16 16:12:36.657,224688.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
479,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:45:20.000000,2021-10-21 17:45:17,202.0,,173.0,26.0,35.0,2.0,114.0,1192.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41.000,0.5.5,5.0,fancyimpute,,,,['sklearn'],1442.0,1442.0,https://pypi.org/project/fancyimpute,,,9252.0,9252.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
480,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,142.0,36.0,214.0,109.0,152.0,1184.0,Real-time stream processing for python.,48.0,26,True,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,460.0,423.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,37.0,17137.0,27115.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,728396.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
481,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-09-14 09:43:04.000000,2023-09-14 09:37:10,1105.0,3.0,235.0,38.0,66.0,54.0,204.0,1172.0,A toolbox to iNNvestigate neural networks predictions!.,20.0,26,True,2023-09-14 09:43:04.000,2.1.1,7.0,innvestigate,,,,['tensorflow'],110.0,108.0,https://pypi.org/project/innvestigate,2023-09-14 09:43:04.000,2.0,694.0,699.0,,,,,,,,2.0,79.0,,,,,,,,,,,,,,,,,,,
482,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-08-15 12:49:01.000000,2023-08-15 12:48:55,206.0,4.0,78.0,33.0,106.0,12.0,18.0,1100.0,A library of reinforcement learning building blocks in JAX.,21.0,26,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],168.0,166.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,2.0,284140.0,284140.0,,,,,,,,3.0,,,,,,,,,google-deepmind/rlax,,,,,,,,,,,
483,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2023-10-01 08:14:09.000000,2023-09-25 18:03:51,458.0,5.0,102.0,22.0,305.0,31.0,247.0,1063.0,Extra blocks for scikit-learn pipelines.,59.0,26,True,2023-07-18 19:07:59.000,0.6.15,33.0,scikit-lego,conda-forge/scikit-lego,,,['sklearn'],117.0,117.0,https://pypi.org/project/scikit-lego,,,34707.0,35761.0,https://anaconda.org/conda-forge/scikit-lego,2023-07-19 07:17:55.286,43247.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
484,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2023-09-20 15:32:40.000000,2023-09-20 15:32:36,567.0,4.0,191.0,49.0,61.0,1.0,68.0,971.0,Training neural models with structured signals.,38.0,26,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,,,['tensorflow'],383.0,380.0,https://pypi.org/project/neural-structured-learning,2022-07-29 21:05:16.715,3.0,13702.0,13702.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
