,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,helm_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,dnf_id,yay_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,gitlab_id,gitlab_url
443,Enigma Catalyst,enigmampc/catalyst,,financial-data,https://github.com/enigmampc/catalyst,https://github.com/enigmampc/catalyst,Apache-2.0,2017-06-13 22:31:34.000000,2021-01-05 19:10:30.000000,2020-12-28 10:58:58.000000,612,135.0,363.0,2121,6362.0,An Algorithmic Trading Library for Crypto-Assets in Python.,144.0,23,True,2018-11-11 16:46:28.000000,0.5.21,52.0,enigma-catalyst,,,,2751.0,24.0,22.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000000,2.0,2751.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,TF Ranking,tensorflow/ranking,,recommender-systems,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000000,2021-02-04 05:28:32.000000,2021-02-04 05:28:28.000000,374,26.0,204.0,2103,325.0,Learning to Rank in TensorFlow.,20.0,23,True,2021-02-02 16:58:47.000000,0.3.3,15.0,tensorflow_ranking,,['tensorflow'],,75755.0,2.0,,https://pypi.org/project/tensorflow_ranking,2021-01-30 02:05:46.000000,2.0,75755.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
445,Acme,deepmind/acme,,reinforcement-learning,https://github.com/deepmind/acme,https://github.com/deepmind/acme,Apache-2.0,2020-05-01 09:18:12.000000,2021-04-22 13:33:15.000000,2021-04-22 13:32:35.000000,207,43.0,50.0,2027,417.0,A library of reinforcement learning components and agents.,38.0,23,True,2020-10-23 16:00:01.000000,0.2.0,9.0,dm-acme,,['tensorflow'],,1919.0,26.0,26.0,https://pypi.org/project/dm-acme,2020-10-23 16:00:01.000000,,1919.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,210,79.0,65.0,1865,118.0,Open source time series library for Python.,6.0,23,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,19662.0,210.0,180.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,30.0,19662.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-04-22 14:58:14.000000,2021-04-21 09:34:06.000000,388,208.0,372.0,1854,694.0,Probabilistic time series modeling in Python.,71.0,23,True,2021-02-18 17:21:15.000000,0.6.7,30.0,gluonts,,['mxnet'],,32860.0,0.0,,https://pypi.org/project/gluonts,2021-02-18 17:21:15.000000,0.0,32860.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-04-22 10:25:20.000000,2021-04-07 11:09:37.000000,408,307.0,574.0,1795,2803.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",71.0,23,False,2015-03-31 16:33:30.000000,2.0,9.0,essentia,,,,4211.0,186.0,176.0,https://pypi.org/project/essentia,2021-01-13 00:12:18.000000,10.0,4211.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,vidgear,abhiTronix/vidgear,,image,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000000,2021-04-20 10:11:27.000000,2021-01-01 04:26:42.000000,120,4.0,137.0,1726,547.0,High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,5.0,23,True,2021-01-01 07:57:09.000000,0.2.0,12.0,vidgear,,,336.0,2093.0,99.0,97.0,https://pypi.org/project/vidgear,2021-01-01 07:57:09.000000,2.0,2080.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2021-03-29 10:51:57.000000,2020-06-02 14:50:14.000000,67,11.0,54.0,1582,,The friendly PIL fork.,310.0,23,False,2020-01-02 05:19:26.000000,7.0.0,35.0,pillow-simd,,,,32247.0,438.0,388.0,https://pypi.org/project/pillow-simd,2020-01-26 14:30:27.000000,50.0,32247.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PyTextRank,DerwenAI/pytextrank,,nlp,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000000,2021-04-05 06:05:29.000000,2021-04-05 06:05:28.000000,300,17.0,48.0,1526,,Python implementation of TextRank for phrase extraction and summarization of text documents.,13.0,23,True,2021-03-25 19:46:28.000000,3.1.1,15.0,pytextrank,,,,10753.0,154.0,142.0,https://pypi.org/project/pytextrank,2021-03-25 19:46:28.000000,12.0,10753.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,streamparse,Parsely/streamparse,,data-pipelines,https://github.com/Parsely/streamparse,https://github.com/Parsely/streamparse,Apache-2.0,2014-05-02 20:33:50.000000,2020-12-18 18:44:04.000000,2020-12-18 18:43:59.000000,219,69.0,263.0,1431,1059.0,"Run Python in Apache Storm topologies. Pythonic API, CLI tooling, and a topology DSL.",40.0,23,True,2020-10-07 19:53:15.000000,4.0.0,47.0,streamparse,,,,3077.0,100.0,48.0,https://pypi.org/project/streamparse,2020-10-07 19:45:19.000000,52.0,3077.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,Talos,autonomio/talos,,hyperopt,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000000,2021-04-10 08:48:31.000000,2020-11-21 16:27:04.000000,228,41.0,348.0,1391,538.0,"Hyperparameter Optimization for TensorFlow, Keras and PyTorch.",19.0,23,True,2020-11-09 16:48:30.000000,1.0,14.0,talos,,['tensorflow'],,2394.0,118.0,112.0,https://pypi.org/project/talos,2020-11-09 16:49:08.000000,6.0,2394.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,187,30.0,34.0,1310,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,23,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,['pytorch'],,7646.0,613.0,563.0,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,7646.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,fklearn,nubank/fklearn,,ml-frameworks,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000000,2021-04-08 18:09:58.000000,2021-02-09 20:46:53.000000,149,19.0,20.0,1310,117.0,fklearn: Functional Machine Learning.,37.0,23,True,2021-02-09 17:12:04.000000,1.22.0,20.0,fklearn,,,,7107.0,10.0,10.0,https://pypi.org/project/fklearn,2021-02-09 17:12:04.000000,,7107.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Pypeline,cgarciae/pypeln,,data-pipelines,https://github.com/cgarciae/pypeln,https://github.com/cgarciae/pypeln,MIT,2018-09-01 13:43:31.000000,2021-04-13 00:55:39.000000,2021-04-13 00:55:39.000000,69,14.0,36.0,1220,235.0,Concurrent data pipelines in Python .,10.0,23,True,2021-01-05 18:00:06.000000,0.4.7,34.0,pypeln,,,,22007.0,10.0,,https://pypi.org/project/pypeln,2021-01-05 18:00:06.000000,10.0,22007.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,metric-learn,scikit-learn-contrib/metric-learn,,others,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000000,2021-04-21 15:12:12.000000,2021-04-15 16:15:51.000000,216,52.0,110.0,1136,264.0,Metric learning algorithms in Python.,19.0,23,True,2020-07-02 12:59:23.000000,0.6.2,10.0,metric-learn,,['sklearn'],,7295.0,152.0,134.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000000,18.0,7295.0,,,,3.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,
458,tensorly,tensorly/tensorly,,others,https://github.com/tensorly/tensorly,https://github.com/tensorly/tensorly,BSD-2-Clause,2016-10-21 23:14:52.000000,2021-04-22 13:26:09.000000,2021-04-16 18:38:54.000000,202,36.0,104.0,997,,TensorLy: Tensor Learning in Python.,43.0,23,True,2021-04-15 15:01:47.000000,0.5.1,16.0,tensorly,conda-forge/tensorly,,,11817.0,157.0,137.0,https://pypi.org/project/tensorly,2020-12-07 20:30:41.000000,20.0,8150.0,https://anaconda.org/conda-forge/tensorly,2020-12-07 22:44:30.386000,128370.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,FinTA,peerchemist/finta,,financial-data,https://github.com/peerchemist/finta,https://github.com/peerchemist/finta,LGPL-3.0,2016-09-01 21:02:46.000000,2021-04-17 11:40:32.000000,2021-04-17 11:40:27.000000,320,10.0,62.0,984,382.0,Common financial technical indicators implemented in Pandas.,24.0,23,False,2021-04-03 08:51:49.000000,1.3,19.0,finta,,,,8234.0,74.0,70.0,https://pypi.org/project/finta,2020-10-21 11:39:44.000000,4.0,8234.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2021-04-22 09:35:42.000000,2021-04-22 00:34:30.000000,73,38.0,117.0,974,407.0,PyTorch extensions for high performance and large scale training.,28.0,23,True,2021-04-13 22:21:27.000000,0.3.4,17.0,fairscale,,['pytorch'],,22205.0,15.0,15.0,https://pypi.org/project/fairscale,2021-04-19 19:54:04.000000,0.0,22205.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Alibi,SeldonIO/alibi,,interpretability,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000000,2021-04-22 08:13:51.000000,2021-04-20 15:21:41.000000,121,74.0,94.0,970,256.0,Algorithms for monitoring and explaining machine learning models.,13.0,23,True,2021-03-31 13:51:42.000000,0.5.7,17.0,alibi,,,,9634.0,95.0,77.0,https://pypi.org/project/alibi,2021-02-18 12:48:56.000000,18.0,9634.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,ChainerRL,chainer/chainerrl,,reinforcement-learning,https://github.com/chainer/chainerrl,https://github.com/chainer/chainerrl,MIT,2017-01-30 04:58:15.000000,2021-04-17 06:02:31.000000,2021-04-17 06:02:30.000000,205,75.0,146.0,940,3471.0,ChainerRL is a deep reinforcement learning library built on top of Chainer.,29.0,23,True,2020-02-14 05:35:56.000000,0.8.0,10.0,chainerrl,,,,712.0,111.0,97.0,https://pypi.org/project/chainerrl,2020-02-14 05:35:56.000000,14.0,712.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,ogb,snap-stanford/ogb,,graph,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000000,2021-04-21 13:06:14.000000,2021-04-15 06:53:32.000000,160,3.0,126.0,897,511.0,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",14.0,23,True,2021-04-07 08:44:37.000000,1.3.1,14.0,ogb,,,,6805.0,82.0,82.0,https://pypi.org/project/ogb,2021-04-07 08:44:37.000000,0.0,6805.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,keract,philipperemy/keract,,interpretability,https://github.com/philipperemy/keract,https://github.com/philipperemy/keract,MIT,2017-05-17 04:50:57.000000,2021-02-04 06:05:42.000000,2021-01-24 05:36:29.000000,178,2.0,76.0,876,359.0,Layers Outputs and Gradients in Keras. Made easy.,15.0,23,True,2021-01-22 09:01:30.000000,4.4.0,37.0,keract,,['tensorflow'],,2391.0,80.0,75.0,https://pypi.org/project/keract,2021-01-22 09:01:30.000000,5.0,2391.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,scikit-cuda,lebedov/scikit-cuda,,gpu-utilities,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000000,2021-03-30 14:24:47.000000,2021-03-30 14:24:27.000000,158,42.0,165.0,819,1029.0,Python interface to GPU-powered libraries.,44.0,23,True,2019-05-27 00:29:00.000000,0.5.3,7.0,scikit-cuda,,,,851.0,196.0,126.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000000,70.0,851.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,GPUtil,anderskm/gputil,,gpu-utilities,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000000,2020-10-01 05:42:49.000000,2019-08-16 09:00:15.000000,79,11.0,14.0,707,140.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,13.0,23,False,2018-12-18 09:12:13.000000,1.4.0,8.0,gputil,,,,99765.0,1229.0,1127.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000000,102.0,99765.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,pingouin,raphaelvallat/pingouin,,probabilistics,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000000,2021-04-14 23:58:01.810000,2021-04-14 21:19:35.000000,56,12.0,120.0,691,1079.0,Statistical package in Python based on Pandas.,18.0,23,False,2021-04-14 21:19:07.000000,0.3.11,32.0,pingouin,conda-forge/pingouin,,,32424.0,213.0,203.0,https://pypi.org/project/pingouin,2021-02-16 05:37:08.000000,10.0,31159.0,https://anaconda.org/conda-forge/pingouin,2021-04-14 23:58:01.810000,35428.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,arch,bashtage/arch,,financial-data,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2021-04-22 14:24:28.000000,2021-04-22 12:20:24.000000,163,13.0,138.0,690,,ARCH models in Python.,26.0,23,False,2021-03-16 08:28:41.000000,4.19,32.0,arch,,,,69569.0,323.0,281.0,https://pypi.org/project/arch,2021-03-16 08:30:20.000000,42.0,69569.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Node2Vec,eliorc/node2vec,,graph,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000000,2021-04-16 07:45:36.000000,2021-04-16 07:42:56.000000,175,3.0,54.0,674,56.0,Implementation of the node2vec algorithm.,8.0,23,True,2021-04-16 07:45:36.000000,0.4.3,14.0,node2vec,conda-forge/node2vec,,,11558.0,141.0,131.0,https://pypi.org/project/node2vec,2021-04-02 06:33:26.000000,10.0,11075.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714000,16920.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,TreeInterpreter,andosa/treeinterpreter,,interpretability,https://github.com/andosa/treeinterpreter,https://github.com/andosa/treeinterpreter,BSD-3-Clause,2015-08-02 20:26:21.000000,2021-02-28 18:33:06.000000,2021-02-28 18:33:06.000000,132,24.0,4.0,656,37.0,Package for interpreting scikit-learn's decision tree and random forest predictions.,11.0,23,True,2021-01-10 20:12:39.000000,0.2.3,5.0,treeinterpreter,,['sklearn'],,167214.0,150.0,132.0,https://pypi.org/project/treeinterpreter,2021-01-10 20:12:39.000000,18.0,167214.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,scikit-multilearn,scikit-multilearn/scikit-multilearn,,sklearn-utils,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000000,2020-06-30 10:19:46.000000,2019-05-21 11:29:06.000000,120,66.0,92.0,655,487.0,A scikit-learn based module for multi-label et. al. classification.,15.0,23,False,2018-12-10 16:24:47.000000,0.2.0,6.0,scikit-multilearn,,['sklearn'],,75503.0,429.0,407.0,https://pypi.org/project/scikit-multilearn,2018-12-10 16:24:47.000000,22.0,75503.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,,data-viz,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000000,2021-04-11 17:43:50.000000,2021-04-11 17:43:46.000000,81,18.0,59.0,649,272.0,Bokeh Plotting Backend for Pandas and GeoPandas.,12.0,23,True,2021-04-11 17:43:13.000000,0.5.5,16.0,pandas-bokeh,,['pandas'],,9342.0,171.0,161.0,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000000,10.0,9342.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,Guild AI,guildai/guildai,,ml-experiments,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000000,2021-04-12 20:27:53.000000,2021-04-12 19:55:04.000000,41,101.0,166.0,569,4527.0,"Experiment tracking, ML developer tools.",16.0,23,True,2021-03-25 22:43:31.000000,0.7.3,170.0,guildai,,,,8608.0,27.0,27.0,https://pypi.org/project/guildai,2021-04-12 20:27:53.000000,,8608.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,CellProfiler,CellProfiler/CellProfiler,,image,https://github.com/CellProfiler/CellProfiler,https://github.com/CellProfiler/CellProfiler,BSD-3-Clause,2011-04-05 12:10:12.000000,2021-04-16 17:24:05.000000,2021-04-16 14:14:14.000000,273,171.0,2784.0,555,15310.0,An open-source application for biological image analysis.,119.0,23,True,2021-02-16 21:59:54.000000,4.1.3,41.0,cellprofiler,,,883.0,772.0,4.0,4.0,https://pypi.org/project/cellprofiler,2017-09-04 18:03:36.000000,,762.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,combo,yzhao062/combo,,sklearn-utils,https://github.com/yzhao062/combo,https://github.com/yzhao062/combo,BSD-2-Clause,2019-07-14 01:13:36.000000,2021-03-29 00:05:33.000000,2021-03-15 01:39:54.000000,84,9.0,3.0,493,202.0,(AAAI' 20) A Python Toolbox for Machine Learning Model Combination.,1.0,23,True,2020-12-23 02:21:49.000000,0.1.2,12.0,combo,,"['sklearn', 'xgboost']",,29779.0,321.0,321.0,https://pypi.org/project/combo,2020-12-23 02:21:49.000000,0.0,29779.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,tinytag,devsnd/tinytag,,audio,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000000,2021-03-28 14:28:00.000000,2021-03-28 14:27:32.000000,82,16.0,64.0,453,313.0,"Read music meta data and length of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA and Wave files with python 2 or 3.",18.0,23,True,2020-11-05 12:44:52.000000,1.5.0,33.0,tinytag,,,,4859.0,432.0,336.0,https://pypi.org/project/tinytag,2020-11-05 12:44:52.000000,96.0,4859.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,python-ternary,marcharper/python-ternary,,data-viz,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000000,2021-03-31 17:34:05.000000,2021-03-31 17:34:05.000000,111,25.0,80.0,409,385.0,Ternary plotting library for python with matplotlib.,25.0,23,True,2021-02-17 18:38:15.000000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,14.0,5217.0,84.0,64.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000000,20.0,4347.0,https://anaconda.org/conda-forge/python-ternary,2021-02-17 22:38:55.625000,52212.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
478,messytables,okfn/messytables,,data-loading,https://github.com/okfn/messytables,https://github.com/okfn/messytables,MIT,2011-07-27 18:08:21.000000,2021-03-31 18:37:21.000000,2019-11-13 07:35:33.000000,101,34.0,55.0,365,601.0,Tools for parsing messy tabular data. This is now superseded by https://github.com/frictionlessdata/tabulator-py.,44.0,23,False,2017-02-09 12:37:47.000000,0.15.2,26.0,messytables,,,,7243.0,421.0,189.0,https://pypi.org/project/messytables,2017-02-09 12:37:47.000000,232.0,7243.0,,,,3.0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,,,
479,GeoViews,holoviz/geoviews,,geospatial-data,https://github.com/holoviz/geoviews,https://github.com/holoviz/geoviews,BSD-3-Clause,2016-04-19 16:27:01.000000,2021-04-13 11:40:25.000000,2021-04-13 11:40:25.000000,64,77.0,180.0,343,656.0,"Simple, concise geographical visualization in Python.",23.0,23,True,2021-03-13 16:29:11.000000,1.9.1,26.0,geoviews,conda-forge/geoviews,,,9208.0,20.0,,https://pypi.org/project/geoviews,2021-03-13 16:29:11.000000,20.0,7438.0,https://anaconda.org/conda-forge/geoviews,2021-03-14 15:19:05.550000,65490.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-04-08 09:03:51.000000,2021-04-08 09:03:50.000000,63,3.0,41.0,322,1173.0,A Comparative Framework for Multimodal Recommender Systems.,11.0,23,True,2021-03-30 03:20:12.000000,1.12.0,37.0,cornac,conda-forge/cornac,,,10936.0,41.0,39.0,https://pypi.org/project/cornac,2021-03-30 03:23:59.000000,2.0,5304.0,https://anaconda.org/conda-forge/cornac,2021-03-30 16:45:43.648000,129557.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,pySBD,nipunsadvilkar/pySBD,,nlp,https://github.com/nipunsadvilkar/pySBD,https://github.com/nipunsadvilkar/pySBD,MIT,2017-06-11 06:15:20.000000,2021-02-11 16:42:37.000000,2021-02-11 16:40:18.000000,28,5.0,48.0,306,279.0,pySBD (Python Sentence Boundary Disambiguation) is a rule-based sentence boundary detection that works out-of-the-box.,6.0,23,True,2021-02-11 16:42:37.000000,0.3.4,15.0,pysbd,,,,24370.0,134.0,130.0,https://pypi.org/project/pysbd,2021-02-11 16:36:33.000000,4.0,24370.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,NIPY,nipy/nipy,,medical-data,https://github.com/nipy/nipy,https://github.com/nipy/nipy,BSD-3-Clause,2010-05-02 10:00:33.000000,2021-03-30 10:02:24.000000,2021-03-29 16:56:48.000000,123,43.0,110.0,295,6427.0,Neuroimaging in Python FMRI analysis package.,63.0,23,True,2018-02-19 14:14:08.000000,0.4.2,6.0,nipy,conda-forge/nipy,,,4153.0,82.0,,https://pypi.org/project/nipy,2018-02-19 14:14:08.000000,82.0,2430.0,https://anaconda.org/conda-forge/nipy,2020-05-04 19:38:04.112000,77535.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,cuDF,rapidsai/cudf,,gpu-utilities,https://github.com/rapidsai/cudf,https://github.com/rapidsai/cudf,Apache-2.0,2017-05-07 03:43:37.000000,2021-04-22 14:24:57.000000,2021-04-22 14:04:02.000000,510,623.0,3009.0,3877,,cuDF - GPU DataFrame Library.,209.0,22,True,2021-04-21 16:05:23.000000,0.19.0,8.0,cudf,,,,1769.0,4.0,,https://pypi.org/project/cudf,2020-06-01 20:07:47.000000,4.0,1769.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
484,MatchZoo,NTMC-Community/MatchZoo,,nlp,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000000,2020-06-17 07:27:59.000000,2019-10-24 13:10:07.000000,877,27.0,428.0,3409,1808.0,"Facilitating the design, comparison and sharing of deep text matching models.",35.0,22,False,2019-10-24 13:09:11.000000,2.2.0,5.0,matchzoo,,['tensorflow'],,200.0,10.0,10.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000000,,200.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
485,AdaNet,tensorflow/adanet,,hyperopt,https://github.com/tensorflow/adanet,https://github.com/tensorflow/adanet,Apache-2.0,2018-06-28 20:20:24.000000,2020-07-09 21:03:28.000000,2020-07-09 20:51:04.000000,509,65.0,47.0,3274,439.0,Fast and flexible AutoML with learning guarantees.,26.0,22,True,2020-07-09 21:03:28.000000,0.9.0,13.0,adanet,,['tensorflow'],,1164.0,38.0,36.0,https://pypi.org/project/adanet,2020-07-09 21:03:28.000000,2.0,1164.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,TensorTrade,tensortrade-org/tensortrade,,financial-data,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000000,2021-03-28 04:53:21.000000,2021-03-24 16:25:28.000000,706,27.0,142.0,3125,883.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",50.0,22,True,,,26.0,tensortrade,,,,1454.0,16.0,15.0,https://pypi.org/project/tensortrade,2020-12-20 18:30:31.000000,1.0,1454.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,TensorWatch,microsoft/tensorwatch,,ml-experiments,https://github.com/microsoft/tensorwatch,https://github.com/microsoft/tensorwatch,MIT,2019-05-15 08:29:34.000000,2021-04-13 09:44:02.000000,2021-01-15 19:46:05.000000,325,49.0,15.0,3073,112.0,"Debugging, monitoring and visualization for Python Machine Learning and Data Science.",13.0,22,True,2020-03-04 07:26:22.000000,0.9.1,14.0,tensorwatch,,,,4855.0,52.0,46.0,https://pypi.org/project/tensorwatch,2020-03-04 07:26:22.000000,6.0,4855.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,Image Super-Resolution,idealo/image-super-resolution,,image,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000000,2021-04-08 09:55:00.000000,2020-11-11 15:09:19.000000,509,66.0,102.0,2707,138.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,9.0,22,True,2020-01-08 15:37:35.000000,2.2.0,11.0,ISR,,['tensorflow'],,4867.0,54.0,46.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000000,8.0,4863.0,,,,3.0,,,idealo/image-super-resolution-gpu,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,138.0,,,,,,,,,,,,,,,,,,,,
