,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
345,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-09-20 21:34:38.000000,2023-09-01 16:05:55,759.0,32.0,577.0,177.0,72.0,5.0,530.0,2366.0,Python sync/async framework for Interactive Brokers API.,36.0,29,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,23.0,,https://pypi.org/project/ib_insync,32982.0,33701.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,35998.0,,,,,2.0,,2022-11-21 09:32:01.715,23.0,,,,,,,,,,,,,,,,,,
346,Alibi,SeldonIO/alibi,interpretability,,https://github.com/SeldonIO/alibi,https://github.com/SeldonIO/alibi,Apache-2.0,2019-02-26 10:10:56.000,2023-09-27 12:58:08.000000,2023-09-27 12:58:07,632.0,19.0,229.0,47.0,615.0,131.0,223.0,2163.0,Algorithms for explaining machine learning models.,18.0,29,True,2023-07-07 14:10:27.000,0.9.4,31.0,alibi,,,,,543.0,518.0,https://pypi.org/project/alibi,15385.0,15385.0,,,,,,,,2.0,,2023-07-07 14:10:05.734,25.0,,,,,,,,,,,,,,,,,,
347,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2023-09-27 07:54:43.000000,2023-08-08 14:12:47,699.0,20.0,192.0,35.0,506.0,134.0,231.0,1935.0,"Algorithms for outlier, adversarial and drift detection.",18.0,29,True,2023-07-07 12:16:02.615,0.11.4,36.0,alibi-detect,,,,,375.0,369.0,https://pypi.org/project/alibi-detect,22392.0,22392.0,,,,,,,,2.0,,2022-06-01 16:23:29.000,6.0,,,,,,,,,,,,,,,,,,
348,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2023-09-27 20:03:52.000000,2023-09-25 23:06:16,1046.0,27.0,189.0,27.0,372.0,78.0,264.0,1788.0,Scalable and user friendly neural forecasting algorithms.,30.0,29,True,2023-08-30 20:37:21.000,1.6.3,19.0,neuralforecast,conda-forge/neuralforecast,,,,48.0,45.0,https://pypi.org/project/neuralforecast,7864.0,8433.0,https://anaconda.org/conda-forge/neuralforecast,2023-08-30 22:34:25.263,10253.0,,,,,2.0,,2023-08-30 20:37:21.000,3.0,,,,,,,,,,,,,,,,,,
349,bt,pmorissette/bt,financial-data,,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000,2023-09-14 14:51:58.000000,2023-09-04 14:53:24,500.0,4.0,393.0,85.0,96.0,80.0,251.0,1775.0,bt - flexible backtesting for Python.,28.0,29,True,2021-04-21 02:52:26.000,0.2.9,25.0,bt,conda-forge/bt,,,,1583.0,1556.0,https://pypi.org/project/bt,9080.0,9687.0,https://anaconda.org/conda-forge/bt,2023-06-16 19:25:41.987,17614.0,,,,,2.0,,2021-04-21 02:52:26.000,27.0,,,,,,,,,,,,,,,,,,
350,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2023-09-28 12:52:56.000000,2023-09-27 11:08:21,812.0,29.0,358.0,37.0,829.0,175.0,277.0,1645.0,A Python package to assess and improve fairness of machine learning models.,75.0,29,True,2023-07-28 09:05:39.000,0.9.0,19.0,fairlearn,conda-forge/fairlearn,,,['sklearn'],26.0,2.0,https://pypi.org/project/fairlearn,173981.0,174836.0,https://anaconda.org/conda-forge/fairlearn,2023-07-28 12:27:51.245,29097.0,,,,,2.0,,2023-07-27 16:36:24.000,24.0,,,,,,,,,,,,,,,,,,
351,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2023-09-25 05:59:28.000000,2023-09-25 05:59:21,361.0,6.0,240.0,48.0,308.0,232.0,182.0,1644.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,42.0,29,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],251.0,250.0,https://pypi.org/project/tensorflow-recommenders,322413.0,322413.0,,,,,,,,2.0,,2023-02-03 02:17:00.422,1.0,,,,,,,,,,,,,,,,,,
352,ffn,pmorissette/ffn,financial-data,,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000,2023-09-14 02:29:45.000000,2023-09-14 02:29:42,410.0,4.0,269.0,59.0,87.0,21.0,95.0,1591.0,ffn - a financial function library for Python.,30.0,29,True,2023-05-23 20:33:00.695,0.3.7,28.0,ffn,conda-forge/ffn,,,,402.0,372.0,https://pypi.org/project/ffn,159519.0,159705.0,https://anaconda.org/conda-forge/ffn,2023-06-15 20:53:40.904,5416.0,,,,,2.0,,2021-04-21 02:47:21.000,30.0,,,,,,,,,,,,,,,,,,
353,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-09-13 03:27:35.000000,2023-09-13 03:27:34,1033.0,7.0,197.0,52.0,198.0,31.0,265.0,1486.0,A full spaCy pipeline and models for scientific/biomedical documents.,30.0,29,True,2023-04-29 21:21:03.000,0.5.2,9.0,scispacy,,,,,757.0,757.0,https://pypi.org/project/scispacy,57202.0,57202.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
354,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-09-27 21:08:42.000000,2023-06-04 12:33:17,1222.0,,130.0,30.0,94.0,39.0,227.0,1408.0,Statistical package in Python based on Pandas.,42.0,29,False,2023-01-02 16:01:44.953,0.5.3,39.0,pingouin,conda-forge/pingouin,,,,1508.0,1454.0,https://pypi.org/project/pingouin,81301.0,83162.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,106078.0,,,,,3.0,,2023-01-02 16:01:44.953,54.0,,,,,,,,,,,,,,,,,,
355,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2023-09-28 03:19:30.000000,2023-09-14 18:37:25,731.0,73.0,86.0,20.0,297.0,61.0,176.0,1404.0,Elegant easy-to-use neural networks in JAX. https://docs.kidger.site/equinox/.,36.0,29,True,2023-07-26 00:11:28.000,0.10.11,43.0,equinox,,,,['jax'],268.0,236.0,https://pypi.org/project/equinox,20865.0,20865.0,,,,,,,,1.0,,2023-07-26 00:11:28.000,32.0,,,,,,,,,,,,,,,,,,
356,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2023-09-26 05:15:18.000000,2023-09-26 05:15:16,1363.0,24.0,266.0,73.0,103.0,34.0,52.0,1214.0,Model analysis tools for TensorFlow.,55.0,29,True,2023-08-14 20:20:00.000,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",23.0,,https://pypi.org/project/tensorflow-model-analysis,223594.0,223594.0,,,,,,,,2.0,,2023-08-14 20:39:41.000,23.0,,,,,,,,,,,,,,,,,,
357,Keras-Preprocessing,keras-team/keras-preprocessing,tensorflow-utils,,https://github.com/keras-team/keras-preprocessing,https://github.com/keras-team/keras-preprocessing,MIT,2018-05-30 22:43:36.000,2023-06-16 16:10:42.597000,2022-02-17 22:38:15,288.0,,454.0,44.0,176.0,93.0,102.0,1028.0,"Utilities for working with image data, text data, and sequence data.",52.0,29,False,2020-05-14 03:55:22.223,1.1.2,12.0,keras-preprocessing,conda-forge/keras-preprocessing,,,['tensorflow'],1572.0,,https://pypi.org/project/keras-preprocessing,5782565.0,5815588.0,https://anaconda.org/conda-forge/keras-preprocessing,2023-06-16 16:10:42.597,2080452.0,,,,,3.0,,2020-05-14 03:55:22.223,1572.0,,,,,,,,,,,,,,,,,,
358,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2023-09-28 13:53:16.000000,2023-09-28 08:13:14,1808.0,147.0,250.0,21.0,2082.0,81.0,224.0,969.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,38.0,29,True,2023-09-05 14:05:47.000,0.30.0,48.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",71.0,68.0,https://pypi.org/project/raiwidgets,5808.0,5808.0,,,,,,,,2.0,,2023-08-30 17:31:07.000,3.0,,,,,,,,,,,,,,,,,,
359,Satpy,pytroll/satpy,geospatial-data,,https://github.com/pytroll/satpy,https://github.com/pytroll/satpy,GPL-3.0,2016-02-09 20:29:43.000,2023-09-28 14:02:48.000000,2023-09-28 14:02:48,12264.0,141.0,270.0,33.0,1650.0,439.0,582.0,956.0,Python package for earth-observing satellite data processing.,145.0,29,False,2023-09-21 01:38:17.000,0.43.0.post0,89.0,satpy,conda-forge/satpy,,,,126.0,109.0,https://pypi.org/project/satpy,5111.0,9422.0,https://anaconda.org/conda-forge/satpy,2023-09-21 03:49:50.650,168149.0,,,,,3.0,,2023-09-21 01:38:59.000,17.0,,,,,,,,,,,,,,,,,,
360,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2023-07-15 18:12:04.000000,2023-05-28 23:30:39,485.0,,120.0,31.0,125.0,25.0,73.0,837.0,Python bindings and utilities for GeoJSON.,53.0,29,True,2023-02-16 01:19:03.498,3.0.1,30.0,geojson,conda-forge/geojson,,,,16639.0,15395.0,https://pypi.org/project/geojson,1195927.0,1204269.0,https://anaconda.org/conda-forge/geojson,2023-06-16 13:15:38.240,750846.0,,,,,3.0,,2023-01-26 16:04:02.467,1244.0,,,,,,,,,,,,,,,,,,
361,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2023-09-27 17:45:05.000000,2023-09-27 17:45:03,926.0,15.0,150.0,48.0,81.0,37.0,141.0,729.0,Library for exploring and validating machine learning data.,25.0,29,True,2023-08-14 06:29:46.000,1.14.0,44.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",769.0,739.0,https://pypi.org/project/tensorflow-data-validation,251603.0,251610.0,,,,,,,,3.0,470.0,2023-08-14 06:58:23.000,30.0,,,,,,,,,,,,,,,,,,
362,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2023-06-14 00:38:14.000000,2022-11-08 22:11:16,98.0,,1700.0,200.0,68.0,96.0,34.0,9355.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,30.0,28,True,2023-05-24 15:11:00.531,2.0.1,9.0,english-words,,,,,9.0,1.0,https://pypi.org/project/english-words,655496.0,655496.0,,,,,,,,2.0,,2023-01-06 00:05:02.564,8.0,,,,,,,,,,,,,,,,,,
363,pysc2,deepmind/pysc2,others,,https://github.com/google-deepmind/pysc2,https://github.com/google-deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000,2023-07-09 00:54:49.000000,2023-04-19 16:47:52,581.0,,1153.0,352.0,79.0,47.0,231.0,7812.0,StarCraft II Learning Environment.,39.0,28,True,2022-07-13 12:08:43.000,4.0,8.0,pysc2,,,,,629.0,603.0,https://pypi.org/project/pysc2,1321.0,1740.0,,,,,,,,3.0,30623.0,2022-07-13 12:02:04.256,26.0,,,,,,,,google-deepmind/pysc2,,,,,,,,,,
364,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2023-05-24 15:56:22.000000,2023-05-24 15:56:22,277.0,,869.0,270.0,98.0,78.0,81.0,7181.0,Visualizations for machine learning datasets.,31.0,28,True,2019-07-01 16:35:20.000,1.0.0,4.0,facets-overview,,,,['jupyter'],201.0,201.0,https://pypi.org/project/facets-overview,178510.0,178510.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
365,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1198.0,155.0,950.0,60.0,781.0,5628.0,Gluon CV Toolkit.,118.0,28,True,2022-03-07 23:40:19.000,0.10.5,1535.0,gluoncv,,,,['mxnet'],76.0,15.0,https://pypi.org/project/gluoncv,51210.0,51210.0,,,,,,,,3.0,,2022-07-07 09:00:54.000,61.0,,,,,,,,,,,,,,,,,,
366,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000000,2022-09-18 19:55:03,775.0,,1156.0,214.0,90.0,194.0,120.0,5431.0,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",27.0,28,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,407.0,388.0,https://pypi.org/project/pyAudioAnalysis,15758.0,15758.0,,,,,,,,3.0,,2022-02-07 22:36:53.000,19.0,,,,,,,,,,,,,,,,,,
367,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2023-08-21 13:36:56.000000,2021-05-10 18:34:53,57.0,,404.0,39.0,55.0,118.0,43.0,3866.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,28,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],10946.0,10840.0,https://pypi.org/project/torchsummary,122774.0,122774.0,,,,,,,,2.0,,2018-09-26 05:07:28.000,106.0,,,,,,,,,,,,,,,,,,
368,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2023-07-10 10:34:11.000000,2023-04-27 20:08:56,632.0,,964.0,283.0,227.0,12.0,355.0,3857.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,28,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,490915.0,491357.0,https://anaconda.org/conda-forge/tensorflowonspark,2023-06-16 16:19:28.736,19931.0,,,,,2.0,,2022-04-21 20:05:56.000,5.0,,,,,,,,,,,,,,,,,,
369,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971.0,219.0,408.0,140.0,402.0,3848.0,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1268.0,1008.0,https://pypi.org/project/lasagne,1783.0,1783.0,,,,,,,,3.0,,2015-08-13 21:10:53.000,260.0,,,,,,,,,,,,,,,,,,
370,Dedupe,dedupeio/dedupe,nlp,,https://github.com/dedupeio/dedupe,https://github.com/dedupeio/dedupe,MIT,2012-04-20 14:57:36.000,2023-06-16 19:28:08.623000,2023-02-17 16:34:52,3273.0,,510.0,121.0,361.0,67.0,728.0,3821.0,"A python library for accurate and scalable fuzzy matching, record deduplication and entity-resolution.",70.0,28,True,,,12.0,dedupe,conda-forge/dedupe,,,,293.0,293.0,https://pypi.org/project/dedupe,65355.0,67239.0,https://anaconda.org/conda-forge/dedupe,2023-06-16 19:28:08.623,39578.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
371,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-09-27 12:04:50.000000,2023-09-01 03:04:11,1137.0,3.0,678.0,60.0,1009.0,145.0,733.0,3716.0,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",85.0,28,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,,['pytorch'],86.0,84.0,https://pypi.org/project/mmocr,4991.0,4991.0,,,,,,,,3.0,,2022-05-05 14:21:18.000,2.0,,,,,,,,,,,,,,,,,,
372,missingno,ResidentMario/missingno,data-viz,,https://github.com/ResidentMario/missingno,https://github.com/ResidentMario/missingno,MIT,2016-03-27 15:18:50.000,2023-06-16 13:24:02.087000,2023-02-26 20:07:33,189.0,,455.0,73.0,37.0,9.0,121.0,3656.0,Missing data visualization module for Python.,18.0,28,True,2023-02-26 20:11:59.371,0.5.2,26.0,missingno,conda-forge/missingno,,,,13123.0,12986.0,https://pypi.org/project/missingno,376046.0,380151.0,https://anaconda.org/conda-forge/missingno,2023-06-16 13:24:02.087,303832.0,,,,,3.0,,2022-02-27 20:39:36.000,137.0,,,,,,,,,,,,,,,,,,
373,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-08-11 07:20:07.000000,2023-08-11 07:20:07,437.0,4.0,505.0,114.0,83.0,16.0,98.0,3249.0,Module for automatic summarization of text documents and HTML pages.,28.0,28,True,2022-10-23 16:40:03.000,0.11.0,15.0,sumy,conda-forge/sumy,,,,2188.0,2188.0,https://pypi.org/project/sumy,24756.0,25000.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,6601.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
374,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2023-09-27 18:16:09.000000,2023-09-22 20:27:40,1342.0,182.0,336.0,72.0,1221.0,83.0,76.0,3210.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,34.0,28,True,2023-09-22 20:32:27.000,1.0.1,10.0,lit-nlp,conda-forge/lit-nlp,,,,24.0,23.0,https://pypi.org/project/lit-nlp,1776.0,3563.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,64342.0,,,,,2.0,,2023-09-22 19:33:00.000,1.0,5.0,,,,,,,,,,,,,,,,,
375,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2023-09-25 11:28:13.000000,2022-01-25 17:32:20,4123.0,,357.0,81.0,62.0,151.0,186.0,3026.0,a library for audio and music analysis.,24.0,28,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,426.0,399.0,https://pypi.org/project/aubio,2939.0,11010.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,629592.0,,,,,3.0,,2019-02-08 11:21:02.000,27.0,,,,,,,,,,,,,,,,,,
376,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2023-09-14 20:07:18.000000,2021-10-29 06:15:49,2535.0,,412.0,65.0,932.0,315.0,745.0,2775.0,StellarGraph - Machine Learning on Graphs.,36.0,28,False,2021-02-22 06:35:38.731,1.2.1,25.0,stellargraph,,,,['tensorflow'],241.0,233.0,https://pypi.org/project/stellargraph,7304.0,7304.0,,,,,,,,2.0,,2018-09-14 03:43:24.000,8.0,,,,,,,,,,,,,,,,,,
377,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2023-09-26 21:01:12.000000,2023-09-26 21:01:10,548.0,8.0,468.0,97.0,43.0,82.0,240.0,2666.0,Learning to Rank in TensorFlow.,33.0,28,True,2023-08-11 17:56:48.000,0.5.3,22.0,tensorflow_ranking,,,,['tensorflow'],13.0,,https://pypi.org/project/tensorflow_ranking,91105.0,91105.0,,,,,,,,2.0,,2023-08-11 17:56:48.000,13.0,,,,,,,,,,,,,,,,,,
378,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-09-27 04:18:37.000000,2023-09-20 12:36:49,1468.0,38.0,288.0,41.0,305.0,33.0,141.0,2423.0,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-09-20 13:10:11.000,2.3.7,35.0,shapash,,,,['jupyter'],128.0,126.0,https://pypi.org/project/shapash,7802.0,7802.0,,,,,,,,2.0,,2023-09-20 13:10:11.000,2.0,,,,,,,,,,,,,,,,,,
379,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-09-13 13:50:05.000000,2018-08-19 12:37:47,130.0,,282.0,66.0,59.0,26.0,39.0,2352.0,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3963.0,3890.0,https://pypi.org/project/scikit-plot,430361.0,432566.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,163193.0,,,,,2.0,,2018-08-19 12:25:39.290,73.0,,,,,,,,,,,,,,,,,,
380,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-09-21 06:34:35.000000,2023-09-21 06:34:16,1452.0,105.0,562.0,42.0,27.0,1.0,311.0,2346.0,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,28.0,28,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],19.0,19.0,https://pypi.org/project/deepke,524.0,524.0,,,,,,,,2.0,,2023-09-21 04:12:03.000,,,,,,,,,,,,,,,,,,,
381,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,304.0,66.0,14.0,28.0,46.0,2152.0,Stand-alone language identification system.,9.0,28,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,7703.0,7516.0,https://pypi.org/project/langid,366624.0,366624.0,,,,,,,,2.0,,2016-04-05 22:34:15.000,187.0,,,,,,,,,,,,,,,,,,
382,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-09-23 18:51:05.000000,2023-08-22 16:20:29,468.0,16.0,310.0,62.0,148.0,7.0,91.0,2048.0,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,28,True,2023-08-07 19:46:52.000,3.2.5,21.0,pytextrank,,,,,467.0,467.0,https://pypi.org/project/pytextrank,41720.0,41720.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
383,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-09-25 20:25:12.000000,2023-09-16 22:02:16,1331.0,42.0,196.0,50.0,222.0,146.0,147.0,1909.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",39.0,28,True,2023-09-07 00:24:12.000,0.29.5,160.0,graphistry,,,,['jupyter'],104.0,99.0,https://pypi.org/project/graphistry,1896.0,1896.0,,,,,,,,2.0,,2023-09-07 00:24:12.000,5.0,,,,,,,,,,,,,,,,,,
384,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,153.0,25.0,81.0,41.0,34.0,1574.0,A Python package for time series classification.,14.0,28,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,483.0,464.0,https://pypi.org/project/pyts,146869.0,147783.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,21027.0,,,,,3.0,,2021-10-31 13:51:09.000,19.0,,,,,,,,,,,,,,,,,,
385,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-09-11 13:29:36.000000,2023-09-06 00:50:44,697.0,3.0,294.0,43.0,347.0,71.0,186.0,1483.0,Training PyTorch models with differential privacy.,73.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],676.0,659.0,https://pypi.org/project/opacus,28532.0,29117.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,11662.0,,,,,2.0,99.0,2022-05-06 09:43:18.000,17.0,,,,,,,,,,,,,,,,,,
386,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-09-19 20:00:38.000000,2023-09-19 20:00:31,945.0,5.0,567.0,107.0,279.0,11.0,300.0,1440.0,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,143.0,141.0,https://pypi.org/project/tabpy,9994.0,10049.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4306.0,,,,,3.0,,2023-01-30 23:34:02.112,2.0,,,,,,,,,,,,,,,,,,
