,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
486,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2024-06-23 12:28:48.000000,2024-06-23 12:28:48,343.0,,990.0,48.0,34.0,67.0,113.0,5367.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,25,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,,,['sklearn'],259.0,244.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,15.0,3994.0,3994.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
487,DALI,NVIDIA/DALI,gpu-utilities,,https://github.com/NVIDIA/DALI,https://github.com/NVIDIA/DALI,Apache-2.0,2018-06-01 22:18:01.000,2025-01-09 12:03:13.000000,2025-01-09 12:03:12,3764.0,68.0,621.0,92.0,4134.0,245.0,1424.0,5236.0,A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to..,94.0,25,True,2024-11-28 18:09:35.000,1.44.0,85.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
488,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2024-12-19 20:40:15.000000,2024-12-19 20:39:47,524.0,3.0,453.0,64.0,94.0,39.0,88.0,5218.0,Finding duplicate images made easy!.,16.0,25,True,2023-04-28 17:29:01.612,0.3.2,12.0,imagededup,,,,['tensorflow'],169.0,164.0,https://pypi.org/project/imagededup,2023-04-28 17:29:01.612,5.0,17137.0,17137.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
489,Lucid,tensorflow/lucid,interpretability,,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000,2023-02-06 16:41:16.000000,2021-03-19 15:48:33,667.0,,658.0,158.0,130.0,83.0,101.0,4682.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,25,False,2021-03-19 16:01:00.000,0.3.10,17.0,lucid,,,,['tensorflow'],808.0,802.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000,6.0,718.0,718.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
490,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-07-16 03:48:08.000000,2023-05-06 14:09:10,264.0,,451.0,44.0,56.0,95.0,175.0,4425.0,An Open-Source Framework for Prompt-Learning.,24.0,25,False,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,163.0,160.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,3.0,5892.0,5892.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
491,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2023-05-22 16:10:15.000000,2021-05-03 12:18:31,2154.0,,511.0,134.0,649.0,65.0,198.0,3899.0,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,13.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,13.0,1729.0,1729.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
492,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-09-05 04:03:54.000000,2024-09-05 04:03:53,4353.0,,622.0,43.0,1018.0,289.0,716.0,3540.0,"A unified, comprehensive and efficient recommendation library.",74.0,25,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,61565.0,61709.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,7209.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
493,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2025-01-09 07:19:03.000000,2024-12-30 04:13:34,2905.0,48.0,1244.0,133.0,1145.0,50.0,87.0,3382.0,a distributed deep learning platform.,96.0,25,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,5.0,5.0,,,,,82.0,https://anaconda.org/nusdbsystem/singa,2023-06-16 13:23:56.805,882.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8595.0,3.0,,,,,,,,,,,,,,,,,,,,
494,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2024-11-20 06:18:08.919000,2024-10-24 16:27:28,480.0,3.0,279.0,51.0,477.0,69.0,261.0,3371.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-10-25 17:04:56.000,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,7.0,,https://pypi.org/project/hummingbird-ml,2024-10-25 17:04:56.000,7.0,6809.0,7979.0,https://anaconda.org/conda-forge/hummingbird-ml,2024-11-20 06:18:08.919,53227.0,,,,,2.0,771.0,,,,,,,,,,,,,,,,,,,
495,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2024-11-26 11:14:41.000000,2024-11-26 10:38:20,182.0,1.0,412.0,157.0,86.0,105.0,101.0,3359.0,A deep learning library for video understanding research.,57.0,25,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],24.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,24.0,23945.0,23945.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
496,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2024-07-30 10:50:08.000000,2024-07-09 09:34:16,515.0,,812.0,63.0,642.0,133.0,405.0,3304.0,A high-performance distributed training framework for Reinforcement Learning.,45.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],132.0,131.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,1266.0,1266.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
497,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2023-06-16 19:17:56.088000,2021-06-22 10:51:48,116.0,,478.0,97.0,49.0,65.0,254.0,2865.0,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,25,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,761.0,740.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,21.0,2505.0,2861.0,https://anaconda.org/conda-forge/neuralcoref,2023-06-16 19:17:56.088,20308.0,,,,,3.0,1148.0,,,,,,,,,,,,,,,,,,,
498,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,241.0,50.0,482.0,57.0,70.0,2837.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,288.0,285.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,20021.0,20022.0,,,,,,,,2.0,91.0,,,,,,,,,,,,,,,,,,,
499,tensorflow-graphics,tensorflow/graphics,image,,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000,2024-12-18 09:05:53.000000,2024-08-01 02:26:24,769.0,,366.0,79.0,559.0,144.0,95.0,2756.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,39.0,25,True,2021-12-03 22:33:39.000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],11.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000,11.0,14760.0,14760.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
500,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2024-03-18 21:00:38.000000,2024-03-18 20:31:55,556.0,,477.0,97.0,44.0,91.0,240.0,2755.0,Learning to Rank in TensorFlow.,36.0,25,True,2024-03-18 21:00:38.000,0.5.5,23.0,tensorflow_ranking,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow_ranking,2024-03-18 21:00:38.000,15.0,39916.0,39916.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
501,TabNet,dreamquark-ai/tabnet,pytorch-utils,,https://github.com/dreamquark-ai/tabnet,https://github.com/dreamquark-ai/tabnet,MIT,2019-10-17 11:17:32.000,2024-10-23 15:36:38.000000,2023-07-23 14:42:27,191.0,,492.0,39.0,251.0,52.0,290.0,2681.0,PyTorch implementation of TabNet paper : https://arxiv.org/pdf/1908.07442.pdf.,21.0,25,False,2023-07-23 13:34:05.000,4.1.0,19.0,pytorch-tabnet,conda-forge/pytorch-tabnet,,,['pytorch'],11.0,,https://pypi.org/project/pytorch-tabnet,2023-07-23 13:26:57.000,11.0,37399.0,37647.0,https://anaconda.org/conda-forge/pytorch-tabnet,2023-12-20 04:10:30.919,9178.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
502,kubric,google-research/kubric,image,,https://github.com/google-research/kubric,https://github.com/google-research/kubric,Apache-2.0,2020-07-22 19:56:38.000,2024-12-01 16:24:05.000000,2024-11-29 04:22:46,558.0,11.0,227.0,40.0,137.0,63.0,127.0,2391.0,A data generation pipeline for creating semi-realistic synthetic multi-object videos with rich annotations such as..,31.0,25,True,2023-12-27 00:46:01.000,2023.12.27,773.0,kubric-nightly,,,,,7.0,7.0,https://pypi.org/project/kubric-nightly,2023-12-27 00:46:01.000,,16900.0,16900.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
503,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,617.0,87.0,29.0,25.0,52.0,2382.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,865.0,811.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,54.0,21021.0,21021.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
504,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,,86.0,41.0,59.0,13.0,78.0,2192.0,The friendly PIL fork.,434.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,17421.0,17421.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
505,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,240.0,70.0,21.0,93.0,66.0,2113.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,283.0,279.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,93680.0,93680.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
506,Hivemind,learning-at-home/hivemind,distributed-ml,,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19.000,2024-12-14 15:17:29.000000,2024-11-05 08:39:28,583.0,5.0,168.0,56.0,475.0,81.0,104.0,2095.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,33.0,25,True,2023-08-31 20:07:52.000,1.1.10,27.0,hivemind,,,,,124.0,114.0,https://pypi.org/project/hivemind,2023-08-31 20:07:10.000,10.0,1296.0,1296.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
507,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2025-01-08 23:54:53.000000,2024-11-25 23:57:34,891.0,3.0,444.0,60.0,363.0,117.0,93.0,1947.0,Library for training machine learning models with privacy for training data.,59.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,15714.0,15716.0,,,,,,,,2.0,184.0,,,,,,,,,,,,,,,,,,,
508,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2024-11-03 09:08:45.000000,2024-08-31 13:01:11,360.0,,312.0,1.0,1.0,1.0,,1923.0,Feature engineering package with sklearn like functionality.,49.0,25,True,2024-11-03 09:08:45.000,1.8.2,42.0,feature_engine,conda-forge/feature_engine,,,,166.0,,https://pypi.org/project/feature_engine,2024-11-03 09:08:45.000,166.0,177119.0,178306.0,https://anaconda.org/conda-forge/feature_engine,2024-09-01 13:51:20.563,62914.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
509,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,56.0,1313.0,235.0,810.0,1906.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],121.0,117.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,896.0,896.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,TF Recommenders,tensorflow/recommenders,recommender-systems,,https://github.com/tensorflow/recommenders,https://github.com/tensorflow/recommenders,Apache-2.0,2020-06-26 21:38:01.000,2024-12-05 06:01:33.000000,2024-12-05 06:01:28,372.0,5.0,281.0,50.0,328.0,269.0,184.0,1884.0,TensorFlow Recommenders is a library for building recommender system models using TensorFlow.,43.0,25,True,2023-02-03 02:17:00.422,0.7.3,16.0,tensorflow-recommenders,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-recommenders,2023-02-03 02:17:00.422,2.0,257163.0,257163.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
511,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,160.0,60.0,68.0,67.0,130.0,1829.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,25,True,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,497.0,495.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,2.0,734.0,734.0,,,,,,,,3.0,62.0,,,,,,,,,,,,,,,,,,,
512,AutoViz,AutoViML/AutoViz,data-viz,,https://github.com/AutoViML/AutoViz,https://github.com/AutoViML/AutoViz,Apache-2.0,2019-07-17 17:14:06.000,2024-06-10 12:09:16.000000,2024-06-10 12:07:33,223.0,,197.0,34.0,20.0,4.0,91.0,1760.0,"Automatically Visualize any dataset, any size with a single line of code. Created by Ram Seshadri. Collaborators..",17.0,25,True,2024-06-10 12:09:16.000,0.1.905,90.0,autoviz,conda-forge/autoviz,,,,811.0,800.0,https://pypi.org/project/autoviz,2024-06-10 12:09:16.000,11.0,15579.0,17354.0,https://anaconda.org/conda-forge/autoviz,2024-04-26 17:50:17.078,72789.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
513,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2025-01-08 17:56:06.000000,2025-01-08 17:48:30,1042.0,33.0,276.0,43.0,885.0,85.0,66.0,1673.0,A lightweight library for PyTorch training tools and utilities.,142.0,25,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,4132.0,4132.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-12-02 05:44:37.000000,2024-12-02 05:44:37,1038.0,2.0,181.0,17.0,76.0,27.0,369.0,1586.0,PyTorch Extension Library of Optimized Scatter Operations.,31.0,25,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],152.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,152.0,33862.0,44960.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-11-05 09:02:23.775,610418.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
515,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2024-12-04 03:48:36.000000,2022-08-31 01:52:51,509.0,,308.0,102.0,49.0,8.0,151.0,1574.0,Distributed Deep learning with Keras & Spark.,27.0,25,False,2024-12-04 03:48:36.000,6.2.1,46.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,2024-12-04 03:48:36.000,,35387.0,35635.0,https://anaconda.org/conda-forge/elephas,2023-06-16 16:16:35.554,16131.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2024-06-13 23:15:42.000000,2024-06-13 23:15:42,109.0,,214.0,43.0,12.0,4.0,51.0,1569.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,True,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],278.0,274.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,4.0,160256.0,160256.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
517,Pytorch Toolbelt,BloodAxe/pytorch-toolbelt,pytorch-utils,,https://github.com/BloodAxe/pytorch-toolbelt,https://github.com/BloodAxe/pytorch-toolbelt,MIT,2019-03-15 16:02:49.000,2024-11-21 20:06:59.000000,2024-11-21 19:30:50,1226.0,12.0,122.0,29.0,73.0,4.0,29.0,1523.0,PyTorch extensions for fast R&D prototyping and Kaggle farming.,8.0,25,True,2024-11-21 20:06:59.000,0.8.0,30.0,pytorch_toolbelt,,,,['pytorch'],12.0,,https://pypi.org/project/pytorch_toolbelt,2024-11-21 20:06:59.000,12.0,5757.0,5758.0,,,,,,,,2.0,127.0,,,,,,,,,,,,,,,,,,,
518,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2024-10-27 05:01:35.000000,2024-10-27 05:01:33,863.0,1.0,271.0,81.0,493.0,53.0,207.0,1446.0,Underthesea - Vietnamese NLP Toolkit.,19.0,25,False,2024-06-22 10:18:00.000,6.8.4,127.0,underthesea,,,,,1370.0,1359.0,https://pypi.org/project/underthesea,2024-06-22 10:18:00.000,11.0,21605.0,21687.0,,,,,,,,3.0,7588.0,,,,,,,,,,,,,,,,,,,
519,pytorch_tabular,manujosephv/pytorch_tabular,tabular,,https://github.com/manujosephv/pytorch_tabular,https://github.com/manujosephv/pytorch_tabular,MIT,2020-12-15 07:17:03.000,2025-01-07 01:41:39.000000,2024-12-18 07:37:03,584.0,21.0,142.0,21.0,329.0,10.0,152.0,1425.0,A standard framework for modelling Deep Learning Models for tabular data.,25.0,25,True,2024-11-29 01:07:50.000,1.1.1,13.0,pytorch_tabular,,,,['pytorch'],9.0,,https://pypi.org/project/pytorch_tabular,2024-11-28 05:14:21.000,9.0,3894.0,3895.0,,,,,,,,1.0,53.0,,,,,,,,,,,,,,,,,,,
520,keras-ocr,faustomorales/keras-ocr,ocr,,https://github.com/faustomorales/keras-ocr,https://github.com/faustomorales/keras-ocr,MIT,2019-09-20 23:08:50.000,2024-08-01 05:16:36.000000,2023-11-06 15:20:05,206.0,,332.0,49.0,44.0,102.0,115.0,1412.0,A packaged and flexible version of the CRAFT text detector and Keras CRNN recognition model.,18.0,25,False,2023-11-06 16:35:44.000,0.9.3,33.0,keras-ocr,anaconda/keras-ocr,,,['tensorflow'],626.0,618.0,https://pypi.org/project/keras-ocr,2023-11-06 16:35:44.000,8.0,16504.0,51711.0,https://anaconda.org/anaconda/keras-ocr,2023-06-16 19:23:39.693,348.0,,,,,3.0,1830466.0,,,,,,,,,,,,,,,,,,,
521,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,404.0,90.0,165.0,103.0,224.0,1368.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],46.0,46.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,,219.0,219.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
522,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2023-12-20 21:48:32.000000,2023-10-12 14:56:47,1107.0,,235.0,34.0,68.0,57.0,206.0,1274.0,A toolbox to iNNvestigate neural networks predictions!.,22.0,25,False,2023-10-12 14:58:48.000,2.1.2,8.0,innvestigate,,,,['tensorflow'],146.0,144.0,https://pypi.org/project/innvestigate,2023-10-12 14:55:59.000,2.0,751.0,756.0,,,,,,,,3.0,171.0,,,,,,,,,,,,,,,,,,,
523,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2025-01-09 01:10:10.000000,2024-12-21 02:32:10,2629.0,83.0,97.0,20.0,1237.0,93.0,241.0,1166.0,"MetricFlow allows you to define, build, and maintain metrics in code.",46.0,25,False,2024-06-11 22:06:04.000,0.206.0,88.0,metricflow,,,,,32.0,28.0,https://pypi.org/project/metricflow,2024-07-09 00:14:45.000,4.0,22523.0,22523.0,,,,,,,,3.0,,,dbt-labs/metricflow,,,,,,,,,,,,,,,,,
524,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,120.0,11.0,23.0,29.0,16.0,1160.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,7354.0,6882.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,494057.0,494057.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
525,Plotly-Resampler,predict-idlab/plotly-resampler,data-viz,,https://github.com/predict-idlab/plotly-resampler,https://github.com/predict-idlab/plotly-resampler,MIT,2021-11-20 10:51:56.000,2024-12-15 20:03:00.000000,2024-12-15 20:03:00,796.0,5.0,69.0,17.0,133.0,56.0,117.0,1061.0,Visualize large time series data with plotly.py.,14.0,25,True,2024-03-27 07:58:10.000,0.10.0,62.0,plotly-resampler,conda-forge/plotly-resampler,,,,1655.0,1631.0,https://pypi.org/project/plotly-resampler,2024-03-27 07:54:02.000,24.0,379719.0,382038.0,https://anaconda.org/conda-forge/plotly-resampler,2024-12-05 23:08:14.776,83509.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
526,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,44.0,72.0,104.0,188.0,933.0,Gaussian Process Optimization using GPy.,50.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,586.0,549.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,5895.0,5895.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
527,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2025-01-03 15:22:16.978000,2024-06-12 05:36:27,401.0,,156.0,17.0,73.0,35.0,110.0,745.0,Ternary plotting library for python with matplotlib.,28.0,25,True,2021-02-17 18:38:15.000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,232.0,200.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000,32.0,14172.0,16193.0,https://anaconda.org/conda-forge/python-ternary,2025-01-03 15:22:16.978,95005.0,,,,,3.0,35.0,,,,,,,,,,,,,,,,,,,
528,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2024-11-18 15:00:19.000000,2023-01-03 21:24:56,1146.0,,158.0,33.0,25.0,35.0,236.0,738.0,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,8.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,,185.0,181.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,4.0,2664.0,2664.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
