,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,projectrank_placing,github_release_downloads,trending,helm_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
448,flashtext,vi3k6i5/flashtext,nlp,,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000,2023-10-23 02:26:28.000000,2020-05-03 07:13:22,108.0,,595.0,140.0,31.0,70.0,55.0,5520.0,Extract Keywords from sentence or Replace keywords in sentences.,7.0,26,False,,,18.0,flashtext,conda-forge/flashtext,,,,1587.0,1538.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000,49.0,1094777.0,1095195.0,https://anaconda.org/conda-forge/flashtext,2023-06-16 19:20:49.106,18418.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
449,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2024-03-07 16:48:18.000000,2024-03-07 16:42:10,217.0,4.0,293.0,69.0,179.0,22.0,54.0,4883.0,"A data augmentations library for audio, image, text, and video.",34.0,26,True,2023-12-05 20:52:12.000,1.0.1,18.0,augly,,,,,108.0,104.0,https://pypi.org/project/augly,2023-12-05 20:52:12.000,4.0,2332.0,2332.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
450,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2024-01-16 11:28:25.000000,2022-08-23 22:54:23,1046.0,,982.0,240.0,215.0,51.0,200.0,4350.0,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,26,False,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,,52.0,51.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,617.0,711.0,https://anaconda.org/conda-forge/tensortrade,2023-06-16 19:25:40.006,3290.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
451,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-01-16 13:26:41.000000,2023-05-06 14:09:10,264.0,,422.0,41.0,52.0,75.0,174.0,4096.0,An Open-Source Framework for Prompt-Learning.,22.0,26,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,105.0,103.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,2.0,1377.0,1377.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
452,LIT,PAIR-code/lit,interpretability,,https://github.com/PAIR-code/lit,https://github.com/PAIR-code/lit,Apache-2.0,2020-07-28 13:07:26.000,2024-03-14 08:45:42.000000,2024-02-21 07:25:31,1402.0,42.0,343.0,71.0,1298.0,93.0,82.0,3347.0,The Learning Interpretability Tool: Interactively analyze ML models to understand their behavior in an extensible and..,36.0,26,True,2024-02-21 07:38:44.000,1.1,15.0,lit-nlp,conda-forge/lit-nlp,,,,31.0,30.0,https://pypi.org/project/lit-nlp,2024-02-21 06:48:57.000,1.0,3965.0,5571.0,https://anaconda.org/conda-forge/lit-nlp,2023-06-16 19:21:41.530,67472.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
453,TensorForce,tensorforce/tensorforce,reinforcement-learning,,https://github.com/tensorforce/tensorforce,https://github.com/tensorforce/tensorforce,Apache-2.0,2017-03-19 16:24:22.000,2023-08-14 20:14:15.000000,2023-08-14 20:14:08,2108.0,,538.0,145.0,237.0,39.0,633.0,3273.0,Tensorforce: a TensorFlow library for applied reinforcement learning.,84.0,26,True,2021-08-30 20:20:58.000,0.6.5,24.0,tensorforce,,,,['tensorflow'],439.0,437.0,https://pypi.org/project/tensorforce,2021-08-30 20:13:45.000,2.0,745.0,745.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
454,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2024-03-11 06:51:01.000000,2024-03-11 06:51:00,4336.0,13.0,568.0,41.0,999.0,214.0,691.0,3115.0,"A unified, comprehensive and efficient recommendation library.",71.0,26,True,2023-11-04 11:23:19.000,1.2.0,10.0,recbole,aibox/recbole,,,['pytorch'],2.0,,https://pypi.org/project/recbole,2023-10-31 12:52:34.000,2.0,2619.0,2732.0,https://anaconda.org/aibox/recbole,2023-11-01 15:53:42.380,4542.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
455,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2024-03-13 09:54:52.000000,2024-03-13 09:29:58,1533.0,34.0,610.0,45.0,28.0,2.0,397.0,2795.0,[EMNLP 2022] An Open Toolkit for Knowledge Graph Extraction and Construction.,31.0,26,True,2023-09-21 04:12:03.000,2.2.7,111.0,deepke,,,,['pytorch'],21.0,21.0,https://pypi.org/project/deepke,2023-09-21 04:12:03.000,,418.0,418.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
456,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,329.0,67.0,167.0,164.0,113.0,2719.0,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,26,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,2022-05-11 09:37:12.000,90.0,400169.0,401972.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,147889.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
457,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2023-12-11 14:10:13.000000,2023-12-11 14:10:09,768.0,,641.0,177.0,75.0,23.0,565.0,2632.0,Python sync/async framework for Interactive Brokers API.,36.0,26,True,2023-07-02 12:44:10.283,0.9.86,111.0,ib_insync,conda-forge/ib-insync,,,,28.0,,https://pypi.org/project/ib_insync,2022-11-21 09:32:01.715,28.0,36614.0,37302.0,https://anaconda.org/conda-forge/ib-insync,2023-06-16 16:16:07.159,38570.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
458,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2022-11-26 14:07:55.000000,2021-09-22 15:31:55,6364.0,,708.0,167.0,94.0,134.0,358.0,2457.0,An Algorithmic Trading Library for Crypto-Assets in Python.,151.0,26,False,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,352.0,352.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
459,adapter-transformers,Adapter-Hub/adapter-transformers,others,,https://github.com/adapter-hub/adapters,https://github.com/adapter-hub/adapters,Apache-2.0,2020-04-21 16:21:43.000,2024-03-05 16:18:20.000000,2024-02-28 21:03:10,90.0,13.0,317.0,28.0,284.0,45.0,312.0,2325.0,A Unified Library for Parameter-Efficient and Modular Transfer Learning.,8.0,26,True,2024-02-28 21:47:30.000,0.1.2,19.0,adapter-transformers,,,,['huggingface'],31.0,24.0,https://pypi.org/project/adapter-transformers,2023-12-16 14:14:02.000,7.0,19665.0,19665.0,,,,,3.0,,,,adapter-hub/adapters,,,,,,,,,,,,,,,,,,,
460,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2024-03-01 17:17:03.000000,2024-03-01 17:16:56,650.0,6.0,236.0,65.0,31.0,60.0,93.0,2204.0,Fast and Easy Infinite Neural Networks in Python.,29.0,26,True,2023-12-11 14:10:12.000,0.6.5,31.0,neural-tangents,,,,,96.0,95.0,https://pypi.org/project/neural-tangents,2023-12-11 14:00:20.000,1.0,2031.0,2039.0,,,,,3.0,369.0,,,,,,,,,,,,,,,,,,,,,,
461,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2023-09-09 21:39:29.000000,2021-07-09 11:06:18,56.0,,492.0,41.0,24.0,65.0,38.0,2105.0,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,,,2.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],4787.0,4787.0,https://pypi.org/project/mtcnn,,,67415.0,67644.0,https://anaconda.org/conda-forge/mtcnn,2023-06-16 19:18:00.316,11221.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
462,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2024-02-16 02:07:00.000000,2024-02-16 02:06:53,862.0,6.0,446.0,61.0,325.0,113.0,92.0,1857.0,Library for training machine learning models with privacy for training data.,58.0,26,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],15.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,15.0,16260.0,16262.0,,,,,3.0,146.0,,,,,,,,,,,,,,,,,,,,,,
463,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2024-03-14 04:24:13.000000,2024-03-12 12:08:34,1869.0,239.0,120.0,29.0,157.0,18.0,20.0,1795.0,Monitor deep learning model training and hardware usage from your mobile phone.,9.0,26,True,2023-09-10 04:20:57.000,0.4.168,144.0,labml,,,,,141.0,135.0,https://pypi.org/project/labml,2023-09-10 04:20:57.000,6.0,3515.0,3515.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
464,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-03-14 08:02:30.000000,2024-03-14 06:57:45,898.0,25.0,134.0,34.0,435.0,52.0,351.0,1786.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,26,True,2024-03-14 07:55:27.000,1.1.4.4,29.0,orbit-ml,,,,,50.0,49.0,https://pypi.org/project/orbit-ml,2024-03-14 08:02:30.000,1.0,27903.0,27903.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
465,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2024-03-14 08:02:30.000000,2024-03-14 06:57:45,898.0,25.0,134.0,34.0,435.0,52.0,351.0,1786.0,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,20.0,26,True,2024-03-14 07:55:27.000,1.1.4.4,29.0,orbit-ml,conda-forge/orbit-ml,,,,50.0,49.0,https://pypi.org/project/orbit-ml,2024-03-14 08:02:30.000,1.0,27903.0,28095.0,https://anaconda.org/conda-forge/orbit-ml,2023-12-19 05:59:30.209,5011.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
466,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2023-12-02 05:11:31.000000,2023-12-02 05:11:31,691.0,,275.0,41.0,495.0,172.0,151.0,1728.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,50.0,26,True,2022-12-16 20:54:02.878,0.12.1,86.0,petastorm,,,,,156.0,148.0,https://pypi.org/project/petastorm,2023-02-03 00:33:00.499,8.0,36252.0,36258.0,,,,,3.0,457.0,,,,,,,,,,,,,,,,,,,,,,
467,FARM,deepset-ai/FARM,nlp,,https://github.com/deepset-ai/FARM,https://github.com/deepset-ai/FARM,Apache-2.0,2019-07-17 14:51:12.000,2023-12-20 21:18:02.000000,2022-08-31 09:45:24,594.0,,245.0,54.0,446.0,6.0,402.0,1717.0,Fast & easy transfer learning for NLP. Harvesting language models for the industry. Focus on Question Answering.,37.0,26,False,2023-03-07 23:47:39.075,0.7.1,25.0,farm,conda-forge/farm,,,['pytorch'],221.0,218.0,https://pypi.org/project/farm,2020-09-14 15:23:01.000,3.0,1329.0,1421.0,https://anaconda.org/conda-forge/farm,2023-06-16 19:25:45.236,3240.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
468,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-09-11 22:28:27.000000,2023-06-20 13:16:50,391.0,,158.0,25.0,81.0,42.0,34.0,1673.0,A Python package for time series classification.,14.0,26,True,2023-06-18 12:34:19.000,0.13.0,8.0,pyts,conda-forge/pyts,,,,559.0,559.0,https://pypi.org/project/pyts,,,120396.0,121171.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,22491.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
469,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2024-03-14 00:00:25.000000,2024-03-13 23:52:26,844.0,78.0,253.0,47.0,673.0,50.0,64.0,1605.0,A lightweight library for PyTorch training tools and utilities.,119.0,26,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],38.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,38.0,6075.0,6075.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
470,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2023-12-11 05:15:14.000000,2023-09-26 07:34:28,1378.0,,309.0,27.0,379.0,89.0,155.0,1557.0,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,31.0,26,True,2023-09-26 07:49:38.000,2.2.6,21.0,pgl,,,,['paddle'],56.0,54.0,https://pypi.org/project/pgl,2023-09-26 07:49:38.000,2.0,2450.0,2450.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
471,torch-scatter,rusty1s/pytorch_scatter,pytorch-utils,,https://github.com/rusty1s/pytorch_scatter,https://github.com/rusty1s/pytorch_scatter,MIT,2017-12-16 16:34:23.000,2024-02-19 02:13:41.000000,2024-02-01 16:55:49,1031.0,2.0,171.0,18.0,65.0,28.0,332.0,1445.0,PyTorch Extension Library of Optimized Scatter Operations.,29.0,26,True,2023-10-06 08:49:07.000,2.1.2,32.0,torch-scatter,conda-forge/pytorch_scatter,,,['pytorch'],84.0,,https://pypi.org/project/torch-scatter,2023-10-06 08:49:07.000,84.0,39114.0,44559.0,https://anaconda.org/conda-forge/pytorch_scatter,2024-01-12 22:30:52.418,245048.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
472,pycm,sepandhaghighi/pycm,others,,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000,2024-02-14 20:47:03.000000,2023-06-07 07:35:59,3033.0,,119.0,37.0,336.0,11.0,187.0,1421.0,Multi-class confusion matrix library in Python.,17.0,26,True,2023-06-07 14:06:28.000,4.0,43.0,pycm,,,,,279.0,279.0,https://pypi.org/project/pycm,,,54015.0,54015.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
473,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-10-05 01:24:33.000000,2023-10-05 01:24:32,851.0,,265.0,76.0,481.0,40.0,198.0,1301.0,Underthesea - Vietnamese NLP Toolkit.,18.0,26,False,2023-09-22 23:57:31.000,6.8.0,125.0,underthesea,,,,,956.0,929.0,https://pypi.org/project/underthesea,2023-09-22 23:50:49.000,27.0,9573.0,9645.0,,,,,3.0,5946.0,,,,,,,,,,,,,,,,,,,,,,
474,Model Analysis,tensorflow/model-analysis,interpretability,,https://github.com/tensorflow/model-analysis,https://github.com/tensorflow/model-analysis,Apache-2.0,2018-03-23 19:08:49.000,2024-03-13 06:51:23.000000,2024-03-13 06:51:22,1427.0,33.0,252.0,74.0,104.0,22.0,54.0,1233.0,Model analysis tools for TensorFlow.,57.0,26,True,2023-08-14 20:20:00.000,0.45.0,56.0,tensorflow-model-analysis,,,,"['tensorflow', 'jupyter']",2.0,2.0,https://pypi.org/project/tensorflow-model-analysis,,,83208.0,83208.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
475,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2023-10-25 17:26:07.000000,2021-10-21 17:45:17,202.0,,173.0,26.0,36.0,1.0,116.0,1227.0,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,False,2021-03-30 16:22:41.000,0.5.5,5.0,fancyimpute,,,,['sklearn'],1543.0,1543.0,https://pypi.org/project/fancyimpute,,,31985.0,31985.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
476,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2023-11-28 23:16:10.000000,2023-09-10 06:51:22,1752.0,,191.0,43.0,257.0,66.0,212.0,1220.0,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,440.0,407.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,33.0,2262.0,2262.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
477,Streamz,python-streamz/streamz,time-series-data,,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000,2023-06-16 13:22:22.238000,2022-12-22 14:52:10,805.0,,143.0,35.0,214.0,109.0,152.0,1214.0,Real-time stream processing for python.,48.0,26,False,2022-07-27 18:09:03.803,0.6.4,17.0,streamz,conda-forge/streamz,,,,492.0,451.0,https://pypi.org/project/streamz,2022-07-27 18:09:03.803,41.0,19621.0,29850.0,https://anaconda.org/conda-forge/streamz,2023-06-16 13:22:22.238,797897.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
478,RLax,deepmind/rlax,reinforcement-learning,,https://github.com/google-deepmind/rlax,https://github.com/google-deepmind/rlax,Apache-2.0,2020-02-18 07:14:59.000,2023-11-24 11:08:54.000000,2023-11-24 11:08:47,208.0,,83.0,34.0,109.0,7.0,18.0,1163.0,A library of reinforcement learning building blocks in JAX.,21.0,26,True,2023-06-29 15:05:00.621,0.1.6,10.0,rlax,,,,['jax'],223.0,212.0,https://pypi.org/project/rlax,2023-01-09 22:29:35.947,11.0,1664163.0,1664163.0,,,,,3.0,,,,google-deepmind/rlax,,,,,,,,,,,,,,,,,,,
479,Submit it,facebookincubator/submitit,distributed-ml,,https://github.com/facebookincubator/submitit,https://github.com/facebookincubator/submitit,MIT,2020-04-24 07:41:09.000,2023-11-24 07:58:55.401000,2023-11-09 17:20:43,139.0,,109.0,21.0,103.0,36.0,74.0,1075.0,Python 3.8+ toolbox for submitting jobs to Slurm.,23.0,26,True,2023-11-09 17:23:02.000,1.5.1,23.0,submitit,conda-forge/submitit,,,,2286.0,2266.0,https://pypi.org/project/submitit,2023-11-09 17:23:02.000,20.0,276700.0,277502.0,https://anaconda.org/conda-forge/submitit,2023-11-24 07:58:55.401,34492.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
480,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2024-03-12 14:09:58.000000,2024-03-08 17:11:00,1922.0,44.0,364.0,54.0,488.0,156.0,250.0,1056.0,Machine learning on FPGAs using HLS.,59.0,26,True,2023-12-19 21:00:58.000,0.8.1,16.0,hls4ml,conda-forge/hls4ml,,,"['tensorflow', 'pytorch']",,,https://pypi.org/project/hls4ml,2023-12-19 21:00:58.000,,1286.0,1458.0,https://anaconda.org/conda-forge/hls4ml,2023-06-16 19:22:51.232,7260.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
481,metricflow,transform-data/metricflow,others,,https://github.com/dbt-labs/metricflow,https://github.com/dbt-labs/metricflow,,2022-04-04 18:33:06.000,2024-03-14 02:39:56.000000,2024-03-13 17:40:53,2135.0,222.0,85.0,18.0,793.0,76.0,200.0,1053.0,"MetricFlow allows you to define, build, and maintain metrics in code.",44.0,26,False,2024-03-02 00:18:17.000,0.205.0,81.0,metricflow,,,,,23.0,20.0,https://pypi.org/project/metricflow,2024-03-01 20:41:26.000,3.0,30214.0,30214.0,,,,,3.0,,,,dbt-labs/metricflow,,,,,,,,,,,,,,,,,,,
482,dstack,dstackai/dstack,others,,https://github.com/dstackai/dstack,https://github.com/dstackai/dstack,MPL-2.0,2022-01-04 10:29:46.000,2024-03-14 10:12:05.000000,2024-03-14 10:12:04,1596.0,176.0,71.0,13.0,437.0,58.0,503.0,1041.0,"An open-source engine that automates AI infrastructure provisioning on any cloud for development, training and..",23.0,26,True,2024-03-14 09:18:25.000,0.16.3,184.0,dstack,,,,,14.0,14.0,https://pypi.org/project/dstack,2024-03-14 09:18:25.000,,2802.0,2802.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
483,bambi,bambinos/bambi,probabilistics,,https://github.com/bambinos/bambi,https://github.com/bambinos/bambi,MIT,2016-05-16 03:21:00.000,2024-03-04 18:16:03.000000,2024-02-29 15:08:13,800.0,6.0,112.0,30.0,405.0,64.0,314.0,997.0,BAyesian Model-Building Interface (Bambi) in Python.,36.0,26,True,2023-10-25 02:04:11.000,0.13.0,23.0,bambi,conda-forge/bambi,,,,109.0,109.0,https://pypi.org/project/bambi,,,30336.0,31081.0,https://anaconda.org/conda-forge/bambi,2023-10-27 17:16:55.433,29068.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
484,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2024-02-29 13:41:12.000000,2024-02-29 13:41:11,1144.0,2.0,236.0,61.0,246.0,22.0,365.0,955.0,Search and download Copernicus Sentinel satellite images.,44.0,26,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,579.0,539.0,https://pypi.org/project/sentinelsat,2017-03-06 02:33:09.000,40.0,26385.0,27077.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,28320.0,,3.0,262.0,,,,,,,,,,,,,,,,,,,,,,
485,aequitas,dssg/aequitas,interpretability,,https://github.com/dssg/aequitas,https://github.com/dssg/aequitas,MIT,2018-02-13 19:40:30.000,2024-03-07 13:56:12.000000,2024-02-29 10:24:59,903.0,42.0,106.0,43.0,105.0,56.0,46.0,622.0,Bias Auditing & Fair ML Toolkit.,21.0,26,True,2024-01-30 12:03:19.000,1.0.0,18.0,aequitas,,,,,157.0,150.0,https://pypi.org/project/aequitas,2024-01-30 12:03:19.000,7.0,9605.0,9605.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
486,pyRiemann,pyRiemann/pyRiemann,ml-frameworks,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2024-03-13 11:42:47.000000,2024-03-13 11:42:33,575.0,21.0,155.0,32.0,183.0,8.0,98.0,568.0,Machine learning for multivariate data through the Riemannian geometry of positive definite matrices in Python.,30.0,26,True,2023-06-20 08:57:52.000,0.5,11.0,pyriemann,conda-forge/pyriemann,,https://pyriemann.readthedocs.io/en/latest/,['sklearn'],335.0,315.0,https://pypi.org/project/pyriemann,2022-07-17 13:53:18.565,20.0,33780.0,34024.0,https://anaconda.org/conda-forge/pyriemann,2023-06-20 10:39:38.006,5129.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
487,SKLL,EducationalTestingService/skll,ml-experiments,,https://github.com/EducationalTestingService/skll,https://github.com/EducationalTestingService/skll,BSD-1-Clause,2013-08-02 14:31:46.000,2024-03-09 00:32:37.185000,2024-03-08 20:01:01,3751.0,43.0,69.0,47.0,355.0,21.0,395.0,552.0,SciKit-Learn Laboratory (SKLL) makes it easy to run machine learning experiments.,37.0,26,False,2024-03-08 20:13:23.000,5.0.1,71.0,skll,conda-forge/skll,,,['sklearn'],59.0,41.0,https://pypi.org/project/skll,2024-03-08 20:01:40.000,18.0,542.0,1018.0,https://anaconda.org/conda-forge/skll,2024-03-09 00:32:37.185,13349.0,,3.0,13.0,,,,,,,,,,,,,,,,,,,,,,
488,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2024-03-12 21:41:40.000000,2023-08-23 17:20:54,1241.0,,153.0,20.0,710.0,26.0,208.0,476.0,A package built to support working with spatial data using open source python.,44.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,315.0,298.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,17.0,6306.0,7526.0,https://anaconda.org/conda-forge/earthpy,2023-06-16 16:14:50.280,72014.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,
489,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,sklearn-utils,,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000,2023-09-25 19:44:09.000000,2019-12-05 08:17:22,46.0,,214.0,22.0,17.0,46.0,23.0,422.0,scikit-learn inspired API for CRFsuite.,6.0,26,False,2017-06-22 18:49:27.000,0.3.6,9.0,sklearn-crfsuite,conda-forge/sklearn-crfsuite,,,['sklearn'],7712.0,7428.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000,284.0,180194.0,181041.0,https://anaconda.org/conda-forge/sklearn-crfsuite,2023-06-16 19:18:37.991,39847.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
