,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,brew_id,apt_id,yum_id,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
500,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-08-11 11:20:29.000000,2022-07-03 12:07:58,412.0,,309,33.0,293.0,12.0,198.0,1011,A research toolkit for particle swarm optimization in Python.,44.0,25,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,6810.0,220.0,209.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,6810.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
501,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2022-10-19 11:01:15.000000,2022-10-19 11:01:06,75.0,3.0,215,18.0,16.0,1.0,84.0,1002,Implementation of the node2vec algorithm.,11.0,25,True,2022-08-01 11:35:00.616,0.4.6,17.0,node2vec,conda-forge/node2vec,,,106799.0,348.0,332.0,https://pypi.org/project/node2vec,2022-04-30 05:53:20.000,16.0,106374.0,https://anaconda.org/conda-forge/node2vec,2020-04-25 22:41:13.714,23384.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
502,scikit-lego,koaning/scikit-lego,sklearn-utils,,https://github.com/koaning/scikit-lego,https://github.com/koaning/scikit-lego,MIT,2019-01-21 15:30:15.000,2022-11-06 11:22:21.000000,2022-11-02 11:38:42,446.0,5.0,99,18.0,291.0,25.0,237.0,936,Extra blocks for scikit-learn pipelines.,56.0,25,True,2022-11-02 11:39:40.000,0.6.14,40.0,scikit-lego,conda-forge/scikit-lego,['sklearn'],,26043.0,80.0,73.0,https://pypi.org/project/scikit-lego,2022-06-05 14:35:14.000,7.0,25270.0,https://anaconda.org/conda-forge/scikit-lego,2022-11-03 07:39:39.512,29391.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
503,Prince,MaxHalford/prince,others,,https://github.com/MaxHalford/prince,https://github.com/MaxHalford/prince,MIT,2016-10-22 12:36:06.000,2022-12-14 16:16:33.000000,2022-09-07 10:16:58,211.0,,156,21.0,23.0,42.0,70.0,905,"Python factor analysis library (PCA, CA, MCA, MFA, FAMD).",13.0,25,True,2020-10-06 11:26:47.000,0.7.1,41.0,prince,conda-forge/prince-factor-analysis,['sklearn'],,28215.0,269.0,264.0,https://pypi.org/project/prince,2020-10-06 11:26:47.000,5.0,27855.0,https://anaconda.org/conda-forge/prince-factor-analysis,2021-04-30 17:46:15.443,13349.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
504,equinox,patrick-kidger/equinox,jax-utils,,https://github.com/patrick-kidger/equinox,https://github.com/patrick-kidger/equinox,Apache-2.0,2021-07-29 02:21:39.000,2022-12-09 20:50:19.000000,2022-12-01 15:58:23,437.0,57.0,48,17.0,125.0,27.0,94.0,888,Callable PyTrees and filtered transforms = neural networks in JAX. https://docs.kidger.site/equinox/.,16.0,25,True,2022-11-17 05:45:06.729,0.9.2,31.0,equinox,,['jax'],,9635.0,78.0,72.0,https://pypi.org/project/equinox,2022-07-05 15:31:31.000,6.0,9635.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
505,NeuPy,itdxer/neupy,ml-frameworks,,https://github.com/itdxer/neupy,https://github.com/itdxer/neupy,MIT,2015-08-24 19:45:11.000,2022-11-22 00:54:26.000000,2019-09-02 19:02:38,1145.0,,155,32.0,24.0,33.0,234.0,728,NeuPy is a Tensorflow based python library for prototyping and building neural networks.,7.0,25,False,2019-04-04 19:44:59.000,0.8.2,34.0,neupy,,,,4798.0,149.0,137.0,https://pypi.org/project/neupy,2019-04-04 19:43:06.000,12.0,4798.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
506,pyRiemann,pyRiemann/pyRiemann,medical-data,,https://github.com/pyRiemann/pyRiemann,https://github.com/pyRiemann/pyRiemann,BSD-3-Clause,2015-04-19 16:01:44.000,2022-12-15 08:25:41.000000,2022-12-13 22:04:25,456.0,12.0,135,30.0,126.0,16.0,80.0,445,Python machine learning package based on sklearn API for multivariate signal processing and statistical analysis of..,22.0,25,True,2022-07-17 13:51:29.000,0.3,9.0,pyriemann,,,,23724.0,178.0,165.0,https://pypi.org/project/pyriemann,2021-06-27 11:06:01.000,13.0,23724.0,,,,3.0,https://pyriemann.readthedocs.io/en/latest/,,,,,,,,,,,,,,,,,,,,,,,,
507,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-12-15 05:54:00.000000,2021-12-20 23:24:01,1186.0,,142,22.0,578.0,21.0,207.0,411,A package built to support working with spatial data using open source python.,41.0,25,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,7616.0,186.0,179.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,6346.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,55880.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
508,mmdnn,Microsoft/MMdnn,model-serialisation,,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000,2022-09-22 23:59:19.000000,2022-09-22 23:59:07,1084.0,1.0,974,184.0,325.0,334.0,289.0,5657,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,86.0,24,True,2020-07-24 06:34:39.000,0.3.1,12.0,mmdnn,,,3606.0,545.0,99.0,96.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000,3.0,486.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
509,MMF,facebookresearch/mmf,image,,https://github.com/facebookresearch/mmf,https://github.com/facebookresearch/mmf,BSD-3-Clause,2018-06-27 04:52:40.000,2022-12-10 18:52:22.000000,2022-12-10 18:50:31,1062.0,5.0,881,117.0,644.0,238.0,432.0,5090,A modular framework for vision & language multimodal research from Facebook AI Research (FAIR).,107.0,24,True,2019-08-26 19:04:21.000,0.3.1,12.0,mmf,,['pytorch'],,206.0,15.0,14.0,https://pypi.org/project/mmf,2020-06-12 22:15:02.000,1.0,206.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
510,AugLy,facebookresearch/AugLy,others,,https://github.com/facebookresearch/AugLy,https://github.com/facebookresearch/AugLy,MIT,2021-06-09 17:57:28.000,2022-12-05 09:42:34.000000,2022-12-05 09:29:28,202.0,2.0,266,61.0,173.0,17.0,54.0,4624,"A data augmentations library for audio, image, text, and video.",26.0,24,True,2022-03-29 11:42:50.000,1.0.0,17.0,augly,,,,2025.0,51.0,48.0,https://pypi.org/project/augly,2022-03-28 13:29:26.000,3.0,2025.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
511,TensorTrade,tensortrade-org/tensortrade,financial-data,,https://github.com/tensortrade-org/tensortrade,https://github.com/tensortrade-org/tensortrade,Apache-2.0,2019-07-30 21:28:32.000,2022-09-24 04:09:46.000000,2022-08-23 22:54:23,1046.0,,933,233.0,213.0,41.0,195.0,4011,"An open source reinforcement learning framework for training, evaluating, and deploying robust trading agents.",61.0,24,True,2021-05-10 18:04:30.000,1.0.3,27.0,tensortrade,conda-forge/tensortrade,,,456.0,40.0,39.0,https://pypi.org/project/tensortrade,2021-05-10 18:00:35.000,1.0,354.0,https://anaconda.org/conda-forge/tensortrade,2021-05-10 20:10:14.115,2046.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
512,MMLSpark,microsoft/SynapseML,distributed-ml,,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000,2022-12-15 13:32:43.000000,2022-12-15 13:32:41,1293.0,72.0,718,140.0,1153.0,264.0,367.0,3851,Simple and Distributed Machine Learning.,101.0,24,True,2022-11-22 14:30:21.000,0.10.2,26.0,mmlspark,,['spark'],,,,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
513,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-07-13 19:50:51.000000,2018-08-21 02:42:52,1156.0,,1257,350.0,56.0,45.0,84.0,3845,Python Algorithmic Trading Library.,11.0,24,False,,,8.0,pyalgotrade,,,,405.0,137.0,116.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,405.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
514,scikit-opt,guofei9987/scikit-opt,sklearn-utils,,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41.000,2022-10-10 16:20:16.000000,2022-07-15 16:49:30,323.0,,842,41.0,27.0,53.0,109.0,3728,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",16.0,24,True,2022-01-14 08:49:08.000,0.6.6,23.0,scikit-opt,,['sklearn'],,2329.0,102.0,96.0,https://pypi.org/project/scikit-opt,2022-01-14 08:49:08.000,6.0,2329.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
515,MatchZoo,NTMC-Community/MatchZoo,nlp,,https://github.com/NTMC-Community/MatchZoo,https://github.com/NTMC-Community/MatchZoo,Apache-2.0,2017-06-08 08:55:22.000,2021-06-03 02:58:49.000000,2021-06-02 17:38:16,1810.0,,917,177.0,385.0,33.0,429.0,3727,"Facilitating the design, comparison and sharing of deep text matching models.",36.0,24,False,2019-10-24 13:09:11.000,2.2.0,5.0,matchzoo,,['tensorflow'],,73.0,15.0,15.0,https://pypi.org/project/matchzoo,2019-10-24 13:09:11.000,,73.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
516,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,699,67.0,247.0,119.0,818.0,3688,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",114.0,24,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,6359.0,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,6359.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
517,PyTorch-BigGraph,facebookresearch/PyTorch-BigGraph,graph,,https://github.com/facebookresearch/PyTorch-BigGraph,https://github.com/facebookresearch/PyTorch-BigGraph,BSD-3-Clause,2018-10-01 20:41:16.000,2022-12-08 21:21:56.000000,2022-12-08 21:13:23,167.0,1.0,423,91.0,78.0,55.0,137.0,3160,Generate embeddings from large-scale graph-structured data.,29.0,24,True,2019-10-14 16:45:11.000,1.0.0,3.0,torchbiggraph,,['pytorch'],144.0,243968.0,3.0,,https://pypi.org/project/torchbiggraph,2019-05-01 21:31:13.000,3.0,243965.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
518,gpt-2-simple,minimaxir/gpt-2-simple,nlp,,https://github.com/minimaxir/gpt-2-simple,https://github.com/minimaxir/gpt-2-simple,MIT,2019-04-13 20:00:52.000,2022-12-14 11:50:45.000000,2022-05-22 02:02:04,149.0,,632,74.0,53.0,170.0,99.0,3067,Python package to easily retrain OpenAIs GPT-2 text-generating model on new texts.,21.0,24,True,2021-10-18 02:38:39.000,0.8.1,18.0,gpt-2-simple,,['tensorflow'],366.0,8803.0,6.0,,https://pypi.org/project/gpt-2-simple,2021-10-18 01:47:20.000,6.0,8795.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
519,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-10-17 00:00:43.000000,2022-10-17 00:00:43,1949.0,4.0,644,163.0,54.0,7.0,538.0,2669,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,24,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,['tensorflow'],4279.0,867.0,,,,,,,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,46979.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
520,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-10-04 07:04:59.000000,2022-10-04 07:04:54,462.0,2.0,270,66.0,305.0,31.0,117.0,2355,DDSP: Differentiable Digital Signal Processing.,31.0,24,True,2022-10-04 01:08:40.505,3.5.0,51.0,ddsp,conda-forge/ddsp,['tensorflow'],,3864.0,34.0,33.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3445.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,12582.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
521,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-12-09 02:00:43.000000,2022-10-05 16:26:03,376.0,2.0,201,46.0,466.0,30.0,70.0,2299,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,24,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,42.0,55149.0,81.0,78.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,55149.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
522,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2022-11-18 15:32:59.000000,2022-11-09 07:21:22,243.0,5.0,255,24.0,41.0,39.0,144.0,2177,An Open-Source Framework for Prompt-Learning.,18.0,24,True,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,1590.0,27.0,27.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,,1590.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
523,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,253,57.0,56.0,18.0,49.0,2130,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,24,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,['pytorch'],,5099.0,459.0,442.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,5099.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
524,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,227,70.0,20.0,85.0,66.0,2000,Open source time series library for Python.,6.0,24,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,23134.0,245.0,229.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,23134.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
525,modAL,modAL-python/modAL,others,,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000,2022-08-10 23:30:09.000000,2021-01-07 09:40:40,648.0,,273,40.0,34.0,78.0,54.0,1865,A modular active learning framework for Python.,14.0,24,False,2021-01-07 09:47:49.000,0.4.1,12.0,modAL,,['sklearn'],20.0,23048.0,170.0,162.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000,8.0,23048.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
526,pytorch_geometric_temporal,benedekrozemberczki/pytorch_geometric_temporal,graph,,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,https://github.com/benedekrozemberczki/pytorch_geometric_temporal,MIT,2020-06-27 01:11:33.000,2022-12-12 06:51:14.000000,2022-10-25 21:23:52,1926.0,4.0,266,40.0,75.0,9.0,119.0,1857,PyTorch Geometric Temporal: Spatiotemporal Signal Processing with Neural Machine Learning Models (CIKM 2021).,24.0,24,True,2022-09-04 16:37:07.000,0.54.0,46.0,torch-geometric-temporal,,['pytorch'],,2885.0,2.0,,https://pypi.org/project/torch-geometric-temporal,2022-04-04 19:20:07.000,2.0,2885.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
527,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2022-12-12 16:53:26.000000,2022-08-12 15:43:09,249.0,,179,29.0,50.0,24.0,81.0,1812,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,13.0,24,True,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,['jupyter'],,6192.0,184.0,178.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,6.0,5987.0,https://anaconda.org/conda-forge/checklist,2021-07-15 13:35:51.684,4725.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
528,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2022-12-02 06:01:34.000000,2021-09-20 16:03:46,382.0,,221,40.0,32.0,47.0,89.0,1729,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,24,False,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,['pytorch'],,2441.0,107.0,107.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,2441.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
529,Magnitude,plasticityai/magnitude,nn-search,,https://github.com/plasticityai/magnitude,https://github.com/plasticityai/magnitude,MIT,2018-02-24 07:28:16.000,2022-10-15 11:44:16.000000,2020-07-17 20:19:46,350.0,,110,37.0,10.0,32.0,51.0,1544,"A fast, efficient universal vector embedding utility package.",4.0,24,False,2020-05-25 11:26:36.000,0.1.143,128.0,pymagnitude,,,,2568.0,276.0,265.0,https://pypi.org/project/pymagnitude,2020-05-25 11:26:36.000,11.0,2568.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
530,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2022-12-15 12:30:38.000000,2022-12-15 07:56:37,916.0,193.0,205,24.0,836.0,64.0,53.0,1247,Pytorch domain library for recommendation systems.,132.0,24,True,2022-12-15 02:27:16.000,0.3.2,77.0,torchrec-nightly-cpu,,,,77.0,,,https://pypi.org/project/torchrec-nightly-cpu,2022-05-12 18:55:21.000,,77.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
531,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-12-09 06:42:07.000000,2022-11-23 04:33:16,1284.0,3.0,87,29.0,76.0,18.0,17.0,1237,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,24,True,2022-11-23 04:35:03.026,0.4.161,137.0,labml,,,,1305.0,64.0,58.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,1305.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
532,CrypTen,facebookresearch/CrypTen,privacy-ml,,https://github.com/facebookresearch/CrypTen,https://github.com/facebookresearch/CrypTen,MIT,2019-08-15 00:00:31.000,2022-12-08 21:29:33.000000,2022-12-08 21:27:29,336.0,2.0,206,35.0,246.0,46.0,166.0,1185,A framework for Privacy Preserving Machine Learning.,31.0,24,True,2022-12-08 22:11:59.883,0.4.1,3.0,crypten,,['pytorch'],,317.0,27.0,25.0,https://pypi.org/project/crypten,2021-09-09 15:15:11.000,2.0,317.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
533,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2021-07-26 13:59:41.000000,2021-07-26 13:59:38,157.0,,126,31.0,66.0,10.0,45.0,1148,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,5.0,24,False,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,['pytorch'],,414932.0,62.0,59.0,https://pypi.org/project/torchsde,2021-07-20 07:09:56.000,3.0,414310.0,https://anaconda.org/conda-forge/torchsde,2021-07-12 23:43:34.083,14310.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
534,DALEX,ModelOriented/DALEX,interpretability,,https://github.com/ModelOriented/DALEX,https://github.com/ModelOriented/DALEX,GPL-3.0,2018-02-18 03:24:12.000,2022-11-19 14:40:18.000000,2022-11-19 14:40:18,645.0,5.0,144,43.0,154.0,18.0,359.0,1147,moDel Agnostic Language for Exploration and eXplanation.,21.0,24,False,2022-09-10 12:32:33.000,python-v1.5.0,24.0,dalex,conda-forge/dalex,,,4475.0,73.0,70.0,https://pypi.org/project/dalex,2021-11-08 12:22:11.000,3.0,4187.0,https://anaconda.org/conda-forge/dalex,2022-09-10 12:54:29.083,6628.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
535,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2022-11-21 02:29:02.000000,2022-11-16 08:00:28,603.0,2.0,196,57.0,453.0,135.0,285.0,1079,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,24,True,2022-11-16 09:12:55.841,0.9.0,40.0,tf-encrypted,,['tensorflow'],,474.0,72.0,63.0,https://pypi.org/project/tf-encrypted,2022-03-07 08:43:08.000,9.0,474.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
536,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2022-11-19 14:20:18.000000,2022-11-19 14:19:44,44.0,3.0,274,55.0,39.0,16.0,79.0,1075,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,24,True,2022-11-19 14:23:00.863,0.5.1,18.0,stockstats,,,,7497.0,606.0,577.0,https://pypi.org/project/stockstats,2022-01-07 11:43:24.000,29.0,7497.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
537,iNNvestigate,albermax/innvestigate,interpretability,,https://github.com/albermax/innvestigate,https://github.com/albermax/innvestigate,BSD-2-Clause,2017-12-13 18:11:20.000,2022-12-09 08:04:19.000000,2022-10-12 12:30:45,1076.0,4.0,232,41.0,54.0,53.0,196.0,1069,A toolbox to iNNvestigate neural networks predictions!.,19.0,24,True,2022-09-19 22:59:11.978,2.0.1,4.0,innvestigate,,['tensorflow'],40.0,398.0,89.0,87.0,https://pypi.org/project/innvestigate,2020-11-14 11:35:59.000,2.0,388.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
538,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2022-12-13 18:48:09.000000,2022-12-13 18:48:07,696.0,24.0,96,22.0,94.0,20.0,31.0,974,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",14.0,24,True,2022-12-14 00:08:00.898,1.3.10,34.0,imodels,,,,56191.0,28.0,26.0,https://pypi.org/project/imodels,2022-07-03 02:47:15.000,2.0,56191.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
539,promptsource,bigscience-workshop/promptsource,nlp,,https://github.com/bigscience-workshop/promptsource,https://github.com/bigscience-workshop/promptsource,Apache-2.0,2021-05-19 15:26:25.000,2022-11-17 20:10:39.000000,2022-11-17 20:10:38,747.0,4.0,179,21.0,688.0,23.0,137.0,941,"Toolkit for creating, sharing and using natural language prompts.",59.0,24,True,2022-07-02 17:57:17.000,0.2.3,5.0,promptsource,,,,6721.0,18.0,18.0,https://pypi.org/project/promptsource,2022-04-18 22:31:03.000,,6721.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
540,scikit-cuda,lebedov/scikit-cuda,gpu-utilities,,https://github.com/lebedov/scikit-cuda,https://github.com/lebedov/scikit-cuda,BSD-3-Clause,2010-09-27 02:02:07.000,2022-03-31 14:08:20.000000,2022-03-31 14:08:20,1034.0,,170,48.0,111.0,50.0,170.0,922,Python interface to GPU-powered libraries.,46.0,24,True,2019-05-27 00:29:00.000,0.5.3,7.0,scikit-cuda,,,,682.0,256.0,212.0,https://pypi.org/project/scikit-cuda,2019-05-27 00:29:00.000,44.0,682.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
541,Pandas-Bokeh,PatrikHlobil/Pandas-Bokeh,data-viz,,https://github.com/PatrikHlobil/Pandas-Bokeh,https://github.com/PatrikHlobil/Pandas-Bokeh,MIT,2018-11-23 20:49:14.000,2022-11-11 07:48:35.000000,2022-03-25 13:48:28,300.0,,102,24.0,29.0,34.0,67.0,820,Bokeh Plotting Backend for Pandas and GeoPandas.,14.0,24,True,2021-04-11 17:43:13.000,0.5.5,16.0,pandas-bokeh,,['pandas'],,23321.0,413.0,402.0,https://pypi.org/project/pandas-bokeh,2021-04-11 17:43:13.000,11.0,23321.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
542,hls4ml,fastmachinelearning/hls4ml,model-serialisation,,https://github.com/fastmachinelearning/hls4ml,https://github.com/fastmachinelearning/hls4ml,Apache-2.0,2017-10-25 21:43:56.000,2022-12-14 18:58:51.000000,2022-11-30 22:23:18,1459.0,50.0,289,55.0,340.0,138.0,198.0,740,Machine learning on FPGAs using HLS.,48.0,24,True,2021-11-12 12:26:50.000,0.6.0,10.0,hls4ml,conda-forge/hls4ml,"['tensorflow', 'pytorch']",,513.0,,,https://pypi.org/project/hls4ml,2021-11-12 12:26:50.000,,335.0,https://anaconda.org/conda-forge/hls4ml,2021-11-12 15:38:42.855,4814.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
