,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
376,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2022-06-23 04:01:09.000000,2022-06-22 15:25:12,381,13.0,229,46.0,359.0,48.0,193.0,2956,Hummingbird compiles trained ML models into tensor computation for faster inference.,30.0,27,True,2022-04-25 22:09:52.000,0.4.4,17.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,32.0,32.0,https://pypi.org/project/hummingbird-ml,2022-04-25 22:07:52.000,,3175.0,3764.0,https://anaconda.org/conda-forge/hummingbird-ml,2022-05-02 19:54:06.683,8758.0,,,,,2.0,174.0,,,,,,,,,,,,,,,,,,
377,Porcupine,Picovoice/Porcupine,audio,,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000,2022-06-21 15:51:24.000000,2022-06-15 18:21:27,736,39.0,387,60.0,352.0,,378.0,2721,On-device wake word detection powered by deep learning.,31.0,27,True,2022-05-12 18:43:08.000,2.1.3,28.0,pvporcupine,,,,,20.0,9.0,https://pypi.org/project/pvporcupine,2022-05-12 18:43:08.000,11.0,1354.0,1354.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
378,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-06-14 05:13:57.000000,2022-06-14 05:13:57,447,21.0,708,61.0,528.0,76.0,318.0,2627,A high-performance distributed training framework for Reinforcement Learning.,31.0,27,True,2022-05-13 04:46:41.000,2.0.4,24.0,parl,,,,['paddle'],93.0,92.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,735.0,735.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
379,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2022-06-22 15:40:14.000000,2021-12-06 11:37:15,1769,,420,79.0,228.0,45.0,150.0,2623,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,54.0,27,True,2020-11-06 15:31:29.000,0.6.0,10.0,fastnlp,,,,,86.0,83.0,https://pypi.org/project/fastnlp,2019-02-04 02:35:37.000,3.0,1229.0,1230.0,,,,,,,,2.0,66.0,,,,,,,,,,,,,,,,,,
380,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116,,437,94.0,46.0,49.0,253.0,2554,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,True,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,,,525.0,511.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,14.0,234641.0,235058.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,11508.0,,,,,2.0,408.0,,,,,,,,,,,,,,,,,,
381,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945,69.0,613,160.0,53.0,3.0,487.0,2519,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,27,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,864.0,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,41970.0,,,,,3.0,3974.0,,,,,,,,,,,,,,,,,,
382,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018,,391,137.0,127.0,177.0,244.0,2473,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,,628.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,628.0,110165.0,110597.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,15578.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
383,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-06-20 10:09:26.000000,2021-11-11 16:56:57,430,,237,33.0,397.0,16.0,29.0,2457,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,,,['pytorch'],648.0,625.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,45904.0,46048.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,2026.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
384,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535,,364,61.0,926.0,281.0,736.0,2418,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,,,['tensorflow'],152.0,147.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,18790.0,18790.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
385,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130,,256,65.0,57.0,21.0,39.0,2214,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],2124.0,2084.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,502077.0,504017.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,114514.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
386,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-06-21 09:22:50.000000,2022-06-20 15:38:49,3146,28.0,455,109.0,307.0,369.0,603.0,2141,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,13.0,essentia,,,,,319.0,305.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,2695.0,2695.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
387,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2021-11-19 13:23:59.000000,2021-11-19 13:23:56,211,,305,62.0,37.0,93.0,158.0,2129,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,,,['tensorflow'],265.0,241.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,15227.0,15227.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
388,dtreeviz,parrt/dtreeviz,interpretability,,https://github.com/parrt/dtreeviz,https://github.com/parrt/dtreeviz,MIT,2018-08-13 21:45:15.000,2022-06-08 18:38:10.000000,2022-04-29 17:52:14,384,2.0,271,48.0,63.0,25.0,98.0,2125,A python library for decision tree visualization and model interpretation.,19.0,27,True,2022-04-29 17:54:45.000,1.3.6,29.0,dtreeviz,conda-forge/dtreeviz,,,,410.0,396.0,https://pypi.org/project/dtreeviz,2022-04-29 17:54:38.000,14.0,113311.0,113980.0,https://anaconda.org/conda-forge/dtreeviz,2022-04-29 20:01:45.971,12715.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
389,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242,,278,65.0,14.0,26.0,45.0,1970,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,,1189.0,1025.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,383367.0,383367.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
390,textacy,chartbeat-labs/textacy,nlp,,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000,2022-03-06 19:51:43.000000,2022-03-06 19:51:43,1716,,234,90.0,109.0,29.0,222.0,1938,"NLP, before and after spaCy.",32.0,27,True,2021-12-06 15:00:07.000,0.12.0,31.0,textacy,conda-forge/textacy,,,,100.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000,100.0,36439.0,38217.0,https://anaconda.org/conda-forge/textacy,2022-02-06 16:50:51.205,108465.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
391,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-06-04 06:50:39.000000,2022-03-07 19:11:16,438,,331,61.0,130.0,26.0,61.0,1825,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,27,True,2022-03-06 22:27:38.000,3.2.3,19.0,pytextrank,,,,,272.0,259.0,https://pypi.org/project/pytextrank,2022-03-06 22:27:38.000,13.0,29036.0,29036.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
392,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562,,75,42.0,43.0,9.0,65.0,1820,The friendly PIL fork.,384.0,27,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,55556.0,55556.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
393,Neural Tangents,google/neural-tangents,ml-frameworks,,https://github.com/google/neural-tangents,https://github.com/google/neural-tangents,Apache-2.0,2019-04-08 16:48:48.000,2022-06-20 00:35:32.000000,2022-06-20 00:35:32,526,40.0,201,63.0,28.0,42.0,78.0,1791,Fast and Easy Infinite Neural Networks in Python.,22.0,27,True,2022-02-23 16:58:57.000,0.5.0,25.0,neural-tangents,,,,,43.0,42.0,https://pypi.org/project/neural-tangents,2022-02-23 16:56:29.000,1.0,1458.0,1467.0,,,,,,,,3.0,234.0,,,,,,,,,,,,,,,,,,
394,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-06-23 15:34:25.000000,2022-06-23 04:58:21,843,23.0,167,45.0,153.0,99.0,119.0,1629,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",22.0,27,True,2022-06-23 05:00:34.000,0.25.3,141.0,graphistry,,,,['jupyter'],75.0,71.0,https://pypi.org/project/graphistry,2022-06-23 05:00:34.000,4.0,2159.0,2159.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
395,chainercv,chainer/chainercv,image,,https://github.com/chainer/chainercv,https://github.com/chainer/chainercv,MIT,2017-02-13 04:15:10.000,2021-07-01 16:54:50.000000,2020-01-07 11:48:31,4930,,318,73.0,742.0,54.0,168.0,1471,ChainerCV: a Library for Deep Learning in Computer Vision.,39.0,27,False,2019-06-12 11:55:02.000,0.13.1,24.0,chainercv,,,,,330.0,299.0,https://pypi.org/project/chainercv,2019-06-12 11:55:40.000,31.0,5559.0,5559.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
396,petastorm,uber/petastorm,distributed-ml,,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000,2022-04-28 18:35:11.000000,2022-04-21 03:53:31,672,2.0,244,41.0,481.0,141.0,139.0,1444,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,44.0,27,True,2022-02-19 02:47:30.000,0.11.4,77.0,petastorm,,,,,77.0,71.0,https://pypi.org/project/petastorm,2022-02-19 02:47:30.000,6.0,101291.0,101297.0,,,,,,,,2.0,309.0,,,,,,,,,,,,,,,,,,
397,ogb,snap-stanford/ogb,graph,,https://github.com/snap-stanford/ogb,https://github.com/snap-stanford/ogb,MIT,2019-11-22 22:13:57.000,2022-05-14 18:25:00.000000,2022-05-14 18:24:18,585,2.0,295,38.0,32.0,7.0,207.0,1375,"Benchmark datasets, data loaders, and evaluators for graph machine learning.",19.0,27,True,2022-02-23 05:45:04.000,1.3.3,16.0,ogb,conda-forge/ogb,,,,333.0,320.0,https://pypi.org/project/ogb,2022-02-23 05:45:04.000,13.0,10198.0,10618.0,https://anaconda.org/conda-forge/ogb,2022-02-23 11:52:44.440,8822.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
398,alibi-detect,SeldonIO/alibi-detect,others,,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000,2022-06-23 12:04:30.000000,2022-06-08 09:41:45,503,31.0,145,34.0,301.0,85.0,159.0,1345,"Algorithms for outlier, adversarial and drift detection.",16.0,27,True,2022-04-01 13:40:23.000,0.9.1,25.0,alibi-detect,,,,,104.0,99.0,https://pypi.org/project/alibi-detect,2022-06-01 16:23:29.000,5.0,21163.0,21163.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
399,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-06-23 10:06:28.000000,2022-05-23 02:25:22,1143,99.0,251,27.0,297.0,48.0,76.0,1337,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,26.0,27,True,2022-04-21 09:53:00.000,2.2.3post0,18.0,pgl,,,,['paddle'],30.0,28.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,5158.0,5158.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
400,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-10 18:18:47.000000,2022-06-10 18:18:42,653,4.0,218,42.0,304.0,95.0,14.0,1277,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,27,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],722.0,690.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,18909.0,18909.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
401,metric-learn,scikit-learn-contrib/metric-learn,others,,https://github.com/scikit-learn-contrib/metric-learn,https://github.com/scikit-learn-contrib/metric-learn,MIT,2013-11-02 08:29:47.000,2022-06-21 11:53:05.000000,2022-06-21 11:53:05,286,5.0,219,49.0,181.0,52.0,119.0,1247,Metric learning algorithms in Python.,22.0,27,True,2020-07-02 12:59:23.000,0.6.2,10.0,metric-learn,conda-forge/metric-learn,,,['sklearn'],223.0,212.0,https://pypi.org/project/metric-learn,2020-07-02 12:59:23.000,11.0,36510.0,36734.0,https://anaconda.org/conda-forge/metric-learn,2020-07-02 13:51:25.681,6054.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
402,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2022-06-23 14:25:29.000000,2022-06-20 21:02:46,624,28.0,205,42.0,263.0,38.0,148.0,1166,Training PyTorch models with differential privacy.,52.0,27,True,2022-05-06 09:43:18.000,1.1.2,16.0,opacus,conda-forge/opacus,,,['pytorch'],128.0,117.0,https://pypi.org/project/opacus,2022-05-06 09:43:18.000,11.0,4714.0,4953.0,https://anaconda.org/conda-forge/opacus,2022-05-06 12:24:58.491,1192.0,,,,,2.0,47.0,,,,,,,,,,,,,,,,,,
403,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-06-10 06:34:26.000000,2022-06-10 06:34:21,505,21.0,338,32.0,42.0,10.0,93.0,1086,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,27,False,2022-02-25 07:50:44.000,2.3.0,23.0,minisom,,,,,283.0,273.0,https://pypi.org/project/minisom,2022-02-25 07:49:30.000,10.0,11568.0,11568.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
404,PySAL,pysal/pysal,geospatial-data,,https://github.com/pysal/pysal,https://github.com/pysal/pysal,BSD-3-Clause,2013-02-19 17:27:42.000,2022-05-26 02:48:57.000000,2022-01-30 22:27:10,4173,,273,79.0,626.0,11.0,599.0,1040,PySAL: Python Spatial Analysis Library Meta-Package.,75.0,27,True,2022-01-30 19:38:41.000,2.6.0,28.0,pysal,conda-forge/pysal,,,,30.0,,https://pypi.org/project/pysal,2022-01-30 19:38:41.000,30.0,25640.0,31858.0,https://anaconda.org/conda-forge/pysal,2022-01-31 17:47:09.921,441544.0,,,,,3.0,,,,,,,,,,,,,,,,,,,
405,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079,,224,40.0,34.0,58.0,589.0,971,"pyclustring is a Python, C++ data mining library.",26.0,27,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,349.0,321.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,50725.0,52002.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,38176.0,,,,,3.0,407.0,,,,,,,,,,,,,,,,,,
406,avalanche,ContinualAI/avalanche,others,,https://github.com/ContinualAI/avalanche,https://github.com/ContinualAI/avalanche,MIT,2020-03-05 11:32:13.000,2022-06-22 13:24:34.000000,2022-06-22 13:24:34,2755,267.0,152,27.0,400.0,66.0,453.0,962,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,58.0,27,True,2022-06-14 08:39:37.000,0.2.0,3.0,avalanche-lib,,,,,9.0,9.0,https://pypi.org/project/avalanche-lib,2022-06-14 08:38:26.000,,599.0,599.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,
407,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-06-23 00:16:47.000000,2022-06-23 00:16:43,529,17.0,169,44.0,57.0,3.0,62.0,928,Training neural models with structured signals.,34.0,27,True,2020-08-18 00:35:35.000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],244.0,242.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,2.0,16520.0,16520.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
408,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2022-06-17 17:50:59.000000,2021-12-06 21:48:19,1667,,175,40.0,166.0,73.0,148.0,818,A Jupyter - Three.js bridge.,29.0,27,True,2021-02-26 14:01:21.000,2.3.0,43.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],65.0,20.0,https://pypi.org/project/pythreejs,2021-02-26 14:01:21.000,38.0,63908.0,74394.0,https://anaconda.org/conda-forge/pythreejs,2021-03-02 13:32:39.505,393426.0,,,,,3.0,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2021-02-26 13:59:06.062,7.0,5097.0,,,,,,,,,,,
409,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-06-23 03:15:22.000000,2022-06-20 23:35:41,4966,253.0,63,13.0,61.0,165.0,204.0,712,"Experiment tracking, ML developer tools.",20.0,27,True,2022-05-11 01:13:36.000,0.8.1,182.0,guildai,,,,,52.0,52.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,3822.0,3824.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,
410,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-06-23 10:09:21.000000,2022-06-23 10:09:19,2598,104.0,77,14.0,119.0,13.0,69.0,554,Python bindings for MPI.,20.0,27,True,2021-11-25 21:07:13.000,3.1.3,20.0,mpi4py,conda-forge/mpi4py,,,,582.0,,https://pypi.org/project/mpi4py,2021-12-15 13:48:39.969,582.0,228970.0,245980.0,https://anaconda.org/conda-forge/mpi4py,2022-04-04 08:04:09.204,1158125.0,,,,,2.0,5208.0,,,,,,,,,,,,,,,,,,
411,tinytag,devsnd/tinytag,audio,,https://github.com/devsnd/tinytag,https://github.com/devsnd/tinytag,MIT,2014-01-27 15:27:01.000,2022-06-05 22:12:03.000000,2022-03-15 11:16:28,384,,89,23.0,59.0,13.0,79.0,531,"Read audio and music meta data and duration of MP3, OGG, OPUS, MP4, M4A, FLAC, WMA, Wave and AIFF files with python 2..",21.0,27,True,2022-03-12 17:51:16.000,1.8.1,37.0,tinytag,,,,,601.0,531.0,https://pypi.org/project/tinytag,2022-03-12 17:51:16.000,70.0,103950.0,103950.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
412,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-06-23 07:16:17.000000,2022-06-23 07:14:32,1101,170.0,122,16.0,1250.0,55.0,213.0,508,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",25.0,27,True,2022-06-10 13:59:31.000,0.19.0,36.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",34.0,31.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,9397.0,9397.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
413,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-06-22 03:35:56.000000,2022-04-20 08:17:18,89,4.0,1410,191.0,56.0,63.0,29.0,7222,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,26,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,13135.0,13135.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
414,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-06-21 17:00:53.000000,2020-07-14 02:41:10,174,,722,141.0,42.0,125.0,93.0,4707,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,26,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1020.0,1005.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,1311.0,1324.0,,,,,,,,3.0,689.0,,,,,,,,,,,,,,,,,,
415,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-06-23 12:13:17.000000,2022-04-15 10:35:39,10410,117.0,1287,140.0,2776.0,429.0,819.0,4318,An Industrial Grade Federated Learning Framework.,74.0,26,True,2022-04-18 14:23:38.000,1.8.0,34.0,ETAF,,,,,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,3.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,
416,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2022-06-23 11:09:28.000000,2022-06-23 09:34:59,739,445.0,397,55.0,933.0,53.0,146.0,3989,Colossal-AI: A Unified Deep Learning System for Big Model Era.,62.0,26,True,2022-06-21 04:10:42.000,0.1.7,10.0,,,,,,92.0,92.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
417,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2022-05-23 16:25:02.000000,2020-04-17 09:51:20,204,,900,98.0,58.0,216.0,257.0,3930,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,26,False,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,24.0,63497.0,63497.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
418,Alpha Vantage,RomelTorres/alpha_vantage,financial-data,,https://github.com/RomelTorres/alpha_vantage,https://github.com/RomelTorres/alpha_vantage,MIT,2017-04-29 17:23:00.000,2022-01-04 14:23:20.000000,2021-06-14 05:10:42,518,,640,173.0,76.0,14.0,249.0,3661,A python wrapper for Alpha Vantage API for financial data.,39.0,26,True,2020-12-21 02:37:29.000,2.3.1,34.0,alpha_vantage,conda-forge/alpha_vantage,,,,20.0,,https://pypi.org/project/alpha_vantage,2020-12-21 02:36:15.000,20.0,16351.0,16429.0,https://anaconda.org/conda-forge/alpha_vantage,2021-01-14 18:10:30.064,1330.0,,,,,2.0,,,,,,,,,,,,,,,,,,,
