,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,helm_id,updated_github_id,brew_id,apt_id,yum_id,conda_dependent_project_count,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,snap_id
367,NuPIC,numenta/nupic,ml-frameworks,,https://github.com/numenta/nupic,https://github.com/numenta/nupic,AGPL-3.0,2013-04-05 23:14:27.000,2022-12-20 01:05:44.000000,2019-10-23 20:45:07,6625.0,,1555,625.0,2111.0,453.0,1338.0,6329,"Numenta Platform for Intelligent Computing is an implementation of Hierarchical Temporal Memory (HTM), a theory of..",123.0,28,False,2018-06-01 15:12:12.000,1.0.5,47.0,nupic,,,,,117.0,117.0,https://pypi.org/project/nupic,1760.0,1760.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
368,scikit-surprise,NicolasHug/Surprise,recommender-systems,,https://github.com/NicolasHug/Surprise,https://github.com/NicolasHug/Surprise,BSD-3-Clause,2016-10-23 14:59:38.000,2023-06-16 16:08:26.431000,2023-01-27 13:12:44,652.0,,961,146.0,93.0,73.0,304.0,5926,A Python scikit for building and analyzing recommender systems.,45.0,28,True,2022-09-23 17:17:00.724,1.1.3,11.0,scikit-surprise,conda-forge/scikit-surprise,,,,61.0,11.0,https://pypi.org/project/scikit-surprise,120949.0,125927.0,https://anaconda.org/conda-forge/scikit-surprise,2023-06-16 16:08:26.431,333535.0,,,,,2.0,,2022-09-23 17:17:00.724,50.0,,,,,,,,,,,,,,,,,,,
369,GluonCV,dmlc/gluon-cv,image,,https://github.com/dmlc/gluon-cv,https://github.com/dmlc/gluon-cv,Apache-2.0,2018-02-26 01:33:21.000,2023-01-19 00:37:33.000000,2023-01-19 00:37:33,900.0,,1198,155.0,950.0,60.0,781.0,5619,Gluon CV Toolkit.,118.0,28,True,2022-03-07 23:40:19.000,0.10.5,1535.0,gluoncv,,,,['mxnet'],72.0,11.0,https://pypi.org/project/gluoncv,37026.0,37026.0,,,,,,,,3.0,,2022-07-07 09:00:54.000,61.0,,,,,,,,,,,,,,,,,,,
370,keras-rl,keras-rl/keras-rl,reinforcement-learning,,https://github.com/keras-rl/keras-rl,https://github.com/keras-rl/keras-rl,MIT,2016-07-02 15:53:12.000,2022-12-15 12:11:23.000000,2019-11-11 22:14:54,308.0,,1360,208.0,157.0,42.0,227.0,5433,Deep Reinforcement Learning for Keras.,41.0,28,False,2018-06-01 07:52:24.000,0.4.2,8.0,keras-rl,,,,['tensorflow'],758.0,704.0,https://pypi.org/project/keras-rl,1318.0,1318.0,,,,,,,,2.0,,2018-06-01 07:52:24.000,54.0,,,,,,,,,,,,,,,,,,,
371,pyAudioAnalysis,tyiannak/pyAudioAnalysis,audio,,https://github.com/tyiannak/pyAudioAnalysis,https://github.com/tyiannak/pyAudioAnalysis,Apache-2.0,2014-08-27 12:43:13.000,2022-11-14 14:53:09.000000,2022-09-18 19:55:03,775.0,,1156,215.0,90.0,194.0,120.0,5400,"Python Audio Analysis Library: Feature Extraction, Classification, Segmentation and Applications.",27.0,28,True,2022-02-07 22:36:53.000,0.3.14,23.0,pyAudioAnalysis,,,,,401.0,382.0,https://pypi.org/project/pyAudioAnalysis,18649.0,18649.0,,,,,,,,3.0,,2022-02-07 22:36:53.000,19.0,,,,,,,,,,,,,,,,,,,
372,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2023-06-16 19:25:16.902000,2022-04-01 13:57:36,131.0,,948,144.0,30.0,46.0,77.0,4036,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,28,False,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,,7331.0,7142.0,https://pypi.org/project/vadersentiment,254940.0,255385.0,https://anaconda.org/conda-forge/vadersentiment,2023-06-16 19:25:16.902,12930.0,,,,,2.0,,2020-05-22 15:07:00.000,189.0,,,,,,,,,,,,,,,,,,,
373,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2023-08-21 13:36:56.000000,2021-05-10 18:34:53,57.0,,405,39.0,55.0,118.0,43.0,3862,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,28,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],10637.0,10531.0,https://pypi.org/project/torchsummary,126649.0,126649.0,,,,,,,,2.0,,2018-09-26 05:07:28.000,106.0,,,,,,,,,,,,,,,,,,,
374,Lasagne,Lasagne/Lasagne,ml-frameworks,,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000,2022-03-26 02:58:32.000000,2019-11-20 20:28:30,1161.0,,971,219.0,408.0,140.0,402.0,3848,Lightweight library to build and train neural networks in Theano.,72.0,28,False,2015-08-13 21:00:09.000,0.1,2.0,lasagne,,,,,1261.0,1001.0,https://pypi.org/project/lasagne,2232.0,2232.0,,,,,,,,3.0,,2015-08-13 21:10:53.000,260.0,,,,,,,,,,,,,,,,,,,
375,facenet-pytorch,timesler/facenet-pytorch,image,,https://github.com/timesler/facenet-pytorch,https://github.com/timesler/facenet-pytorch,MIT,2019-05-25 01:29:24.000,2023-07-20 17:47:12.000000,2023-04-06 17:07:15,247.0,,799,49.0,48.0,61.0,106.0,3694,Pretrained Pytorch face detection (MTCNN) and facial recognition (InceptionResnet) models.,15.0,28,True,2023-04-07 19:27:35.000,2.5.3,32.0,facenet-pytorch,,,,['pytorch'],1297.0,1278.0,https://pypi.org/project/facenet-pytorch,29230.0,44053.0,,,,,,,,3.0,667040.0,2021-03-10 01:00:20.000,19.0,,,,,,,,,,,,,,,,,,,
376,MMOCR,open-mmlab/mmocr,ocr,,https://github.com/open-mmlab/mmocr,https://github.com/open-mmlab/mmocr,Apache-2.0,2021-04-07 13:40:21.000,2023-07-27 13:51:50.000000,2023-07-26 02:32:14,1136.0,4.0,676,60.0,1005.0,145.0,732.0,3648,"OpenMMLab Text Detection, Recognition and Understanding Toolbox.",84.0,28,True,2023-07-04 07:12:41.567,1.0.1,20.0,mmocr,,,,['pytorch'],74.0,72.0,https://pypi.org/project/mmocr,5600.0,5600.0,,,,,,,,3.0,,2022-05-05 14:21:18.000,2.0,,,,,,,,,,,,,,,,,,,
377,torchtext,pytorch/text,nlp,,https://github.com/pytorch/text,https://github.com/pytorch/text,BSD-3-Clause,2016-12-12 00:56:03.000,2023-08-31 11:34:27.000000,2023-07-28 15:49:47,1288.0,2.0,773,267.0,1429.0,256.0,507.0,3355,"Models, data loaders and abstractions for language processing, powered by PyTorch.",149.0,28,True,2023-05-08 19:49:25.000,0.15.2,24.0,torchtext,,,,['pytorch'],,,https://pypi.org/project/torchtext,434556.0,434556.0,,,,,,,,2.0,,,,-5.0,,,,,,,,,,,,,,,,,,
378,Sumy,miso-belica/sumy,nlp,,https://github.com/miso-belica/sumy,https://github.com/miso-belica/sumy,Apache-2.0,2013-02-20 12:56:48.000,2023-08-11 07:20:07.000000,2023-08-11 07:20:07,437.0,4.0,521,114.0,83.0,18.0,98.0,3233,Module for automatic summarization of text documents and HTML pages.,28.0,28,True,2022-10-23 16:42:18.783,0.11.0,16.0,sumy,conda-forge/sumy,,,,2262.0,2153.0,https://pypi.org/project/sumy,23313.0,23558.0,https://anaconda.org/conda-forge/sumy,2023-06-16 19:26:28.563,6373.0,,,,,2.0,,2022-04-21 21:59:46.000,109.0,,,,,,,,,,,,,,,,,,,
379,TextDistance,life4/textdistance,nlp,,https://github.com/life4/textdistance,https://github.com/life4/textdistance,MIT,2017-05-05 08:46:10.000,2023-06-16 16:13:38.456000,2022-09-18 07:45:53,376.0,,244,62.0,45.0,9.0,,3165,"Compute distance between sequences. 30+ algorithms, pure python implementation, common interface, optional external..",13.0,28,True,2022-09-20 04:46:27.856,4.5.0,25.0,textdistance,conda-forge/textdistance,,,,4823.0,4767.0,https://pypi.org/project/textdistance,315203.0,322313.0,https://anaconda.org/conda-forge/textdistance,2023-06-16 16:13:38.456,447148.0,,,,,2.0,914.0,2022-09-20 04:46:27.856,56.0,,,,,,,,,,,,,,,,,,,
380,aubio,aubio/aubio,audio,,https://github.com/aubio/aubio,https://github.com/aubio/aubio,GPL-3.0,2009-12-04 21:07:44.000,2023-08-01 13:10:26.000000,2022-01-25 17:32:20,4123.0,,357,81.0,61.0,151.0,186.0,3024,a library for audio and music analysis.,24.0,28,False,2019-02-27 09:00:43.000,0.4.9,10.0,aubio,conda-forge/aubio,,,,423.0,396.0,https://pypi.org/project/aubio,3266.0,11410.0,https://anaconda.org/conda-forge/aubio,2023-06-16 13:24:40.255,627148.0,,,,,3.0,,2019-02-08 11:21:02.000,27.0,,,,,,,,,,,,,,,,,,,
381,fastNLP,fastnlp/fastNLP,nlp,,https://github.com/fastnlp/fastNLP,https://github.com/fastnlp/fastNLP,Apache-2.0,2018-03-07 13:30:20.000,2023-06-05 03:00:37.000000,2022-12-13 03:52:09,2484.0,,455,84.0,245.0,61.0,154.0,2981,fastNLP: A Modularized and Extensible NLP Framework. Currently still in incubation.,61.0,28,True,2022-10-31 14:47:34.183,1.0.1,24.0,fastnlp,,,,,160.0,158.0,https://pypi.org/project/fastnlp,20493.0,20494.0,,,,,,,,2.0,74.0,2022-10-31 14:47:34.183,2.0,,,,,,,,,,,,,,,,,,,
382,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2023-08-30 13:05:20.000000,2023-08-26 22:58:04,470.0,6.0,439,35.0,488.0,6.0,,2962,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,31.0,28,True,2023-05-15 21:12:01.327,0.11.14,100.0,sahi,conda-forge/sahi,,,,624.0,615.0,https://pypi.org/project/sahi,82356.0,85071.0,https://anaconda.org/conda-forge/sahi,2023-06-16 19:27:36.658,46902.0,,,,,3.0,17548.0,2022-06-25 20:18:21.000,9.0,,,,,,,,,,,,,,,,,,,
383,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2023-08-05 12:00:27.000000,2023-07-22 08:44:14,1017.0,21.0,226,60.0,106.0,6.0,258.0,2920,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,28,True,2023-07-22 18:36:03.000,idgear-0.3.1,21.0,vidgear,,,,,447.0,440.0,https://pypi.org/project/vidgear,36274.0,36291.0,,,,,,,,3.0,920.0,2023-07-22 18:35:14.000,7.0,,,,,,,,,,,,,,,,,,,
384,eli5,TeamHG-Memex/eli5,interpretability,,https://github.com/TeamHG-Memex/eli5,https://github.com/TeamHG-Memex/eli5,MIT,2016-09-15 01:04:57.000,2023-06-16 13:18:29.838000,2020-01-22 07:39:36,1198.0,,329,68.0,167.0,164.0,112.0,2677,A library for debugging/inspecting machine learning classifiers and explaining their predictions.,14.0,28,False,2022-05-11 09:37:12.000,0.13.0,30.0,eli5,conda-forge/eli5,,,,90.0,,https://pypi.org/project/eli5,517035.0,518929.0,https://anaconda.org/conda-forge/eli5,2023-06-16 13:18:29.838,142057.0,,,,,2.0,,2022-05-11 09:37:12.000,90.0,,,,,,,,,,,,,,,,,,,
385,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2023-06-16 16:15:26.623000,2023-05-16 07:26:21,1020.0,,409,130.0,129.0,189.0,245.0,2559,PYthon svg GrAph plotting Library.,73.0,28,False,2021-11-24 21:09:00.501,3.0.0,76.0,pygal,conda-forge/pygal,,,,631.0,,https://pypi.org/project/pygal,110480.0,111124.0,https://anaconda.org/conda-forge/pygal,2023-06-16 16:15:26.623,32200.0,,,,,2.0,,2021-11-24 21:09:00.501,631.0,,,,,,,,,,,,,,,,,,,
386,Foolbox,bethgelab/foolbox,adversarial,,https://github.com/bethgelab/foolbox,https://github.com/bethgelab/foolbox,MIT,2017-06-14 13:05:48.000,2023-06-16 19:20:41.396000,2022-05-25 09:55:55,1696.0,,413,45.0,347.0,32.0,333.0,2538,"A Python toolbox to create adversarial examples that fool neural networks in PyTorch, TensorFlow, and JAX.",32.0,28,False,2022-04-02 15:26:45.000,3.3.3,70.0,foolbox,conda-forge/foolbox,,,,528.0,514.0,https://pypi.org/project/foolbox,1466.0,1783.0,https://anaconda.org/conda-forge/foolbox,2023-06-16 19:20:41.396,11744.0,,,,,2.0,,2022-04-02 15:26:45.000,14.0,,,,,,,,,,,,,,,,,,,
387,shapash,MAIF/shapash,interpretability,,https://github.com/MAIF/shapash,https://github.com/MAIF/shapash,Apache-2.0,2020-04-29 07:34:23.000,2023-08-22 11:28:33.000000,2023-08-22 11:28:30,1429.0,12.0,286,42.0,292.0,30.0,136.0,2405,Shapash: User-friendly Explainability and Interpretability to Develop Reliable and Transparent Machine Learning Models.,35.0,28,True,2023-07-25 14:23:03.000,2.3.5,33.0,shapash,,,,['jupyter'],124.0,122.0,https://pypi.org/project/shapash,4336.0,4336.0,,,,,,,,2.0,,2023-07-25 14:23:03.000,2.0,,,,,,,,,,,,,,,,,,,
388,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2023-06-16 13:22:21.652000,2018-08-19 12:37:47,130.0,,282,66.0,58.0,26.0,39.0,2348,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,28,False,2018-08-19 12:25:39.290,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,,,['sklearn'],3860.0,3787.0,https://pypi.org/project/scikit-plot,430733.0,432943.0,https://anaconda.org/conda-forge/scikit-plot,2023-06-16 13:22:21.652,161385.0,,,,,2.0,,2018-08-19 12:25:39.290,73.0,,,,,,,,,,,,,,,,,,,
389,Spektral,danielegrattarola/spektral,graph,,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000,2023-06-01 22:20:25.000000,2023-06-01 22:10:29,1131.0,,335,44.0,57.0,64.0,200.0,2287,Graph Neural Networks with Keras and Tensorflow 2.,27.0,28,True,2023-06-01 22:20:25.000,1.3,34.0,spektral,,,,['tensorflow'],238.0,232.0,https://pypi.org/project/spektral,5906.0,5906.0,,,,,,,,2.0,,2023-06-01 22:17:00.684,6.0,,,,,,,,,,,,,,,,,,,
390,anomalib,openvinotoolkit/anomalib,others,,https://github.com/openvinotoolkit/anomalib,https://github.com/openvinotoolkit/anomalib,Apache-2.0,2021-11-02 09:11:38.000,2023-08-31 09:39:00.000000,2023-08-28 14:22:19,471.0,37.0,421,28.0,555.0,59.0,489.0,2272,"An anomaly detection library comprising state-of-the-art algorithms and features such as experiment management, hyper-..",49.0,28,True,2023-08-29 07:29:32.000,0.7.0,27.0,anomalib,,,,,25.0,24.0,https://pypi.org/project/anomalib,13669.0,13767.0,,,,,,,,2.0,1964.0,2023-08-29 07:29:59.000,1.0,,,,,,,,,,,,,,,,,,,
391,DeepKE,zjunlp/deepke,nlp,,https://github.com/zjunlp/DeepKE,https://github.com/zjunlp/DeepKE,MIT,2018-08-01 01:54:52.000,2023-08-28 03:48:24.000000,2023-08-28 03:17:39,1426.0,159.0,551,43.0,27.0,,301.0,2263,An Open Toolkit for Knowledge Graph Extraction and Construction published at EMNLP2022 System Demonstrations.,28.0,28,True,2023-08-05 13:13:21.000,2.2.6,110.0,deepke,,,,['pytorch'],19.0,19.0,https://pypi.org/project/deepke,365.0,365.0,,,,,,,,2.0,,2023-08-05 13:13:21.000,,,,,,,,,,,,,,,,,,,,
392,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2023-08-29 14:39:31.000000,2023-08-22 16:20:29,468.0,16.0,309,62.0,145.0,6.0,91.0,2041,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,19.0,28,True,2023-08-07 19:46:52.000,3.2.5,21.0,pytextrank,,,,,458.0,458.0,https://pypi.org/project/pytextrank,55112.0,55112.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
393,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2023-08-31 07:32:35.000000,2023-08-23 04:08:35,1308.0,24.0,196,50.0,217.0,143.0,146.0,1901,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",38.0,28,True,2023-08-23 04:10:08.000,0.29.4,159.0,graphistry,,,,['jupyter'],101.0,96.0,https://pypi.org/project/graphistry,2040.0,2040.0,,,,,,,,2.0,,2023-08-23 04:10:08.000,5.0,,,,,,,,,,,,,,,,,,,
394,NeuralForecast,Nixtla/neuralforecast,time-series-data,,https://github.com/Nixtla/neuralforecast,https://github.com/Nixtla/neuralforecast,Apache-2.0,2021-04-26 00:15:19.000,2023-08-30 22:34:25.263000,2023-08-30 20:35:27,1039.0,36.0,185,25.0,363.0,75.0,260.0,1708,Scalable and user friendly neural forecasting algorithms.,28.0,28,True,2023-08-30 20:37:21.000,1.6.3,19.0,neuralforecast,conda-forge/neuralforecast,,,,43.0,40.0,https://pypi.org/project/neuralforecast,7173.0,7736.0,https://anaconda.org/conda-forge/neuralforecast,2023-08-30 22:34:25.263,9573.0,,,,,2.0,,2023-08-30 20:37:21.000,3.0,,,,,,,,,,,,,,,,,,,
395,pyts,johannfaouzi/pyts,time-series-data,,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000,2023-08-31 02:22:57.000000,2023-06-20 13:16:50,391.0,5.0,151,25.0,81.0,41.0,34.0,1562,A Python package for time series classification.,14.0,28,True,2023-06-18 12:36:11.801,0.13.0,19.0,pyts,conda-forge/pyts,,,,471.0,452.0,https://pypi.org/project/pyts,107954.0,108893.0,https://anaconda.org/conda-forge/pyts,2023-06-18 16:28:23.633,20660.0,,,,,2.0,,2021-10-31 13:51:09.000,19.0,,,,,,,,,,,,,,,,,,,
396,torchrec,pytorch/torchrec,recommender-systems,,https://github.com/pytorch/torchrec,https://github.com/pytorch/torchrec,BSD-3-Clause,2021-07-12 23:15:48.000,2023-08-31 14:51:07.000000,2023-08-30 01:14:33,1263.0,128.0,279,28.0,1256.0,130.0,87.0,1519,Pytorch domain library for recommendation systems.,171.0,28,True,2023-03-15 20:48:02.000,0.4.0,77.0,torchrec-nightly-cpu,,,,,60.0,60.0,https://pypi.org/project/torchrec-nightly-cpu,35.0,35.0,,,,,,,,2.0,,2022-05-12 18:55:21.000,,,,,,,,,,,,,,,,,,,,
397,SciSpacy,allenai/scispacy,nlp,,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000,2023-08-24 08:07:49.000000,2023-08-16 01:33:09,1027.0,2.0,195,52.0,197.0,32.0,264.0,1468,A full spaCy pipeline and models for scientific/biomedical documents.,30.0,28,True,2023-04-29 21:23:00.503,0.5.2,13.0,scispacy,,,,,775.0,745.0,https://pypi.org/project/scispacy,56786.0,56786.0,,,,,,,,2.0,,2022-09-07 00:28:02.587,30.0,,,,,,,,,,,,,,,,,,,
398,Opacus,pytorch/opacus,privacy-ml,,https://github.com/pytorch/opacus,https://github.com/pytorch/opacus,Apache-2.0,2019-12-07 01:58:09.000,2023-08-01 19:43:38.000000,2023-08-01 19:37:56,696.0,2.0,294,43.0,346.0,69.0,186.0,1468,Training PyTorch models with differential privacy.,73.0,28,True,2023-03-24 16:01:05.890,1.4.0,20.0,opacus,conda-forge/opacus,,,['pytorch'],661.0,644.0,https://pypi.org/project/opacus,31074.0,31673.0,https://anaconda.org/conda-forge/opacus,2023-06-18 08:40:32.992,11352.0,,,,,2.0,99.0,2022-05-06 09:43:18.000,17.0,,,,,,,,,,,,,,,,,,,
399,TabPy,tableau/TabPy,others,,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000,2023-06-28 20:49:21.000000,2023-06-21 21:30:40,940.0,9.0,567,108.0,274.0,11.0,299.0,1432,Execute Python code on the fly and display results in Tableau visualizations:.,49.0,28,True,2023-06-28 20:49:21.000,2.9.0,31.0,tabpy,anaconda/tabpy-client,,,,143.0,141.0,https://pypi.org/project/tabpy,12143.0,12198.0,https://anaconda.org/anaconda/tabpy-client,2023-06-16 13:20:17.078,4199.0,,,,,2.0,,2023-01-30 23:34:02.112,2.0,,,,,,,,,,,,,,,,,,,
400,pingouin,raphaelvallat/pingouin,probabilistics,,https://github.com/raphaelvallat/pingouin,https://github.com/raphaelvallat/pingouin,GPL-3.0,2018-04-01 01:10:22.000,2023-08-14 08:44:19.000000,2023-06-04 12:33:17,1222.0,2.0,131,31.0,93.0,35.0,226.0,1400,Statistical package in Python based on Pandas.,42.0,28,False,2023-01-02 16:01:44.953,0.5.3,39.0,pingouin,conda-forge/pingouin,,,,1454.0,1400.0,https://pypi.org/project/pingouin,76722.0,78578.0,https://anaconda.org/conda-forge/pingouin,2023-06-16 16:12:34.261,103938.0,,,,,3.0,,2023-01-02 16:01:44.953,54.0,,,,,,,,,,,,,,,,,,,
401,torchsde,google-research/torchsde,pytorch-utils,,https://github.com/google-research/torchsde,https://github.com/google-research/torchsde,Apache-2.0,2020-07-06 23:13:11.000,2023-08-29 18:56:09.000000,2023-08-15 11:33:25,159.0,2.0,166,34.0,71.0,18.0,49.0,1343,Differentiable SDE solvers with GPU support and efficient sensitivity analysis.,6.0,28,True,2021-07-20 07:09:56.000,0.2.5,4.0,torchsde,conda-forge/torchsde,,,['pytorch'],1327.0,1319.0,https://pypi.org/project/torchsde,1300878.0,1301472.0,https://anaconda.org/conda-forge/torchsde,2023-06-16 19:24:16.458,18421.0,,,,,2.0,,2021-07-20 07:09:56.000,8.0,,,,,,,,,,,,,,,,,,,
402,underthesea,undertheseanlp/underthesea,nlp,,https://github.com/undertheseanlp/underthesea,https://github.com/undertheseanlp/underthesea,GPL-3.0,2017-03-01 10:24:26.000,2023-08-19 14:26:08.000000,2023-08-19 14:26:08,846.0,15.0,260,73.0,474.0,37.0,198.0,1214,Underthesea - Vietnamese NLP Toolkit.,17.0,28,False,2023-07-28 08:49:28.000,6.7.0,124.0,underthesea,,,,,789.0,763.0,https://pypi.org/project/underthesea,8532.0,8597.0,,,,,,,,2.0,4883.0,2023-07-28 08:49:28.000,26.0,,,,,,,,,,,,,,,,,,,
403,stockstats,jealous/stockstats,financial-data,,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000,2023-07-30 07:07:37.000000,2023-07-30 07:05:58,66.0,21.0,287,57.0,61.0,11.0,107.0,1165,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,9.0,28,True,2023-07-30 07:07:37.000,0.6.2,24.0,stockstats,,,,,944.0,915.0,https://pypi.org/project/stockstats,11159.0,11159.0,,,,,,,,3.0,,2023-07-30 07:07:37.000,29.0,,,,,,,,,,,,,,,,,,,
404,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2023-06-16 16:07:55.979000,2020-10-14 13:22:39,167.0,,336,71.0,83.0,27.0,26.0,1111,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,28,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1336.0,1193.0,https://pypi.org/project/empyrical,29122.0,29489.0,https://anaconda.org/conda-forge/empyrical,2023-06-16 16:07:55.979,24264.0,,,,,3.0,,2020-10-13 21:29:19.000,143.0,,,,,,,,,,,,,,,,,,,
405,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2023-06-16 16:20:28.705000,2021-02-12 19:04:59,2079.0,,240,40.0,36.0,66.0,590.0,1094,"pyclustering is a Python, C++ data mining library.",26.0,28,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,561.0,529.0,https://pypi.org/project/pyclustering,74071.0,75361.0,https://anaconda.org/conda-forge/pyclustering,2023-06-16 16:20:28.705,56577.0,,,,,2.0,466.0,2020-11-25 22:41:20.000,32.0,,,,,,,,,,,,,,,,,,,
406,Sentinelsat,sentinelsat/sentinelsat,geospatial-data,,https://github.com/sentinelsat/sentinelsat,https://github.com/sentinelsat/sentinelsat,GPL-3.0,2015-05-22 20:32:26.000,2023-06-16 19:22:55.678000,2023-03-10 19:47:48,1140.0,,236,61.0,244.0,22.0,339.0,911,Search and download Copernicus Sentinel satellite images.,43.0,28,False,2023-03-10 17:53:00.587,1.2.1,41.0,sentinelsat,conda-forge/sentinelsat,,,,515.0,478.0,https://pypi.org/project/sentinelsat,12680.0,13399.0,https://anaconda.org/conda-forge/sentinelsat,2023-06-16 19:22:55.678,24361.0,,,,,3.0,260.0,2017-03-06 02:33:09.000,37.0,,,,,,,,,,,,,,,,,,,
407,pythreejs,jupyter-widgets/pythreejs,data-viz,,https://github.com/jupyter-widgets/pythreejs,https://github.com/jupyter-widgets/pythreejs,BSD-3-Clause,2013-12-23 17:02:11.000,2023-06-16 13:16:30.947000,2023-02-20 00:24:10,1723.0,,185,39.0,173.0,61.0,173.0,891,A Jupyter - Three.js bridge.,30.0,28,True,2023-02-20 00:24:01.104,2.4.2,46.0,pythreejs,conda-forge/pythreejs,,,['jupyter'],90.0,26.0,https://pypi.org/project/pythreejs,76267.0,85858.0,https://anaconda.org/conda-forge/pythreejs,2023-06-16 13:16:30.947,503226.0,,,,,3.0,,2023-02-20 00:24:01.104,53.0,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2023-02-20 00:16:17.277,11.0,3807.0,,,,,,,,,,,,,
408,scikit-multilearn,scikit-multilearn/scikit-multilearn,sklearn-utils,,https://github.com/scikit-multilearn/scikit-multilearn,https://github.com/scikit-multilearn/scikit-multilearn,BSD-2-Clause,2014-04-30 13:05:44.000,2023-08-25 16:48:20.000000,2023-04-19 21:43:19,547.0,,165,35.0,85.0,88.0,122.0,863,A scikit-learn based module for multi-label et. al. classification.,28.0,28,True,2018-12-10 16:24:47.000,0.2.0,6.0,scikit-multilearn,,,,['sklearn'],1256.0,1232.0,https://pypi.org/project/scikit-multilearn,80793.0,80793.0,,,,,,,,2.0,,2018-12-10 16:24:47.000,24.0,,,,,,,,,,,,,,,,,,,
