,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,docs_url,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id
360,Paddle Graph Learning,PaddlePaddle/PGL,graph,,https://github.com/PaddlePaddle/PGL,https://github.com/PaddlePaddle/PGL,Apache-2.0,2019-06-11 03:23:28.000,2022-10-17 13:29:13.000000,2022-10-17 13:29:13,1230.0,52.0,273,27.0,318.0,60.0,95.0,1417,Paddle Graph Learning (PGL) is an efficient and flexible graph learning framework based on PaddlePaddle.,29.0,28,True,2022-08-10 06:23:44.000,2.2.4,19.0,pgl,,['paddle'],,2073.0,36.0,34.0,https://pypi.org/project/pgl,2022-04-21 08:39:32.000,2.0,2073.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
361,fairlearn,fairlearn/fairlearn,interpretability,,https://github.com/fairlearn/fairlearn,https://github.com/fairlearn/fairlearn,MIT,2018-05-15 01:51:35.000,2022-10-20 11:08:09.000000,2022-10-20 11:08:08,732.0,20.0,316,34.0,733.0,167.0,221.0,1388,A Python package to assess and improve fairness of machine learning models.,68.0,28,True,2021-07-07 08:16:09.000,0.7.0,16.0,fairlearn,conda-forge/fairlearn,['sklearn'],,115227.0,13.0,,https://pypi.org/project/fairlearn,2021-07-07 05:54:23.000,13.0,114553.0,https://anaconda.org/conda-forge/fairlearn,2021-07-07 15:56:16.605,21568.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
362,explainerdashboard,oegedijk/explainerdashboard,interpretability,,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000,2022-10-09 21:43:21.000000,2022-06-16 19:38:52,1284.0,,175,13.0,35.0,18.0,168.0,1327,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,15.0,28,True,2022-06-15 12:13:44.000,0.4.0,82.0,explainerdashboard,conda-forge/explainerdashboard,,,91800.0,182.0,178.0,https://pypi.org/project/explainerdashboard,2022-06-15 12:13:44.000,4.0,90700.0,https://anaconda.org/conda-forge/explainerdashboard,2022-02-15 19:55:55.299,24204.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
363,Neural Structured Learning,tensorflow/neural-structured-learning,tensorflow-utils,,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000,2022-10-18 18:10:03.000000,2022-10-18 18:10:00,540.0,10.0,181,44.0,57.0,3.0,65.0,941,Training neural models with structured signals.,36.0,28,True,2022-07-29 21:05:16.715,1.4.0,8.0,neural-structured-learning,,['tensorflow'],,14017.0,270.0,267.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000,3.0,14017.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
364,scikit-survival,sebp/scikit-survival,sklearn-utils,,https://github.com/sebp/scikit-survival,https://github.com/sebp/scikit-survival,GPL-3.0,2016-12-26 22:15:53.000,2022-10-17 11:47:24.000000,2022-09-23 17:26:08,738.0,46.0,170,22.0,67.0,18.0,157.0,845,Survival analysis built on top of scikit-learn.,14.0,28,False,2022-08-15 14:30:25.762,0.18.0,22.0,scikit-survival,conda-forge/scikit-survival,['sklearn'],,73640.0,171.0,162.0,https://pypi.org/project/scikit-survival,2022-04-24 18:25:30.000,9.0,72051.0,https://anaconda.org/conda-forge/scikit-survival,2022-10-10 11:49:59.335,17484.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
365,dask-ml,dask/dask-ml,distributed-ml,,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000,2022-10-19 18:00:05.000000,2022-10-19 17:46:21,806.0,1.0,229,38.0,495.0,247.0,246.0,826,Scalable Machine Learning with Dask.,76.0,28,True,2022-05-27 14:17:46.000,2022.5.27,34.0,dask-ml,conda-forge/dask-ml,,,61308.0,741.0,684.0,https://pypi.org/project/dask-ml,2022-05-27 14:17:46.000,57.0,51650.0,https://anaconda.org/conda-forge/dask-ml,2022-05-27 20:11:18.984,579500.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
366,geojson,jazzband/geojson,geospatial-data,,https://github.com/jazzband/geojson,https://github.com/jazzband/geojson,BSD-3-Clause,2011-07-01 20:39:48.000,2022-07-04 18:14:16.000000,2022-05-07 01:15:33,460.0,,97,31.0,101.0,24.0,64.0,750,Python bindings and utilities for GeoJSON.,48.0,28,True,2019-08-09 20:32:15.000,2.5.0,28.0,geojson,conda-forge/geojson,,,865097.0,11404.0,10286.0,https://pypi.org/project/geojson,2019-08-09 20:32:15.000,1118.0,857504.0,https://anaconda.org/conda-forge/geojson,2019-08-11 12:10:34.426,599918.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
367,CLTK,cltk/cltk,nlp,,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000,2022-10-16 22:31:37.000000,2022-10-16 22:24:44,3659.0,21.0,310,66.0,663.0,29.0,500.0,746,The Classical Language Toolkit.,119.0,28,True,2022-10-13 00:35:24.094,1.1.6,201.0,cltk,,,25.0,943.0,251.0,209.0,https://pypi.org/project/cltk,2022-06-09 23:23:41.000,42.0,943.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
368,Guild AI,guildai/guildai,ml-experiments,,https://github.com/guildai/guildai,https://github.com/guildai/guildai,Apache-2.0,2017-09-27 18:57:50.000,2022-10-20 09:53:21.000000,2022-10-20 09:53:16,5199.0,208.0,68,13.0,66.0,177.0,211.0,743,"Experiment tracking, ML developer tools.",23.0,28,True,2022-10-18 18:47:15.057,0.8.2,184.0,guildai,,,7.0,2596.0,59.0,59.0,https://pypi.org/project/guildai,2022-05-11 01:13:31.000,,2595.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
369,PyNNDescent,lmcinnes/pynndescent,nn-search,,https://github.com/lmcinnes/pynndescent,https://github.com/lmcinnes/pynndescent,BSD-2-Clause,2018-02-07 23:23:54.000,2022-09-17 17:04:52.000000,2022-09-17 17:04:52,628.0,5.0,90,13.0,86.0,54.0,57.0,681,A Python nearest neighbor descent for approximate nearest neighbors.,23.0,28,True,2022-05-14 02:50:55.000,0.5.7,26.0,pynndescent,conda-forge/pynndescent,,,769819.0,2225.0,2199.0,https://pypi.org/project/pynndescent,2022-05-14 02:50:55.000,26.0,745823.0,https://anaconda.org/conda-forge/pynndescent,2022-05-15 21:11:06.816,959851.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
370,mpi4py,mpi4py/mpi4py,distributed-ml,,https://github.com/mpi4py/mpi4py,https://github.com/mpi4py/mpi4py,BSD-2-Clause,2013-09-05 14:44:25.000,2022-10-20 09:37:10.000000,2022-10-19 08:29:02,2669.0,63.0,83,15.0,146.0,8.0,80.0,580,Python bindings for MPI.,22.0,28,True,2021-12-15 13:41:53.852,0.3.1,20.0,mpi4py,conda-forge/mpi4py,,6898.0,253247.0,622.0,,https://pypi.org/project/mpi4py,2021-11-25 21:07:13.000,622.0,233605.0,https://anaconda.org/conda-forge/mpi4py,2022-08-12 18:28:22.542,1415294.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
371,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2022-10-19 22:40:23.000000,2022-10-07 21:40:42,1331.0,177.0,150,18.0,1508.0,56.0,219.0,577,"This project provides responsible AI user interfaces for Fairlearn, interpret-community, and Error Analysis, as well..",29.0,28,True,2022-09-19 20:12:36.523,0.22.0,39.0,raiwidgets,,"['pytorch', 'tensorflow', 'jupyter']",,8603.0,41.0,38.0,https://pypi.org/project/raiwidgets,2022-06-10 06:18:19.000,3.0,8603.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
372,ml-metadata,google/ml-metadata,ml-experiments,,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000,2022-10-17 19:10:06.000000,2022-10-17 19:09:37,669.0,39.0,105,27.0,73.0,27.0,69.0,497,For recording and retrieving metadata associated with ML developer and data scientist workflows.,15.0,28,True,2022-08-23 01:15:19.946,1.10.0,37.0,ml-metadata,,,1743.0,537782.0,273.0,254.0,https://pypi.org/project/ml-metadata,2022-06-21 20:49:30.000,19.0,537742.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
373,Ciphey,Ciphey/Ciphey,nlp,,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000,2022-10-01 17:50:48.000000,2022-06-28 14:27:10,1885.0,,667,200.0,446.0,48.0,244.0,10827,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",46.0,27,True,2021-06-06 17:14:16.000,5.14.0,50.0,ciphey,,,,32655.0,,,https://pypi.org/project/ciphey,2021-06-06 17:13:48.000,,32228.0,,,,2.0,,,,,,,,,remnux/ciphey,https://hub.docker.com/r/remnux/ciphey,2022-05-27 10:54:13.897087,8.0,16660.0,,,,,,,,,,,,
374,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-09-07 12:25:08.000000,2022-09-07 12:25:08,96.0,7.0,1516,190.0,62.0,69.0,32.0,8245,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,29.0,27,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,140459.0,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,140459.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
375,TensorLayer,tensorlayer/tensorlayer,reinforcement-learning,,https://github.com/tensorlayer/TensorLayer,https://github.com/tensorlayer/TensorLayer,Apache-2.0,2016-06-07 15:55:16.000,2022-07-20 21:04:11.000000,2022-04-23 17:46:37,3352.0,,1587,463.0,698.0,29.0,441.0,7093,Deep Learning and Reinforcement Learning Library for Scientists and Engineers.,132.0,27,True,2022-02-15 02:05:47.000,2.2.5,83.0,tensorlayer,,['tensorflow'],1408.0,2323.0,40.0,,https://pypi.org/project/tensorlayer,2022-02-15 02:05:47.000,40.0,2304.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
376,Facets Overview,pair-code/facets,data-viz,,https://github.com/PAIR-code/facets,https://github.com/PAIR-code/facets,Apache-2.0,2017-07-07 14:03:03.000,2021-11-29 10:48:23.000000,2021-05-06 12:01:05,264.0,,857,276.0,93.0,78.0,76.0,7015,Visualizations for machine learning datasets.,28.0,27,False,2019-07-24 15:57:06.000,1.0.0,4.0,facets-overview,,['jupyter'],,334293.0,149.0,145.0,https://pypi.org/project/facets-overview,2019-07-24 15:57:06.000,4.0,334293.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
377,Apex,NVIDIA/apex,gpu-utilities,,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000,2022-10-20 04:39:50.000000,2022-10-13 00:41:22,1056.0,41.0,1041,93.0,489.0,585.0,477.0,6715,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,102.0,27,True,,,1.0,,conda-forge/nvidia-apex,['pytorch'],,3083.0,1245.0,1245.0,,,,,https://anaconda.org/conda-forge/nvidia-apex,2022-04-06 03:11:02.383,110988.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
378,ColossalAI,hpcaitech/colossalai,distributed-ml,,https://github.com/hpcaitech/ColossalAI,https://github.com/hpcaitech/ColossalAI,Apache-2.0,2021-10-28 16:19:44.000,2022-10-20 13:32:38.000000,2022-10-20 11:51:38,1208.0,321.0,531,68.0,1460.0,74.0,161.0,5150,Colossal-AI: A Unified Deep Learning System for Big Model Era.,75.0,27,True,2022-10-19 03:49:55.000,0.1.11rc1,14.0,,,,,,120.0,120.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
379,FATE,FederatedAI/FATE,privacy-ml,,https://github.com/FederatedAI/FATE,https://github.com/FederatedAI/FATE,Apache-2.0,2019-01-24 10:32:43.000,2022-10-20 14:19:11.000000,2022-10-19 14:44:30,11013.0,380.0,1361,142.0,2965.0,518.0,865.0,4593,An Industrial Grade Federated Learning Framework.,82.0,27,True,2022-08-31 08:40:42.000,1.9.0,35.0,ETAF,,,,3.0,,,https://pypi.org/project/ETAF,2020-05-06 09:35:40.000,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
380,T5,google-research/text-to-text-transfer-transformer,nlp,,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000,2022-09-19 18:16:09.000000,2022-09-19 18:16:03,572.0,8.0,605,96.0,549.0,64.0,341.0,4454,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,51.0,27,True,2021-10-18 13:55:26.000,0.9.3,28.0,t5,,['tensorflow'],,10179.0,122.0,120.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000,2.0,10179.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
381,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,distributed-ml,,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000,2022-10-04 23:42:12.000000,2022-04-21 18:24:14,631.0,,964,284.0,223.0,10.0,355.0,3822,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,34.0,27,True,2022-04-21 20:41:22.000,2.2.5,32.0,tensorflowonspark,conda-forge/tensorflowonspark,"['tensorflow', 'spark']",,170682.0,5.0,,https://pypi.org/project/tensorflowonspark,2022-04-21 20:05:56.000,5.0,170274.0,https://anaconda.org/conda-forge/tensorflowonspark,2022-08-21 17:05:30.737,13898.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
382,vaderSentiment,cjhutto/vaderSentiment,nlp,,https://github.com/cjhutto/vaderSentiment,https://github.com/cjhutto/vaderSentiment,MIT,2014-11-17 16:31:45.000,2022-04-01 13:57:36.000000,2022-04-01 13:57:36,131.0,,890,139.0,29.0,36.0,76.0,3757,VADER Sentiment Analysis. VADER (Valence Aware Dictionary and sEntiment Reasoner) is a lexicon and rule-based..,11.0,27,True,2020-05-22 15:07:00.000,3.3.2,15.0,vadersentiment,conda-forge/vadersentiment,,,195959.0,4471.0,4297.0,https://pypi.org/project/vadersentiment,2020-05-22 15:07:00.000,174.0,195438.0,https://anaconda.org/conda-forge/vadersentiment,2021-03-22 07:41:03.629,9901.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
383,nevergrad,facebookresearch/nevergrad,hyperopt,,https://github.com/facebookresearch/nevergrad,https://github.com/facebookresearch/nevergrad,MIT,2018-11-21 00:33:17.000,2022-10-18 13:29:01.000000,2022-08-10 10:13:11,1023.0,1.0,321,65.0,1246.0,100.0,156.0,3360,A Python toolbox for performing gradient-free optimization.,49.0,27,True,2022-03-08 18:42:46.000,0.5.0,36.0,nevergrad,conda-forge/nevergrad,,,30865.0,409.0,389.0,https://pypi.org/project/nevergrad,2022-03-08 18:42:46.000,20.0,29773.0,https://anaconda.org/conda-forge/nevergrad,2021-06-14 12:44:22.518,32779.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
384,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2022-10-18 05:58:33.000000,2022-10-14 04:34:59,460.0,10.0,744,60.0,547.0,72.0,351.0,2778,A high-performance distributed training framework for Reinforcement Learning.,34.0,27,True,2022-07-08 03:55:24.395,2.0.5,25.0,parl,,['paddle'],,805.0,97.0,96.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,805.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
385,neuralcoref,huggingface/neuralcoref,nlp,,https://github.com/huggingface/neuralcoref,https://github.com/huggingface/neuralcoref,MIT,2017-07-03 13:04:16.000,2022-03-11 12:17:58.000000,2021-06-22 10:51:48,116.0,,453,91.0,46.0,54.0,253.0,2602,Fast Coreference Resolution in spaCy with Neural Networks.,21.0,27,False,2019-04-08 11:28:27.000,4.0.0,5.0,neuralcoref,conda-forge/neuralcoref,,501.0,278973.0,563.0,540.0,https://pypi.org/project/neuralcoref,2019-04-08 09:56:00.000,23.0,278575.0,https://anaconda.org/conda-forge/neuralcoref,2020-02-21 22:10:40.453,12531.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
386,pytorch-optimizer,jettify/pytorch-optimizer,pytorch-utils,,https://github.com/jettify/pytorch-optimizer,https://github.com/jettify/pytorch-optimizer,Apache-2.0,2020-01-03 03:16:39.000,2022-10-17 10:18:33.000000,2021-11-11 16:56:57,430.0,,245,33.0,421.0,22.0,30.0,2567,torch-optimizer -- collection of optimizers for Pytorch.,25.0,27,True,2021-10-31 03:00:19.000,0.3.0,21.0,torch_optimizer,conda-forge/torch-optimizer,['pytorch'],,45185.0,728.0,705.0,https://pypi.org/project/torch_optimizer,2021-10-31 03:00:19.000,23.0,44893.0,https://anaconda.org/conda-forge/torch-optimizer,2021-10-31 17:20:09.384,5264.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
387,TF Ranking,tensorflow/ranking,recommender-systems,,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000,2022-10-18 12:46:19.000000,2022-04-26 21:33:51,470.0,,440,91.0,37.0,63.0,236.0,2552,Learning to Rank in TensorFlow.,28.0,27,True,2021-11-16 23:49:54.000,0.5.0,19.0,tensorflow_ranking,,['tensorflow'],,89284.0,12.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000,12.0,89284.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
388,StellarGraph,stellargraph/stellargraph,graph,,https://github.com/stellargraph/stellargraph,https://github.com/stellargraph/stellargraph,Apache-2.0,2018-04-13 07:35:51.000,2022-03-12 00:28:06.000000,2021-10-29 06:15:49,2535.0,,382,62.0,926.0,281.0,737.0,2517,StellarGraph - Machine Learning on Graphs.,36.0,27,True,2020-06-30 05:15:21.000,1.2.1,25.0,stellargraph,,['tensorflow'],,30002.0,168.0,163.0,https://pypi.org/project/stellargraph,2020-06-30 05:10:43.000,5.0,30002.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
389,pygal,Kozea/pygal,graph,,https://github.com/Kozea/pygal,https://github.com/Kozea/pygal,LGPL-3.0,2011-09-23 10:17:50.000,2022-03-03 16:14:41.000000,2021-11-24 21:04:02,1018.0,,403,135.0,127.0,181.0,244.0,2493,PYthon svg GrAph plotting Library.,71.0,27,False,2021-11-24 21:07:22.000,3.0.0,75.0,pygal,conda-forge/pygal,,,112475.0,627.0,,https://pypi.org/project/pygal,2021-11-24 21:07:22.000,627.0,111891.0,https://anaconda.org/conda-forge/pygal,2019-06-04 02:55:56.728,23380.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
390,vidgear,abhiTronix/vidgear,image,,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000,2022-08-25 13:01:31.000000,2022-07-06 02:29:40,915.0,,194,54.0,96.0,6.0,231.0,2444,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,13.0,27,True,2022-07-05 17:24:39.000,0.2.6,18.0,vidgear,,,671.0,4854.0,245.0,240.0,https://pypi.org/project/vidgear,2022-07-05 17:24:39.000,5.0,4839.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
391,Alphalens,quantopian/alphalens,financial-data,,https://github.com/quantopian/alphalens,https://github.com/quantopian/alphalens,Apache-2.0,2016-06-03 21:49:15.000,2022-10-08 06:32:32.000000,2020-04-27 18:40:41,522.0,,940,161.0,214.0,42.0,145.0,2430,Performance analysis of predictive (alpha) stock factors.,25.0,27,False,2020-04-30 15:42:52.000,0.4.0,10.0,alphalens,conda-forge/alphalens,,,4531.0,589.0,572.0,https://pypi.org/project/alphalens,2020-04-27 21:03:10.000,17.0,4237.0,https://anaconda.org/conda-forge/alphalens,2020-05-16 13:52:44.922,16495.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
392,scikit-plot,reiinakano/scikit-plot,interpretability,,https://github.com/reiinakano/scikit-plot,https://github.com/reiinakano/scikit-plot,MIT,2017-02-04 06:22:59.000,2021-08-11 23:58:11.000000,2018-08-19 12:37:47,130.0,,262,65.0,57.0,21.0,39.0,2252,An intuitive library to add plotting functionality to scikit-learn objects.,13.0,27,False,2018-08-19 12:21:01.000,0.3.7,27.0,scikit-plot,conda-forge/scikit-plot,['sklearn'],,656398.0,2436.0,2396.0,https://pypi.org/project/scikit-plot,2018-08-19 12:18:46.000,40.0,654367.0,https://anaconda.org/conda-forge/scikit-plot,2019-06-05 14:23:59.043,128002.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
393,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-10-20 02:01:49.000000,2022-10-05 16:26:03,376.0,11.0,201,45.0,458.0,30.0,70.0,2247,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,27,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,40.0,62770.0,70.0,67.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,62770.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
394,Essentia,MTG/essentia,audio,,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000,2022-10-14 13:37:35.000000,2022-08-29 13:55:05,3182.0,10.0,466,110.0,311.0,373.0,611.0,2204,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",74.0,27,False,2015-03-31 16:33:30.000,2.0,15.0,essentia,,,,3189.0,339.0,325.0,https://pypi.org/project/essentia,2022-03-14 12:38:50.000,14.0,3189.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
395,Hyperas,maxpumperla/hyperas,hyperopt,,https://github.com/maxpumperla/hyperas,https://github.com/maxpumperla/hyperas,MIT,2016-02-19 14:45:10.000,2022-06-27 15:05:42.000000,2021-11-19 13:23:56,211.0,,314,62.0,38.0,95.0,158.0,2141,Keras + Hyperopt: A very simple wrapper for convenient hyperparameter optimization.,21.0,27,True,2019-02-28 09:16:54.000,0.4.1,9.0,hyperas,,['tensorflow'],,13248.0,277.0,253.0,https://pypi.org/project/hyperas,2019-02-28 09:16:54.000,24.0,13248.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
396,Deep Checks,deepchecks/deepchecks,interpretability,,https://github.com/deepchecks/deepchecks,https://github.com/deepchecks/deepchecks,AGPL-3.0,2021-10-11 14:48:38.000,2022-10-20 14:52:18.000000,2022-10-20 13:42:44,1162.0,125.0,143,12.0,1284.0,183.0,606.0,2093,Test Suites for Validating ML Models & Data. Deepchecks is a Python package for comprehensively validating your..,32.0,27,False,2022-09-19 11:52:10.000,0.9.0,42.0,deepchecks,,,324.0,28830.0,32.0,32.0,https://pypi.org/project/deepchecks,2022-07-07 06:48:54.000,,28803.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
397,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271.0,,310,81.0,50.0,147.0,67.0,2062,Multilingual text (NLP) processing toolkit.,26.0,27,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,61454.0,856.0,772.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,61454.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,
398,sahi,obss/sahi,image,,https://github.com/obss/sahi,https://github.com/obss/sahi,MIT,2021-01-30 12:54:53.000,2022-10-19 13:47:53.000000,2022-10-19 13:47:49,390.0,36.0,317,30.0,385.0,2.0,,2053,Framework agnostic sliced/tiled inference + interactive ui + error analysis plots.,19.0,27,True,2022-09-27 23:17:51.628,0.10.7,84.0,sahi,conda-forge/sahi,,6972.0,85352.0,155.0,150.0,https://pypi.org/project/sahi,2022-06-25 20:18:21.000,5.0,83407.0,https://anaconda.org/conda-forge/sahi,2022-09-27 19:31:40.283,19172.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
399,langid,saffsd/langid.py,nlp,,https://github.com/saffsd/langid.py,https://github.com/saffsd/langid.py,BSD-3-Clause,2011-04-29 00:16:56.000,2020-01-01 10:49:30.000000,2017-07-15 02:49:17,242.0,,283,65.0,14.0,25.0,46.0,1999,Stand-alone language identification system.,9.0,27,False,2016-04-05 22:34:15.000,1.1.6,8.0,langid,,,,412859.0,1289.0,1125.0,https://pypi.org/project/langid,2016-04-05 22:34:15.000,164.0,412859.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
400,PyTextRank,DerwenAI/pytextrank,nlp,,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000,2022-07-27 22:00:22.000000,2022-07-27 21:58:40,452.0,7.0,334,62.0,133.0,17.0,72.0,1912,Python implementation of TextRank algorithms (textgraphs) for phrase extraction.,18.0,27,True,2022-07-27 22:05:13.454,3.2.4,20.0,pytextrank,,,,77366.0,304.0,291.0,https://pypi.org/project/pytextrank,2022-03-06 22:27:38.000,13.0,77366.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
401,pygraphistry,graphistry/pygraphistry,graph,,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000,2022-10-20 05:50:06.000000,2022-10-12 23:38:24,886.0,38.0,182,47.0,180.0,119.0,130.0,1734,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",29.0,27,True,2022-10-12 23:41:18.212,0.28.3,151.0,graphistry,,['jupyter'],,2591.0,78.0,74.0,https://pypi.org/project/graphistry,2022-07-02 06:32:13.000,4.0,2591.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
