,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,helm_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,dnf_id,yay_id,gitlab_id,gitlab_url
371,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,186,30.0,34.0,1285,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,24,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,,,['pytorch'],577.0,527.0,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,2574.0,2574.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
372,IB-insync,erdewit/ib_insync,,financial-data,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000000,2021-02-25 12:10:14.000000,2021-02-25 12:10:07.000000,401,1.0,287.0,1279,557.0,Python sync/async framework for Interactive Brokers API.,26.0,24,True,2020-11-03 13:37:57.000000,0.9.64,89.0,ib_insync,conda-forge/ib-insync,,,,12.0,,https://pypi.org/project/ib_insync,2020-11-03 13:37:57.000000,12.0,2866.0,3269.0,https://anaconda.org/conda-forge/ib-insync,2021-02-25 02:28:19.625000,7663.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
373,Fairness 360,Trusted-AI/AIF360,,interpretability,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000000,2021-02-24 22:18:39.000000,2021-02-22 19:37:29.000000,394,35.0,47.0,1229,312.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",43.0,24,True,2020-06-02 22:59:53.000000,0.3.0,8.0,aif360,,,,,72.0,68.0,https://pypi.org/project/aif360,2020-06-02 22:49:24.000000,4.0,2375.0,2375.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
374,sense2vec,explosion/sense2vec,,nlp,https://github.com/explosion/sense2vec,https://github.com/explosion/sense2vec,MIT,2016-01-23 22:15:49.000000,2021-02-23 11:10:22.000000,2021-02-07 06:06:59.000000,204,15.0,79.0,1164,450.0,Contextually-keyed word vectors.,15.0,24,True,2021-02-07 06:12:02.000000,2.0.0,21.0,sense2vec,conda-forge/sense2vec,,,,62.0,50.0,https://pypi.org/project/sense2vec,2021-02-07 06:12:02.000000,12.0,2189.0,3484.0,https://anaconda.org/conda-forge/sense2vec,2020-03-16 22:19:07.337000,15431.0,,,,,3.0,13197.0,,,,,,,,,,,,,,,,,,,,,
375,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-02-24 14:24:22.000000,2021-01-07 09:40:40.000000,181,45.0,50.0,1109,648.0,A modular active learning framework for Python.,14.0,24,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],59.0,51.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,1183.0,1183.0,,,,,,,,2.0,9.0,,,,,,,,,,,,,,,,,,,,,
376,petastorm,uber/petastorm,,distributed-ml,https://github.com/uber/petastorm,https://github.com/uber/petastorm,Apache-2.0,2018-06-15 23:15:29.000000,2021-02-03 01:11:09.000000,2021-02-03 01:11:08.000000,187,124.0,113.0,1089,616.0,Petastorm library enables single machine or distributed training and evaluation of deep learning models from datasets..,38.0,24,True,2020-12-15 18:37:49.000000,0.9.8,64.0,petastorm,,,,,26.0,26.0,https://pypi.org/project/petastorm,2020-12-15 18:37:49.000000,0.0,39772.0,39781.0,,,,,,,,2.0,288.0,,,,,,,,,,,,,,,,,,,,,
377,livelossplot,stared/livelossplot,,ml-experiments,https://github.com/stared/livelossplot,https://github.com/stared/livelossplot,MIT,2018-03-10 17:51:43.000000,2021-02-07 23:25:37.000000,2021-02-07 23:24:31.000000,130,4.0,70.0,1045,323.0,"Live training loss plot in Jupyter Notebook for Keras, PyTorch and others.",16.0,24,True,2021-02-03 16:25:47.000000,0.5.4,24.0,livelossplot,,,,['jupyter'],465.0,455.0,https://pypi.org/project/livelossplot,2021-02-03 16:25:47.000000,10.0,12913.0,12913.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
378,TabPy,tableau/TabPy,,others,https://github.com/tableau/TabPy,https://github.com/tableau/TabPy,MIT,2016-09-27 21:26:03.000000,2021-02-04 23:28:56.000000,2021-02-04 23:28:56.000000,383,11.0,259.0,1034,828.0,Execute Python code on the fly and display results in Tableau visualizations:.,40.0,24,True,2020-11-11 19:06:41.000000,2.3.1,24.0,tabpy,,,,,47.0,47.0,https://pypi.org/project/tabpy,2020-11-11 19:06:41.000000,0.0,5257.0,5257.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
379,Streamz,python-streamz/streamz,,time-series-data,https://github.com/python-streamz/streamz,https://github.com/python-streamz/streamz,BSD-3-Clause,2017-04-04 21:45:49.000000,2021-01-15 14:38:35.032000,2021-01-14 20:46:26.000000,113,91.0,127.0,912,733.0,Real-time stream processing for python.,38.0,24,True,2021-01-14 20:47:38.000000,0.6.2,15.0,streamz,conda-forge/streamz,,,,206.0,190.0,https://pypi.org/project/streamz,2021-01-14 20:47:38.000000,16.0,1930.0,4919.0,https://anaconda.org/conda-forge/streamz,2021-01-15 14:38:35.032000,122578.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
380,spacy-transformers,explosion/spacy-transformers,,nlp,https://github.com/explosion/spacy-transformers,https://github.com/explosion/spacy-transformers,MIT,2019-07-26 19:12:34.000000,2021-02-15 16:41:35.000000,2021-02-08 12:05:46.000000,102,48.0,,908,1317.0,"Use pretrained transformers like BERT, XLNet and GPT-2 in spaCy.",15.0,24,True,2021-02-02 10:57:09.000000,1.0.1,44.0,spacy-transformers,,,,['spacy'],93.0,87.0,https://pypi.org/project/spacy-transformers,2021-02-02 09:54:58.000000,6.0,15643.0,15643.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
381,SciSpacy,allenai/scispacy,,nlp,https://github.com/allenai/scispacy,https://github.com/allenai/scispacy,Apache-2.0,2018-09-24 21:45:52.000000,2021-02-23 17:31:33.000000,2021-02-23 17:31:33.000000,125,19.0,138.0,838,922.0,A full spaCy pipeline and models for scientific/biomedical documents.,18.0,24,True,2021-02-12 22:56:06.000000,0.4.0,10.0,scispacy,,,,,221.0,209.0,https://pypi.org/project/scispacy,2021-02-12 22:56:06.000000,12.0,9075.0,9075.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
382,ffn,pmorissette/ffn,,financial-data,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2021-02-18 10:34:12.000000,2021-02-18 10:34:06.000000,186,19.0,63.0,789,339.0,ffn - a financial function library for Python.,25.0,24,True,2021-02-01 04:38:52.000000,0.3.5,26.0,ffn,,,,,140.0,98.0,https://pypi.org/project/ffn,2021-02-01 04:35:47.000000,42.0,6456.0,6456.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
383,PennyLane,PennyLaneAI/PennyLane,,others,https://github.com/PennyLaneAI/pennylane,https://github.com/PennyLaneAI/pennylane,Apache-2.0,2018-04-17 16:45:42.000000,2021-02-25 14:25:34.000000,2021-02-23 15:31:10.000000,220,56.0,245.0,778,1809.0,PennyLane is a cross-platform Python library for differentiable programming of quantum computers. Train a quantum..,42.0,24,True,2021-02-12 15:50:08.000000,0.14.1,20.0,pennylane,,,,,20.0,,https://pypi.org/project/pennylane,2021-02-12 15:49:56.000000,20.0,2889.0,2891.0,,,,,,,,2.0,56.0,,,,,,,,,,,,,,,,,,,,,
384,ktrain,amaiya/ktrain,,ml-frameworks,https://github.com/amaiya/ktrain,https://github.com/amaiya/ktrain,Apache-2.0,2019-02-06 17:01:39.000000,2021-02-18 23:13:17.000000,2021-01-29 15:46:22.000000,183,10.0,298.0,746,2156.0,ktrain is a Python library that makes deep learning and AI more accessible and easier to apply.,12.0,24,True,2021-01-28 01:04:41.000000,0.25.4,147.0,ktrain,,,,['tensorflow'],126.0,125.0,https://pypi.org/project/ktrain,2021-01-28 01:03:31.000000,1.0,3976.0,3976.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
385,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-02-19 21:21:45.000000,2021-01-03 04:18:07.000000,234,16.0,155.0,730,405.0,A research toolkit for particle swarm optimization in Python.,42.0,24,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,91.0,91.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,2040.0,2040.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
386,stockstats,jealous/stockstats,,financial-data,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000000,2020-12-10 07:08:11.000000,2020-10-17 10:59:35.000000,199,29.0,31.0,725,23.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,7.0,24,True,2020-10-17 11:10:43.000000,0.3.2,14.0,stockstats,,,,,228.0,180.0,https://pypi.org/project/stockstats,2020-10-17 11:10:43.000000,48.0,18899.0,18899.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
387,Singer,singer-io/getting-started,,data-loading,https://github.com/singer-io/getting-started,https://github.com/singer-io/getting-started,AGPL-3.0,2016-10-31 16:53:56.000000,2021-02-12 15:39:15.000000,2020-12-04 20:57:19.000000,97,20.0,16.0,705,173.0,"Standard for moving data between databases, web APIs, files, queues, and just about anything else you can think of.",26.0,24,False,2021-02-03 15:09:58.000000,5.10.0,101.0,singer-python,,,,,300.0,,https://pypi.org/project/singer-python,2021-02-03 15:09:58.000000,300.0,40180.0,40180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
388,Hail,hail-is/hail,,medical-data,https://github.com/hail-is/hail,https://github.com/hail-is/hail,MIT,2015-10-27 20:55:42.000000,2021-02-25 15:03:11.000000,2021-02-25 14:48:41.000000,181,323.0,1937.0,703,7617.0,Scalable genomic data analysis.,70.0,24,True,2021-02-04 21:33:46.000000,0.2.62,82.0,hail,,,,['spark'],30.0,30.0,https://pypi.org/project/hail,2021-02-04 21:33:46.000000,0.0,1463.0,1463.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
389,dask-ml,dask/dask-ml,,distributed-ml,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000000,2021-02-24 16:32:08.000000,2021-02-24 15:52:03.000000,186,186.0,210.0,686,,Scalable Machine Learning with Dask.,62.0,24,True,2021-01-30 16:49:37.000000,1.8.0,27.0,dask-ml,conda-forge/dask-ml,,,,388.0,346.0,https://pypi.org/project/dask-ml,2021-01-30 16:49:37.000000,42.0,15873.0,20754.0,https://anaconda.org/conda-forge/dask-ml,2021-01-30 20:07:36.819000,195257.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
390,CLTK,cltk/cltk,,nlp,https://github.com/cltk/cltk,https://github.com/cltk/cltk,MIT,2014-01-11 23:59:47.000000,2021-02-24 16:38:23.000000,2021-02-24 16:24:32.000000,300,126.0,360.0,631,2772.0,The Classical Language Toolkit.,109.0,24,True,2020-06-22 06:03:33.000000,0.1.121,168.0,cltk,,,,,223.0,155.0,https://pypi.org/project/cltk,2021-02-24 16:38:23.000000,68.0,1045.0,1045.0,,,,,,,,3.0,22.0,,,,,,,,,,,,,,,,,,,,,
391,pyjanitor,ericmjl/pyjanitor,,others,https://github.com/ericmjl/pyjanitor,https://github.com/ericmjl/pyjanitor,MIT,2018-03-04 22:43:33.000000,2021-02-25 15:13:39.000000,2021-02-25 14:41:20.000000,118,89.0,281.0,627,1162.0,Clean APIs for data cleaning. Python implementation of R package Janitor.,88.0,24,True,2020-10-03 12:24:35.000000,0.20.10,48.0,pyjanitor,conda-forge/pyjanitor,,,,89.0,85.0,https://pypi.org/project/pyjanitor,2021-02-25 14:08:33.000000,4.0,1555.0,3828.0,https://anaconda.org/conda-forge/pyjanitor,2020-10-04 12:30:53.707000,79557.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
392,tensorflow-upstream,ROCmSoftwarePlatform/tensorflow-upstream,,ml-frameworks,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,https://github.com/ROCmSoftwarePlatform/tensorflow-upstream,Apache-2.0,2018-04-09 21:24:50.000000,2021-02-24 15:44:29.000000,2021-02-22 16:31:10.000000,65,55.0,227.0,544,79524.0,TensorFlow ROCm port.,3554.0,24,True,2020-12-22 02:51:55.000000,2.4.0,58.0,tensorflow-rocm,,,,['tensorflow'],,,https://pypi.org/project/tensorflow-rocm,2020-12-22 02:51:55.000000,,761.0,761.0,,,,,,,,3.0,16.0,,,,,,,,,,,,,,,,,,,,,
393,SALib,SALib/SALib,,probabilistics,https://github.com/SALib/SALib,https://github.com/SALib/SALib,MIT,2013-05-30 13:38:10.000000,2021-02-21 13:06:27.000000,2021-01-20 02:04:21.000000,142,41.0,187.0,434,909.0,"Sensitivity Analysis Library in Python (Numpy). Contains Sobol, Morris, Fractional Factorial and FAST methods.",24.0,24,True,2020-11-12 17:13:12.000000,1.3.12,29.0,salib,conda-forge/salib,,,,44.0,,https://pypi.org/project/salib,2020-11-19 15:36:26.000000,44.0,10573.0,11719.0,https://anaconda.org/conda-forge/salib,2020-10-24 17:04:41.614000,58465.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
394,findspark,minrk/findspark,,others,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000000,2020-06-08 09:32:35.000000,2020-06-08 09:31:58.000000,66,11.0,8.0,389,67.0,Find pyspark to make it importable.,14.0,24,True,2020-06-08 09:32:23.000000,1.4.2,12.0,findspark,conda-forge/findspark,,,['spark'],1734.0,1532.0,https://pypi.org/project/findspark,2020-06-08 09:32:23.000000,202.0,437375.0,446264.0,https://anaconda.org/conda-forge/findspark,2018-07-06 12:57:33.438000,497833.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
395,sklearn-crfsuite,TeamHG-Memex/sklearn-crfsuite,,sklearn-utils,https://github.com/TeamHG-Memex/sklearn-crfsuite,https://github.com/TeamHG-Memex/sklearn-crfsuite,MIT,2015-11-26 21:15:41.000000,2020-12-30 08:00:27.000000,2019-12-05 08:17:22.000000,153,34.0,22.0,360,46.0,scikit-learn inspired API for CRFsuite.,6.0,24,False,2017-06-22 18:49:27.000000,0.3.6,9.0,sklearn-crfsuite,,,,['sklearn'],2882.0,2486.0,https://pypi.org/project/sklearn-crfsuite,2017-06-22 18:49:27.000000,396.0,29988.0,29988.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
396,ml-metadata,google/ml-metadata,,ml-experiments,https://github.com/google/ml-metadata,https://github.com/google/ml-metadata,Apache-2.0,2019-01-15 21:02:09.000000,2021-02-24 23:25:38.000000,2021-02-24 23:25:34.000000,62,16.0,42.0,286,470.0,For recording and retrieving metadata associated with ML developer and data scientist workflows.,12.0,24,True,2021-02-23 22:04:56.000000,0.28.0,24.0,ml-metadata,,,,,78.0,78.0,https://pypi.org/project/ml-metadata,2021-02-23 22:04:56.000000,0.0,141143.0,141196.0,,,,,,,,2.0,1238.0,,,,,,,,,,,,,,,,,,,,,
397,datalad,datalad/datalad,,others,https://github.com/datalad/datalad,https://github.com/datalad/datalad,MIT,2013-11-01 19:40:08.000000,2021-02-25 15:12:13.000000,2021-02-25 14:38:14.000000,69,711.0,2240.0,227,13409.0,"Keep code, data, containers under control with git and git-annex.",41.0,24,True,2021-02-02 17:40:16.000000,0.14.0,64.0,datalad,conda-forge/datalad,,,,26.0,,https://pypi.org/project/datalad,2021-02-02 17:35:56.000000,26.0,2692.0,5252.0,https://anaconda.org/conda-forge/datalad,2021-02-03 22:25:50.068000,89614.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
398,PaddleOCR,PaddlePaddle/PaddleOCR,,ocr,https://github.com/PaddlePaddle/PaddleOCR,https://github.com/PaddlePaddle/PaddleOCR,Apache-2.0,2020-05-08 10:38:16.000000,2021-02-25 01:50:38.000000,2021-02-23 01:51:55.000000,2138,473.0,939.0,11052,,"Awesome multilingual OCR toolkits based on PaddlePaddle practical ultra lightweight OCR system, provide data..",41.0,23,True,2021-02-08 15:36:59.000000,2.0.0,10.0,paddleocr,,,,['paddle'],33.0,33.0,https://pypi.org/project/paddleocr,2020-12-18 04:01:23.000000,0.0,934.0,934.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
399,pysc2,deepmind/pysc2,,others,https://github.com/deepmind/pysc2,https://github.com/deepmind/pysc2,Apache-2.0,2017-07-25 18:16:57.000000,2020-07-29 16:22:31.000000,2019-09-27 15:23:22.000000,1095,57.0,203.0,7191,513.0,StarCraft II Learning Environment.,34.0,23,False,2019-09-27 15:48:01.000000,3.0.0,7.0,pysc2,,,,,267.0,227.0,https://pypi.org/project/pysc2,2019-09-27 15:48:01.000000,40.0,432.0,1047.0,,,,,,,,3.0,25858.0,,,,,,,,,,,,,,,,,,,,,
400,Ciphey,Ciphey/Ciphey,,nlp,https://github.com/Ciphey/Ciphey,https://github.com/Ciphey/Ciphey,MIT,2019-07-16 20:20:39.000000,2021-02-22 07:35:46.000000,2021-02-22 07:35:45.000000,353,48.0,176.0,6337,1731.0,"Automatically decrypt encryptions without knowing the key or cipher, decode encodings, and crack hashes.",39.0,23,True,2020-12-02 12:36:44.000000,5.11.0,43.0,ciphey,,remnux/ciphey,,,,,https://pypi.org/project/ciphey,2020-12-02 12:36:44.000000,,2267.0,2695.0,,,,https://hub.docker.com/r/remnux/ciphey,2021-02-14 02:12:39.610840,2.0,8138.0,3.0,,,,,,,,,,,,,,,,,,,,,,
401,Vaex,vaexio/vaex,,data-containers,https://github.com/vaexio/vaex,https://github.com/vaexio/vaex,MIT,2014-09-27 09:44:42.000000,2021-02-25 09:17:10.000000,2021-02-05 12:30:44.000000,448,307.0,393.0,5833,2960.0,"Out-of-Core DataFrames for Python, ML, visualize and explore big tabular data at a billion rows per second.",38.0,23,True,2020-05-25 21:35:34.000000,3.0.0,48.0,vaex,conda-forge/vaex,,,,4.0,,https://pypi.org/project/vaex,2021-01-27 18:51:38.000000,4.0,3335.0,5196.0,https://anaconda.org/conda-forge/vaex,2020-06-01 18:35:17.510000,96668.0,,,,,3.0,199.0,,,,,,,,,,,,,,,,,,,,,
402,EfficientNet-PyTorch,lukemelas/EfficientNet-PyTorch,,pytorch-utils,https://github.com/lukemelas/EfficientNet-PyTorch,https://github.com/lukemelas/EfficientNet-PyTorch,Apache-2.0,2019-05-30 05:24:11.000000,2021-02-09 15:32:57.000000,2020-10-09 16:24:04.000000,1078,112.0,117.0,5492,141.0,A PyTorch implementation of EfficientNet.,21.0,23,True,2020-08-26 03:00:05.000000,0.7.0,12.0,efficientnet-pytorch,,,,['pytorch'],14.0,,https://pypi.org/project/efficientnet-pytorch,2020-08-26 03:00:05.000000,14.0,24646.0,56111.0,,,,,,,,2.0,346119.0,,,,,,,,,,,,,,,,,,,,,
403,snownlp,isnowfy/snownlp,,chinese-nlp,https://github.com/isnowfy/snownlp,https://github.com/isnowfy/snownlp,MIT,2013-11-26 11:46:56.000000,2020-01-19 02:39:05.000000,2020-01-19 02:39:03.000000,1239,33.0,65.0,5306,57.0,Python library for processing Chinese text.,8.0,23,False,2015-09-27 16:35:23.000000,0.12.3,17.0,snownlp,,,,,562.0,524.0,https://pypi.org/project/snownlp,2015-09-27 16:35:23.000000,38.0,1256.0,1256.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
404,mmdnn,Microsoft/MMdnn,,model-serialisation,https://github.com/microsoft/MMdnn,https://github.com/microsoft/MMdnn,MIT,2017-08-16 08:03:52.000000,2021-02-18 13:17:02.000000,2020-08-14 02:32:30.000000,931,306.0,287.0,5230,1083.0,MMdnn is a set of tools to help users inter-operate among different deep learning frameworks. E.g. model conversion..,85.0,23,True,2020-07-24 06:34:39.000000,0.3.1,12.0,mmdnn,,,,,52.0,49.0,https://pypi.org/project/mmdnn,2020-07-24 06:34:39.000000,3.0,380.0,464.0,,,,,,,,2.0,3303.0,,,,,,,,,,,,,,,,,,,,,
405,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-02-24 00:51:01.000000,2021-02-23 06:33:51.000000,685,445.0,365.0,5066,831.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,79.0,23,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],463.0,463.0,,,,,2070.0,https://anaconda.org/conda-forge/nvidia-apex,2020-11-23 18:41:00.769000,33135.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
406,Face Alignment,1adrianb/face-alignment,,image,https://github.com/1adrianb/face-alignment,https://github.com/1adrianb/face-alignment,BSD-3-Clause,2017-09-15 20:32:44.000000,2021-01-30 20:13:18.000000,2020-12-30 17:11:06.000000,1012,31.0,191.0,4700,196.0,2D and 3D Face alignment library build using pytorch.,21.0,23,True,2020-12-22 21:34:55.000000,1.3.3,9.0,face-alignment,,,,['pytorch'],6.0,,https://pypi.org/project/face-alignment,2020-12-22 21:34:55.000000,6.0,3277.0,3277.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
407,flashtext,vi3k6i5/flashtext,,nlp,https://github.com/vi3k6i5/flashtext,https://github.com/vi3k6i5/flashtext,MIT,2017-08-15 18:03:01.000000,2020-06-05 00:37:46.000000,2020-05-03 07:13:22.000000,521,48.0,49.0,4659,108.0,Extract Keywords from sentence or Replace keywords in sentences.,8.0,23,True,,,18.0,flashtext,,,,,398.0,366.0,https://pypi.org/project/flashtext,2018-02-16 05:24:17.000000,32.0,161838.0,161838.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
408,textgenrnn,minimaxir/textgenrnn,,nlp,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000000,2020-12-25 03:33:19.000000,2020-07-14 02:41:10.000000,678,116.0,79.0,4290,174.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,23,True,2020-02-03 01:07:00.000000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],688.0,660.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000000,28.0,545.0,557.0,,,,,,,,3.0,410.0,,,,,,,,,,,,,,,,,,,,,
409,VisualDL,PaddlePaddle/VisualDL,,ml-experiments,https://github.com/PaddlePaddle/VisualDL,https://github.com/PaddlePaddle/VisualDL,Apache-2.0,2017-12-20 12:34:31.000000,2021-02-25 09:37:36.000000,2021-02-20 13:49:02.000000,527,25.0,317.0,3847,,Deep Learning Visualization Toolkit.,28.0,23,True,2021-02-01 09:03:52.000000,2.1.1,31.0,visualdl,,,,['paddle'],179.0,169.0,https://pypi.org/project/visualdl,2021-01-29 09:44:14.000000,10.0,2904.0,2915.0,,,,,,,,3.0,91.0,,,,,,,,,,,,,,,,,,,,,
410,Lasagne,Lasagne/Lasagne,,ml-frameworks,https://github.com/Lasagne/Lasagne,https://github.com/Lasagne/Lasagne,MIT,2014-09-11 15:31:41.000000,2019-11-20 20:28:31.000000,2019-11-20 20:28:30.000000,983,139.0,402.0,3772,1161.0,Lightweight library to build and train neural networks in Theano.,72.0,23,False,2015-08-13 21:00:09.000000,0.1,1.0,lasagne,,,,,1293.0,787.0,https://pypi.org/project/lasagne,2015-08-13 21:10:53.000000,506.0,1093.0,1093.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
411,ArrayFire,arrayfire/arrayfire,,gpu-utilities,https://github.com/arrayfire/arrayfire,https://github.com/arrayfire/arrayfire,BSD-3-Clause,2014-10-28 20:58:33.000000,2021-02-25 05:13:40.000000,2021-02-24 05:19:41.000000,457,254.0,1210.0,3320,5701.0,ArrayFire: a general purpose GPU library.,80.0,23,True,2021-01-08 21:41:09.000000,3.8.0,30.0,arrayfire,,,,,8.0,,https://pypi.org/project/arrayfire,2018-10-18 14:13:29.000000,8.0,530.0,540.0,,,,,,,,2.0,733.0,,,,,,,,,,,,,,,,,,,,,
412,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2020-12-24 18:41:56.000000,2018-08-21 02:42:52.000000,1187,45.0,81.0,3186,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,,90.0,69.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,530.0,530.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
413,Camelot,atlanhq/camelot,,data-loading,https://github.com/atlanhq/camelot,https://github.com/atlanhq/camelot,MIT,2016-06-18 11:48:49.000000,2020-07-27 12:28:15.000000,2019-10-15 05:25:40.000000,307,68.0,274.0,2992,446.0,Camelot: PDF Table Extraction for Humans.,23.0,23,False,2020-07-27 12:28:15.000000,0.8.2,21.0,camelot-py,,,,,20.0,,https://pypi.org/project/camelot-py,2020-07-27 12:28:15.000000,20.0,16490.0,16490.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
414,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2020-12-13 13:48:40.000000,2020-04-17 09:51:20.000000,687,153.0,236.0,2966,204.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,23,True,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,24.0,10944.0,10944.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
415,SHOGUN,shogun-toolbox/shogun,,ml-frameworks,https://github.com/shogun-toolbox/shogun,https://github.com/shogun-toolbox/shogun,BSD-3-Clause,2011-04-01 10:44:32.000000,2021-01-27 17:11:33.000000,2020-12-08 16:56:38.000000,1016,544.0,1070.0,2799,16205.0,Unified and efficient Machine Learning.,248.0,23,True,2019-07-05 10:23:31.000000,shogun_6.1.4,10.0,,conda-forge/shogun,shogun/shogun,,,,,,,,,2157.0,https://anaconda.org/conda-forge/shogun,2018-06-25 20:49:17.070000,92260.0,https://hub.docker.com/r/shogun/shogun,2019-01-31 13:45:10.435327,1.0,1444.0,3.0,,,,,,,,,,shogun,,,,,,,,,,,,
