,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
394,keras-vis,raghakot/keras-vis,,interpretability,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000000,2020-04-20 01:03:13.000000,2020-04-20 01:03:12.000000,614,114.0,99.0,2901.0,195.0,Neural network visualization toolkit for keras.,10.0,24,False,2017-07-06 04:55:04.000000,0.4.1,11.0,keras-vis,,,,['tensorflow'],1588.0,1532.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000000,56.0,3612.0,3612.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
395,MONAI,Project-MONAI/MONAI,,medical-data,https://github.com/Project-MONAI/MONAI,https://github.com/Project-MONAI/MONAI,Apache-2.0,2019-10-11 16:41:38.000000,2021-12-30 14:07:18.000000,2021-12-24 12:31:42.000000,497,129.0,1248.0,2594.0,,AI Toolkit for Healthcare Imaging.,84.0,24,True,2021-11-25 21:19:49.000000,0.8.0,35.0,monai,,,,['pytorch'],171.0,171.0,https://pypi.org/project/monai,2021-12-14 12:23:29.000000,0.0,19361.0,19361.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
396,Arctic,man-group/arctic,,data-containers,https://github.com/man-group/arctic,https://github.com/man-group/arctic,LGPL-2.1,2015-05-29 13:37:30.000000,2021-12-09 18:52:59.000000,2021-12-09 18:45:24.000000,512,95.0,441.0,2538.0,1091.0,Arctic is a high performance datastore for numeric data.,72.0,24,True,2021-12-09 18:52:59.000000,1.80.1,86.0,arctic,conda-forge/arctic,,,,186.0,144.0,https://pypi.org/project/arctic,2021-12-09 18:52:59.000000,42.0,5336.0,5884.0,https://anaconda.org/conda-forge/arctic,2019-12-16 08:57:24.231000,16936.0,,,,,3.0,,178.0,,,,,,,,,,,,,,,,,,,
397,GluonTS,awslabs/gluon-ts,,time-series-data,https://github.com/awslabs/gluon-ts,https://github.com/awslabs/gluon-ts,Apache-2.0,2019-05-15 17:17:29.000000,2021-12-28 15:15:34.000000,2021-12-28 15:15:33.000000,490,273.0,420.0,2386.0,827.0,Probabilistic time series modeling in Python.,80.0,24,True,2021-08-12 10:05:38.000000,0.8.1,43.0,gluonts,,,,['mxnet'],0.0,,https://pypi.org/project/gluonts,2021-11-11 15:18:16.000000,0.0,63410.0,63410.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
398,TF Ranking,tensorflow/ranking,,recommender-systems,https://github.com/tensorflow/ranking,https://github.com/tensorflow/ranking,Apache-2.0,2018-12-03 20:48:57.000000,2021-11-22 21:37:02.000000,2021-11-22 21:36:59.000000,408,45.0,232.0,2380.0,442.0,Learning to Rank in TensorFlow.,25.0,24,True,2021-11-16 23:49:54.000000,0.5.0,19.0,tensorflow_ranking,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow_ranking,2021-11-16 01:31:58.000000,2.0,85643.0,85643.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
399,TorchServe,pytorch/serve,,model-serialisation,https://github.com/pytorch/serve,https://github.com/pytorch/serve,Apache-2.0,2019-10-03 03:17:43.000000,2021-12-29 21:40:13.000000,2021-12-21 19:32:57.000000,428,128.0,638.0,2347.0,2469.0,Model Serving on PyTorch.,94.0,24,True,2021-12-29 21:45:21.000000,0.5.2,13.0,torchserve,pytorch/torchserve,pytorch/torchserve,,['pytorch'],0.0,,https://pypi.org/project/torchserve,2021-12-29 21:04:22.000000,0.0,10543.0,48180.0,https://anaconda.org/pytorch/torchserve,2021-12-29 21:04:49.234000,17510.0,https://hub.docker.com/r/pytorch/torchserve,2021-12-29 21:11:42.894442,10.0,954801.0,2.0,,785.0,,,,,,,,,,,,,,,,,,,
400,vidgear,abhiTronix/vidgear,,image,https://github.com/abhiTronix/vidgear,https://github.com/abhiTronix/vidgear,Apache-2.0,2019-03-17 02:42:42.000000,2021-12-13 02:51:59.000000,2021-12-05 10:14:09.000000,156,2.0,190.0,2061.0,826.0,A High-performance cross-platform Video Processing Python framework powerpacked with unique trailblazing features.,9.0,24,True,2021-12-05 13:04:13.000000,0.2.4,16.0,vidgear,,,,,163.0,161.0,https://pypi.org/project/vidgear,2021-12-05 13:04:13.000000,2.0,3239.0,3254.0,,,,,,,,3.0,,506.0,,,,,,,,,,,,,,,,,,,
401,accelerate,huggingface/accelerate,,pytorch-utils,https://github.com/huggingface/accelerate,https://github.com/huggingface/accelerate,Apache-2.0,2020-10-30 13:27:12.000000,2021-12-15 16:15:21.000000,2021-12-15 16:15:19.000000,113,53.0,92.0,2053.0,,"A simple way to train and use PyTorch models with multi-GPU, TPU, mixed-precision.",29.0,24,True,2021-09-27 15:05:40.000000,0.5.1,8.0,accelerate,,,,['pytorch'],262.0,262.0,https://pypi.org/project/accelerate,2021-09-27 15:04:05.000000,0.0,41895.0,41895.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
402,Essentia,MTG/essentia,,audio,https://github.com/MTG/essentia,https://github.com/MTG/essentia,AGPL-3.0,2013-06-03 14:53:47.000000,2021-12-30 14:08:37.000000,2021-12-29 13:14:47.000000,430,347.0,597.0,1996.0,2997.0,"C++ library for audio and music analysis, description and synthesis, including Python bindings.",73.0,24,False,2015-03-31 16:33:30.000000,2.0,10.0,essentia,,,,,270.0,260.0,https://pypi.org/project/essentia,2021-11-04 15:23:58.000000,10.0,2345.0,2345.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
403,Spektral,danielegrattarola/spektral,,graph,https://github.com/danielegrattarola/spektral,https://github.com/danielegrattarola/spektral,MIT,2019-01-17 11:19:10.000000,2021-12-15 18:13:55.000000,2021-10-26 09:35:54.000000,257,37.0,159.0,1952.0,1033.0,Graph Neural Networks with Keras and Tensorflow 2.,19.0,24,True,2021-08-23 13:15:21.000000,1.0.8,31.0,spektral,,,,"['tensorflow""']",88.0,88.0,https://pypi.org/project/spektral,2021-08-23 13:15:21.000000,0.0,3857.0,3857.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
404,efficientnet,qubvel/efficientnet,,tensorflow-utils,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000000,2021-08-16 07:14:52.000000,2021-07-16 09:03:20.000000,433,59.0,56.0,1927.0,66.0,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,24,True,2020-09-15 16:26:00.000000,1.1.1,9.0,efficientnet,,,,['tensorflow'],851.0,847.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000000,4.0,78227.0,84626.0,,,,,,,,3.0,,198383.0,,,,,,,,,,,,,,,,,,,
405,textacy,chartbeat-labs/textacy,,nlp,https://github.com/chartbeat-labs/textacy,https://github.com/chartbeat-labs/textacy,Apache-2.0,2016-02-03 16:52:45.000000,2021-12-06 15:00:07.000000,2021-12-06 14:45:21.000000,232,26.0,219.0,1852.0,,"NLP, before and after spaCy.",31.0,24,True,2021-12-06 15:00:07.000000,0.12.0,31.0,textacy,conda-forge/textacy,,,,154.0,,https://pypi.org/project/textacy,2021-12-06 15:00:07.000000,154.0,27254.0,29107.0,https://anaconda.org/conda-forge/textacy,2021-04-13 18:57:20.207000,101928.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
406,mljar-supervised,mljar/mljar-supervised,,hyperopt,https://github.com/mljar/mljar-supervised,https://github.com/mljar/mljar-supervised,MIT,2018-11-05 12:58:04.000000,2021-12-06 08:40:00.000000,2021-12-06 08:40:00.000000,238,79.0,374.0,1723.0,983.0,"Python package for AutoML on Tabular Data with Feature Engineering, Hyper-Parameters Tuning, Explanations and..",14.0,24,True,2021-10-01 07:25:05.000000,0.11.1,75.0,mljar-supervised,,,,,34.0,34.0,https://pypi.org/project/mljar-supervised,2021-10-01 07:25:05.000000,,39138.0,39138.0,,,,,,,,2.0,-1.0,,,,,,,,,,,,,,,,,,,,
407,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2021-12-20 22:16:57.000000,2021-12-20 22:12:26.000000,73,10.0,61.0,1705.0,,The friendly PIL fork.,375.0,24,False,2021-10-15 06:27:22.000000,8.4.0,45.0,pillow-simd,,,,,553.0,503.0,https://pypi.org/project/pillow-simd,2021-12-20 22:14:57.000000,50.0,54180.0,54180.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
408,PyTextRank,DerwenAI/pytextrank,,nlp,https://github.com/DerwenAI/pytextrank,https://github.com/DerwenAI/pytextrank,MIT,2016-10-02 18:39:12.000000,2021-10-10 01:12:32.000000,2021-10-10 01:07:35.000000,320,22.0,57.0,1676.0,,Python implementation of TextRank for phrase extraction and summarization of text documents.,17.0,24,True,2021-10-10 01:12:11.000000,3.2.2,18.0,pytextrank,,,,,233.0,221.0,https://pypi.org/project/pytextrank,2021-10-10 01:12:11.000000,12.0,15937.0,15937.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
409,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,,data-viz,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00.000000,200,37.0,21.0,1667.0,113.0,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,24,False,2017-11-08 13:32:20.000000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],296.0,268.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000000,28.0,7877.0,8197.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512000,11866.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
410,pytorch-forecasting,jdb78/pytorch-forecasting,,time-series-data,https://github.com/jdb78/pytorch-forecasting,https://github.com/jdb78/pytorch-forecasting,MIT,2020-07-03 13:05:24.000000,2021-12-28 18:13:00.000000,2021-12-28 17:31:01.000000,238,138.0,230.0,1600.0,1123.0,Time series forecasting with PyTorch.,27.0,24,True,2021-11-29 19:55:05.000000,0.9.2,29.0,pytorch-forecasting,,,,,0.0,,https://pypi.org/project/pytorch-forecasting,2021-11-29 19:55:05.000000,0.0,15559.0,15559.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
411,Fairness 360,Trusted-AI/AIF360,,interpretability,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000000,2021-12-28 18:35:16.000000,2021-11-18 15:43:53.000000,498,57.0,59.0,1595.0,342.0,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",46.0,24,True,2021-03-04 18:11:34.000000,0.4.0,9.0,aif360,,,,,135.0,131.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000000,4.0,6401.0,6401.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
412,Torchmeta,tristandeleu/pytorch-meta,,pytorch-utils,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000000,2021-12-22 14:50:07.000000,2021-09-20 16:03:46.000000,188,33.0,88.0,1515.0,382.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,24,True,2021-09-20 16:06:33.000000,1.8.0,28.0,torchmeta,,,,['pytorch'],78.0,78.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000000,,1305.0,1305.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
413,CausalNex,quantumblacklabs/causalnex,,interpretability,https://github.com/quantumblacklabs/causalnex,https://github.com/quantumblacklabs/causalnex,Apache-2.0,2019-12-12 15:26:09.000000,2021-11-11 15:15:32.000000,2021-11-11 15:06:17.000000,150,14.0,87.0,1406.0,155.0,A Python library that helps data scientists to infer causation rather than observing correlation.,22.0,24,True,2021-11-11 15:15:32.000000,0.11.0,16.0,causalnex,,,,"['pytorch', 'sklearn']",35.0,35.0,https://pypi.org/project/causalnex,2021-11-11 15:15:32.000000,0.0,4673.0,4673.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
414,bt,pmorissette/bt,,financial-data,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000000,2021-05-15 18:58:08.000000,2021-05-15 18:58:08.000000,292,47.0,223.0,1257.0,438.0,bt - flexible backtesting for Python.,24.0,24,True,2021-04-21 02:52:26.000000,0.2.9,25.0,bt,,,,,130.0,90.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000000,40.0,8530.0,8530.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
415,pycm,sepandhaghighi/pycm,,others,https://github.com/sepandhaghighi/pycm,https://github.com/sepandhaghighi/pycm,MIT,2018-01-22 19:46:54.000000,2021-12-27 01:21:22.000000,2021-10-27 05:51:03.000000,102,19.0,161.0,1196.0,2773.0,Multi-class confusion matrix library in Python.,16.0,24,True,2021-10-27 06:03:28.000000,3.3,37.0,pycm,,,,,132.0,122.0,https://pypi.org/project/pycm,2021-10-27 06:04:03.000000,10.0,33493.0,33493.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
416,pandasql,yhat/pandasql,,data-containers,https://github.com/yhat/pandasql,https://github.com/yhat/pandasql,MIT,2013-02-18 01:53:56.000000,2020-08-14 13:00:13.000000,2017-02-01 15:40:30.000000,148,44.0,23.0,1066.0,127.0,sqldf for pandas.,15.0,24,False,2016-04-20 21:52:36.000000,0.7.3,31.0,pandasql,,,,['pandas'],1141.0,1043.0,https://pypi.org/project/pandasql,2016-04-20 21:52:36.000000,98.0,1119823.0,1119823.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
417,ffn,pmorissette/ffn,,financial-data,https://github.com/pmorissette/ffn,https://github.com/pmorissette/ffn,MIT,2014-06-19 15:54:09.000000,2021-05-15 18:59:42.000000,2021-04-24 00:58:10.000000,200,16.0,80.0,1046.0,351.0,ffn - a financial function library for Python.,26.0,24,True,2021-04-21 02:47:21.000000,0.3.6,27.0,ffn,,,,,204.0,162.0,https://pypi.org/project/ffn,2021-04-21 02:47:21.000000,42.0,37987.0,37987.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
418,openTSNE,pavlin-policar/openTSNE,,data-viz,https://github.com/pavlin-policar/openTSNE,https://github.com/pavlin-policar/openTSNE,BSD-3-Clause,2018-06-08 18:42:09.000000,2021-11-13 15:59:24.399000,2021-10-25 08:00:42.000000,99,3.0,95.0,936.0,578.0,"Extensible, parallel implementations of t-SNE.",10.0,24,True,2021-10-25 08:35:29.000000,0.6.1,22.0,opentsne,conda-forge/opentsne,,,,276.0,272.0,https://pypi.org/project/opentsne,2021-10-25 08:35:29.000000,4.0,23238.0,26786.0,https://anaconda.org/conda-forge/opentsne,2021-11-13 15:59:24.399000,127749.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
419,Neural Structured Learning,tensorflow/neural-structured-learning,,tensorflow-utils,https://github.com/tensorflow/neural-structured-learning,https://github.com/tensorflow/neural-structured-learning,Apache-2.0,2019-08-27 21:48:16.000000,2021-12-16 08:25:17.000000,2021-12-06 22:50:05.000000,161,3.0,57.0,889.0,493.0,Training neural models with structured signals.,30.0,24,True,2020-08-18 00:35:35.000000,1.3.1,7.0,neural-structured-learning,,,,['tensorflow'],156.0,156.0,https://pypi.org/project/neural-structured-learning,2020-08-18 00:35:35.000000,0.0,10329.0,10329.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
420,PySwarms,ljvmiranda921/pyswarms,,others,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000000,2021-12-03 19:52:38.000000,2021-06-23 11:19:05.000000,281,16.0,181.0,872.0,409.0,A research toolkit for particle swarm optimization in Python.,43.0,24,True,2021-01-03 21:34:15.000000,1.3.0,20.0,pyswarms,,,,,147.0,147.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000000,0.0,33642.0,33642.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
421,pyopencl,inducer/pyopencl,,others,https://github.com/inducer/pyopencl,https://github.com/inducer/pyopencl,MIT,2011-04-06 02:51:33.000000,2021-12-29 22:06:08.000000,2021-12-13 20:35:03.000000,216,69.0,233.0,861.0,,"OpenCL integration for Python, plus shiny features.",90.0,24,True,2021-12-05 22:06:06.000000,2021.2.10,72.0,pyopencl,conda-forge/pyopencl,,,,836.0,598.0,https://pypi.org/project/pyopencl,2021-12-05 22:06:06.000000,238.0,16651.0,25444.0,https://anaconda.org/conda-forge/pyopencl,2021-12-06 03:04:41.546000,545192.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
422,arch,bashtage/arch,,financial-data,https://github.com/bashtage/arch,https://github.com/bashtage/arch,NCSA,2014-08-29 15:41:28.000000,2021-11-19 16:04:07.000000,2021-11-19 15:39:38.000000,194,15.0,149.0,845.0,,ARCH models in Python.,30.0,24,False,2021-11-19 16:00:03.000000,5.1.0,35.0,arch,,,,,470.0,428.0,https://pypi.org/project/arch,2021-11-19 16:00:03.000000,42.0,138095.0,138095.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
423,Madmom,CPJKU/madmom,,audio,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000000,2021-12-29 21:29:23.000000,2021-12-29 16:18:58.000000,148,54.0,187.0,843.0,1729.0,Python audio and music signal processing library.,20.0,24,True,2018-11-14 14:57:41.000000,0.16.1,11.0,madmom,,,,,205.0,171.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000000,34.0,9055.0,9055.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
424,kapre,keunwoochoi/kapre,,audio,https://github.com/keunwoochoi/kapre,https://github.com/keunwoochoi/kapre,MIT,2016-12-14 18:36:36.000000,2021-12-14 18:04:32.000000,2021-11-14 01:15:18.000000,138,11.0,82.0,795.0,193.0,kapre: Keras Audio Preprocessors.,13.0,24,True,2021-11-14 01:13:37.000000,0.3.6,22.0,kapre,,,,['tensorflow'],1296.0,1274.0,https://pypi.org/project/kapre,2021-11-14 01:13:37.000000,22.0,1566.0,1566.0,,,,,,,,3.0,,19.0,,,,,,,,,,,,,,,,,,,
425,GPyOpt,SheffieldML/GPyOpt,,hyperopt,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04.000000,237,99.0,186.0,784.0,514.0,Gaussian Process Optimization using GPy.,49.0,24,False,2020-03-19 21:21:18.000000,1.2.6,11.0,gpyopt,,,,,272.0,236.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000000,36.0,14873.0,14873.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
426,dask-ml,dask/dask-ml,,distributed-ml,https://github.com/dask/dask-ml,https://github.com/dask/dask-ml,BSD-3-Clause,2017-06-15 15:56:06.000000,2021-11-30 22:00:24.715000,2021-11-30 14:46:11.000000,215,225.0,234.0,773.0,,Scalable Machine Learning with Dask.,69.0,24,True,2021-11-30 15:21:04.000000,2021.11.30,31.0,dask-ml,conda-forge/dask-ml,,,,573.0,531.0,https://pypi.org/project/dask-ml,2021-11-30 15:21:04.000000,42.0,50266.0,55406.0,https://anaconda.org/conda-forge/dask-ml,2021-11-30 22:00:24.715000,257019.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
427,iterative-stratification,trent-b/iterative-stratification,,sklearn-utils,https://github.com/trent-b/iterative-stratification,https://github.com/trent-b/iterative-stratification,BSD-3-Clause,2018-02-04 00:32:10.000000,2021-11-11 01:20:14.000000,2021-11-11 01:20:14.000000,56,4.0,15.0,614.0,55.0,scikit-learn cross validators for iterative stratification of multilabel data.,6.0,24,True,2021-10-03 18:49:49.000000,0.1.7,6.0,iterative-stratification,,,,['sklearn'],194.0,180.0,https://pypi.org/project/iterative-stratification,2021-10-03 18:49:49.000000,14.0,109501.0,109501.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
428,TensorFlow I/O,tensorflow/io,,tensorflow-utils,https://github.com/tensorflow/io,https://github.com/tensorflow/io,Apache-2.0,2018-11-09 22:44:05.000000,2021-12-23 15:54:10.000000,2021-12-16 20:40:50.000000,208,157.0,327.0,522.0,1530.0,"Dataset, streaming, and file system extensions maintained by TensorFlow SIG-IO.",83.0,24,True,2021-12-15 23:04:19.000000,0.23.1,30.0,tensorflow-io,,,,['tensorflow'],0.0,,https://pypi.org/project/tensorflow-io,2021-12-15 23:01:12.000000,0.0,159845.0,159845.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
429,Cornac,PreferredAI/cornac,,recommender-systems,https://github.com/PreferredAI/cornac,https://github.com/PreferredAI/cornac,Apache-2.0,2018-07-17 06:31:35.000000,2021-11-22 07:20:04.000000,2021-09-30 10:13:24.000000,83,2.0,74.0,505.0,1230.0,A Comparative Framework for Multimodal Recommender Systems.,13.0,24,True,2021-09-26 07:01:44.000000,1.14.1,45.0,cornac,conda-forge/cornac,,,,73.0,71.0,https://pypi.org/project/cornac,2021-09-26 07:12:34.000000,2.0,7216.0,13483.0,https://anaconda.org/conda-forge/cornac,2021-11-15 19:24:15.089000,194278.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
430,pyvips,libvips/pyvips,,image,https://github.com/libvips/pyvips,https://github.com/libvips/pyvips,MIT,2017-07-28 16:39:43.000000,2021-12-30 09:47:00.631000,2021-12-15 10:05:34.000000,33,97.0,163.0,380.0,411.0,python binding for libvips using cffi.,12.0,24,True,2021-11-20 11:46:55.000000,2.1.16,22.0,pyvips,conda-forge/pyvips,,,,277.0,255.0,https://pypi.org/project/pyvips,2021-11-20 11:46:55.000000,22.0,14176.0,14675.0,https://anaconda.org/conda-forge/pyvips,2021-12-30 09:47:00.631000,13987.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
431,Orion,Epistimio/orion,,hyperopt,https://github.com/Epistimio/orion,https://github.com/Epistimio/orion,BSD-3-Clause,2017-09-07 06:05:21.000000,2021-12-29 14:37:37.000000,2021-12-01 17:47:52.000000,44,102.0,144.0,212.0,3040.0,Asynchronous Distributed Hyperparameter Optimization.,24.0,24,False,2021-11-26 18:02:35.000000,0.2.1,20.0,orion,,,,,57.0,49.0,https://pypi.org/project/orion,2021-11-26 18:02:35.000000,8.0,2709.0,2709.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
432,dbnd,databand-ai/dbnd,,data-pipelines,https://github.com/databand-ai/dbnd,https://github.com/databand-ai/dbnd,Apache-2.0,2020-01-02 10:42:47.000000,2021-12-28 18:46:12.000000,2021-12-28 16:31:54.000000,19,2.0,2.0,210.0,2760.0,DBND is an agile pipeline framework that helps data engineering teams track and orchestrate their data processes.,51.0,24,False,2021-12-28 18:40:13.000000,0.57.3,248.0,dbnd,,,,,25.0,25.0,https://pypi.org/project/dbnd,2021-12-28 18:40:13.000000,0.0,106603.0,106603.0,,,,,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,,
433,vit-pytorch,lucidrains/vit-pytorch,,image,https://github.com/lucidrains/vit-pytorch,https://github.com/lucidrains/vit-pytorch,MIT,2020-10-03 22:47:24.000000,2021-12-29 00:00:07.000000,2021-12-29 00:00:00.000000,1129,76.0,81.0,7425.0,,"Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single..",13.0,23,True,2021-12-28 18:57:57.000000,0.26.0,109.0,vit-pytorch,,,,['pytorch'],62.0,62.0,https://pypi.org/project/vit-pytorch,2021-12-28 18:57:57.000000,0.0,7464.0,7464.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
434,Apex,NVIDIA/apex,,gpu-utilities,https://github.com/NVIDIA/apex,https://github.com/NVIDIA/apex,BSD-3-Clause,2018-04-23 16:28:52.000000,2021-12-21 15:34:26.000000,2021-12-17 05:42:38.000000,863,530.0,394.0,5993.0,907.0,A PyTorch Extension: Tools for easy mixed precision and distributed training in Pytorch.,88.0,23,True,,,1.0,,conda-forge/nvidia-apex,,,['pytorch'],838.0,838.0,,,,,2747.0,https://anaconda.org/conda-forge/nvidia-apex,2021-04-22 16:13:47.237000,71425.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
435,english-words,dwyl/english-words,,nlp,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000000,2021-11-10 15:08:38.000000,2021-10-20 08:05:51.000000,1220,45.0,26.0,5857.0,85.0,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,26.0,23,True,2021-08-02 04:02:28.000000,1.0.4,5.0,english-words,,,,,4.0,,https://pypi.org/project/english-words,2021-08-02 04:02:28.000000,4.0,6423.0,6423.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
436,Lucid,tensorflow/lucid,,interpretability,https://github.com/tensorflow/lucid,https://github.com/tensorflow/lucid,Apache-2.0,2018-01-25 17:41:44.000000,2021-07-02 01:49:08.000000,2021-03-19 15:48:33.000000,592,70.0,100.0,4348.0,667.0,A collection of infrastructure and tools for research in neural network interpretability.,40.0,23,True,2021-03-19 16:01:00.000000,0.3.10,17.0,lucid,,,,['tensorflow'],602.0,596.0,https://pypi.org/project/lucid,2021-03-19 16:01:00.000000,6.0,949.0,949.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
437,T5,google-research/text-to-text-transfer-transformer,,nlp,https://github.com/google-research/text-to-text-transfer-transformer,https://github.com/google-research/text-to-text-transfer-transformer,Apache-2.0,2019-10-17 21:45:14.000000,2021-12-22 15:21:14.000000,2021-12-22 15:21:09.000000,528,64.0,333.0,3869.0,,Code for the paper Exploring the Limits of Transfer Learning with a Unified Text-to-Text Transformer.,44.0,23,True,2021-10-18 13:55:26.000000,0.9.3,28.0,t5,,,,['tensorflow'],76.0,76.0,https://pypi.org/project/t5,2021-10-18 13:55:26.000000,0.0,5604.0,5604.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
438,torchdiffeq,rtqichen/torchdiffeq,,pytorch-utils,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000000,2021-09-22 21:49:42.000000,2021-09-22 21:49:42.000000,664,28.0,129.0,3841.0,224.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,23,True,2021-06-02 23:04:51.000000,0.2.2,6.0,torchdiffeq,,,,['pytorch'],182.0,182.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000000,0.0,9956.0,9956.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
