,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,helm_id,trending,brew_id,apt_id,yum_id,conda_dependent_project_count,dnf_id,yay_id,snap_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count
507,Hummingbird,microsoft/hummingbird,model-serialisation,,https://github.com/microsoft/hummingbird,https://github.com/microsoft/hummingbird,MIT,2020-03-12 20:27:03.000,2025-04-22 14:57:48.691000,2024-10-24 16:27:28,480.0,,279.0,50.0,477.0,69.0,261.0,3434.0,Hummingbird compiles trained ML models into tensor computation for faster inference.,40.0,25,True,2024-10-25 17:04:56.000,0.4.12,25.0,hummingbird-ml,conda-forge/hummingbird-ml,,,,7.0,,https://pypi.org/project/hummingbird-ml,2024-10-25 17:04:56.000,7.0,8608.0,9795.0,https://anaconda.org/conda-forge/hummingbird-ml,2025-04-22 14:57:48.691,57538.0,,,,,2.0,807.0,,,,,,,,,,,,,,,,,,,
508,Apache Singa,apache/singa,distributed-ml,,https://github.com/apache/singa,https://github.com/apache/singa,Apache-2.0,2015-04-02 07:00:05.000,2025-03-31 05:40:06.000000,2025-03-26 13:39:31,2997.0,82.0,1253.0,127.0,1190.0,50.0,89.0,3417.0,a distributed deep learning platform.,97.0,25,True,2020-04-21 08:01:08.000,3.0.0,16.0,,nusdbsystem/singa,apache/singa,,,5.0,5.0,,,,,83.0,https://anaconda.org/nusdbsystem/singa,2025-03-25 16:26:36.714,976.0,https://hub.docker.com/r/apache/singa,2022-05-31 15:24:19.649658,4.0,8987.0,3.0,,,,,,,,,,,,,,,,,,,,
509,PARL,PaddlePaddle/PARL,reinforcement-learning,,https://github.com/PaddlePaddle/PARL,https://github.com/PaddlePaddle/PARL,Apache-2.0,2018-04-25 17:54:22.000,2025-01-24 08:14:17.000000,2025-01-24 08:14:04,517.0,,816.0,61.0,645.0,133.0,415.0,3357.0,A high-performance distributed training framework for Reinforcement Learning.,46.0,25,True,2023-03-14 02:03:08.557,2.2.1,29.0,parl,,,,['paddle'],133.0,132.0,https://pypi.org/project/parl,2022-05-13 04:46:41.000,1.0,1322.0,1322.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
510,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2023-08-28 05:14:10.000000,2022-06-05 10:44:18,1342.0,,528.0,109.0,73.0,193.0,119.0,3093.0,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,False,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,172.0,160.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,1333.0,1389.0,,,,,,,,3.0,4834.0,,,,,,,,,,,,,,,,,,,
511,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2025-04-22 14:57:27.526000,2024-09-23 16:30:23,472.0,,343.0,65.0,319.0,50.0,124.0,3010.0,DDSP: Differentiable Digital Signal Processing.,32.0,25,True,2023-05-25 02:30:41.654,3.7.0,55.0,ddsp,conda-forge/ddsp,,,['tensorflow'],65.0,64.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,5338.0,5709.0,https://anaconda.org/conda-forge/ddsp,2025-04-22 14:57:27.526,21575.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
512,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2024-08-03 17:30:36.000000,2022-10-05 16:26:03,376.0,,241.0,48.0,483.0,57.0,70.0,2874.0,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",14.0,25,False,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,330.0,327.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,22482.0,22483.0,,,,,,,,2.0,100.0,,,,,,,,,,,,,,,,,,,
513,python_speech_features,jameslyons/python_speech_features,audio,,https://github.com/jameslyons/python_speech_features,https://github.com/jameslyons/python_speech_features,MIT,2013-10-31 02:42:08.000,2021-10-20 10:08:48.000000,2020-12-31 13:27:01,120.0,,617.0,86.0,29.0,25.0,52.0,2398.0,This library provides common speech features for ASR including MFCCs and filterbank energies.,19.0,25,False,2020-01-14 14:12:10.000,0.6.1,6.0,python_speech_features,,,,,993.0,939.0,https://pypi.org/project/python_speech_features,2017-08-16 01:46:13.000,54.0,29286.0,29286.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
514,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2023-07-04 21:11:26.000000,2023-07-04 21:11:26,451.0,,250.0,54.0,56.0,19.0,50.0,2222.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],797.0,778.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,19.0,13415.0,13415.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
515,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2024-10-07 11:50:22.000000,2024-09-23 17:14:22,14660.0,,93.0,38.0,59.0,13.0,79.0,2222.0,The friendly PIL fork.,433.0,25,False,,,72.0,pillow-simd,,,,,65.0,,https://pypi.org/project/pillow-simd,2024-09-23 18:27:59.000,65.0,23058.0,23058.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
516,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2023-10-24 16:13:23.000000,2018-12-16 15:30:13,118.0,,240.0,69.0,21.0,93.0,66.0,2124.0,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,36.0,pyflux,,,,,287.0,283.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,4.0,98333.0,98333.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
517,checklist,marcotcr/checklist,interpretability,,https://github.com/marcotcr/checklist,https://github.com/marcotcr/checklist,MIT,2020-03-09 17:18:49.000,2025-04-22 14:57:44.390000,2023-09-26 17:27:56,255.0,,205.0,26.0,65.0,11.0,83.0,2032.0,Beyond Accuracy: Behavioral Testing of NLP models with CheckList.,15.0,25,False,2021-05-24 16:45:59.000,0.0.11,10.0,checklist,conda-forge/checklist,,,['jupyter'],386.0,378.0,https://pypi.org/project/checklist,2021-05-24 16:45:59.000,8.0,1090.0,1270.0,https://anaconda.org/conda-forge/checklist,2025-04-22 14:57:44.390,9227.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
518,Torchmeta,tristandeleu/pytorch-meta,pytorch-utils,,https://github.com/tristandeleu/pytorch-meta,https://github.com/tristandeleu/pytorch-meta,MIT,2018-12-04 23:36:45.000,2023-07-17 16:05:00.000000,2021-09-20 16:03:46,382.0,,249.0,41.0,33.0,51.0,90.0,2026.0,A collection of extensions and data-loaders for few-shot learning & meta-learning in PyTorch.,12.0,25,False,2021-09-20 16:06:33.000,1.8.0,28.0,torchmeta,,,,['pytorch'],200.0,200.0,https://pypi.org/project/torchmeta,2021-09-20 16:06:33.000,,8725.0,8725.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
519,Feature Engine,solegalli/feature_engine,others,,https://github.com/solegalli/feature_engine,https://github.com/solegalli/feature_engine,BSD-3-Clause,2020-08-06 19:43:35.639,2025-04-22 14:57:33.475000,2024-08-31 13:01:11,360.0,,318.0,1.0,1.0,1.0,,1975.0,Feature engineering package with sklearn like functionality.,49.0,25,True,2025-01-22 15:27:15.000,1.8.3,43.0,feature_engine,conda-forge/feature_engine,,,,176.0,,https://pypi.org/project/feature_engine,2025-01-22 15:27:15.000,176.0,257230.0,258489.0,https://anaconda.org/conda-forge/feature_engine,2025-04-22 14:57:33.475,70552.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
520,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2023-05-04 14:44:22.000000,2023-01-04 06:06:27,1221.0,,310.0,55.0,1313.0,235.0,810.0,1964.0,A toolkit for reproducible reinforcement learning research.,79.0,25,False,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],125.0,121.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,4.0,1041.0,1041.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
521,TensorFlow Privacy,tensorflow/privacy,privacy-ml,,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000,2025-04-23 20:16:27.000000,2025-04-23 20:16:22,897.0,5.0,446.0,58.0,371.0,117.0,93.0,1960.0,Library for training machine learning models with privacy for training data.,60.0,25,True,2024-02-14 19:18:00.000,0.9.0,31.0,tensorflow-privacy,,,,['tensorflow'],21.0,,https://pypi.org/project/tensorflow-privacy,2024-02-14 19:08:50.000,21.0,21839.0,21841.0,,,,,,,,2.0,187.0,,,,,,,,,,,,,,,,,,,
522,HyperTools,ContextLab/hypertools,data-viz,,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000,2024-03-19 21:59:57.000000,2024-03-19 21:59:57,1652.0,,161.0,59.0,69.0,67.0,130.0,1843.0,A Python toolbox for gaining geometric insights into high-dimensional data.,22.0,25,False,2022-02-12 03:29:55.000,0.8.0,21.0,hypertools,,,,,506.0,504.0,https://pypi.org/project/hypertools,2022-02-12 02:43:24.000,2.0,704.0,704.0,,,,,,,,3.0,71.0,,,,,,,,,,,,,,,,,,,
523,TNT,pytorch/tnt,ml-experiments,,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000,2025-04-11 00:39:05.000000,2025-04-11 00:33:46,1071.0,24.0,281.0,42.0,918.0,85.0,66.0,1689.0,A lightweight library for PyTorch training tools and utilities.,146.0,25,True,2018-07-29 23:16:03.000,0.0.4,3.0,torchnet,,,,['pytorch'],24.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000,24.0,5770.0,5770.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
524,Talos,autonomio/talos,hyperopt,,https://github.com/autonomio/talos,https://github.com/autonomio/talos,MIT,2018-05-04 20:36:41.000,2024-04-22 10:30:49.000000,2024-04-22 10:30:48,671.0,,269.0,26.0,187.0,12.0,390.0,1634.0,Hyperparameter Experiments with TensorFlow and Keras.,23.0,25,True,2024-04-21 09:02:06.000,1.4,18.0,talos,,,,['tensorflow'],213.0,205.0,https://pypi.org/project/talos,2024-04-21 09:02:29.000,8.0,1950.0,1950.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
525,Elephas,maxpumperla/elephas,distributed-ml,,https://github.com/maxpumperla/elephas,https://github.com/maxpumperla/elephas,MIT,2015-08-13 12:09:19.000,2025-04-22 14:57:10.644000,2022-08-31 01:52:51,509.0,,308.0,99.0,49.0,8.0,151.0,1574.0,Distributed Deep learning with Keras & Spark.,27.0,25,False,2024-12-04 03:48:36.000,6.2.1,46.0,elephas,conda-forge/elephas,,,"['keras', 'spark']",,,https://pypi.org/project/elephas,2024-12-04 03:48:36.000,,34370.0,34621.0,https://anaconda.org/conda-forge/elephas,2025-04-22 14:57:10.644,17101.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
526,EfficientNets,rwightman/gen-efficientnet-pytorch,pytorch-utils,,https://github.com/rwightman/gen-efficientnet-pytorch,https://github.com/rwightman/gen-efficientnet-pytorch,Apache-2.0,2019-05-11 19:35:56.000,2024-06-13 23:15:42.000000,2024-06-13 23:15:42,109.0,,214.0,42.0,12.0,4.0,51.0,1569.0,"Pretrained EfficientNet, EfficientNet-Lite, MixNet, MobileNetV3 / V2, MNASNet A1 and B1, FBNet, Single-Path NAS.",5.0,25,True,2021-07-08 19:05:05.000,1.0.2,10.0,geffnet,,,,['pytorch'],296.0,292.0,https://pypi.org/project/geffnet,2021-07-08 19:05:05.000,4.0,186694.0,186694.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
527,responsible-ai-widgets,microsoft/responsible-ai-toolbox,interpretability,,https://github.com/microsoft/responsible-ai-toolbox,https://github.com/microsoft/responsible-ai-toolbox,MIT,2020-07-06 20:46:53.000,2025-02-07 15:09:04.000000,2025-02-07 15:09:02,1975.0,2.0,392.0,35.0,2288.0,86.0,235.0,1521.0,Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and..,43.0,25,True,2024-07-08 18:03:34.000,0.36.0,57.0,raiwidgets,,,,"['pytorch', 'tensorflow', 'jupyter']",6.0,,https://pypi.org/project/raiwidgets,2024-07-08 16:42:42.000,6.0,9040.0,9040.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
528,imodels,csinva/imodels,interpretability,,https://github.com/csinva/imodels,https://github.com/csinva/imodels,MIT,2019-07-04 15:38:48.000,2025-03-05 14:46:53.000000,2025-03-05 14:46:53,1083.0,3.0,122.0,22.0,117.0,37.0,58.0,1448.0,"Interpretable ML package for concise, transparent, and accurate predictive modeling (sklearn-compatible).",25.0,25,True,2024-10-15 14:24:34.000,2.0.0,50.0,imodels,,,,,123.0,114.0,https://pypi.org/project/imodels,2024-10-15 14:23:49.000,9.0,32630.0,32630.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
529,NiftyNet,NifTK/NiftyNet,medical-data,,https://github.com/NifTK/NiftyNet,https://github.com/NifTK/NiftyNet,Apache-2.0,2017-08-30 07:55:43.000,2020-04-21 19:54:52.000000,2020-04-21 19:54:51,3284.0,,402.0,89.0,165.0,103.0,224.0,1378.0,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-..,61.0,25,False,2019-10-10 10:59:33.000,0.6.0,11.0,niftynet,,,,['tensorflow'],47.0,47.0,https://pypi.org/project/niftynet,2019-10-10 10:59:33.000,,328.0,328.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
530,Node2Vec,eliorc/node2vec,graph,,https://github.com/eliorc/node2vec,https://github.com/eliorc/node2vec,MIT,2017-12-08 13:30:06.000,2025-04-22 14:56:50.341000,2024-08-02 11:14:21,90.0,,247.0,20.0,23.0,5.0,92.0,1268.0,Implementation of the node2vec algorithm.,16.0,25,True,2024-08-02 11:13:59.000,0.5.0,19.0,node2vec,conda-forge/node2vec,,,,911.0,880.0,https://pypi.org/project/node2vec,2024-08-02 11:12:23.000,31.0,26321.0,26738.0,https://anaconda.org/conda-forge/node2vec,2025-04-22 14:56:50.341,34625.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
531,TFEncrypted,tf-encrypted/tf-encrypted,privacy-ml,,https://github.com/tf-encrypted/tf-encrypted,https://github.com/tf-encrypted/tf-encrypted,Apache-2.0,2018-03-21 18:22:13.000,2024-09-25 05:32:38.000000,2024-09-25 05:32:38,605.0,,214.0,51.0,461.0,145.0,296.0,1224.0,A Framework for Encrypted Machine Learning in TensorFlow.,29.0,25,True,2023-02-08 02:53:00.720,0.9.1,41.0,tf-encrypted,,,,['tensorflow'],77.0,68.0,https://pypi.org/project/tf-encrypted,2022-11-16 09:12:55.841,9.0,2046.0,2046.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
532,GPUtil,anderskm/gputil,gpu-utilities,,https://github.com/anderskm/gputil,https://github.com/anderskm/gputil,MIT,2017-01-16 11:57:43.000,2024-04-13 14:07:28.000000,2019-08-16 09:00:15,140.0,,121.0,11.0,25.0,29.0,16.0,1177.0,A Python module for getting the GPU status from NVIDA GPUs using nvidia-smi programmically in Python.,14.0,25,False,2018-12-18 09:12:13.000,1.4.0,8.0,gputil,,,,,8419.0,7947.0,https://pypi.org/project/gputil,2018-12-18 09:12:13.000,472.0,494457.0,494457.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
533,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2025-04-22 14:57:27.344000,2025-04-10 19:34:53,738.0,3.0,154.0,14.0,113.0,30.0,263.0,1056.0,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,47.0,25,True,2023-10-06 08:51:55.000,0.6.18,31.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],122.0,,https://pypi.org/project/torch-sparse,2023-10-06 08:51:55.000,122.0,37890.0,51171.0,https://anaconda.org/conda-forge/pytorch_sparse,2025-04-22 14:57:27.344,770327.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
534,TensorFlow Transform,tensorflow/transform,tensorflow-utils,,https://github.com/tensorflow/transform,https://github.com/tensorflow/transform,Apache-2.0,2017-02-10 00:36:53.000,2025-03-17 19:16:36.000000,2025-03-17 19:16:35,947.0,2.0,215.0,56.0,104.0,39.0,180.0,987.0,Input pipeline framework.,29.0,25,True,2024-10-28 22:13:18.000,1.16.0,58.0,tensorflow-transform,,,,['tensorflow'],18.0,,https://pypi.org/project/tensorflow-transform,2024-10-28 22:32:45.000,18.0,236585.0,236585.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
535,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2023-01-17 18:04:41.000000,2023-01-17 18:04:41,515.0,,261.0,43.0,72.0,104.0,188.0,942.0,Gaussian Process Optimization using GPy.,51.0,25,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,616.0,579.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,37.0,5710.0,5710.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
536,torch-cluster,rusty1s/pytorch_cluster,graph,,https://github.com/rusty1s/pytorch_cluster,https://github.com/rusty1s/pytorch_cluster,MIT,2018-01-12 20:56:06.000,2025-04-22 14:57:27.288000,2025-04-20 07:22:22,610.0,3.0,151.0,13.0,71.0,32.0,149.0,864.0,PyTorch Extension Library of Optimized Graph Cluster Algorithms.,39.0,25,True,2023-10-12 06:54:28.000,1.6.3,43.0,torch-cluster,conda-forge/pytorch_cluster,,,['pytorch'],62.0,,https://pypi.org/project/torch-cluster,2023-10-12 06:52:43.000,62.0,22509.0,28420.0,https://anaconda.org/conda-forge/pytorch_cluster,2025-04-22 14:57:27.288,348767.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,
537,data-validation,tensorflow/data-validation,data-viz,,https://github.com/tensorflow/data-validation,https://github.com/tensorflow/data-validation,Apache-2.0,2018-07-02 15:47:02.000,2025-03-12 22:37:45.000000,2025-03-12 22:37:44,986.0,5.0,174.0,47.0,89.0,39.0,146.0,769.0,Library for exploring and validating machine learning data.,27.0,25,True,2024-10-15 19:51:40.000,1.16.1,48.0,tensorflow-data-validation,,,,"['tensorflow', 'jupyter']",31.0,,https://pypi.org/project/tensorflow-data-validation,2024-10-15 20:20:03.000,31.0,137982.0,137994.0,,,,,,,,3.0,983.0,,,,,,,,,,,,,,,,,,,
538,python-ternary,marcharper/python-ternary,data-viz,,https://github.com/marcharper/python-ternary,https://github.com/marcharper/python-ternary,MIT,2012-08-07 23:48:55.000,2025-04-22 14:56:22.353000,2024-06-12 05:36:27,401.0,,157.0,16.0,74.0,35.0,110.0,759.0,Ternary plotting library for python with matplotlib.,28.0,25,True,2021-02-17 18:38:15.000,1.0.8,11.0,python-ternary,conda-forge/python-ternary,,,,248.0,216.0,https://pypi.org/project/python-ternary,2021-02-17 18:38:15.000,32.0,18879.0,20901.0,https://anaconda.org/conda-forge/python-ternary,2025-04-22 14:56:22.353,101108.0,,,,,3.0,36.0,,,,,,,,,,,,,,,,,,,
539,FEDOT,nccr-itmo/FEDOT,hyperopt,,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37.000,2025-04-24 14:49:44.000000,2025-03-31 13:29:03,924.0,13.0,88.0,11.0,794.0,65.0,501.0,666.0,Automated modeling and machine learning framework FEDOT.,38.0,25,True,2025-03-10 12:44:37.000,0.7.5,24.0,fedot,,,,,67.0,60.0,https://pypi.org/project/fedot,2025-03-10 12:22:57.000,7.0,1950.0,1950.0,,,,,,,,2.0,,,,,,,aimclub/FEDOT,,,,,,,,,,,,,
540,findspark,minrk/findspark,others,,https://github.com/minrk/findspark,https://github.com/minrk/findspark,BSD-3-Clause,2015-06-12 21:34:06.000,2025-04-22 14:56:24.321000,2022-02-11 07:59:35,77.0,,72.0,7.0,17.0,11.0,12.0,522.0,Find pyspark to make it importable.,15.0,25,False,2022-02-11 08:02:06.000,2.0.1,14.0,findspark,conda-forge/findspark,,,['spark'],5512.0,5409.0,https://pypi.org/project/findspark,2022-02-11 08:02:06.000,103.0,2210047.0,2234300.0,https://anaconda.org/conda-forge/findspark,2025-04-22 14:56:24.321,945880.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,
541,lightwood,mindsdb/lightwood,hyperopt,,https://github.com/mindsdb/lightwood,https://github.com/mindsdb/lightwood,GPL-3.0,2019-05-20 21:31:14.000,2025-03-25 10:15:39.000000,2025-03-25 10:02:18,5698.0,11.0,94.0,17.0,793.0,10.0,446.0,465.0,Lightwood is Legos for Machine Learning.,50.0,25,False,2025-03-25 10:04:00.000,25.3.3.3,211.0,lightwood,,,,['pytorch'],85.0,83.0,https://pypi.org/project/lightwood,2025-03-25 10:15:39.000,2.0,9391.0,9391.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
542,gokart,m3dev/gokart,ml-experiments,,https://github.com/m3dev/gokart,https://github.com/m3dev/gokart,MIT,2018-12-23 07:40:27.000,2025-04-24 12:57:57.000000,2025-04-24 12:57:54,608.0,20.0,62.0,38.0,373.0,32.0,67.0,320.0,"Gokart solves reproducibility, task dependencies, constraints of good code, and ease of use for Machine Learning..",47.0,25,True,2025-02-27 13:03:12.000,1.9.0,88.0,gokart,,,,,92.0,84.0,https://pypi.org/project/gokart,2025-02-27 13:03:12.000,8.0,6045.0,6045.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
543,Image Deduplicator,idealo/imagededup,image,,https://github.com/idealo/imagededup,https://github.com/idealo/imagededup,Apache-2.0,2019-04-05 12:10:54.000,2025-03-19 09:45:45.000000,2025-03-19 09:45:45,526.0,2.0,459.0,63.0,99.0,43.0,88.0,5329.0,Finding duplicate images made easy!.,17.0,24,True,2023-04-28 17:29:01.612,0.3.2,12.0,imagededup,,,,['tensorflow'],188.0,183.0,https://pypi.org/project/imagededup,2023-04-28 17:29:01.612,5.0,23397.0,23397.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
544,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749.0,134.0,43.0,141.0,98.0,4937.0,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,24,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1179.0,1163.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,16.0,976.0,987.0,,,,,,,,3.0,988.0,,,,,,,,,,,,,,,,,,,
545,segmentation_models,qubvel/segmentation_models,image,,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000,2024-08-21 11:16:16.000000,2024-08-21 11:16:16,206.0,,1032.0,89.0,65.0,271.0,270.0,4832.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,15.0,24,True,2020-01-10 11:36:02.000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],28.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000,28.0,26607.0,26607.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
546,OpenPrompt,thunlp/OpenPrompt,nlp,,https://github.com/thunlp/OpenPrompt,https://github.com/thunlp/OpenPrompt,Apache-2.0,2021-09-30 09:38:45.000,2024-07-16 03:48:08.000000,2023-05-06 14:09:10,264.0,,457.0,44.0,57.0,95.0,175.0,4565.0,An Open-Source Framework for Prompt-Learning.,24.0,24,False,2022-07-06 14:27:42.000,1.0.1,5.0,openprompt,,,,,176.0,173.0,https://pypi.org/project/openprompt,2022-07-06 14:27:42.000,3.0,832.0,832.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
547,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2022-09-04 14:04:44.000000,2022-09-04 14:04:44,839.0,,727.0,62.0,247.0,130.0,825.0,4254.0,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",115.0,24,False,2021-04-06 12:38:10.521,2.10.2,31.0,stable-baselines,,,,,21.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:38:10.521,21.0,4650.0,4650.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
548,pytorch-summary,sksq96/pytorch-summary,pytorch-utils,,https://github.com/sksq96/pytorch-summary,https://github.com/sksq96/pytorch-summary,MIT,2018-04-23 13:58:04.000,2024-03-02 15:10:25.000000,2021-05-10 18:34:53,57.0,,413.0,35.0,57.0,138.0,46.0,4038.0,Model summary in PyTorch similar to `model.summary()` in Keras.,11.0,24,False,2018-09-26 05:07:28.000,1.5.1,12.0,torchsummary,,,,['pytorch'],135.0,,https://pypi.org/project/torchsummary,2018-09-26 05:07:28.000,135.0,199306.0,199306.0,,,,,,,,3.0,,,,,,,,,-4.0,,,,,,,,,,,
549,neon,NervanaSystems/neon,ml-frameworks,,https://github.com/NervanaSystems/neon,https://github.com/NervanaSystems/neon,Apache-2.0,2014-10-16 01:00:17.000,2025-04-22 15:32:21.452000,2019-05-22 18:27:54,1118.0,,811.0,322.0,89.0,91.0,306.0,3876.0,Intel Nervana reference deep learning framework committed to best performance on all hardware.,108.0,24,False,2018-01-05 23:25:04.000,2.6.0,32.0,nervananeon,anaconda/neon,,,,,,https://pypi.org/project/nervananeon,2018-01-05 23:25:04.000,,312.0,335.0,https://anaconda.org/anaconda/neon,2025-04-22 15:32:21.452,2117.0,,,,,3.0,422.0,,,,,,,,,,,,,,,,,,,
