,name,github_id,resource,category,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,github_release_downloads,trending,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,updated_github_id,snap_id,dnf_id,yay_id,apt_id,yum_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,bitbucket_id
436,torchdiffeq,rtqichen/torchdiffeq,,pytorch-utils,https://github.com/rtqichen/torchdiffeq,https://github.com/rtqichen/torchdiffeq,MIT,2018-11-14 17:51:25.000000,2021-09-22 21:49:42.000000,2021-09-22 21:49:42.000000,669,28.0,129.0,3853.0,224.0,Differentiable ODE solvers with full GPU support and O(1)-memory backpropagation.,20.0,23,True,2021-06-02 23:04:51.000000,0.2.2,6.0,torchdiffeq,,,,['pytorch'],184.0,184.0,https://pypi.org/project/torchdiffeq,2021-06-02 23:04:51.000000,0.0,16214.0,16214.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
437,TensorFlowOnSpark,yahoo/TensorFlowOnSpark,,distributed-ml,https://github.com/yahoo/TensorFlowOnSpark,https://github.com/yahoo/TensorFlowOnSpark,Apache-2.0,2017-01-20 18:15:57.000000,2021-10-15 23:08:42.000000,2021-10-15 23:08:39.000000,959,6.0,354.0,3746.0,628.0,TensorFlowOnSpark brings TensorFlow programs to Apache Spark clusters.,33.0,23,True,2021-05-25 22:25:31.000000,2.2.4,31.0,tensorflowonspark,,,,"['tensorflow', 'spark']",5.0,,https://pypi.org/project/tensorflowonspark,2021-05-25 20:44:29.000000,5.0,314998.0,314998.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
438,segmentation_models,qubvel/segmentation_models,,image,https://github.com/qubvel/segmentation_models,https://github.com/qubvel/segmentation_models,MIT,2018-06-05 13:27:56.000000,2022-01-04 21:11:23.000000,2020-04-17 09:51:20.000000,844,200.0,254.0,3597.0,204.0,Segmentation models with pretrained backbones. Keras and TensorFlow Keras.,14.0,23,False,2020-01-10 11:36:02.000000,1.0.1,8.0,segmentation_models,,,,['tensorflow'],24.0,,https://pypi.org/project/segmentation_models,2020-01-10 11:36:02.000000,24.0,50396.0,50396.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
439,PyAlgoTrade,gbeced/pyalgotrade,,financial-data,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000000,2021-11-28 22:07:38.000000,2018-08-21 02:42:52.000000,1216,45.0,84.0,3577.0,1156.0,Python Algorithmic Trading Library.,11.0,23,False,,,8.0,pyalgotrade,,,,,121.0,100.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000000,21.0,752.0,752.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,speechbrain,speechbrain/speechbrain,,audio,https://github.com/speechbrain/speechbrain,https://github.com/speechbrain/speechbrain,Apache-2.0,2020-04-28 17:48:45.000000,2022-01-05 09:32:56.000000,2022-01-05 09:32:56.000000,623,110.0,436.0,3571.0,,A PyTorch-based Speech Toolkit.,145.0,23,True,2021-12-20 04:22:27.000000,0.5.11,10.0,speechbrain,,,,['pytorch'],108.0,108.0,https://pypi.org/project/speechbrain,2021-12-20 04:23:25.000000,0.0,4764.0,4764.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,PaddleSeg,PaddlePaddle/PaddleSeg,,image,https://github.com/PaddlePaddle/PaddleSeg,https://github.com/PaddlePaddle/PaddleSeg,Apache-2.0,2019-08-26 02:32:22.000000,2022-01-06 12:55:48.000000,2022-01-05 14:21:13.000000,778,409.0,422.0,3517.0,,"Easy-to-use image segmentation library with awesome pre-trained model zoo, supporting wide-range of practical tasks..",60.0,23,True,2021-10-13 06:47:17.000000,2.3.0,13.0,paddleseg,,,,['paddle'],438.0,438.0,https://pypi.org/project/paddleseg,2021-10-13 06:47:17.000000,0.0,1067.0,1067.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,yellowbrick,DistrictDataLabs/yellowbrick,,interpretability,https://github.com/DistrictDataLabs/yellowbrick,https://github.com/DistrictDataLabs/yellowbrick,Apache-2.0,2016-05-18 14:12:17.000000,2022-01-05 19:25:57.000000,2022-01-05 19:25:56.000000,492,95.0,547.0,3461.0,,Visual analysis and diagnostic tools to facilitate machine learning model selection.,102.0,23,True,2021-02-13 20:31:18.000000,1.3.post1,22.0,yellowbrick,,,,['sklearn'],62.0,,https://pypi.org/project/yellowbrick,2021-02-13 20:42:26.000000,62.0,267975.0,267975.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
443,Image Super-Resolution,idealo/image-super-resolution,,image,https://github.com/idealo/image-super-resolution,https://github.com/idealo/image-super-resolution,Apache-2.0,2018-11-26 13:41:13.000000,2021-11-02 15:48:01.000000,2021-06-02 09:45:13.000000,577,80.0,108.0,3329.0,150.0,Super-scale your images and run experiments with Residual Dense and Adversarial Networks.,10.0,23,True,2020-01-08 15:37:35.000000,2.2.0,11.0,ISR,,idealo/image-super-resolution-gpu,,['tensorflow'],76.0,68.0,https://pypi.org/project/ISR,2020-01-08 15:37:35.000000,8.0,5578.0,5583.0,,,,https://hub.docker.com/r/idealo/image-super-resolution-gpu,2019-04-01 13:48:45.697251,,195.0,3.0,,,,,,,,,,,,,,,,,,,,,
444,FinRL,AI4Finance-LLC/FinRL,,reinforcement-learning,https://github.com/AI4Finance-Foundation/FinRL,https://github.com/AI4Finance-Foundation/FinRL,MIT,2020-07-26 13:18:16.000000,2022-01-06 04:47:37.000000,2022-01-06 04:47:28.000000,833,88.0,176.0,3132.0,1308.0,FinRL: Financial Reinforcement Learning Framework. Please star.,50.0,23,True,2021-09-05 12:46:17.000000,0.3.1,5.0,finrl,,,,,8.0,8.0,https://pypi.org/project/finrl,2021-09-05 12:46:17.000000,,299.0,299.0,,,,,,,,3.0,,,,,,,,,,,AI4Finance-Foundation/FinRL,,,,,,,,,,
445,BentoML,bentoml/BentoML,,model-serialisation,https://github.com/bentoml/BentoML,https://github.com/bentoml/BentoML,Apache-2.0,2019-04-02 01:39:27.000000,2022-01-06 14:16:42.000000,2021-12-03 06:24:55.000000,354,88.0,422.0,3099.0,,Model Serving Made Easy.,90.0,23,True,2021-07-13 10:52:52.000000,0.13.1,55.0,bentoml,,,,,159.0,159.0,https://pypi.org/project/bentoml,2021-12-14 09:16:07.000000,,11570.0,11598.0,,,,,,,,2.0,927.0,,,,,,,,,,,,,,,,,,,,
446,Chartify,spotify/chartify,,data-viz,https://github.com/spotify/chartify,https://github.com/spotify/chartify,Apache-2.0,2018-09-17 14:12:05.000000,2021-09-17 06:10:10.000000,2021-02-05 18:49:02.000000,273,41.0,31.0,3062.0,195.0,Python library that makes it easy for data scientists to create charts.,21.0,23,True,2020-11-02 22:14:08.000000,3.0.3,16.0,chartify,conda-forge/chartify,,,,66.0,61.0,https://pypi.org/project/chartify,2020-11-02 22:14:08.000000,5.0,1326.0,1787.0,https://anaconda.org/conda-forge/chartify,2020-11-07 19:52:50.628000,17533.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,MMLSpark,Azure/mmlspark,,distributed-ml,https://github.com/microsoft/SynapseML,https://github.com/microsoft/SynapseML,MIT,2017-06-05 08:23:44.000000,2022-01-06 09:48:57.000000,2022-01-06 06:47:45.000000,602,196.0,288.0,3036.0,1012.0,Simple and Distributed Machine Learning.,80.0,23,True,2021-11-16 05:19:37.000000,0.9.4,22.0,mmlspark,,,,['spark'],,,https://pypi.org/project/mmlspark,2020-03-18 01:27:31.000000,,41795.0,41795.0,,,,,,,,3.0,,,,,,,,,,,microsoft/SynapseML,,,,,,,,,,
448,layout-parser,Layout-Parser/layout-parser,,image,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000000,2021-12-03 06:49:39.000000,2021-09-23 16:39:47.000000,251,37.0,34.0,2723.0,166.0,A Unified Toolkit for Deep Learning Based Document Image Analysis.,5.0,23,True,2021-09-23 17:37:22.000000,0.3.2,9.0,layoutparser,,,,,38.0,38.0,https://pypi.org/project/layoutparser,2021-09-23 17:37:22.000000,0.0,3645.0,3645.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,ART,Trusted-AI/adversarial-robustness-toolbox,,adversarial,https://github.com/Trusted-AI/adversarial-robustness-toolbox,https://github.com/Trusted-AI/adversarial-robustness-toolbox,MIT,2018-03-15 14:40:43.000000,2022-01-06 13:02:08.000000,2022-01-06 13:01:11.000000,753,78.0,550.0,2710.0,,"Adversarial Robustness Toolbox (ART) - Python Library for Machine Learning Security - Evasion, Poisoning, Extraction,..",90.0,23,True,2021-12-18 22:14:37.000000,1.9.0,37.0,adversarial-robustness-toolbox,,,,,178.0,178.0,https://pypi.org/project/adversarial-robustness-toolbox,2021-12-18 22:30:58.000000,0.0,4166.0,4166.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
450,Porcupine,Picovoice/Porcupine,,audio,https://github.com/Picovoice/porcupine,https://github.com/Picovoice/porcupine,Apache-2.0,2018-03-08 01:55:25.000000,2022-01-05 20:55:19.000000,2022-01-05 20:55:16.000000,378,8.0,345.0,2621.0,635.0,On-device wake word detection powered by deep learning.,30.0,23,True,2021-12-21 00:50:46.000000,2.0.4,24.0,pvporcupine,,,,,7.0,7.0,https://pypi.org/project/pvporcupine,2021-12-21 00:50:46.000000,0.0,1618.0,1618.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
451,tensorflow-graphics,tensorflow/graphics,,image,https://github.com/tensorflow/graphics,https://github.com/tensorflow/graphics,Apache-2.0,2019-01-08 10:39:44.000000,2022-01-06 14:02:26.000000,2021-12-20 19:15:58.000000,332,132.0,89.0,2573.0,742.0,TensorFlow Graphics: Differentiable Graphics Layers for TensorFlow.,34.0,23,True,2021-12-03 22:33:39.000000,2021.12.3,25.0,tensorflow-graphics,,,,['tensorflow'],6.0,,https://pypi.org/project/tensorflow-graphics,2021-12-03 22:33:39.000000,6.0,2541.0,2541.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,Enigma Catalyst,enigmampc/catalyst,,financial-data,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55.000000,682,123.0,358.0,2318.0,6364.0,An Algorithmic Trading Library for Crypto-Assets in Python.,147.0,23,True,2018-11-11 16:46:28.000000,0.5.21,52.0,enigma-catalyst,,,,,25.0,23.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000000,2.0,1378.0,1378.0,,,,,,,,3.0,,,,,,,,,,,scrtlabs/catalyst,,,,,,,,,,
453,SRU,asappresearch/sru,,pytorch-utils,https://github.com/asappresearch/sru,https://github.com/asappresearch/sru,MIT,2017-08-28 20:37:41.000000,2022-01-04 21:17:53.000000,2021-05-19 15:52:48.000000,295,54.0,67.0,2013.0,400.0,Training RNNs as Fast as CNNs (https://arxiv.org/abs/1709.02755).,21.0,23,True,2021-05-18 16:13:10.000000,2.6.0,32.0,sru,,,,['pytorch'],19.0,17.0,https://pypi.org/project/sru,2021-06-17 23:33:37.000000,2.0,2991.0,2991.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
454,pytorch-nlp,PetrochukM/PyTorch-NLP,,nlp,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000000,2021-08-22 16:33:38.000000,2021-07-10 15:56:42.000000,242,18.0,49.0,1998.0,447.0,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,23,True,2019-11-04 05:16:00.000000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],334.0,316.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000000,18.0,6984.0,6984.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,PyFlux,RJT1990/pyflux,,time-series-data,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13.000000,219,82.0,65.0,1938.0,118.0,Open source time series library for Python.,6.0,23,False,2017-11-21 16:27:06.000000,0.4.16,35.0,pyflux,,,,,237.0,207.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000000,30.0,21808.0,21808.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,aim,aimhubio/aim,,ml-experiments,https://github.com/aimhubio/aim,https://github.com/aimhubio/aim,Apache-2.0,2019-05-31 18:25:07.000000,2022-01-06 11:40:21.000000,2022-01-05 14:26:44.000000,108,110.0,187.0,1935.0,,Aim an easy-to-use and performant open-source experiment tracker.,25.0,23,True,2021-12-24 13:13:45.000000,3.3.3,112.0,aim,,,,,48.0,46.0,https://pypi.org/project/aim,2021-12-24 13:13:45.000000,2.0,8138.0,8138.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
457,Pillow-SIMD,uploadcare/pillow-simd,,image,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000000,2022-01-05 01:05:41.000000,2022-01-04 16:10:00.000000,75,9.0,62.0,1710.0,,The friendly PIL fork.,383.0,23,False,2022-01-02 09:51:23.000000,9.0.0,47.0,pillow-simd,,,,,50.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000000,50.0,50923.0,50923.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,HyperTools,ContextLab/hypertools,,data-viz,https://github.com/ContextLab/hypertools,https://github.com/ContextLab/hypertools,MIT,2016-09-27 21:31:25.000000,2021-07-19 16:15:16.000000,2021-07-19 16:15:16.000000,155,67.0,122.0,1680.0,1599.0,A Python toolbox for gaining geometric insights into high-dimensional data.,21.0,23,True,2021-06-15 19:22:37.000000,0.7.0,20.0,hypertools,,,,,170.0,161.0,https://pypi.org/project/hypertools,2021-06-15 19:22:37.000000,9.0,1004.0,1004.0,,,,,,,,3.0,8.0,,,,,,,,,,,,,,,,,,,,
459,Multicore-TSNE,DmitryUlyanov/Multicore-TSNE,,data-viz,https://github.com/DmitryUlyanov/Multicore-TSNE,https://github.com/DmitryUlyanov/Multicore-TSNE,BSD-3-Clause,2016-10-19 05:46:52.000000,2021-11-09 17:22:51.512000,2020-08-19 14:58:00.000000,200,37.0,21.0,1670.0,113.0,Parallel t-SNE implementation with Python and Torch wrappers.,15.0,23,False,2017-11-08 13:32:20.000000,0.0.1,3.0,MulticoreTSNE,conda-forge/multicore-tsne,,,['pytorch'],296.0,268.0,https://pypi.org/project/MulticoreTSNE,2019-01-09 07:23:04.000000,28.0,7586.0,7900.0,https://anaconda.org/conda-forge/multicore-tsne,2021-11-09 17:22:51.512000,11964.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
460,FairScale,facebookresearch/fairscale,,distributed-ml,https://github.com/facebookresearch/fairscale,https://github.com/facebookresearch/fairscale,BSD-3-Clause,2020-07-07 19:02:01.000000,2022-01-06 00:51:10.000000,2022-01-05 17:12:12.000000,143,64.0,201.0,1565.0,,PyTorch extensions for high performance and large scale training.,52.0,23,True,2021-12-21 20:08:57.000000,0.4.4,26.0,fairscale,,,,['pytorch'],138.0,138.0,https://pypi.org/project/fairscale,2021-12-21 20:08:54.000000,0.0,35892.0,35892.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
461,modAL,modAL-python/modAL,,others,https://github.com/modAL-python/modAL,https://github.com/modAL-python/modAL,MIT,2017-11-14 14:01:15.000000,2021-12-19 17:42:50.000000,2021-01-07 09:40:40.000000,230,66.0,53.0,1538.0,648.0,A modular active learning framework for Python.,14.0,23,True,2021-01-07 09:47:49.000000,0.4.1,12.0,modAL,,,,['sklearn'],120.0,112.0,https://pypi.org/project/modAL,2021-01-07 09:47:49.000000,8.0,3032.0,3032.0,,,,,,,,3.0,19.0,,,,,,,,,,,,,,,,,,,,
462,TensorFlow Privacy,tensorflow/privacy,,privacy-ml,https://github.com/tensorflow/privacy,https://github.com/tensorflow/privacy,Apache-2.0,2018-12-21 18:46:46.000000,2022-01-05 22:13:55.000000,2022-01-05 22:13:54.000000,329,62.0,86.0,1534.0,564.0,Library for training machine learning models with privacy for training data.,43.0,23,True,2021-09-01 02:54:34.000000,0.7.3,17.0,tensorflow-privacy,,,,['tensorflow'],2.0,,https://pypi.org/project/tensorflow-privacy,2021-09-01 02:54:34.000000,2.0,20032.0,20034.0,,,,,,,,2.0,59.0,,,,,,,,,,,,,,,,,,,,
463,pygraphistry,graphistry/pygraphistry,,graph,https://github.com/graphistry/pygraphistry,https://github.com/graphistry/pygraphistry,BSD-3-Clause,2015-06-02 20:28:42.000000,2021-12-31 14:48:38.000000,2021-12-22 01:54:09.000000,147,73.0,109.0,1512.0,820.0,"PyGraphistry is a Python library to quickly load, shape, embed, and explore big graphs with the GPU-accelerated..",19.0,23,True,2021-12-07 07:06:16.000000,0.20.5,126.0,graphistry,,,,['jupyter'],58.0,54.0,https://pypi.org/project/graphistry,2021-12-07 07:06:16.000000,4.0,2125.0,2125.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
464,sklearn-contrib-lightning,scikit-learn-contrib/lightning,,sklearn-utils,https://github.com/scikit-learn-contrib/lightning,https://github.com/scikit-learn-contrib/lightning,BSD-3-Clause,2012-01-11 13:53:52.000000,2022-01-06 02:02:20.000000,2022-01-03 01:23:56.000000,193,50.0,41.0,1503.0,732.0,"Large-scale linear classification, regression and ranking in Python.",17.0,23,True,2021-06-16 21:04:08.000000,0.6.1,10.0,sklearn-contrib-lightning,conda-forge/sklearn-contrib-lightning,,,['sklearn'],107.0,97.0,https://pypi.org/project/sklearn-contrib-lightning,2021-06-15 21:53:28.000000,10.0,1486.0,3932.0,https://anaconda.org/conda-forge/sklearn-contrib-lightning,2021-11-13 15:37:21.493000,160547.0,,,,,2.0,104.0,,,,,,,,,,,,,,,,,,,,
465,Karate Club,benedekrozemberczki/karateclub,,graph,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000000,2021-12-19 19:02:45.000000,2021-12-19 19:02:45.000000,174,1.0,64.0,1480.0,2203.0,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,13.0,23,False,2021-09-29 21:05:51.000000,_10202,101.0,karateclub,,,,,67.0,67.0,https://pypi.org/project/karateclub,2021-09-29 21:00:31.000000,0.0,4234.0,4234.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
466,bonobo,python-bonobo/bonobo,,data-pipelines,https://github.com/python-bonobo/bonobo,https://github.com/python-bonobo/bonobo,Apache-2.0,2016-12-09 04:03:23.000000,2021-11-10 16:43:45.000000,2021-03-10 15:44:00.000000,123,95.0,108.0,1480.0,978.0,Extract Transform Load for Python 3.5+.,37.0,23,True,2019-05-16 13:19:48.000000,0.6.4,38.0,bonobo,,,http://docs.bonobo-project.org/en/master/,,180.0,128.0,https://pypi.org/project/bonobo,2019-07-20 13:33:19.000000,52.0,3413.0,3413.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,fklearn,nubank/fklearn,,ml-frameworks,https://github.com/nubank/fklearn,https://github.com/nubank/fklearn,Apache-2.0,2019-02-27 14:32:57.000000,2021-12-30 17:37:43.000000,2021-12-30 00:57:17.000000,152,20.0,21.0,1373.0,133.0,fklearn: Functional Machine Learning.,41.0,23,True,2021-12-30 01:18:22.000000,2.0.0,24.0,fklearn,,,,,11.0,11.0,https://pypi.org/project/fklearn,2021-12-30 01:18:22.000000,,3426.0,3426.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,garage,rlworkgroup/garage,,reinforcement-learning,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000000,2022-01-05 00:25:21.000000,2021-10-20 05:09:03.000000,242,205.0,799.0,1369.0,1217.0,A toolkit for reproducible reinforcement learning research.,78.0,23,True,2021-03-23 22:18:36.000000,2021.3.0,21.0,garage,,,,['tensorflow'],23.0,23.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000000,0.0,614.0,614.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,TNT,pytorch/tnt,,ml-experiments,https://github.com/pytorch/tnt,https://github.com/pytorch/tnt,BSD-3-Clause,2016-12-10 11:49:58.000000,2021-01-22 09:14:29.000000,2021-01-05 19:36:17.000000,190,30.0,35.0,1359.0,156.0,"Simple tools for logging and visualizing, loading and training.",35.0,23,True,2019-11-15 12:57:59.000000,0.0.5.1,3.0,torchnet,,,,['pytorch'],50.0,,https://pypi.org/project/torchnet,2018-07-29 23:16:03.000000,50.0,16291.0,16291.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
470,lightning-flash,PyTorchLightning/lightning-flash,,pytorch-utils,https://github.com/PyTorchLightning/lightning-flash,https://github.com/PyTorchLightning/lightning-flash,Apache-2.0,2021-01-28 18:47:16.000000,2022-01-06 15:08:53.000000,2022-01-05 21:08:02.000000,133,83.0,334.0,1334.0,762.0,Your PyTorch AI Factory - Flash enables you to easily configure and run complex AI recipes for over 15 tasks across 7..,60.0,23,True,2021-12-13 17:53:06.000000,0.6.0,28.0,lightning-flash,,,,['pytorch'],41.0,41.0,https://pypi.org/project/lightning-flash,2021-12-13 17:53:06.000000,0.0,1974.0,1974.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
471,bt,pmorissette/bt,,financial-data,https://github.com/pmorissette/bt,https://github.com/pmorissette/bt,MIT,2014-06-19 16:06:28.000000,2021-05-15 18:58:08.000000,2021-05-15 18:58:08.000000,292,46.0,225.0,1262.0,438.0,bt - flexible backtesting for Python.,24.0,23,True,2021-04-21 02:52:26.000000,0.2.9,25.0,bt,,,,,130.0,90.0,https://pypi.org/project/bt,2021-04-21 02:52:26.000000,40.0,7194.0,7194.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,pyts,johannfaouzi/pyts,,time-series-data,https://github.com/johannfaouzi/pyts,https://github.com/johannfaouzi/pyts,BSD-3-Clause,2017-07-31 09:23:16.000000,2021-12-09 13:27:33.000000,2021-12-09 13:27:29.000000,116,33.0,24.0,1134.0,,A Python package for time series classification.,10.0,23,True,2021-10-31 13:51:09.000000,0.12.0,18.0,pyts,conda-forge/pyts,,,,167.0,163.0,https://pypi.org/project/pyts,2021-10-31 13:51:09.000000,4.0,67396.0,67733.0,https://anaconda.org/conda-forge/pyts,2021-10-31 15:13:32.850000,9799.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
473,alibi-detect,SeldonIO/alibi-detect,,others,https://github.com/SeldonIO/alibi-detect,https://github.com/SeldonIO/alibi-detect,Apache-2.0,2019-10-07 13:29:13.000000,2022-01-06 14:16:35.000000,2022-01-06 11:35:55.000000,113,80.0,116.0,1084.0,441.0,"Algorithms for outlier, adversarial and drift detection.",14.0,23,True,2021-12-09 19:27:30.000000,0.8.0,20.0,alibi-detect,,,,,49.0,47.0,https://pypi.org/project/alibi-detect,2021-12-09 19:25:39.000000,2.0,11237.0,11237.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
474,arq,samuelcolvin/arq,,data-pipelines,https://github.com/samuelcolvin/arq,https://github.com/samuelcolvin/arq,MIT,2016-07-21 18:24:42.000000,2021-12-01 08:00:32.000000,2021-10-15 19:26:51.000000,84,31.0,91.0,1050.0,314.0,Fast job queuing and RPC in python with asyncio and redis.,32.0,23,True,2021-09-02 12:45:02.000000,0.22,55.0,arq,,,,,163.0,155.0,https://pypi.org/project/arq,2021-09-02 12:46:58.000000,8.0,14652.0,14652.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
475,minisom,JustGlowing/minisom,,others,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000000,2021-11-30 08:40:18.000000,2021-11-30 08:40:06.000000,307,10.0,84.0,985.0,460.0,MiniSom is a minimalistic implementation of the Self Organizing Maps.,23.0,23,False,2021-04-24 17:22:39.000000,2.2.9,1.0,minisom,,,,,227.0,219.0,https://pypi.org/project/minisom,2021-04-24 17:21:29.000000,8.0,14756.0,14756.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
476,explainerdashboard,oegedijk/explainerdashboard,,interpretability,https://github.com/oegedijk/explainerdashboard,https://github.com/oegedijk/explainerdashboard,MIT,2019-10-30 08:26:16.000000,2021-12-24 20:27:44.000000,2021-12-24 20:24:09.000000,116,17.0,130.0,949.0,1225.0,Quickly build Explainable AI dashboards that show the inner workings of so-called blackbox machine learning models.,12.0,23,True,2021-10-24 19:56:57.000000,0.3.7,78.0,explainerdashboard,,,,,50.0,50.0,https://pypi.org/project/explainerdashboard,2021-10-24 19:56:57.000000,,4698.0,4698.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
477,stockstats,jealous/stockstats,,financial-data,https://github.com/jealous/stockstats,https://github.com/jealous/stockstats,BSD-3-Clause,2016-06-05 15:21:22.000000,2022-01-03 14:59:38.000000,2022-01-03 14:59:34.000000,246,33.0,71.0,927.0,37.0,Supply a wrapper ``StockDataFrame`` based on the ``pandas.DataFrame`` with inline stock statistics/indicators support.,8.0,23,True,2020-10-17 11:10:43.000000,0.3.2,14.0,stockstats,,,,,425.0,377.0,https://pypi.org/project/stockstats,2020-10-17 11:10:43.000000,48.0,9975.0,9975.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
478,Labml,labmlai/labml,,ml-experiments,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000000,2021-12-23 16:52:42.000000,2021-12-23 16:52:37.000000,65,14.0,12.0,924.0,1158.0,Monitor deep learning model training and hardware usage from your mobile phone.,6.0,23,True,2021-12-20 05:58:07.000000,0.4.135,112.0,labml,,,,,41.0,41.0,https://pypi.org/project/labml,2021-12-20 05:58:07.000000,0.0,13104.0,13104.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
479,ploomber,ploomber/ploomber,,data-pipelines,https://github.com/ploomber/ploomber,https://github.com/ploomber/ploomber,Apache-2.0,2020-01-20 20:13:06.000000,2022-01-06 14:19:09.000000,2022-01-05 21:53:06.000000,65,85.0,339.0,830.0,2266.0,"Write maintainable, production-ready pipelines using Jupyter or your favorite text editor. Develop locally, deploy to..",25.0,23,True,2022-01-04 05:18:42.000000,0.14.2,65.0,ploomber,,,,,24.0,24.0,https://pypi.org/project/ploomber,2022-01-04 05:18:42.000000,0.0,3829.0,3829.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
