,name,github_id,category,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,description,contributor_count,projectrank,show,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_id,conda_id,dockerhub_id,docs_url,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,trending,github_release_downloads,helm_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,brew_id,apt_id,yum_id,updated_github_id,maven_id,maven_url,maven_latest_release_published_at,maven_dependent_project_count,snap_id,dnf_id,yay_id,new_addition
434,pytorchvideo,facebookresearch/pytorchvideo,image,,https://github.com/facebookresearch/pytorchvideo,https://github.com/facebookresearch/pytorchvideo,Apache-2.0,2021-03-09 20:39:13.000,2022-08-15 21:50:01.000000,2022-08-15 21:48:50,165.0,20.0,280,173.0,71.0,53.0,96.0,2578,A deep learning library for video understanding research.,44.0,26,True,2022-01-20 00:16:35.000,0.1.5,9.0,pytorchvideo,,,,['pytorch'],5.0,,https://pypi.org/project/pytorchvideo,2022-01-20 00:16:35.000,5.0,16193.0,16193.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
435,DeepVariant,google/deepvariant,medical-data,,https://github.com/google/deepvariant,https://github.com/google/deepvariant,BSD-3-Clause,2017-11-23 01:56:22.000,2022-06-13 17:38:49.000000,2022-06-02 05:29:11,1945.0,24.0,618,162.0,53.0,3.0,497.0,2554,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA..,24.0,26,True,2022-06-02 18:41:21.000,1.4.0,18.0,,bioconda/deepvariant,,,['tensorflow'],,,,,,,865.0,https://anaconda.org/bioconda/deepvariant,2022-06-05 19:39:33.507,43585.0,,,,,3.0,,4135.0,,,,,,,,,,,,,,,,,,,
436,Enigma Catalyst,scrtlabs/catalyst,financial-data,,https://github.com/scrtlabs/catalyst,https://github.com/scrtlabs/catalyst,Apache-2.0,2017-06-13 22:31:34.000,2021-09-22 15:32:01.000000,2021-09-22 15:31:55,6364.0,,696,164.0,93.0,134.0,358.0,2359,An Algorithmic Trading Library for Crypto-Assets in Python.,149.0,26,True,2018-11-11 16:46:28.000,0.5.21,52.0,enigma-catalyst,,,,,27.0,25.0,https://pypi.org/project/enigma-catalyst,2018-11-11 16:46:28.000,2.0,384.0,384.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
437,m2cgen,BayesWitnesses/m2cgen,model-serialisation,,https://github.com/BayesWitnesses/m2cgen,https://github.com/BayesWitnesses/m2cgen,MIT,2019-01-13 02:32:55.000,2022-08-15 02:02:31.000000,2022-08-14 19:22:19,369.0,9.0,201,45.0,443.0,30.0,67.0,2166,"Transform ML models into a native code (Java, C, Python, Go, JavaScript, Visual Basic, C#, R, PowerShell, PHP, Dart,..",13.0,26,True,2022-04-26 01:24:34.000,0.10.0,13.0,m2cgen,,,,,60.0,57.0,https://pypi.org/project/m2cgen,2022-04-26 01:24:34.000,3.0,45118.0,45118.0,,,,,,,,2.0,,29.0,,,,,,,,,,,,,,,,,,,
438,RecBole,RUCAIBox/RecBole,recommender-systems,,https://github.com/RUCAIBox/RecBole,https://github.com/RUCAIBox/RecBole,MIT,2020-06-11 15:18:11.000,2022-08-18 06:53:13.000000,2022-07-28 07:35:04,3552.0,23.0,379,39.0,864.0,61.0,393.0,2018,"A unified, comprehensive and efficient recommendation library.",45.0,26,True,2022-02-25 13:56:32.000,1.0.1,7.0,recbole,aibox/recbole,,,['pytorch'],,,https://pypi.org/project/recbole,2022-02-25 07:32:53.000,,8479.0,8568.0,https://anaconda.org/aibox/recbole,2022-02-25 14:10:37.696,1880.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
439,IB-insync,erdewit/ib_insync,financial-data,,https://github.com/erdewit/ib_insync,https://github.com/erdewit/ib_insync,BSD-2-Clause,2017-07-12 12:09:24.000,2022-07-26 17:33:39.000000,2022-07-26 17:33:32,650.0,6.0,488,165.0,62.0,4.0,412.0,1872,Python sync/async framework for Interactive Brokers API.,31.0,26,True,2021-11-28 19:34:09.000,0.9.70,95.0,ib_insync,conda-forge/ib-insync,,,,19.0,,https://pypi.org/project/ib_insync,2021-11-28 19:34:09.000,19.0,7102.0,7628.0,https://anaconda.org/conda-forge/ib-insync,2021-11-29 01:17:29.243,19494.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
440,Pillow-SIMD,uploadcare/pillow-simd,image,,https://github.com/uploadcare/pillow-simd,https://github.com/uploadcare/pillow-simd,PIL,2014-11-12 15:33:02.000,2022-03-11 12:26:19.000000,2022-01-17 10:12:52,12562.0,,75,42.0,43.0,10.0,66.0,1845,The friendly PIL fork.,384.0,26,False,2022-01-02 09:51:23.000,9.0.0,47.0,pillow-simd,,,,,49.0,,https://pypi.org/project/pillow-simd,2022-01-04 16:11:51.000,49.0,49892.0,49892.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
441,mtcnn,ipazc/mtcnn,image,,https://github.com/ipazc/mtcnn,https://github.com/ipazc/mtcnn,MIT,2018-01-05 04:08:32.000,2022-06-07 08:07:35.000000,2021-07-09 11:06:18,56.0,,456,41.0,22.0,62.0,38.0,1843,"MTCNN face detection implementation for TensorFlow, as a PIP package.",15.0,26,False,2021-07-09 11:16:39.000,0.1.1,11.0,mtcnn,conda-forge/mtcnn,,,['tensorflow'],2585.0,2542.0,https://pypi.org/project/mtcnn,2021-07-09 11:16:39.000,43.0,22443.0,22630.0,https://anaconda.org/conda-forge/mtcnn,2021-08-17 17:36:21.436,5623.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
442,Fairness 360,Trusted-AI/AIF360,interpretability,,https://github.com/Trusted-AI/AIF360,https://github.com/Trusted-AI/AIF360,Apache-2.0,2018-08-22 20:47:15.000,2022-08-18 15:24:26.000000,2022-07-14 17:42:38,380.0,32.0,573,87.0,190.0,77.0,65.0,1800,"A comprehensive set of fairness metrics for datasets and machine learning models, explanations for these metrics, and..",52.0,26,True,2021-03-04 18:11:34.000,0.4.0,9.0,aif360,conda-forge/aif360,,,,179.0,171.0,https://pypi.org/project/aif360,2021-03-04 18:11:34.000,8.0,7393.0,7521.0,https://anaconda.org/conda-forge/aif360,2021-09-29 17:08:47.878,2963.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
443,Karate Club,benedekrozemberczki/karateclub,graph,,https://github.com/benedekrozemberczki/karateclub,https://github.com/benedekrozemberczki/karateclub,GPL-3.0,2019-12-05 17:35:56.000,2022-08-15 21:30:24.000000,2022-08-11 09:12:48,2248.0,42.0,217,37.0,24.0,1.0,86.0,1698,Karate Club: An API Oriented Open-source Python Framework for Unsupervised Learning on Graphs (CIKM 2020).,15.0,26,False,2022-08-13 14:12:01.202,1.3.1,105.0,karateclub,conda-forge/karateclub,,,,103.0,100.0,https://pypi.org/project/karateclub,2022-06-04 20:08:27.000,3.0,2933.0,3389.0,https://anaconda.org/conda-forge/karateclub,2022-01-28 14:45:25.910,11416.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
444,garage,rlworkgroup/garage,reinforcement-learning,,https://github.com/rlworkgroup/garage,https://github.com/rlworkgroup/garage,MIT,2018-06-10 21:31:23.000,2022-08-10 22:51:20.000000,2022-05-20 06:22:46,1220.0,,264,54.0,1310.0,205.0,805.0,1498,A toolkit for reproducible reinforcement learning research.,78.0,26,True,2021-03-23 22:18:36.000,2021.3.0,21.0,garage,,,,['tensorflow'],53.0,51.0,https://pypi.org/project/garage,2021-03-23 22:18:36.000,2.0,435.0,435.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
445,Orbit,uber/orbit,probabilistics,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-08-17 19:39:55.000000,2022-08-17 19:39:54,837.0,9.0,108,31.0,397.0,61.0,318.0,1453,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,,,,,10.0,9.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,295844.0,295844.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
446,uber/orbit,uber/orbit,time-series-data,,https://github.com/uber/orbit,https://github.com/uber/orbit,Apache-2.0,2020-01-07 18:20:37.000,2022-08-17 19:39:55.000000,2022-08-17 19:39:54,837.0,9.0,108,31.0,397.0,61.0,318.0,1453,A Python package for Bayesian forecasting with object-oriented design and probabilistic models under the hood.,18.0,26,True,2022-04-28 21:45:14.000,1.1.2,19.0,orbit-ml,conda-forge/orbit-ml,,,,10.0,9.0,https://pypi.org/project/orbit-ml,2022-04-28 21:46:38.000,1.0,295844.0,296004.0,https://anaconda.org/conda-forge/orbit-ml,2022-03-08 22:04:17.287,1121.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
447,Mesh,tensorflow/mesh,distributed-ml,,https://github.com/tensorflow/mesh,https://github.com/tensorflow/mesh,Apache-2.0,2018-09-20 20:23:34.000,2022-06-10 18:18:47.000000,2022-06-10 18:18:42,653.0,1.0,218,42.0,304.0,95.0,14.0,1298,Mesh TensorFlow: Model Parallelism Made Easier.,48.0,26,True,2022-05-15 21:06:13.000,0.1.21,27.0,mesh-tensorflow,,,,['tensorflow'],741.0,709.0,https://pypi.org/project/mesh-tensorflow,2022-05-15 21:06:13.000,32.0,23849.0,23849.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
448,gplearn,trevorstephens/gplearn,others,,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14.000,2022-08-04 10:28:06.000000,2022-08-04 10:15:01,159.0,1.0,201,49.0,84.0,34.0,176.0,1178,"Genetic Programming in Python, with a scikit-learn inspired API.",11.0,26,True,2022-05-03 10:56:08.000,0.4.2,7.0,gplearn,conda-forge/gplearn,,,['sklearn'],283.0,273.0,https://pypi.org/project/gplearn,2022-05-03 10:47:30.000,10.0,5639.0,5756.0,https://anaconda.org/conda-forge/gplearn,2022-05-04 12:26:24.517,3045.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
449,Labml,labmlai/labml,ml-experiments,,https://github.com/labmlai/labml,https://github.com/labmlai/labml,MIT,2018-11-16 09:34:48.000,2022-08-15 10:19:08.000000,2022-08-15 04:25:24,1278.0,71.0,84,28.0,73.0,13.0,16.0,1156,Monitor deep learning model training and hardware usage from your mobile phone.,7.0,26,True,2022-08-15 03:15:32.218,0.4.158,135.0,labml,,,,,60.0,54.0,https://pypi.org/project/labml,2022-07-05 13:54:02.000,6.0,2787.0,2787.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
450,Explainability 360,Trusted-AI/AIX360,interpretability,,https://github.com/Trusted-AI/AIX360,https://github.com/Trusted-AI/AIX360,Apache-2.0,2019-07-11 07:17:48.000,2022-07-26 11:58:47.000000,2022-07-26 11:58:46,360.0,40.0,234,49.0,94.0,38.0,28.0,1139,Interpretability and explainability of data and machine learning models.,31.0,26,True,2020-10-28 09:32:21.000,0.2.1,4.0,aix360,,,,,56.0,55.0,https://pypi.org/project/aix360,2020-10-28 09:18:17.000,1.0,1370.0,1370.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
451,minisom,JustGlowing/minisom,others,,https://github.com/JustGlowing/minisom,https://github.com/JustGlowing/minisom,CC-BY-3.0,2013-07-03 10:10:06.000,2022-07-05 00:28:24.000000,2022-06-25 06:32:56,506.0,4.0,351,30.0,43.0,10.0,98.0,1114,MiniSom is a minimalistic implementation of the Self Organizing Maps.,26.0,26,False,2022-02-25 07:50:44.000,2.3.0,23.0,minisom,,,,,303.0,291.0,https://pypi.org/project/minisom,2022-02-25 07:49:30.000,12.0,14275.0,14275.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
452,fancyimpute,iskandr/fancyimpute,sklearn-utils,,https://github.com/iskandr/fancyimpute,https://github.com/iskandr/fancyimpute,Apache-2.0,2015-11-05 23:39:34.000,2021-10-21 17:50:40.000000,2021-10-21 17:45:17,202.0,,167,25.0,35.0,2.0,111.0,1097,Multivariate imputation and matrix completion algorithms implemented in Python.,12.0,26,True,2021-10-21 17:50:40.000,0.7.0,29.0,fancyimpute,,,,['sklearn'],1247.0,1218.0,https://pypi.org/project/fancyimpute,2021-10-21 17:50:40.000,29.0,15060.0,15060.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
453,pyclustering,annoviko/pyclustering,others,,https://github.com/annoviko/pyclustering,https://github.com/annoviko/pyclustering,BSD-3-Clause,2014-02-25 18:59:03.000,2022-04-08 00:39:29.000000,2021-02-12 19:04:59,2079.0,,225,39.0,34.0,62.0,589.0,985,"pyclustering is a Python, C++ data mining library.",26.0,26,False,2020-11-25 22:33:07.000,0.10.1.2,46.0,pyclustering,conda-forge/pyclustering,,,,375.0,347.0,https://pypi.org/project/pyclustering,2020-11-25 22:41:20.000,28.0,52201.0,53478.0,https://anaconda.org/conda-forge/pyclustering,2021-09-13 14:29:08.300,40735.0,,,,,3.0,,409.0,,,,,,,,,,,,,,,,,,,
454,empyrical,quantopian/empyrical,financial-data,,https://github.com/quantopian/empyrical,https://github.com/quantopian/empyrical,Apache-2.0,2016-03-18 10:22:52.000,2020-10-14 13:28:13.625000,2020-10-14 13:22:39,167.0,,299,71.0,83.0,27.0,26.0,961,Common financial risk and performance metrics. Used by zipline and pyfolio.,22.0,26,False,2020-10-13 21:29:19.000,0.5.5,21.0,empyrical,conda-forge/empyrical,,,,1070.0,936.0,https://pypi.org/project/empyrical,2020-10-13 21:29:19.000,134.0,29303.0,29629.0,https://anaconda.org/conda-forge/empyrical,2020-10-14 13:28:13.625,17608.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
455,PySwarms,ljvmiranda921/pyswarms,others,,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45.000,2022-08-11 11:20:29.000000,2022-07-03 12:07:58,412.0,3.0,303,33.0,293.0,8.0,198.0,954,A research toolkit for particle swarm optimization in Python.,44.0,26,True,2021-01-03 21:34:15.000,1.3.0,20.0,pyswarms,,,,,190.0,179.0,https://pypi.org/project/pyswarms,2021-01-03 21:34:15.000,11.0,17628.0,17628.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
456,PyKEEN,pykeen/pykeen,graph,,https://github.com/pykeen/pykeen,https://github.com/pykeen/pykeen,MIT,2020-02-24 07:26:03.000,2022-08-18 15:51:02.000000,2022-08-17 07:06:25,2735.0,72.0,130,24.0,588.0,76.0,361.0,948,A Python library for learning and evaluating knowledge graph embeddings.,30.0,26,True,2022-08-04 15:51:28.000,1.9.0,41.0,pykeen,,,,,3.0,,https://pypi.org/project/pykeen,2022-05-24 15:33:45.000,3.0,1310.0,1315.0,,,,,,,,2.0,,144.0,,,,,,,,,,,,,,,,,,,
457,Madmom,CPJKU/madmom,audio,,https://github.com/CPJKU/madmom,https://github.com/CPJKU/madmom,BSD-3-Clause,2015-09-08 08:19:06.000,2022-06-18 17:26:43.000000,2022-01-06 15:08:19,1746.0,,154,39.0,252.0,54.0,201.0,945,Python audio and music signal processing library.,20.0,26,True,2018-11-14 14:57:41.000,0.16.1,11.0,madmom,,,,,236.0,209.0,https://pypi.org/project/madmom,2018-11-14 14:56:22.000,27.0,1848.0,1848.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
458,GPyOpt,SheffieldML/GPyOpt,hyperopt,,https://github.com/SheffieldML/GPyOpt,https://github.com/SheffieldML/GPyOpt,BSD-3-Clause,2014-08-13 09:58:25.000,2020-11-17 10:32:02.000000,2020-11-05 15:16:04,514.0,,251,42.0,72.0,101.0,186.0,827,Gaussian Process Optimization using GPy.,49.0,26,False,2020-03-19 21:21:18.000,1.2.6,11.0,gpyopt,,,,,338.0,306.0,https://pypi.org/project/gpyopt,2020-03-19 11:37:45.000,32.0,12088.0,12088.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
459,lets-plot,JetBrains/lets-plot,data-viz,,https://github.com/JetBrains/lets-plot,https://github.com/JetBrains/lets-plot,MIT,2019-03-20 16:13:03.000,2022-08-18 15:23:26.000000,2022-08-16 14:26:15,2672.0,159.0,35,132.0,315.0,71.0,193.0,777,An open-source plotting library for statistical data.,17.0,26,True,2022-06-20 17:10:47.000,2.4.0,50.0,lets-plot,,,,,18.0,17.0,https://pypi.org/project/lets-plot,2022-06-20 16:46:03.000,1.0,2165.0,2174.0,,,,,,,,3.0,,302.0,,,,,,,,,,,,,,,,,,,
460,PyTorch Sparse,rusty1s/pytorch_sparse,pytorch-utils,,https://github.com/rusty1s/pytorch_sparse,https://github.com/rusty1s/pytorch_sparse,MIT,2018-07-28 18:46:53.000,2022-08-18 14:40:55.000000,2022-08-18 07:13:37,694.0,17.0,104,13.0,68.0,28.0,173.0,703,PyTorch Extension Library of Optimized Autograd Sparse Matrix Operations.,31.0,26,True,2022-08-17 10:46:06.000,0.6.15,26.0,torch-sparse,conda-forge/pytorch_sparse,,,['pytorch'],47.0,,https://pypi.org/project/torch-sparse,2022-06-30 14:09:32.000,47.0,27812.0,32208.0,https://anaconda.org/conda-forge/pytorch_sparse,2022-06-30 22:53:01.462,114305.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
461,optimum,huggingface/optimum,gpu-utilities,,https://github.com/huggingface/optimum,https://github.com/huggingface/optimum,Apache-2.0,2021-07-20 12:36:40.000,2022-08-18 08:38:29.000000,2022-08-18 08:38:28,243.0,85.0,63,33.0,257.0,54.0,60.0,645,Accelerate training and inference of Transformers with easy to use hardware optimization tools.,23.0,26,True,2022-07-12 12:32:17.000,1.3.0,15.0,optimum,conda-forge/optimum,,,,31.0,28.0,https://pypi.org/project/optimum,2022-06-13 16:24:55.000,3.0,45369.0,46022.0,https://anaconda.org/conda-forge/optimum,2022-07-12 18:30:14.167,2612.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
462,EarthPy,earthlab/earthpy,geospatial-data,,https://github.com/earthlab/earthpy,https://github.com/earthlab/earthpy,BSD-3-Clause,2018-02-20 03:02:42.000,2022-07-27 02:32:14.000000,2021-12-20 23:24:01,1186.0,,139,22.0,554.0,19.0,207.0,383,A package built to support working with spatial data using open source python.,40.0,26,True,2021-10-01 22:51:04.000,0.9.4,23.0,earthpy,conda-forge/earthpy,,,,161.0,154.0,https://pypi.org/project/earthpy,2021-10-01 22:51:04.000,7.0,8722.0,9938.0,https://anaconda.org/conda-forge/earthpy,2021-10-04 19:35:49.510,48679.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
463,english-words,dwyl/english-words,nlp,,https://github.com/dwyl/english-words,https://github.com/dwyl/english-words,Unlicense,2014-07-13 22:20:45.000,2022-06-22 03:35:56.000000,2022-04-20 08:17:18,89.0,,1451,195.0,56.0,69.0,29.0,7686,A text file containing 479k English words for all your dictionary/word-based projects e.g: auto-completion /..,27.0,25,True,2022-01-29 05:49:51.000,1.1.0,7.0,english-words,,,,,6.0,,https://pypi.org/project/english-words,2022-01-29 05:49:51.000,6.0,34652.0,34652.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
464,textgenrnn,minimaxir/textgenrnn,nlp,,https://github.com/minimaxir/textgenrnn,https://github.com/minimaxir/textgenrnn,MIT,2017-08-07 02:13:37.000,2022-07-17 19:07:49.000000,2020-07-14 02:41:10,174.0,,749,140.0,43.0,141.0,93.0,4739,Easily train your own text-generating neural network of any size and complexity on any text dataset with a few lines..,19.0,25,False,2020-02-03 01:07:00.000,2.0.0,14.0,textgenrnn,,,,['tensorflow'],1030.0,1015.0,https://pypi.org/project/textgenrnn,2020-02-02 21:16:15.000,15.0,425.0,439.0,,,,,,,,3.0,,728.0,,,,,,,,,,,,,,,,,,,
465,PyAlgoTrade,gbeced/pyalgotrade,financial-data,,https://github.com/gbeced/pyalgotrade,https://github.com/gbeced/pyalgotrade,Apache-2.0,2012-03-07 01:09:54.000,2022-07-13 19:50:51.000000,2018-08-21 02:42:52,1156.0,,1237,348.0,56.0,45.0,84.0,3743,Python Algorithmic Trading Library.,11.0,25,False,,,8.0,pyalgotrade,,,,,135.0,114.0,https://pypi.org/project/pyalgotrade,2018-08-21 01:48:25.000,21.0,461.0,461.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
466,Snips NLU,snipsco/snips-nlu,nlp,,https://github.com/snipsco/snips-nlu,https://github.com/snipsco/snips-nlu,Apache-2.0,2017-02-08 16:16:36.000,2021-11-17 15:23:01.000000,2021-05-03 12:18:31,2154.0,,495,139.0,648.0,61.0,197.0,3685,Snips Python library to extract meaning from text.,22.0,25,False,2020-01-15 10:13:17.000,0.20.2,58.0,snips-nlu,,,,,11.0,,https://pypi.org/project/snips-nlu,2020-01-15 10:13:17.000,11.0,2456.0,2456.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
467,Stable Baselines,hill-a/stable-baselines,reinforcement-learning,,https://github.com/hill-a/stable-baselines,https://github.com/hill-a/stable-baselines,MIT,2018-07-02 14:28:59.000,2021-08-25 09:25:32.000000,2021-08-25 09:25:32,838.0,,689,66.0,246.0,111.0,817.0,3599,"A fork of OpenAI Baselines, implementations of reinforcement learning algorithms.",112.0,25,True,2021-04-06 12:37:09.000,2.10.2,31.0,stable-baselines,,,,,34.0,,https://pypi.org/project/stable-baselines,2021-04-06 12:37:09.000,34.0,8106.0,8106.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
468,layout-parser,Layout-Parser/layout-parser,image,,https://github.com/Layout-Parser/layout-parser,https://github.com/Layout-Parser/layout-parser,Apache-2.0,2020-06-10 20:22:54.000,2022-08-08 19:40:44.000000,2022-08-06 21:47:18,182.0,1.0,305,56.0,46.0,49.0,50.0,3134,A Unified Toolkit for Deep Learning Based Document Image Analysis.,8.0,25,True,2022-04-06 04:38:09.000,0.3.4,11.0,layoutparser,,,,,88.0,86.0,https://pypi.org/project/layoutparser,2022-04-06 04:38:09.000,2.0,19312.0,19312.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
469,xLearn,aksnzhy/xlearn,ml-frameworks,,https://github.com/aksnzhy/xlearn,https://github.com/aksnzhy/xlearn,Apache-2.0,2017-06-10 08:09:31.000,2022-06-05 10:44:18.000000,2022-06-05 10:44:18,1342.0,2.0,528,109.0,70.0,193.0,114.0,3010,"High performance, easy-to-use, and scalable machine learning (ML) package, including linear model (LR), factorization..",30.0,25,True,2019-04-25 02:10:05.000,0.4.4,15.0,xlearn,,,,,105.0,93.0,https://pypi.org/project/xlearn,2018-12-04 11:05:06.000,12.0,4494.0,4557.0,,,,,,,,3.0,,3387.0,,,,,,,,,,,,,,,,,,,
470,keras-vis,raghakot/keras-vis,interpretability,,https://github.com/raghakot/keras-vis,https://github.com/raghakot/keras-vis,MIT,2016-11-11 23:27:34.000,2022-02-07 16:06:07.000000,2020-04-20 01:03:12,195.0,,633,71.0,25.0,114.0,101.0,2940,Neural network visualization toolkit for keras.,10.0,25,False,2017-07-06 04:55:04.000,0.4.1,11.0,keras-vis,,,,['tensorflow'],2081.0,2052.0,https://pypi.org/project/keras-vis,2017-07-06 04:55:04.000,29.0,3332.0,3332.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
471,DDSP,magenta/ddsp,audio,,https://github.com/magenta/ddsp,https://github.com/magenta/ddsp,Apache-2.0,2020-01-14 18:38:27.000,2022-08-06 07:12:45.000000,2022-05-16 16:44:22,457.0,,249,62.0,300.0,26.0,113.0,2235,DDSP: Differentiable Digital Signal Processing.,31.0,25,True,2022-05-10 06:56:11.000,3.4.3,50.0,ddsp,conda-forge/ddsp,,,['tensorflow'],29.0,28.0,https://pypi.org/project/ddsp,2022-05-25 17:42:19.000,1.0,3125.0,3565.0,https://anaconda.org/conda-forge/ddsp,2020-06-08 12:59:15.975,11450.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
472,pytorch-nlp,PetrochukM/PyTorch-NLP,nlp,,https://github.com/PetrochukM/PyTorch-NLP,https://github.com/PetrochukM/PyTorch-NLP,BSD-3-Clause,2018-02-25 05:00:36.000,2022-07-16 23:44:23.000000,2021-07-10 15:56:42,447.0,,250,56.0,56.0,18.0,49.0,2103,Basic Utilities for PyTorch Natural Language Processing (NLP).,18.0,25,False,2019-11-04 05:16:00.000,0.5.0,19.0,pytorch-nlp,,,,['pytorch'],425.0,408.0,https://pypi.org/project/pytorch-nlp,2019-11-04 04:35:18.000,17.0,5539.0,5539.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
473,polyglot,aboSamoor/polyglot,nlp,,https://github.com/aboSamoor/polyglot,https://github.com/aboSamoor/polyglot,GPL-3.0,2014-06-30 02:07:45.000,2022-05-18 09:36:53.000000,2020-09-22 22:35:28,271.0,,310,81.0,50.0,147.0,67.0,2031,Multilingual text (NLP) processing toolkit.,26.0,25,False,2016-07-03 20:05:42.000,16.7.4,9.0,polyglot,,,,,830.0,746.0,https://pypi.org/project/polyglot,2016-07-03 20:05:42.000,84.0,53037.0,53037.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
474,PyFlux,RJT1990/pyflux,time-series-data,,https://github.com/RJT1990/pyflux,https://github.com/RJT1990/pyflux,BSD-3-Clause,2016-02-16 20:12:02.000,2019-03-19 10:45:02.000000,2018-12-16 15:30:13,118.0,,225,71.0,20.0,85.0,66.0,1987,Open source time series library for Python.,6.0,25,False,2017-11-21 16:27:06.000,0.4.16,35.0,pyflux,,,,,236.0,220.0,https://pypi.org/project/pyflux,2017-11-21 16:27:06.000,16.0,145046.0,145046.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
475,efficientnet,qubvel/efficientnet,tensorflow-utils,,https://github.com/qubvel/efficientnet,https://github.com/qubvel/efficientnet,Apache-2.0,2019-05-30 20:21:09.000,2022-01-14 10:29:02.172000,2021-07-16 09:03:20,66.0,,456,37.0,41.0,62.0,58.0,1983,Implementation of EfficientNet model. Keras and TensorFlow Keras.,10.0,25,False,2020-09-15 16:26:00.000,1.1.1,9.0,efficientnet,anaconda/efficientnet,,,['tensorflow'],1112.0,1102.0,https://pypi.org/project/efficientnet,2020-09-15 16:26:00.000,10.0,52995.0,59138.0,https://anaconda.org/anaconda/efficientnet,2022-01-14 10:29:02.172,163.0,,,,,3.0,,239334.0,,,,,,,,,,,,,,,,,,,
476,scattertext,JasonKessler/scattertext,nlp,,https://github.com/JasonKessler/scattertext,https://github.com/JasonKessler/scattertext,Apache-2.0,2016-07-21 01:47:12.000,2022-03-26 17:35:11.489000,2022-03-26 09:22:25,357.0,,251,52.0,11.0,17.0,73.0,1866,Beautiful visualizations of how language differs among document types.,12.0,25,True,2022-03-26 09:23:49.000,0.1.6,135.0,scattertext,conda-forge/scattertext,,,,316.0,306.0,https://pypi.org/project/scattertext,2022-03-26 09:23:49.000,10.0,2569.0,3660.0,https://anaconda.org/conda-forge/scattertext,2022-03-26 17:35:11.489,65485.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
